SA3_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
11703,69916,63311,133223,6518,6388,12910,22276,21060,43329,1060,951,2012,803,808,1616,236,241,473,290,274,563,47,57,103,64,56,118,268,287,553,0,0,0,25049,23736,48781,2648,2434,5082,476,410,888,34686,32963,67656,8210,6699,14912,112811,102981,215790
11801,44393,48043,92435,2576,2858,5427,7556,8805,16370,312,348,664,255,301,552,58,79,138,87,102,192,3,9,15,11,10,20,79,81,157,22,0,22,8384,9739,18128,1064,1232,2294,191,138,334,12219,13963,26180,3328,3760,7087,59944,65764,125708
11802,47699,51143,98841,2029,2185,4213,8534,9212,17746,275,335,612,248,295,538,57,66,124,78,91,172,18,16,31,22,20,42,106,131,238,0,0,3,9353,10158,19509,931,945,1873,190,146,341,12492,13433,25927,4437,3581,8015,64625,68161,132782
11901,74761,76857,151619,1683,1709,3396,7468,7369,14833,117,75,192,67,75,136,32,25,54,12,13,29,3,6,11,12,14,26,15,15,27,0,0,0,7725,7587,15311,558,607,1169,186,157,343,10155,10069,20215,5907,5996,11901,90819,92921,183739
11902,56793,55151,111940,2306,1901,4210,6202,5630,11830,136,89,230,64,61,125,36,20,60,23,18,40,10,12,28,15,18,25,31,32,60,0,0,0,6513,5886,12402,590,582,1171,153,80,236,9564,8452,18012,4901,4556,9461,71251,68161,139416
11903,52173,54316,106491,1832,1778,3612,6578,6343,12916,82,66,153,60,63,123,26,31,56,14,22,35,14,22,39,8,11,17,25,19,37,0,0,0,6811,6569,13378,514,509,1024,186,124,307,9338,8986,18325,2764,3054,5818,64268,66363,130634
11904,55095,56764,111860,2699,2428,5131,8406,8327,16734,154,124,283,96,111,209,26,23,54,24,21,45,22,14,34,19,13,26,32,36,70,0,0,0,8780,8668,17445,649,679,1328,194,150,346,12323,11922,24250,4090,3973,8065,71512,72658,144170
12001,32483,35383,67868,1595,1747,3339,4541,4838,9376,137,139,276,90,96,185,15,24,41,22,18,43,10,8,20,10,14,18,29,34,59,0,0,0,4850,5169,10020,421,460,884,77,66,146,6942,7439,14380,1640,1845,3486,41068,44669,85734
12002,20753,22645,43395,1021,1092,2112,3054,3440,6494,95,113,209,72,82,154,18,21,36,25,36,64,10,16,25,5,7,11,20,34,59,0,0,0,3303,3751,7053,321,321,645,50,43,93,4698,5208,9899,1170,1164,2337,26624,29015,55638
12003,58891,61219,120105,3623,3291,6909,11026,11081,22101,268,263,536,152,164,317,41,41,83,40,36,74,40,19,63,17,14,33,61,53,120,3,0,4,11656,11685,23335,901,941,1842,324,203,527,16495,16118,32611,3740,3577,7311,79124,80909,160030
12101,44203,47204,91404,2051,2186,4236,6740,7002,13743,183,171,355,119,105,224,27,26,46,42,34,71,17,13,32,14,4,20,49,55,106,0,0,0,7188,7409,14595,920,1021,1944,102,96,199,10267,10708,20973,1803,2049,3852,56265,59969,116233
12102,35552,36769,72327,1328,1357,2688,3995,4039,8031,64,60,123,43,48,93,25,26,50,14,11,20,6,4,15,9,8,17,23,14,37,0,0,0,4178,4208,8386,355,403,761,65,50,112,5928,6022,11952,1103,1184,2292,42585,43979,86567
12103,50304,53932,104242,1373,1554,2925,5360,5772,11132,117,117,228,78,66,147,19,12,31,27,25,50,8,16,28,0,3,4,36,47,84,0,0,0,5654,6053,11703,827,861,1689,48,52,98,7899,8517,16421,1285,1518,2802,59496,63967,123462
12104,32775,37342,70116,1679,1963,3645,6060,7047,13110,197,194,394,155,199,351,41,40,78,52,49,98,9,12,21,11,12,24,72,83,152,4,0,4,6586,7638,14221,867,969,1835,85,86,173,9221,10653,19870,1738,2002,3742,43729,49997,93726
12201,16184,17221,33402,1107,1163,2267,2094,2224,4316,68,66,137,66,65,132,11,19,29,9,12,20,7,7,7,0,0,5,16,17,36,0,0,0,2263,2408,4671,341,384,726,56,57,112,3763,4012,7779,728,726,1453,20676,21955,42637
12202,25731,26960,52683,821,854,1672,2498,2625,5127,41,52,92,40,45,80,11,4,13,5,4,11,3,4,6,0,3,0,13,14,26,0,0,0,2611,2742,5348,252,257,509,43,42,86,3724,3890,7614,1216,1390,2604,30671,32233,62907
12203,63514,65900,129419,1800,1858,3659,7400,7703,15103,99,106,205,92,110,197,10,18,30,28,29,51,5,11,14,9,9,16,35,35,68,0,0,5,7675,8006,15684,567,636,1201,145,147,296,10194,10653,20842,2332,2490,4831,76043,79047,155088
12301,29805,31426,61229,587,590,1178,3582,3745,7331,33,28,61,61,50,115,3,6,11,16,7,20,4,3,4,5,3,9,9,8,16,0,0,0,3714,3859,7567,105,121,229,80,83,161,4484,4656,9137,998,1071,2070,35280,37147,72430
12302,70657,73260,143921,1634,1787,3422,7892,7920,15810,81,95,176,120,114,236,25,21,42,22,22,46,20,22,37,10,10,23,27,29,50,0,0,0,8188,8237,16422,441,477,926,178,150,332,10444,10655,21100,5014,5378,10394,86118,89293,175410
12303,18975,18882,37863,618,674,1288,1729,1774,3503,14,19,33,34,35,68,3,4,7,4,8,11,0,4,8,0,0,3,4,7,10,0,0,0,1796,1845,3641,50,46,89,35,25,58,2498,2585,5082,1150,1135,2282,22628,22603,45228
12401,32038,34233,66274,1077,1197,2278,2620,2690,5313,64,62,128,54,56,109,12,8,24,8,11,21,13,14,25,7,3,14,18,13,35,0,0,0,2798,2870,5665,138,147,282,69,52,120,4077,4259,8338,1282,1358,2641,37397,39850,77249
12402,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
12403,63047,65066,128110,1799,1937,3733,7586,8203,15787,60,71,135,131,137,270,25,17,39,30,17,47,16,17,30,11,5,19,16,30,48,0,0,0,7871,8508,16375,275,299,569,186,137,323,10122,10875,21001,3787,4059,7852,76957,79999,156958
12404,14469,15046,29518,510,509,1017,1658,1774,3431,19,26,47,34,29,61,7,4,16,3,8,13,4,0,3,3,0,10,6,4,12,0,0,0,1737,1855,3593,47,53,98,80,70,146,2377,2484,4856,1775,1387,3167,18622,18916,37541
12405,22879,22888,45768,521,543,1066,2284,2373,4653,28,19,46,35,30,61,3,3,8,4,3,9,4,7,10,0,0,6,8,7,16,0,0,0,2372,2435,4812,145,140,286,63,40,102,3107,3159,6268,1972,2002,3975,27960,28046,56002
12501,38355,35639,73992,2893,2508,5400,7044,6292,13337,177,129,305,92,95,188,26,32,57,22,23,46,19,13,34,21,13,23,29,18,52,0,0,0,7431,6611,14042,659,694,1356,260,154,418,11241,9970,21210,4281,2713,6994,53879,48320,102198
12502,29854,30376,60226,826,860,1688,3728,3657,7381,93,87,181,66,81,150,15,27,40,11,21,38,3,9,12,18,12,27,18,12,31,0,0,0,3957,3904,7856,320,347,667,62,35,103,5160,5149,10311,1433,1338,2772,36447,36862,73305
12503,65033,64277,129308,1989,1801,3790,6636,6185,12824,121,102,218,65,69,133,43,39,83,32,12,41,23,29,53,5,0,7,25,11,33,0,0,0,6948,6448,13401,608,602,1209,177,139,315,9725,8989,18715,7234,6289,13518,81989,79552,161543
12504,56684,56329,113019,3468,3062,6537,9520,8658,18178,360,229,591,166,176,341,60,56,113,29,41,65,17,17,34,14,18,33,62,58,122,0,0,0,10234,9245,19479,1149,1264,2415,189,172,358,15045,13745,28791,4241,4006,8244,75973,74084,150058
12601,21411,23003,44418,828,878,1698,2799,2922,5724,65,51,113,44,53,94,16,15,32,12,9,17,3,4,8,0,0,0,9,17,27,0,0,0,2943,3076,6016,354,419,766,38,26,64,4161,4394,8549,691,724,1416,26260,28127,54388
12602,55478,58360,113838,2644,2792,5440,8667,8716,17385,211,173,389,134,145,280,48,35,88,50,45,99,12,11,29,10,13,22,43,43,88,0,0,0,9180,9188,18374,795,943,1740,134,124,262,12764,13055,25817,2845,3125,5970,71087,74532,145621
12701,57557,58125,115676,897,936,1830,7377,7881,15257,123,101,221,89,96,184,9,18,32,13,19,28,7,7,10,12,14,25,17,15,34,0,0,0,7645,8142,15784,277,307,582,119,82,206,8939,9470,18408,3364,3257,6618,69859,70846,140706
12702,81040,83894,164938,1890,1971,3860,5988,6137,12118,124,110,237,62,59,122,18,13,30,19,20,33,4,7,11,0,0,3,11,4,17,0,0,0,6229,6351,12574,498,557,1060,136,127,257,8751,9003,17752,5413,5270,10686,95207,98168,193376
12703,54111,54996,109108,1351,1432,2782,5795,5902,11701,132,99,229,211,148,361,47,31,78,43,30,78,17,18,37,39,27,67,50,40,85,0,0,0,6334,6289,12634,388,416,799,123,93,219,8197,8238,16434,4406,4308,8718,66717,67546,134258
12801,46690,49043,95734,1543,1638,3183,5676,5995,11674,71,76,150,102,110,208,21,16,32,30,27,57,0,0,5,8,8,13,27,26,51,0,0,0,5932,6260,12194,320,331,650,93,81,174,7888,8312,16197,2253,2326,4573,56831,59677,116505
