SA3_CODE_2021,A75_84_L_PinE_NS_19,A75_84_L_PinE_NS_20,A75_84_L_PinE_NS_21,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B_05,A75_84_T_05_10,A75_84_T_11_15,A75_84_T_16,A75_84_T_17,A75_84_T_18,A75_84_T_19,A75_84_T_20,A75_84_T_21,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B_05,A85ov_SEO_05_10,A85ov_SEO_11_15,A85ov_SEO_16,A85ov_SEO_17,A85ov_SEO_18,A85ov_SEO_19,A85ov_SEO_20,A85ov_SEO_21,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_UOLSE_VWW_B_05,A85ov_UOLSE_VWW_05_10,A85ov_UOLSE_VWW_11_15,A85ov_UOLSE_VWW_16,A85ov_UOLSE_VWW_17,A85ov_UOLSE_VWW_18,A85ov_UOLSE_VWW_19,A85ov_UOLSE_VWW_20,A85ov_UOLSE_VWW_21,A85ov_UOLSE_VWW_YNS,A85ov_UOLSE_VWW_T,A85ov_UOLSE_NWNAA_B_05,A85ov_UOLSE_NWNAA_05_10,A85ov_UOLSE_NWNAA_11_15,A85ov_UOLSE_NWNAA_16,A85ov_UOLSE_NWNAA_17,A85ov_UOLSE_NWNAA_18,A85ov_UOLSE_NWNAA_19,A85ov_UOLSE_NWNAA_20,A85ov_UOLSE_NWNAA_21,A85ov_UOLSE_NWNAA_YNS,A85ov_UOLSE_NWNAA_T,A85ov_UOLSE_PinE_NS_B_05,A85ov_UOLSE_PinE_NS_05_10,A85ov_UOLSE_PinE_NS_11_15,A85ov_UOLSE_PinE_NS_16,A85ov_UOLSE_PinE_NS_17,A85ov_UOLSE_PinE_NS_18,A85ov_UOLSE_PinE_NS_19,A85ov_UOLSE_PinE_NS_20,A85ov_UOLSE_PinE_NS_21,A85ov_UOLSE_PinE_NS_YNS,A85ov_UOLSE_PinE_NS_T,A85ov_UOLSE_T_B_05,A85ov_UOLSE_T_05_10,A85ov_UOLSE_T_11_15,A85ov_UOLSE_T_16,A85ov_UOLSE_T_17,A85ov_UOLSE_T_18,A85ov_UOLSE_T_19,A85ov_UOLSE_T_20,A85ov_UOLSE_T_21,A85ov_UOLSE_T_YNS,A85ov_UOLSE_T_T,A85ov_L_PinE_NS_B_05,A85ov_L_PinE_NS_05_10,A85ov_L_PinE_NS_11_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_17,A85ov_L_PinE_NS_18,A85ov_L_PinE_NS_19,A85ov_L_PinE_NS_20,A85ov_L_PinE_NS_21,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B_05,A85ov_T_05_10,A85ov_T_11_15,A85ov_T_16,A85ov_T_17,A85ov_T_18,A85ov_T_19,A85ov_T_20,A85ov_T_21,A85ov_T_YNS,A85ov_T_T,T_SEO_B_05,T_SEO_05_10,T_SEO_11_15,T_SEO_16,T_SEO_17,T_SEO_18,T_SEO_19,T_SEO_20,T_SEO_21,T_SEO_YNS,T_SEO_T,T_UOLSE_VWW_B_05,T_UOLSE_VWW_05_10,T_UOLSE_VWW_11_15,T_UOLSE_VWW_16,T_UOLSE_VWW_17,T_UOLSE_VWW_18,T_UOLSE_VWW_19,T_UOLSE_VWW_20,T_UOLSE_VWW_21,T_UOLSE_VWW_YNS,T_UOLSE_VWW_T,T_UOLSE_NWNAA_B_05,T_UOLSE_NWNAA_05_10,T_UOLSE_NWNAA_11_15,T_UOLSE_NWNAA_16,T_UOLSE_NWNAA_17,T_UOLSE_NWNAA_18,T_UOLSE_NWNAA_19,T_UOLSE_NWNAA_20,T_UOLSE_NWNAA_21,T_UOLSE_NWNAA_YNS,T_UOLSE_NWNAA_T,T_UOLSE_PinE_NS_B_05,T_UOLSE_PinE_NS_05_10,T_UOLSE_PinE_NS_11_15,T_UOLSE_PinE_NS_16,T_UOLSE_PinE_NS_17,T_UOLSE_PinE_NS_18,T_UOLSE_PinE_NS_19,T_UOLSE_PinE_NS_20,T_UOLSE_PinE_NS_21,T_UOLSE_PinE_NS_YNS,T_UOLSE_PinE_NS_T,T_UOLSE_T_B_05,T_UOLSE_T_05_10,T_UOLSE_T_11_15,T_UOLSE_T_16,T_UOLSE_T_17,T_UOLSE_T_18,T_UOLSE_T_19,T_UOLSE_T_20,T_UOLSE_T_21,T_UOLSE_T_YNS,T_UOLSE_T_T,T_L_PinE_NS_B_05,T_L_PinE_NS_05_10,T_L_PinE_NS_11_15,T_L_PinE_NS_16,T_L_PinE_NS_17,T_L_PinE_NS_18,T_L_PinE_NS_19,T_L_PinE_NS_20,T_L_PinE_NS_21,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B_05,T_T_05_10,T_T_11_15,T_T_16,T_T_17,T_T_18,T_T_19,T_T_20,T_T_21,T_T_YNS,T_T_T
10304,0,0,0,0,4,472,13,0,0,5,0,0,0,0,14,505,123,0,0,0,0,0,0,0,0,7,133,36,0,0,0,0,0,0,0,0,0,36,17,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,4,55,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,10,183,2296,282,266,50,48,31,45,34,5,109,3164,527,432,574,140,156,163,141,58,4,29,2244,86,44,37,9,16,16,30,24,0,15,262,0,0,0,0,0,0,0,0,0,0,6,618,474,613,144,175,184,168,83,12,44,2512,7,0,4,0,0,0,0,0,0,9,13,2918,755,875,195,220,213,211,116,13,162,5691
10401,0,0,0,0,0,540,10,0,0,0,0,0,0,0,34,594,115,0,0,0,0,0,0,0,0,29,148,13,0,0,0,0,0,0,0,0,3,17,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,20,5,0,0,0,0,0,0,0,0,0,5,137,0,0,0,0,0,0,0,0,27,165,2563,213,188,35,38,22,31,14,8,173,3291,310,185,143,46,43,45,43,26,10,18,863,21,11,11,0,5,4,8,8,3,6,82,0,0,0,0,0,0,0,0,0,0,0,331,201,152,45,53,44,42,37,9,25,948,5,0,0,0,0,0,0,0,0,175,180,2905,411,343,88,86,70,75,52,20,375,4421
10402,0,0,0,15,16,1277,22,14,3,0,0,6,7,0,68,1397,342,3,0,0,0,0,0,0,0,31,384,81,0,0,0,0,0,0,0,0,6,92,24,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,9,119,3,0,0,0,0,0,0,0,0,13,10,454,3,0,0,0,0,0,0,0,56,514,6099,817,560,106,110,107,106,57,24,288,8274,1247,740,734,247,300,331,427,122,69,109,4325,185,117,209,66,108,153,290,73,9,43,1258,3,0,3,0,0,5,5,0,12,11,46,1435,853,947,314,415,489,720,197,89,165,5630,7,4,5,0,0,0,5,0,0,40,65,7535,1674,1517,418,524,599,829,259,114,497,13968
10501,0,0,0,5,4,106,0,0,0,0,0,0,0,0,11,115,26,0,0,0,0,0,0,0,0,0,23,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,4,45,438,65,56,13,14,9,15,13,3,26,652,141,99,86,31,39,58,54,35,15,13,572,18,3,9,4,5,4,7,3,7,3,55,0,0,0,0,0,0,0,0,0,0,7,159,108,89,32,45,63,60,35,19,19,634,0,0,0,0,0,0,0,0,0,11,10,600,173,149,44,56,75,76,48,28,60,1299
10502,0,0,0,0,0,99,0,0,0,0,0,0,0,0,4,104,16,0,0,0,0,0,0,0,0,0,20,7,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,396,58,47,16,11,11,13,7,4,11,573,108,50,67,15,24,41,35,22,6,3,377,12,0,7,3,0,0,6,6,0,0,38,0,0,0,0,0,0,0,0,0,0,0,123,48,77,17,25,41,42,26,8,6,416,0,0,0,0,0,0,0,0,0,9,6,513,108,121,34,36,51,62,34,16,27,999
10503,0,0,0,0,3,386,8,3,0,4,0,3,7,0,13,429,77,0,0,0,0,0,0,0,0,16,92,19,0,0,0,0,0,0,0,0,0,23,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,14,122,1710,206,220,46,41,49,59,32,25,131,2517,444,608,858,297,319,299,247,83,56,46,3255,62,30,31,4,12,19,36,21,14,9,239,4,0,5,0,0,0,0,0,0,5,14,503,642,894,307,331,319,285,105,63,60,3507,9,0,0,0,0,0,0,0,4,153,160,2220,845,1109,350,373,371,344,132,95,344,6185
10601,0,0,0,11,12,619,15,7,0,0,0,0,0,0,45,693,116,0,0,0,0,0,0,0,0,15,134,16,0,0,0,0,0,0,0,0,8,21,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,8,22,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,22,154,3752,530,337,50,30,59,42,34,22,170,5024,549,347,330,72,73,85,109,39,24,36,1661,67,34,42,10,13,14,34,9,4,8,241,5,0,0,0,0,0,0,3,0,0,8,620,386,367,88,84,102,136,56,26,45,1909,9,0,0,0,0,0,0,0,3,250,261,4374,917,711,139,112,157,179,89,50,471,7195
10602,0,0,0,6,6,522,10,8,4,0,0,0,3,0,28,583,113,4,3,0,0,0,0,0,0,10,124,28,0,0,0,0,0,0,0,0,0,28,11,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,3,3,150,5,4,0,0,0,0,0,0,13,167,3243,536,462,83,38,62,61,31,12,109,4628,801,791,767,139,118,154,137,38,19,30,3001,96,51,80,17,24,26,43,21,9,15,379,4,0,0,0,0,0,0,0,0,0,5,901,850,847,156,141,177,180,61,27,40,3388,0,0,0,0,0,0,0,0,0,26,28,4140,1389,1305,236,185,242,243,95,33,172,8045
10603,0,0,0,12,21,1459,33,15,4,3,3,6,0,0,59,1589,263,4,0,0,0,0,0,0,0,26,300,66,0,0,0,0,0,0,0,0,3,71,3,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,6,80,0,0,0,0,0,0,0,0,0,18,21,345,4,0,0,0,0,0,0,0,49,399,5666,543,438,63,49,77,69,76,30,225,7240,973,261,230,60,104,91,85,39,12,43,1891,80,24,25,7,12,15,24,7,10,9,203,5,0,0,0,0,0,0,0,0,5,7,1051,285,254,68,115,112,108,48,22,52,2108,14,0,0,0,0,0,0,0,0,49,66,6735,829,700,132,160,185,176,122,55,325,9410
10604,0,0,0,0,0,146,0,0,0,0,0,4,3,0,11,170,40,0,0,0,0,0,0,0,0,4,45,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,7,50,1012,168,192,46,32,34,60,19,8,48,1621,161,154,165,37,52,74,138,23,19,14,857,26,14,13,4,7,10,40,17,8,4,149,0,0,0,0,0,0,0,0,0,5,7,190,170,180,43,64,89,181,48,29,25,1011,0,0,0,0,0,0,3,0,0,66,67,1199,338,379,89,94,124,239,66,40,136,2695
10701,0,0,0,28,37,2346,14,12,4,3,4,4,0,0,124,2508,372,0,0,0,0,0,0,0,0,40,410,270,0,0,0,0,0,0,0,0,27,302,318,0,0,0,0,0,3,0,0,31,350,8,0,0,0,0,0,0,0,0,5,12,599,0,0,0,0,0,3,0,0,62,663,0,0,0,0,0,0,0,0,0,49,51,969,0,0,0,0,0,3,0,0,149,1123,6289,458,391,59,53,42,60,31,10,225,7618,4198,678,788,141,106,159,124,36,11,138,6379,1555,82,112,31,15,48,52,17,12,80,2002,25,5,3,3,0,0,0,0,0,12,47,5786,756,908,176,123,205,174,47,21,231,8430,18,0,0,0,0,0,0,0,0,114,128,12090,1215,1299,232,175,247,229,87,29,571,16180
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,0,0,0,34,40,2053,21,9,0,3,0,0,0,0,103,2203,412,4,0,0,0,0,0,0,0,25,439,179,0,0,0,0,0,0,0,0,12,194,113,0,0,0,0,0,0,0,0,6,119,5,0,0,0,0,0,0,0,0,3,0,293,0,0,0,0,0,0,0,0,17,317,0,0,0,0,0,0,0,0,0,49,49,702,4,3,0,0,0,0,0,0,93,806,8134,742,527,89,98,90,92,46,13,242,10060,2987,505,518,92,104,98,102,41,16,70,4533,656,45,61,13,6,13,23,9,5,33,872,12,0,0,0,0,3,0,0,0,5,25,3656,546,584,108,114,108,123,53,17,112,5429,17,0,0,0,0,0,0,0,0,111,124,11801,1286,1112,199,215,200,219,95,31,459,15620
10704,0,0,0,49,58,2786,22,30,13,6,0,12,4,0,131,2992,481,5,4,5,0,0,0,0,0,37,526,365,0,0,0,0,0,0,0,0,24,388,265,0,3,0,0,0,0,0,0,31,300,3,0,0,0,0,0,0,0,0,6,8,632,0,3,0,0,0,0,0,0,52,690,17,0,0,0,0,0,0,0,0,70,80,1123,6,5,5,0,0,0,0,0,158,1302,9861,1240,1100,182,198,216,243,169,53,301,13564,5462,1418,1929,676,652,794,947,483,36,210,12610,1354,165,288,137,80,98,199,55,23,97,2494,21,0,0,0,0,0,0,0,0,7,36,6831,1581,2215,817,739,895,1146,540,60,314,15141,41,4,6,0,0,8,0,0,0,153,203,16731,2825,3324,997,939,1115,1390,702,112,763,28904
10801,0,0,0,4,12,630,6,5,4,0,0,5,0,0,46,694,166,0,0,0,0,0,0,0,0,15,180,24,0,0,0,0,0,0,0,0,7,33,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,13,44,0,0,0,0,0,0,0,0,0,0,3,197,0,0,0,0,0,0,0,0,24,223,2371,137,80,10,10,22,18,10,7,145,2814,309,95,109,34,45,54,43,18,0,37,732,26,8,12,0,3,11,10,3,0,11,86,0,0,0,0,0,0,0,0,0,6,3,339,98,125,33,47,59,52,21,0,45,820,8,0,0,0,0,0,0,0,0,14,25,2717,241,204,43,56,78,72,30,9,212,3660
