SA4_CODE_2021,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950over_REA,C16_950over_ST_HA,C16_950over_Co_ho_pr,C16_950over_Pe_no_sa_ho,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Co_ho_pr,C16_R_NS_Pe_no_sa_ho,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_Tot_Co_ho_pr,C16_Tot_Pe_no_sa_ho,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_Tot_Tot,C21_1_74_REA,C21_1_74_ST_HA,C21_1_74_Co_ho_pr,C21_1_74_Per_no_sa_ho,C21_1_74_Oth_land_typ,C21_1_74_LLT_NS,C21_1_74_Tot,C21_75_99_REA,C21_75_99_ST_HA,C21_75_99_Co_ho_pr,C21_75_99_Pe_no_sa_ho,C21_75_99_Oth_lan_typ,C21_75_99_Lan_type_ns,C21_75_99_Tot,C21_100_149_REA,C21_100_149_ST_HA,C21_100_149_Co_ho_pr,C21_100_149_Pe_no_sa_ho,C21_100_149_Ot_lan_ty,C21_100_149_Lan_typ_ns,C21_100_149_Tot,C21_150_199_REA,C21_150_199_ST_HA,C21_150_199_Co_ho_pr,C21_150_199_Pe_no_sa_ho,C21_150_199_Ot_lan_ty,C21_150_199_Lan_ty_ns,C21_150_199_Tot,C21_200_224_REA,C21_200_224_ST_HA,C21_200_224_Co_ho_pr,C21_200_224_Pe_no_sa_ho,C21_200_224_Ot_lan_ty,C21_200_224_Lan_ty_ns,C21_200_224_Tot,C21_225_274_REA,C21_225_274_ST_HA,C21_225_274_Co_ho_pr,C21_225_274_Pe_no_sa_ho,C21_225_274_Ot_la_typ,C21_225_274_Lan_ty_ns,C21_225_274_Tot,C21_275_349_REA,C21_275_349_ST_HA,C21_275_349_Co_ho_pr,C21_275_349_Pe_no_sa_ho,C21_275_349_Ot_lan_ty,C21_275_349_Lan_ty_ns,C21_275_349_Tot,C21_350_449_REA,C21_350_449_ST_HA,C21_350_449_Co_ho_pr,C21_350_449_Pe_no_sa_ho,C21_350_449_Ot_lan_ty,C21_350_449_Lan_ty_ns,C21_350_449_Tot,C21_450_549_REA,C21_450_549_ST_HA,C21_450_549_Co_ho_pr,C21_450_549_Pe_no_sa_ho,C21_450_549_Oth_lan_typ,C21_450_549_Lan_ty_ns,C21_450_549_Tot,C21_550_649_REA,C21_550_649_ST_HA,C21_550_649_Co_ho_pr,C21_550_649_Pe_no_sa_ho,C21_550_649_Ot_lan_ty,C21_550_649_Lan_ty_ns,C21_550_649_Tot,C21_650_749_REA,C21_650_749_ST_HA,C21_650_749_Co_ho_pr,C21_650_749_Pe_no_sa_ho,C21_650_749_Oth_lan_typ,C21_650_749_LLT_NS,C21_650_749_Tot,C21_750_849_REA,C21_750_849_ST_HA,C21_750_849_Co_ho_pr,C21_750_849_Pe_no_sa_ho,C21_750_849_Oth_lan_typ,C21_750_849_LLT_NS,C21_750_849_Tot,C21_850_950_REA,C21_850_949_ST_HA,C21_850_949_Co_ho_pr,C21_850_949_Pe_no_sa_ho,C21_850_949_Oth_lan_typ,C21_850_949_LLT_NS,C21_850_949_Tot,C21_950over_REA,C21_950over_ST_HA,C21_950over_Co_ho_pr,C21_950over_Pe_no_sa_ho,C21_950over_Oth_lan_typ,C21_950over_LLT_NS,C21_950over_Tot,C21_R_NS_REA,C21_R_NS_ST_HA,C21_R_NS_Co_ho_pr,C21_R_NS_Pe_no_sa_ho,C21_R_NS_Oth_lan_typ,C21_R_NS_Land_typ_ns,C21_Rent_not_statd_Tot,C21_Tot_REA,C21_Tot_ST_HA,C21_Tot_Co_ho_pr,C21_Tot_Pe_no_sa_ho,C21_Tot_Oth_lan_typ,C21_Tot_LLT_NS,C21_Tot_Tot
111,3,0,67,69,4,0,40,6,0,123,296,377,97,289,69,34,1161,22103,6860,836,7278,912,218,38211,22,168,28,45,10,0,283,14,305,38,18,6,10,389,87,2454,164,236,63,16,3019,344,1084,398,395,109,18,2345,436,396,142,421,92,10,1498,1125,503,179,639,149,11,2609,3280,520,167,1309,161,16,5450,9926,332,118,2254,192,21,12850,7374,55,38,1162,84,12,8717,2953,12,13,396,22,5,3401,1014,5,0,127,9,3,1158,374,0,0,72,10,0,464,163,5,0,29,9,0,199,200,6,0,75,17,3,295,453,363,83,390,149,94,1525,27765,6210,1358,7570,1079,221,44207
112,8,0,86,81,0,0,46,18,0,148,193,147,59,331,92,48,875,13285,2392,657,7318,1200,230,25078,18,49,17,51,36,3,174,10,70,4,33,12,0,129,46,874,105,225,92,25,1373,208,367,281,388,202,17,1463,275,150,97,498,156,17,1189,785,192,117,768,229,24,2116,2000,138,98,1289,215,18,3761,3621,88,75,1681,255,20,5739,2594,27,35,1022,128,7,3815,1794,11,3,568,42,13,2428,1040,0,8,303,22,0,1383,475,4,3,186,18,0,690,273,0,0,75,8,0,357,366,0,0,188,44,4,598,253,142,54,372,166,62,1055,13743,2115,900,7659,1638,211,26260
113,0,0,3,8,0,0,20,5,3,37,128,101,26,178,140,29,603,8613,1983,309,3651,1100,165,15824,20,56,18,65,71,5,229,23,112,31,48,24,0,241,203,573,83,326,119,25,1325,849,453,129,555,139,20,2141,886,197,57,523,98,3,1758,1742,239,32,665,267,11,2950,2935,68,25,746,171,9,3955,2404,22,10,460,87,11,2998,622,5,4,109,24,4,769,98,0,0,35,20,0,155,19,0,3,6,14,0,42,6,0,0,5,0,0,17,5,0,0,5,4,0,10,15,3,0,25,13,0,50,185,107,25,268,283,57,918,10011,1840,413,3825,1326,142,17555
114,0,0,15,37,0,0,27,7,0,71,115,106,27,142,68,18,471,7141,1646,405,2711,710,111,12727,5,10,7,23,19,0,69,3,27,17,6,10,0,66,32,77,97,105,59,5,372,92,273,316,145,88,5,924,166,106,105,226,54,10,659,420,182,166,304,234,12,1327,1490,153,164,571,117,15,2510,3148,96,91,724,88,10,4152,1882,15,29,358,34,0,2318,699,0,0,109,16,0,827,265,0,0,50,10,0,326,101,0,0,23,6,0,131,43,0,0,16,6,0,71,85,0,0,42,14,0,139,146,83,48,233,119,32,664,8562,1027,1055,2937,870,91,14548
115,0,0,366,280,0,0,45,4,0,333,123,10,76,137,42,15,403,8030,146,322,1838,395,51,10790,10,3,3,13,7,0,38,0,5,9,10,4,0,30,12,39,34,46,21,3,151,15,26,31,64,24,5,155,35,16,30,76,27,4,176,83,24,54,137,76,10,379,201,15,28,189,62,0,493,1136,16,28,367,69,4,1621,2599,9,12,369,44,7,3032,3522,4,3,320,22,0,3871,2333,0,0,213,11,0,2566,1081,0,5,95,5,0,1183,553,0,0,56,5,0,617,459,6,0,69,8,0,543,201,21,14,206,69,30,537,12246,169,245,2227,430,73,15391
116,0,0,34,35,0,0,18,0,0,52,311,448,57,231,47,48,1144,19482,7697,459,4060,613,214,32528,34,183,8,28,5,4,269,12,378,21,12,10,5,431,43,2066,92,86,21,15,2330,96,1278,169,163,43,10,1770,159,573,68,167,18,12,999,504,648,104,235,100,7,1601,2908,721,108,616,103,15,4474,10646,753,128,1587,261,45,13429,7372,133,26,844,144,26,8542,4694,16,8,347,38,6,5107,1496,5,0,121,9,5,1636,239,3,6,28,5,3,282,55,0,0,9,0,0,72,74,0,0,13,8,0,95,515,413,55,286,89,94,1452,28845,7167,805,4548,858,243,42469
117,37,12,3249,4057,5,11,1003,85,11,5171,868,443,95,586,142,110,2244,49440,8630,1531,10166,1229,354,71353,58,275,35,17,5,0,397,9,696,58,17,8,9,791,89,3471,232,110,27,20,3950,197,1004,431,214,49,6,1902,227,425,143,255,49,8,1111,831,416,188,455,165,6,2061,3019,277,209,788,151,9,4447,8667,287,293,1228,194,21,10686,13255,131,112,1498,197,17,15209,13627,54,54,1254,160,18,15180,10808,50,30,1015,141,9,12053,6018,20,13,639,87,9,6783,3063,8,6,406,45,0,3531,4941,9,4,784,57,0,5797,994,460,80,622,170,159,2483,65812,7564,1906,9296,1497,298,86372
118,34,9,2244,3983,8,0,1035,49,10,5082,589,214,49,371,77,47,1332,32003,3562,504,7296,670,196,44238,19,114,13,20,8,0,172,11,218,20,11,6,0,264,35,1536,99,71,14,3,1759,93,429,163,116,21,0,823,90,201,72,118,19,4,498,248,177,61,197,39,8,724,986,121,68,347,93,6,1623,3401,108,49,534,145,14,4256,6279,46,35,897,64,7,7327,7234,30,8,912,58,12,8249,5519,6,12,725,35,7,6306,3521,3,0,592,18,7,4139,2273,0,0,372,11,0,2667,5709,3,0,1035,43,3,6791,597,214,35,411,73,98,1427,36015,3210,633,6353,645,177,47025
119,4,0,318,302,7,0,75,6,0,398,717,583,117,675,148,106,2339,42634,9739,1170,8703,1413,369,64024,57,222,40,38,12,3,369,13,549,63,26,7,9,661,132,3317,312,199,52,22,4041,234,1487,502,365,73,11,2670,289,692,198,373,58,7,1620,1016,773,279,448,141,5,2667,4770,502,245,927,208,17,6657,14993,405,268,2097,392,51,18203,14664,259,111,1974,385,34,17429,8417,85,43,1035,199,11,9790,3965,8,19,518,69,7,4591,1526,8,4,240,35,0,1814,580,6,0,80,8,0,676,561,0,5,105,12,5,681,997,522,101,807,236,207,2878,52219,8833,2188,9226,1895,394,74761
120,7,0,1263,1349,0,0,248,15,0,1616,504,165,89,383,82,64,1281,31544,2755,628,5833,719,211,41700,24,83,14,14,3,0,138,13,136,20,6,10,0,186,99,1140,151,112,114,4,1629,156,325,260,213,50,4,1009,220,166,85,198,52,0,721,576,161,86,275,94,4,1204,1927,102,74,413,87,6,2600,7664,91,107,883,124,15,8887,10336,52,51,1054,134,17,11641,7190,31,16,718,84,8,8047,4452,10,13,481,41,0,4994,2442,5,0,309,22,3,2789,1384,0,0,138,6,3,1539,1989,0,0,297,14,3,2312,625,135,42,432,144,102,1473,39098,2440,920,5538,990,185,49168
121,15,10,2202,3923,0,0,771,51,6,4754,608,90,98,405,86,59,1345,36617,1596,650,7195,617,174,46852,46,31,20,29,3,0,128,3,36,41,22,0,0,103,47,252,147,87,16,4,556,64,343,309,133,15,11,866,75,109,97,167,17,3,470,264,113,112,242,70,8,801,1011,79,74,433,55,4,1650,6653,87,101,854,84,19,7801,10578,46,51,1188,104,13,11982,8699,18,16,995,71,13,9811,5283,9,0,683,38,13,6024,3599,0,0,415,44,0,4064,2297,3,4,292,11,0,2603,5260,0,3,763,43,8,6074,706,102,65,469,122,88,1549,44574,1224,1031,6776,684,186,54476
122,5,0,1323,2154,0,0,437,18,3,2612,268,71,41,206,40,33,651,15946,1066,475,4474,367,116,22440,15,30,13,20,0,0,85,4,25,50,11,0,3,88,13,148,123,38,30,14,363,23,297,146,52,22,7,556,21,108,87,92,21,5,333,68,86,75,137,23,3,404,242,45,57,237,46,7,639,1168,52,29,482,73,15,1827,3220,23,18,743,52,13,4064,3785,13,8,804,47,11,4661,2894,8,4,525,25,10,3458,1883,8,7,411,15,3,2324,1398,0,0,274,19,0,1694,3607,6,0,657,30,14,4317,310,64,37,273,60,51,805,18650,918,667,4758,463,160,25613
123,0,0,29,26,0,0,5,0,0,34,191,279,18,162,44,40,741,13042,5387,348,2761,412,144,22092,17,100,5,25,10,0,158,0,217,12,13,5,5,246,21,1455,82,65,28,16,1661,68,933,173,108,27,10,1319,83,444,51,132,25,5,741,339,509,112,193,68,4,1228,1975,421,102,469,44,4,3011,7326,557,84,980,125,20,9088,5154,80,17,579,66,3,5901,2014,10,7,168,16,0,2214,359,7,0,53,10,0,434,120,4,0,22,3,0,148,31,6,0,8,0,0,45,52,0,0,17,3,0,81,351,292,52,241,83,63,1079,17907,5022,702,3069,515,128,27351
124,0,0,30,23,3,0,20,8,0,55,296,213,48,217,55,36,868,18722,3695,644,4269,546,151,28035,14,81,16,27,6,0,151,4,175,31,22,0,0,231,42,885,91,96,21,6,1144,119,656,411,172,39,14,1411,195,237,144,186,14,3,783,896,266,209,345,150,7,1881,3225,265,246,744,74,14,4571,10520,295,173,1435,119,25,12572,6164,82,22,717,53,10,7051,2266,13,7,200,19,5,2500,568,4,3,52,7,0,634,182,9,0,25,3,0,216,59,0,0,24,0,0,86,78,0,0,28,9,0,119,437,193,70,280,103,87,1171,24766,3165,1429,4360,617,168,34511
125,5,0,185,134,3,0,48,10,0,189,664,485,129,460,120,90,1953,37965,8840,1268,7337,1491,334,57239,47,262,29,24,12,0,378,17,626,76,13,9,0,741,138,3086,255,163,73,19,3735,232,1364,469,303,81,17,2472,306,575,204,331,66,5,1482,979,619,284,341,295,19,2532,4512,444,288,798,214,26,6288,16634,445,292,2033,437,55,19881,16906,241,82,1851,427,43,19541,7096,61,23,799,194,19,8193,2540,6,7,288,76,7,2914,927,5,8,116,30,5,1083,319,0,0,57,4,0,385,267,0,0,73,19,4,362,987,478,105,682,236,223,2714,51904,8201,2110,7866,2174,442,72698
126,0,0,400,376,0,0,104,11,0,497,232,104,60,216,41,41,695,15174,1788,432,3042,372,105,20916,13,33,14,16,4,0,72,0,42,21,4,0,0,68,41,245,89,50,16,0,445,82,341,233,136,19,10,810,82,121,88,126,24,0,434,245,153,115,158,66,0,737,1515,101,81,302,50,6,2051,5566,86,98,636,92,15,6492,5937,54,46,638,62,6,6739,4367,13,20,393,28,0,4824,1935,5,8,240,21,8,2217,924,0,4,126,9,0,1064,507,3,0,72,6,4,583,697,0,3,123,5,0,834,339,92,55,261,65,65,874,22244,1277,880,3272,462,125,28256
127,0,0,46,61,0,0,14,6,0,84,411,402,58,317,122,70,1386,22185,7866,749,4745,1684,295,37522,33,187,28,27,17,3,287,9,408,28,6,5,6,465,55,2108,196,100,40,18,2528,164,1349,326,177,78,10,2109,236,653,130,229,59,4,1313,1093,731,267,378,472,13,2959,4125,567,260,797,341,40,6123,9240,565,218,1637,575,52,12295,9766,309,98,1306,419,43,11937,5085,30,18,486,160,9,5790,1371,11,7,140,35,4,1561,312,12,5,50,19,3,399,86,0,0,23,5,0,106,104,5,0,24,11,0,144,612,417,79,532,203,159,2006,32299,7333,1668,5920,2454,358,50028
128,0,0,246,263,0,0,52,5,0,320,175,107,70,135,27,16,521,11126,1695,345,2212,365,74,15809,15,51,3,12,0,0,86,0,94,7,3,3,0,106,4,684,56,36,6,0,789,19,212,115,52,11,6,402,19,84,49,68,8,3,238,74,97,54,108,99,3,436,424,86,74,212,56,0,846,2784,53,63,449,57,3,3414,3717,30,14,495,25,0,4291,2730,23,9,348,18,10,3133,1643,13,4,203,8,4,1873,974,3,5,139,4,0,1138,536,0,0,60,0,0,592,658,0,0,97,4,0,760,172,90,28,168,50,33,555,13774,1529,481,2445,364,70,18665
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
