SA4_CODE_2021,C21_SH_Tot_NPFH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPFH_2,C21_SDRTHT_0b_s_a_b_NPFH_3,C21_SDRTHT_0b_s_a_b_NPFH_4,C21_SDRTHT_0b_s_a_b_NPFH_5,C21_SDRTHT_0b_s_a_b_NPFH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPFH_2,C21_SDRTHT_1b_NPFH_3,C21_SDRTHT_1b_NPFH_4,C21_SDRTHT_1b_NPFH_5,C21_SDRTHT_1b_NPFH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPFH_2,C21_SDRTHT_2b_NPFH_3,C21_SDRTHT_2b_NPFH_4,C21_SDRTHT_2b_NPFH_5,C21_SDRTHT_2b_NPFH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPFH_2,C21_SDRTHT_3b_NPFH_3,C21_SDRTHT_3b_NPFH_4,C21_SDRTHT_3b_NPFH_5,C21_SDRTHT_3b_NPFH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPFH_2,C21_SDRTHT_4mb_NPFH_3,C21_SDRTHT_4mb_NPFH_4,C21_SDRTHT_4mb_NPFH_5,C21_SDRTHT_4mb_NPFH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPFH_2,C21_SDRTHT_NB_NS_NPFH_3,C21_SDRTHT_NB_NS_NPFH_4,C21_SDRTHT_NB_NS_NPFH_5,C21_SDRTHT_NB_NS_NPFH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPFH_2,C21_SDRTHT_Tot_NPFH_3,C21_SDRTHT_Tot_NPFH_4,C21_SDRTHT_Tot_NPFH_5,C21_SDRTHT_Tot_NPFH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPFH_2,C21_F_a_0b_s_a_b_NPFH_3,C21_F_a_0b_s_a_b_NPFH_4,C21_F_a_0b_s_a_b_NPFH_5,C21_F_a_0b_s_a_b_NPFH_6_mor,C21_F_a_0b_s_a_b_Total,C21_F_a_1b_NPFH_2,C21_F_a_1b_NPFH_3,C21_F_a_1b_NPFH_4,C21_F_a_1b_NPFH_5,C21_F_a_1b_NPFH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPFH_2,C21_F_a_2b_NPFH_3,C21_F_a_2b_NPFH_4,C21_F_a_2b_NPFH_5,C21_F_a_2b_NPFH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPFH_2,C21_F_a_3b_NPFH_3,C21_F_a_3b_NPFH_4,C21_F_a_3b_NPFH_5,C21_F_a_3b_NPFH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPFH_2,C21_F_a_4mb_NPFH_3,C21_F_a_4mb_NPFH_4,C21_F_a_4mb_NPFH_5,C21_F_a_4mb_NPFH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPFH_2,C21_F_a_NB_NS_NPFH_3,C21_F_a_NB_NS_NPFH_4,C21_F_a_NB_NS_NPFH_5,C21_F_a_NB_NS_NPFH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPFH_2,C21_F_a_Tot_NPFH_3,C21_F_a_Tot_NPFH_4,C21_F_a_Tot_NPFH_5,C21_F_a_Tot_NPFH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPFH_2,C21_OD_0b_s_a_b_NPFH_3,C21_OD_0b_s_a_b_NPFH_4,C21_OD_0b_s_a_b_NPFH_5,C21_OD_0b_s_a_b_NPFH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPFH_2,C21_OD_1b_NPFH_3,C21_OD_1b_NPFH_4,C21_OD_1b_NPFH_5,C21_OD_1b_NPFH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPFH_2,C21_OD_2b_NPFH_3,C21_OD_2b_NPFH_4,C21_OD_2b_NPFH_5,C21_OD_2b_NPFH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPFH_2,C21_OD_3b_NPFH_3,C21_OD_3b_NPFH_4,C21_OD_3b_NPFH_5,C21_OD_3b_NPFH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPFH_2,C21_OD_4mb_NPFH_3,C21_OD_4mb_NPFH_4,C21_OD_4mb_NPFH_5,C21_OD_4mb_NPFH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPFH_2,C21_OD_NB_NS_NPFH_3,C21_OD_NB_NS_NPFH_4,C21_OD_NB_NS_NPFH_5,C21_OD_NB_NS_NPFH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPFH_2,C21_OD_Tot_NPFH_3,C21_OD_Tot_NPFH_4,C21_OD_Tot_NPFH_5,C21_OD_Tot_NPFH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPFH_2,C21_DS_NS_NPFH_3,C21_DS_NS_NPFH_4,C21_DS_NS_NPFH_5,C21_DS_NS_NPFH_6_mor,C21_DS_NS_Tot,C21_Tot_NPFH_2,C21_Tot_NPFH_3,C21_Tot_NPFH_4,C21_Tot_NPFH_5,C21_Tot_NPFH_6_mor,C21_Tot_Tot
111,3230,88778,8,3,0,0,0,11,193,19,3,0,0,215,2759,480,166,31,4,3454,2394,1098,650,183,77,4412,222,168,179,103,40,713,47,20,10,0,0,80,5631,1792,1006,324,127,8880,21,0,3,0,0,23,578,35,9,0,0,617,2127,464,134,26,10,2759,805,251,167,29,15,1263,71,32,36,19,8,174,41,7,0,6,4,53,3644,787,340,86,33,4888,7,0,0,0,0,13,41,3,0,0,0,45,69,9,6,0,0,92,30,17,5,3,0,55,13,3,8,8,0,34,4,0,0,0,0,4,166,35,30,11,0,241,67,14,12,6,3,104,47986,21824,21371,8315,3396,102887
112,2509,54066,6,0,0,0,0,7,123,9,0,0,0,132,1857,445,153,17,7,2480,2380,1044,711,197,49,4381,186,98,135,64,29,504,42,17,9,8,4,75,4591,1610,1019,283,78,7578,16,0,0,0,0,21,179,12,0,0,0,196,1383,327,115,16,5,1846,627,221,141,35,8,1034,47,29,30,12,10,131,24,9,12,0,0,46,2272,601,300,70,31,3267,54,7,0,0,0,65,181,8,0,0,0,193,219,20,10,0,0,257,59,18,14,0,0,88,19,4,3,12,10,45,15,0,0,0,0,18,540,67,34,13,11,667,76,30,24,4,0,139,32966,13100,11902,5131,2624,65722
113,2018,38551,0,0,0,0,0,0,29,0,0,0,0,25,374,63,40,8,0,483,181,66,44,17,4,306,24,13,11,9,8,68,8,3,0,0,0,17,605,146,92,38,16,898,0,0,0,0,0,0,63,22,0,0,0,91,522,238,121,32,14,928,137,71,35,11,3,261,18,9,10,4,9,50,16,10,0,0,0,23,761,347,174,48,30,1356,3,0,0,0,0,3,14,0,4,0,0,20,24,3,0,0,0,34,33,12,14,0,0,57,13,5,11,8,5,48,4,0,0,0,0,7,88,29,32,12,5,164,56,22,19,14,8,128,19446,8060,7532,3988,2076,41094
114,1537,40788,0,0,0,0,0,0,45,5,0,0,0,53,785,111,41,11,0,937,603,144,85,22,15,863,65,30,25,15,14,135,11,3,0,0,0,22,1509,285,149,46,25,2013,0,0,0,0,0,0,28,4,3,0,0,41,143,44,26,6,0,219,106,32,19,5,0,163,34,5,17,6,9,67,7,0,0,0,0,9,314,92,62,25,8,495,4,0,0,0,0,4,52,0,0,0,0,52,183,20,4,0,0,204,44,11,6,0,0,57,12,9,6,8,7,42,10,0,0,0,0,5,306,39,16,10,7,378,65,17,7,3,4,96,23762,7882,7287,3265,1576,43771
115,4238,61408,0,0,0,0,0,0,25,0,0,0,0,31,436,111,88,13,3,655,1047,905,978,187,38,3160,263,318,439,160,81,1264,14,6,6,3,0,22,1791,1341,1518,361,125,5139,5,0,0,0,0,5,284,40,13,0,0,332,1358,565,354,50,5,2333,500,330,264,60,20,1174,25,28,36,17,17,119,20,11,7,0,0,28,2182,966,668,128,47,3993,8,0,0,0,0,14,15,0,0,0,0,19,11,3,3,0,0,14,8,4,3,0,0,20,4,5,0,3,3,17,0,0,0,0,0,0,46,12,13,5,3,76,47,19,21,10,6,105,22125,15462,20127,8593,4410,70724
116,7037,83253,4,0,0,0,0,6,100,10,3,0,0,110,799,350,237,47,10,1434,1730,1865,1876,692,336,6502,419,676,957,503,365,2927,49,34,21,26,6,136,3101,2931,3094,1267,723,11109,9,3,0,0,0,15,229,52,13,0,0,299,1740,1207,719,162,31,3859,232,285,305,101,37,964,21,41,54,25,31,170,33,16,8,8,7,68,2269,1611,1101,290,108,5369,0,0,0,0,0,0,0,0,0,0,0,5,13,4,3,0,0,22,6,4,9,6,0,24,4,12,10,6,0,25,0,0,0,0,0,0,23,18,21,7,0,69,50,43,26,24,10,152,28247,24446,27663,11736,7874,99966
117,622,11076,27,5,0,0,0,34,616,36,16,0,0,671,3965,1172,485,71,10,5705,3097,2074,1897,341,76,7479,722,674,1039,448,189,3058,63,19,15,4,0,105,8494,3976,3450,865,274,17060,663,26,10,0,4,697,10446,745,124,15,7,11338,17406,6177,2660,616,198,27061,2865,1949,1681,439,244,7178,131,95,142,64,47,485,233,77,39,11,3,371,31747,9074,4655,1153,501,47130,13,0,0,0,0,13,90,7,4,0,0,99,133,54,30,3,3,222,53,39,37,12,13,150,6,8,5,4,3,28,0,0,0,0,0,3,294,117,72,18,21,522,120,35,26,5,5,185,44577,15728,11106,3148,1417,75973
118,989,19423,4,0,0,0,0,5,144,13,8,0,0,164,1573,580,359,46,5,2577,2474,1768,2048,408,72,6769,936,874,1734,764,193,4510,42,24,19,7,4,84,5173,3257,4165,1229,271,14105,182,3,6,0,0,188,3536,201,32,3,0,3771,12051,4499,1806,208,27,18598,2960,1759,1623,328,89,6755,203,141,215,120,33,711,166,36,14,7,3,221,19099,6635,3683,670,151,30241,5,0,0,0,0,3,106,8,0,0,0,115,138,65,17,5,0,221,51,38,34,6,3,139,4,6,13,5,4,34,0,0,0,0,0,0,307,118,68,18,11,518,42,20,10,0,3,74,30741,13884,13626,4684,1427,64362
119,8780,84063,8,0,4,3,0,17,223,10,3,0,5,245,2017,901,579,160,50,3716,3409,2604,2681,1020,498,10209,1294,1389,1959,1220,919,6789,102,42,41,21,18,231,7051,4959,5269,2426,1493,21201,53,7,8,0,0,75,2697,393,120,16,7,3236,13816,9082,5752,1679,507,30833,1847,1940,1821,893,464,6958,119,117,180,123,138,677,249,150,78,47,18,547,18786,11697,7952,2758,1130,42324,0,0,0,0,0,0,38,8,4,0,0,52,137,102,46,11,4,307,39,42,47,21,13,166,15,10,7,4,6,50,0,0,3,0,0,12,235,168,110,37,28,584,83,47,38,21,13,201,51904,34762,33787,16477,11456,148377
120,1674,32215,10,0,0,0,0,15,246,12,4,0,6,276,2340,980,528,51,16,3918,2356,1733,1820,353,82,6350,688,614,946,432,178,2855,25,19,17,0,0,59,5670,3362,3320,843,276,13469,121,8,0,0,0,136,3329,419,95,11,0,3854,11713,5866,3074,550,109,21307,2473,1744,1495,469,145,6326,126,126,133,70,35,493,141,73,32,14,7,274,17904,8232,4839,1121,299,32390,6,0,0,0,0,6,61,8,0,0,0,66,165,66,35,13,0,269,61,39,41,17,0,163,12,6,14,0,4,38,4,3,0,0,0,11,306,127,85,33,9,563,66,17,17,7,4,111,34921,18825,17105,5638,2265,78753
121,2870,63862,7,0,0,0,0,7,112,7,0,0,0,119,1015,423,250,22,6,1714,2203,1400,1396,249,44,5289,440,353,533,179,57,1568,12,5,7,0,6,31,3790,2186,2185,453,109,8725,197,8,0,0,0,209,4861,557,106,16,0,5546,14285,7153,3425,457,85,25410,4405,2613,2509,482,140,10149,184,139,172,77,22,595,157,56,43,12,3,264,24095,10529,6261,1037,250,42181,0,0,0,0,0,4,40,7,3,0,0,51,77,29,7,9,0,123,24,15,25,0,0,63,3,3,9,0,4,15,5,0,0,0,0,5,145,54,38,12,5,254,56,27,13,4,0,102,48386,26165,27778,9550,3240,115116
122,2375,46587,10,0,0,0,0,13,146,6,3,0,0,152,820,200,101,12,3,1140,1296,672,819,148,22,2960,250,181,324,159,52,964,20,7,0,0,0,22,2542,1061,1251,324,82,5252,79,3,0,0,0,76,2109,206,53,4,0,2380,6853,3063,1403,185,36,11545,1756,886,785,152,38,3619,111,73,137,79,36,431,81,37,19,0,0,137,10988,4261,2397,421,111,18181,0,0,0,0,0,0,29,3,3,0,0,36,70,24,16,0,0,106,17,17,15,0,3,52,0,4,9,5,0,16,5,0,0,0,0,4,120,50,42,7,4,217,47,22,12,10,4,99,28119,14472,18123,7052,2576,70330
123,5346,67829,3,0,0,0,0,3,64,6,0,0,0,74,1123,442,239,60,16,1878,1415,950,726,244,135,3471,148,193,268,161,133,899,43,16,5,9,5,82,2798,1610,1239,477,285,6403,3,0,0,0,0,9,71,9,4,0,0,84,860,311,122,18,4,1314,226,128,96,52,16,516,26,15,26,25,21,113,10,4,3,0,0,18,1196,467,250,94,40,2053,3,0,0,0,0,3,9,0,0,0,0,9,10,3,0,0,0,22,8,0,0,0,0,11,0,0,0,0,4,7,0,0,0,0,0,0,35,6,0,0,4,50,34,12,5,4,3,66,25770,17351,18512,9094,5672,76388
124,4541,75954,5,4,0,0,0,7,61,0,4,0,0,65,759,210,60,16,4,1051,2090,1273,897,267,124,4648,282,335,343,182,143,1283,28,17,21,8,9,75,3227,1837,1319,473,276,7128,11,0,0,0,0,8,180,17,3,0,0,204,1666,514,203,26,12,2418,200,154,109,35,9,510,28,22,24,17,17,118,23,7,3,3,0,38,2109,716,345,87,36,3297,0,0,0,0,0,0,5,0,0,0,0,5,42,3,5,0,0,48,14,4,8,0,0,26,8,0,3,3,3,20,0,0,0,0,0,0,69,13,9,4,4,97,42,18,10,7,6,85,34341,19499,19149,8710,4859,86557
125,7318,61943,11,0,0,0,0,9,236,29,10,0,0,283,1538,833,561,127,30,3087,2461,2491,2661,1004,458,9068,752,866,1244,676,637,4177,73,54,47,24,14,210,5063,4272,4523,1837,1137,16836,85,12,6,5,0,106,2876,602,147,27,4,3658,11780,8929,5545,1162,345,27757,1694,1694,1842,748,463,6440,104,113,138,81,122,548,232,133,95,40,14,517,16775,11483,7769,2061,943,39032,6,0,0,3,0,7,10,0,0,0,0,11,52,48,42,4,0,137,6,22,24,9,11,79,7,4,3,8,8,22,3,0,0,0,0,3,79,79,66,24,21,266,105,64,43,15,17,249,39994,29059,27655,12187,9432,118322
126,1773,29583,4,0,0,0,0,5,92,7,0,0,0,101,1076,461,238,40,4,1820,1295,975,1025,226,73,3595,250,290,447,177,81,1239,16,15,14,3,0,55,2737,1751,1727,438,161,6810,34,0,0,0,0,35,2758,416,83,8,0,3268,5775,3314,1727,286,37,11152,658,723,673,189,41,2283,38,29,45,24,15,157,88,39,16,0,0,152,9351,4528,2550,513,100,17042,0,0,0,0,0,0,12,5,0,0,0,11,9,3,7,0,0,26,10,12,11,0,0,33,5,0,0,0,0,5,0,0,0,0,0,0,42,14,16,0,0,75,25,15,12,0,0,52,21696,12650,12708,4468,2033,53564
127,11301,90988,11,0,0,0,0,10,109,17,0,0,0,129,983,508,280,97,31,1900,1951,1765,1853,869,442,6871,383,451,639,406,392,2277,48,37,34,27,14,151,3485,2774,2808,1394,870,11337,26,3,0,0,0,30,492,93,24,5,0,619,3879,2409,1445,398,102,8230,511,545,607,324,175,2170,52,68,87,85,95,385,93,46,25,11,8,185,5057,3158,2197,824,382,11621,0,0,0,0,0,0,9,4,0,0,0,7,26,4,4,0,0,42,9,5,4,3,0,20,5,4,0,4,6,22,0,0,0,0,0,0,51,15,9,9,8,92,98,65,65,32,31,289,31911,25455,28495,15872,12595,114328
128,2056,43851,0,0,0,0,0,0,82,7,6,0,0,92,866,282,100,11,0,1262,2266,1394,1194,239,41,5133,362,289,396,213,70,1320,15,7,3,0,0,35,3593,1980,1693,469,119,7845,15,3,0,0,0,14,723,52,9,0,0,788,5054,1824,660,92,15,7635,1209,585,384,104,23,2316,39,19,35,17,10,113,50,12,7,3,0,71,7091,2496,1095,218,51,10943,5,0,0,0,0,5,13,0,0,0,0,15,49,12,7,0,0,67,13,6,10,0,0,25,9,0,3,5,0,13,0,0,0,0,0,0,81,23,16,5,0,132,30,9,7,4,4,53,25637,13086,15475,6402,2227,62825
