SA4_CODE_2021,C16_F_65_69_Tot_LF,C16_F_65_69_Not_LF,C16_F_65_69_LF_NS,C16_F_65_69_Tot,C16_F_70_74_Em_FT,C16_F_70_74_Em_PT,C16_F_70_74_Em_AFW,C16_F_70_74_Em_Hrs_NS,C16_F_70_74_Em_Tot,C16_F_70_74_Unem_Look_FT,C16_F_70_74_Unem_Look_PT,C16_F_70_74_Unem_Tot,C16_F_70_74_Tot_LF,C16_F_70_74_Not_LF,C16_F_70_74_LF_NS,C16_F_70_74_Tot,C16_F_75over_Em_FT,C16_F_75over_Em_PT,C16_F_75over_Emp_A_fr_wo,C16_F_75over_Em_Hou_wor_ns,C16_F_75over_Em_Tot,C16_F_75over_Unem_Lo_ft_wor,C16_F_75over_Unem_Lo_pt_wor,C16_F_75over_Unem_Tot,C16_F_75over_Tot_LF,C16_F_75over_N_lab_forc,C16_F_75over_LF_NS,C16_F_75over_Tot,C16_F_Tot_Em_FT,C16_F_Tot_Em_PT,C16_F_Tot_Em_AFW,C16_F_Tot_Em_Hrs_NS,C16_F_Tot_Em_Tot,C16_F_Tot_Unem_Look_FT,C16_F_Tot_Unem_Look_PT,C16_F_Tot_Unem_Tot,C16_F_Tot_Tot_labo_for,C16_F_Tot_Not_LF,C16_F_Tot_LF_NS,C16_F_Tot_Tot,C21_F_15_19_Em_FT,C21_F_15_19_Em_PT,C21_F_15_19_Em_AFW,C21_F_15_19_Em_Hrs_NS,C21_F_15_19_Em_Tot,C21_F_15_19_Unem_Look_FT,C21_F_15_19_Unem_Look_PT,C21_F_15_19_Unem_Tot,C21_F_15_19_Tot_LF,C21_F_15_19_Not_LF,C21_F_15_19_LF_NS,C21_F_15_19_Tot,C21_F_20_24_Em_FT,C21_F_20_24_Em_PT,C21_F_20_24_Em_AFW,C21_F_20_24_Em_Hrs_NS,C21_F_20_24_Em_Tot,C21_F_20_24_Unem_Look_FT,C21_F_20_24_Unem_Look_PT,C21_F_20_24_Unem_Tot,C21_F_20_24_Tot_LF,C21_F_20_24_Not_LF,C21_F_20_24_LF_NS,C21_F_20_24_Tot,C21_F_25_29_Em_FT,C21_F_25_29_Em_PT,C21_F_25_29_Em_AFW,C21_F_25_29_Em_Hrs_NS,C21_F_25_29_Em_Tot,C21_F_25_29_Unem_Look_FT,C21_F_25_29_Unem_Look_PT,C21_F_25_29_Unem_Tot,C21_F_25_29_Tot_LF,C21_F_25_29_Not_LF,C21_F_25_29_LF_NS,C21_F_25_29_Tot,C21_F_30_34_Em_FT,C21_F_30_34_Em_PT,C21_F_30_34_Em_AFW,C21_F_30_34_Em_Hrs_NS,C21_F_30_34_Em_Tot,C21_F_30_34_Unem_Look_FT,C21_F_30_34_Unem_Look_PT,C21_F_30_34_Unem_Tot,C21_F_30_34_Tot_LF,C21_F_30_34_Not_LF,C21_F_30_34_LF_NS,C21_F_30_34_Tot,C21_F_35_39_Em_FT,C21_F_35_39_Em_PT,C21_F_35_39_Em_AFW,C21_F_35_39_Em_Hrs_NS,C21_F_35_39_Em_Tot,C21_F_35_39_Unem_Look_FT,C21_F_35_39_Unem_Look_PT,C21_F_35_39_Unem_Tot,C21_F_35_39_Tot_LF,C21_F_35_39_Not_LF,C21_F_35_39_LF_NS,C21_F_35_39_Tot,C21_F_40_44_Em_FT,C21_F_40_44_Em_PT,C21_F_40_44_Em_AFW,C21_F_40_44_Em_Hrs_NS,C21_F_40_44_Em_Tot,C21_F_40_44_Unem_Look_FT,C21_F_40_44_Unem_Look_PT,C21_F_40_44_Unem_Tot,C21_F_40_44_Tot_LF,C21_F_40_44_Not_LF,C21_F_40_44_LF_NS,C21_F_40_44_Tot,C21_F_45_49_Em_FT,C21_F_45_49_Em_PT,C21_F_45_49_Em_AFW,C21_F_45_49_Em_Hrs_NS,C21_F_45_49_Em_Tot,C21_F_45_49_Unem_Look_FT,C21_F_45_49_Unem_Look_PT,C21_F_45_49_Unem_Tot,C21_F_45_49_Tot_LF,C21_F_45_49_Not_LF,C21_F_45_49_LF_NS,C21_F_45_49_Tot,C21_F_50_54_Em_FT,C21_F_50_54_Em_PT,C21_F_50_54_Em_AFW,C21_F_50_54_Em_Hrs_NS,C21_F_50_54_Em_Tot,C21_F_50_54_Unem_Look_FT,C21_F_50_54_Unem_Look_PT,C21_F_50_54_Unem_Tot,C21_F_50_54_Tot_LF,C21_F_50_54_Not_LF,C21_F_50_54_LF_NS,C21_F_50_54_Tot,C21_F_55_59_Em_FT,C21_F_55_59_Em_PT,C21_F_55_59_Em_AFW,C21_F_55_59_Em_Hrs_NS,C21_F_55_59_Em_Tot,C21_F_55_59_Unem_Look_FT,C21_F_55_59_Unem_Look_PT,C21_F_55_59_Unem_Tot,C21_F_55_59_Tot_LF,C21_F_55_59_Not_LF,C21_F_55_59_LF_NS,C21_F_55_59_Tot,C21_F_60_64_Em_FT,C21_F_60_64_Em_PT,C21_F_60_64_Em_AFW,C21_F_60_64_Em_Hrs_NS,C21_F_60_64_Em_Tot,C21_F_60_64_Unem_Look_FT,C21_F_60_64_Unem_Look_PT,C21_F_60_64_Unem_Tot,C21_F_60_64_Tot_LF,C21_F_60_64_Not_LF,C21_F_60_64_LF_NS,C21_F_60_64_Tot,C21_F_65_69_Em_FT,C21_F_65_69_Em_PT,C21_F_65_69_Em_AFW,C21_F_65_69_Em_Hrs_NS,C21_F_65_69_Em_Tot,C21_F_65_69_Unem_Look_FT,C21_F_65_69_Unem_Look_PT,C21_F_65_69_Unem_Tot,C21_F_65_69_Tot_LF,C21_F_65_69_Not_LF,C21_F_65_69_LF_NS,C21_F_65_69_Tot,C21_F_70_74_Em_FT,C21_F_70_74_Em_PT,C21_F_70_74_Em_AFW,C21_F_70_74_Em_Hrs_NS,C21_F_70_74_Em_Tot,C21_F_70_74_Unem_Look_FT,C21_F_70_74_Unem_Look_PT,C21_F_70_74_Unem_Tot,C21_F_70_74_Tot_LF,C21_F_70_74_Not_LF,C21_F_70_74_LF_NS,C21_F_70_74_Tot,C21_F_75over_Em_FT,C21_F_75over_Em_PT,C21_F_75over_Emp_Aw_fr_w,C21_F_75over_Emp_Hou_w_ns,C21_F_75over_Em_Tot,C21_F_75over_Unem_Lo_ft_wor,C21_F_75over_Unem_Lo_pt_wor,C21_F_75over_Unemp_Tot,C21_F_75over_Tot_lab_for,C21_F_75over_N_lab_forc,C21_F_75over_LF_NS,C21_F_75over_yr_Tot,C21_F_Tot_Em_FT,C21_F_Tot_Em_PT,C21_F_Tot_Em_AFW,C21_F_Tot_Em_Hrs_NS
111,1565,8372,532,10470,79,324,24,23,447,0,5,11,452,7469,521,8436,31,124,8,33,196,3,9,9,205,15095,2625,17929,34501,39228,3611,1127,78470,2271,3031,5303,83770,60470,8148,152393,690,4767,715,92,6266,166,686,854,7123,3420,479,11018,3651,5379,764,158,9953,239,338,575,10528,1904,584,13019,5680,3635,849,163,10326,189,176,370,10698,1761,551,13017,4706,4364,1116,123,10315,145,182,322,10639,2025,527,13188,4383,4833,838,103,10156,142,160,304,10457,1896,501,12855,4495,4463,395,74,9426,129,163,298,9726,1758,410,11892,5220,4159,367,89,9831,163,144,308,10142,1861,448,12447,4805,4111,442,69,9424,117,146,261,9681,2134,333,12154,3689,3929,475,55,8149,91,131,223,8373,3434,417,12221,2183,3059,453,61,5754,73,139,213,5962,6012,363,12339,650,1363,210,24,2252,16,58,68,2322,8558,442,11322,125,496,71,9,706,0,19,20,726,9266,516,10504,41,193,32,23,284,0,6,7,289,18190,2186,20664,40312,44763,6726,1041
112,1549,6111,637,8296,101,316,19,25,463,0,17,17,480,5394,543,6409,75,139,16,46,270,3,3,5,276,11731,1938,13942,18867,26004,1963,935,47773,1442,1823,3265,51037,43559,8751,103344,383,2922,289,97,3699,103,309,407,4100,2099,469,6668,1431,2169,235,85,3926,134,156,289,4217,904,459,5582,1879,2019,376,103,4376,112,105,222,4597,1082,558,6230,1915,2663,514,117,5210,96,126,219,5425,1305,606,7340,2127,2975,381,92,5579,92,115,206,5782,1452,619,7855,2459,3007,293,97,5861,82,121,195,6052,1307,590,7957,3009,3065,259,99,6427,102,133,238,6663,1396,625,8686,2960,2930,291,89,6277,79,135,211,6485,1644,528,8662,2627,3070,307,87,6093,94,124,224,6313,2460,596,9370,1815,2907,325,76,5123,84,143,228,5348,4277,576,10195,614,1493,176,33,2313,14,48,60,2369,6744,595,9716,145,558,52,26,787,0,14,13,804,6948,478,8232,66,233,36,44,377,0,4,5,387,13194,1752,15335,21426,30025,3534,1047
113,993,2907,324,4225,111,187,23,18,339,0,0,5,343,2711,317,3376,68,131,15,31,247,3,3,3,256,6098,1060,7414,15527,15056,1472,613,32670,912,871,1779,34447,23601,4981,63036,565,1883,130,62,2631,61,196,256,2886,1864,323,5079,1676,1486,173,87,3427,91,95,185,3609,977,336,4933,2089,1293,286,71,3737,100,80,172,3911,930,342,5179,1754,1665,311,62,3791,52,79,125,3921,974,319,5213,1827,1730,191,62,3804,64,69,128,3932,821,329,5082,1886,1449,93,35,3453,64,44,106,3564,668,297,4527,2118,1408,98,48,3674,47,50,94,3773,703,319,4789,2071,1464,124,39,3704,63,44,107,3809,873,276,4959,1728,1586,153,39,3505,30,37,68,3576,1165,287,5023,1293,1433,144,45,2916,29,44,73,2989,1952,349,5287,426,744,85,26,1282,7,17,24,1301,2905,297,4502,132,329,37,25,528,4,0,8,539,3217,296,4052,72,166,28,36,298,0,0,0,298,6822,866,7983,17623,16643,1864,636
114,1033,4792,429,6251,60,237,18,9,327,0,6,10,332,4370,360,5065,34,100,6,35,170,6,0,5,176,7672,1175,9020,11156,14556,1226,503,27447,706,845,1550,28997,29665,4582,63240,272,1533,229,65,2102,47,152,200,2304,1530,241,4072,1019,1135,172,60,2381,72,85,151,2539,542,211,3294,1334,1044,262,53,2692,42,49,92,2783,671,224,3681,1185,1462,334,55,3040,62,55,117,3159,789,243,4191,1230,1602,223,51,3109,45,65,110,3218,760,243,4218,1427,1535,141,37,3139,39,58,97,3240,695,230,4158,1767,1578,145,38,3525,53,47,101,3632,774,238,4636,1825,1676,167,52,3723,49,61,106,3829,1101,251,5176,1518,1833,220,52,3619,57,75,139,3757,1658,290,5701,994,1670,207,40,2902,37,88,124,3029,3171,286,6484,342,900,106,23,1372,9,17,35,1404,4849,294,6551,107,400,35,15,556,4,5,6,566,5521,290,6373,60,171,16,25,274,0,8,6,280,9519,1017,10817,13094,16536,2248,554
115,1636,4089,233,5959,139,333,25,20,520,0,8,8,519,3546,214,4286,39,115,10,8,178,0,6,9,184,6239,838,7260,27373,24557,1884,774,54586,931,1623,2560,57144,31762,3716,92625,316,2287,1015,32,3649,37,363,400,4046,4518,166,8733,2224,2453,927,73,5681,116,193,309,5983,1271,165,7423,2974,1157,484,67,4684,110,66,182,4861,769,232,5867,3035,1773,759,105,5668,104,91,201,5872,1273,230,7375,4257,2686,755,114,7814,138,131,265,8082,1754,289,10125,4635,2851,563,85,8130,145,125,270,8396,1688,257,10349,4583,2799,513,69,7964,115,112,231,8192,1568,240,10003,4012,2592,562,57,7225,109,93,202,7431,1736,205,9365,2968,2293,461,50,5776,90,89,178,5953,2119,223,8291,1776,1728,421,46,3967,52,66,113,4084,3353,158,7593,658,1053,242,25,1981,6,19,28,2002,4510,162,6684,175,461,86,16,736,5,15,19,752,4929,182,5867,57,189,31,10,289,0,6,10,292,8636,932,9870,31667,24311,6830,747
116,1129,5239,417,6782,78,132,11,10,236,3,5,3,240,3893,330,4460,14,36,8,9,66,0,5,3,72,6964,662,7697,38752,26730,2573,1473,69529,2849,3201,6050,75576,50832,6733,133141,416,2412,888,69,3787,185,562,747,4530,6680,588,11798,3192,3311,1288,185,7983,373,395,767,8747,3181,755,12680,5359,2645,998,229,9241,323,266,588,9824,3210,986,14015,6005,3332,1414,258,11005,382,294,670,11678,4283,1003,16969,7420,4061,1253,221,12952,406,315,720,13671,4079,1087,18838,6313,3322,746,132,10510,268,205,473,10978,3357,786,15120,5264,2582,669,130,8649,215,166,380,9032,2862,644,12538,4306,2254,675,98,7337,171,103,279,7614,3149,535,11295,3350,1782,620,80,5831,130,121,248,6084,3709,413,10197,1973,1370,511,49,3902,116,115,224,4121,4665,426,9217,678,633,189,23,1528,33,36,66,1600,5877,360,7841,130,203,82,15,433,0,7,7,437,5736,388,6563,14,49,19,7,95,4,0,4,98,8502,870,9468,44425,27957,9356,1496
117,1256,3215,467,4931,123,235,22,14,397,3,12,19,410,2801,377,3588,55,108,12,11,193,7,3,11,200,5699,1003,6897,50912,26890,2853,1358,82011,2009,3056,5065,87080,38287,14299,139668,94,1158,602,31,1888,23,257,275,2165,2742,280,5183,3803,3962,1717,180,9663,313,670,988,10649,4280,1104,16034,11828,4487,1592,287,18194,526,447,974,19169,3569,1585,24324,11541,4063,1629,257,17488,414,337,746,18233,3105,1425,22757,7768,3217,1282,135,12407,277,168,445,12849,2452,909,16208,5488,2360,539,76,8456,200,151,348,8807,1754,660,11224,4633,1951,410,45,7040,212,106,319,7359,1512,496,9362,3729,1610,373,31,5740,192,111,304,6046,1716,432,8189,2779,1421,310,35,4546,139,110,250,4795,2063,403,7261,1600,1216,249,44,3116,88,90,178,3290,2780,349,6415,640,770,139,19,1570,23,41,61,1637,3632,327,5595,187,366,57,14,628,3,18,17,643,3578,298,4521,46,163,32,13,250,3,6,11,261,6632,987,7878,54121,26750,8936,1165
118,1878,3550,523,5952,196,513,28,25,763,0,13,13,778,3464,439,4679,65,270,15,25,377,0,4,11,386,8708,1481,10574,39151,24712,2552,1025,67437,1248,2034,3282,70723,36427,10386,117536,87,1105,640,22,1860,19,201,228,2082,3731,238,6050,2353,2232,949,99,5637,129,262,397,6035,1888,454,8369,7609,2223,625,170,10625,209,165,371,11000,1370,793,13153,7211,2430,1013,162,10819,193,160,353,11168,1586,711,13472,5051,2489,903,120,8566,143,112,256,8819,1619,576,11019,4219,2571,461,73,7321,139,111,256,7579,1449,439,9454,4077,2350,383,72,6875,151,104,251,7127,1541,362,9022,3573,2195,368,54,6188,127,91,213,6401,1700,375,8474,2643,1884,340,47,4914,86,100,182,5092,1850,281,7224,1601,1666,283,33,3582,54,87,141,3718,2561,249,6526,651,1025,168,27,1877,14,34,54,1928,3464,235,5622,241,660,102,19,1025,8,14,22,1048,4303,320,5668,81,330,65,24,498,0,7,9,504,9402,1711,11625,39405,23160,6302,912
119,2099,9454,703,12255,161,399,32,24,619,0,7,10,629,8306,588,9515,51,168,22,29,266,4,8,12,276,20748,2161,23191,58319,47229,4026,2594,112169,3804,5420,9223,121390,101931,13517,236842,356,2629,1254,86,4325,123,569,698,5023,10267,845,16132,4583,5318,2177,315,12395,438,622,1058,13455,5618,1254,20323,8641,4559,1721,381,15297,497,402,907,16201,5550,1669,23416,7740,4576,2048,359,14727,417,351,774,15496,6915,1592,24007,6877,4844,1818,258,13789,337,310,651,14439,6623,1469,22524,6352,4489,1281,167,12293,275,316,590,12885,5682,1129,19690,6327,4258,1334,205,12123,311,264,572,12705,5627,1039,19367,5924,4005,1350,166,11446,290,249,538,11981,6007,993,18984,4756,3589,1262,119,9728,283,266,543,10272,6946,924,18138,2887,2650,1072,97,6702,203,263,465,7166,9033,768,16972,979,1295,449,47,2770,40,78,116,2890,10651,730,14270,221,467,157,21,866,6,14,22,883,10370,724,11969,48,175,72,17,308,4,0,10,314,21602,3265,25183,55682,42856,15989,2245
120,1695,4351,369,6421,143,341,18,11,520,0,17,23,538,3879,328,4744,60,137,6,19,217,0,6,15,226,9759,801,10785,41770,27334,2735,1087,72924,1879,2385,4262,77187,42904,8096,128185,119,1325,646,26,2117,29,253,281,2397,4043,212,6655,2645,3448,1169,128,7391,208,388,596,7992,2280,561,10827,6770,2943,875,190,10782,297,244,541,11320,1970,796,14085,6760,2907,1214,164,11041,239,201,445,11486,2372,745,14604,5429,2875,1100,129,9537,209,167,374,9914,2209,560,12686,4973,2648,563,85,8271,174,114,288,8561,1785,426,10767,5003,2572,482,74,8127,185,127,311,8434,1921,362,10722,4551,2360,517,68,7486,162,119,278,7770,1958,331,10060,3585,2260,482,64,6394,123,102,221,6618,2544,303,9463,2028,1761,403,36,4226,100,107,203,4430,3449,274,8150,833,1068,192,18,2109,23,48,69,2175,4762,252,7195,202,456,101,16,774,0,16,17,785,5194,277,6261,56,197,53,14,314,0,4,4,323,10599,1279,12201,42940,26824,7795,1020
121,3196,6584,478,10259,248,883,68,17,1214,7,23,25,1244,6269,430,7941,77,413,30,29,553,7,10,17,569,14850,1516,16939,55343,39906,3754,1205,100211,2077,2802,4875,105094,60224,8860,174176,165,2555,1165,34,3917,31,459,490,4407,7065,261,11740,3103,3784,1328,91,8315,168,275,444,8759,1864,306,10928,7320,2197,701,126,10345,204,125,328,10672,1177,439,12293,7993,2815,1267,153,12231,192,145,335,12568,2008,569,15144,8084,4218,1315,157,13770,306,213,516,14287,2903,578,17776,8049,4415,776,132,13371,263,192,453,13828,3042,450,17322,7760,4253,583,80,12685,240,206,448,13132,2947,419,16501,6847,3998,586,86,11523,259,185,442,11965,3058,392,15411,5039,3480,565,70,9156,187,177,365,9524,3524,323,13364,2980,2928,530,44,6473,96,150,244,6720,4874,304,11891,1180,1831,310,19,3337,34,73,107,3444,6940,322,10707,387,1044,167,24,1629,4,31,36,1666,8025,331,10019,99,563,75,31,763,3,8,10,775,17489,1510,19777,59017,38077,9374,1049
122,1932,4059,378,6365,144,536,36,17,736,3,9,6,748,4330,327,5403,48,219,9,28,305,3,7,9,315,9906,1381,11609,30350,29259,2366,866,62843,839,1442,2273,65118,34172,5889,105173,195,2209,1043,32,3483,28,304,333,3812,3810,189,7811,1901,2347,884,69,5195,97,130,226,5420,933,217,6568,3635,1409,472,80,5596,100,59,152,5747,678,306,6729,3719,1941,899,87,6644,78,67,142,6788,1000,328,8120,3469,2809,833,94,7214,98,95,191,7401,1340,320,9060,3932,3147,540,58,7674,95,70,169,7844,1342,280,9462,4722,3272,470,74,8543,110,104,215,8760,1481,315,10551,4231,3152,573,56,8004,117,90,211,8216,1587,279,10080,3121,2897,469,67,6553,92,113,203,6756,1866,214,8835,1692,2182,399,38,4303,54,73,126,4436,2926,243,7603,621,1285,253,13,2169,11,41,47,2223,4143,210,6570,174,608,116,15,910,0,10,14,923,4995,215,6131,56,298,57,26,439,0,4,4,439,11782,1221,13438,31470,27543,7000,705
123,1119,4604,341,6063,50,165,9,19,247,0,9,8,254,3421,313,3981,28,63,4,14,109,0,0,8,113,5514,965,6589,29504,23919,2336,1048,56816,2043,2217,4258,61077,38188,5896,105162,480,2311,856,69,3717,141,365,501,4212,4714,453,9383,2476,2393,1004,143,6010,254,247,506,6513,2066,441,9020,3673,2090,951,125,6843,222,141,367,7203,2309,549,10062,3560,2764,1185,175,7685,184,199,379,8066,2853,620,11535,3886,3084,959,138,8066,174,212,382,8452,2936,618,12007,3729,2662,596,109,7095,162,132,293,7388,2225,475,10089,3847,2431,595,72,6936,149,99,247,7184,2174,439,9798,3292,2045,569,79,5983,144,88,232,6215,2203,340,8759,2745,1968,573,67,5352,100,77,178,5531,2827,363,8713,1603,1552,483,49,3686,60,70,136,3818,3963,304,8086,562,697,207,34,1500,16,25,42,1546,5084,303,6926,116,227,65,10,414,0,3,7,422,5063,347,5834,23,69,27,9,132,0,0,0,130,7179,1163,8473,29991,24292,8064,1074
124,1672,5932,490,8097,106,295,20,13,434,6,10,15,448,4672,364,5485,33,115,15,11,173,3,6,8,176,8499,869,9546,35760,30218,2912,1127,70021,1920,2288,4208,74229,45190,6736,126160,551,2696,1074,59,4377,147,423,571,4945,4491,444,9883,3000,2689,1146,127,6957,252,223,471,7435,2005,549,9985,4467,2278,1128,160,8029,188,140,332,8360,2239,671,11272,4092,3079,1345,154,8673,162,150,314,8983,2625,665,12277,4242,3303,1058,126,8728,177,134,317,9046,2600,618,12259,4387,3041,667,96,8190,125,119,244,8430,2116,511,11059,4670,2783,634,84,8165,154,100,258,8421,2075,483,10976,4180,2759,653,70,7652,137,91,231,7887,2293,456,10632,3366,2498,653,55,6579,126,86,204,6786,2888,385,10057,2199,2235,549,47,5029,96,115,208,5239,4537,313,10094,734,1066,279,22,2095,17,33,54,2150,6169,352,8669,159,384,96,16,658,0,10,10,664,6563,356,7588,33,154,42,24,246,0,3,3,250,10076,1356,11679,36078,28970,9314,1025
125,1454,6454,520,8432,123,289,20,22,449,0,3,5,455,5458,368,6277,34,87,7,24,155,5,9,11,164,12254,1306,13728,46016,32269,2877,1832,83000,3675,4270,7945,90945,75941,10756,177641,266,2032,747,70,3112,96,511,605,3720,7665,716,12104,3665,4593,1399,296,9953,421,603,1025,10975,4620,1121,16711,7746,4004,1303,380,13428,569,372,945,14375,5170,1639,21179,7738,3988,1678,351,13751,617,414,1031,14782,6762,1596,23142,7266,4041,1383,269,12954,501,349,848,13805,6328,1449,21583,5512,3223,888,175,9792,355,253,606,10406,4839,1044,16281,4856,2843,799,110,8609,260,183,440,9049,4391,825,14268,4260,2432,781,129,7601,234,206,436,8040,4613,738,13395,3499,2134,836,121,6594,184,188,371,6964,5336,688,12998,2038,1665,599,73,4374,143,162,307,4679,6380,645,11701,718,829,271,25,1848,23,45,68,1915,7379,557,9849,188,290,101,15,591,3,10,11,603,6894,460,7957,36,119,37,22,207,0,0,0,209,12988,1537,14733,47794,32185,10823,2025
126,1062,2917,158,4131,88,211,16,9,322,0,3,3,328,2613,151,3098,26,118,4,14,172,0,3,9,180,7127,684,7987,23004,17239,1550,674,42467,1061,1678,2741,45210,29793,3302,78305,88,1145,491,13,1740,22,209,228,1970,2919,115,5009,1478,1996,789,58,4322,130,212,342,4663,1420,242,6330,3878,1420,518,88,5901,161,125,295,6197,1100,345,7640,4279,1625,733,93,6727,211,120,332,7058,1495,399,8959,3794,2041,622,94,6548,195,136,332,6874,1643,351,8875,3275,1891,370,61,5598,136,127,264,5865,1378,237,7477,2917,1616,302,40,4871,117,99,218,5091,1326,191,6607,2608,1597,331,29,4568,99,86,188,4752,1359,173,6288,2136,1497,312,34,3984,76,55,132,4118,1854,189,6161,1251,1233,261,23,2768,51,88,139,2903,2662,173,5743,446,682,158,16,1297,11,23,31,1326,3621,157,5106,136,266,54,10,457,3,8,11,474,3478,169,4114,32,138,25,5,198,0,4,4,202,7385,955,8549,26316,17147,4955,565
127,1133,6726,550,8407,86,171,23,8,281,0,4,6,287,5145,397,5833,20,59,11,20,109,6,0,5,110,10452,955,11521,38418,28999,2517,1778,71709,2972,4037,7008,78712,75535,9501,163749,439,2448,1029,81,3990,140,655,799,4788,9949,794,15533,3839,3522,1616,262,9232,414,496,909,10143,4969,863,15974,6165,2629,1311,257,10361,374,238,614,10975,4817,1100,16888,5053,3228,1545,239,10066,274,264,544,10607,6237,1100,17944,4825,3444,1273,202,9748,286,231,523,10266,6410,1077,17755,4627,3026,890,145,8685,264,253,513,9204,5779,944,15929,4647,2949,921,151,8674,291,255,544,9217,5609,782,15617,4001,2584,932,155,7669,242,227,471,8139,6047,753,14940,3116,2168,869,95,6256,202,206,408,6666,6813,700,14171,1990,1655,642,71,4368,140,183,321,4689,8038,681,13403,625,662,267,29,1586,29,34,63,1648,8668,573,10895,114,219,66,15,408,4,13,14,420,7458,563,8444,31,61,31,9,127,0,3,4,129,12119,1816,14068,39473,28595,11397,1724
128,1426,4094,218,5736,107,341,24,10,477,0,7,7,485,3963,190,4636,31,103,18,18,162,3,4,6,172,9155,581,9908,26082,25492,2258,712,54547,776,1270,2045,56591,31125,3599,91311,275,2040,881,24,3221,25,283,303,3526,3108,132,6769,2181,2033,834,46,5101,90,105,195,5292,845,148,6287,3422,1245,559,64,5290,74,52,124,5417,644,201,6264,2973,1829,952,82,5840,73,58,125,5968,950,277,7197,2877,2744,798,66,6484,70,61,129,6612,1090,256,7959,3215,2736,465,55,6477,60,73,138,6609,1070,214,7896,3620,2773,518,44,6959,83,84,165,7122,1133,220,8479,3365,2483,492,42,6376,87,58,140,6519,1212,192,7927,2554,2308,517,48,5423,67,73,144,5567,1741,152,7459,1527,1997,432,30,3991,37,78,112,4100,2925,157,7180,546,1003,254,16,1818,4,31,38,1853,4258,160,6279,124,397,83,10,611,0,3,3,621,4848,201,5671,49,156,37,14,259,3,3,9,260,10005,1235,11504,26731,23762,6821,546
197,7,25,8,41,0,0,0,0,3,0,0,0,3,20,3,27,0,0,0,0,0,0,0,0,0,19,9,32,23,20,24,0,74,0,0,5,71,110,40,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,26,235,66,327,4,3,0,0,6,0,0,0,5,119,24,152,0,0,0,0,4,0,0,0,3,123,40,169,656,520,69,51,1290,233,128,353,1651,1880,1060,4583,9,48,6,0,66,9,19,27,95,105,87,279,48,50,21,0,122,16,19,37,154,130,134,418,95,93,15,3,209,14,18,35,241,126,160,533,70,68,26,3,163,15,9,27,187,135,166,495,52,33,11,5,102,21,12,37,134,111,145,392,43,34,6,4,97,20,8,30,123,97,138,357,44,33,7,4,84,15,3,18,107,116,113,332,45,46,9,4,101,7,11,18,116,127,86,333,37,46,11,0,95,5,8,14,107,161,93,359,18,36,8,0,61,6,8,15,77,207,59,339,8,18,3,0,29,0,4,6,32,153,51,236,7,3,0,0,7,0,0,0,7,147,17,163,0,0,0,0,0,0,0,0,0,102,32,137,470,506,136,20
