SA4_CODE_2021,C21_Chr_Ch_nfd_0_14,C21_Chr_Ch_nfd_15_24,C21_Chr_Ch_nfd_25_34,C21_Chr_Ch_nfd_35_44,C21_Chr_Ch_nfd_45_54,C21_Chr_Ch_nfd_55_64,C21_Chr_Ch_nfd_65_74,C21_Chr_Ch_nfd_75_84,C21_Chr_Ch_nfd_85ov,C21_Chr_Ch_nfd_Tot,C21_Chr_Oth_Ch_0_14,C21_Chr_Oth_Ch_15_24,C21_Chr_Oth_Ch_25_34,C21_Chr_Oth_Ch_35_44,C21_Chr_Oth_Ch_45_54,C21_Chr_Oth_Ch_55_64,C21_Chr_Oth_Ch_65_74,C21_Chr_Oth_Ch_75_84,C21_Chr_Oth_Ch_85ov,C21_Chr_Oth_Ch_Tot,C21_Christ_Tot_0_14,C21_Christ_Tot_15_24,C21_Christ_Tot_25_34,C21_Christ_Tot_35_44,C21_Christ_Tot_45_54,C21_Christ_Tot_55_64,C21_Christ_Tot_65_74,C21_Christ_Tot_75_84,C21_Christ_Tot_85ov,C21_Christ_Tot_Tot,C21_Hinduism_0_14,C21_Hinduism_15_24,C21_Hinduism_25_34,C21_Hinduism_35_44,C21_Hinduism_45_54,C21_Hinduism_55_64,C21_Hinduism_65_74,C21_Hinduism_75_84,C21_Hinduism_85ov,C21_Hinduism_Tot,C21_Islam_0_14,C21_Islam_15_24,C21_Islam_25_34,C21_Islam_35_44,C21_Islam_45_54,C21_Islam_55_64,C21_Islam_65_74,C21_Islam_75_84,C21_Islam_85ov,C21_Islam_Tot,C21_Judaism_0_14,C21_Judaism_15_24,C21_Judaism_25_34,C21_Judaism_35_44,C21_Judaism_45_54,C21_Judaism_55_64,C21_Judaism_65_74,C21_Judaism_75_84,C21_Judaism_85ov,C21_Judaism_Tot,C21_OR_AusAborTrad_0_14,C21_OR_AusAborTrad15_24,C21_OR_AusAborTrad25_34,C21_OR_AusAborTrad35_44,C21_OR_AusAborTrad45_54,C21_OR_AusAborTrad55_64,C21_OR_AusAborTrad65_74,C21_OR_AusAborTrad75_84,C21_OR_AusAborTrad85ov,C21_OR_AusAborTrade_Tot,C21_OR_Sikhism_0_14,C21_OR_Sikhism_15_24,C21_OR_Sikhism_25_34,C21_OR_Sikhism_35_44,C21_OR_Sikhism_45_54,C21_OR_Sikhism_55_64,C21_OR_Sikhism_65_74,C21_OR_Sikhism_75_84,C21_OR_Sikhism_85ov,C21_OR_Sikhism_Tot,C21_OR_Ot_Re_Gr_0_14,C21_OR_Ot_Re_Gr_15_24,C21_OR_Ot_Re_Gr_25_34,C21_OR_Ot_Re_Gr_35_44,C21_OR_Ot_Re_Gr_45_54,C21_OR_Ot_Re_Gr_55_64,C21_OR_Ot_Re_Gr_65_74,C21_OR_Ot_Re_Gr_75_84,C21_OR_Ot_Re_Gr_85ov,C21_OR_Ot_Re_Gr_Tot,C21_Oth_Rel_Tot_0_14,C21_Oth_Rel_Tot_15_24,C21_Oth_Rel_Tot_25_34,C21_Oth_Rel_Tot_35_44,C21_Oth_Rel_Tot_45_54,C21_Oth_Rel_Tot_55_64,C21_Oth_Rel_Tot_65_74,C21_Oth_Rel_Tot_75_84,C21_Oth_Rel_Tot_85ov,C21_Oth_Rel_Tot_Tot,C21_SBOSB_No_RA_0_14,C21_SBOSB_No_RA_15_24,C21_SBOSB_No_RA_25_34,C21_SBOSB_No_RA_35_44,C21_SBOSB_No_RA_45_54,C21_SBOSB_No_RA_55_64,C21_SBOSB_No_RA_65_74,C21_SBOSB_No_RA_75_84,C21_SBOSB_No_RA_85ov,C21_SBOSB_No_RA_Tot,C21_Rel_aff_ns_0_14,C21_Rel_aff_ns_15_24,C21_Rel_aff_ns_25_34,C21_Rel_aff_ns_35_44,C21_Rel_aff_ns_45_54,C21_Rel_aff_ns_55_64,C21_Rel_aff_ns_65_74,C21_Rel_aff_ns_75_84,C21_Rel_aff_ns_85ov,C21_Rel_aff_ns_Tot,C21_Tot_0_14,C21_Tot_15_24,C21_Tot_25_34,C21_Tot_35_44,C21_Tot_45_54,C21_Tot_55_64,C21_Tot_65_74,C21_Tot_75_84,C21_Tot_85ov,C21_Tot_Tot
111,1989,1228,1259,1353,1308,1258,942,426,161,9927,142,69,54,79,89,75,87,43,13,651,24985,18174,15458,19578,25309,28175,27485,18260,7932,185350,596,337,874,629,286,153,101,49,9,3045,1144,478,848,707,258,121,76,38,6,3671,48,28,40,33,37,30,45,12,5,282,22,16,17,13,15,8,0,0,0,86,113,43,220,104,21,20,9,14,3,561,63,172,203,193,176,144,84,23,11,1070,200,230,441,307,208,170,96,37,14,1708,36942,26315,30686,23896,19025,15973,11209,5032,1641,170723,3403,2953,3067,2716,2442,2354,2349,1786,1243,22313,67624,48868,51995,48540,48194,47431,41675,25316,10881,390519
112,1073,537,467,675,689,815,772,297,104,5423,75,51,38,50,46,52,64,16,14,404,13857,8769,7034,10225,14292,18865,19774,13125,5827,111769,219,112,280,208,136,155,120,24,5,1255,84,29,74,94,61,32,35,5,0,413,163,61,49,111,118,80,88,33,9,705,18,14,13,12,22,14,3,0,0,98,128,55,175,106,26,33,39,15,11,584,95,82,156,218,274,230,175,40,10,1280,232,152,339,332,321,278,222,57,23,1961,23806,13303,14925,15444,14542,14255,11595,4125,1269,113250,4260,2447,2786,3075,3109,3225,2896,1735,1199,24738,42820,25007,25763,29993,33175,37504,35234,19222,8337,257061
113,669,377,394,414,345,337,275,124,39,2990,4,7,7,4,7,16,13,10,0,67,16325,10442,9243,10163,12336,14388,12795,8138,3454,97281,465,162,691,576,273,155,34,6,0,2360,452,163,386,315,175,90,28,4,0,1615,14,8,0,7,6,9,0,3,5,46,6,0,7,3,5,13,5,0,0,43,291,139,377,264,121,112,66,15,4,1381,316,248,209,164,129,70,39,10,5,1193,611,388,596,427,253,186,109,29,7,2607,11526,7412,7897,5564,4472,3966,2702,1020,312,44872,2484,1847,1952,1779,1681,1551,1315,884,469,13959,31999,20495,20957,19057,19343,20423,17036,10095,4250,163656
114,649,360,325,438,450,545,542,280,74,3675,11,13,8,7,23,21,19,24,7,131,9645,5844,4981,6575,9582,13286,15710,10529,3783,79942,253,65,483,271,74,46,26,10,0,1226,150,41,108,123,50,29,30,9,0,540,28,10,13,29,29,36,92,42,11,281,10,9,7,5,9,0,0,0,0,36,64,10,68,53,11,6,8,0,0,220,37,57,81,84,82,89,59,25,5,527,112,77,158,145,97,90,71,27,5,782,13778,7883,8362,7604,7486,8052,7195,3263,895,64521,1988,1263,1458,1454,1445,1543,1560,1063,561,12325,26100,15312,15749,16449,19016,23275,24844,14997,5266,161006
115,1360,889,829,1057,976,883,601,224,100,6918,28,27,19,14,34,36,24,24,6,213,25311,18097,11101,16048,21137,18430,15127,9443,3507,138209,4583,1721,1511,4806,2468,1308,859,323,96,17683,2767,1164,987,2135,1109,670,427,167,35,9462,44,14,33,34,41,49,39,10,6,277,0,0,3,0,0,0,0,0,0,6,726,326,419,637,374,267,188,83,30,3060,243,166,187,309,220,240,141,65,14,1586,968,494,612,943,600,514,331,147,47,4651,17023,10555,9604,12198,9716,7808,5672,2032,612,75225,2241,1239,1309,1624,1353,1185,999,743,646,11333,53970,33968,25876,39217,37757,31141,24274,13127,5023,264371
116,3356,2135,2129,2071,1632,1360,757,227,66,13736,74,45,44,57,48,50,30,10,7,350,35709,23633,21672,25347,25679,23098,18330,9107,3228,185800,14917,4560,8547,15536,5065,2710,1637,527,104,53608,9897,4180,4767,6108,3163,2151,1199,417,63,31956,23,13,17,26,29,16,22,13,0,158,14,4,7,4,7,0,0,0,0,40,4496,2454,5007,3655,1233,727,520,172,34,18311,390,240,345,481,256,221,121,47,10,2118,4900,2700,5365,4141,1493,955,642,219,51,20466,17970,11675,13798,10831,8289,6135,3307,1237,326,73566,6424,3748,5023,4636,3017,2085,1453,828,517,27730,91082,51193,60222,68328,47949,38101,27249,12543,4339,400997
117,604,883,1893,1168,651,494,339,180,53,6249,11,14,33,26,30,24,16,8,4,162,11276,10472,22200,16894,14059,11995,9368,6339,2326,104935,497,918,2318,1162,354,220,183,68,10,5732,1078,977,2183,1447,773,572,400,176,28,7637,453,315,700,512,407,382,431,235,100,3525,14,13,10,14,9,7,0,0,0,77,23,62,178,86,16,16,10,0,7,396,78,177,386,286,175,125,83,34,4,1354,116,255,572,394,197,146,102,33,7,1822,16225,22481,53572,29600,17447,12242,7070,2518,712,161860,2284,3587,7872,4641,2901,2294,1578,963,532,26647,32822,41325,95819,59167,38106,29296,20220,10722,3864,331340
118,436,343,688,584,436,388,281,145,36,3345,10,8,7,9,12,17,15,7,3,88,15835,10630,15990,14686,14924,12541,10090,7732,3570,105993,255,378,620,450,206,139,98,82,16,2246,349,414,587,448,269,217,139,60,8,2497,4606,2684,2229,2735,3107,2865,3221,1935,761,24142,3,3,3,4,4,0,0,0,0,25,28,14,49,54,22,26,7,6,0,207,62,58,135,154,93,57,51,19,5,648,98,79,190,215,120,87,65,28,8,877,16055,11884,25889,17454,12335,8617,5581,2562,767,101159,2522,2056,4079,3078,2287,1759,1484,1220,1323,19812,40017,28513,50336,39986,34027,26890,21255,13846,6538,261410
119,2577,1873,2375,2400,2220,1898,1428,718,283,15776,90,46,75,59,58,82,58,35,24,529,42389,30527,30003,32926,38068,35485,29421,21305,9736,269865,3131,5278,8934,3842,1292,809,548,232,71,24141,30276,14909,18003,15783,9475,6331,3575,1293,276,99905,81,46,67,90,106,82,107,56,20,654,6,5,4,4,6,3,0,0,0,25,228,168,313,237,117,98,58,23,9,1258,218,196,290,336,281,243,167,73,22,1822,454,370,609,579,399,349,231,93,30,3108,21280,16693,25813,19719,15176,16170,10315,3956,1727,130854,8253,5436,7941,6291,4834,4226,3082,2446,2403,44926,108789,76399,96482,84427,74330,68740,50540,30611,14802,605118
120,729,574,1098,919,659,625,409,215,129,5360,27,17,13,22,28,24,16,12,5,167,19955,13054,15428,17041,19261,17113,13587,9743,4868,130051,2615,4638,6414,3283,1082,755,583,297,126,19787,1409,725,1558,1245,629,414,268,125,37,6412,96,58,109,124,100,118,114,56,18,799,4,5,8,7,3,0,0,0,0,26,82,66,176,101,52,27,27,14,3,551,100,130,228,228,150,117,88,38,0,1080,189,195,409,338,205,152,122,50,7,1661,18307,13777,26326,19199,14321,11737,7841,2730,846,115075,2375,2211,3963,2713,1956,1607,1309,947,899,17979,45793,35983,57158,46480,39339,33603,25007,14410,7002,304771
121,1474,834,1209,1467,1256,1106,767,439,185,8737,31,21,16,33,49,48,38,37,19,293,30780,19291,15437,23033,28292,24049,19653,14994,6965,182492,3475,1398,3010,4338,1454,754,464,246,65,15207,1153,437,889,1406,540,382,289,108,34,5242,843,560,363,584,696,756,846,438,223,5312,0,0,6,0,0,4,0,0,0,10,278,113,269,307,141,120,70,31,8,1344,213,180,264,357,287,253,189,87,35,1859,494,298,529,664,427,373,262,123,41,3213,34651,21718,27354,29880,24130,18299,13631,6198,2081,177943,3624,2108,2930,3378,2712,2188,1870,1450,1263,21510,76197,46590,52341,66457,60609,48514,38403,24095,10839,424045
122,914,611,594,750,713,754,470,237,92,5142,12,9,5,22,22,31,20,10,11,128,21067,13132,9531,14337,19582,17354,14429,11300,5063,125789,348,399,673,393,169,126,66,34,7,2221,244,158,197,261,196,144,75,25,7,1308,121,61,82,119,160,114,115,91,32,909,0,0,0,0,3,0,0,0,0,9,119,61,150,123,45,35,23,6,4,562,59,83,110,151,147,121,79,31,14,788,179,142,266,269,199,154,97,37,15,1366,24255,14467,15971,17567,17011,12532,7946,3958,1343,115057,2175,1342,1703,1809,1888,1496,1162,950,753,13274,48729,30004,28875,35504,40004,32479,24219,16501,7243,263554
123,2098,1226,1164,1250,1102,889,538,185,30,8490,45,37,28,44,58,65,37,32,4,351,29718,18626,17342,20243,21445,21181,17599,8609,2568,157318,3480,1256,2366,3425,1407,840,417,148,39,13375,7564,2935,3250,4472,2304,1322,627,189,29,22689,9,13,6,17,22,17,20,10,4,119,15,6,0,3,0,4,0,0,0,33,567,170,450,460,154,93,77,22,6,2000,227,173,263,221,173,134,75,17,10,1285,801,349,713,685,328,228,149,43,16,3317,19431,11786,13946,10502,8168,6279,3838,1373,361,75692,4434,2298,2758,2695,2062,1658,1346,1011,626,18882,66343,37850,41205,43295,36693,32242,24464,11516,3676,297292
124,2097,1204,1268,1286,1127,1142,778,303,79,9283,34,24,32,20,36,42,33,31,6,267,30710,19359,18332,21166,23757,24325,20637,11011,3547,172844,2058,676,1422,2152,716,435,301,106,22,7879,2101,849,1260,1254,705,456,293,108,23,7050,32,16,18,39,40,38,66,31,5,276,14,10,11,11,12,4,0,3,0,65,860,263,697,718,172,125,102,19,10,2970,122,157,223,225,230,160,111,48,10,1287,1002,433,931,947,419,295,218,68,15,4321,26093,16603,19717,16088,13388,10629,7437,2713,705,113365,4345,2793,3613,3247,2657,2034,1698,1231,902,22518,66798,40996,45804,45750,42308,38760,31058,15357,5235,332056
125,2279,1411,2337,2010,1508,1366,801,372,123,12209,70,45,39,43,50,45,45,18,15,377,30600,20034,23076,24566,24362,22561,18703,12418,5066,181385,12281,8581,17448,13878,3866,2298,1509,576,162,60599,23133,11384,15047,12660,7350,4681,2443,992,191,77892,27,9,36,32,36,34,34,13,5,227,7,8,3,5,6,0,0,0,0,34,848,570,1605,912,193,126,111,34,3,4406,444,338,504,627,387,308,207,96,22,2941,1299,913,2110,1543,590,432,325,136,28,7377,17585,13134,22391,16697,11829,11551,6873,2558,936,103561,7750,4982,8446,6870,4167,3347,2159,1424,1091,40238,94492,61222,92360,79837,55620,48592,34513,19004,7867,493515
126,876,530,882,916,672,659,454,239,88,5319,17,13,12,17,18,22,19,9,3,130,14493,9961,9709,11578,12536,11641,9411,6374,3284,88997,2001,1018,2436,2438,843,680,408,151,50,10022,1326,636,1264,1280,455,244,204,71,16,5502,112,44,54,90,73,57,77,44,29,573,0,0,0,0,0,0,0,0,0,11,142,98,176,173,86,64,39,4,4,789,107,102,155,178,111,103,63,21,9,854,253,198,334,351,193,173,97,33,16,1645,13657,9664,15103,12727,8337,7674,5488,2058,843,75538,1814,1150,2013,1786,1200,1154,872,662,748,11402,34421,23284,32358,31980,24919,22731,17441,9771,5131,202038
127,3959,2788,2771,2654,2425,2136,1346,551,166,18797,74,61,58,52,69,55,42,22,14,451,46233,31103,30273,30810,31592,30164,22873,12667,4509,240220,3685,1829,2788,3845,2060,1704,824,298,64,17096,15746,7417,7361,7694,4868,3086,1625,568,95,48461,18,8,16,21,15,15,10,7,0,113,0,0,0,3,0,0,0,0,0,13,586,176,521,520,151,100,77,20,4,2155,2280,1304,1535,1207,1008,924,575,266,82,9196,2872,1485,2057,1728,1162,1026,653,291,90,11362,15817,12088,14078,9361,7162,6399,3737,1368,480,70485,7318,4382,5062,4597,3599,3252,2153,1507,1116,32990,98998,64803,68011,65464,59513,54724,37252,18477,7189,474430
128,859,527,568,715,654,603,469,179,58,4626,19,17,11,23,24,35,22,17,8,178,22414,15271,11613,15590,19535,18708,15971,10463,4595,134157,239,141,248,310,191,114,100,40,9,1400,487,272,278,364,255,193,134,62,18,2057,53,35,26,43,58,53,54,30,11,362,0,0,0,0,0,0,0,0,0,6,31,21,35,27,22,11,8,8,3,163,38,55,72,75,76,64,36,18,4,439,65,76,109,108,95,78,44,21,8,607,17112,9959,12409,12172,9883,7851,5302,2260,862,77820,1797,1013,1356,1370,1292,1062,950,874,901,10623,42415,26918,26347,30496,31812,28471,22879,13841,6432,229604
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,38,22,35,37,42,27,13,6,0,222,0,0,0,3,0,0,0,0,0,5,251,225,377,422,478,625,511,145,28,3064,4,11,29,17,0,0,0,0,0,64,18,26,64,30,12,3,3,0,0,163,0,0,0,8,0,5,5,3,0,16,0,0,0,3,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,6,0,6,8,16,15,15,12,0,0,65,0,4,14,15,15,15,15,0,0,79,417,590,877,530,481,487,288,61,0,3736,552,488,792,807,684,493,223,56,15,4113,1260,1357,2187,1859,1678,1648,1055,277,49,11371
