SA4_CODE_2021,C11_SH_0b_s_a_b_NPFH_2,C11_SH_0b_s_a_b_NPFH_3,C11_SH_0b_s_a_b_NPFH_4,C11_SH_0b_s_a_b_NPFH_5,C11_SH_0b_s_a_b_NPFH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPFH_2,C11_SDRTHT_0b_s_a_b_NPFH_3,C11_SDRTHT_0b_s_a_b_NPFH_4,C11_SDRTHT_0b_s_a_b_NPFH_5,C11_SDRTHT_0b_s_a_b_NPFH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPFH_2,C11_F_a_0b_s_a_b_NPFH_3,C11_F_a_0b_s_a_b_NPFH_4,C11_F_a_0b_s_a_b_NPFH_5,C11_F_a_0b_s_a_b_NPFH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPFH_2,C11_F_a_1b_NPFH_3,C11_F_a_1b_NPFH_4,C11_F_a_1b_NPFH_5,C11_F_a_1b_NPFH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPFH_2,C11_F_a_2b_NPFH_3,C11_F_a_2b_NPFH_4,C11_F_a_2b_NPFH_5,C11_F_a_2b_NPFH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPFH_2,C11_F_a_3b_NPFH_3,C11_F_a_3b_NPFH_4,C11_F_a_3b_NPFH_5,C11_F_a_3b_NPFH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPFH_2,C11_F_a_4mb_NPFH_3,C11_F_a_4mb_NPFH_4,C11_F_a_4mb_NPFH_5,C11_F_a_4mb_NPFH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPFH_2,C11_F_a_NB_NS_NPFH_3,C11_F_a_NB_NS_NPFH_4,C11_F_a_NB_NS_NPFH_5,C11_F_a_NB_NS_NPFH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPFH_2,C11_F_a_Tot_NPFH_3,C11_F_a_Tot_NPFH_4,C11_F_a_Tot_NPFH_5,C11_F_a_Tot_NPFH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPFH_2,C11_OD_0b_s_a_b_NPFH_3,C11_OD_0b_s_a_b_NPFH_4,C11_OD_0b_s_a_b_NPFH_5,C11_OD_0b_s_a_b_NPFH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_Tot,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPFH_2,C16_SH_0b_s_a_b_NPFH_3,C16_SH_0b_s_a_b_NPFH_4,C16_SH_0b_s_a_b_NPFH_5,C16_SH_0b_s_a_b_NPFH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3
111,31,14,7,4,4,56,316,54,23,14,4,417,6262,1748,740,162,38,8951,19604,9772,8689,2418,683,41167,8563,5722,8179,4693,2084,29243,411,113,78,43,34,681,35187,17419,17718,7344,2849,80516,4,0,0,0,0,8,150,12,5,4,0,163,1937,364,108,18,3,2433,1476,681,392,131,47,2729,106,64,102,60,28,353,60,17,9,0,0,88,3729,1141,609,214,80,5781,15,3,0,0,0,13,372,27,3,0,0,403,1748,346,84,6,0,2189,740,303,150,45,19,1265,43,14,19,9,15,96,50,11,9,0,0,76,2970,700,266,72,36,4052,11,0,0,0,0,21,59,9,0,0,0,70,148,26,7,0,0,179,31,10,9,0,5,60,5,3,10,0,3,27,8,0,0,0,0,12,257,51,35,5,12,368,30,10,3,0,0,48,42176,19323,18637,7638,2981,90758,22,14,4,0,4,41,336,60,47,13,10,461,5555,1491,715,123,36,7929,18874,9502
112,55,22,12,13,9,107,438,71,45,13,12,577,3407,771,418,101,30,4730,12534,5247,4502,1396,479,24160,6843,3755,4675,2951,1595,19817,254,64,49,33,33,438,23529,9937,9705,4505,2154,49822,4,0,3,0,0,7,95,9,0,0,0,101,1330,278,82,17,4,1705,1895,871,461,126,39,3399,164,86,125,58,40,478,54,11,0,0,0,74,3551,1257,672,205,85,5770,3,0,0,0,0,4,136,15,0,0,0,152,1534,343,82,20,3,1985,798,316,209,59,9,1386,33,22,14,10,11,97,42,5,3,3,0,57,2547,699,312,94,23,3674,35,4,0,4,0,35,233,10,0,0,0,248,320,52,24,7,3,405,99,34,20,10,0,171,19,15,5,5,11,49,23,0,8,0,0,31,722,120,55,22,14,933,33,13,3,4,0,50,30378,12017,10742,4831,2283,60246,64,20,11,0,5,105,425,74,27,12,16,556,3110,786,373,115,23,4409,11991,5008
113,23,12,3,5,6,37,117,19,4,0,6,151,1767,375,209,50,20,2415,9060,3699,3048,1154,440,17402,5409,2856,3663,2591,1372,15889,208,67,41,26,25,375,16584,7025,6979,3829,1870,36280,0,0,0,0,0,0,22,0,0,0,0,25,274,75,31,5,0,381,151,73,50,14,4,290,29,14,15,15,3,74,0,0,0,0,0,9,485,157,87,39,10,781,0,0,0,0,0,3,48,14,0,0,0,60,650,143,82,9,3,886,140,45,31,11,7,232,15,10,13,24,5,62,15,5,0,4,0,33,866,210,130,44,21,1274,7,0,0,0,0,4,31,3,0,0,0,29,25,7,4,0,0,45,28,20,11,5,0,57,11,7,4,0,5,29,4,4,0,0,0,13,115,39,17,9,4,181,18,11,6,5,0,35,18069,7445,7222,3925,1899,38556,19,7,4,4,3,42,113,22,10,13,3,161,1742,321,154,53,19,2279,8783,3386
114,19,0,3,0,0,26,196,28,7,4,3,237,2102,410,196,54,16,2781,9005,3076,2426,752,227,15487,6543,2826,3533,2018,1059,15982,200,35,34,18,11,300,18065,6373,6204,2846,1316,34816,3,0,0,0,0,0,28,5,0,0,0,33,401,63,4,0,0,468,460,118,80,24,10,686,101,39,59,36,21,252,11,5,0,0,0,19,998,227,142,63,30,1457,0,0,0,0,0,0,28,0,5,0,0,34,274,47,10,0,0,333,86,26,10,9,0,137,7,3,3,4,5,21,7,0,0,0,0,9,404,79,31,9,5,528,3,0,0,0,0,14,54,0,0,0,0,56,110,7,0,4,0,123,31,12,9,0,0,57,10,4,0,5,0,20,12,0,0,0,0,10,224,27,13,10,4,279,27,4,3,0,0,41,19715,6710,6396,2934,1365,37114,17,9,0,0,0,31,200,29,16,8,5,255,2062,393,184,41,15,2692,8985,3043
115,14,10,15,9,0,43,138,29,19,12,7,206,728,241,123,32,18,1142,4801,2648,2809,779,210,11244,9080,7528,12061,6189,2931,37794,136,41,53,26,22,282,14903,10497,15084,7046,3184,50713,0,0,0,0,0,3,37,5,0,0,0,38,457,113,48,8,0,628,1169,759,604,134,31,2697,228,175,199,70,35,701,14,0,0,0,0,18,1901,1049,850,215,72,4086,0,0,0,0,0,0,62,6,0,0,0,71,480,163,62,4,3,711,193,119,68,19,0,404,11,7,15,3,0,44,3,4,0,0,0,8,753,305,144,28,9,1248,10,0,0,0,0,8,16,0,0,0,0,16,30,7,0,3,0,47,13,10,4,7,0,29,0,0,4,0,0,12,4,0,0,0,0,4,73,17,11,6,3,115,16,3,8,3,0,31,17643,11882,16097,7297,3272,56188,13,5,6,3,0,33,108,33,22,11,9,181,672,233,125,45,19,1098,4252,2497
116,21,25,19,15,12,84,113,54,36,13,6,223,1263,504,281,112,34,2191,11422,8296,7894,3159,1703,32482,5796,5946,8968,5169,4001,29884,283,175,166,102,121,852,18898,14998,17365,8578,5885,65713,8,5,5,0,3,18,65,14,5,3,4,95,525,284,138,41,15,1005,1640,1564,1329,584,347,5465,274,362,499,284,265,1693,40,23,17,20,12,109,2544,2261,1997,931,651,8380,8,0,8,0,0,20,120,19,3,0,0,146,987,699,406,114,49,2248,58,86,71,36,25,279,6,3,10,7,6,31,33,18,15,0,4,70,1223,824,505,157,89,2791,0,0,0,0,0,0,21,5,0,0,0,25,43,19,12,0,0,74,12,16,10,0,0,41,0,4,0,4,6,11,4,6,0,0,0,5,84,40,25,4,3,163,19,12,11,8,0,41,22765,18131,19898,9669,6628,77102,14,14,17,9,18,75,151,68,57,17,18,316,1272,530,317,104,55,2286,10215,7661
117,20,4,0,3,0,30,158,22,10,8,0,191,1298,536,302,50,18,2207,2113,1540,1585,507,195,5936,660,717,1031,631,473,3506,67,25,17,14,5,132,4309,2847,2947,1199,697,12003,28,4,0,0,0,35,589,38,7,4,0,641,3494,1222,516,77,14,5317,2563,1806,1551,370,112,6406,476,455,586,303,152,1983,79,24,11,8,9,124,7228,3554,2674,759,290,14512,654,48,25,7,0,732,7069,591,101,19,0,7776,10211,3829,1904,392,103,16426,1770,1126,880,270,120,4167,89,58,69,36,15,275,204,69,40,11,9,325,19994,5720,3010,730,242,29700,6,0,0,0,0,6,38,4,0,0,0,48,85,36,23,9,0,152,14,23,27,7,8,86,7,3,9,3,3,22,0,0,0,0,0,6,152,73,54,26,17,320,140,48,15,6,0,207,31829,12234,8710,2720,1246,56736,4,0,0,0,0,9,73,10,5,0,8,91,800,316,226,41,10,1394,1710,1231
118,7,5,3,0,0,17,94,13,4,0,0,121,937,398,232,38,7,1609,2857,1627,2054,540,126,7205,2247,1939,3451,2199,907,10741,96,34,21,20,11,174,6236,4012,5767,2795,1050,19860,4,8,7,0,5,20,190,27,12,4,0,230,1837,679,385,68,5,2972,2264,1711,1782,410,67,6227,574,615,1000,518,163,2865,80,15,8,8,0,111,4955,3050,3186,1007,235,12425,191,15,4,6,0,210,3133,259,42,3,3,3439,10041,3921,1549,255,32,15801,2248,1338,1089,265,70,5015,138,93,139,73,24,465,173,44,17,6,4,246,15931,5674,2836,603,129,25170,0,0,0,0,0,0,25,4,0,0,0,32,51,22,17,4,0,95,16,20,22,6,4,61,3,0,15,3,5,31,0,0,0,0,0,4,107,44,44,17,7,221,41,14,17,9,4,89,27264,12797,11854,4426,1426,57766,8,5,0,0,0,14,49,10,14,4,0,67,541,213,139,23,4,919,2314,1360
119,37,19,31,9,20,107,199,56,30,16,23,328,5065,2167,1404,463,232,9339,14143,9727,10452,4404,2491,41209,6105,5853,8772,6056,4771,31561,509,183,185,149,153,1178,26054,18001,20872,11109,7679,83724,12,0,7,4,4,28,193,23,11,8,0,236,1814,920,585,173,59,3544,2771,2128,2092,832,406,8223,662,860,1087,692,570,3875,84,66,32,26,20,224,5538,4000,3816,1727,1055,16135,88,39,28,9,4,170,1069,247,53,10,6,1391,10275,7094,4435,1327,392,23522,1520,1582,1412,621,371,5514,93,87,127,76,72,457,273,163,114,51,26,634,13325,9218,6179,2093,861,31684,4,0,0,0,0,4,42,6,5,0,0,54,113,61,47,23,7,248,40,35,45,15,18,153,9,12,11,7,12,42,0,0,3,4,0,18,212,112,105,47,37,511,68,55,37,19,16,200,45196,31389,31015,15000,9655,132252,25,15,22,19,16,90,201,77,48,36,49,412,3931,1669,1102,398,198,7303,12505,8569
120,14,3,5,10,5,39,177,26,18,7,3,234,2589,1088,616,125,29,4440,5633,4008,4355,1218,375,15577,2609,2482,4081,2508,1378,13051,179,54,39,17,14,305,11202,7663,9116,3883,1797,33651,8,0,3,0,0,11,248,22,10,0,0,281,2466,1033,542,67,8,4122,1932,1494,1459,318,84,5288,302,293,423,232,72,1322,54,15,7,4,0,77,5017,2857,2437,621,167,11102,115,20,10,0,3,157,1681,255,61,6,3,2006,7969,4100,2017,395,92,14572,1728,1164,1000,307,106,4298,58,56,84,47,26,263,115,65,43,15,10,242,11662,5660,3215,771,233,21539,3,0,0,0,0,3,38,4,0,0,0,47,97,49,26,12,0,181,40,33,35,12,4,124,5,3,14,7,11,38,5,0,0,0,0,6,192,90,74,33,13,400,51,16,13,0,5,90,28123,16292,14852,5305,2213,66777,15,0,0,5,0,22,78,22,10,7,7,130,1586,659,427,85,30,2785,4549,3139
121,13,5,6,0,0,28,167,27,12,8,3,219,2004,657,404,77,21,3156,8737,5046,5892,1382,244,21298,9065,7217,12053,6983,2400,37719,185,46,62,33,14,338,20168,13000,18429,8472,2688,62758,7,0,0,0,0,12,139,17,3,0,0,158,1263,456,216,27,3,1972,2135,1113,1035,222,40,4545,303,202,342,139,45,1031,32,9,11,4,0,61,3887,1798,1611,392,93,7783,204,30,7,0,0,240,3300,365,71,10,0,3739,10626,4274,1864,257,60,17079,3200,1699,1277,279,88,6540,114,68,99,49,9,347,119,41,18,5,3,185,17567,6469,3339,591,161,28133,6,0,0,0,0,6,25,0,0,0,0,29,24,21,10,0,0,52,16,10,9,3,0,35,5,0,4,0,4,14,0,0,0,0,0,0,71,35,19,9,4,134,63,32,25,15,5,132,41757,21329,23428,9480,2943,98939,9,3,5,0,8,27,110,38,23,4,7,176,1514,513,340,77,16,2458,7316,4333
122,13,7,4,4,0,28,194,40,15,11,7,267,1614,522,382,89,18,2630,6626,3745,4732,1189,230,16519,5646,4380,7939,4446,1746,24149,144,48,40,19,15,264,14242,8746,13105,5754,2014,43862,7,0,0,0,0,9,143,11,6,0,0,160,717,224,135,23,0,1091,1088,663,706,167,32,2649,221,133,222,142,58,772,16,4,8,0,0,30,2188,1031,1069,332,88,4708,48,4,0,0,0,58,1623,140,29,3,0,1792,6047,2391,958,127,36,9558,1317,591,461,120,22,2503,72,51,60,39,17,237,91,18,19,3,0,135,9198,3194,1533,295,73,14286,4,0,0,0,0,4,12,6,0,0,0,16,34,14,11,0,0,66,22,11,10,6,0,42,5,0,8,0,3,25,3,0,0,0,0,6,87,30,30,10,7,158,14,3,9,8,0,36,25728,12998,15746,6393,2179,63048,7,6,4,3,0,24,149,41,25,11,7,238,1159,442,339,67,25,2029,5490,3223
123,17,11,20,5,10,60,92,31,24,5,3,156,879,291,155,49,21,1393,9612,6165,5735,1951,967,24424,6695,5543,8068,4607,3099,28012,231,112,107,73,57,578,17520,12159,14110,6696,4154,54631,5,3,0,4,0,13,46,5,0,0,0,56,956,326,135,44,10,1474,1200,838,617,257,156,3072,173,143,203,111,127,763,34,14,13,10,12,78,2414,1341,975,421,305,5459,6,0,0,0,0,3,56,9,0,0,0,64,418,109,49,9,0,586,129,53,30,5,3,217,6,8,8,0,0,27,20,0,4,0,0,22,635,177,88,21,9,916,0,0,0,0,0,0,15,6,0,0,0,26,11,9,6,0,0,23,25,21,20,6,4,73,11,13,19,3,8,53,3,0,0,0,0,3,77,40,46,5,12,183,12,4,4,5,0,27,20647,13715,15218,7148,4481,61212,16,6,9,9,8,58,116,35,40,16,14,224,773,279,143,63,26,1285,9382,6020
124,20,19,0,4,6,50,202,44,33,15,6,304,2036,598,270,82,16,3004,13830,7939,7181,2252,861,32061,7985,6218,8553,5238,3107,31093,295,98,90,46,47,573,24361,14916,16125,7640,4048,67091,0,0,0,0,0,4,43,15,0,0,0,59,636,162,35,6,0,847,1783,1085,692,227,91,3876,186,140,163,106,83,673,36,8,5,5,8,62,2683,1406,903,344,184,5523,3,0,3,0,0,8,87,22,0,0,0,110,855,305,116,27,10,1314,295,175,105,44,13,636,81,66,77,46,29,296,28,8,4,0,0,45,1350,568,307,124,56,2404,4,0,0,0,0,4,18,0,0,0,0,25,32,9,6,5,0,51,18,13,7,4,3,43,5,5,3,3,3,27,3,0,0,0,0,5,70,35,19,7,7,146,28,3,9,3,0,36,28493,16928,17362,8117,4300,75198,18,8,3,0,6,31,187,44,37,24,12,298,1980,562,293,74,31,2934,13664,7647
125,29,16,23,19,20,99,164,66,40,14,17,305,2878,1269,905,320,170,5535,10599,7341,7608,3334,2037,30919,4955,4571,6659,4266,3741,24189,329,142,151,141,138,902,18953,13405,15386,8093,6122,61956,9,7,3,3,4,26,138,21,8,0,4,167,1382,758,466,94,44,2751,2036,1985,1900,717,390,7024,348,413,651,376,359,2152,52,32,25,22,11,149,3958,3211,3059,1215,817,12261,91,36,34,8,5,171,892,193,45,3,0,1134,7577,4995,3063,883,316,16832,1201,1108,1075,448,323,4148,36,59,65,54,38,248,151,105,86,40,31,415,9945,6490,4364,1425,717,22945,0,0,0,0,0,0,3,0,0,0,0,4,31,19,15,11,0,71,12,9,13,6,16,53,3,8,0,6,7,24,0,0,0,0,0,6,46,35,30,22,24,163,39,32,24,14,7,118,32947,23181,22860,10768,7687,97439,21,16,25,9,16,78,170,60,46,19,35,342,2255,1101,843,340,174,4723,8863,6410
126,9,6,9,7,7,30,65,10,0,6,7,88,1090,445,263,51,15,1859,4578,2775,3240,839,215,11648,3366,2935,4752,2717,1172,14941,86,44,32,17,12,188,9192,6216,8289,3629,1431,28756,7,0,0,0,5,8,70,7,0,0,0,77,792,349,172,24,3,1337,1073,815,723,166,41,2824,144,163,198,100,45,652,15,4,9,0,0,29,2101,1338,1098,299,87,4926,35,7,7,0,0,51,753,114,15,0,0,886,3339,1655,747,133,24,5898,438,337,324,88,24,1210,14,12,13,11,7,61,53,8,17,3,4,80,4632,2135,1122,238,61,8190,4,0,0,0,0,4,4,0,0,0,0,3,13,4,0,0,0,16,11,5,8,0,0,31,4,0,4,0,0,12,0,0,0,0,0,0,31,17,12,5,0,63,12,4,5,3,0,18,15968,9702,10528,4173,1578,41953,4,3,4,0,4,19,65,10,10,7,14,103,818,305,233,49,19,1425,3859,2482
127,28,24,29,22,34,135,118,47,34,17,23,239,1274,627,421,169,83,2576,9589,7256,7408,3601,2106,29965,6310,6866,10314,6798,5698,35984,386,190,229,159,155,1120,17707,15010,18444,10766,8098,70023,12,3,12,6,3,34,112,19,4,0,0,137,835,436,299,127,33,1725,1551,1627,1557,767,389,5885,384,434,716,461,404,2400,84,56,44,27,22,232,2974,2573,2628,1391,853,10413,20,7,4,5,3,45,230,63,30,3,0,321,2375,1736,1206,369,123,5814,311,358,353,179,113,1321,23,22,13,16,15,89,96,57,37,10,11,215,3060,2238,1654,586,261,7801,0,0,0,0,0,0,22,3,0,0,0,20,39,11,8,0,0,53,4,11,0,0,0,18,3,0,7,0,8,13,4,3,0,0,0,4,61,32,12,0,7,117,22,16,18,3,3,67,23825,19868,22756,12751,9222,88423,18,15,25,15,9,92,143,54,38,26,25,289,1175,596,380,139,104,2398,8920,6780
128,0,4,5,4,5,12,100,29,11,4,5,153,1241,476,247,56,19,2032,7151,3942,4716,1243,243,17287,5615,4448,7416,4481,1703,23664,150,29,42,21,6,248,14255,8927,12431,5803,1978,43395,0,0,0,0,0,0,57,3,0,0,0,64,757,205,62,11,0,1041,1929,1020,791,195,40,3984,128,99,126,66,32,448,36,4,3,0,3,46,2905,1335,985,271,83,5584,10,4,0,0,0,19,436,30,8,0,0,476,3913,1328,491,71,16,5825,770,320,236,72,13,1417,26,15,19,10,4,61,68,6,8,0,0,82,5221,1709,760,150,27,7873,4,0,0,0,0,4,23,8,0,0,0,34,34,18,6,0,0,58,11,14,6,7,5,38,0,0,0,0,0,0,0,0,0,0,0,0,71,37,19,8,5,138,10,0,3,0,0,14,22472,12016,14196,6232,2086,57001,9,4,0,0,0,15,72,20,12,5,7,121,869,321,212,44,18,1459,6161,3449
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
