SA4_CODE_2021,C21_20_24_Mar_DFM_F,C21_20_24_Mar_DFM_P,C21_20_24_N_mar_M,C21_20_24_N_mar_F,C21_20_24_N_mar_P,C21_20_24_Tot_M,C21_20_24_Tot_F,C21_20_24_Tot_P,C21_25_29_Mar_RegM_M,C21_25_29_Mar_RegM_F,C21_25_29_Mar_RegM_P,C21_25_29_Mar_DFM_M,C21_25_29_Mar_DFM_F,C21_25_29_Mar_DFM_P,C21_25_29_N_mar_M,C21_25_29_N_mar_F,C21_25_29_N_mar_P,C21_25_29_Tot_M,C21_25_29_Tot_F,C21_25_29_Tot_P,C21_30_34_Mar_RegM_M,C21_30_34_Mar_RegM_F,C21_30_34_Mar_RegM_P,C21_30_34_Mar_DFM_M,C21_30_34_Mar_DFM_F,C21_30_34_Mar_DFM_P,C21_30_34_N_mar_M,C21_30_34_N_mar_F,C21_30_34_N_mar_P,C21_30_34_Tot_M,C21_30_34_Tot_F,C21_30_34_Tot_P,C21_35_39_Mar_RegM_M,C21_35_39_Mar_RegM_F,C21_35_39_Mar_RegM_P,C21_35_39_Mar_DFM_M,C21_35_39_Mar_DFM_F,C21_35_39_Mar_DFM_P,C21_35_39_N_mar_M,C21_35_39_N_mar_F,C21_35_39_N_mar_P,C21_35_39_Tot_M,C21_35_39_Tot_F,C21_35_39_Tot_P,C21_40_44_Mar_RegM_M,C21_40_44_Mar_RegM_F,C21_40_44_Mar_RegM_P,C21_40_44_Mar_DFM_M,C21_40_44_Mar_DFM_F,C21_40_44_Mar_DFM_P,C21_40_44_N_mar_M,C21_40_44_N_mar_F,C21_40_44_N_mar_P,C21_40_44_Tot_M,C21_40_44_Tot_F,C21_40_44_Tot_P,C21_45_49_Mar_RegM_M,C21_45_49_Mar_RegM_F,C21_45_49_Mar_RegM_P,C21_45_49_Mar_DFM_M,C21_45_49_Mar_DFM_F,C21_45_49_Mar_DFM_P,C21_45_49_N_mar_M,C21_45_49_N_mar_F,C21_45_49_N_mar_P,C21_45_49_Tot_M,C21_45_49_Tot_F,C21_45_49_Tot_P,C21_50_54_Mar_RegM_M,C21_50_54_Mar_RegM_F,C21_50_54_Mar_RegM_P,C21_50_54_Mar_DFM_M,C21_50_54_Mar_DFM_F,C21_50_54_Mar_DFM_P,C21_50_54_N_mar_M,C21_50_54_N_mar_F,C21_50_54_N_mar_P,C21_50_54_Tot_M,C21_50_54_Tot_F,C21_50_54_Tot_P,C21_55_59_Mar_RegM_M,C21_55_59_Mar_RegM_F,C21_55_59_Mar_RegM_P,C21_55_59_Mar_DFM_M,C21_55_59_Mar_DFM_F,C21_55_59_Mar_DFM_P,C21_55_59_N_mar_M,C21_55_59_N_mar_F,C21_55_59_N_mar_P,C21_55_59_Tot_M,C21_55_59_Tot_F,C21_55_59_Tot_P,C21_60_64_Mar_RegM_M,C21_60_64_Mar_RegM_F,C21_60_64_Mar_RegM_P,C21_60_64_Mar_DFM_M,C21_60_64_Mar_DFM_F,C21_60_64_Mar_DFM_P,C21_60_64_N_mar_M,C21_60_64_N_mar_F,C21_60_64_N_mar_P,C21_60_64_Tot_M,C21_60_64_Tot_F,C21_60_64_Tot_P,C21_65_69_Mar_RegM_M,C21_65_69_Mar_RegM_F,C21_65_69_Mar_RegM_P,C21_65_69_Mar_DFM_M,C21_65_69_Mar_DFM_F,C21_65_69_Mar_DFM_P,C21_65_69_N_mar_M,C21_65_69_N_mar_F,C21_65_69_N_mar_P,C21_65_69_Tot_M,C21_65_69_Tot_F,C21_65_69_Tot_P,C21_70_74_Mar_RegM_M,C21_70_74_Mar_RegM_F,C21_70_74_Mar_RegM_P,C21_70_74_Mar_DFM_M,C21_70_74_Mar_DFM_F,C21_70_74_Mar_DFM_P,C21_70_74_N_mar_M,C21_70_74_N_mar_F,C21_70_74_N_mar_P,C21_70_74_Tot_M,C21_70_74_Tot_F,C21_70_74_Tot_P,C21_75_79_Mar_RegM_M,C21_75_79_Mar_RegM_F,C21_75_79_Mar_RegM_P,C21_75_79_Mar_DFM_M,C21_75_79_Mar_DFM_F,C21_75_79_Mar_DFM_P,C21_75_79_N_mar_M,C21_75_79_N_mar_F,C21_75_79_N_mar_P,C21_75_79_Tot_M,C21_75_79_Tot_F,C21_75_79_Tot_P,C21_80_84_Mar_RegM_M,C21_80_84_Mar_RegM_F,C21_80_84_Mar_RegM_P,C21_80_84_Mar_DFM_M,C21_80_84_Mar_DFM_F,C21_80_84_Mar_DFM_P,C21_80_84_N_mar_M,C21_80_84_N_mar_F,C21_80_84_N_mar_P,C21_80_84_Tot_M,C21_80_84_Tot_F,C21_80_84_Tot_P,C21_85_over_Mar_RegM_M,C21_85_over_Mar_RegM_F,C21_85_over_Mar_RegM_P,C21_85_over_Mar_DFM_M,C21_85_over_Mar_DFM_F,C21_85_over_Mar_DFM_P,C21_85_over_N_mar_M,C21_85_over_N_mar_F,C21_85_over_N_mar_P,C21_85_over_Tot_M,C21_85_over_Tot_F,C21_85_over_Tot_P,C21_Tot_Marr_reg_marr_M,C21_Tot_Marr_reg_marr_F,C21_Tot_Marr_reg_marr_P,C21_Tot_Mar_de_fa_mar_M,C21_Tot_Mar_de_fa_mar_F,C21_Tot_Mar_de_fa_mar_P,C21_Tot_N_mar_M,C21_Tot_N_mar_F,C21_Tot_N_mar_P,C21_Tot_Tot_M,C21_Tot_Tot_F,C21_Tot_Tot_P
111,2406,4032,9994,8653,18650,11797,11388,23185,1512,2423,3930,3516,4064,7581,6752,5516,12267,11784,11994,23775,4479,5789,10271,3186,2907,6093,4053,3608,7663,11722,12307,24034,6367,6952,13320,2066,1979,4044,3105,3159,6270,11539,12089,23630,6116,6464,12575,1541,1609,3146,2787,3214,5996,10442,11283,21721,6308,6706,13017,1404,1453,2854,3223,3654,6871,10931,11808,22741,6263,6513,12777,1337,1254,2594,3370,3795,7164,10970,11565,22532,6177,6464,12643,1060,1076,2131,3430,3930,7359,10661,11472,22129,6487,6498,12989,906,811,1717,3118,4199,7319,10515,11508,22024,6196,6032,12225,627,470,1093,2694,3906,6602,9509,10417,19922,5943,5344,11289,402,325,726,2173,3975,6151,8520,9649,18167,4539,3689,8230,220,195,416,1603,3450,5050,6363,7332,13694,2701,1906,4608,124,61,184,1130,2989,4117,3953,4961,8910,1718,839,2557,51,28,78,1284,3776,5061,3054,4644,7696,64983,65960,130944,18162,18812,36973,59103,67530,126633,142242,152304,294544
112,902,1540,4191,3759,7947,4894,4807,9702,655,995,1654,1341,1672,3013,3030,2788,5822,5021,5464,10489,1780,2464,4245,1599,1773,3365,2233,2312,4543,5622,6541,12162,2898,3546,6445,1408,1439,2850,1946,2076,4024,6253,7066,13311,3317,3653,6965,1213,1237,2444,1724,2307,4028,6248,7195,13439,3646,3907,7559,1233,1216,2450,2130,2742,4872,7012,7863,14875,3570,3958,7531,1081,1122,2211,2372,2826,5206,7027,7916,14942,3912,4208,8113,1089,1036,2128,2611,3232,5840,7607,8473,16080,4515,4697,9211,994,912,1907,2885,3573,6457,8391,9180,17569,4641,4595,9237,789,643,1433,2601,3454,6046,8031,8695,16720,4600,3912,8515,556,426,985,2169,3148,5324,7333,7487,14821,3318,2634,5949,293,169,464,1390,2504,3896,4996,5312,10303,2052,1456,3503,98,74,167,924,2211,3134,3074,3737,6814,1434,720,2154,60,30,85,1008,2844,3851,2505,3591,6095,40405,40889,81301,12437,12763,25201,37535,45650,83185,90386,99305,189690
113,1079,1820,3169,2809,5978,4020,4119,8143,853,1287,2139,1306,1372,2675,2261,1943,4207,4423,4601,9025,2008,2422,4426,968,942,1916,1516,1410,2927,4499,4771,9271,2479,2827,5304,607,641,1256,1154,1219,2369,4240,4691,8924,2370,2498,4876,518,514,1033,1056,1134,2189,3954,4145,8095,2480,2606,5085,480,491,971,1193,1303,2495,4149,4397,8545,2568,2769,5336,480,457,935,1226,1358,2588,4273,4590,8860,2754,2835,5583,435,397,834,1273,1368,2645,4459,4602,9059,2868,2913,5781,354,306,650,1308,1535,2846,4529,4755,9277,2653,2427,5084,233,194,429,1134,1391,2523,4023,4022,8043,2363,2116,4483,150,113,256,892,1377,2267,3408,3602,7008,1691,1403,3095,77,62,140,655,1198,1850,2428,2661,5086,1162,789,1952,44,19,64,485,1144,1622,1692,1949,3638,698,325,1019,17,7,27,474,1434,1908,1192,1768,2955,27074,27452,54524,6477,6724,13203,22224,24740,46966,55773,58918,114692
114,698,1189,2538,2084,4622,3087,2888,5976,574,904,1478,953,1058,2008,1744,1336,3079,3272,3298,6570,1462,1894,3353,866,823,1683,1189,1136,2329,3517,3846,7364,1994,2219,4211,632,679,1314,937,977,1909,3556,3879,7428,2068,2263,4328,514,538,1047,915,1050,1959,3493,3847,7339,2259,2413,4670,580,597,1177,1144,1309,2453,3983,4312,8294,2355,2699,5051,598,585,1183,1256,1483,2739,4209,4768,8976,2758,2931,5688,599,578,1180,1374,1709,3087,4731,5227,9958,3286,3556,6851,541,504,1049,1439,1863,3306,5269,5931,11198,3500,3678,7173,434,396,830,1362,1917,3276,5297,5986,11279,3820,3540,7364,359,273,636,1285,2039,3324,5466,5852,11320,2882,2280,5166,191,123,321,945,1834,2780,4027,4243,8265,1756,1193,2950,79,55,128,694,1468,2160,2527,2717,5244,1035,456,1490,44,20,65,669,1718,2387,1742,2191,3937,29810,30129,59937,6915,7008,13925,21370,25441,46810,58091,62579,120677
115,549,910,7432,6340,13770,7876,7054,14931,936,1453,2392,886,1039,1922,4075,3015,7089,5897,5507,11398,3253,4692,7944,806,808,1614,2036,1605,3646,6101,7101,13204,6595,7939,14531,659,602,1258,1322,1266,2593,8576,9806,18379,7821,8108,15924,534,565,1099,1107,1387,2496,9463,10060,19524,7587,7611,15201,599,573,1176,1100,1521,2622,9285,9710,18997,6715,6907,13616,539,553,1088,1187,1647,2835,8441,9100,17544,6301,6036,12337,429,379,807,1028,1577,2602,7761,7983,15747,5617,5383,11001,333,282,616,962,1647,2601,6904,7311,14214,4970,4587,9554,211,174,383,773,1658,2435,5951,6421,12377,4297,3672,7966,158,111,267,747,1763,2507,5199,5544,10746,3040,2219,5255,80,49,134,587,1615,2201,3707,3886,7598,1659,1031,2688,35,24,52,409,1295,1704,2109,2348,4451,945,430,1375,23,12,35,509,1474,1979,1475,1909,3390,59808,60233,120041,5680,5752,11428,32477,36250,68724,97966,102226,200195
116,1265,2133,11690,9755,21441,12831,11758,24585,2531,4488,7016,1865,2075,3938,8467,6401,14870,12862,12968,25825,7302,10488,17787,1729,1593,3320,4693,3897,8583,13724,15973,29694,12405,13503,25917,1139,1193,2334,3338,3112,6450,16882,17814,34695,11450,10514,21964,945,926,1865,2779,2914,5690,15172,14345,29523,8762,7998,16764,863,823,1684,2586,3081,5661,12210,11903,24115,7087,6811,13894,785,733,1517,2501,3216,5715,10373,10755,21130,6593,6048,12640,588,491,1084,2322,3198,5514,9498,9736,19237,5676,5156,10828,409,347,758,2070,3249,5318,8157,8754,16908,4799,4278,9077,223,191,419,1674,2956,4628,6697,7415,14115,4029,3189,7218,146,85,236,1282,2853,4137,5463,6124,11588,2463,1569,4030,72,56,131,840,2108,2954,3380,3738,7118,1310,708,2019,40,16,62,606,1552,2155,1958,2281,4232,679,281,956,9,4,13,519,1506,2017,1206,1784,2989,75367,75771,151135,9752,9921,19675,57207,60767,117978,142329,146461,288789
117,2521,4385,10381,10348,20730,12381,13133,25505,1498,2331,3831,6488,7301,13789,12995,11875,24870,20983,21509,42490,4927,5847,10775,7581,6308,13888,9596,8400,17995,22106,20551,42655,6025,6093,12117,4500,3214,7712,6089,5440,11528,16613,14749,31362,4877,4432,9307,2833,1873,4705,4241,3947,8188,11951,10255,22200,3951,3724,7675,2024,1285,3309,3614,3552,7168,9592,8568,18159,3333,3162,6495,1710,1034,2736,3593,3316,6913,8629,7512,16148,3083,2752,5842,1254,742,1989,3169,3140,6318,7511,6638,14147,2672,2408,5079,860,480,1340,2622,2946,5574,6155,5837,11990,2242,2106,4349,535,306,846,1943,2629,4569,4719,5041,9763,2056,1674,3732,375,162,539,1643,2231,3874,4072,4075,8142,1458,1093,2557,168,81,248,1054,1721,2777,2682,2897,5577,1003,624,1627,63,23,89,639,1374,2013,1710,2015,3728,674,263,937,25,9,33,556,1438,1992,1257,1715,2970,37943,36787,74729,30320,25433,55751,66336,66461,132802,134601,128680,263282
118,839,1325,5729,6002,11735,6250,6933,13183,491,899,1393,3174,4047,7220,6172,6731,12899,9838,11670,21515,2489,3449,5929,4105,3980,8081,4413,4791,9206,10997,12224,23217,4348,4923,9271,2459,2108,4569,2573,3089,5656,9378,10122,19495,4641,5086,9733,1545,1270,2816,1976,2366,4339,8166,8727,16889,4852,4842,9695,1147,979,2128,1858,2590,4449,7860,8416,16267,4406,4419,8818,947,785,1738,1827,2675,4501,7179,7877,15063,3929,3661,7592,771,579,1352,1784,2477,4266,6496,6720,13211,3336,3281,6625,523,374,900,1569,2401,3970,5432,6064,11493,2857,2718,5578,394,287,688,1327,2190,3516,4585,5195,9776,2887,2592,5485,301,214,511,1219,2382,3601,4404,5185,9590,2212,1782,3993,195,113,307,853,2089,2942,3259,3983,7241,1475,991,2468,85,42,129,645,1816,2463,2207,2851,5063,1158,445,1603,39,8,53,729,2270,3001,1931,2726,4656,39123,39182,78301,16205,15664,31864,38254,49101,87352,93576,103946,197526
119,1302,2148,19376,15711,35089,20864,18857,39721,4104,7367,11474,2689,3160,5853,16177,11075,27247,22976,21600,44576,9947,12346,22294,2940,2726,5665,9402,7168,16575,22292,22243,44530,12877,13677,26557,1984,1774,3754,6256,5559,11811,21121,21008,42126,11764,12020,23778,1314,1311,2624,4991,5168,10158,18066,18490,36561,11146,11364,22508,1216,1200,2417,4808,5674,10482,17171,18237,35406,10580,10908,21488,1047,997,2046,4883,6073,10950,16509,17974,34489,10867,10197,21072,982,812,1789,4791,6163,10952,16639,17170,33810,9899,9215,19117,725,589,1317,4297,6249,10551,14929,16060,30988,8415,7677,16089,492,320,813,3281,5430,8709,12190,13427,25612,7373,6130,13505,313,184,500,2767,4856,7627,10457,11169,21634,5525,3982,9506,157,73,231,1914,4173,6085,7593,8229,15828,3771,2377,6145,78,41,122,1397,3952,5345,5250,6370,11616,2909,1199,4108,32,23,55,1754,4998,6758,4699,6224,10912,109833,110333,220169,14847,14589,29435,102629,107355,209975,227304,232279,459581
120,1163,1958,9612,8225,17837,10670,9913,20578,1698,2698,4395,2869,3418,6289,8432,6864,15297,12997,12978,25978,5085,6372,11461,3081,2910,5990,5155,4359,9521,13319,13643,26965,6871,7053,13927,1913,1751,3666,3196,3131,6331,11978,11934,23915,6095,6172,12269,1273,1197,2474,2248,2812,5060,9619,10178,19796,5723,5891,11616,1100,1044,2145,2248,3243,5486,9080,10176,19255,5162,5440,10602,902,880,1777,2260,3223,5480,8325,9539,17862,5087,4901,9988,793,731,1528,2130,3336,5467,8005,8976,16983,4414,4176,8589,611,548,1156,1837,2989,4822,6855,7713,14566,3744,3551,7296,450,387,837,1463,2834,4297,5663,6765,12427,3348,2998,6346,313,237,557,1243,2576,3821,4909,5815,10723,2398,1854,4254,134,94,229,885,2121,3009,3427,4060,7490,1695,1074,2765,76,31,105,625,1889,2523,2393,2997,5392,1311,504,1814,30,11,38,751,2398,3154,2092,2907,5000,52901,53212,106115,14355,14441,28802,48599,56217,104814,115852,123873,239725
121,1033,1738,9813,8816,18627,10632,10072,20703,1240,2097,3339,2939,3505,6450,6620,5807,12426,10799,11415,22214,5329,7107,12434,3205,3043,6248,3985,4099,8083,12514,14246,26761,9959,11361,21317,1973,1776,3755,3025,3770,6796,14959,16903,31868,10854,11492,22342,1434,1366,2795,2588,3713,6303,14867,16574,31443,10549,10747,21302,1183,1105,2286,2496,3912,6411,14226,15772,29999,9592,9705,19297,1022,989,2011,2476,4039,6511,13087,14732,27816,8524,8214,16738,953,730,1684,2311,3800,6115,11788,12750,24532,7427,6977,14404,728,546,1278,2003,3691,5688,10154,11216,21371,6439,6133,12576,493,386,881,1576,3522,5093,8504,10046,18550,6073,5524,11599,383,256,636,1506,3586,5087,7959,9364,17319,4725,3747,8475,220,114,335,1159,3246,4403,6106,7108,13211,2994,1988,4979,134,65,197,877,2763,3636,4006,4816,8815,2152,1040,3199,57,15,76,1120,3601,4720,3336,4659,7989,85964,86362,172330,15446,14991,30439,53365,69373,122739,154773,170729,325501
122,635,1020,6223,5319,11543,6678,6094,12774,566,1010,1569,1642,2158,3801,3903,3051,6952,6105,6222,12323,2412,3358,5767,2285,2267,4550,2283,2008,4291,6976,7632,14608,4451,5446,9893,1525,1540,3065,1584,1621,3204,7562,8604,16170,5797,6215,12011,1190,1180,2374,1496,1634,3127,8483,9032,17512,6734,6900,13633,1121,1043,2159,1610,2121,3730,9465,10062,19526,6145,6394,12541,985,901,1890,1787,2337,4125,8918,9638,18554,5678,5373,11052,799,755,1550,1745,2274,4016,8226,8401,16624,4742,4501,9241,614,448,1064,1515,2179,3692,6875,7129,14006,3998,3821,7823,381,333,710,1163,2030,3191,5539,6181,11722,3689,3351,7040,296,200,499,1102,2175,3279,5088,5730,10823,3043,2591,5634,185,101,284,883,2216,3094,4106,4913,9016,2105,1367,3471,84,32,118,634,1841,2474,2821,3238,6064,1366,660,2025,31,19,53,787,2493,3280,2185,3168,5354,50788,51129,101919,11533,11637,23170,34779,40677,75456,97099,103447,200545
123,1264,2159,7745,6665,14408,8813,8340,17158,1752,3118,4871,1942,2173,4114,5013,4075,9081,8702,9367,18069,4739,6392,11129,1653,1633,3290,3108,2818,5926,9505,10842,20342,6814,7656,14478,1208,1118,2330,2369,2523,4894,10390,11298,21694,6445,6217,12664,966,998,1970,2061,2340,4400,9473,9557,19033,5969,5824,11795,940,888,1826,2108,2584,4686,9009,9296,18309,5397,5132,10526,745,771,1518,1862,2454,4316,8010,8354,16361,5130,5048,10175,627,592,1217,1766,2646,4417,7521,8282,15804,4981,4760,9740,476,398,874,1651,2551,4204,7106,7712,14818,4357,3828,8184,284,232,517,1353,2496,3844,5993,6556,12546,3690,2989,6680,195,135,331,1167,2336,3502,5049,5464,10509,2222,1606,3826,91,60,152,818,1710,2531,3132,3375,6506,1217,719,1938,46,27,77,525,1283,1803,1791,2023,3816,586,247,834,19,7,24,426,1304,1730,1030,1555,2587,53477,53957,107431,10139,10385,20527,41274,46508,87784,104890,110852,215747
124,1750,3063,8156,6906,15060,9676,9092,18766,1922,2961,4885,2591,2876,5465,5365,4489,9852,9879,10323,20204,4696,5963,10660,2217,2203,4423,3448,3231,6677,10361,11401,21761,6396,6961,13358,1570,1622,3193,2719,2876,5596,10691,11458,22148,6169,6325,12495,1316,1303,2620,2495,2758,5258,9980,10391,20371,6021,6109,12128,1246,1123,2371,2629,3124,5748,9899,10358,20253,5658,5812,11471,1083,1008,2088,2596,3269,5861,9333,10089,19420,5526,5468,10994,900,836,1734,2479,3224,5697,8905,9526,18425,5528,5593,11126,646,612,1254,2399,3379,5775,8574,9584,18155,4978,4616,9598,426,365,785,1986,3187,5169,7383,8165,15553,4553,3783,8336,293,237,530,1655,3128,4788,6506,7149,13655,2830,2079,4907,158,106,264,1125,2416,3535,4114,4594,8710,1532,979,2507,68,31,102,684,1836,2520,2287,2845,5132,836,368,1205,24,16,42,619,1862,2476,1480,2245,3723,56857,57459,114320,13943,14254,28195,48091,54743,102835,118897,126456,245353
125,1229,2080,16174,12505,28679,17635,15359,32992,4173,7408,11579,2283,2619,4906,15171,9432,24602,21632,19456,41090,10660,13692,24351,2213,2024,4232,9126,5783,14913,21998,21498,43500,14201,14234,28440,1391,1290,2679,5954,4563,10519,21548,20086,41634,11473,10394,21869,939,862,1802,4474,3942,8409,16890,15197,32082,8784,8573,17356,778,716,1494,3886,4082,7965,13445,13372,26818,7879,7699,15579,665,628,1298,3713,4288,8004,12263,12618,24874,7662,7213,14872,549,508,1055,3540,4521,8056,11750,12237,23981,7014,6318,13334,466,338,797,3052,4327,7376,10529,10981,21504,5896,5202,11100,277,219,502,2341,3763,6101,8521,9180,17705,4941,4094,9036,178,108,290,1836,3231,5063,6954,7432,14385,3618,2497,6124,105,67,174,1176,2650,3830,4903,5219,10118,2294,1404,3699,43,23,69,870,2328,3191,3207,3752,6964,1494,603,2103,27,14,42,991,2786,3775,2512,3398,5914,90713,90990,181697,10803,10707,21511,84454,79389,163846,185969,181080,367052
126,640,1116,5450,4870,10318,6015,5682,11699,957,1669,2628,1513,1804,3320,4302,3636,7937,6779,7112,13882,3741,4756,8498,1450,1289,2745,2776,2431,5208,7961,8483,16445,5447,5825,11268,741,702,1440,1832,1913,3744,8015,8443,16459,5009,5096,10112,468,443,910,1380,1616,2997,6855,7161,14018,4432,4313,8741,411,396,809,1178,1643,2820,6021,6347,12368,3849,4001,7857,371,335,705,1191,1687,2875,5413,6025,11436,3941,3800,7738,295,274,567,1215,1826,3036,5446,5899,11344,3514,3502,7014,206,159,364,1053,1811,2866,4770,5475,10243,3132,2958,6093,150,132,278,849,1750,2602,4127,4847,8970,2762,2291,5052,122,79,204,719,1501,2224,3599,3878,7475,1802,1392,3189,74,36,113,488,1263,1755,2363,2698,5058,1222,867,2089,31,11,49,380,1256,1636,1636,2137,3775,977,441,1417,14,6,22,548,1725,2270,1537,2172,3713,40868,41093,81957,6340,6347,12683,28298,33580,61875,75505,81013,156518
127,1001,1670,14361,12723,27086,15455,14950,30406,2918,5324,8243,1688,1962,3652,10868,8369,19236,15472,15658,31131,7177,9915,17090,1633,1585,3213,6400,5338,11739,15207,16837,32040,9779,11023,20802,1188,1212,2402,4631,4415,9048,15600,16653,32251,9197,9822,19023,964,1035,2006,3814,4119,7933,13980,14982,28963,9097,9438,18534,971,948,1922,3610,4455,8066,13687,14838,28531,9168,8823,17999,814,728,1543,3507,4669,8174,13490,14223,27713,9255,8234,17495,700,586,1285,3534,4640,8169,13487,13462,26950,8432,7585,16019,508,405,914,3108,4751,7863,12050,12740,24786,6915,5902,12813,286,209,495,2159,4211,6365,9365,10315,19680,5533,4266,9800,184,114,301,1737,3506,5242,7445,7886,15334,3662,2361,6020,70,53,119,1161,2715,3877,4892,5120,10015,2162,1164,3332,44,15,61,829,2406,3234,3038,3586,6630,1365,467,1834,19,12,36,827,2654,3481,2211,3141,5353,85100,85586,170680,9810,9980,19791,76043,83520,159559,170951,179079,350035
128,745,1161,5745,5059,10806,6233,5924,12158,717,1167,1883,1695,1937,3629,3493,2819,6312,5908,5920,11831,2743,3623,6365,1607,1478,3085,1813,1716,3537,6168,6820,12985,4485,5170,9655,1070,1052,2121,1314,1381,2698,6873,7600,14476,4980,5295,10277,807,809,1617,1268,1497,2760,7056,7595,14649,5340,5537,10881,786,792,1575,1489,1836,3323,7621,8161,15779,4880,5090,9967,669,600,1269,1505,1985,3489,7052,7673,14724,4674,4698,9372,560,499,1062,1531,2011,3540,6768,7209,13972,4654,4530,9188,434,360,796,1329,1968,3298,6419,6861,13276,4142,3915,8059,281,229,505,1053,1778,2836,5476,5923,11393,3735,3298,7031,205,132,337,894,1907,2808,4830,5342,10173,2792,2216,5004,95,81,180,694,1824,2524,3589,4114,7700,1666,1154,2822,47,26,78,531,1520,2048,2240,2706,4945,1196,616,1810,29,5,37,720,2074,2793,1944,2696,4644,46077,46423,92502,8722,8787,17508,30360,35855,66215,85160,91064,176223
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
