SA4_CODE_2021,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_F_a,C11_OO_DS_OD,C11_OO_DS_NS,C11_Owned_Outright_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_F_a,C11_OWM_DS_OD,C11_OWM_DS_NS,C11_Owned_with_mortgage_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_F_a,C11_R_REA_DS_OD,C11_R_REA_DS_NS,C11_R_Real_Estate_Agent_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_F_a,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS,C11_R_ST_House_Auth_Tot,C11_R_CHP_DS_Sep_house,C11_R_CHP_DS_SemiDRTHT,C11_R_CHP_DS_F_a,C11_R_CHP_DS_OD,C11_R_CHP_DS_NS,C11_R_CHP_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemDRTHT,C11_R_PNISH_DS_F_a,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS,C11_R_PNISH_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemDRTHT,C11_R_OLT_DS_F_a,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS,C11_R_Oth_Llord_Type_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemDRTHT,C11_R_LT_NS_DS_F_a,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS,C11_R_Llord_Type_NS_Tot,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemDRTHT,C11_R_Tot_DS_F_a,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS,C11_R_Tot_Tot,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_F_a,C11_OTT_DS_OD,C11_OTT_DS_NS,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_F_a,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS,C11_TT_NS_Tot,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_F_a,C11_Tot_DS_OD,C11_Tot_DS_NS,C11_Tot_Tot,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_F_a,C16_OO_DS_OD,C16_OO_DS_NS,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_F_a,C16_OWM_DS_OD,C16_OWM_DS_NS,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_F_a,C16_R_REA_DS_OD,C16_R_REA_DS_NS,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_F_a,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS,C16_R_STHA_Tot,C16_R_CHP_DS_Sep_house,C16_R_CHP_DS_SemiDRTHT,C16_R_CHP_DS_F_a,C16_R_CHP_DS_OD,C16_R_CHP_DS_NS,C16_R_CHP_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemDRTHT,C16_R_PNISH_DS_F_a,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS,C16_R_PNISH_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemDRTHT,C16_R_OLT_DS_F_a,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemDRTHT,C16_R_LT_NS_DS_F_a,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS,C16_R_LT_NS_Tot,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_F_a,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS,C16_R_Tot_Tot,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT,C16_OTT_DS_F_a,C16_OTT_DS_OD,C16_OTT_DS_NS,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_F_a,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS,C16_TT_NS_Tot,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_F_a,C16_Tot_DS_OD,C16_Tot_DS_NS,C16_Tot_Tot,C21_OO_DS_Sep_house,C21_OO_DS_SemiDRTHT,C21_OO_DS_F_a,C21_OO_DS_OD,C21_OO_DS_NS,C21_OO_Tot,C21_OWM_DS_Sep_house,C21_OWM_DS_SemiDRTHT,C21_OWM_DS_F_a,C21_OWM_DS_OD,C21_OWM_DS_NS,C21_OWM_Tot,C21_R_REA_DS_Sep_house,C21_R_REA_DS_SemiDRTHT,C21_R_REA_DS_F_a,C21_R_REA_DS_OD,C21_R_REA_DS_NS,C21_R_REA_Tot,C21_R_STHA_DS_Sep_house,C21_R_STHA_DS_SemiDRTHT,C21_R_STHA_DS_F_a,C21_R_STHA_DS_OD,C21_R_STHA_DS_NS,C21_R_STHA_Tot,C21_R_CHP_DS_Sep_house,C21_R_CHP_DS_SemiDRTHT,C21_R_CHP_DS_F_a,C21_R_CHP_DS_OD,C21_R_CHP_DS_NS,C21_R_CHP_Tot,C21_R_PNISH_DS_Sep_house,C21_R_PNISH_DS_SemDRTHT,C21_R_PNISH_DS_F_a,C21_R_PNISH_DS_OD,C21_R_PNISH_DS_NS,C21_R_PNISH_Tot,C21_R_OLT_DS_Sep_house,C21_R_OLT_DS_SemDRTHT,C21_R_OLT_DS_F_a,C21_R_OLT_DS_OD,C21_R_OLT_DS_NS,C21_R_OLT_Tot,C21_R_LT_NS_DS_Sep_house,C21_R_LT_NS_DS_SemDRTHT,C21_R_LT_NS_DS_F_a,C21_R_LT_NS_DS_OD,C21_R_LT_NS_DS_NS,C21_R_LT_NS_Tot,C21_R_Tot_DS_Sep_house,C21_R_Tot_DS_SemiDRTHT,C21_R_Tot_DS_F_a,C21_R_Tot_DS_OD,C21_R_Tot_DS_NS,C21_R_Tot_Tot,C21_OTT_DS_Sep_house,C21_OTT_DS_SemiDRTHT
111,40772,3223,1711,465,21,46192,41106,1791,1273,59,22,44258,11319,3099,4157,124,33,18734,2783,1718,2259,5,5,6767,252,194,257,0,0,707,5250,976,1130,66,23,7440,558,172,82,168,3,986,101,27,56,0,0,187,20263,6191,7944,361,68,34829,1147,401,363,35,3,1950,4325,822,1232,215,6,6605,107609,12428,12531,1137,125,133832,40464,4534,1452,412,66,46923,42216,2401,1090,62,58,45830,12915,4575,4040,154,119,21808,2513,2047,1895,10,18,6491,204,307,212,4,12,743,4900,1088,894,51,59,6991,448,144,95,141,17,844,89,44,50,4,0,181,21077,8211,7181,357,218,37049,1207,583,253,26,20,2090,4602,1137,1149,308,93,7289,109570,16866,11129,1159,459,139182,43707,4799,2148,307,46,51004,46368,3103,1670,43,26,51208,16274,5794,5441,182,73,27765,2490,1950,1759,3,15,6210,412,470,466,6,6,1358,5406,1101,973,51,36,7570,660,181,133,78,30,1079,133,46,50,0,0,221,25373,9535,8823,327,156,44207,1359,1068
112,28118,3502,1868,2054,31,35571,22583,2033,965,167,17,25771,6536,2793,3213,75,11,12634,1042,630,704,3,0,2389,286,150,162,5,0,594,4881,1127,1049,173,25,7253,494,107,131,565,4,1302,86,39,46,8,0,174,13327,4847,5306,831,40,24347,1337,280,305,111,3,2029,3245,772,877,861,8,5763,68602,11436,9322,4021,108,93480,28437,4032,1745,2488,325,37033,22870,2175,747,219,128,26142,6773,3381,2771,91,73,13088,901,880,463,0,5,2249,225,260,109,5,4,598,4770,1154,786,187,93,6991,405,110,73,483,32,1104,95,41,30,11,0,182,13169,5826,4225,773,209,24206,1349,402,158,106,83,2088,6021,1394,1152,1309,172,10055,71848,13832,8033,4890,920,99521,32277,4765,2164,1622,169,40996,25205,2811,1056,96,35,29202,7152,3776,2687,81,42,13743,900,847,368,0,4,2115,302,405,183,6,4,900,5251,1313,853,170,62,7659,677,240,154,488,81,1638,105,61,25,7,3,211,14391,6636,4277,760,198,26260,1548,522
113,18726,427,538,244,9,19941,16681,233,300,59,10,17282,4625,682,1860,55,16,7234,1800,100,235,4,3,2142,136,46,111,0,3,297,2834,151,353,50,6,3400,839,39,104,119,0,1100,83,13,28,4,0,123,10313,1032,2695,228,31,14306,1384,85,132,39,5,1645,2519,167,444,160,19,3315,49619,1949,4106,731,79,56482,18713,425,400,247,106,19891,16511,148,214,77,72,17027,5467,789,2103,84,44,8485,1508,80,286,4,5,1879,92,72,114,0,5,282,2959,144,300,39,31,3472,719,42,94,90,15,958,100,13,30,0,0,135,10842,1136,2926,217,95,15219,1271,128,89,34,20,1551,4255,248,619,261,42,5427,51595,2089,4257,830,341,59106,20475,480,430,185,69,21643,17955,208,202,64,35,18459,6434,1111,2349,92,20,10011,1496,103,241,0,3,1840,158,121,135,0,0,413,3240,228,298,41,27,3825,993,69,110,121,35,1326,81,24,32,5,3,142,12406,1659,3148,259,94,17555,1393,214
114,21010,906,363,533,27,22844,15209,395,128,37,10,15782,4937,876,584,32,4,6432,1040,277,282,3,0,1597,238,86,94,0,0,416,2133,183,155,40,3,2519,491,23,28,132,8,676,44,16,3,6,0,74,8880,1464,1144,214,21,11718,862,126,81,28,14,1105,2538,264,192,130,5,3135,48498,3157,1907,938,83,54582,22535,1093,230,813,166,24842,15711,295,106,57,66,16232,5311,1147,498,30,35,7026,999,394,146,0,7,1539,202,134,40,0,8,384,2188,206,112,35,26,2572,455,13,4,143,21,648,66,13,9,4,0,92,9226,1912,815,210,91,12252,930,183,46,38,46,1236,3624,442,203,313,64,4644,52032,3918,1398,1432,430,59210,26282,1440,277,743,122,28863,17821,445,139,51,27,18480,6551,1418,544,39,12,8562,697,258,69,0,4,1027,607,329,113,0,0,1055,2568,227,96,36,8,2937,615,54,25,143,36,870,50,30,10,4,4,91,11094,2319,848,221,66,14548,903,510
115,21212,1517,594,140,9,23476,28262,2160,595,18,18,31056,3995,1141,727,13,0,5876,51,95,0,0,0,151,35,103,53,0,5,186,1387,239,132,21,0,1776,196,103,12,83,4,394,24,9,5,0,0,39,5680,1695,914,118,15,8430,836,367,178,20,14,1414,1914,265,216,39,0,2427,57909,6006,2499,328,51,66794,22074,1761,763,123,63,24784,28252,2641,635,38,68,31632,5034,1657,1164,14,37,7912,46,78,11,0,0,135,35,99,114,0,5,247,1285,229,158,9,28,1709,179,72,8,85,14,356,27,8,5,0,0,36,6598,2135,1465,110,80,10386,752,460,448,18,22,1698,2408,349,280,98,83,3217,60087,7342,3594,388,311,71717,24427,1639,1333,98,38,27536,33604,2479,1455,19,54,37594,7728,1842,2632,14,37,12246,52,85,25,0,7,169,35,56,147,0,6,245,1693,223,282,8,17,2227,278,49,36,59,8,430,35,11,25,0,3,73,9820,2270,3147,78,69,15391,828,517
116,20534,1117,233,119,29,22030,36201,4233,826,22,14,41289,9499,2630,2006,58,13,14209,5025,1677,1026,0,0,7729,195,92,142,0,0,433,3069,532,246,29,7,3886,401,60,36,132,3,620,91,27,19,0,0,140,18282,5021,3476,216,29,27022,772,154,65,13,5,1006,3586,619,523,59,4,4795,79376,11143,5129,428,67,96145,20447,2090,256,136,27,22953,34750,6998,961,61,76,42850,12545,3851,2584,90,101,19169,4430,1902,906,5,10,7251,185,155,65,0,0,405,2876,625,246,38,47,3832,375,92,37,52,5,560,106,34,16,3,0,164,20517,6662,3848,183,164,31381,809,184,77,9,9,1095,5179,1077,645,152,77,7132,81704,17009,5789,548,354,105407,22901,1509,404,10,9,24837,44849,5576,2169,29,91,52712,19856,4393,4483,52,63,28845,4499,1776,887,0,8,7167,359,256,184,0,0,805,3613,481,425,6,19,4548,672,108,72,0,8,858,150,52,37,0,3,243,29155,7062,6096,55,96,42469,843,365
117,6515,5179,7803,71,20,19589,5294,7651,15251,57,67,28314,2252,6020,29902,270,126,38574,412,1921,5440,10,252,8034,105,230,692,0,5,1029,813,1971,5429,156,53,8414,50,108,502,21,10,690,9,58,189,4,5,267,3647,10309,42155,463,441,57016,264,350,969,10,30,1624,1091,2288,10385,601,70,14435,16814,25778,76553,1198,627,120978,5640,5897,9587,101,68,21297,4452,8213,15636,94,93,28487,1649,6875,39272,529,248,48577,237,2034,5895,0,17,8183,62,163,1186,11,11,1442,557,1969,6771,178,104,9580,27,106,907,23,20,1090,3,39,199,0,0,249,2539,11189,54236,739,406,69110,188,375,1413,26,23,2022,994,2586,12215,890,362,17044,13818,28260,93088,1846,952,137968,5864,6400,11435,105,38,23852,5057,8426,18618,106,41,32245,2243,8300,54236,760,275,65812,204,2106,5230,8,21,7564,89,205,1566,21,20,1906,628,1952,6430,209,86,9296,63,173,1165,41,49,1497,16,46,236,0,0,298,3239,12777,68864,1035,461,86372,189,340
118,12266,5818,9397,57,27,27574,7793,5683,9501,40,38,23052,2232,3418,22325,202,70,28248,239,498,2629,0,5,3373,55,59,308,0,0,419,894,1177,5251,80,24,7418,88,155,304,15,9,573,13,14,134,0,0,160,3522,5321,30955,292,99,40191,366,297,990,9,3,1667,1724,1523,7349,97,14,10706,25668,18641,58193,504,184,103181,11294,6323,9827,159,91,27687,7352,6473,9340,129,94,23387,1753,3391,25721,457,96,31413,110,516,2723,4,4,3350,39,50,370,0,0,461,651,959,5114,148,53,6928,58,126,398,7,3,598,11,5,133,0,0,147,2623,5053,34456,615,165,42904,353,285,1094,22,30,1785,1269,1520,8129,139,109,11163,22884,19653,62855,1055,479,106929,11578,6485,10699,190,20,28979,8021,6655,9852,137,18,24679,2143,3911,29314,590,57,36015,97,518,2588,0,5,3210,40,81,506,4,5,633,722,890,4581,129,23,6353,120,149,329,20,23,645,21,16,129,5,0,177,3148,5567,37448,742,120,47025,326,244
119,46070,6020,7276,147,52,59558,34216,7886,12856,91,75,55110,9116,3752,18864,390,102,32215,3019,1956,3898,0,9,8877,245,312,451,0,0,1007,3393,1013,2891,121,33,7451,528,187,387,72,8,1183,108,41,156,3,0,313,16413,7255,26650,589,149,51051,1441,388,747,29,9,2609,5604,1531,5082,195,18,12437,103738,23076,52609,1043,293,180769,43300,6946,7436,168,79,57922,32944,9433,12431,133,129,55075,10062,5056,26095,496,207,41914,2578,2387,4175,3,10,9155,207,338,507,0,9,1050,3421,1083,3293,144,81,8026,559,212,432,47,14,1267,87,38,130,7,3,264,16910,9113,34632,699,324,61683,1456,466,949,36,26,2935,5962,1961,5692,209,168,13990,100576,27918,61144,1252,719,191602,43555,7402,8790,162,24,59935,34750,9912,15832,139,54,60690,12859,5941,32690,549,174,52219,2426,2296,4099,3,13,8833,357,679,1141,11,9,2188,4104,1219,3695,152,57,9226,868,295,656,49,29,1895,116,61,204,8,5,394,20731,10488,42485,768,286,74761,1504,514
120,19344,4074,5492,72,23,28999,14315,5799,9569,87,20,29791,4571,3858,16609,295,70,25399,267,598,1638,0,0,2507,142,113,400,3,0,658,1476,961,2550,170,23,5181,122,145,300,26,3,603,25,21,93,3,0,146,6605,5698,21588,495,101,34488,631,192,500,25,10,1359,2217,1011,3935,136,15,7316,43116,16770,41089,819,164,101953,16922,6161,6624,119,79,29914,11923,7527,10162,200,89,29901,3704,4293,22323,524,197,31041,213,697,1666,0,12,2593,72,74,385,4,16,546,1049,923,3243,157,80,5454,77,135,390,17,19,642,11,26,108,0,5,151,5130,6144,28119,702,337,40421,500,289,723,33,31,1572,1808,1408,5252,214,251,8928,36280,21527,50876,1265,784,110740,18646,5450,7974,126,21,32217,13698,6484,12714,150,24,33071,4801,4414,29102,637,141,39098,174,538,1717,0,4,2440,112,94,699,3,6,920,1298,866,3202,138,30,5538,171,140,625,28,24,990,28,16,139,3,0,185,6578,6091,35483,808,208,49168,501,256
121,33892,3822,11057,53,41,48876,29361,3460,12146,41,42,45050,5861,2546,21862,104,54,30423,195,309,1066,0,0,1573,78,71,422,0,10,571,2104,695,4163,58,24,7051,139,49,255,11,26,476,27,19,100,0,0,142,8405,3680,27863,175,110,40234,885,236,1171,10,19,2327,2488,672,4867,85,15,8136,75039,11866,57111,369,232,144622,32187,4469,12493,31,81,49260,29789,3674,13348,21,52,46880,5747,2357,27665,133,105,36008,102,269,1122,0,0,1500,62,47,437,0,7,556,1785,630,4279,51,45,6789,134,48,310,6,30,528,22,12,86,0,3,118,7851,3363,33902,192,193,45501,858,194,1399,18,29,2489,2600,786,5549,82,90,9106,73283,12481,66693,343,439,153240,32967,4405,14724,57,26,52175,30634,3697,15778,71,25,50197,6802,2651,34818,210,87,44574,105,191,917,0,9,1224,88,150,781,3,6,1031,1864,563,4267,56,24,6776,179,49,424,15,19,684,32,14,139,5,0,186,9072,3622,41340,289,149,54476,835,285
122,21915,2349,5535,109,9,29913,21916,2046,6852,40,9,30857,3838,1163,9241,99,23,14357,224,217,618,0,0,1057,44,76,357,0,0,478,1868,518,2394,57,15,4854,142,105,141,20,4,408,27,25,64,0,0,122,6143,2106,12817,180,44,21278,696,317,704,15,4,1742,1897,464,2297,93,3,4743,52559,7276,28203,428,71,88532,21429,2839,6076,154,59,30557,22247,2052,6936,51,56,31337,3736,1101,10641,103,99,15683,179,357,456,0,0,998,37,145,243,0,0,427,1509,417,2203,67,71,4271,82,96,101,41,6,326,8,22,51,0,0,83,5560,2133,13706,212,180,21790,562,553,882,27,16,2045,2262,711,2711,257,75,6024,52051,8286,30306,709,387,91739,22839,2964,7169,95,35,33106,23524,2100,7379,61,26,33102,4664,1263,12511,158,54,18650,177,343,399,0,0,918,112,258,291,0,0,667,1911,392,2378,40,34,4758,149,117,164,24,10,463,52,28,75,0,0,160,7070,2397,15824,230,100,25613,520,764
123,17381,1414,339,137,9,19291,32226,2446,326,76,13,35092,6771,1915,689,32,3,9408,3290,1740,370,0,3,5414,162,120,79,0,4,362,2203,398,141,17,0,2767,231,21,20,45,0,324,55,15,14,0,0,88,12717,4216,1318,101,10,18363,634,202,156,18,0,1010,2983,678,255,48,3,3973,65941,8963,2399,382,40,77727,19027,1659,361,82,40,21167,33512,2465,363,40,41,36425,9010,2596,1150,42,48,12851,2866,2030,203,0,4,5100,147,143,41,0,0,327,2070,396,93,19,15,2593,235,35,25,63,6,367,77,18,6,6,0,104,14410,5223,1508,125,77,21346,707,393,158,14,93,1364,3774,1193,330,86,46,5416,71436,10927,2723,345,294,85718,21193,1753,510,70,25,23547,38800,2711,777,7,31,42337,13236,2777,1818,45,37,17907,2910,1859,259,0,3,5022,274,306,116,0,6,702,2490,370,188,7,15,3069,370,55,37,47,4,515,80,32,13,0,0,128,19352,5399,2433,102,61,27351,831,657
124,26902,1820,633,144,19,29520,38740,2282,1045,36,9,42108,9340,3045,2258,70,8,14718,1803,981,674,0,0,3458,220,207,128,0,7,560,3374,572,362,53,7,4367,486,89,43,19,0,639,77,36,21,0,0,135,15298,4930,3480,144,25,23877,949,202,107,16,37,1304,3940,635,575,174,33,5361,85822,9873,5840,518,122,102176,28582,1931,401,143,61,31118,38740,2344,577,38,84,41773,11961,3789,2473,75,125,18430,1681,1199,589,6,3,3480,189,236,164,5,6,600,3209,528,241,17,54,4051,356,75,29,19,14,490,64,25,14,0,5,112,17465,5865,3517,122,206,27168,955,254,80,10,12,1310,4987,1196,807,165,69,7224,90716,11591,5386,478,429,108598,31373,2043,740,122,41,34327,41226,3314,1337,13,26,45914,16004,4390,4250,65,60,24766,1485,1131,540,0,3,3165,429,521,469,10,3,1429,3435,507,380,18,29,4360,474,61,51,16,17,617,94,34,33,0,4,168,21919,6648,5726,106,110,34511,1084,283
125,29421,2956,3332,36,26,35773,27289,6175,8557,45,50,42117,8006,3534,15812,95,65,27521,2880,1922,3449,13,22,8283,227,301,565,0,3,1094,3164,817,1997,52,25,6050,513,291,309,17,13,1141,121,38,122,3,0,284,14903,6908,22256,179,123,44372,1102,268,668,13,8,2057,4140,1132,3911,119,12,9313,76853,17439,38720,397,222,133634,27745,3491,3816,80,52,35183,25635,7600,9115,131,111,42597,9318,5230,22267,278,205,37303,2471,2477,3390,14,9,8358,147,412,577,4,5,1143,3182,1026,2512,76,70,6873,656,395,286,13,16,1367,86,47,106,0,3,247,15864,9593,29144,386,307,55291,1082,350,939,9,34,2404,4379,1664,4990,163,189,11382,74707,22698,47999,768,694,146858,27360,3654,5063,45,23,36144,26407,7796,13862,73,66,48194,12134,6173,33165,204,225,51904,2342,2551,3280,0,24,8201,254,545,1309,0,6,2110,3638,1014,3073,67,66,7866,1036,399,682,23,36,2174,154,64,214,4,5,442,19565,10754,41723,303,359,72698,1106,387
126,16214,2059,2279,63,3,20620,12829,2241,3387,14,7,18478,2888,1610,6953,46,10,11508,290,489,1040,0,4,1816,66,90,283,0,0,441,1089,381,997,31,0,2495,89,132,97,11,0,326,19,11,34,0,0,62,4433,2705,9409,90,15,16654,448,164,398,8,3,1029,1213,305,1044,22,0,2582,35144,7483,16521,193,26,59363,15447,2437,2424,44,47,20390,12860,2620,3893,20,43,19436,3111,2253,9442,75,64,14943,242,613,834,0,0,1683,35,140,182,0,13,364,1101,426,1263,18,21,2825,94,125,92,8,4,330,16,17,31,0,0,68,4605,3565,11847,106,101,20223,503,225,399,9,28,1161,1359,553,1328,22,64,3324,34773,9398,19885,195,284,64540,15642,2552,3228,9,13,21447,13259,2822,6584,17,16,22700,3741,2654,15726,78,42,22244,208,515,560,0,0,1277,131,238,484,0,20,880,1226,417,1588,11,25,3272,145,81,199,6,23,462,33,24,65,0,0,125,5490,3926,18632,102,108,28256,433,225
127,27162,2281,1286,122,23,30878,32957,4506,2489,16,24,39995,8446,2774,5038,52,22,16327,3487,1995,1806,0,5,7293,244,212,200,0,0,658,3075,574,558,22,13,4241,1147,152,154,49,3,1507,126,34,57,4,0,223,16532,5744,7808,127,42,30242,1116,208,171,4,6,1513,4985,1033,1742,39,6,7803,82750,13771,13491,309,107,110429,29317,1736,1524,128,51,32754,35456,3751,2200,112,92,41621,11378,3308,6813,144,142,21780,3048,2508,1868,15,31,7463,192,236,250,3,7,688,3110,553,679,36,49,4426,1118,179,182,54,27,1562,115,30,73,3,0,225,18964,6813,9866,254,249,36141,1211,250,230,14,15,1719,5937,1242,2355,136,196,9854,90880,13787,16173,649,597,122084,31989,2033,2009,102,38,36178,42434,4388,3065,9,106,50007,18322,4303,9464,52,148,32299,3036,2405,1873,0,19,7333,440,524,698,0,10,1668,4213,630,1020,16,39,5920,1798,230,348,42,27,2454,198,52,105,0,3,358,28011,8147,13506,114,247,50028,1380,368
128,22200,3095,2998,97,3,28393,22433,2679,4208,20,3,29348,2763,1345,5825,70,3,10006,319,471,871,0,0,1663,90,92,161,0,0,340,1070,291,1012,37,3,2424,105,189,48,80,0,430,26,7,25,3,0,59,4374,2401,7942,187,8,14920,439,146,345,5,0,935,1533,487,1441,57,0,3514,50982,8814,16934,366,15,77122,21241,3753,3429,98,31,28550,22076,3311,4057,29,50,29531,2768,1624,6419,105,41,10949,249,602,728,0,7,1589,50,86,137,0,4,282,804,337,887,27,20,2077,66,147,33,85,8,339,20,7,25,0,0,59,3959,2809,8229,219,71,15289,404,153,436,8,6,1002,1653,697,1587,81,53,4070,49343,10725,17740,436,207,78449,21989,4089,4228,73,28,30396,22954,3862,5404,21,19,32264,3388,2040,8219,99,36,13774,212,639,673,0,0,1529,91,155,227,0,0,481,1059,339,992,44,11,2445,121,141,54,44,11,364,22,10,36,4,0,70,4888,3333,10196,191,55,18665,394,173
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
