SA4_CODE_2021,C21_SH_Tot_NPGH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPGH_2,C21_SDRTHT_0b_s_a_b_NPGH_3,C21_SDRTHT_0b_s_a_b_NPGH_4,C21_SDRTHT_0b_s_a_b_NPGH_5,C21_SDRTHT_0b_s_a_b_NPGH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPGH_2,C21_SDRTHT_1b_NPGH_3,C21_SDRTHT_1b_NPGH_4,C21_SDRTHT_1b_NPGH_5,C21_SDRTHT_1b_NPGH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPGH_2,C21_SDRTHT_2b_NPGH_3,C21_SDRTHT_2b_NPGH_4,C21_SDRTHT_2b_NPGH_5,C21_SDRTHT_2b_NPGH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPGH_2,C21_SDRTHT_3b_NPGH_3,C21_SDRTHT_3b_NPGH_4,C21_SDRTHT_3b_NPGH_5,C21_SDRTHT_3b_NPGH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPGH_2,C21_SDRTHT_4mb_NPGH_3,C21_SDRTHT_4mb_NPGH_4,C21_SDRTHT_4mb_NPGH_5,C21_SDRTHT_4mb_NPGH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPGH_2,C21_SDRTHT_NB_NS_NPGH_3,C21_SDRTHT_NB_NS_NPGH_4,C21_SDRTHT_NB_NS_NPGH_5,C21_SDRTHT_NB_NS_NPGH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPGH_2,C21_SDRTHT_Tot_NPGH_3,C21_SDRTHT_Tot_NPGH_4,C21_SDRTHT_Tot_NPGH_5,C21_SDRTHT_Tot_NPGH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPGH_2,C21_F_a_0b_s_a_b_NPGH_3,C21_F_a_0b_s_a_b_NPGH_4,C21_F_a_0b_s_a_b_NPGH_5,C21_F_a_0b_s_a_b_NPGH_6_mor,C21_F_a_0b_s_a_b_Tot,C21_F_a_1b_NPGH_2,C21_F_a_1b_NPGH_3,C21_F_a_1b_NPGH_4,C21_F_a_1b_NPGH_5,C21_F_a_1b_NPGH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPGH_2,C21_F_a_2b_NPGH_3,C21_F_a_2b_NPGH_4,C21_F_a_2b_NPGH_5,C21_F_a_2b_NPGH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPGH_2,C21_F_a_3b_NPGH_3,C21_F_a_3b_NPGH_4,C21_F_a_3b_NPGH_5,C21_F_a_3b_NPGH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPGH_2,C21_F_a_4mb_NPGH_3,C21_F_a_4mb_NPGH_4,C21_F_a_4mb_NPGH_5,C21_F_a_4mb_NPGH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPGH_2,C21_F_a_NB_NS_NPGH_3,C21_F_a_NB_NS_NPGH_4,C21_F_a_NB_NS_NPGH_5,C21_F_a_NB_NS_NPGH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPGH_2,C21_F_a_Tot_NPGH_3,C21_F_a_Tot_NPGH_4,C21_F_a_Tot_NPGH_5,C21_F_a_Tot_NPGH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPGH_2,C21_OD_0b_s_a_b_NPGH_3,C21_OD_0b_s_a_b_NPGH_4,C21_OD_0b_s_a_b_NPGH_5,C21_OD_0b_s_a_b_NPGH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPGH_2,C21_OD_1b_NPGH_3,C21_OD_1b_NPGH_4,C21_OD_1b_NPGH_5,C21_OD_1b_NPGH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPGH_2,C21_OD_2b_NPGH_3,C21_OD_2b_NPGH_4,C21_OD_2b_NPGH_5,C21_OD_2b_NPGH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPGH_2,C21_OD_3b_NPGH_3,C21_OD_3b_NPGH_4,C21_OD_3b_NPGH_5,C21_OD_3b_NPGH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPGH_2,C21_OD_4mb_NPGH_3,C21_OD_4mb_NPGH_4,C21_OD_4mb_NPGH_5,C21_OD_4mb_NPGH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPGH_2,C21_OD_NB_NS_NPGH_3,C21_OD_NB_NS_NPGH_4,C21_OD_NB_NS_NPGH_5,C21_OD_NB_NS_NPGH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPGH_2,C21_OD_Tot_NPGH_3,C21_OD_Tot_NPGH_4,C21_OD_Tot_NPGH_5,C21_OD_Tot_NPGH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPGH_2,C21_DS_NS_NPGH_3,C21_DS_NS_NPGH_4,C21_DS_NS_NPGH_5,C21_DS_NS_NPGH_6_mor,C21_DS_NS_Tot,C21_Tot_NPGH_2,C21_Tot_NPGH_3,C21_Tot_NPGH_4,C21_Tot_NPGH_5,C21_Tot_NPGH_6_mor,C21_Tot_Tot
111,62,4397,3,0,0,0,0,3,17,0,0,0,0,19,440,30,0,0,0,469,302,330,40,6,0,680,20,30,42,20,3,120,13,0,0,0,0,15,797,396,83,21,8,1310,3,0,0,0,0,3,45,0,0,0,0,46,529,24,0,0,0,551,99,110,5,3,0,220,9,6,10,3,4,33,18,0,0,0,0,16,697,138,16,6,3,867,5,0,0,0,0,5,8,0,0,0,0,8,27,0,0,0,0,31,3,0,0,0,0,3,3,0,0,0,0,6,3,0,0,0,0,3,47,6,0,0,0,56,7,5,0,0,0,13,4351,1528,515,178,78,6640
112,36,3093,0,0,0,0,0,0,4,0,0,0,0,8,259,12,0,0,0,268,287,96,15,3,0,404,22,13,14,5,3,54,21,3,0,0,0,24,595,124,32,6,5,764,0,0,0,0,0,0,14,0,0,0,0,19,262,6,0,0,0,270,66,22,4,3,0,94,7,3,4,0,0,12,11,0,0,0,0,10,350,43,15,0,0,407,0,0,0,0,0,0,13,0,0,0,0,10,43,0,0,0,0,43,8,7,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,64,3,0,4,0,70,19,0,0,0,0,18,3271,716,242,89,43,4357
113,27,1433,0,0,0,0,0,0,3,0,0,0,0,3,53,3,0,0,0,52,20,11,0,0,0,36,0,0,0,0,0,0,5,0,0,0,0,5,86,17,0,0,0,100,3,0,0,0,0,3,10,5,0,0,0,8,128,19,0,0,0,147,7,11,5,0,0,28,0,4,0,0,0,4,5,0,0,0,0,8,151,33,9,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,17,3,0,0,0,0,3,0,3,0,0,3,6,4,0,0,0,0,3,19,11,0,0,0,32,8,0,0,0,0,8,1283,300,110,48,34,1772
114,10,1348,0,0,0,0,0,0,5,0,0,0,0,5,83,0,0,0,0,87,47,8,0,0,0,56,3,3,0,0,0,10,0,0,0,0,0,0,138,12,3,0,0,157,0,0,0,0,0,0,3,0,0,0,0,8,20,0,0,0,0,25,10,0,0,0,0,12,7,0,0,0,0,8,4,0,0,0,0,4,51,4,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,29,0,0,0,0,29,3,0,0,0,0,8,1334,163,61,22,11,1599
115,17,798,0,0,0,0,0,0,4,0,0,0,0,4,25,0,0,0,0,25,36,11,5,0,0,52,15,7,0,3,0,25,0,0,0,0,0,3,74,15,9,4,0,106,0,0,0,0,0,0,9,0,0,0,0,9,130,8,16,0,0,156,27,10,9,0,0,45,6,0,3,5,0,10,0,0,0,0,0,0,168,17,18,4,3,216,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,3,800,177,86,45,15,1127
116,50,2329,0,0,0,0,0,0,0,0,5,0,0,3,83,13,3,0,0,92,149,49,15,11,0,230,34,17,26,15,6,95,4,0,0,0,0,7,272,83,46,22,7,436,6,0,0,0,0,6,19,0,0,0,0,19,284,53,11,3,0,348,53,25,5,12,3,102,4,0,7,0,0,12,10,4,0,0,0,13,371,86,25,20,12,505,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,2205,607,274,126,64,3277
117,39,1010,3,0,0,0,0,5,49,4,4,0,0,56,794,61,7,5,0,868,515,1026,134,10,6,1685,125,218,581,166,53,1147,10,13,8,3,4,31,1507,1332,723,182,60,3795,89,10,0,0,0,103,842,45,7,5,4,906,5896,751,326,109,46,7137,568,1112,217,71,42,2015,37,47,80,27,9,208,112,41,25,11,10,196,7548,2009,665,226,113,10562,4,0,0,0,0,4,18,0,0,0,0,20,90,4,0,0,0,100,20,57,6,4,0,83,3,11,16,9,0,39,4,6,0,0,0,9,140,83,20,13,0,251,32,5,8,0,0,43,9604,3746,1625,484,208,15664
118,42,687,0,0,0,0,0,0,7,0,0,0,0,12,180,17,5,0,0,200,183,264,27,7,0,474,42,70,145,42,13,310,11,3,3,0,0,21,421,357,176,51,9,1018,27,0,0,0,0,27,157,7,4,0,0,164,3925,223,23,0,0,4173,425,1021,92,8,0,1559,39,41,74,18,7,186,59,16,10,0,0,83,4628,1310,206,34,12,6194,0,0,0,0,0,0,7,0,0,0,0,7,65,5,0,0,0,64,9,33,0,0,0,49,0,3,7,6,0,11,6,0,0,0,0,6,82,44,13,6,0,136,9,5,0,0,0,18,5445,1883,513,144,65,8049
119,147,2463,0,0,0,0,0,4,7,0,0,0,0,9,183,21,9,0,0,212,194,67,15,7,8,291,74,36,34,12,17,161,8,9,0,0,4,18,462,125,52,22,27,695,16,5,0,0,0,19,193,18,3,0,0,211,2636,700,293,74,16,3716,278,326,153,73,30,856,28,30,43,13,13,122,84,39,26,0,3,150,3225,1112,519,164,66,5086,0,0,0,0,0,0,6,0,0,0,0,6,43,5,0,0,0,51,15,10,0,0,0,26,7,0,3,3,0,18,4,0,0,0,0,4,78,20,9,3,3,105,27,16,8,0,0,51,5232,1727,874,331,239,8398
120,73,1280,6,0,0,0,0,6,20,0,0,0,0,18,261,26,5,6,0,298,148,159,24,4,6,342,30,37,71,11,11,162,11,3,0,0,0,12,474,227,94,27,15,839,27,5,0,0,0,32,242,10,6,0,0,256,2725,555,274,85,17,3656,318,464,153,66,23,1013,20,19,31,14,8,90,55,26,13,6,3,100,3387,1078,476,163,52,5149,3,0,0,0,0,3,6,0,0,0,0,6,59,10,0,0,0,74,20,23,5,0,0,44,4,3,10,0,0,16,0,5,0,0,0,3,91,40,15,4,0,154,16,3,5,0,0,26,4576,1651,778,291,146,7442
121,26,992,0,0,0,0,0,0,8,0,4,0,0,3,69,6,0,0,0,75,99,67,8,0,0,177,13,17,21,0,0,49,0,0,0,0,0,4,194,90,31,0,4,319,14,0,0,0,0,13,204,7,0,0,0,214,2197,167,46,5,3,2411,278,375,38,5,0,700,16,10,11,7,4,54,32,8,3,0,0,48,2744,567,104,17,6,3445,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,31,7,5,5,0,0,11,3583,856,238,79,35,4799
122,24,927,3,0,0,0,0,3,10,0,0,0,0,10,52,0,0,0,0,59,46,39,0,0,0,85,6,4,11,3,3,34,0,0,0,0,0,0,115,50,18,10,8,189,9,0,0,0,0,9,77,0,0,0,0,80,1230,91,19,4,0,1343,96,210,17,3,0,329,8,3,16,6,0,34,25,5,0,0,0,24,1451,308,52,11,0,1828,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,12,3,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,4,30,7,3,0,0,0,12,2141,571,176,70,26,2990
123,17,1535,0,0,0,0,0,0,7,0,0,0,0,8,110,3,0,0,0,117,98,17,6,0,0,111,11,6,4,0,0,21,5,0,0,0,0,11,232,25,5,0,5,263,0,0,0,0,0,0,4,0,0,0,0,8,93,5,0,0,0,94,30,4,0,0,0,32,0,0,0,0,0,3,0,0,0,0,0,0,120,14,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,6,1602,225,75,30,19,1953
124,19,2164,0,0,0,0,0,0,4,0,0,0,0,4,78,4,0,0,0,82,226,42,13,0,0,276,33,14,6,6,0,58,3,0,0,0,0,3,348,59,19,4,0,433,0,0,0,0,0,0,19,0,0,0,0,19,296,14,0,0,0,309,36,17,0,0,0,50,0,0,0,3,0,4,7,0,0,0,0,7,357,33,0,3,0,392,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14,10,0,0,0,0,12,2514,337,112,32,18,3012
125,165,2442,0,4,0,0,0,4,20,0,0,4,0,28,151,27,4,0,0,190,231,103,62,17,13,428,65,45,59,23,26,220,14,6,4,3,3,34,491,178,136,47,43,898,13,3,0,0,0,18,245,19,4,4,0,273,2381,748,351,77,22,3581,289,358,174,107,55,980,20,18,29,9,10,89,60,39,29,10,3,147,3006,1189,592,218,96,5091,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,25,10,0,3,0,0,18,0,0,6,0,0,7,0,3,0,0,0,6,28,9,5,5,0,57,27,7,9,0,0,41,4802,1902,1061,462,309,8538
126,51,881,0,0,0,0,0,0,0,0,0,0,0,0,99,4,0,0,0,104,63,29,7,0,0,95,9,12,14,3,6,46,4,0,3,0,0,4,173,47,26,5,6,250,3,0,0,0,0,3,156,8,0,0,0,165,1098,123,27,0,0,1251,96,114,30,0,0,245,9,13,9,0,4,27,20,4,5,0,0,29,1383,258,65,7,5,1722,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,8,0,0,0,0,12,15,4,0,0,0,20,2050,493,202,77,59,2884
127,28,1697,0,0,0,0,0,0,13,0,0,0,0,16,97,8,0,0,0,101,121,28,8,6,0,163,25,8,3,0,0,42,4,0,0,0,0,13,261,39,15,12,3,332,11,0,0,0,0,12,36,3,0,0,0,40,478,50,12,0,0,543,59,34,4,5,0,102,5,9,0,0,0,18,26,3,0,0,0,33,615,101,24,9,0,747,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,15,0,0,0,0,14,2125,411,156,72,33,2794
128,3,599,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,61,99,28,5,0,0,121,8,8,4,0,0,17,4,0,0,0,0,0,169,28,10,0,0,209,6,0,0,0,0,6,26,0,0,0,0,26,723,26,0,0,0,752,73,50,4,0,0,129,0,0,3,0,0,5,15,4,0,0,0,24,843,84,6,0,0,938,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,0,18,3,3,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,21,7,0,0,0,30,4,0,0,0,0,4,1468,218,50,29,8,1774
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
