POA_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
POA2702,102,199,4,20,6,35,0,21,34,156,53,233,7,19,7,15,19,47,30,87,82,315,0,0,7,11,3,23,7,28,16,64,3,9,0,0,10,20,9,24,30,91,0,0,208,604
POA2703,61,123,0,8,5,24,0,8,26,125,37,164,4,6,4,8,13,35,17,55,57,223,0,0,0,10,0,5,12,22,14,38,0,8,0,0,9,16,14,20,22,66,3,3,143,408
POA2705,1104,2219,22,117,109,519,50,231,567,2291,743,3155,52,210,60,202,207,664,320,1079,1067,4234,5,28,24,94,21,82,221,631,274,831,15,43,21,50,155,333,189,422,461,1255,35,83,2671,7791
POA2706,118,231,0,0,8,46,7,15,39,157,53,218,9,19,8,17,21,72,31,106,89,323,3,8,5,11,0,14,15,51,29,85,0,7,3,5,29,67,31,82,60,164,5,10,265,724
POA2707,143,285,3,28,9,30,5,13,66,277,83,346,4,23,11,37,25,76,44,135,129,480,0,0,3,21,0,0,8,32,16,55,0,0,0,4,15,28,17,33,34,83,4,10,313,858
POA2710,1233,2438,20,117,96,463,34,153,472,1881,616,2614,25,118,63,185,156,493,250,803,866,3409,6,20,27,89,26,80,130,346,182,540,6,22,26,52,127,274,162,347,341,884,41,86,2476,6821
POA2711,400,793,3,14,27,112,10,36,150,600,188,758,19,65,24,58,60,183,92,302,281,1056,3,9,8,20,4,16,51,137,60,177,5,17,6,17,64,128,73,151,136,329,10,20,830,2203
POA2712,195,378,0,15,14,61,6,21,60,254,77,341,5,22,10,25,40,114,50,158,126,499,0,5,3,15,0,13,17,40,25,69,0,3,8,13,12,30,21,46,43,109,7,12,372,1004
POA2713,350,689,10,42,36,179,8,31,119,480,170,734,13,40,6,18,40,117,59,175,226,905,0,0,9,37,9,21,39,99,56,159,0,0,6,8,43,73,45,87,102,246,10,19,683,1860
POA2714,453,906,3,18,24,115,7,21,124,502,157,662,6,15,15,40,35,107,56,169,215,830,0,0,10,18,3,9,31,94,40,117,0,3,9,21,33,61,45,91,80,208,7,17,752,1955
POA2715,154,302,5,14,9,57,3,21,61,258,82,354,4,19,6,23,26,79,39,122,119,471,0,11,0,8,0,4,19,66,26,88,4,4,6,8,14,35,24,46,51,134,3,6,324,913
POA2716,135,264,4,17,6,29,5,15,47,176,56,241,0,13,6,24,9,27,21,61,77,308,6,14,0,4,0,3,13,39,17,57,0,0,0,0,10,28,16,30,29,88,5,10,242,665
POA2717,128,264,4,22,6,51,9,54,37,152,59,273,5,15,5,11,32,104,38,125,102,397,0,0,6,29,4,7,22,64,28,92,0,3,3,8,30,61,34,71,59,168,7,20,295,850
POA2720,980,1945,18,125,77,355,35,147,477,1893,608,2516,28,108,53,154,182,560,260,827,870,3349,9,24,23,83,18,65,165,455,212,626,13,29,19,47,143,297,173,374,380,995,28,47,2256,6340
POA2721,25,47,0,3,4,15,0,0,15,39,15,61,0,0,0,8,7,20,8,25,23,82,0,0,3,10,0,5,4,15,8,32,0,0,0,0,5,8,5,8,14,38,0,0,60,171
POA2722,376,741,14,75,33,141,16,65,180,742,236,1027,18,78,22,74,49,162,92,316,331,1341,0,6,6,24,6,21,49,146,61,192,5,7,9,21,41,97,53,126,116,318,12,35,843,2432
POA2725,54,109,0,0,4,24,5,15,18,54,21,90,3,4,0,4,3,19,5,29,32,118,0,0,0,3,0,0,7,26,7,26,0,4,4,3,6,14,9,22,18,44,0,0,109,271
POA2726,29,57,0,8,5,16,0,0,14,68,17,89,0,5,4,3,5,15,3,18,23,108,0,0,0,0,0,6,3,5,5,16,0,0,0,0,3,7,3,7,9,22,4,3,67,183
POA2727,32,59,0,4,8,42,0,4,15,66,24,118,0,13,4,11,4,26,11,43,35,158,0,0,3,4,0,6,3,4,6,14,0,0,0,0,6,5,5,9,12,23,0,0,78,241
POA2729,211,424,0,9,18,86,13,44,90,367,125,504,8,48,10,39,44,130,64,212,190,717,0,0,6,23,0,5,9,23,16,47,0,0,5,11,22,53,29,65,48,116,3,8,452,1261
POA2730,190,382,3,26,10,49,7,34,48,187,74,299,7,23,5,22,23,62,37,107,105,411,0,0,0,8,0,8,24,87,33,104,0,0,4,9,20,46,25,52,55,155,5,13,357,958
POA2731,1080,2149,8,58,79,351,15,79,434,1721,535,2206,45,168,79,241,121,377,245,786,778,2993,3,16,17,72,11,48,82,217,119,358,7,28,11,22,69,154,93,208,214,564,14,34,2088,5739
POA2732,299,596,3,13,8,39,9,39,77,316,96,402,9,16,13,42,31,94,47,154,144,550,0,0,7,19,0,9,29,68,32,98,0,3,10,13,13,34,20,51,58,145,3,5,499,1303
POA2733,72,146,0,0,3,16,0,9,28,129,36,158,0,0,0,4,11,25,9,30,46,186,0,4,0,4,0,0,16,41,18,48,0,0,4,8,4,13,6,20,23,71,0,3,144,406
POA2734,70,144,0,7,0,20,0,10,33,121,40,160,5,15,6,28,14,35,24,80,56,241,0,0,0,0,0,0,0,8,0,8,0,0,3,3,0,0,3,3,3,11,0,0,134,392
POA2735,54,107,5,9,4,14,3,11,24,105,34,136,3,21,0,3,10,29,19,59,48,191,0,6,0,0,0,0,8,12,7,22,0,0,0,0,7,5,7,5,7,31,0,0,113,326
POA2736,49,88,4,10,0,19,0,0,26,94,29,124,0,0,0,8,7,11,4,21,36,141,0,0,0,0,0,5,3,17,8,18,0,0,0,0,4,12,4,12,13,28,0,0,92,268
POA2737,85,170,3,16,11,47,0,0,47,190,57,255,6,23,6,15,17,41,20,83,80,333,0,0,4,17,0,3,7,19,14,49,0,0,3,4,5,18,9,21,24,70,3,10,188,575
POA2738,253,504,4,29,35,142,14,54,183,755,235,979,6,23,22,75,40,130,70,231,307,1218,0,10,0,0,5,15,14,42,18,61,7,9,5,13,6,15,18,40,36,98,0,0,597,1822
POA2739,156,315,6,22,20,82,0,6,86,333,110,440,9,33,8,31,22,64,42,131,143,568,0,0,5,13,4,11,26,60,28,85,3,14,11,20,17,38,29,75,63,165,8,10,368,1062
POA2745,2469,5022,122,664,506,2392,190,912,2493,9960,3315,13934,346,1502,391,1398,949,3212,1687,6110,5001,20044,29,126,113,407,72,264,482,1314,696,2112,50,167,116,275,433,998,600,1435,1292,3551,68,159,8834,28773
POA2747,4164,8499,140,821,614,2949,224,1061,4483,17346,5459,22177,299,1334,358,1249,1092,3622,1743,6194,7203,28369,46,237,168,594,119,438,1202,3407,1533,4673,88,307,190,425,1008,2284,1289,3014,2822,7687,247,529,14440,45082
POA2748,192,386,11,48,16,109,15,70,67,281,111,518,29,129,16,42,99,333,141,515,252,1030,5,18,9,19,4,14,17,43,24,94,5,15,5,11,29,70,44,101,65,193,7,11,517,1618
POA2749,1422,2897,45,245,216,1038,96,464,1179,4695,1528,6443,129,580,151,512,518,1709,796,2805,2330,9249,18,92,59,239,44,166,335,979,459,1476,40,138,65,139,314,713,416,993,872,2468,53,107,4675,14718
POA2750,4817,9738,98,572,454,2130,207,956,2840,10943,3597,14603,252,1115,346,1179,1063,3477,1669,5774,5271,20368,22,121,155,554,100,374,1062,2771,1345,3826,98,327,214,469,1051,2319,1370,3114,2713,6937,252,526,13051,37575
POA2752,533,1074,22,109,69,335,42,184,464,1836,589,2465,60,246,57,205,169,588,287,1037,877,3505,4,34,10,29,6,22,69,185,85,272,10,28,15,34,80,192,111,260,194,527,13,25,1613,5131
POA2753,1673,3389,33,197,175,852,93,450,961,3821,1261,5315,152,641,142,488,529,1777,821,2906,2080,8217,9,40,47,152,25,93,251,674,332,963,35,114,69,163,371,807,471,1077,801,2044,58,127,4615,13779
POA2754,797,1606,16,93,81,355,40,177,443,1707,570,2334,50,229,43,147,171,554,268,928,839,3264,8,31,21,53,10,43,134,353,174,481,21,71,24,61,128,292,182,423,354,900,22,38,2012,5806
POA2756,3287,6694,92,514,383,1787,218,1027,2410,9708,3105,13038,289,1259,267,913,1058,3535,1616,5711,4720,18744,30,121,106,360,67,241,594,1621,794,2339,63,200,125,282,625,1400,808,1878,1602,4220,103,223,9718,29884
POA2757,97,201,4,23,9,51,0,11,50,207,66,293,6,40,4,16,30,105,47,162,113,456,0,4,3,5,4,11,8,12,14,38,0,0,7,10,9,24,19,36,31,77,3,4,243,736
POA2758,1028,2070,22,140,105,502,38,174,588,2356,756,3176,97,435,107,372,343,1148,550,1953,1304,5133,3,23,17,45,8,22,72,180,96,269,8,35,27,58,101,218,135,311,235,581,15,33,2586,7812
POA2759,2298,4698,94,586,363,1727,146,683,1680,6762,2284,9765,235,1010,234,839,1035,3461,1497,5310,3789,15074,22,110,86,311,48,183,434,1228,584,1834,54,209,100,219,502,1165,655,1597,1242,3435,69,152,7391,23360
POA2760,2516,5139,114,738,399,1965,133,653,2631,10404,3279,13762,193,878,215,732,683,2307,1092,3924,4375,17680,48,262,154,594,107,411,911,2638,1219,3896,70,231,140,329,884,2006,1089,2568,2308,6464,210,457,9410,29737
POA2761,2078,4242,136,839,578,2805,188,915,2565,10366,3468,14921,395,1713,425,1535,1191,4107,2006,7360,5473,22280,41,204,85,325,63,235,527,1511,717,2274,71,246,103,254,556,1326,734,1829,1451,4098,119,272,9115,30893
POA2762,1449,2971,37,214,312,1422,44,230,2860,10692,3257,12560,100,425,193,686,275,913,570,2025,3822,14587,15,77,57,193,27,85,264,730,356,1083,29,97,70,170,212,501,310,764,672,1845,54,121,5992,19525
POA2763,2347,4814,74,424,444,2017,114,544,3269,12450,3901,15434,257,1125,398,1405,926,3116,1582,5640,5484,21074,13,64,86,303,54,191,390,1043,544,1598,63,224,112,273,538,1257,725,1752,1265,3352,119,253,9213,29490
POA2765,3258,6635,89,511,640,2974,159,779,5175,19779,6065,24036,241,1075,372,1317,856,2931,1476,5311,7544,29352,32,145,84,302,54,196,537,1524,702,2172,67,207,80,182,480,1125,629,1512,1335,3686,135,293,12265,39959
POA2766,1041,2152,72,424,239,1178,84,422,1129,4544,1520,6573,177,805,175,621,512,1747,866,3178,2385,9747,17,78,48,179,29,110,230,679,329,1044,34,111,49,135,323,769,411,1026,737,2063,68,150,4233,14116
POA2767,1532,3157,64,390,345,1631,78,374,1560,6133,2053,8523,247,1091,323,1148,796,2671,1364,4904,3418,13431,25,92,78,323,64,261,364,1043,525,1722,54,181,67,170,502,1175,624,1525,1149,3250,127,280,6223,20115
POA2768,1750,3570,73,416,615,2819,114,561,2412,9343,3220,13138,378,1627,575,2052,859,2911,1809,6589,5029,19731,14,72,62,222,26,99,224,593,328,986,69,243,106,262,304,710,474,1208,805,2195,62,139,7646,25633
POA2769,826,1680,42,223,412,1855,42,211,2067,8057,2564,10341,106,471,256,895,254,872,612,2232,3180,12573,0,5,26,87,13,39,142,375,180,509,20,65,40,105,116,265,176,433,353,938,15,31,4373,15226
POA2770,3517,7234,257,1684,689,3583,337,1726,3160,13124,4441,20122,368,1689,395,1413,1497,5156,2265,8262,6703,28382,123,659,281,1205,204,826,1704,5290,2314,7981,153,556,247,579,1639,3838,2035,4981,4356,12962,368,813,14945,49393
POA2773,667,1342,13,61,117,543,11,47,388,1536,523,2188,63,271,88,299,201,653,353,1223,878,3409,7,27,10,50,4,23,56,136,75,232,12,27,30,61,78,165,112,254,187,485,7,17,1746,5249
POA2774,1452,2929,31,167,195,914,39,206,923,3694,1185,4983,108,455,162,580,324,1028,598,2063,1784,7045,10,38,37,120,14,52,194,500,254,711,13,35,69,140,195,428,271,603,529,1315,38,71,3802,11363
POA2775,195,378,0,0,12,40,4,24,52,195,68,264,15,50,7,32,43,132,60,208,129,466,0,0,0,5,0,0,14,44,14,50,0,0,9,12,26,48,32,59,48,112,3,7,376,973
POA2776,465,921,6,33,66,330,14,60,294,1168,383,1595,34,140,44,143,104,335,182,625,568,2213,0,0,12,42,3,9,67,181,80,233,8,24,18,40,75,168,103,230,182,464,8,15,1216,3607
POA2777,2078,4172,47,242,267,1250,63,288,1151,4609,1528,6379,132,571,219,752,440,1411,798,2734,2320,9114,6,33,34,107,20,71,219,554,275,773,32,107,97,216,258,552,383,872,658,1641,36,70,5093,14993
POA2778,307,614,8,55,27,130,8,27,150,570,192,786,24,101,28,90,61,196,110,387,304,1174,0,0,7,26,0,7,32,93,46,126,4,21,16,35,45,92,66,145,111,274,3,10,726,2069
POA2779,541,1090,10,75,74,364,18,93,324,1266,433,1799,28,133,52,188,110,365,199,683,633,2478,0,12,16,43,6,26,99,243,117,316,4,22,28,66,88,190,121,279,242,591,16,25,1432,4194
POA2780,1711,3410,14,82,112,496,33,155,550,2107,710,2848,46,179,115,378,196,627,353,1184,1070,4032,4,11,43,151,18,52,244,598,312,813,16,50,84,178,250,535,348,764,659,1575,48,99,3489,9120
POA2782,876,1755,16,72,65,312,14,69,363,1411,459,1859,17,72,70,220,124,394,209,687,669,2548,3,9,26,86,9,26,83,227,120,352,4,21,14,38,85,168,108,234,231,588,23,49,1800,4936
POA2783,285,571,9,27,26,127,7,33,149,572,194,758,12,71,30,94,71,228,114,390,305,1149,0,0,11,38,3,7,56,142,71,194,0,9,15,32,57,123,75,163,144,353,10,18,744,2089
POA2784,165,330,4,17,20,82,3,19,86,328,109,440,5,35,14,54,31,94,53,183,161,618,0,3,0,6,0,3,14,36,17,46,3,8,7,15,18,39,28,63,46,110,0,0,377,1065
POA2785,685,1336,9,37,32,140,6,34,236,856,279,1070,10,36,39,123,70,220,122,376,399,1449,8,14,22,65,8,35,90,201,123,312,4,4,37,65,97,204,129,272,251,588,15,33,1345,3404
POA2786,178,352,0,0,8,25,3,5,59,231,69,266,4,5,7,29,14,43,23,85,94,352,0,6,5,18,0,8,14,41,27,70,0,0,0,12,14,34,21,41,48,113,3,8,323,824
POA2787,596,1180,10,42,31,149,18,83,206,840,269,1122,15,60,18,53,84,263,114,385,384,1500,0,13,13,39,7,26,85,222,103,295,3,5,13,26,82,175,97,199,195,500,6,14,1185,3201
POA2790,1756,3517,33,178,125,561,55,248,665,2643,876,3629,54,234,105,334,329,1052,487,1621,1362,5254,12,65,43,162,37,135,283,794,380,1157,24,65,43,87,338,721,401,880,780,2041,62,124,3965,10930
POA2791,43,88,0,13,0,0,4,13,16,55,20,83,0,0,0,8,4,19,6,28,28,112,0,0,0,0,0,0,8,18,8,18,0,0,3,4,3,8,5,10,13,30,0,0,84,225
POA2792,51,104,0,0,4,13,0,3,14,65,17,80,3,6,7,14,7,17,13,41,35,118,0,0,0,4,0,0,5,14,5,18,0,0,0,3,15,32,16,38,24,54,4,9,110,286
POA2793,153,307,3,14,10,42,3,21,47,189,60,264,0,0,8,21,14,43,23,62,81,329,0,0,3,9,0,0,6,18,11,30,0,0,6,4,26,61,27,60,39,91,9,13,281,745
POA2794,1282,2546,36,198,105,455,45,213,444,1753,623,2619,32,126,71,235,213,655,316,1013,939,3636,3,26,26,99,32,130,244,703,311,958,4,21,36,66,158,343,201,430,514,1391,44,99,2776,7673
POA2795,4725,9423,106,590,468,2210,163,770,2521,9919,3259,13486,213,897,360,1196,794,2476,1366,4568,4629,18059,35,151,167,583,96,348,886,2424,1183,3507,71,224,173,359,695,1469,929,2045,2115,5558,173,356,11636,33396
POA2797,52,108,0,0,0,9,0,0,33,127,36,135,0,0,0,3,7,26,6,34,47,167,0,0,3,4,0,0,9,26,13,29,0,3,0,0,7,17,10,24,22,52,7,11,125,338
POA2798,260,514,3,41,44,205,4,25,147,582,199,846,7,17,27,84,51,149,76,253,277,1101,0,5,6,12,0,0,29,66,28,86,4,8,7,19,21,36,32,63,61,152,8,20,608,1788
POA2799,463,919,6,35,43,224,16,89,249,1028,319,1380,16,70,22,71,98,306,136,457,463,1835,3,19,15,58,13,46,82,220,113,347,8,12,15,31,60,121,79,169,192,512,13,30,1134,3303
POA2800,4920,9806,106,600,548,2549,168,806,3160,12672,3988,16633,197,809,359,1189,809,2547,1361,4547,5352,21178,40,171,155,574,114,431,935,2557,1237,3732,67,209,136,304,660,1431,862,1936,2105,5669,166,364,12548,37018
POA2803,50,100,0,4,0,4,0,9,14,68,19,80,0,0,5,8,3,15,9,20,25,104,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,13,8,16,7,18,0,5,85,227
POA2804,345,688,12,55,25,130,10,53,127,523,176,758,13,43,14,53,49,157,83,255,259,1016,3,9,9,23,9,17,50,120,60,174,0,7,3,14,46,95,52,116,116,287,10,19,722,2014
POA2805,50,96,0,0,6,21,0,8,19,82,27,104,3,20,4,11,10,21,15,53,44,159,0,0,0,8,0,0,3,14,7,20,0,0,0,5,6,8,0,11,11,34,4,8,105,289
POA2806,122,240,0,24,3,25,5,5,40,152,53,202,0,3,4,14,12,45,22,65,73,267,0,0,0,10,0,0,12,43,12,50,0,0,5,6,10,25,12,36,33,88,0,8,227,606
POA2807,62,121,0,5,0,17,0,0,18,69,20,89,0,0,0,0,4,25,4,25,29,114,0,0,0,3,0,0,7,19,9,23,3,8,0,4,8,26,12,39,26,54,5,3,116,301
POA2808,36,73,0,4,0,0,3,12,6,17,7,32,0,0,0,4,0,8,3,13,13,40,0,0,0,3,0,5,0,0,3,12,0,0,0,3,0,9,0,11,7,16,3,6,62,135
POA2809,32,66,0,0,4,6,0,3,13,36,12,47,0,0,0,3,3,14,4,18,13,66,0,0,0,0,0,0,9,18,9,18,0,0,0,0,0,3,0,3,9,21,0,3,61,151
POA2810,440,869,3,34,32,153,9,34,137,561,186,788,4,12,31,100,47,138,83,254,274,1038,0,10,4,15,7,15,30,93,41,136,4,26,8,7,52,118,66,151,112,290,22,44,842,2246
POA2817,51,101,0,5,3,18,0,0,23,85,25,108,0,7,4,5,4,11,10,29,34,136,0,0,0,0,0,3,0,9,4,14,0,0,3,0,3,8,3,12,7,21,0,0,95,257
POA2818,101,208,5,18,10,55,3,17,51,186,64,266,3,11,7,24,13,32,23,65,82,329,3,10,0,4,0,0,14,58,22,66,0,0,0,4,23,43,23,51,41,113,0,4,227,651
POA2820,679,1377,8,58,58,278,17,80,258,1063,336,1473,19,83,44,131,111,335,168,549,510,2028,3,37,26,93,16,51,174,513,218,688,7,23,18,36,123,267,151,332,363,1022,41,85,1595,4506
POA2821,490,968,13,74,43,201,22,103,249,1011,326,1402,23,84,22,78,80,240,121,397,453,1798,5,17,17,81,17,66,84,260,121,420,4,17,19,41,72,161,102,217,226,641,18,37,1179,3442
POA2822,45,93,0,3,0,14,0,0,27,100,28,114,0,7,0,0,14,39,13,47,46,165,0,9,0,5,0,0,8,27,17,40,0,0,0,0,0,3,0,3,16,44,0,4,106,305
POA2823,123,253,6,12,9,40,3,13,66,273,78,336,0,4,10,34,27,92,42,130,119,462,0,0,3,22,3,10,27,85,34,115,5,11,4,6,21,38,22,49,56,169,10,19,309,902
POA2824,236,465,0,9,23,103,7,34,100,422,129,553,4,19,12,24,23,75,36,123,173,677,0,8,4,8,6,22,38,121,51,154,0,3,6,12,28,66,39,78,91,234,13,15,506,1401
POA2825,241,479,3,28,32,148,8,40,116,471,163,680,13,40,11,34,48,155,75,232,232,912,0,0,3,15,5,10,34,123,43,143,8,14,4,7,30,62,39,84,82,229,20,34,570,1652
POA2826,17,32,0,0,4,20,0,0,9,30,12,54,4,11,0,5,5,20,8,37,24,88,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,5,3,5,4,8,0,7,44,130
POA2827,441,872,9,31,33,136,8,48,169,683,216,899,11,39,19,59,53,155,81,255,298,1151,3,15,12,46,8,36,96,274,119,362,8,28,11,18,65,141,79,186,195,546,16,33,951,2607
POA2828,85,164,0,4,11,37,0,10,39,137,43,188,0,15,0,7,11,35,18,58,62,247,0,0,6,9,4,9,16,58,24,84,0,0,0,0,14,25,11,32,34,112,0,4,187,530
POA2829,268,543,3,12,18,100,9,46,120,499,152,661,6,34,17,54,41,124,62,210,216,870,5,14,10,36,13,50,97,285,121,388,0,5,7,10,61,138,67,156,188,541,15,32,689,1988
POA2830,4461,8913,84,446,449,2129,153,695,2840,11178,3529,14443,168,660,268,847,777,2437,1211,3950,4734,18396,24,116,115,413,108,396,1016,2887,1264,3816,50,163,132,275,654,1431,831,1868,2094,5684,175,374,11472,33371
POA2831,189,383,3,12,19,86,7,44,126,497,152,639,3,16,17,49,31,89,51,155,203,788,0,0,0,12,6,24,28,86,42,120,0,0,7,10,18,45,29,60,64,179,4,6,463,1361
POA2832,162,329,0,5,16,53,5,18,72,298,96,379,0,6,7,26,10,37,25,71,114,451,3,19,8,33,8,23,38,122,57,199,0,0,3,3,21,52,26,57,76,253,14,24,368,1056
POA2833,57,116,0,0,4,15,4,4,19,82,21,105,0,7,3,12,5,18,10,41,39,143,0,5,5,11,3,11,17,54,26,77,0,0,0,0,8,29,8,29,34,105,0,3,130,366
POA2834,184,362,3,18,16,68,0,14,59,223,83,326,3,7,4,20,21,53,30,81,106,405,0,3,8,20,3,10,39,117,53,151,0,5,4,6,44,95,50,109,101,254,9,15,394,1032
POA2835,350,689,7,40,32,145,15,74,209,811,265,1065,7,31,16,45,58,192,87,263,349,1331,3,13,3,20,8,36,68,197,86,259,0,4,9,15,45,107,60,125,141,387,16,38,861,2445
POA2836,63,128,0,0,0,12,0,17,26,117,33,146,0,0,3,7,13,40,18,44,46,189,4,11,0,5,5,28,26,96,37,143,0,5,0,0,23,54,22,62,62,207,3,14,175,538
POA2838,21,48,0,0,5,8,0,3,5,38,15,48,0,0,0,0,0,13,0,13,17,59,0,0,0,0,3,11,10,22,10,35,0,0,0,0,4,11,4,11,16,39,0,3,53,151
POA2839,80,162,5,25,6,32,0,20,36,152,48,219,0,5,0,5,10,20,10,30,59,247,5,13,7,23,0,11,43,121,50,164,0,0,0,11,26,52,23,62,75,225,4,18,228,654
POA2840,198,398,4,32,17,84,15,63,141,552,185,729,5,14,9,40,26,80,42,133,221,861,4,14,5,14,7,25,53,145,66,196,0,3,0,4,37,97,38,104,107,304,16,38,547,1595
POA2842,66,127,3,13,3,12,3,18,42,177,54,224,4,14,4,17,12,43,24,74,71,302,0,0,0,0,0,5,10,32,12,38,0,4,9,16,11,20,16,37,26,73,3,9,174,505
POA2843,152,296,4,20,12,63,9,30,62,231,82,336,3,12,9,33,17,56,30,94,110,433,3,11,4,9,0,0,4,12,11,38,3,3,3,12,13,26,20,41,31,76,6,7,300,821
POA2844,176,342,0,0,17,78,9,23,62,242,78,338,0,3,12,39,15,58,29,104,111,445,0,8,4,26,0,5,20,49,29,83,3,9,4,6,22,46,25,57,58,139,0,4,341,931
POA2845,199,394,5,36,21,99,8,50,128,517,164,695,6,33,9,31,47,148,62,216,229,911,0,9,9,34,3,17,43,116,52,170,3,16,7,20,30,71,48,113,103,279,13,23,538,1604
POA2846,35,71,0,0,0,14,0,0,6,30,12,47,0,0,6,12,5,12,8,26,20,71,0,10,0,0,0,0,3,7,4,9,0,0,0,0,4,5,4,5,5,19,0,0,60,159
POA2847,294,587,7,28,24,97,11,45,107,436,144,615,12,36,8,26,66,212,83,272,226,882,0,5,6,27,3,21,46,137,61,184,0,3,13,29,50,113,67,145,129,331,6,21,652,1821
POA2848,175,346,0,7,7,30,4,12,39,179,55,229,6,27,11,21,20,69,38,113,90,340,0,0,4,26,3,10,38,100,49,139,0,0,5,19,51,100,51,117,105,256,5,7,367,950
POA2849,229,458,0,11,10,53,3,19,69,290,93,377,8,31,8,25,41,124,55,185,144,558,0,0,0,3,3,5,17,48,17,58,4,9,0,6,20,41,29,55,46,114,3,6,432,1150
POA2850,2200,4392,47,267,194,906,71,312,1240,4913,1549,6397,68,280,120,393,344,1080,534,1753,2082,8148,8,30,38,123,42,161,324,907,410,1223,16,50,43,85,261,562,318,691,733,1917,66,142,5086,14593
POA2852,438,875,8,64,39,182,23,105,206,835,278,1184,4,21,22,69,85,250,111,335,389,1521,0,0,11,51,10,33,72,213,91,300,5,11,11,20,53,111,62,136,156,433,15,28,996,2848
POA2864,119,237,0,0,18,64,0,0,48,206,64,268,3,9,8,27,8,31,22,72,82,340,0,0,5,13,0,0,8,24,9,36,0,0,3,5,9,17,8,18,18,55,9,12,226,643
POA2865,118,240,0,0,8,35,7,27,59,237,69,296,7,23,8,16,23,82,36,118,106,411,6,10,0,0,0,0,10,43,19,51,0,3,0,0,14,21,15,21,30,77,0,5,255,734
POA2866,333,657,15,71,39,189,7,23,182,760,243,1052,22,75,24,80,71,217,116,372,357,1422,0,0,5,25,4,13,44,129,56,171,4,4,7,25,47,94,53,122,111,292,9,11,808,2386
POA2867,69,144,0,7,8,23,0,5,43,191,53,226,5,15,0,9,17,49,26,71,77,301,0,0,0,13,0,9,12,21,13,39,0,0,0,3,6,17,9,15,20,56,0,5,169,506
POA2868,69,142,0,10,5,24,5,15,31,135,45,186,0,3,10,26,10,19,17,48,60,238,0,0,5,18,0,0,9,15,15,40,0,9,6,7,4,11,13,22,24,58,0,6,154,434
POA2869,166,322,0,10,12,48,3,16,54,241,73,320,0,6,8,32,30,82,42,126,115,441,0,0,17,43,6,23,28,82,43,154,0,4,3,9,35,70,41,82,89,234,9,14,371,1012
POA2870,1286,2566,22,125,140,680,51,239,671,2689,881,3728,43,185,67,202,223,695,329,1082,1215,4815,14,77,46,153,27,124,258,757,349,1111,7,23,35,80,175,391,225,497,575,1603,39,83,3110,9070
POA2871,1047,2085,17,109,84,395,29,142,467,1924,602,2573,34,118,42,150,145,439,221,707,818,3287,5,19,25,88,22,89,181,518,232,718,11,32,29,68,147,313,192,417,425,1131,30,66,2321,6563
POA2873,79,158,0,0,7,18,0,7,32,124,39,150,0,0,8,12,14,39,19,58,60,207,0,0,0,0,0,0,4,5,4,5,0,0,0,0,4,3,4,9,7,13,0,4,145,375
POA2874,42,82,0,0,0,0,0,0,25,87,25,95,0,6,4,11,0,14,10,28,31,118,0,0,0,3,0,5,0,11,10,23,0,0,0,4,3,7,4,5,8,33,0,0,84,231
POA2875,106,210,0,14,6,26,0,6,45,167,55,212,3,9,10,17,14,43,21,64,74,278,0,0,0,7,0,0,16,43,18,49,0,0,0,8,18,38,21,41,36,94,0,4,220,583
