SA3_CODE_2021,C21_SH_Tot_NPGH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPGH_2,C21_SDRTHT_0b_s_a_b_NPGH_3,C21_SDRTHT_0b_s_a_b_NPGH_4,C21_SDRTHT_0b_s_a_b_NPGH_5,C21_SDRTHT_0b_s_a_b_NPGH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPGH_2,C21_SDRTHT_1b_NPGH_3,C21_SDRTHT_1b_NPGH_4,C21_SDRTHT_1b_NPGH_5,C21_SDRTHT_1b_NPGH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPGH_2,C21_SDRTHT_2b_NPGH_3,C21_SDRTHT_2b_NPGH_4,C21_SDRTHT_2b_NPGH_5,C21_SDRTHT_2b_NPGH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPGH_2,C21_SDRTHT_3b_NPGH_3,C21_SDRTHT_3b_NPGH_4,C21_SDRTHT_3b_NPGH_5,C21_SDRTHT_3b_NPGH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPGH_2,C21_SDRTHT_4mb_NPGH_3,C21_SDRTHT_4mb_NPGH_4,C21_SDRTHT_4mb_NPGH_5,C21_SDRTHT_4mb_NPGH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPGH_2,C21_SDRTHT_NB_NS_NPGH_3,C21_SDRTHT_NB_NS_NPGH_4,C21_SDRTHT_NB_NS_NPGH_5,C21_SDRTHT_NB_NS_NPGH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPGH_2,C21_SDRTHT_Tot_NPGH_3,C21_SDRTHT_Tot_NPGH_4,C21_SDRTHT_Tot_NPGH_5,C21_SDRTHT_Tot_NPGH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPGH_2,C21_F_a_0b_s_a_b_NPGH_3,C21_F_a_0b_s_a_b_NPGH_4,C21_F_a_0b_s_a_b_NPGH_5,C21_F_a_0b_s_a_b_NPGH_6_mor,C21_F_a_0b_s_a_b_Tot,C21_F_a_1b_NPGH_2,C21_F_a_1b_NPGH_3,C21_F_a_1b_NPGH_4,C21_F_a_1b_NPGH_5,C21_F_a_1b_NPGH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPGH_2,C21_F_a_2b_NPGH_3,C21_F_a_2b_NPGH_4,C21_F_a_2b_NPGH_5,C21_F_a_2b_NPGH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPGH_2,C21_F_a_3b_NPGH_3,C21_F_a_3b_NPGH_4,C21_F_a_3b_NPGH_5,C21_F_a_3b_NPGH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPGH_2,C21_F_a_4mb_NPGH_3,C21_F_a_4mb_NPGH_4,C21_F_a_4mb_NPGH_5,C21_F_a_4mb_NPGH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPGH_2,C21_F_a_NB_NS_NPGH_3,C21_F_a_NB_NS_NPGH_4,C21_F_a_NB_NS_NPGH_5,C21_F_a_NB_NS_NPGH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPGH_2,C21_F_a_Tot_NPGH_3,C21_F_a_Tot_NPGH_4,C21_F_a_Tot_NPGH_5,C21_F_a_Tot_NPGH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPGH_2,C21_OD_0b_s_a_b_NPGH_3,C21_OD_0b_s_a_b_NPGH_4,C21_OD_0b_s_a_b_NPGH_5,C21_OD_0b_s_a_b_NPGH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPGH_2,C21_OD_1b_NPGH_3,C21_OD_1b_NPGH_4,C21_OD_1b_NPGH_5,C21_OD_1b_NPGH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPGH_2,C21_OD_2b_NPGH_3,C21_OD_2b_NPGH_4,C21_OD_2b_NPGH_5,C21_OD_2b_NPGH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPGH_2,C21_OD_3b_NPGH_3,C21_OD_3b_NPGH_4,C21_OD_3b_NPGH_5,C21_OD_3b_NPGH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPGH_2,C21_OD_4mb_NPGH_3,C21_OD_4mb_NPGH_4,C21_OD_4mb_NPGH_5,C21_OD_4mb_NPGH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPGH_2,C21_OD_NB_NS_NPGH_3,C21_OD_NB_NS_NPGH_4,C21_OD_NB_NS_NPGH_5,C21_OD_NB_NS_NPGH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPGH_2,C21_OD_Tot_NPGH_3,C21_OD_Tot_NPGH_4,C21_OD_Tot_NPGH_5,C21_OD_Tot_NPGH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPGH_2,C21_DS_NS_NPGH_3,C21_DS_NS_NPGH_4,C21_DS_NS_NPGH_5,C21_DS_NS_NPGH_6_mor,C21_DS_NS_Tot,C21_Tot_NPGH_2,C21_Tot_NPGH_3,C21_Tot_NPGH_4,C21_Tot_NPGH_5,C21_Tot_NPGH_6_mor,C21_Tot_Tot
10304,3,501,0,0,0,0,0,0,3,0,0,0,0,3,26,0,0,0,0,27,14,5,0,0,0,18,4,3,0,0,0,6,0,0,0,0,0,0,44,8,0,0,0,49,0,0,0,0,0,0,10,0,0,0,0,10,14,0,0,0,0,14,5,4,0,0,0,5,0,0,5,0,0,9,0,0,0,0,0,0,27,3,9,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,6,3,3,0,0,0,9,443,99,41,18,4,601
10401,4,586,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,14,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,41,5,0,0,0,46,0,0,0,0,0,0,6,0,0,0,0,6,20,0,0,0,0,16,5,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,30,0,0,0,0,36,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,4,0,0,0,0,4,613,52,12,0,4,685
10402,15,900,0,0,0,0,0,0,10,0,0,0,0,7,83,6,0,0,0,81,53,17,0,0,0,75,3,0,3,0,0,11,3,0,0,0,0,3,146,25,6,0,0,175,0,0,0,0,0,0,14,0,0,0,0,18,88,9,0,0,0,91,23,8,0,0,0,34,5,0,0,0,0,5,3,0,0,0,0,3,133,18,5,3,0,149,4,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,3,3,0,0,0,0,3,3,14,0,3,0,3,21,3,0,0,0,0,4,1002,168,58,17,21,1261
10501,0,168,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,14,4,0,0,0,0,4,184,21,6,0,0,206
10502,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,158,20,7,3,0,179
10503,11,692,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,29,15,3,0,0,0,17,0,3,0,0,0,3,0,0,0,0,0,0,37,14,0,0,0,50,0,0,0,0,0,4,7,0,0,0,0,7,25,6,0,0,0,31,12,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,3,40,3,8,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,7,622,122,40,13,13,806
10601,9,685,0,0,0,0,0,0,5,0,0,0,0,5,40,0,0,0,0,43,32,4,0,0,0,36,6,0,0,0,0,6,0,0,0,0,0,0,80,9,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,5,0,0,0,0,4,691,83,9,5,9,802
10602,4,634,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,50,22,3,3,0,0,28,10,0,4,0,0,12,0,0,0,0,0,0,74,6,6,0,0,89,0,0,0,0,0,0,7,0,0,0,0,7,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,622,101,30,16,6,773
10603,0,548,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41,43,3,3,0,0,51,6,4,0,0,0,6,4,0,0,0,0,4,94,10,3,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,23,9,0,0,0,0,14,8,0,0,0,0,8,0,0,0,0,0,0,38,0,4,0,0,42,6,0,0,0,0,6,3,0,0,0,0,3,17,0,0,0,0,18,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,29,3,0,0,0,0,3,614,66,22,6,0,720
10604,0,263,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,21,9,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,41,5,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,265,39,4,3,0,316
10701,0,567,0,0,0,0,0,0,5,0,0,0,0,5,19,0,0,0,0,19,27,4,3,0,0,30,0,0,0,0,0,3,0,0,0,0,0,0,49,3,3,0,0,58,0,0,0,0,0,0,4,0,0,0,0,4,28,0,0,0,0,29,15,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,562,82,29,7,0,684
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,0,527,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,54,66,23,0,0,0,90,6,4,6,0,0,9,0,0,0,0,0,0,128,28,8,0,0,159,0,0,0,0,0,0,6,0,0,0,0,6,40,3,0,0,0,46,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,56,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,10,0,0,0,0,0,0,596,106,45,10,0,750
10704,59,1130,0,0,0,0,0,0,4,0,0,0,0,4,113,0,0,0,0,119,118,112,23,0,0,254,5,14,20,5,0,43,3,0,0,0,0,10,246,135,44,6,0,435,0,0,0,0,0,3,37,0,0,0,0,34,797,61,5,0,0,860,97,232,21,8,0,358,6,6,15,9,0,36,12,4,0,0,0,18,943,303,45,11,5,1311,0,0,0,0,0,0,4,0,0,0,0,4,15,0,0,0,0,14,3,7,0,0,0,5,0,0,5,0,0,12,0,0,0,0,0,0,20,7,5,0,0,31,4,5,0,0,0,9,1674,751,312,103,69,2912
10801,0,280,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,24,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,42,4,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,54,3,0,0,0,58,8,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,69,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,358,37,4,3,0,412
10802,3,543,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,5,4,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,23,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,26,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,37,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,20,0,0,0,0,23,3,0,0,0,0,3,561,51,15,4,3,628
10803,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
10804,4,681,0,0,0,0,0,0,0,0,0,0,0,0,76,4,0,0,0,78,60,21,4,0,0,87,3,0,0,0,0,11,4,0,0,0,0,4,141,33,4,0,0,179,0,0,0,0,0,0,3,0,0,0,0,3,91,7,0,0,0,105,24,14,3,0,0,37,3,0,0,0,0,3,0,0,0,0,0,3,127,24,5,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,3,0,0,0,0,6,830,140,42,15,8,1031
10805,0,534,0,0,0,0,0,0,6,0,0,0,0,6,24,0,0,0,0,27,12,7,0,0,0,11,0,0,0,0,0,5,0,0,0,0,4,7,40,11,0,0,4,51,0,0,0,0,0,0,6,0,0,0,0,6,24,0,0,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,6,0,0,0,34,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,15,0,0,0,0,13,3,0,0,0,0,3,552,55,14,12,10,640
10901,5,689,0,0,0,0,0,0,10,0,0,0,0,10,115,8,0,0,0,125,32,6,0,0,0,39,3,0,0,0,0,6,4,0,0,0,0,4,164,18,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,131,47,16,5,891
