SA3_CODE_2021,Ot_ty_Ed_Ins_Ft_st_C11_P,Ot_ty_Ed_Ins_Ft_st_C16_M,Ot_ty_Ed_Ins_Ft_st_C16_F,Ot_ty_Ed_Ins_Ft_st_C16_P,Ot_ty_Ed_Ins_Ft_st_C21_M,Ot_ty_Ed_Ins_Ft_st_C21_F,Ot_ty_Ed_Ins_Ft_st_C21_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,Ot_ty_Ed_Ins_Pt_st_C21_M,Ot_ty_Ed_Ins_Pt_st_C21_F,Ot_ty_Ed_Ins_Pt_st_C21_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,O_t_E_I_F_P_s_s_ns_C21_M,O_t_E_I_F_P_s_s_ns_C21_F,O_t_E_I_F_P_s_s_ns_C21_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Oth_ty_Edu_Ins_Tot_C21_M,Oth_ty_Edu_Ins_Tot_C21_F,Oth_ty_Edu_Ins_Tot_C21_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Type_Educ_Insti_ns_C21_M,Type_Educ_Insti_ns_C21_F,Type_Educ_Insti_ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
10304,41,21,31,54,36,51,89,69,119,190,58,138,199,64,140,204,3,3,7,0,3,9,0,3,3,87,152,240,87,175,258,101,195,298,1839,1762,3605,2191,2199,4394,1828,1848,3680,8057,8556,16612,8824,9346,18170,9347,9770,19114
10401,51,36,41,75,27,32,64,63,119,182,35,90,123,54,105,155,0,0,5,5,0,5,0,5,0,92,138,236,75,130,204,84,138,225,1746,1557,3303,2385,2121,4504,2830,1951,4782,6627,6897,13527,6894,6933,13835,7572,7034,14607
10402,121,65,81,148,71,79,148,99,242,344,116,245,360,111,216,332,0,3,4,7,10,12,9,5,13,147,327,469,187,342,527,188,307,497,2523,2604,5126,3336,3602,6940,2935,3089,6026,11544,12597,24137,12056,13368,25420,12592,13785,26376
10501,19,10,8,18,13,10,25,25,41,64,9,33,39,6,38,48,0,0,0,4,5,4,0,0,0,37,48,87,24,45,65,21,46,65,1417,1219,2638,1796,1681,3477,1786,1844,3628,3756,3823,7572,3895,4075,7974,3594,3909,7503
10502,30,12,20,33,14,18,29,24,50,72,26,49,75,19,47,67,0,0,5,0,0,8,0,3,3,35,72,106,44,67,112,35,59,98,1045,995,2044,1054,994,2049,991,1025,2021,3005,3137,6142,2780,2931,5702,2706,2968,5679
10503,64,39,51,87,77,63,143,66,167,234,62,138,199,106,139,247,7,11,16,0,10,7,5,4,4,106,209,310,103,192,299,189,206,392,2803,2382,5184,3743,3319,7064,4444,3695,8137,10152,10302,20453,10841,10958,21801,12052,12009,24065
10601,85,74,63,137,105,90,193,112,201,316,62,241,306,144,246,390,3,7,12,3,8,13,3,4,4,152,254,406,148,310,456,253,332,583,3189,2619,5811,4241,3554,7798,4163,2404,6564,12192,12008,24195,13331,13351,26681,14913,14047,28961
10602,78,50,67,117,99,96,197,70,167,243,105,206,320,152,248,392,0,3,3,5,0,5,6,3,10,115,211,321,163,274,436,255,344,601,1834,1775,3609,2087,2091,4179,1735,1711,3445,9530,9865,19397,10987,11455,22435,12633,13516,26148
10603,70,31,48,78,50,50,105,68,209,281,78,179,258,61,129,193,0,11,11,9,4,11,5,10,15,98,264,362,112,235,342,126,190,313,2364,2354,4724,2850,2915,5775,2141,2131,4280,9395,9851,19243,9844,10336,20184,9667,10167,19835
10604,12,5,8,16,18,10,35,25,76,97,22,70,92,35,85,114,0,0,3,0,0,0,0,4,4,32,83,117,29,83,110,54,97,155,1341,1076,2423,1545,1315,2859,1315,951,2269,4457,4321,8777,4707,4722,9427,4721,4520,9243
10701,89,61,75,132,63,63,131,67,180,255,82,213,297,97,181,275,5,0,8,0,5,5,3,0,7,115,225,345,135,288,430,167,246,414,2235,2309,4546,2243,2264,4511,1785,1829,3613,10386,10671,21061,10655,11011,21663,10899,11485,22375
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,3,0,0,0,0,3,9,0,0,3,0,0,0
10703,81,61,72,137,73,86,160,94,239,336,115,283,401,139,217,351,0,9,11,0,8,6,4,7,13,130,301,425,179,370,546,211,308,519,2221,2190,4405,2751,2996,5744,2361,2367,4725,12197,12610,24803,12859,13662,26519,13640,14311,27949
10704,182,117,125,237,155,154,307,184,345,531,183,360,551,211,319,525,0,11,11,3,9,12,0,6,5,282,448,728,306,495,800,366,476,844,3679,3465,7141,3665,3782,7447,2956,3142,6092,20047,19619,39662,21328,21132,42468,20562,21753,42315
10801,18,6,20,28,17,20,34,22,55,71,16,62,75,15,49,68,0,0,0,3,5,7,3,0,3,22,70,89,26,85,109,37,69,100,1147,1191,2331,1296,1415,2709,1250,1432,2676,3658,3903,7560,3699,4033,7733,3694,4185,7878
10802,53,17,23,37,17,27,52,44,105,146,37,100,135,32,87,118,0,3,5,0,3,5,4,0,4,54,146,208,55,126,181,59,120,176,2082,1745,3821,2779,2510,5291,2808,2175,4991,6659,6636,13298,6984,7071,14055,7110,7087,14198
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,23,18,34,17,15,36,23,30,50,40,40,79,44,49,97
10804,75,38,65,102,60,65,124,84,195,282,92,206,303,107,225,331,3,5,9,3,3,11,5,0,9,111,253,367,133,276,415,170,290,461,2200,2243,4447,2787,2970,5760,2146,2176,4325,9428,10091,19518,10346,11351,21696,10886,11940,22830
10805,53,24,38,65,26,34,57,44,113,161,41,133,171,45,87,133,4,0,6,3,3,3,0,7,7,75,148,223,67,171,238,73,126,201,1704,1739,3441,2071,2289,4365,2125,2139,4264,6774,7150,13923,6919,7629,14545,7106,7645,14756
10901,74,40,70,107,90,79,167,66,154,220,107,175,289,122,207,335,3,9,9,3,3,7,0,7,9,118,184,301,152,245,402,219,292,513,1866,1849,3715,2283,2422,4705,2085,2015,4094,8379,9304,17676,8863,9806,18671,9539,10290,19828
10902,14,10,3,9,0,6,11,11,17,29,10,27,30,18,35,45,0,0,0,3,0,0,0,0,0,18,31,51,16,36,50,19,40,54,544,446,988,792,714,1507,881,760,1635,1797,1728,3520,1926,1929,3851,2080,1995,4073
10903,24,5,19,28,23,18,44,41,71,107,30,85,111,35,78,118,0,4,0,0,0,3,0,0,0,54,87,141,41,102,144,61,106,164,1490,1437,2922,2095,2168,4265,1873,1787,3663,5279,5581,10859,5645,6161,11810,5565,5972,11536
11001,31,15,17,37,49,43,87,21,77,103,43,63,101,27,69,103,0,0,0,0,3,3,0,0,0,44,90,135,53,85,142,74,112,187,1173,1282,2457,1521,1649,3165,1671,1860,3523,6171,6791,12966,6415,7155,13569,6138,7050,13188
11002,28,43,44,90,20,31,52,25,87,113,30,78,108,22,78,106,3,0,5,5,0,5,0,0,0,36,104,143,83,121,200,45,112,154,1421,1287,2708,2148,2090,4239,2077,1907,3991,5210,5438,10643,5593,5842,11436,5358,5719,11078
11003,18,7,9,16,6,23,27,16,61,77,16,34,58,22,36,66,0,0,0,3,0,3,0,0,0,24,77,96,28,48,81,30,58,95,1225,1116,2336,1618,1629,3244,2028,1952,3976,3819,3900,7715,4036,4233,8261,4312,4511,8821
11004,77,23,43,68,53,63,118,75,163,243,85,178,271,95,164,258,4,0,5,5,3,6,3,4,10,115,202,320,119,222,341,154,231,384,2783,2704,5485,3592,3661,7252,3408,3290,6695,11073,11404,22480,11796,12527,24322,12635,13046,25676
11101,117,53,85,134,94,84,177,157,265,421,143,287,432,205,335,538,0,3,7,3,6,9,5,3,11,196,339,543,196,376,574,308,420,724,3039,3162,6203,2871,3147,6019,2393,2466,4861,16111,16729,32839,16260,17043,33306,17239,17665,34902
11102,79,49,57,106,66,70,136,82,173,255,101,207,309,120,199,323,3,3,11,7,7,13,0,0,5,116,225,342,149,280,428,188,268,459,1849,1834,3685,1988,2180,4166,1859,1863,3721,9589,9788,19381,9838,10579,20418,11016,11816,22830
11103,228,92,135,229,184,195,376,222,406,623,233,419,647,323,516,837,3,4,9,4,15,26,5,4,8,320,541,859,333,568,900,506,714,1220,4975,4786,9764,4805,5144,9950,4289,4254,8541,23608,24149,47757,25359,26276,51641,26841,28285,55125
11201,102,41,57,98,64,66,126,111,251,368,105,238,341,168,325,496,5,0,8,7,3,8,4,3,7,156,324,479,148,300,447,233,393,635,2367,2324,4695,3864,4068,7927,3334,3442,6775,10127,10876,20998,11257,12198,23460,11835,12852,24686
11202,90,37,49,86,53,55,109,92,181,278,75,162,229,93,152,246,0,5,12,3,3,6,3,9,10,131,241,370,116,213,331,152,212,369,2213,2090,4308,3105,3097,6198,3085,3062,6155,10186,10972,21157,10406,11228,21638,10400,11017,21417
11203,132,57,69,125,55,107,162,103,230,334,103,194,294,150,286,431,8,0,7,7,4,7,10,9,15,163,312,478,162,266,430,212,397,609,2915,3193,6112,3721,4055,7776,3419,3578,6996,11236,12458,23693,12176,13450,25622,12886,14090,26976
11301,62,25,32,57,53,41,91,42,96,132,50,102,147,60,119,173,0,0,3,3,9,11,8,4,11,72,130,201,72,139,211,120,158,276,1990,1891,3882,2590,2607,5198,2245,2109,4357,7290,7329,14624,7530,7799,15329,7463,7729,15190
11302,20,3,13,19,6,5,16,6,26,33,9,18,29,12,55,70,0,0,0,0,0,0,0,0,0,16,40,50,20,35,47,25,64,86,574,438,1015,880,730,1611,716,563,1278,2027,1953,3977,2187,2172,4356,2130,2185,4316
11303,151,153,81,236,136,111,255,102,202,307,93,191,284,143,217,366,4,6,8,9,6,12,0,5,3,218,246,466,250,272,526,284,336,622,3252,2560,5808,4276,3413,7689,3893,2994,6888,14134,14291,28426,14799,14955,29753,15363,15649,31016
11401,107,52,77,131,90,72,162,109,246,357,96,238,333,103,250,357,3,4,5,5,3,10,3,5,7,156,313,470,157,320,473,204,324,530,3872,3456,7324,4711,4254,8958,4228,3413,7643,12909,13159,26066,13557,13787,27347,14044,13957,28003
11402,58,19,54,72,44,52,104,58,137,198,59,146,209,55,131,187,5,0,6,0,4,3,4,6,7,89,169,258,83,204,288,106,194,296,1261,1329,2590,1720,1850,3573,1308,1431,2742,6102,6663,12763,6523,7209,13731,6680,7390,14069
11501,284,175,246,427,183,178,364,216,405,616,246,384,632,319,421,746,10,10,21,6,10,14,0,10,10,343,581,918,427,639,1065,507,614,1115,2327,2437,4760,2261,2658,4925,1857,2137,3987,21505,21582,43087,22853,23008,45865,24542,24580,49117
11502,39,16,23,39,35,29,63,26,72,93,31,73,102,46,52,95,0,0,0,0,3,3,0,4,4,42,89,136,51,102,149,80,86,164,522,574,1100,651,693,1342,547,503,1047,3930,3992,7924,4166,4057,8222,4333,4156,8491
11503,25,13,16,26,21,19,38,42,71,111,36,55,84,19,56,78,0,0,0,0,0,0,0,0,0,40,84,132,46,67,111,44,75,123,940,799,1740,916,869,1787,507,409,911,4002,3913,7919,3774,3868,7640,3491,3496,6983
11504,35,27,36,62,63,58,117,33,82,113,39,92,127,98,146,246,0,3,3,4,0,4,0,4,0,46,106,155,63,125,194,161,205,366,708,648,1357,631,659,1285,859,755,1610,4770,4652,9421,5595,5652,11241,9549,9674,19223
11601,444,294,288,583,635,455,1089,273,416,688,275,452,728,425,551,977,7,15,22,6,7,16,10,11,26,485,665,1154,577,751,1325,1071,1022,2090,3927,3757,7682,3686,3857,7544,4128,3969,8096,19263,19512,38770,20460,20680,41136,22658,22714,45370
11602,216,170,172,341,306,229,541,121,240,368,150,276,419,375,445,820,4,4,5,0,5,3,6,7,14,230,364,590,320,451,771,690,684,1375,2265,1472,3738,2935,1929,4868,3791,2384,6175,12861,12159,25025,16356,15209,31560,25247,24233,49482
11603,249,178,255,436,210,209,423,150,251,404,207,359,567,252,347,596,8,10,22,5,15,20,8,8,14,273,409,676,395,625,1018,473,564,1034,4318,4281,8599,4073,4206,8282,4417,4567,8988,18062,18012,36071,18682,19485,38170,19452,20603,40056
11701,141,122,185,305,242,252,496,80,130,203,124,195,319,373,401,776,5,3,8,4,3,8,4,0,4,155,195,357,256,381,637,625,655,1273,1540,1505,3041,1711,1724,3435,1755,1655,3409,6048,5913,11962,7551,7566,15122,9217,9307,18519
11702,174,118,112,232,74,89,165,125,199,320,154,211,360,149,192,343,10,3,14,4,5,5,3,0,8,226,282,511,275,323,599,231,281,515,2223,1819,4038,2252,2132,4381,1387,1157,2543,7366,7487,14851,7952,8320,16273,7384,7544,14926
11703,2036,1566,2133,3698,1176,1545,2725,752,921,1680,1279,1648,2924,1514,1910,3421,32,22,53,17,40,58,24,16,37,1669,2089,3763,2858,3823,6682,2715,3472,6184,13118,10586,23712,14983,12198,27183,8309,6760,15066,30489,30026,60518,38953,40878,79834,32251,33621,65869
11801,340,156,216,376,114,164,282,285,495,783,450,676,1124,450,670,1122,5,12,12,6,10,21,10,4,16,433,700,1132,615,908,1517,575,843,1419,7146,6857,14006,6140,6798,12933,3420,3744,7163,18587,19363,37949,19006,20913,39917,17370,19254,36625
11802,415,232,306,542,242,219,457,253,476,729,354,528,883,409,587,993,4,7,15,9,9,11,12,10,14,453,707,1158,595,842,1438,658,811,1469,6733,5185,11918,6788,5301,12086,4464,3599,8064,23193,21809,45003,26455,25209,51663,21537,21409,42944
11901,451,280,462,740,418,377,792,261,459,718,295,644,935,441,621,1060,13,12,23,7,19,29,16,7,23,475,724,1193,582,1126,1708,872,1009,1878,6462,6265,12723,5627,5798,11426,6366,6435,12802,26011,26072,52080,27714,28526,56237,31378,31638,63018
11902,657,468,485,953,681,416,1103,320,455,777,336,592,933,479,540,1023,11,16,32,20,19,43,16,10,29,687,781,1466,826,1106,1930,1179,970,2146,5832,5366,11202,4620,4577,9199,5347,4852,10200,21286,19997,41283,22674,21763,44439,24298,22667,46968
11903,361,289,341,627,465,399,862,205,419,629,304,511,816,374,495,862,0,15,14,9,9,11,13,20,29,385,618,1000,599,859,1459,850,907,1756,3398,3510,6907,3066,3243,6308,2948,3181,6131,17692,17917,35611,19297,19650,38947,19939,20001,39943
11904,564,418,486,897,551,511,1066,294,405,704,492,683,1175,660,828,1486,10,15,31,17,16,31,10,5,13,603,691,1293,924,1182,2114,1222,1343,2563,4746,4504,9255,4560,4579,9137,4264,4112,8369,18567,18113,36681,21185,21210,42388,22123,22171,44293
12001,159,128,154,285,132,139,263,123,276,400,189,319,502,263,372,638,0,7,9,3,6,8,0,3,4,176,389,565,321,479,799,391,511,903,2668,2529,5198,2389,2645,5036,1709,1882,3588,10632,10954,21580,11998,12783,24780,11589,12553,24141
12002,66,31,55,88,45,47,91,119,217,341,118,200,320,129,209,341,0,6,6,0,0,0,0,0,0,151,261,411,152,253,406,179,258,439,1687,1607,3293,2172,2205,4378,1155,1122,2274,6550,7188,13737,8043,8591,16636,7744,8237,15981
12003,826,571,602,1168,892,763,1654,346,572,913,482,703,1183,790,950,1737,19,18,37,9,16,30,20,9,28,801,972,1773,1059,1321,2379,1702,1719,3421,5498,5085,10579,5040,4892,9933,4049,3796,7849,22507,22327,44831,24466,25029,49492,25413,25588,51000
12101,244,167,236,406,173,213,386,239,422,659,251,456,704,370,517,886,10,8,17,4,11,11,3,6,11,360,561,922,424,693,1123,553,733,1281,2548,2615,5157,2761,2969,5730,1824,2091,3915,15117,15607,30725,17454,17953,35403,17764,18457,36223
12102,153,69,93,163,121,127,243,159,300,456,145,251,396,189,299,492,9,8,18,0,3,7,5,5,8,233,389,623,216,345,562,313,425,741,1624,1570,3190,1510,1582,3093,1142,1175,2323,11724,12079,23803,12168,12771,24939,13441,13776,27216
12103,136,70,85,157,107,126,228,166,369,534,219,411,628,257,366,622,9,0,9,0,4,4,3,6,4,240,429,674,287,494,788,366,496,863,2288,2462,4753,2268,2646,4914,1365,1544,2906,18570,19320,37891,20015,20576,40590,20225,20683,40911
12104,205,83,126,209,82,121,205,247,430,675,188,394,591,244,422,668,6,9,14,0,4,4,0,5,5,339,556,893,277,527,803,331,541,878,3787,3761,7548,3441,3710,7154,1751,1991,3743,11884,12733,24615,12041,13572,25614,11443,12699,24144
12201,88,35,47,82,32,39,70,86,171,257,114,214,330,96,144,234,3,3,6,0,6,6,0,0,0,131,220,350,149,263,414,127,184,305,1394,1303,2697,1357,1445,2801,719,709,1424,5850,5993,11846,6131,6593,12722,5997,6393,12391
12202,72,33,34,66,27,42,69,100,194,293,82,217,296,98,186,281,0,9,9,0,0,0,4,4,3,124,247,372,112,250,362,132,226,358,1532,1549,3081,1507,1689,3199,1218,1442,2662,8345,8529,16875,8821,9169,17995,9174,9649,18824
12203,245,137,167,301,156,178,338,278,545,820,327,510,840,383,497,884,7,14,14,7,6,15,0,0,5,393,688,1083,469,679,1150,546,680,1223,3623,3620,7239,3789,4286,8073,2395,2539,4935,20571,20639,41217,22884,23296,46180,23505,23568,47074
12301,63,31,61,92,75,84,152,64,164,228,60,180,244,109,185,294,0,3,4,0,0,0,0,0,0,90,209,302,94,245,340,184,266,454,1150,1110,2259,1234,1393,2618,1069,1191,2260,8081,8554,16633,9448,10234,19682,11149,12024,23174
12302,253,204,305,502,263,338,606,215,434,643,225,542,770,343,536,879,6,14,20,6,14,20,6,5,10,335,583,920,436,862,1296,610,885,1494,5391,5619,11014,5083,5682,10766,5235,5462,10695,23211,24175,47386,24338,25503,49842,27607,29007,56619
12303,61,23,28,48,37,36,73,43,112,155,36,117,155,56,89,134,0,0,0,4,0,0,0,0,0,76,149,220,59,149,210,87,124,211,1059,1042,2101,1265,1267,2535,1157,1176,2334,5641,5687,11333,6237,6432,12675,6886,7017,13903
12401,110,60,90,148,71,89,160,136,269,410,106,242,354,128,225,353,4,3,3,4,0,5,3,3,6,198,330,525,173,337,504,198,317,514,2261,2250,4507,1817,1935,3754,1243,1346,2591,11460,12020,23484,10885,11600,22483,10512,11319,21830
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
12403,176,102,135,236,191,170,366,187,386,572,183,421,602,278,402,688,4,6,7,8,7,13,8,3,12,265,494,756,286,572,857,477,578,1057,3498,3724,7227,3853,4130,7980,3870,4123,7993,18677,19574,38252,20645,21866,42512,23687,25279,48961
12404,47,18,33,53,51,46,94,40,101,143,32,113,140,56,99,156,0,4,4,0,3,4,0,0,5,62,128,188,51,145,197,109,147,254,1572,1235,2813,1897,1471,3365,1779,1377,3156,5676,5661,11336,5836,5775,11608,5804,5840,11640
12405,84,55,94,154,71,80,155,55,150,202,61,155,217,100,177,269,0,7,3,5,6,10,0,4,8,78,214,290,115,264,378,168,262,428,1855,1773,3629,1813,1957,3775,2024,2044,4067,7906,8174,16083,7936,8424,16365,8729,9052,17779
12501,678,414,410,822,736,596,1332,241,336,576,393,475,867,686,621,1304,19,26,41,9,11,17,12,6,23,641,658,1302,816,890,1711,1432,1227,2658,4910,3206,8112,4857,3298,8151,4789,3055,7844,14633,12483,27111,16736,14358,31095,18491,16630,35127
12502,135,87,112,203,141,111,256,104,196,300,145,243,386,190,260,454,6,4,13,8,3,8,0,4,3,161,288,445,237,361,600,332,376,714,1573,1630,3204,1524,1560,3082,1538,1455,2995,9500,9359,18859,10291,10397,20683,12017,11612,23631
12503,459,366,469,838,557,464,1019,225,390,615,278,581,859,457,570,1032,16,21,34,13,20,33,26,22,43,440,677,1115,655,1070,1727,1039,1052,2092,6133,5749,11880,5746,5418,11165,7739,6697,14432,22452,22227,44681,24758,24996,49756,29255,28601,57862
12504,645,373,337,712,819,585,1404,373,529,904,300,572,872,529,594,1121,14,14,26,5,5,14,7,11,16,696,880,1579,676,914,1595,1356,1187,2539,5116,4443,9554,4764,4719,9485,4389,4149,8534,19576,18692,38275,21450,21126,42576,24604,24451,49059
12601,66,50,60,111,71,101,168,85,114,200,68,144,215,143,201,349,3,5,10,0,4,5,0,0,0,115,154,275,125,209,331,213,305,515,660,644,1309,752,750,1505,745,796,1543,6887,7101,13985,7638,7764,15401,8559,9217,17779
12602,300,200,227,422,268,289,551,244,408,652,273,486,763,461,601,1060,7,6,17,6,10,10,3,5,10,394,573,964,478,717,1200,730,892,1624,3281,3261,6544,3131,3316,6450,2958,3150,6108,19174,18988,38162,21250,21451,42698,22166,22587,44751
12701,149,134,181,319,206,241,444,81,207,283,155,301,459,287,420,701,11,12,18,14,12,28,5,15,23,153,300,455,309,490,802,498,673,1169,3357,3340,6701,3636,3712,7355,3702,3610,7311,14115,14280,28396,17176,17811,34988,23494,24158,47646
12702,804,549,769,1320,437,555,997,273,558,831,406,881,1284,550,938,1491,27,32,63,21,36,57,26,26,52,623,1076,1696,973,1682,2659,1015,1523,2536,6608,6535,13139,5411,5592,11004,6099,5915,12014,28097,28712,56811,28657,29862,58515,30289,31065,61354
12703,307,233,286,522,284,318,600,150,294,446,230,400,627,344,480,825,9,9,18,6,8,15,9,8,16,298,476,780,469,699,1168,638,811,1447,4487,4474,8966,4806,4814,9623,4607,4516,9125,17442,17855,35292,19587,20350,39939,22746,23633,46376
12801,121,50,80,124,75,83,159,184,317,496,161,328,497,191,346,533,3,12,13,0,11,12,0,0,6,237,394,634,212,423,633,269,428,697,2859,2846,5706,2764,2914,5678,2222,2326,4548,14249,14869,29117,15062,15498,30560,16112,16482,32595
12802,113,77,77,152,78,76,157,173,323,498,148,297,446,185,250,437,0,3,7,0,5,5,3,0,8,227,388,612,224,373,603,269,332,604,2198,2271,4470,1811,1921,3732,1486,1721,3203,15891,15906,31802,15503,15908,31414,16231,16753,32984
19797,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,7,4,7,19,29,52,0,0,0,18,4,18,33,57,94,0,0,0
19999,61,25,36,59,14,19,31,27,38,57,37,31,69,14,24,37,5,0,4,0,0,7,0,0,0,53,70,124,59,71,130,28,43,68,1955,867,2820,2236,1125,3356,2245,1516,3758,2733,1745,4484,2818,1779,4597,2746,2157,4898
