SA3_CODE_2021,C21_OD_H_f_so_FH_Tot,C21_OD_H_f_so_LP_H,C21_OD_H_f_so_GH,C21_OD_H_f_so_OH,C21_OD_H_f_so_Tot,C21_OD_Tot_FH_CF_no_ch,C21_OD_Tot_FH_CF_w_ch,C21_OD_Tot_FH_One_PFam,C21_OD_Tot_FH_oth_fa,C21_OD_Tot_FH_Tot,C21_OD_Tot_LP_H,C21_OD_Tot_GH,C21_OD_Tot_OH,C21_OD_Tot_Tot,C21_DS_ns_FH_CF_no_ch,C21_DS_ns_FH_CF_w_ch,C21_DS_ns_FH_One_PFam,C21_DS_ns_FH_oth_fa,C21_DS_ns_FH_Tot,C21_DS_ns_LP_H,C21_DS_ns_GH,C21_DS_ns_OH,C21_DS_NS_Tot,C21_Tot_FH_CF_no_ch,C21_Tot_FH_CF_w_ch,C21_Tot_FH_One_PFam,C21_Tot_FH_oth_fa,C21_Tot_FH_Tot,C21_Tot_LP_H,C21_Tot_GH,C21_Tot_OH,C21_Tot_Tot
10603,24,16,4,6,53,117,28,43,7,197,254,29,175,645,27,11,4,0,40,58,3,20,121,10088,7388,3433,232,21145,7697,720,1631,31197
10604,10,5,0,6,20,37,3,7,4,45,54,4,42,139,14,7,0,0,18,20,4,13,60,3307,3207,1285,90,7891,3294,316,894,12392
10701,19,16,0,4,40,21,8,9,5,46,63,0,16,128,6,0,9,0,18,13,3,7,38,7525,9368,4136,309,21335,7110,684,1132,30268
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,40,22,4,8,77,81,16,30,5,132,222,10,90,457,12,9,6,0,29,27,0,10,65,10752,11780,4588,354,27473,7894,750,1420,37542
10704,131,116,29,16,292,94,52,32,12,195,221,31,61,516,20,30,13,0,62,56,9,23,145,13431,15215,5281,534,34467,14149,2912,2077,53608
10801,21,33,4,8,72,79,17,18,0,118,197,8,145,470,13,3,0,0,22,22,0,22,66,4999,2451,1463,113,9036,4683,412,1206,15335
10802,30,29,5,12,67,83,15,23,3,123,160,23,426,738,25,13,8,0,46,46,3,29,125,6109,4010,2631,238,12980,6027,628,2004,21644
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,40,11,0,109,52,6,35,193
10804,26,26,4,6,60,100,15,19,0,138,228,10,193,567,22,11,6,0,44,50,6,50,149,11692,7986,3841,271,23789,10036,1031,1785,36641
10805,21,21,5,5,56,78,14,17,3,112,184,13,80,389,24,9,3,0,30,47,3,22,101,7693,4697,2840,227,15461,6770,640,1556,24428
10901,19,7,0,4,29,20,7,8,0,31,46,0,65,144,15,10,6,0,26,34,0,5,69,7100,6789,3041,244,17170,7991,891,1572,27631
10902,5,0,0,0,7,23,6,0,0,28,33,0,91,148,9,9,3,0,21,20,6,29,78,1489,1252,442,43,3226,1256,90,745,5319
10903,28,10,6,7,47,54,12,9,0,70,76,5,134,284,37,10,5,0,52,40,5,49,145,5938,3921,1425,120,11408,5267,379,1582,18631
11001,20,5,0,3,31,15,4,7,3,30,56,7,68,158,12,10,0,0,23,20,7,3,47,4161,3354,1449,137,9093,4310,505,1093,14997
11002,23,14,3,4,44,34,14,6,0,56,82,7,159,301,14,4,3,0,24,40,4,37,102,4875,3122,1717,149,9863,4855,409,1633,16755
11003,10,8,0,9,25,19,8,4,0,28,40,6,186,263,15,8,0,0,27,23,4,67,123,2360,2222,997,106,5685,2390,246,1853,10164
11004,14,15,0,10,42,30,8,4,0,51,110,7,205,370,32,14,13,3,58,69,8,21,158,8828,8369,3973,390,21559,9023,959,2676,34224
11101,30,23,4,3,73,35,15,19,0,70,82,7,58,216,16,0,0,0,21,30,0,13,65,13622,14609,6130,476,34837,12451,1224,1604,50114
11102,11,13,0,0,25,50,3,14,3,78,156,13,57,303,10,12,8,0,28,27,0,3,69,9496,9427,3984,287,23201,7405,753,1141,32494
11103,84,107,32,20,246,46,22,25,0,95,123,32,60,308,33,12,8,0,52,86,10,20,162,18040,18159,7740,914,44850,20473,4666,2871,72864
11201,50,43,7,21,134,181,32,55,11,287,535,40,578,1441,29,17,15,0,64,88,11,37,197,9835,8192,3858,272,22157,9271,1887,3180,36495
11202,33,31,3,10,74,62,20,30,0,107,285,13,151,558,15,13,13,5,36,44,4,26,111,7665,6406,3757,302,18126,8321,1117,2265,29825
11203,22,13,0,3,40,211,24,33,4,276,421,17,604,1322,23,11,12,0,43,60,5,73,174,11193,9370,4509,362,25436,10812,1355,3077,40683
11301,53,34,4,16,106,38,21,13,0,82,88,14,151,333,29,23,4,0,63,37,5,19,114,4812,5224,1928,202,12171,4638,464,1675,18946
11302,7,14,0,0,19,6,4,0,0,11,21,0,55,84,8,9,3,0,16,12,3,21,52,1811,1445,613,43,3913,1673,102,560,6246
11303,47,52,21,20,137,43,25,8,0,75,85,22,117,295,26,21,0,0,48,42,0,44,139,10330,10220,4105,361,25012,10396,1206,2216,38827
11401,37,25,4,5,70,258,41,34,5,337,487,18,247,1093,49,17,6,4,74,175,7,46,302,14538,9635,4739,381,29300,12137,1163,3200,45802
11402,21,18,3,8,47,24,12,6,7,44,94,9,39,180,6,10,4,0,18,16,0,4,40,6845,5560,1914,153,14478,5283,430,1124,21314
11501,3,0,0,0,3,0,4,0,0,3,0,0,0,3,15,34,4,0,56,24,0,3,84,12138,25307,4209,337,41984,6674,649,909,50214
11502,8,5,0,6,25,18,15,9,0,32,36,6,18,98,6,7,0,0,18,20,0,4,43,2397,3936,728,50,7115,1312,143,281,8852
11503,6,3,0,0,7,3,3,0,0,13,31,4,18,62,11,5,0,0,14,9,3,0,25,2461,3440,733,48,6685,1325,137,329,8473
11504,4,0,0,0,4,18,9,8,0,29,29,0,65,126,6,9,5,0,13,9,0,5,32,3518,9769,1543,104,14930,1698,205,465,17298
11601,19,8,0,3,37,9,10,0,0,23,12,0,10,41,13,15,0,0,38,27,0,4,69,9893,19096,6085,808,35876,8930,1644,2474,48936
11602,23,4,0,0,27,3,18,4,0,23,4,0,0,32,28,58,4,0,98,17,3,10,121,7877,24565,4058,376,36874,4398,812,1355,43441
11603,23,0,0,0,30,7,11,10,0,24,3,0,4,37,4,16,0,0,19,14,0,12,53,5865,14472,6308,562,27207,6153,822,2422,36608
11701,66,36,22,9,137,21,22,19,9,68,36,24,9,141,12,10,0,0,21,25,4,14,64,5764,6503,2157,472,14894,5570,1711,1229,23407
11702,222,199,85,49,550,114,56,39,13,222,199,85,48,557,12,11,3,0,25,32,0,10,70,5915,5132,1886,348,13284,6608,2155,842,22888
11703,227,276,142,58,706,130,53,33,15,227,276,142,123,775,86,33,12,7,137,267,37,100,542,30399,11272,4684,1434,47795,40798,11802,7167,107568
11801,308,276,72,67,729,185,92,31,3,308,276,72,81,732,24,21,0,0,45,54,8,27,138,14181,12981,3663,488,31317,16099,4170,2676,54266
11802,207,171,64,38,475,111,53,37,7,207,171,64,38,478,12,11,8,0,27,37,7,14,87,12938,14759,4643,705,33047,14503,3873,2400,53825
11901,174,83,29,36,321,53,79,39,7,174,83,29,36,321,26,37,21,0,85,25,10,17,135,10838,23937,8438,842,44060,11192,1352,3304,59913
11902,95,60,17,28,201,30,45,16,4,101,59,17,28,202,10,14,5,3,39,42,20,25,120,9220,17371,5951,869,33417,9761,2369,2878,48423
11903,109,57,16,28,211,32,42,21,6,109,61,16,30,218,11,11,9,0,25,44,9,8,80,11060,16795,5237,772,33859,9946,1732,1748,47291
11904,192,168,34,69,471,89,56,45,14,204,221,42,82,545,30,20,6,6,57,49,15,10,145,13661,16872,5569,937,37038,13172,2957,2602,55766
12001,216,116,43,28,398,103,62,41,10,216,116,43,29,402,10,11,0,0,18,24,0,11,54,9742,10751,3033,433,23958,8323,1351,1146,34787
12002,68,59,33,15,170,38,16,10,3,70,57,30,23,189,7,5,3,3,18,10,0,4,36,6160,6764,1893,225,15045,6692,1050,936,23727
12003,279,217,79,44,613,132,88,48,13,279,217,79,49,620,55,21,3,3,75,105,22,37,242,15439,17549,5521,1237,39741,15574,5039,2549,62908
12101,55,28,3,12,97,23,16,9,0,50,31,3,12,98,18,9,7,0,33,25,3,11,72,11480,15787,3786,492,31552,10992,1732,1439,45709
12102,19,22,0,3,45,11,11,0,0,20,24,0,3,52,9,0,3,0,15,13,4,0,27,7536,13167,3036,299,24038,6227,687,751,31706
12103,75,33,3,11,130,39,33,11,0,82,35,3,16,138,4,15,4,0,28,12,0,3,43,10616,19552,3836,305,34310,7074,573,820,42781
12104,91,45,23,17,178,54,24,18,3,97,54,23,22,192,22,6,4,0,30,62,11,13,113,12640,9280,2849,446,25223,15632,1804,1714,44374
12201,55,38,15,3,106,26,16,12,7,55,38,15,9,114,0,5,0,0,5,12,5,4,24,4753,5535,1172,109,11565,3999,859,565,16993
12202,68,39,5,6,119,27,23,20,9,77,49,5,22,149,20,17,8,0,40,23,4,3,71,6599,8506,1992,136,17231,4609,384,889,23113
12203,63,22,11,18,112,40,25,17,7,87,54,11,41,186,22,22,6,3,47,37,3,4,97,14141,21760,5161,474,41535,12450,1750,1536,57262
12301,5,4,0,4,10,16,0,5,0,20,36,0,18,81,7,0,3,0,15,24,0,0,36,5411,10942,3011,182,19545,3577,359,551,24029
12302,3,7,6,0,13,3,0,0,0,4,7,6,0,17,5,13,8,0,26,41,6,6,76,12132,22865,9057,796,44856,11399,1368,2829,60455
12303,15,20,0,0,37,16,10,4,0,23,77,0,20,122,11,6,4,0,21,13,0,4,40,4128,6170,1598,99,11992,2596,221,629,15434
12401,11,22,3,7,48,13,0,4,0,16,25,3,8,56,11,11,0,0,17,49,0,3,69,9052,9119,3201,210,21584,8123,746,1021,31473
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,8
12403,11,9,0,5,23,23,12,13,0,45,91,6,18,154,17,13,6,0,39,33,4,9,90,12517,20552,7608,636,41313,12098,1399,2502,57311
12404,21,7,0,7,41,3,9,7,0,23,14,0,7,40,8,10,0,0,17,11,5,5,46,3198,4160,1902,132,9399,3370,348,605,13719
12405,11,5,0,0,22,3,0,7,0,11,5,0,0,24,4,3,3,0,11,14,0,5,26,4013,6843,3144,262,14261,3878,526,1235,19895
12501,55,21,16,12,108,13,23,16,3,55,23,16,17,115,47,21,7,0,80,46,19,13,162,8772,11275,3255,740,24037,7153,2738,1882,35804
12502,12,14,0,10,34,0,4,3,0,12,14,0,10,38,5,8,5,0,13,15,0,3,34,5344,10916,2865,283,19401,4710,654,921,25687
12503,85,47,15,17,165,28,44,19,3,97,42,15,16,176,27,45,17,4,95,71,10,24,195,8999,19695,6918,868,36490,10475,1971,3843,52771
12504,108,37,23,11,175,22,68,15,0,110,34,23,25,191,32,26,8,3,66,57,14,13,156,12211,20424,4846,910,38396,12579,3181,2949,57104
12601,8,0,0,0,10,0,9,0,0,8,0,0,0,10,8,10,0,0,25,16,5,0,43,4673,8415,1689,196,14974,3187,574,464,19200
12602,65,48,12,7,132,35,21,10,5,70,50,12,13,152,18,13,6,0,31,58,14,18,125,14377,18702,4703,802,38589,14408,2308,1975,57279
12701,5,3,0,0,13,21,9,6,0,37,68,0,3,109,32,59,20,0,110,31,0,5,151,7686,21019,5875,464,35051,5098,605,1800,42554
12702,27,23,3,14,64,14,15,6,0,37,76,3,48,167,29,62,12,6,113,57,5,31,200,10298,24134,10551,1168,46143,9587,1245,2855,59830
12703,14,12,0,4,33,9,9,3,0,17,12,0,10,44,14,26,23,4,64,26,5,14,115,7925,18680,5952,569,33129,8380,949,2590,45048
12801,74,38,15,18,145,48,25,22,0,97,83,24,30,225,16,13,9,0,33,23,5,14,71,12073,15220,4276,376,31944,11203,1138,1496,45784
12802,27,13,3,5,50,17,7,4,0,39,46,3,25,106,6,8,0,5,18,31,4,0,56,10269,16426,3907,279,30884,7287,642,758,39566
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
