SA3_CODE_2021,C21_450_549_1PF_CU15_DS,C21_450_549_1PF_CU15_NDS,C21_450_549_1PFnoCU15_DS,C21_450_549_1PF_NDCO,C21_450_549_Tot,C21_550_649_1PF_CU15_DS,C21_550_649_1PF_CU15_NDS,C21_550_649_1PFnoCU15_DS,C21_550_649_1PF_NDCO,C21_550_649_Tot,C21_650_749_1PF_CU15_DS,C21_650_749_1PF_CU15_NDS,C21_650_749_1PFnoCU15_DS,C21_650_749_1PF_NDCO,C21_650_749_Tot,C21_750_849_1PF_CU15_DS,C21_750_849_1PF_CU15_NDS,C21_750_849_1PFnoCU15_DS,C21_750_849_1PF_NDCO,C21_750_849_Tot,C21_850_949_1PF_CU15_DS,C21_850_949_1PF_CU15_NDS,C21_850_949_1PFnoCU15_DS,C21_850_949_1PF_NDCO,C21_850_949_Tot,C21_950over_1PF_CU15_DS,C21_950over_1PF_CU15_NDS,C21_950over_1PFnoCU15_DS,C21_950over_1PF_NDCO,C21_950over_Tot,C21_Rns_1PF_CU15_DS,C21_Rns_1PF_CU15_NDS,C21_Rns_1PFnoCU15_DS,C21_Rns_1PF_NDCO,C21_Rns_Tot,C21_Tot_1PF_CU15_DS,C21_Tot_1PF_CU15_NDS,C21_Tot_1PFnoCU15_DS,C21_Tot_1_pa_f_NDCO,C21_Tot_Tot
10805,12,61,0,14,90,0,7,0,5,9,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,3,15,37,115,783,89,332,1327
10901,5,16,14,9,41,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,6,9,53,155,942,155,341,1592
10902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,21,96,17,43,177
10903,0,8,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,4,25,60,331,60,124,577
11001,4,22,3,4,30,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,3,19,78,438,76,152,747
11002,0,6,0,4,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,27,71,526,58,189,847
11003,0,7,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,12,46,42,344,39,163,589
11004,17,60,11,15,102,0,8,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,7,3,56,3,17,78,197,1308,171,460,2137
11101,70,314,76,99,557,22,87,21,35,166,13,20,7,12,49,5,12,4,5,14,0,8,0,0,4,4,6,4,0,10,10,40,14,22,84,266,1439,325,745,2770
11102,51,216,38,87,393,8,63,14,13,96,0,10,0,5,15,0,5,0,0,4,0,0,0,0,4,0,0,0,0,0,7,43,3,18,67,165,1009,182,488,1842
11103,81,454,101,162,792,37,145,33,54,274,10,40,14,7,72,5,20,4,8,44,0,0,9,6,11,0,14,6,0,21,10,50,12,42,111,321,1923,450,977,3674
11201,45,198,56,81,379,24,140,34,51,247,22,72,17,19,130,11,31,13,12,63,4,12,0,9,29,0,13,5,6,27,0,29,4,18,53,175,891,211,439,1722
11202,15,69,17,30,135,4,17,5,12,40,0,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,14,43,157,932,164,407,1665
11203,57,209,62,130,450,31,129,32,59,252,17,45,8,28,101,12,13,9,4,37,0,12,4,4,22,3,10,3,3,16,6,26,8,24,63,200,970,243,597,2004
11301,6,11,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,12,32,88,579,60,222,947
11302,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,24,176,23,77,301
11303,10,42,9,17,75,3,11,3,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,40,8,21,73,183,1262,175,447,2064
11401,42,187,24,82,339,10,34,4,9,57,0,3,3,4,13,0,4,0,0,11,0,0,0,0,0,0,0,0,0,3,3,26,3,21,58,207,1241,205,597,2251
11402,15,70,21,57,170,12,37,17,26,89,9,15,7,7,41,0,7,3,4,15,0,0,0,0,4,0,4,0,0,11,3,3,6,11,20,73,322,77,210,681
11501,28,150,80,91,355,39,147,92,102,385,31,83,56,49,223,18,42,24,26,104,12,16,17,8,55,9,11,3,12,40,0,9,7,13,35,155,552,327,365,1395
11502,6,16,6,11,46,4,12,7,7,33,6,11,0,3,15,0,0,6,3,10,4,4,0,0,9,0,4,0,0,8,0,0,0,0,3,25,69,26,44,156
11503,7,22,4,12,40,4,8,0,4,18,0,0,4,0,3,0,0,0,3,8,0,3,0,6,3,0,0,0,0,6,0,0,3,0,5,20,94,20,40,174
11504,11,57,11,23,109,29,98,25,61,214,19,48,18,44,136,8,3,7,12,27,0,8,0,8,23,0,3,3,4,12,3,9,0,0,19,79,295,92,186,645
11601,89,297,84,216,691,32,92,18,42,182,12,25,4,17,61,3,5,3,0,9,0,0,0,0,0,0,0,0,0,0,6,49,8,55,122,331,1438,395,1067,3231
11602,69,293,90,156,602,89,325,92,180,682,20,108,40,67,237,4,14,6,5,28,0,0,0,3,12,0,5,0,3,12,9,17,3,19,48,232,1029,280,568,2111
11603,69,242,48,115,477,21,62,11,39,136,3,6,0,6,15,0,3,0,0,4,0,0,0,0,0,0,6,0,0,7,20,74,16,61,173,443,2053,357,1158,4007
11701,11,75,25,61,182,6,71,23,47,157,9,59,28,39,128,13,35,15,27,86,4,9,14,14,38,4,8,4,8,26,0,7,9,10,32,78,427,181,364,1044
11702,15,48,24,22,115,0,48,18,30,93,5,36,21,13,74,6,14,11,14,44,3,9,4,3,19,5,17,17,3,41,4,3,6,18,21,52,305,128,224,711
11703,9,108,50,90,250,14,200,72,86,369,12,161,65,69,310,16,97,51,50,214,11,70,33,26,139,13,108,73,46,239,6,28,16,45,99,145,1188,492,842,2661
11801,9,85,30,39,151,12,101,51,58,231,15,100,25,33,172,13,93,28,22,157,11,56,22,21,120,65,217,93,59,439,4,21,19,15,61,131,735,286,284,1442
11802,15,169,57,105,348,19,202,65,109,399,32,114,32,66,236,13,67,28,28,142,8,32,12,18,80,26,64,39,34,167,3,29,8,30,70,157,975,347,676,2153
11901,117,391,132,298,939,92,220,78,130,519,44,136,47,81,309,14,42,17,30,110,0,13,6,9,24,0,8,0,3,13,19,72,30,64,180,481,1656,581,1318,4044
11902,46,226,75,159,508,39,140,52,104,337,25,67,36,48,173,14,26,12,17,63,8,14,0,3,24,0,7,3,7,21,12,40,20,44,121,230,1094,416,863,2607
11903,51,235,86,195,560,40,149,65,134,378,22,49,11,37,120,14,23,12,19,68,11,6,0,9,26,4,12,9,4,35,4,31,21,33,95,196,901,357,866,2321
11904,41,269,115,208,638,57,172,73,165,460,31,80,38,63,209,4,32,9,23,67,4,9,8,10,26,5,17,14,14,43,9,23,10,26,67,182,924,379,803,2295
12001,7,130,51,74,264,18,111,46,64,235,26,90,38,49,198,12,46,29,33,124,9,32,12,18,72,10,23,20,21,77,5,14,6,8,34,96,518,231,348,1198
12002,5,35,14,21,77,12,73,23,17,123,12,62,17,25,113,10,47,8,18,92,10,27,14,18,67,10,48,25,16,97,0,10,0,5,12,65,393,126,209,795
12003,40,250,130,209,634,34,165,104,101,399,19,75,51,51,195,11,32,26,30,102,0,20,11,7,40,12,12,13,14,52,10,23,21,28,86,182,906,530,704,2325
12101,18,188,72,93,370,15,138,67,60,284,16,90,50,47,202,16,73,42,26,159,11,39,29,15,88,38,105,58,27,227,4,20,8,14,45,129,792,375,373,1668
12102,33,174,68,91,363,24,90,51,62,227,25,60,29,17,131,8,15,5,10,48,0,9,0,0,9,0,4,0,5,13,0,7,5,15,38,115,496,231,328,1173
12103,3,97,46,43,195,28,138,70,64,303,12,72,57,24,171,14,38,36,17,102,12,33,36,17,96,61,78,75,23,238,3,23,14,7,44,151,523,348,215,1232
12104,3,82,47,49,186,7,129,56,58,258,17,108,34,46,204,17,81,35,37,174,9,45,23,27,104,33,102,75,44,257,0,14,13,7,30,109,634,295,304,1342
12201,7,25,8,7,43,3,35,8,10,59,3,20,20,17,65,0,24,13,6,50,14,24,11,12,54,20,64,40,12,136,0,0,3,4,12,62,209,107,88,466
12202,8,44,7,18,84,3,36,18,25,88,17,50,20,24,112,12,44,19,18,90,3,24,12,15,55,17,47,31,17,112,0,0,7,3,13,72,268,118,135,597
12203,11,173,45,96,328,28,186,69,100,381,17,143,62,60,282,28,86,37,38,190,27,63,41,43,178,33,116,58,44,252,5,16,11,18,49,164,878,354,496,1888
12301,75,325,61,132,594,29,83,16,33,158,3,15,9,3,32,0,7,0,3,5,0,6,0,0,6,0,0,0,0,4,3,28,3,7,43,149,708,125,294,1278
12302,108,403,87,221,826,38,134,39,84,293,7,30,6,13,54,0,0,0,4,4,0,4,0,3,5,0,3,4,0,7,20,86,24,78,201,531,2672,504,1493,5196
12303,22,82,20,34,153,9,33,3,7,50,4,0,3,4,17,0,9,0,0,9,0,0,0,0,5,0,6,0,0,4,4,13,3,5,27,60,347,59,138,609
12401,27,157,46,65,299,13,28,5,19,68,0,10,3,9,24,0,6,0,0,8,0,3,0,0,5,0,0,0,0,0,0,14,0,3,20,105,554,165,270,1092
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,112,524,112,216,960,50,182,42,86,358,12,59,13,22,106,7,9,0,11,24,0,3,0,4,12,0,5,0,4,14,10,72,8,29,114,360,2296,421,1057,4138
12404,22,119,28,68,235,12,37,8,7,66,0,4,5,0,10,0,0,0,8,5,0,0,0,0,5,0,0,0,0,4,7,14,3,6,27,93,527,116,275,1009
12405,47,177,27,71,319,13,42,7,18,76,4,11,0,0,17,0,3,0,3,7,0,0,0,0,0,0,0,0,0,8,12,24,7,23,58,160,887,161,456,1663
12501,38,204,70,150,456,15,120,43,83,268,9,46,20,31,103,3,18,14,17,45,0,7,0,4,12,0,6,0,4,10,0,28,7,18,60,120,653,234,543,1550
12502,36,173,87,86,384,22,75,39,57,195,14,26,14,22,79,8,24,15,9,49,0,3,0,4,15,0,5,0,4,11,3,22,5,13,48,123,538,255,407,1332
12503,120,335,113,240,806,62,161,59,105,383,30,82,46,53,212,8,23,6,13,51,3,3,3,8,24,4,9,0,0,9,8,60,17,82,173,398,1417,505,1175,3490
12504,78,288,108,264,735,37,108,44,107,298,11,28,11,30,79,7,7,6,9,28,0,3,0,3,7,0,3,4,0,8,10,28,16,35,92,225,1085,402,931,2634
12601,13,79,51,48,189,11,66,46,29,148,5,26,20,15,70,3,13,8,9,35,0,5,0,0,14,5,10,0,4,22,0,3,3,5,18,51,275,166,148,640
12602,23,195,73,112,407,43,184,93,106,426,21,90,61,61,230,17,36,18,18,98,6,24,8,18,54,12,24,24,22,74,6,24,10,27,58,160,829,416,617,2023
12701,111,431,105,220,860,68,270,82,164,578,18,54,10,31,118,6,16,0,12,33,3,3,0,3,13,0,5,0,4,10,11,55,11,40,123,357,1349,342,860,2901
12702,141,374,185,510,1209,69,137,65,144,414,25,59,19,61,168,7,25,0,25,57,0,0,0,5,7,0,6,0,3,19,16,69,27,84,198,555,1773,763,2160,5253
12703,91,345,118,257,811,63,154,44,111,365,18,44,22,32,115,8,14,3,0,26,0,6,0,6,11,0,0,3,7,7,7,43,7,38,95,321,1455,429,1080,3286
12801,35,213,73,118,442,32,153,52,79,314,22,100,30,46,200,15,34,34,25,104,11,18,13,13,53,20,20,6,17,64,3,21,4,18,49,153,752,284,493,1685
12802,25,149,52,74,306,30,109,48,73,256,19,60,27,36,146,13,30,17,18,83,6,5,7,3,20,4,7,0,6,14,8,4,3,7,27,139,604,216,368,1321
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
