LGA_CODE_2021,C16_SH_3b_NPGH_4,C16_SH_3b_NPGH_5,C16_SH_3b_NPGH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPGH_2,C16_SH_4mb_NPGH_3,C16_SH_4mb_NPGH_4,C16_SH_4mb_NPGH_5,C16_SH_4mb_NPGH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPGH_2,C16_SH_NB_NS_NPGH_3,C16_SH_NB_NS_NPGH_4,C16_SH_NB_NS_NPGH_5,C16_SH_NB_NS_NPGH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPGH_2,C16_SH_Tot_NPGH_3,C16_SH_Tot_NPGH_4,C16_SH_Tot_NPGH_5,C16_SH_Tot_NPGH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPGH_2,C16_SDRTHT_0b_s_a_b_NPGH_3,C16_SDRTHT_0b_s_a_b_NPGH_4,C16_SDRTHT_0b_s_a_b_NPGH_5,C16_SDRTHT_0b_s_a_b_NPGH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPGH_2,C16_SDRTHT_1b_NPGH_3,C16_SDRTHT_1b_NPGH_4,C16_SDRTHT_1b_NPGH_5,C16_SDRTHT_1b_NPGH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPGH_2,C16_SDRTHT_2b_NPGH_3,C16_SDRTHT_2b_NPGH_4,C16_SDRTHT_2b_NPGH_5,C16_SDRTHT_2b_NPGH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPGH_2,C16_SDRTHT_3b_NPGH_3,C16_SDRTHT_3b_NPGH_4,C16_SDRTHT_3b_NPGH_5,C16_SDRTHT_3b_NPGH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPGH_2,C16_SDRTHT_4mb_NPGH_3,C16_SDRTHT_4mb_NPGH_4,C16_SDRTHT_4mb_NPGH_5,C16_SDRTHT_4mb_NPGH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPGH_2,C16_SDRTHT_NB_NS_NPGH_3,C16_SDRTHT_NB_NS_NPGH_4,C16_SDRTHT_NB_NS_NPGH_5,C16_SDRTHT_NB_NS_NPGH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPGH_2,C16_SDRTHT_Tot_NPGH_3,C16_SDRTHT_Tot_NPGH_4,C16_SDRTHT_Tot_NPGH_5,C16_SDRTHT_Tot_NPGH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPGH_2,C16_F_a_0b_s_a_b_NPGH_3,C16_F_a_0b_s_a_b_NPGH_4,C16_F_a_0b_s_a_b_NPGH_5,C16_F_a_0b_s_a_b_NPGH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPGH_2,C16_F_a_1b_NPGH_3,C16_F_a_1b_NPGH_4,C16_F_a_1b_NPGH_5,C16_F_a_1b_NPGH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPGH_2,C16_F_a_2b_NPGH_3,C16_F_a_2b_NPGH_4,C16_F_a_2b_NPGH_5,C16_F_a_2b_NPGH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPGH_2,C16_F_a_3b_NPGH_3,C16_F_a_3b_NPGH_4,C16_F_a_3b_NPGH_5,C16_F_a_3b_NPGH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPGH_2,C16_F_a_4mb_NPGH_3,C16_F_a_4mb_NPGH_4,C16_F_a_4mb_NPGH_5,C16_F_a_4mb_NPGH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPGH_2,C16_F_a_NB_NS_NPGH_3,C16_F_a_NB_NS_NPGH_4,C16_F_a_NB_NS_NPGH_5,C16_F_a_NB_NS_NPGH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPGH_2,C16_F_a_Tot_NPGH_3,C16_F_a_Tot_NPGH_4,C16_F_a_Tot_NPGH_5,C16_F_a_Tot_NPGH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPGH_2,C16_OD_0b_s_a_b_NPGH_3,C16_OD_0b_s_a_b_NPGH_4,C16_OD_0b_s_a_b_NPGH_5,C16_OD_0b_s_a_b_NPGH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPGH_2,C16_OD_1b_NPGH_3,C16_OD_1b_NPGH_4,C16_OD_1b_NPGH_5,C16_OD_1b_NPGH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPGH_2,C16_OD_2b_NPGH_3,C16_OD_2b_NPGH_4,C16_OD_2b_NPGH_5,C16_OD_2b_NPGH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPGH_2,C16_OD_3b_NPGH_3,C16_OD_3b_NPGH_4,C16_OD_3b_NPGH_5,C16_OD_3b_NPGH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPGH_2,C16_OD_4mb_NPGH_3,C16_OD_4mb_NPGH_4,C16_OD_4mb_NPGH_5,C16_OD_4mb_NPGH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPGH_2,C16_OD_NB_NS_NPGH_3,C16_OD_NB_NS_NPGH_4,C16_OD_NB_NS_NPGH_5,C16_OD_NB_NS_NPGH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPGH_2,C16_OD_Tot_NPGH_3,C16_OD_Tot_NPGH_4,C16_OD_Tot_NPGH_5,C16_OD_Tot_NPGH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPGH_2,C16_DS_NS_NPGH_3,C16_DS_NS_NPGH_4,C16_DS_NS_NPGH_5,C16_DS_NS_NPGH_6_mor,C16_DS_NS_Tot,C16_Tot_NPGH_2,C16_Tot_NPGH_3,C16_Tot_NPGH_4,C16_Tot_NPGH_5,C16_Tot_NPGH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPGH_2,C21_SH_0b_s_a_b_NPGH_3,C21_SH_0b_s_a_b_NPGH_4,C21_SH_0b_s_a_b_NPGH_5,C21_SH_0b_s_a_b_NPGH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPGH_2,C21_SH_1b_NPGH_3,C21_SH_1b_NPGH_4,C21_SH_1b_NPGH_5,C21_SH_1b_NPGH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPGH_2,C21_SH_2b_NPGH_3,C21_SH_2b_NPGH_4,C21_SH_2b_NPGH_5,C21_SH_2b_NPGH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPGH_2,C21_SH_3b_NPGH_3,C21_SH_3b_NPGH_4,C21_SH_3b_NPGH_5,C21_SH_3b_NPGH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPGH_2,C21_SH_4mb_NPGH_3,C21_SH_4mb_NPGH_4,C21_SH_4mb_NPGH_5,C21_SH_4mb_NPGH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPGH_2,C21_SH_NB_NS_NPGH_3,C21_SH_NB_NS_NPGH_4,C21_SH_NB_NS_NPGH_5,C21_SH_NB_NS_NPGH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPGH_2,C21_SH_Tot_NPGH_3,C21_SH_Tot_NPGH_4,C21_SH_Tot_NPGH_5
LGA15990,15,3,0,350,204,88,48,30,10,374,35,18,6,4,3,56,614,204,71,33,12,935,0,0,0,0,0,0,11,0,0,0,0,11,51,8,0,0,0,60,58,40,0,0,0,98,10,15,14,3,0,40,12,0,0,0,0,12,140,57,16,3,3,222,4,0,0,0,0,4,92,6,0,0,0,104,1144,131,26,6,0,1313,119,165,24,0,0,313,9,9,8,0,0,23,51,18,5,0,0,71,1428,328,67,17,0,1834,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,11,0,5,0,0,0,11,0,0,0,0,0,9,0,0,0,0,0,0,19,3,3,4,0,30,17,3,0,0,0,25,2211,598,149,55,21,3043,3,0,0,0,0,3,26,9,0,0,0,36,123,10,0,0,0,135,203,84,12,4,0,304,184,90,90,47,19,423,12,7,0,0,0,24,552,196,109,50
LGA16100,0,0,0,22,8,0,0,0,0,8,0,0,0,0,0,0,43,5,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,23,0,0,0,0,21,8,4,0,0,0,13,0,0,0,0,0,0,35,4,0,0
LGA16150,5,0,0,182,72,20,23,9,0,122,7,0,0,0,0,13,286,40,28,10,0,372,0,0,0,0,0,0,10,0,0,0,0,10,29,0,0,0,0,33,19,4,0,0,0,21,0,0,6,0,0,4,0,0,0,0,0,0,65,6,5,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,5,4,0,0,0,0,0,0,17,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,368,49,34,19,5,464,0,0,0,0,0,0,4,0,0,0,0,4,35,3,0,0,0,38,175,43,5,0,0,220,65,31,27,12,3,143,13,0,0,0,0,13,290,80,32,13
LGA16200,0,0,0,42,15,4,4,6,0,23,3,0,0,0,0,3,77,6,4,6,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,88,12,4,6,0,104,0,0,0,0,0,0,5,0,0,0,0,5,23,0,0,0,0,25,47,7,0,0,0,58,21,9,0,0,0,27,3,0,0,0,0,7,95,19,4,3
LGA16260,31,12,10,384,150,67,71,40,32,350,41,13,3,4,4,67,547,181,110,54,51,937,0,0,0,0,0,0,16,0,0,0,0,16,93,10,0,0,0,103,153,63,31,8,3,256,22,38,29,3,15,105,10,10,0,0,5,16,288,116,56,12,17,499,10,0,3,0,0,14,94,13,0,0,0,108,1014,215,85,32,7,1360,169,185,49,15,17,445,6,0,12,7,0,27,59,23,5,0,3,94,1350,440,165,58,30,2047,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,14,0,0,0,0,0,7,0,0,0,0,0,6,3,0,0,0,0,3,15,6,0,0,0,23,9,6,0,4,0,21,2220,750,333,130,105,3533,7,5,0,0,0,4,22,0,0,0,0,31,96,11,3,6,0,117,267,82,17,10,0,370,170,83,63,46,27,399,8,5,0,0,0,18,568,183,88,57
LGA16350,18,0,3,652,201,65,25,7,3,304,36,9,5,0,0,48,912,151,51,12,6,1126,0,0,0,0,0,0,5,0,0,0,0,8,68,0,0,0,0,73,150,34,0,0,0,187,20,4,0,3,0,25,9,0,0,0,0,9,251,42,3,3,0,301,3,0,0,0,0,3,8,0,0,0,0,6,157,14,0,0,0,168,18,3,0,0,0,26,0,0,0,0,0,0,7,0,0,0,0,6,191,15,3,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,0,0,0,0,10,1362,208,55,15,9,1654,8,0,0,0,0,4,6,0,0,0,0,11,118,12,0,0,0,125,584,56,6,0,3,653,274,66,47,18,8,419,32,6,0,0,0,42,1023,144,57,22
LGA16380,7,0,0,295,130,29,26,10,0,179,18,3,0,0,0,17,484,71,25,10,0,584,0,0,0,0,0,0,0,0,0,0,0,0,57,5,0,0,0,59,55,15,0,0,0,65,3,4,0,0,0,13,8,0,0,0,0,7,127,18,3,0,0,147,0,0,0,0,0,0,9,0,0,0,0,6,126,0,0,0,0,126,21,14,0,0,0,36,4,0,0,0,0,0,10,0,0,0,0,10,164,20,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,11,0,0,0,0,11,809,107,30,6,0,952,0,0,0,0,0,0,9,0,0,0,0,12,91,0,0,0,0,98,278,46,5,0,3,328,161,35,21,13,4,231,6,0,0,0,0,10,541,88,27,10
LGA16400,0,0,0,236,113,19,5,4,0,141,9,0,0,0,0,11,402,50,10,4,0,471,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41,55,10,4,0,0,68,9,0,0,0,0,10,3,0,0,0,0,3,104,14,4,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,14,9,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,23,3,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,20,0,0,0,0,24,3,0,0,0,0,3,563,66,15,4,0,646,4,0,0,0,0,0,6,0,0,0,0,6,74,0,0,0,0,71,220,17,6,0,0,250,129,33,13,6,0,187,11,0,0,0,0,6,434,56,16,6
LGA16490,0,0,0,120,69,18,7,0,0,94,11,0,0,0,0,11,222,36,5,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,48,23,15,0,0,0,43,0,0,0,0,0,0,4,0,0,0,0,4,77,17,0,0,0,97,0,0,0,0,0,0,15,0,0,0,0,15,68,8,0,0,0,80,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,92,14,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,399,62,8,5,0,471,4,0,0,0,0,4,3,0,0,0,0,3,33,0,0,0,0,34,96,18,5,0,0,117,58,22,17,4,5,101,6,0,0,0,0,10,201,40,21,5
LGA16550,14,6,3,171,79,59,78,71,65,349,14,10,9,4,4,42,210,127,97,84,76,593,0,3,0,0,0,4,5,5,0,0,0,5,93,14,3,0,0,116,81,80,14,3,0,181,24,14,37,16,17,102,12,4,3,3,0,24,216,114,57,23,18,433,17,3,0,0,0,19,190,10,0,4,0,208,2054,466,183,36,5,2744,228,602,183,61,23,1092,9,29,58,45,17,158,88,24,28,16,3,160,2596,1132,452,162,46,4386,0,0,0,0,0,0,8,0,0,0,0,8,22,6,0,0,0,30,9,17,3,0,0,27,0,4,6,3,0,15,0,0,0,0,0,5,36,23,12,3,3,80,6,8,0,0,0,19,3062,1408,612,273,146,5503,0,0,0,0,0,0,5,3,0,0,3,12,36,6,0,0,0,40,76,39,8,0,0,127,64,59,74,42,33,271,3,0,0,0,0,12,184,110,89,44
LGA16610,0,0,0,102,35,4,4,0,0,42,11,0,0,0,0,8,172,15,3,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,11,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,29,4,0,4,0,30,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,229,20,3,4,0,262,0,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0,41,93,7,0,0,0,105,40,7,8,0,0,56,10,0,0,0,0,10,181,18,10,0
LGA16700,15,3,4,209,87,69,77,60,64,351,8,15,5,5,4,37,313,131,95,70,72,683,0,0,0,0,0,0,9,0,0,3,0,10,105,15,0,0,0,118,73,51,11,4,0,140,6,12,20,12,7,50,8,6,0,0,0,7,195,74,30,21,6,325,8,0,0,0,0,14,120,13,0,0,0,130,657,125,38,8,0,829,56,127,40,19,4,237,3,3,7,0,0,21,25,8,0,0,0,40,872,279,80,27,8,1263,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,16,6,4,3,0,0,10,1392,498,212,116,86,2300,3,0,0,0,0,7,4,0,0,0,0,8,69,0,0,0,0,73,133,50,4,0,0,184,94,58,70,36,35,299,3,8,7,4,0,21,308,122,84,40
LGA16900,7,0,0,160,75,9,4,0,0,89,11,3,0,0,0,14,255,31,15,5,0,296,0,0,0,0,0,0,5,0,0,0,0,0,44,0,0,0,0,44,44,4,0,0,0,48,0,0,0,0,0,11,5,0,0,0,0,9,100,12,4,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,27,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,7,5,0,0,0,0,5,396,41,16,5,0,461,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,24,203,29,0,0,0,232,89,21,35,8,0,148,5,3,0,0,0,9,321,51,39,8
LGA16950,3,0,0,430,168,33,16,4,3,226,25,0,0,0,0,22,731,73,19,4,3,838,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,44,35,3,0,0,0,36,4,0,0,0,0,4,5,0,0,0,0,5,84,4,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,21,0,0,0,0,23,7,0,0,0,0,7,872,79,19,6,3,986,8,0,0,0,0,5,8,0,0,0,0,14,154,12,0,3,0,162,414,37,7,0,0,454,219,55,35,9,3,321,6,0,0,0,0,10,811,106,42,15
LGA17000,0,0,0,52,32,0,3,0,0,41,0,0,0,0,0,3,115,6,3,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,16,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,154,14,4,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,21,60,7,5,0,0,72,42,5,3,0,0,49,0,0,0,0,0,0,121,11,3,0
LGA17040,3,0,0,70,23,9,0,0,0,38,10,0,0,0,0,11,123,23,7,3,5,158,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,4,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,14,6,5,0,0,26,0,0,0,0,0,0,3,0,0,0,0,3,15,3,0,0,0,19,17,8,3,0,0,24,0,0,0,0,0,0,3,0,5,0,0,10,36,5,10,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,5,0,0,0,10,189,37,11,5,5,257,0,0,0,0,0,0,8,0,0,0,0,7,29,3,0,0,0,37,79,11,0,0,0,92,37,10,12,3,8,69,5,0,0,0,0,3,153,26,18,3
LGA17080,0,0,0,41,15,0,4,0,5,22,3,0,0,0,0,3,74,4,3,0,4,87,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,85,4,4,0,4,97,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,19,41,7,0,0,0,46,12,7,0,3,0,17,3,0,0,0,0,3,74,10,0,4
LGA17100,3,0,0,46,16,14,13,15,17,71,0,0,0,3,3,15,62,25,15,15,21,138,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,13,12,13,3,4,0,31,3,5,0,0,0,11,0,0,0,0,0,3,32,17,6,4,3,56,6,3,0,3,0,8,17,10,5,0,0,26,293,111,88,30,14,530,45,45,30,16,15,147,5,3,0,9,3,18,26,8,5,4,7,48,382,173,125,60,40,779,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,7,8,6,5,0,27,18,3,4,0,0,22,496,228,156,78,69,1023,0,0,0,0,0,0,3,0,0,0,0,9,11,0,0,0,0,14,25,6,0,3,0,38,33,18,12,10,16,84,0,3,0,0,0,3,82,24,12,10
LGA17150,6,0,0,278,141,41,26,8,3,223,27,6,5,0,0,33,457,100,44,8,5,611,0,0,0,0,0,0,3,0,0,0,0,3,51,0,0,0,0,54,104,19,3,0,0,125,14,0,0,0,0,16,11,0,0,0,0,14,185,24,4,0,0,220,0,0,0,0,0,0,35,0,0,0,0,37,663,32,6,0,0,698,58,34,5,0,0,97,0,0,0,0,0,3,23,4,0,0,0,33,782,74,10,0,0,869,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,13,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,26,9,0,0,0,28,11,0,0,0,0,14,1452,211,59,8,9,1738,5,0,0,0,0,5,13,0,0,0,0,13,52,5,0,0,0,59,202,40,8,0,0,250,159,51,32,25,3,267,11,0,0,0,0,6,432,95,38,25
LGA17200,4,0,0,43,10,14,19,8,10,59,9,0,0,0,0,7,66,34,22,8,10,140,8,0,0,0,0,9,60,6,5,4,0,76,607,83,29,8,4,722,372,674,135,25,9,1212,120,165,390,148,76,906,65,45,28,14,15,161,1232,968,579,197,101,3083,138,16,13,8,0,161,1147,106,44,17,10,1323,3953,1137,727,197,126,6133,351,696,246,115,138,1555,40,32,94,55,68,286,186,77,57,25,25,372,5812,2060,1185,408,373,9833,0,0,0,0,0,0,9,0,0,0,0,14,26,8,0,0,0,35,10,17,0,0,0,36,0,5,0,0,0,8,0,0,0,0,0,5,50,34,7,5,0,98,46,14,16,5,7,87,7207,3112,1815,628,490,13245,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,0,27,25,39,9,0,0,68,15,12,30,9,7,68,0,0,0,0,0,3,62,52,33,11
LGA17310,8,0,4,295,106,25,11,3,5,155,15,0,6,0,0,20,442,66,24,5,15,548,0,0,0,0,0,0,7,0,0,0,0,7,57,3,4,0,0,61,16,7,0,0,0,22,0,0,0,0,0,0,8,0,0,0,0,6,83,8,3,0,0,95,0,0,0,0,0,0,5,0,0,0,0,5,5,3,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,16,0,0,0,0,14,7,0,0,0,0,9,553,78,21,5,20,677,0,0,0,0,0,0,0,0,3,0,0,8,64,0,0,0,0,67,253,44,11,5,0,306,126,37,24,16,7,213,12,6,0,0,0,17,460,86,36,16
LGA17350,0,0,0,23,6,0,0,0,0,6,3,0,0,0,0,3,43,4,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,9,0,0,0,0,15,7,0,0,0,0,7,0,0,0,0,0,0,27,0,0,0
LGA17400,0,0,0,28,13,0,0,0,0,14,0,0,0,0,0,3,59,3,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,31,4,0,0,0,34,14,0,0,0,0,12,0,0,0,0,0,3,74,8,0,0
LGA17420,0,0,6,146,141,56,30,9,16,256,17,8,0,3,0,26,304,87,32,10,21,461,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,47,30,3,4,8,86,17,7,6,8,11,53,3,0,0,0,0,5,77,39,11,13,13,158,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,0,4,63,24,13,5,3,0,45,0,0,0,6,0,9,0,0,0,0,0,5,74,13,3,5,11,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,456,146,46,32,42,736,0,0,0,0,0,0,10,0,0,0,0,13,46,5,0,0,0,50,97,25,10,7,0,138,176,63,41,25,10,314,8,5,4,0,0,16,341,97,47,30
LGA17550,12,0,0,358,191,38,12,6,5,249,20,9,0,0,0,26,658,100,22,8,5,794,0,0,0,0,0,0,5,0,0,0,0,0,95,3,0,0,0,97,145,17,0,0,0,162,3,0,3,0,0,5,7,0,0,0,0,7,257,21,4,0,0,282,0,0,0,0,0,0,7,0,0,0,0,9,144,12,0,0,0,150,33,8,0,0,0,44,0,0,0,0,0,0,8,0,0,0,0,13,193,19,4,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,32,0,0,0,0,35,10,0,0,0,0,4,1151,143,31,4,5,1335,6,0,0,0,0,6,12,5,0,0,0,16,133,11,0,0,0,151,285,52,6,0,0,345,174,55,18,9,5,271,20,0,0,0,0,28,634,131,29,13
