LGA_CODE_2021,C11_SH_0b_s_a_b_NPFH_2,C11_SH_0b_s_a_b_NPFH_3,C11_SH_0b_s_a_b_NPFH_4,C11_SH_0b_s_a_b_NPFH_5,C11_SH_0b_s_a_b_NPFH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPFH_2,C11_SDRTHT_0b_s_a_b_NPFH_3,C11_SDRTHT_0b_s_a_b_NPFH_4,C11_SDRTHT_0b_s_a_b_NPFH_5,C11_SDRTHT_0b_s_a_b_NPFH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPFH_2,C11_F_a_0b_s_a_b_NPFH_3,C11_F_a_0b_s_a_b_NPFH_4,C11_F_a_0b_s_a_b_NPFH_5,C11_F_a_0b_s_a_b_NPFH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPFH_2,C11_F_a_1b_NPFH_3,C11_F_a_1b_NPFH_4,C11_F_a_1b_NPFH_5,C11_F_a_1b_NPFH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPFH_2,C11_F_a_2b_NPFH_3,C11_F_a_2b_NPFH_4,C11_F_a_2b_NPFH_5,C11_F_a_2b_NPFH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPFH_2,C11_F_a_3b_NPFH_3,C11_F_a_3b_NPFH_4,C11_F_a_3b_NPFH_5,C11_F_a_3b_NPFH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPFH_2,C11_F_a_4mb_NPFH_3,C11_F_a_4mb_NPFH_4,C11_F_a_4mb_NPFH_5,C11_F_a_4mb_NPFH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPFH_2,C11_F_a_NB_NS_NPFH_3,C11_F_a_NB_NS_NPFH_4,C11_F_a_NB_NS_NPFH_5,C11_F_a_NB_NS_NPFH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPFH_2,C11_F_a_Tot_NPFH_3,C11_F_a_Tot_NPFH_4,C11_F_a_Tot_NPFH_5,C11_F_a_Tot_NPFH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPFH_2,C11_OD_0b_s_a_b_NPFH_3,C11_OD_0b_s_a_b_NPFH_4,C11_OD_0b_s_a_b_NPFH_5,C11_OD_0b_s_a_b_NPFH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_Tot,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPFH_2,C16_SH_0b_s_a_b_NPFH_3,C16_SH_0b_s_a_b_NPFH_4,C16_SH_0b_s_a_b_NPFH_5,C16_SH_0b_s_a_b_NPFH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3
LGA10800,0,0,0,0,0,0,0,0,0,0,0,0,87,18,5,0,3,118,425,124,115,47,20,733,271,102,114,99,81,671,8,4,0,0,0,11,789,252,230,143,104,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,10,5,3,3,0,20,0,0,0,0,0,0,816,261,234,151,104,1567,0,0,0,0,0,0,3,0,0,0,0,8,87,25,7,0,0,114,404,108
LGA10850,0,0,0,0,0,0,10,0,0,0,0,6,126,29,17,3,0,177,458,161,143,50,20,836,236,133,165,135,76,747,10,0,0,0,0,15,838,327,333,192,101,1793,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,7,4,0,0,0,0,13,0,0,3,0,0,4,0,0,0,0,0,0,20,4,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,865,338,332,193,101,1831,0,0,0,0,0,6,19,0,0,0,0,22,101,26,4,4,0,136,465,155
LGA10900,3,0,0,0,0,4,111,18,11,0,4,146,1163,307,147,35,7,1661,4273,2001,1759,451,131,8622,2760,1757,2231,1289,651,8694,79,21,19,13,4,135,8397,4110,4169,1788,798,19259,0,0,0,0,0,0,6,0,0,0,0,8,137,17,3,0,0,157,206,63,31,9,0,309,57,26,21,13,4,123,3,3,0,0,0,4,415,106,56,20,6,603,0,0,0,0,0,0,22,0,0,0,0,25,47,10,4,0,0,59,31,19,7,0,3,64,0,4,0,0,0,11,3,0,0,0,0,3,109,34,15,0,3,159,4,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,11,3,0,6,0,21,6,0,0,0,0,5,8938,4256,4236,1812,808,20049,7,0,0,0,0,11,88,17,8,0,3,122,1130,269,135,28,8,1568,4319,1870
LGA10950,0,0,0,0,0,0,9,0,0,0,0,9,47,15,6,4,3,78,162,63,61,23,8,323,90,50,64,49,28,275,4,8,0,0,0,14,299,134,137,80,40,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,320,140,139,81,40,717,0,0,0,0,0,4,3,0,0,0,0,5,36,7,8,0,0,53,163,53
LGA11150,0,0,0,0,0,0,9,0,0,0,0,12,49,14,4,4,0,73,137,53,46,24,14,278,69,36,55,43,36,236,10,4,5,0,3,18,274,103,110,75,55,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,285,106,114,75,55,628,0,0,0,0,0,0,0,0,0,0,0,5,28,13,3,0,0,47,106,62
LGA11200,0,0,0,0,0,0,6,0,0,0,0,8,21,15,11,0,0,46,69,35,26,15,20,168,41,26,23,14,30,135,0,0,0,0,0,5,136,80,60,28,49,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,151,88,62,31,54,388,0,0,0,0,0,0,5,0,0,0,0,5,26,8,9,4,0,45,73,25
LGA11250,6,0,0,0,0,5,24,0,4,0,0,25,518,95,29,11,0,653,1524,624,458,135,53,2795,315,222,265,174,97,1070,45,13,6,7,5,82,2425,953,765,326,156,4630,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,7,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,17,3,0,0,0,0,0,3,0,0,0,0,3,20,4,6,0,0,30,27,14,7,3,0,57,8,4,6,3,0,21,0,0,0,0,0,0,66,21,20,3,3,116,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,5,4,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,0,0,3,2515,979,785,337,161,4776,3,0,0,0,0,7,39,0,0,0,0,47,424,87,34,3,3,554,1401,583
LGA11300,0,0,3,4,0,10,30,0,7,0,0,40,213,103,66,20,3,406,706,476,558,194,77,2014,410,353,585,389,288,2024,31,3,10,3,8,54,1384,940,1224,613,378,4541,0,0,0,0,0,0,11,0,3,0,0,16,120,53,54,13,0,246,119,105,123,36,9,391,29,23,51,37,13,152,6,3,0,0,0,14,283,187,227,81,28,815,31,9,5,0,0,40,136,38,10,0,0,187,630,534,312,65,18,1553,110,112,115,46,21,399,5,7,13,9,4,28,14,10,7,10,0,49,919,707,461,124,47,2259,0,0,0,0,0,0,6,0,0,0,0,6,4,5,0,3,0,13,4,4,0,6,0,16,0,0,0,0,0,4,0,0,0,0,0,0,18,10,0,7,0,35,3,0,0,0,0,4,2616,1842,1919,824,454,7655,3,0,0,0,0,3,10,5,3,0,3,17,151,68,46,7,8,277,593,401
LGA11350,18,5,0,0,5,27,107,18,12,4,0,149,475,130,76,19,5,707,1571,782,657,170,46,3227,716,473,578,328,175,2278,33,3,7,4,0,48,2923,1416,1334,522,232,6431,0,0,0,0,0,0,12,0,0,0,0,12,105,27,12,0,0,145,157,103,45,17,0,324,4,3,9,3,5,27,0,0,0,0,0,5,284,134,71,16,4,512,0,0,0,0,0,0,20,7,0,0,0,23,86,15,4,0,0,109,43,25,15,0,0,80,0,4,0,0,0,4,3,0,0,0,0,3,151,45,20,7,4,223,3,0,0,0,0,0,29,0,0,0,0,33,30,10,4,0,0,47,5,0,0,0,0,15,0,0,0,0,0,0,6,0,0,0,0,6,80,12,6,0,0,101,3,5,3,0,0,8,3435,1621,1427,549,240,7270,15,4,4,0,0,24,107,21,7,6,4,141,451,152,77,21,7,700,1545,745
LGA11400,5,0,0,0,0,4,14,3,4,0,0,18,234,51,26,11,3,335,778,292,236,84,42,1433,613,260,349,274,145,1639,23,6,0,0,7,37,1670,617,614,375,198,3463,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,6,4,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,9,8,0,0,0,0,5,6,0,5,0,0,10,0,4,0,3,0,4,0,0,0,0,0,0,16,4,10,3,0,24,3,0,0,0,0,3,1707,620,628,377,198,3527,0,0,5,0,0,3,16,0,0,0,0,19,181,44,21,11,0,260,693,277
LGA11450,5,0,3,0,0,8,13,10,10,0,0,34,165,46,32,8,4,254,1965,1073,989,262,95,4384,2332,1801,3022,1515,812,9478,43,16,9,12,6,91,4517,2945,4064,1801,917,14254,0,0,0,0,0,0,10,4,0,0,0,14,95,12,0,0,0,112,120,48,45,11,0,220,58,38,80,28,19,222,3,0,0,0,0,3,287,96,129,41,24,576,0,0,0,0,0,0,12,0,0,0,0,7,48,3,3,0,0,52,6,4,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,63,10,4,0,4,75,0,0,0,0,0,0,7,0,0,0,0,7,21,5,0,0,0,25,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,35,7,3,0,0,43,9,0,6,0,0,17,4910,3058,4203,1840,944,14962,0,0,4,0,0,6,37,3,14,0,0,55,185,59,47,13,3,304,2114,1198
LGA11500,6,7,17,9,8,43,49,25,9,4,0,89,486,183,74,34,11,778,6269,4411,4085,1496,791,17050,3006,2751,3621,2233,1835,13450,148,77,81,49,49,399,9959,7445,7887,3822,2690,31806,6,3,0,4,0,12,27,3,0,0,0,31,753,311,130,43,10,1250,1035,784,568,244,157,2786,117,111,122,79,104,533,27,11,17,10,12,70,1968,1232,838,380,281,4691,6,0,0,0,0,6,42,6,0,0,0,46,341,92,42,8,0,482,122,45,30,5,3,203,9,4,4,0,0,18,12,0,4,0,0,18,521,150,75,13,3,764,0,0,0,0,0,0,0,5,0,0,0,3,0,0,5,0,0,6,27,12,9,3,0,53,11,6,13,4,10,43,0,0,0,0,0,0,35,26,29,6,11,107,4,5,0,0,0,12,12483,8846,8831,4222,2988,37379,11,6,6,8,8,37,44,18,17,10,11,105,410,164,73,21,13,686,6141,4220
LGA11520,8,0,0,0,0,7,23,0,4,3,0,35,724,291,174,35,3,1236,1757,1256,1455,390,95,4953,818,799,1348,816,368,4152,65,19,13,8,0,95,3382,2369,2995,1248,469,10468,0,0,0,0,0,5,15,4,0,0,0,23,488,207,104,12,0,809,495,389,350,74,19,1323,60,58,78,48,13,252,13,0,0,0,0,14,1069,667,532,130,32,2426,13,0,3,0,0,16,374,54,13,0,0,436,2583,1086,428,73,14,4188,1095,557,460,120,26,2256,34,27,31,16,4,114,32,9,6,0,0,55,4131,1736,945,210,38,7065,0,0,0,0,0,0,7,0,0,0,0,7,19,6,5,0,0,33,15,11,5,0,0,29,0,0,3,3,0,4,0,0,0,0,0,0,41,19,17,3,0,80,22,6,0,0,0,36,8651,4800,4484,1600,547,20080,0,0,0,0,0,3,9,4,5,0,0,23,535,214,149,29,4,937,1669,1094
LGA11570,24,16,26,7,11,84,112,33,23,11,19,200,3197,1393,892,373,177,6034,8955,6302,6652,3180,1914,27017,3292,3277,4912,3558,3253,18294,324,118,145,117,127,831,15907,11143,12648,7253,5514,52457,13,0,3,4,0,25,124,16,3,3,0,147,1090,607,417,140,46,2296,1499,1287,1324,610,333,5053,480,604,805,520,457,2855,55,52,30,27,12,168,3248,2563,2583,1297,857,10548,41,21,16,3,0,87,480,137,29,7,0,650,4935,3577,2510,862,287,12166,517,615,610,288,188,2212,31,50,70,50,47,255,165,104,74,36,21,402,6178,4501,3307,1244,549,15776,0,0,0,0,0,0,17,0,0,0,0,18,54,32,30,14,5,134,23,22,26,12,14,96,5,9,14,4,7,43,0,0,3,0,0,13,100,73,76,37,22,294,52,48,32,17,14,167,25475,18331,18645,9841,6954,79243,17,15,22,10,11,68,148,49,28,19,38,280,2534,1152,740,302,161,4884,7788,5580
LGA11600,0,0,0,0,0,3,4,0,0,0,0,5,44,9,4,0,0,57,162,59,53,19,14,307,102,42,62,42,32,282,4,5,0,0,0,4,317,115,120,58,45,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,10,0,0,0,0,0,0,331,117,120,58,45,670,0,0,0,0,0,6,8,0,0,0,0,11,35,3,0,0,0,49,145,65
LGA11650,18,16,7,4,0,51,321,47,22,14,4,409,4434,1234,484,103,35,6292,14957,7427,6490,1930,611,31421,9856,6236,8954,5084,2656,32791,392,101,95,47,21,660,29976,15061,16058,7185,3341,71618,3,3,0,0,0,6,72,3,0,0,0,82,1636,254,73,13,3,1975,2368,939,597,172,47,4131,258,162,205,129,67,821,76,19,8,0,0,109,4417,1385,888,315,121,7127,11,4,0,0,0,10,146,10,7,0,0,165,1445,278,71,16,4,1809,756,242,164,38,17,1219,34,27,30,20,4,108,52,3,0,0,4,55,2442,559,269,69,27,3366,11,0,3,0,0,12,70,3,3,0,0,81,178,18,12,0,3,220,40,13,19,7,0,71,8,9,11,0,9,40,8,0,7,0,0,13,312,41,51,9,20,434,36,17,5,0,0,61,37177,17062,17276,7580,3508,82609,31,12,10,4,0,51,317,60,36,17,8,431,4136,1081,514,119,41,5886,14260,7099
LGA11700,3,0,0,0,0,3,9,0,0,0,0,15,35,9,3,4,0,43,73,34,26,15,15,162,56,29,33,16,30,156,11,0,0,0,0,12,189,68,55,34,40,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,8,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,18,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,15,8,9,8,0,7,30,221,81,66,34,48,451,0,0,0,0,0,0,6,0,0,0,0,8,35,16,0,0,5,53,50,24
LGA11720,8,7,6,0,0,15,71,19,3,4,3,99,1010,313,145,38,10,1514,3100,1585,1386,545,217,6829,1209,824,1054,691,387,4167,78,27,29,11,9,148,5465,2773,2614,1284,626,12768,0,0,0,0,0,0,14,0,0,0,0,19,140,22,12,6,0,171,85,47,36,14,0,185,11,6,10,0,0,27,5,3,0,0,0,8,254,81,51,20,3,408,0,0,0,0,0,0,12,3,0,0,0,16,79,20,0,0,0,102,41,17,4,3,3,62,3,0,3,0,0,8,3,0,0,0,0,3,133,42,14,5,3,194,0,0,0,0,0,0,10,0,0,0,0,10,3,3,0,0,0,4,0,4,3,0,0,13,5,0,0,0,0,6,0,0,0,0,0,0,22,7,3,5,0,34,5,0,0,6,0,10,5880,2906,2691,1315,631,13420,7,4,0,0,0,16,78,16,7,3,5,108,889,254,108,22,15,1288,3088,1573
LGA11730,15,11,6,0,5,36,125,15,7,5,0,154,934,232,107,28,13,1316,3541,1255,991,344,165,6299,1801,800,953,616,373,4548,72,34,13,11,9,134,6490,2346,2087,996,568,12485,0,0,0,0,0,0,3,0,0,0,0,4,106,21,3,0,0,130,108,37,19,4,0,171,8,3,4,3,3,25,5,0,0,0,0,5,224,65,29,7,3,333,0,0,0,0,0,4,19,0,0,0,0,22,155,31,13,0,0,202,87,36,15,4,3,145,8,0,6,0,0,14,5,0,0,0,0,5,278,70,35,12,0,392,10,0,0,0,0,12,46,0,0,0,0,45,49,3,5,3,0,61,19,3,10,0,0,32,7,4,9,0,7,22,8,3,3,0,0,14,139,18,26,4,5,192,8,0,0,0,0,11,7138,2504,2174,1018,578,13408,24,8,0,0,0,34,112,15,7,0,3,142,895,176,87,17,13,1197,3516,1177
LGA11750,4,0,0,0,0,4,6,0,0,0,0,7,54,7,7,0,0,73,303,100,85,34,12,531,135,85,121,80,35,464,9,4,0,0,0,11,509,203,209,115,49,1085,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,18,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,0,0,33,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,554,210,211,113,55,1139,0,0,0,0,0,0,3,0,0,0,0,5,46,12,9,4,0,69,270,86
LGA11800,7,0,7,0,3,13,79,14,5,0,3,103,813,198,101,26,5,1143,3929,1664,1372,436,139,7540,2324,1204,1607,976,524,6628,56,33,23,11,16,139,7204,3110,3119,1447,688,15565,0,0,0,0,0,0,18,0,0,0,0,23,456,79,33,3,0,572,415,158,89,28,12,705,32,18,28,11,9,95,10,0,3,0,0,17,935,258,155,45,19,1407,6,0,0,0,0,6,34,5,0,0,0,35,429,115,42,15,6,596,135,73,31,13,11,254,15,3,5,3,0,28,15,5,3,0,0,25,624,196,81,24,16,942,12,0,0,0,0,15,67,6,0,0,0,76,132,16,4,0,0,151,40,16,4,0,0,56,11,7,0,0,0,17,0,0,4,0,0,10,255,37,18,0,0,312,0,0,0,0,0,0,9020,3608,3366,1520,722,18235,9,4,4,0,0,25,79,17,4,0,0,103,728,173,78,20,5,995,3669,1519
LGA12000,0,0,0,0,0,0,4,0,0,0,0,5,67,13,3,7,0,92,295,70,80,46,14,499,136,81,97,79,45,445,5,0,5,0,0,9,514,168,183,128,65,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,537,169,186,128,66,1082,0,0,0,0,0,0,0,0,0,0,0,3,76,13,3,0,0,97,266,98
LGA12150,0,0,0,0,0,0,4,0,0,0,0,4,92,16,10,0,0,121,251,90,75,37,15,471,159,80,74,58,46,413,12,4,0,4,0,18,515,185,156,97,68,1025,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,531,189,164,95,68,1046,0,0,0,0,0,0,4,5,0,0,0,8,66,19,6,0,0,92,195,86
LGA12160,0,0,0,0,0,5,6,0,0,0,0,13,208,34,15,0,0,256,868,277,201,81,30,1454,462,204,231,181,87,1162,23,0,0,0,0,22,1562,517,445,267,123,2911,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,15,3,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,0,0,21,3,0,0,0,26,0,0,0,0,0,0,4,0,0,0,0,4,37,0,0,0,0,38,3,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,45,0,0,0,0,45,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,7,5,6,0,0,0,9,5,0,0,3,0,6,0,0,0,0,0,0,13,8,0,5,0,26,5,0,0,0,0,5,1643,529,452,269,123,3012,0,0,0,0,0,3,11,5,0,0,0,15,209,22,22,3,0,251,809,270
