SA1_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
10102101008,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,3,0,12,0,4,8,0,0,0,33,10,35,130,84,57,59,45,15,4,442
10102101009,0,0,0,0,0,0,3,7,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,5,0,0,0,9,10,28,60,62,48,60,27,23,7,316
10102101010,0,0,0,0,0,0,0,9,3,15,0,0,0,0,0,0,0,0,0,5,0,0,7,4,0,5,0,0,0,17,5,32,109,66,47,46,23,9,3,331
10102101011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,0,3,9,6,0,0,27
10102101012,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,18,10,7,0,0,0,68
10102101013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10102101014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,13,5,7,18,21,27,26,18,24,0,142
10102101015,0,0,0,0,3,0,4,0,0,8,0,0,0,0,0,0,0,0,0,6,0,6,22,8,0,4,0,0,0,39,3,65,222,105,56,53,40,14,3,550
10102101016,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,23,42,80,79,40,22,24,3,319
10102101017,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,3,4,0,0,12,8,40,154,79,49,49,28,11,4,429
10102101201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,10,4,6,27,37,33,29,9,5,0,154
10102101202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,16,31,33,51,47,10,3,0,196
10102101203,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,10,22,39,53,93,113,63,25,9,0,415
10102101204,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,27,71,65,44,17,0,0,239
10102101205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,31,41,69,48,7,3,0,239
10102101206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,26,47,84,68,25,4,0,280
10102101207,0,0,0,0,0,6,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,10,3,9,37,18,40,43,20,5,0,177
10102101208,0,0,0,0,3,0,10,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,11,14,16,59,58,54,67,47,15,4,342
10102101209,0,0,0,0,0,3,9,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,21,23,49,70,105,154,104,35,16,3,561
10102101210,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,14,14,16,58,64,72,57,32,17,0,325
10102101211,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,40,47,93,122,69,19,8,3,436
10102101212,0,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,39,47,75,28,12,7,3,253
10102101213,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,10,33,40,75,100,77,39,16,4,399
10102101214,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,16,17,36,42,59,89,90,40,17,0,395
10102101215,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,9,12,17,54,100,67,38,34,24,6,354
10102101216,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,17,32,42,51,44,29,9,9,223
10102101217,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,14,9,12,0,0,49
10102101218,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,11,19,35,83,79,64,49,45,15,3,386
10102101219,0,0,0,0,0,4,4,9,0,18,0,0,0,0,0,0,0,0,0,4,0,4,12,12,12,12,0,3,0,48,7,43,141,107,73,78,39,23,5,515
10102101220,0,0,0,0,0,3,4,11,0,13,0,0,0,0,0,0,0,0,0,4,0,0,7,0,3,4,0,0,0,12,9,28,81,60,52,69,32,18,7,348
10102101221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,7,22,59,53,52,20,4,0,0,218
10102101222,0,0,0,0,0,0,5,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,35,52,87,89,61,38,14,4,383
10102101223,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,4,6,3,0,35,8,26,85,95,76,69,54,23,10,446
10102101224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,8,14,42,34,54,109,91,48,17,0,407
10102101225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10102101226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10102101227,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,19,30,32,46,104,73,9,4,0,321
10102101228,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,13,7,23,67,43,60,70,26,13,7,304
10102101229,0,0,0,0,0,3,5,4,0,15,0,0,0,0,0,0,0,0,0,0,3,5,6,5,11,0,0,0,0,26,11,36,69,58,68,49,23,4,0,320
10102101230,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,4,0,0,0,4,0,6,5,5,0,5,4,0,0,16,6,7,29,31,17,32,22,0,0,150
10102101231,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,11,27,35,64,38,32,22,9,247
10102101232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,29,32,75,88,66,30,9,3,344
10102161001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,4,0,0,0,17,0,21,114,92,47,25,8,7,0,315
10102161002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,8,4,5,82,72,27,22,15,3,0,227
10102161003,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,10,8,0,0,0,0,0,15,9,29,157,136,48,27,16,5,0,426
10102161004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,66,62,23,11,8,3,0,189
10102161005,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,7,20,72,90,65,25,11,0,0,292
10102161006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,24,9,10,83,92,46,17,11,9,6,279
10102161007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,11,9,19,135,83,32,17,14,4,0,304
10102161008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,8,3,19,43,62,32,18,21,3,0,195
10102161009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,25,38,57,18,12,4,0,174
10102161010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,20,3,9,89,81,51,18,10,7,0,265
10102161011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,9,5,13,55,97,67,17,4,0,0,264
10102161012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,15,3,4,58,103,33,15,10,6,0,241
10102161013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4,0,0,0,0,21,12,9,111,115,62,19,16,0,0,347
10102161014,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,3,4,0,0,0,0,0,9,12,22,119,104,61,19,12,5,0,346
10102161015,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,8,21,86,113,62,24,10,5,0,321
10102161101,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,4,6,14,36,53,52,39,9,0,210
10102161102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,22,23,44,40,23,9,3,177
10102161103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,19,26,37,42,16,4,0,164
10102161104,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,5,0,19,12,16,61,28,62,48,36,22,3,293
10102161105,0,0,0,0,0,4,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,5,5,0,0,16,8,13,34,42,43,60,35,14,4,258
10102161106,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,12,13,22,45,61,73,70,30,6,8,335
10102161107,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,4,10,3,8,3,0,30,16,18,49,59,62,70,56,28,0,362
10102161108,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,6,0,0,17,18,23,41,56,84,76,66,17,0,377
10102161109,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,8,12,90,121,59,38,23,11,3,366
10102161110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,24,37,74,49,48,15,4,265
10102161111,0,0,0,0,0,3,0,6,0,5,0,0,0,0,0,0,5,0,0,3,5,16,22,12,14,37,20,5,0,131,13,36,59,54,58,79,86,25,4,416
10102161112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,13,23,19,42,56,35,12,8,0,209
10102161113,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,10,8,14,42,47,62,76,36,9,0,301
10102161114,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,10,0,8,23,22,21,27,16,3,0,116
10102161115,0,0,0,0,0,0,3,4,0,18,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,8,15,22,41,34,50,40,30,0,247
10102161116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,8,5,0,0,0,16,19,24,25,32,56,57,37,3,0,260
10102161117,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,4,0,0,0,14,10,17,25,28,46,38,26,7,6,201
10102161118,0,0,0,0,0,0,7,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,0,10,13,24,29,51,86,101,66,27,0,400
10102161119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,18,23,56,85,66,45,22,9,0,323
10102161120,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,8,0,3,0,33,6,11,20,38,68,44,41,21,7,260
10102161121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,5,16,12,19,28,16,10,0,103
10102161122,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,10,8,30,35,55,58,72,27,4,303
10102161123,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,6,6,21,20,17,15,12,4,0,102
10102161124,0,0,0,0,0,4,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,5,5,0,0,26,20,30,94,96,90,88,47,9,4,478
10102161125,0,0,0,0,0,6,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,4,29,31,38,42,28,14,0,191
10102161126,0,0,0,0,0,0,5,6,3,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,8,6,0,32,6,25,77,88,68,78,58,49,4,449
10102161127,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,21,62,62,15,17,3,0,195
