SA4_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
111,104,0,6790,175,428,24,0,443,0,625,4,53,34,0,85,0,91,0,0,0,0,0,0,0,183,478,51,0,533,0,712,0,0,0,0,0,3,4,6866,582,51,0,634,5,7507,2577,45,0,0,45,0,2620,75,210,14,0,224,0,300,3,23,18,0,40,0,43,0,0,0,0,0,0,0,79,237,29,0,264,0,345,0,0,0,0,0,0,4,2662,276,29,0,309,0,2969,1190,18,0,0,18,0,1209,40,103,7,0,110,0,148,0,12,14,0,22,0,29,0,0,0,0,0,0,0,43,118,21,0,134,0,175,0,0,0,0,0,0,0,1227,137,21,0,150,0,1381,52675,1175,18,5,1194,52,53926,1888,4391,183,0,4580,3,6470,42,480,248,0,730,0,777,9,0,0,8,7,0,9,1939,4868,432,10,5312,3,7255,44,3,0,0,3,32,79,54655,6048,453,12,6512,88,61262
112,76,0,4180,129,143,0,0,144,0,274,3,8,9,0,14,0,25,0,0,0,0,0,0,0,135,151,5,0,158,0,298,0,0,0,0,0,3,4,4239,225,5,0,238,8,4486,1034,18,3,0,19,0,1050,41,47,0,0,51,0,86,0,0,0,0,4,0,4,0,0,0,0,0,0,0,41,43,3,0,51,0,95,0,0,0,0,0,0,0,1076,66,6,0,73,0,1145,351,5,0,0,5,0,362,9,11,0,0,13,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,13,0,25,0,0,0,0,0,0,0,364,18,0,0,21,0,386,30988,677,3,4,690,37,31710,1284,1676,41,0,1725,16,3018,26,59,56,0,117,0,145,0,0,0,0,0,0,0,1312,1738,97,0,1836,16,3164,34,0,3,0,0,60,95,32333,2422,101,3,2529,110,34968
113,42,0,2881,38,278,11,0,288,0,329,0,38,71,0,111,0,111,0,0,0,0,0,0,0,38,319,79,0,396,0,437,0,0,0,0,0,4,5,2878,358,82,0,435,8,3322,603,10,0,0,10,0,613,12,87,7,0,93,0,104,0,16,57,0,76,0,76,0,0,0,0,0,0,0,12,107,64,0,169,0,181,3,0,0,0,0,0,3,620,117,64,0,179,0,800,183,0,0,0,0,0,183,3,35,0,0,35,0,38,0,6,23,0,26,0,26,0,0,0,0,0,0,0,3,40,23,0,62,0,68,0,0,0,0,0,0,0,184,42,23,0,65,0,249,22000,384,19,0,404,13,22418,499,2637,120,4,2766,0,3258,4,310,479,0,788,0,796,4,0,0,0,4,0,7,503,2951,602,6,3552,0,4065,22,0,0,0,0,40,64,22528,3332,623,6,3955,52,26539
114,47,6,2704,65,123,5,0,128,0,192,4,7,0,0,13,0,14,0,0,0,3,3,0,3,68,128,8,3,137,0,209,0,0,0,0,0,6,6,2724,172,11,3,187,4,2914,693,0,0,0,0,0,697,18,43,10,0,46,0,65,0,0,3,0,3,0,3,0,0,0,0,0,0,0,18,45,13,0,54,0,75,0,0,0,0,0,0,5,714,43,13,0,54,0,770,229,3,0,0,3,0,231,5,15,4,0,14,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,17,0,25,0,0,0,0,0,3,3,233,20,0,0,17,4,260,19752,396,7,0,403,34,20187,646,1192,46,0,1242,0,1884,10,56,28,0,82,0,98,5,0,0,4,4,0,5,662,1246,73,5,1325,0,1988,16,8,0,0,8,43,70,20427,1651,85,10,1737,82,22245
115,172,0,5369,288,2650,96,0,2746,0,3035,6,140,72,0,212,0,221,0,0,0,0,0,0,0,292,2788,170,0,2955,0,3257,0,0,0,0,0,0,0,5489,2958,166,0,3133,0,8621,2739,87,0,0,87,0,2826,164,1874,81,0,1953,0,2118,3,117,70,0,185,0,187,0,0,3,0,4,0,4,168,1993,147,6,2141,0,2310,0,0,0,0,0,0,0,2903,2075,147,6,2226,0,5133,1315,40,0,0,39,0,1358,85,1140,46,3,1186,0,1268,0,88,56,0,143,0,143,0,0,0,0,0,0,0,85,1225,99,3,1326,0,1411,0,0,0,0,0,0,0,1400,1264,99,6,1364,0,2770,33260,1458,20,0,1479,20,34757,2519,23882,791,16,24681,16,27224,34,1147,560,5,1710,0,1743,3,13,5,9,20,0,24,2557,25038,1352,20,26414,24,28991,15,33,0,4,41,25,85,35831,26539,1374,22,27933,69,63831
116,225,0,3688,302,4932,207,5,5139,7,5449,11,355,214,0,566,0,576,0,8,0,0,8,0,8,312,5289,418,5,5720,7,6033,0,7,0,0,7,6,15,3770,5515,428,5,5948,12,9732,1417,83,0,0,86,0,1504,150,3242,146,5,3387,3,3540,5,301,158,0,461,0,460,0,3,0,0,8,0,9,158,3549,295,7,3853,3,4009,0,0,0,0,0,0,0,1575,3635,299,7,3940,3,5519,588,38,0,0,35,0,627,63,1814,81,0,1898,4,1962,5,175,146,0,323,0,325,0,0,0,0,3,0,3,73,1989,228,0,2222,4,2291,0,0,0,0,0,0,0,659,2031,229,0,2256,4,2922,27909,2220,45,6,2269,45,30224,3015,49400,1588,46,51026,44,54091,68,2880,1453,3,4341,3,4413,4,28,0,12,48,0,51,3082,52311,3045,61,55413,51,58554,38,111,8,0,112,86,241,31031,54638,3099,64,57801,182,89017
117,80,0,1863,169,700,53,0,752,0,919,3,65,66,0,131,0,133,0,0,0,0,0,0,0,173,764,118,0,882,0,1053,0,0,0,0,0,0,0,1952,834,123,8,969,0,2918,864,43,3,0,45,0,911,97,416,31,0,450,0,542,0,56,71,0,126,0,126,0,0,0,0,0,0,0,94,478,93,0,578,0,666,0,0,0,0,0,0,0,960,521,104,0,620,0,1580,371,20,0,0,20,0,390,58,255,16,0,276,0,333,0,30,42,0,73,0,73,0,0,0,0,0,0,0,58,285,60,0,344,0,404,0,0,0,0,0,0,0,430,303,60,0,359,0,793,16387,1173,19,6,1195,12,17595,2525,8699,465,0,9168,10,11707,31,631,493,0,1128,3,1162,0,0,0,5,3,0,0,2558,9335,964,3,10298,11,12871,14,25,0,0,25,14,50,18958,10524,982,13,11518,45,30519
118,129,8,3974,288,755,24,0,781,0,1076,0,25,14,0,45,0,49,0,3,0,0,3,0,3,287,787,45,0,833,0,1120,0,0,0,0,0,0,4,4133,919,45,0,960,9,5098,2081,69,0,0,71,4,2151,138,559,19,0,579,0,722,0,23,20,0,46,0,45,0,0,0,0,0,0,0,141,581,45,0,626,0,764,0,0,0,0,0,0,0,2222,655,42,0,697,4,2920,1118,34,0,0,34,0,1158,64,312,10,0,330,0,393,0,23,27,0,51,0,53,0,0,0,0,0,0,0,67,336,36,0,377,0,445,0,0,0,0,0,0,0,1185,373,36,0,408,0,1603,29061,1491,9,0,1498,29,30583,2988,7634,206,5,7844,6,10839,37,254,136,0,392,0,429,0,4,0,3,8,0,9,3034,7885,345,8,8237,6,11274,20,9,0,0,9,24,57,32114,9391,352,8,9749,53,41915
119,475,0,4136,602,6396,599,6,6996,7,7608,20,816,702,0,1523,0,1536,0,4,0,6,10,0,12,625,7218,1303,8,8526,7,9164,0,3,0,0,3,3,10,4290,7686,1315,8,9008,10,13310,2032,193,11,0,199,0,2231,353,4238,439,4,4685,3,5042,17,624,643,0,1262,0,1281,0,6,3,0,5,0,5,367,4865,1085,5,5956,3,6325,0,5,0,0,0,3,6,2400,5059,1096,8,6161,5,8567,1023,95,3,0,92,0,1118,168,2306,283,0,2593,3,2760,4,444,425,0,875,0,885,0,0,0,0,0,0,0,178,2750,712,0,3467,5,3643,0,5,0,0,5,4,10,1196,2851,716,0,3562,4,4767,28143,4279,86,5,4370,28,32542,5647,56872,4602,59,61534,79,67266,164,6616,4787,12,11410,4,11582,8,46,18,22,85,0,96,5829,63541,9398,91,73030,84,78941,40,137,15,3,152,96,288,34015,67957,9495,100,77555,210,111772
120,190,0,3504,349,1505,105,0,1613,0,1970,4,131,113,0,243,0,251,0,0,0,0,0,0,0,357,1639,218,0,1859,0,2218,0,0,0,0,0,0,0,3665,1832,218,0,2056,0,5723,1839,88,0,0,88,0,1922,204,1128,105,4,1233,0,1438,0,126,138,0,263,0,268,0,0,0,0,3,0,3,202,1253,238,7,1499,0,1705,0,0,0,0,0,0,0,2038,1340,238,7,1587,0,3623,824,44,0,0,42,0,867,82,657,58,0,721,0,800,4,96,117,0,213,0,216,0,0,0,0,4,0,4,83,755,173,0,932,0,1013,0,0,0,0,0,0,0,908,801,174,0,974,0,1882,25111,1964,17,4,1988,5,27100,3358,15405,854,17,16275,16,19645,47,1168,965,6,2135,8,2196,0,6,0,6,16,0,16,3409,16588,1817,23,18427,21,21850,21,26,0,0,32,34,92,28534,18579,1837,23,20439,65,49039
121,203,4,8042,546,2334,124,0,2459,0,3007,16,165,149,0,310,0,327,4,0,0,0,0,0,4,562,2495,275,0,2773,0,3333,3,0,0,0,0,0,0,8408,2693,275,4,2972,7,11380,4869,106,0,0,105,0,4978,322,1428,88,0,1516,0,1845,6,130,103,0,235,0,245,0,0,0,0,0,0,0,332,1561,191,0,1751,0,2082,0,0,0,0,6,0,3,5202,1673,195,0,1864,5,7073,2469,53,0,0,53,0,2521,141,842,64,0,911,0,1050,3,89,79,0,168,0,169,0,0,0,0,0,0,0,142,934,145,0,1074,0,1215,0,0,0,0,0,0,0,2613,982,145,0,1128,0,3739,50044,1889,14,0,1908,26,51984,5525,25598,1080,19,26696,8,32228,71,1616,875,0,2496,8,2571,6,16,0,4,17,0,25,5607,27232,1957,24,29212,14,34829,39,43,0,0,48,40,127,55689,29162,1977,24,31167,86,86940
122,157,0,6447,333,699,26,0,729,3,1060,5,18,33,0,52,0,58,5,0,0,0,0,0,3,345,719,60,3,778,3,1128,0,0,0,0,0,0,0,6631,874,66,3,941,5,7572,3215,81,3,0,79,0,3292,161,428,24,0,454,0,613,0,28,27,0,55,0,58,0,3,0,0,3,0,3,163,458,50,0,508,0,666,0,0,0,0,0,0,0,3375,537,52,0,589,0,3966,1467,35,0,0,35,0,1505,80,237,20,0,252,0,331,0,25,25,0,48,0,53,0,0,0,0,0,0,0,81,256,43,0,297,0,379,0,0,0,0,0,0,0,1547,291,43,0,334,0,1885,43212,1523,16,0,1536,28,44777,3137,6373,189,4,6561,14,9708,39,203,170,0,368,0,409,10,5,0,0,4,0,12,3176,6571,359,4,6935,14,10133,26,10,0,0,10,26,58,46417,8108,372,4,8483,66,54965
123,165,8,4481,242,1981,104,3,2086,0,2330,16,193,74,3,268,0,279,0,0,0,0,0,0,0,254,2171,178,4,2355,0,2615,0,4,0,0,4,0,6,4561,2340,184,4,2527,9,7097,1667,66,0,0,70,0,1734,111,1199,68,4,1272,0,1376,5,125,52,0,177,0,182,0,0,0,0,0,0,5,108,1332,118,4,1448,0,1562,0,4,0,0,4,4,5,1780,1401,118,3,1521,0,3303,656,23,0,0,23,0,686,49,684,33,0,716,0,771,0,71,45,0,116,0,119,0,0,0,0,0,0,0,51,758,80,0,838,0,894,0,0,0,0,0,0,0,710,785,80,0,871,0,1574,34756,1805,39,5,1846,59,36665,2444,19256,707,17,19978,34,22455,79,1465,547,4,2017,0,2097,3,22,0,0,20,0,23,2529,20744,1258,20,22018,34,24580,32,55,0,0,60,47,137,37311,22601,1297,24,23920,140,61378
124,180,3,5843,227,1130,63,0,1189,0,1422,12,84,53,0,129,0,144,0,0,0,0,6,0,6,240,1209,110,0,1324,0,1567,0,0,0,0,0,3,3,5910,1390,110,0,1507,6,7416,2006,59,0,0,59,0,2065,115,697,36,0,732,0,846,0,62,28,0,90,0,95,0,0,0,0,0,0,0,113,761,67,0,822,0,945,0,0,0,0,0,0,3,2121,820,67,0,888,0,3010,900,14,0,0,16,0,919,57,368,15,0,383,0,436,0,27,29,0,60,0,62,0,0,0,0,0,0,0,58,400,43,0,446,0,503,0,0,0,0,0,0,0,956,417,49,0,462,0,1425,44072,1734,23,6,1763,40,45879,2213,11104,371,7,11483,13,13705,69,688,319,0,1004,0,1068,0,6,3,4,12,0,12,2279,11804,690,10,12506,13,14791,53,26,0,0,31,33,113,46399,13565,715,11,14288,90,60784
125,236,0,2735,311,4744,590,3,5338,3,5648,14,810,789,5,1603,4,1619,0,6,0,3,13,0,13,321,5563,1383,9,6953,3,7275,0,3,0,0,4,3,5,2815,5792,1392,9,7195,10,10015,1259,115,4,0,116,3,1384,180,3112,381,0,3495,0,3676,7,576,682,3,1259,0,1267,0,4,6,4,10,0,10,187,3687,1068,8,4763,3,4949,0,0,0,0,5,0,7,1448,3804,1069,6,4885,9,6341,607,42,0,0,45,0,651,80,1749,264,7,2014,3,2092,0,409,521,0,928,0,937,0,0,0,0,3,0,3,83,2157,779,7,2942,0,3029,0,0,0,0,0,0,3,692,2199,784,7,2996,3,3690,19215,2372,87,5,2459,37,21714,3684,52384,4821,56,57260,58,61005,127,6948,5528,20,12495,28,12649,6,42,27,24,97,7,110,3814,59380,10374,101,69850,92,73758,36,135,24,11,168,152,353,23067,61881,10484,117,72481,277,95825
126,86,0,2521,217,1508,95,0,1600,0,1821,0,152,93,0,242,0,247,0,3,0,4,5,0,5,224,1661,190,0,1852,0,2077,0,0,0,0,0,0,0,2655,1743,190,0,1941,0,4593,1545,57,0,0,59,0,1603,100,1065,93,0,1157,0,1259,5,126,94,0,223,0,225,0,0,0,0,0,0,0,103,1194,193,0,1378,0,1484,0,0,0,0,0,0,0,1648,1246,188,0,1439,0,3082,777,27,0,0,27,0,803,61,679,63,0,747,0,802,0,78,98,0,181,0,176,0,0,0,0,4,0,4,60,758,160,0,926,0,981,0,0,0,0,0,0,0,837,780,160,0,944,0,1788,15619,976,6,0,981,3,16605,2235,16766,945,9,17724,11,19969,32,1317,806,0,2128,0,2160,4,10,0,4,14,0,14,2265,18092,1753,15,19865,11,22143,14,35,0,0,35,35,77,17899,19104,1759,15,20879,55,38829
127,342,0,3097,422,5336,697,8,6053,4,6475,23,1010,1592,0,2608,0,2634,0,13,6,3,22,0,20,450,6357,2304,13,8677,4,9125,6,3,0,0,3,3,10,3206,6689,2312,17,9021,7,12236,1208,123,0,0,121,0,1331,201,3507,461,5,3966,0,4172,10,745,1161,0,1901,0,1908,0,7,0,3,12,0,12,210,4256,1626,5,5879,0,6089,0,4,0,0,0,0,4,1418,4374,1624,6,6007,3,7431,605,54,0,0,61,0,662,98,1903,293,3,2203,0,2297,6,455,831,0,1291,0,1297,0,0,0,0,3,0,3,103,2359,1129,3,3494,0,3599,0,0,0,0,4,0,5,711,2416,1128,3,3552,6,4263,22998,2988,102,13,3101,21,26125,4135,45419,4904,67,50390,41,54571,184,7369,10085,18,17473,20,17673,15,52,26,36,115,0,128,4334,52836,15020,116,67974,64,72367,42,99,30,0,135,109,286,27370,55923,15154,132,71214,194,98777
128,122,0,5167,256,640,19,0,662,0,918,5,30,13,0,43,0,48,0,0,0,0,0,0,0,262,665,35,0,704,0,961,0,0,0,0,0,0,0,5303,783,35,0,825,0,6130,2517,57,0,0,55,0,2579,116,436,18,0,454,0,576,0,25,10,0,38,0,37,0,0,0,0,0,0,0,119,460,30,0,494,0,610,0,0,0,0,0,0,0,2638,513,30,0,549,0,3185,1146,37,0,0,37,0,1182,49,244,16,0,268,0,321,0,19,9,0,27,0,27,0,0,0,0,0,0,0,49,265,29,0,292,0,345,0,0,0,0,0,0,0,1201,299,29,0,326,0,1522,36834,1166,5,5,1175,15,38020,2279,5544,153,0,5697,4,7977,30,258,84,0,346,0,375,0,8,0,0,9,0,7,2306,5807,239,0,6041,4,8358,24,7,0,0,7,18,50,39159,6973,244,4,7220,42,46425
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
