SA4_CODE_2021,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
111,120,32,33,3,188,3,0,6,195,14,0,209,10,0,3,18,30,0,0,0,30,3,5,39,5099,749,166,53,6068,66,24,97,6156,303,11,6473,18,9,0,0,25,10,0,10,35,0,0,37,50,10,3,0,63,0,0,5,65,0,0,70,74,11,3,0,90,12,0,7,103,4,0,109,5167,761,175,53,6155,76,30,105,6259,311,11,6585,552,101,19,12,694,15,11,26,714,193,0,910,5,5,0,0,11,0,0,0,11,0,5,10,5729,869,191,66,6860,88,39,125,6985,508,22,7507,1052,112,28,0,1194,14,0,19,1208,76,0,1281,961,147,24,3,1137,13,0,16,1147,59,0,1212,45,4,15,0,62,0,0,4,71,4,0,71,0,0,0,5,8,0,0,0,8,0,0,7,2061,264,64,13,2400,24,9,35,2433,143,0,2581,8,0,0,0,9,3,0,3,7,0,0,9,22,4,0,0,26,0,0,0
112,78,25,19,6,129,0,0,0,129,14,0,149,15,3,0,22,41,0,0,0,45,4,3,51,2800,604,96,60,3563,27,14,37,3600,242,8,3846,9,6,0,0,20,6,0,6,23,9,0,25,22,4,0,3,30,3,5,6,32,3,0,43,33,9,0,3,43,10,5,15,56,9,0,71,2831,615,100,63,3604,34,15,51,3658,252,8,3916,282,105,15,12,411,12,6,17,433,118,3,552,5,0,0,0,5,0,0,0,5,3,6,16,3114,719,109,79,4023,49,21,68,4092,374,19,4486,384,58,10,0,454,3,3,7,462,21,0,490,305,85,14,7,410,3,0,5,415,28,0,448,16,5,5,0,30,0,0,0,30,4,0,34,0,0,0,3,10,0,0,0,10,0,0,9,709,159,26,9,903,10,5,17,918,61,3,980,9,3,0,0,8,0,0,0,12,4,0,9,0,0,0,0,3,0,0,5
113,43,3,6,0,57,0,0,0,57,5,0,64,4,0,0,20,27,0,0,0,27,0,0,29,2386,228,45,43,2698,10,3,17,2708,109,3,2823,11,0,3,0,19,3,0,3,21,0,0,19,8,9,0,0,17,0,0,0,22,3,0,21,24,7,3,0,33,3,0,6,40,5,0,42,2407,234,42,47,2731,14,9,22,2753,113,3,2866,256,44,11,0,314,9,0,12,329,118,0,446,0,0,3,3,5,0,0,0,5,0,5,14,2668,279,57,50,3049,26,4,33,3083,232,11,3322,317,25,6,0,349,0,0,0,352,13,0,367,235,28,3,0,258,0,0,3,264,5,0,273,9,0,3,0,14,0,0,0,14,3,0,15,0,0,0,4,9,0,0,0,9,0,0,9,568,49,12,4,631,3,0,4,638,27,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,48,13,10,0,72,0,0,0,75,5,0,74,13,3,0,14,27,0,0,0,27,0,0,27,1875,296,44,24,2245,18,12,33,2272,143,0,2410,10,4,0,0,16,0,0,0,21,0,0,20,15,8,0,0,20,0,0,0,28,5,0,28,26,11,0,0,39,5,0,5,39,4,0,47,1899,306,44,27,2278,23,12,31,2310,143,0,2456,244,61,15,9,324,7,0,12,339,109,0,449,3,0,0,0,3,0,0,0,3,0,3,4,2145,369,60,38,2608,31,13,47,2659,258,3,2914,226,37,3,6,273,4,0,6,275,21,0,301,217,68,3,0,286,4,0,10,295,17,0,316,9,3,7,0,20,0,0,0,20,0,0,25,4,3,0,3,8,0,0,0,8,3,0,14,460,114,14,6,590,9,3,8,603,48,0,647,5,0,0,0,6,0,0,0,3,0,0,3,4,3,0,0,3,0,0,0
115,292,71,71,5,435,3,0,3,437,28,0,462,11,5,0,29,48,0,0,0,48,0,3,50,5358,810,283,56,6510,121,11,127,6636,323,8,6972,60,6,0,0,62,7,0,7,72,3,0,82,44,15,0,0,65,6,4,10,77,4,0,81,106,17,4,0,131,12,4,14,146,8,0,157,5470,833,291,57,6642,133,13,148,6788,334,8,7129,978,139,63,28,1201,20,3,24,1216,253,0,1471,7,0,0,4,10,0,0,0,10,0,7,25,6447,969,351,86,7850,149,17,165,8017,589,21,8621,1764,205,66,12,2047,49,7,54,2100,130,0,2235,1127,260,55,8,1448,26,4,26,1477,84,0,1562,176,40,50,0,269,0,0,4,269,17,0,285,8,0,0,10,28,0,0,0,28,0,0,27,3080,504,175,35,3787,74,13,86,3877,228,4,4107,38,0,0,0,38,14,0,13,50,4,0,53,29,4,0,0,37,0,4,6
116,305,56,144,5,514,12,4,18,527,30,3,559,10,4,3,34,56,0,0,0,58,9,5,75,4765,832,587,78,6260,110,25,137,6400,533,19,6949,71,11,6,3,88,23,4,24,111,13,0,123,60,14,9,0,80,7,11,18,98,21,0,119,134,24,11,6,170,22,12,40,215,31,0,245,4895,857,598,83,6437,137,41,176,6614,568,19,7193,1175,259,174,39,1644,61,10,76,1725,758,15,2495,11,0,3,10,25,0,0,0,25,0,14,44,6072,1121,778,132,8104,201,53,250,8356,1324,51,9732,1753,249,142,13,2155,48,12,59,2215,185,0,2399,782,214,85,7,1091,16,4,22,1110,123,4,1239,150,36,67,0,255,3,0,5,261,21,0,281,14,8,0,30,48,0,0,0,50,10,0,65,2691,505,302,46,3545,75,15,91,3638,340,4,3974,47,7,4,0,55,11,0,19,72,6,0,82,34,10,3,0,44,3,3,11
117,79,20,23,0,123,0,0,0,122,12,0,141,5,0,0,12,13,0,0,0,13,0,0,20,1606,382,92,20,2101,43,7,49,2147,178,3,2331,30,5,0,0,35,11,0,9,39,5,0,45,12,5,0,0,14,5,0,5,20,0,0,19,37,5,3,0,49,13,0,7,59,4,0,66,1647,389,97,20,2151,49,5,58,2207,185,3,2400,235,78,17,6,337,5,5,9,346,158,3,513,4,3,0,5,6,0,0,0,6,0,0,12,1885,471,111,29,2496,58,13,73,2566,348,11,2918,490,104,19,3,620,9,0,11,633,59,0,692,277,103,18,0,396,6,0,7,402,23,0,430,45,10,21,0,71,6,0,8,79,8,0,85,0,0,0,9,13,0,0,0,13,0,0,14,812,219,63,15,1104,19,9,26,1133,89,0,1222,16,0,0,0,18,5,0,4,29,0,0,30,3,0,4,0,7,0,0,0
118,120,31,32,0,186,0,0,3,184,18,3,203,12,5,4,11,31,3,0,3,32,0,0,35,3017,529,106,31,3684,59,9,63,3750,234,9,3993,27,4,3,0,36,6,0,6,38,0,0,36,39,0,0,0,49,0,0,0,47,4,0,55,68,10,3,7,85,9,0,3,88,3,0,88,3087,534,109,31,3768,64,9,73,3838,243,9,4083,691,113,12,15,830,7,0,13,841,160,4,999,0,0,0,4,4,0,0,0,4,0,5,9,3774,651,124,57,4606,75,8,83,4687,401,15,5098,854,142,26,8,1026,12,5,14,1043,96,0,1134,670,178,23,4,872,7,0,7,881,54,3,940,64,23,25,0,116,0,0,0,116,10,0,122,9,0,0,11,21,0,0,0,24,3,0,30,1597,342,76,25,2036,24,0,21,2063,159,3,2225,19,10,0,0,28,0,0,0,22,0,0,27,17,0,0,0,22,3,0,3
119,345,121,290,3,761,9,3,11,774,102,0,878,25,5,10,43,89,0,0,0,90,25,9,119,4826,1209,926,104,7063,142,34,176,7234,997,21,8250,53,9,12,3,76,23,5,22,103,33,0,135,77,33,24,3,131,27,12,41,178,26,0,206,129,42,31,7,210,47,16,68,276,57,0,337,4957,1250,963,110,7274,187,50,242,7513,1055,23,8590,1460,549,462,91,2568,120,32,153,2725,1902,18,4636,6,5,3,16,38,0,0,0,32,7,36,79,6424,1809,1425,219,9872,312,82,396,10267,2960,78,13310,1721,283,213,9,2229,37,17,60,2292,315,0,2610,1156,407,192,20,1779,36,19,52,1830,274,0,2100,252,78,211,8,552,6,0,11,563,103,0,666,11,3,7,35,60,4,0,6,60,19,4,85,3148,768,628,72,4618,90,41,130,4742,711,8,5458,21,16,15,0,53,19,4,23,73,22,0,98,42,19,12,0,70,18,12,30
120,149,44,67,0,261,3,0,6,264,19,0,280,9,5,0,16,35,0,0,0,33,0,0,40,3248,661,222,31,4158,76,22,100,4256,299,5,4559,47,9,3,0,65,8,0,8,71,8,0,76,42,10,4,0,61,5,0,8,65,5,0,73,84,21,12,0,120,14,7,17,139,12,0,148,3332,679,229,28,4276,93,27,119,4392,315,5,4707,552,138,57,6,752,17,7,22,771,233,0,1004,0,0,3,6,5,0,0,0,7,0,4,10,3884,822,286,42,5032,104,29,138,5170,542,8,5723,1136,186,63,0,1384,29,12,33,1423,130,0,1557,703,221,46,4,975,13,0,12,988,85,0,1074,93,36,57,0,178,0,0,0,180,4,0,190,6,4,0,11,19,0,0,0,21,3,5,30,1935,441,166,15,2559,45,17,54,2613,233,5,2847,24,6,0,0,27,10,0,10,38,4,0,42,23,7,3,0,35,3,0,4
121,311,49,55,0,407,4,0,4,418,18,0,432,23,3,3,35,61,0,0,0,61,6,3,69,7035,1018,186,74,8313,176,25,194,8513,458,10,8984,78,8,5,0,85,17,5,18,106,8,0,115,93,4,5,0,103,8,3,5,114,9,0,124,175,11,7,0,194,20,4,25,224,11,0,236,7210,1029,189,72,8509,195,28,222,8728,478,10,9220,1450,245,46,28,1766,31,4,37,1798,344,3,2145,6,0,0,0,10,0,0,0,10,0,4,22,8666,1276,236,104,10281,228,29,261,10540,817,22,11380,2218,300,58,10,2588,51,11,69,2658,195,0,2851,1676,356,45,5,2080,42,3,51,2129,121,0,2250,178,49,45,0,274,8,0,7,284,18,0,301,14,3,0,10,29,0,0,0,29,0,5,35,4092,713,149,28,4974,103,21,124,5097,333,0,5433,57,3,5,0,67,8,0,11,73,10,0,86,63,8,0,0,65,14,0,12
122,225,59,49,3,333,6,3,5,341,21,0,370,18,3,0,12,26,3,0,3,33,3,0,41,4805,828,205,31,5864,95,14,108,5973,342,10,6320,39,6,0,0,45,5,0,5,48,3,0,49,50,13,0,0,63,0,0,0,63,7,0,68,87,18,0,0,101,8,0,8,108,10,0,112,4894,845,204,31,5971,100,14,111,6080,350,10,6437,779,144,36,12,963,17,8,19,980,134,3,1115,9,0,0,0,8,0,0,0,8,0,9,13,5678,992,239,40,6943,117,21,133,7075,478,15,7572,1205,189,47,0,1444,27,8,28,1474,107,4,1577,1058,225,42,3,1324,13,0,10,1339,68,0,1409,145,25,26,0,204,8,0,8,208,6,0,219,12,0,0,13,21,0,0,0,21,0,0,21,2414,447,114,21,2995,43,6,48,3041,186,4,3228,14,4,0,0,22,3,0,3,23,0,0,23,27,4,4,0,35,0,0,4
123,226,65,88,0,378,3,3,3,384,35,0,422,14,0,4,31,52,0,0,0,53,7,3,61,3593,694,408,62,4759,74,16,89,4852,390,18,5255,38,5,6,0,51,8,4,14,61,20,0,81,34,11,10,0,57,15,0,15,71,12,0,78,69,14,9,5,107,24,4,25,131,27,0,160,3671,710,420,62,4865,98,16,118,4984,417,18,5417,759,207,133,25,1128,37,15,53,1179,465,5,1646,10,0,0,5,11,0,0,0,14,4,13,34,4436,916,555,99,6006,135,27,167,6174,889,37,7097,962,134,79,10,1188,29,4,27,1214,99,0,1319,601,156,56,3,818,11,0,16,832,90,0,924,105,24,46,4,180,0,0,0,179,10,0,191,3,0,0,17,24,0,0,0,24,0,0,21,1677,316,184,27,2204,42,5,48,2254,205,0,2460,18,4,3,0,23,9,3,9,38,9,0,45,6,6,4,4,21,0,0,3
124,277,61,91,0,432,7,0,7,441,20,0,456,18,0,0,18,42,0,0,0,42,5,8,57,4288,767,365,54,5472,84,5,93,5559,305,12,5881,43,15,0,3,59,10,0,10,70,0,0,74,38,12,0,0,55,3,0,7,56,4,0,65,84,23,3,3,110,15,0,17,127,8,0,132,4372,789,366,61,5581,96,4,103,5685,314,12,6008,744,177,84,11,1020,27,9,30,1050,331,3,1383,3,0,0,5,6,0,0,0,6,4,10,22,5118,964,454,72,6607,123,17,136,6743,650,22,7416,994,156,67,7,1222,15,6,22,1245,97,0,1341,586,170,37,4,804,7,0,12,810,72,0,890,109,23,37,0,173,3,0,3,179,4,0,182,4,4,0,11,16,0,0,0,21,0,4,23,1697,353,145,27,2218,28,6,34,2254,178,4,2431,19,0,0,0,24,3,0,3,24,3,0,26,13,0,0,0,18,0,3,8
125,194,79,170,0,447,5,3,7,455,61,0,522,12,6,6,37,58,4,0,4,59,8,6,68,3535,795,516,71,4919,120,21,148,5063,695,4,5760,63,15,7,4,85,26,0,31,111,19,0,128,59,12,5,6,86,14,13,28,112,21,0,130,123,30,10,5,171,40,16,56,225,38,0,264,3659,824,527,78,5086,162,40,202,5286,732,4,6025,1111,397,325,53,1886,112,38,155,2042,1872,13,3925,4,3,0,12,20,0,0,0,20,18,30,64,4776,1222,852,143,6997,272,78,351,7347,2627,47,10015,1289,175,150,6,1629,44,9,53,1675,209,0,1885,766,261,128,8,1160,36,4,44,1206,188,0,1393,166,49,158,4,371,6,0,11,377,52,0,432,10,5,6,22,39,0,0,0,39,11,0,54,2230,488,437,49,3201,90,19,105,3304,456,6,3765,42,16,12,0,66,19,3,20,83,8,0,92,35,18,13,0,70,6,14,17
126,129,24,52,3,201,7,3,10,213,11,0,224,3,0,0,13,16,0,0,0,16,0,0,19,2717,437,143,31,3331,67,12,82,3409,222,3,3632,38,8,7,0,51,3,0,3,57,9,0,66,35,8,0,0,51,7,0,7,52,6,0,57,75,15,11,0,101,13,0,13,110,11,0,121,2786,452,156,30,3426,71,12,92,3517,235,3,3752,499,101,40,8,648,11,6,22,669,160,0,834,0,0,0,0,9,0,0,0,9,0,9,11,3288,559,192,44,4080,84,18,107,4190,397,8,4593,953,150,31,5,1141,34,7,38,1177,73,0,1255,654,182,36,0,872,11,5,12,884,67,0,955,80,19,33,0,139,0,6,3,139,8,0,149,0,0,0,10,11,0,0,0,10,0,0,10,1690,352,102,10,2155,39,17,59,2211,147,0,2363,22,0,0,0,27,4,0,4,31,3,0,36,22,5,0,0,23,0,0,0
127,274,100,232,9,609,6,5,7,616,82,0,702,14,10,9,38,69,0,0,0,72,18,9,96,3774,887,749,89,5500,118,20,137,5641,884,26,6550,73,27,10,4,106,36,3,38,146,13,0,160,67,37,8,4,112,24,26,53,165,40,0,207,138,55,17,3,218,63,30,90,311,53,0,365,3916,940,769,97,5724,183,43,230,5951,944,26,6915,1277,567,398,75,2315,125,83,208,2524,2708,11,5241,11,6,5,12,30,0,0,0,27,7,45,78,5200,1513,1172,182,8062,307,131,437,8496,3659,81,12236,1366,181,136,13,1699,42,6,48,1746,243,4,1993,736,302,157,4,1197,31,10,40,1239,228,0,1469,162,52,160,6,381,6,5,5,388,81,0,468,12,11,4,29,54,0,0,0,56,4,3,66,2271,550,454,51,3332,74,21,96,3429,562,5,3995,32,12,6,0,59,26,0,28,84,18,0,100,44,18,11,0,75,19,12,33
128,252,40,54,0,345,4,0,3,349,5,0,356,8,4,0,16,32,0,0,0,32,0,0,35,4007,678,251,31,4963,62,23,84,5042,212,3,5261,7,4,0,0,16,0,5,4,13,3,0,22,26,6,0,0,33,3,0,6,45,0,0,44,37,7,0,0,48,3,3,11,54,5,0,66,4043,684,251,31,5006,63,27,88,5103,220,3,5324,527,97,33,10,663,15,5,11,676,116,0,795,0,0,0,0,3,0,0,0,3,0,12,14,4571,786,281,46,5678,78,25,106,5782,332,16,6130,1024,135,61,3,1223,27,3,33,1252,78,0,1334,881,183,44,7,1106,14,7,18,1121,54,0,1181,139,20,25,0,186,0,0,0,184,12,0,193,4,3,0,9,16,0,0,0,16,0,0,16,2049,335,135,10,2530,35,9,49,2579,152,0,2723,8,5,0,0,8,0,0,0,14,0,0,15,18,10,0,0,22,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
