SA4_CODE_2021,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
111,103,290,246,205,253,111,66,1284,40,76,64,70,60,16,10,332,5,19,7,9,9,0,6,53,3,16,4,3,6,0,0,32,154,395,324,283,326,133,82,1712,14,10,6,15,17,0,4,70,3,17,13,8,8,0,0,50,19,29,19,17,22,0,0,119,175,425,350,305,356,135,87,1830,78,132,111,96,96,31,19,561,5,7,4,4,3,0,0,22,256,563,461,402,453,168,105,2407,281,840,773,612,850,336,159,3850,736,1363,885,641,715,206,97,4652,143,141,83,66,82,27,13,549,27,53,24,23,11,12,3,152,1179,2392,1771,1343,1665,582,271,9207,36,66,61,24,34,7,3,232,79,131,83,47,56,11,0,404,112,197,138,76,89,21,3,635,1299,2587,1910,1417,1755,603,275,9840,1354,1301,761,524,448,84,61,4538,25,30,12,8,11,0,0,90,2670,3924,2692,1950,2211,688,339,14466,380,1126,1021,820,1108,450,228,5134
112,72,146,158,137,178,49,17,746,29,71,95,75,76,9,4,355,7,11,13,14,7,3,0,60,7,7,4,5,8,0,0,28,114,233,269,226,269,56,27,1191,13,18,16,10,6,0,0,61,5,9,18,5,4,0,0,41,17,25,34,20,7,0,0,101,130,259,302,242,282,64,27,1299,45,116,79,76,73,12,10,410,0,7,3,3,6,0,0,22,182,387,382,324,352,74,33,1737,160,437,482,359,530,109,43,2110,474,935,711,535,637,125,45,3454,102,112,55,52,43,17,9,388,24,30,18,15,22,10,3,113,754,1507,1270,958,1233,250,95,6065,16,34,19,19,24,0,0,105,54,92,60,38,23,7,4,276,70,117,83,58,47,10,3,384,822,1629,1351,1014,1274,266,100,6450,905,907,552,389,351,60,31,3195,26,36,28,19,6,0,0,121,1755,2571,1924,1421,1639,327,133,9767,228,577,638,494,709,153,64,2858
113,47,91,97,67,93,28,5,423,13,27,25,22,12,8,0,106,6,6,0,0,4,0,0,13,0,8,4,0,6,0,0,20,65,129,132,93,111,33,11,568,5,10,18,6,0,0,0,45,0,12,4,0,0,0,0,18,5,24,21,5,7,0,0,64,71,148,152,97,115,36,12,630,30,66,43,40,32,5,0,210,4,5,4,0,3,0,0,14,106,217,196,136,150,42,12,861,166,360,342,289,345,73,18,1590,372,651,437,264,293,42,17,2066,55,44,22,11,20,0,0,152,21,38,13,12,10,7,0,106,617,1086,819,578,665,124,37,3919,25,51,22,15,20,8,0,145,49,85,37,15,15,3,0,210,80,136,66,32,35,6,0,357,698,1222,879,617,697,127,37,4274,896,717,338,228,179,31,14,2396,28,28,19,4,8,0,0,87,1620,1962,1234,851,887,165,51,6764,213,443,434,360,437,102,26,2016
114,44,104,87,87,104,28,14,470,20,56,40,28,30,4,6,180,10,3,5,8,9,0,0,33,0,0,0,0,0,0,0,11,73,167,131,128,147,37,17,700,3,4,3,0,8,0,0,21,0,7,6,5,0,0,0,12,3,8,9,3,11,0,0,29,80,173,137,132,158,37,17,734,20,54,41,32,30,7,7,183,0,7,5,0,0,0,0,14,101,230,180,165,187,41,19,926,99,277,267,197,290,79,41,1241,257,557,411,294,289,60,20,1890,70,66,38,31,24,0,0,234,15,26,10,3,10,3,0,63,440,920,726,528,613,142,62,3427,17,23,18,11,9,3,0,93,28,35,15,13,10,0,0,103,48,59,41,30,23,0,0,192,486,977,764,553,635,146,63,3624,590,499,307,216,195,40,18,1867,10,8,5,3,5,0,0,31,1083,1487,1078,773,832,185,76,5515,145,380,356,281,392,109,48,1712
115,48,99,110,93,129,77,39,596,7,21,25,20,23,13,7,122,4,3,6,4,8,3,3,33,0,8,3,5,4,0,3,16,63,130,146,121,167,86,51,763,4,3,6,4,8,5,3,34,0,0,3,4,0,0,0,7,5,6,8,3,8,5,3,42,67,140,151,129,175,95,55,806,11,26,30,22,38,13,14,153,0,0,0,0,0,0,0,4,78,168,183,150,207,109,67,964,134,386,388,329,483,289,164,2170,177,346,284,211,291,159,81,1547,62,75,51,35,48,30,15,318,8,11,10,3,5,7,4,48,380,820,728,579,826,484,261,4085,7,11,19,15,20,11,9,86,22,31,15,15,14,8,7,106,30,41,34,31,34,15,9,191,402,862,768,612,863,503,272,4277,303,376,223,161,214,119,74,1462,13,12,4,13,6,0,0,48,719,1249,995,777,1080,622,350,5786,186,486,496,423,609,361,202,2766
116,104,188,148,123,143,65,45,820,30,54,37,23,43,23,14,224,28,43,30,15,40,15,10,186,17,15,7,0,9,3,0,50,177,301,219,169,237,100,67,1281,10,13,17,12,15,0,4,70,0,6,9,6,4,0,0,34,13,19,25,17,19,0,3,104,192,320,249,189,256,104,73,1388,99,151,103,102,121,26,21,625,14,18,7,9,0,0,0,41,300,487,353,306,374,129,92,2047,359,815,668,545,699,393,227,3698,422,729,534,389,442,184,94,2804,168,209,156,103,123,64,27,855,30,34,25,28,18,15,10,153,977,1791,1387,1061,1275,658,360,7505,61,73,49,45,56,19,19,327,94,95,59,38,52,20,8,370,158,175,107,84,112,38,21,698,1133,1957,1489,1147,1387,699,383,8201,2134,2109,1218,808,788,262,170,7503,36,45,32,18,11,6,3,159,3309,4120,2745,1975,2189,975,563,15868,463,1001,817,673,836,453,273,4520
117,46,121,89,54,114,62,43,534,23,37,27,21,25,15,12,164,6,14,8,5,11,4,5,55,4,3,4,3,4,0,0,21,75,175,133,87,159,86,58,769,5,0,0,4,0,4,0,18,4,4,0,4,3,0,0,16,5,4,3,4,7,4,0,40,82,182,136,93,168,88,57,806,22,43,30,17,53,26,16,214,3,0,4,0,0,0,0,6,108,224,170,112,216,116,78,1030,238,459,347,271,364,234,144,2050,204,303,230,157,237,133,64,1320,63,52,46,19,38,19,15,256,11,9,8,4,4,0,0,44,511,819,638,450,642,385,226,3667,11,24,17,10,22,11,12,112,20,21,16,12,19,7,10,107,30,47,35,24,42,20,26,222,538,869,670,472,682,404,250,3891,417,420,264,214,244,194,109,1860,11,8,12,3,10,3,0,44,969,1299,943,686,933,597,358,5792,285,577,437,325,482,296,182,2582
118,49,149,122,98,139,81,28,655,10,38,49,32,41,10,10,189,3,15,5,4,7,9,0,36,0,7,4,0,4,0,4,19,56,199,172,132,194,102,43,902,5,9,9,3,8,0,0,40,0,0,0,0,0,3,0,4,8,9,9,3,8,4,0,44,65,210,178,138,201,107,41,942,14,49,27,33,34,20,16,193,0,0,0,0,0,0,0,4,82,265,207,175,232,127,58,1143,197,484,399,285,466,257,131,2217,179,334,253,214,250,152,88,1467,58,57,55,33,57,15,22,294,3,10,3,0,3,11,0,46,435,886,714,534,776,437,245,4023,4,19,23,9,26,14,4,113,15,20,25,10,13,13,8,106,19,41,47,28,44,22,13,221,458,934,759,556,821,463,252,4242,254,343,225,201,237,147,113,1511,3,4,3,4,3,3,0,26,709,1278,988,761,1067,611,364,5779,239,626,525,382,607,339,157,2871
119,85,157,146,118,193,131,94,920,39,66,50,52,75,56,44,376,26,44,33,28,46,32,18,231,11,7,0,5,9,7,8,49,160,281,230,211,316,224,158,1582,13,13,20,14,16,21,11,106,3,4,8,4,11,11,5,50,16,14,23,17,22,31,19,151,179,292,260,229,340,250,181,1730,115,199,149,117,170,117,64,929,9,20,3,4,4,3,4,57,298,514,411,350,520,374,240,2713,399,871,672,571,814,482,340,4154,470,961,679,489,724,419,257,3987,214,239,167,141,186,129,113,1187,35,59,39,30,33,26,17,244,1122,2127,1552,1230,1756,1061,725,9574,30,60,52,47,71,35,35,333,69,117,81,51,72,41,29,468,108,173,130,98,141,81,65,800,1231,2304,1682,1332,1897,1140,792,10381,2276,2409,1546,1006,1296,751,443,9728,43,63,50,27,24,12,6,227,3551,4776,3281,2359,3219,1903,1245,20334,485,1029,821,690,1002,613,437,5081
120,56,113,131,88,120,85,47,637,9,32,36,24,28,24,11,160,7,6,6,13,15,6,6,56,3,0,0,0,0,5,0,10,77,150,166,118,165,116,59,858,0,7,0,3,5,0,3,24,0,3,3,0,4,0,0,16,8,10,6,0,5,3,4,42,82,165,172,124,171,123,65,901,17,41,35,38,46,44,28,243,0,0,0,0,0,0,0,8,103,204,207,156,220,167,98,1150,191,549,499,337,503,356,185,2617,193,345,289,191,295,183,108,1602,42,55,50,44,54,45,33,325,13,15,14,3,8,10,7,61,443,959,845,570,855,596,337,4607,8,27,28,22,37,14,13,150,15,37,26,21,22,16,9,153,30,63,54,42,57,32,18,305,471,1025,900,615,918,635,357,4911,339,463,268,211,318,222,142,1962,11,12,8,3,3,3,0,45,823,1493,1176,833,1235,855,508,6919,246,664,623,425,623,444,231,3256
121,72,216,191,148,243,134,80,1079,21,46,50,33,46,39,31,267,4,23,15,12,11,6,5,68,3,7,0,3,0,0,5,17,99,289,261,195,302,182,114,1432,0,13,3,12,18,14,4,60,0,0,6,5,6,0,0,22,3,16,13,14,20,14,4,75,104,299,266,205,320,194,119,1507,13,35,48,34,64,55,23,282,4,0,0,0,0,0,0,3,121,336,315,238,388,249,145,1793,297,887,713,521,812,562,306,4101,262,531,443,344,450,305,187,2520,75,90,59,63,75,57,36,448,12,20,17,8,9,12,9,92,637,1528,1233,929,1358,940,538,7161,7,43,38,19,44,25,17,194,12,50,31,37,34,17,22,204,18,93,67,54,81,45,40,396,661,1623,1297,981,1431,986,574,7559,306,558,425,346,545,329,226,2733,7,16,10,4,7,0,0,51,978,2200,1735,1330,1988,1310,800,10338,366,1101,906,665,1058,698,388,5179
122,57,127,127,149,181,99,35,778,17,39,44,41,46,26,17,233,9,12,15,13,3,8,4,55,6,4,0,3,0,0,0,13,84,181,187,195,234,135,53,1074,9,7,4,7,7,5,4,42,0,3,0,0,4,0,0,13,4,13,5,5,11,5,3,55,91,197,195,203,246,136,60,1129,15,29,33,22,30,16,13,154,4,0,0,0,0,0,0,4,110,224,227,227,276,153,76,1288,164,403,426,372,510,264,160,2301,197,406,300,253,365,173,110,1793,51,61,59,44,64,41,17,338,9,3,0,9,8,0,4,41,416,872,786,684,950,475,289,4473,3,16,11,12,16,3,4,63,11,17,13,12,22,10,3,83,14,32,20,27,33,15,9,146,422,901,810,708,989,487,298,4620,207,274,211,139,192,87,69,1174,5,8,3,3,4,4,0,24,637,1180,1021,851,1178,578,369,5822,216,528,551,517,691,359,192,3073
123,88,182,138,129,137,54,38,767,35,51,54,45,51,19,5,253,18,31,15,16,16,6,12,112,10,10,6,5,4,3,6,43,142,263,213,196,208,78,62,1172,6,19,9,9,13,4,3,59,0,0,3,0,0,0,0,6,3,17,13,6,13,4,3,68,150,279,227,209,227,86,69,1243,65,142,102,69,74,28,18,500,12,7,12,5,4,0,0,34,228,427,330,287,301,117,88,1778,290,684,591,440,621,253,149,3032,498,810,529,353,464,135,60,2856,185,212,158,99,108,37,22,826,29,47,31,19,32,6,9,168,1005,1755,1313,913,1230,435,236,6889,49,79,40,42,39,13,3,270,83,79,39,38,30,11,6,284,129,158,73,78,72,28,12,548,1132,1916,1388,992,1299,459,250,7437,1794,1766,925,647,597,178,74,5983,47,45,38,24,7,4,0,161,2973,3735,2344,1664,1908,637,325,13580,376,863,733,579,762,309,186,3803
124,99,203,169,138,211,76,31,931,47,85,59,62,65,23,17,351,21,33,16,16,15,3,5,117,11,6,10,8,7,0,4,35,173,328,258,220,301,104,52,1439,6,19,16,7,16,0,0,59,0,6,3,0,0,0,0,9,4,21,18,7,16,0,0,76,176,348,283,225,316,104,56,1513,62,113,77,48,77,31,12,425,3,8,6,8,7,0,0,33,250,474,367,287,398,135,59,1971,376,871,666,519,766,305,157,3656,534,908,632,401,498,148,75,3200,198,257,186,109,126,49,29,954,23,46,30,10,11,3,0,123,1136,2077,1520,1035,1403,509,260,7937,43,69,38,34,31,7,3,222,62,115,72,42,25,4,4,318,104,187,112,72,54,10,7,545,1238,2261,1627,1110,1458,517,272,8477,1778,1662,863,542,527,157,67,5598,33,30,19,17,13,4,0,121,3048,3951,2518,1665,1998,678,335,14198,480,1067,837,656,977,381,187,4589
125,90,169,113,95,135,101,72,776,44,51,37,39,53,37,30,291,16,27,23,25,26,22,12,152,5,5,4,4,5,10,0,42,157,258,177,164,221,163,117,1260,18,14,21,13,23,4,8,101,3,3,6,4,4,0,5,25,21,14,26,15,29,9,12,125,181,269,203,184,254,175,129,1389,101,169,109,80,128,82,41,709,9,16,8,3,0,0,4,37,291,454,327,259,380,252,174,2137,324,698,496,437,661,422,252,3295,312,652,449,339,428,262,129,2578,104,158,100,76,133,71,68,710,29,39,26,16,15,12,12,148,771,1549,1073,869,1241,764,460,6735,35,63,52,35,59,40,15,298,57,72,57,35,51,23,26,323,86,132,112,74,106,68,39,620,861,1682,1185,948,1346,830,504,7352,1678,1930,1078,736,974,540,341,7288,42,50,29,17,9,7,4,156,2582,3667,2289,1698,2329,1382,841,14794,408,872,605,537,801,521,325,4067
126,30,70,68,57,83,68,39,415,16,24,14,18,30,16,13,128,4,6,6,0,6,0,6,27,0,4,0,0,0,5,0,9,52,101,92,77,119,85,55,586,4,0,0,5,3,0,4,21,0,0,0,0,0,0,0,0,4,0,4,5,3,0,6,22,55,102,96,80,127,90,62,609,3,41,25,25,30,31,19,167,0,0,0,0,0,0,0,0,57,145,122,107,154,118,79,780,147,310,281,206,286,189,142,1558,134,283,178,137,184,118,63,1102,35,34,37,17,44,35,24,222,6,4,7,9,5,0,0,27,323,634,492,368,516,350,230,2916,12,19,17,10,16,7,6,78,17,24,19,8,11,14,8,104,25,43,31,13,29,22,12,184,345,679,527,390,546,374,239,3101,203,303,203,146,228,126,104,1316,8,6,3,5,3,0,0,33,558,992,740,532,771,501,347,4440,176,377,345,266,372,256,181,1978
127,95,151,140,125,167,93,61,832,34,48,39,34,54,26,20,256,22,27,26,30,50,40,21,225,15,24,13,13,3,7,3,82,166,255,218,202,279,169,104,1393,24,22,11,10,23,9,7,103,6,13,12,8,5,0,0,44,24,30,27,21,23,15,11,149,192,287,245,215,305,180,118,1540,101,193,176,125,171,119,53,947,7,11,12,4,10,8,0,48,302,489,433,352,485,304,167,2531,350,815,633,555,811,409,254,3824,457,802,614,457,581,313,161,3384,230,267,176,138,179,121,67,1183,29,46,39,31,39,22,14,230,1068,1936,1463,1181,1614,865,499,8624,52,114,59,55,62,45,23,416,80,157,99,84,95,44,22,582,133,279,157,139,158,90,47,991,1201,2209,1620,1317,1772,954,542,9619,2645,3107,1809,1212,1531,822,471,11593,64,92,48,22,22,7,7,256,3909,5406,3480,2554,3324,1781,1017,21469,445,960,772,679,980,501,316,4658
128,31,111,119,91,150,70,37,612,12,49,21,29,47,24,10,194,3,4,21,11,16,8,0,65,0,3,4,0,3,0,0,11,47,171,164,135,210,103,47,885,3,8,10,7,3,3,0,27,0,0,0,0,0,0,0,4,5,8,10,7,3,5,0,35,55,174,170,142,218,106,51,916,13,26,32,20,30,12,15,147,0,0,0,0,0,0,0,6,70,205,201,165,252,115,66,1073,132,425,343,332,453,230,130,2049,178,432,335,252,302,158,84,1740,97,122,64,36,55,30,23,424,12,13,5,10,3,5,0,48,418,988,749,631,818,423,235,4266,7,9,9,13,12,3,3,62,19,28,22,9,17,5,3,103,30,40,28,18,27,9,8,165,445,1028,778,650,849,434,244,4430,290,352,221,137,193,78,36,1302,5,4,3,7,3,0,0,31,736,1384,1002,798,1041,517,284,5762,165,536,462,419,599,300,165,2654
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
