SA4_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
111,27400,17740,18240,16190,14711,11503,7051,2791,669,116293,4344,4332,4702,4640,5201,6258,6284,3577,1159,40507,300,543,810,988,1383,2351,3150,2395,846,12766,13,37,99,177,489,1148,2162,2000,890,7016,4658,4905,5613,5811,7074,9758,11589,7973,2901,60283,2710,2189,1946,1791,1805,1609,1208,769,416,14449,34772,24834,25795,23791,23587,22868,19845,11539,3991,191024,26903,15256,16442,15562,14377,11826,7700,3341,1044,112455,3208,5699,6332,5695,5901,6751,6954,4400,1997,46929,218,1087,1536,1544,1938,2828,3480,2713,1515,16860,14,66,187,389,838,1612,2376,2314,1517,9317,3442,6851,8059,7623,8671,11195,12808,9427,5029,73102,2506,1927,1705,1561,1551,1545,1318,1009,816,13939,32851,24033,26202,24749,24609,24563,21827,13781,6888,199494,54304,32998,34676,31757,29090,23332,14752,6136,1716,228746,7550,10032,11040,10332,11104,13014,13239,7981,3159,87437,515,1629,2345,2532,3320,5182,6627,5108,2360,29621,30,95,290,569,1327,2763,4533,4318,2413,16331,8095,11760,13673,13437,15745,20952,24400,17402,7928,133388,5221,4115,3646,3353,3352,3152,2527,1782,1239,28386
112,17126,9129,8591,9527,9812,9346,6979,2559,673,73739,2196,1866,1826,2507,3267,4479,5098,2830,884,24957,164,251,316,434,746,1557,2365,1624,648,8097,15,11,41,96,263,795,1431,1230,629,4510,2372,2129,2184,3038,4276,6835,8892,5679,2159,37569,2522,1494,1427,1619,1739,1755,1424,771,379,13131,22023,12755,12195,14186,15829,17933,17291,9007,3212,124435,16687,8123,8997,10121,10445,10290,7414,2912,965,75961,1636,2392,2537,3104,3719,4816,5267,3177,1556,28207,122,365,519,751,1116,1803,2330,1845,1005,9858,6,30,63,190,436,959,1502,1337,962,5492,1768,2788,3121,4046,5272,7580,9100,6361,3524,43555,2352,1348,1444,1641,1635,1697,1431,936,631,13104,20802,12258,13567,15808,17344,19570,17945,10213,5124,132624,33809,17255,17587,19648,20259,19639,14393,5472,1639,149700,3832,4260,4366,5611,6984,9297,10360,6007,2441,53168,283,609,835,1182,1862,3355,4700,3472,1651,17954,20,43,106,284,698,1759,2927,2569,1591,10004,4139,4920,5304,7081,9552,14411,17991,12038,5684,81124,4875,2843,2872,3263,3369,3452,2845,1708,1010,26236
113,12486,7268,7313,6185,5721,5034,2968,1265,324,48556,2000,1683,1600,1664,1959,2584,2493,1407,482,15873,136,214,277,310,507,983,1289,865,310,4891,7,19,30,77,212,494,927,756,296,2820,2147,1915,1913,2053,2685,4060,4708,3031,1083,23580,1672,1300,1348,1219,1198,1023,801,478,182,9219,16299,10487,10566,9448,9598,10113,8481,4772,1594,81361,12390,6529,6776,6026,5547,4961,3055,1424,490,47215,1560,2010,2032,1920,2164,2592,2572,1635,859,17337,113,457,581,581,749,1126,1298,929,518,6352,6,37,104,187,389,720,922,800,506,3675,1678,2500,2723,2694,3302,4434,4786,3366,1880,27366,1632,980,890,882,897,915,708,532,283,7723,15699,10005,10387,9604,9751,10311,8555,5323,2660,82302,24873,13800,14088,12210,11271,9997,6025,2689,816,95776,3564,3693,3634,3586,4131,5171,5063,3044,1337,33205,247,666,863,890,1256,2111,2584,1795,831,11248,15,51,137,269,597,1209,1845,1550,806,6491,3823,4408,4635,4741,5989,8492,9493,6392,2968,50945,3299,2280,2238,2104,2091,1935,1511,1013,475,16937
114,10499,5670,5440,5294,5727,5641,4515,2040,461,45280,1391,1226,1214,1460,1848,2921,3685,2190,628,16559,99,162,228,286,480,1064,1793,1398,439,5942,8,7,37,82,193,566,1136,1123,412,3573,1492,1398,1476,1820,2523,4552,6619,4708,1477,26068,1363,878,968,954,953,898,791,520,235,7560,13353,7947,7883,8073,9197,11094,11921,7274,2168,78909,10412,4793,5085,5147,5655,5987,4889,2043,513,44529,1023,1553,1664,1871,2244,3272,4019,2506,906,19062,76,278,404,476,767,1290,2014,1492,703,7511,3,21,67,150,365,782,1185,1078,594,4242,1106,1848,2143,2494,3371,5345,7226,5079,2202,30820,1220,724,637,734,789,851,809,603,377,6749,12745,7360,7874,8377,9816,12184,12922,7720,3093,82094,20917,10457,10529,10439,11380,11627,9411,4079,970,89805,2412,2779,2876,3336,4086,6195,7706,4697,1536,35626,173,436,637,756,1242,2357,3810,2890,1142,13448,7,33,102,229,557,1348,2324,2203,1006,7810,2601,3250,3618,4322,5891,9897,13841,9783,3678,56888,2587,1603,1604,1688,1744,1757,1597,1121,612,14311
115,24308,14446,10116,15154,13716,9546,5347,1974,434,95045,2208,2243,1655,2393,3066,3691,3639,2105,570,21565,86,160,163,292,522,975,1512,1078,382,5157,0,15,16,41,110,313,679,747,337,2255,2294,2415,1834,2721,3702,4971,5824,3923,1299,28974,1374,954,688,865,983,741,562,384,269,6822,27978,17813,12638,18740,18399,15257,11728,6282,2000,130838,23315,12460,10248,16318,13995,9880,6014,2157,546,94930,1429,2550,1955,2700,3453,3787,3816,2357,962,22999,64,301,301,434,711,1035,1482,1162,608,6111,0,27,21,89,204,365,636,729,520,2591,1494,2875,2273,3224,4366,5186,5940,4261,2083,31702,1185,819,718,937,999,813,600,434,386,6901,25992,16157,13243,20478,19362,15885,12546,6844,3020,133529,47619,26905,20365,31467,27713,19429,11358,4126,978,189969,3634,4791,3605,5087,6522,7479,7453,4467,1536,44559,150,465,456,725,1238,2007,2994,2237,997,11265,3,39,45,128,312,673,1311,1480,859,4854,3785,5286,4105,5947,8065,10161,11758,8182,3385,60677,2560,1771,1407,1805,1976,1558,1160,820,658,13719
116,38754,20493,22534,26361,16016,9678,4752,1542,332,140455,3989,3333,3212,4514,4617,5066,4072,1767,457,31032,190,347,450,623,1066,1725,1949,1076,320,7754,13,26,65,145,362,850,1264,999,287,4013,4190,3718,3726,5286,6039,7646,7281,3847,1064,42797,3781,2512,2979,2722,2061,1365,814,452,166,16855,46726,26718,29238,34363,24114,18686,12850,5840,1569,200107,37739,18165,23467,25566,14866,9817,5340,1628,521,137093,2813,3615,4147,4643,4994,5185,4524,2096,795,32820,139,650,797,1027,1490,1928,2170,1371,561,10134,3,47,137,323,708,1166,1477,1126,565,5550,2965,4322,5085,5993,7188,8282,8173,4593,1917,48506,3662,1991,2437,2413,1778,1315,886,485,331,15293,44358,24475,30979,33967,23831,19412,14402,6700,2770,200894,76490,38660,45998,51921,30884,19489,10092,3168,854,277553,6798,6956,7361,9158,9615,10254,8595,3868,1256,63855,335,999,1252,1643,2554,3657,4113,2449,884,17884,20,76,198,470,1063,2011,2741,2122,851,9557,7154,8032,8808,11277,13224,15924,15458,8437,2986,91296,7439,4504,5414,5130,3837,2679,1700,936,497,32148
117,14510,15716,37937,23878,14024,9002,4505,1683,414,121663,1161,2356,5891,4547,3665,3547,2841,1593,473,26075,52,257,781,666,777,1121,1221,809,286,5972,0,14,63,109,246,474,643,542,227,2316,1217,2626,6737,5318,4687,5140,4705,2945,986,34368,1211,1761,4064,2535,1855,1479,898,510,167,14474,16938,20112,48734,31732,20560,15617,10108,5139,1566,170509,13961,15333,34950,20191,11864,7925,4665,1813,488,111196,826,3623,7282,4260,3325,3190,2898,1807,716,27930,34,509,1237,818,776,1034,1175,923,475,6986,0,25,105,114,277,465,619,571,335,2520,861,4155,8620,5195,4379,4696,4688,3304,1528,37429,1059,1730,3517,2046,1303,1054,759,464,277,12214,15888,21216,47081,27437,17551,13673,10113,5585,2297,160839,28475,31048,72888,44068,25883,16925,9168,3499,908,232863,1988,5980,13165,8807,6994,6738,5736,3403,1192,54003,89,767,2025,1486,1553,2156,2396,1731,757,12963,0,39,168,221,526,941,1266,1118,565,4836,2080,6783,15355,10516,9060,9837,9395,6247,2512,71794,2272,3491,7578,4578,3161,2535,1655,974,446,26685
118,17687,11103,18646,15074,12012,8350,4705,2132,638,90345,1359,1660,2668,2429,2591,2716,2831,1976,761,18993,41,116,259,311,442,770,1166,947,449,4502,0,9,16,32,99,262,522,622,348,1910,1399,1789,2948,2776,3129,3746,4513,3546,1557,25404,1286,1215,2118,1656,1389,1039,745,533,361,10330,20375,14097,23714,19508,16525,13135,9967,6207,2553,126084,17340,10772,20396,15697,12810,8765,5581,2685,894,94941,1011,2316,3749,2868,2865,2971,3206,2467,1221,22674,38,287,474,409,557,812,1225,1142,740,5674,0,16,31,75,139,328,491,713,501,2298,1051,2621,4262,3343,3557,4107,4930,4320,2463,30646,1250,1036,1971,1437,1131,877,785,634,625,9742,19641,14426,26626,20477,17501,13750,11289,7641,3986,135328,35033,21865,39038,30767,24818,17117,10284,4815,1536,185290,2365,3971,6422,5296,5463,5682,6042,4439,1981,41666,83,402,737,718,990,1578,2386,2088,1187,10173,0,23,47,108,239,588,1013,1333,846,4204,2448,4406,7203,6126,6690,7849,9436,7860,4014,56047,2535,2248,4088,3092,2516,1913,1532,1167,987,20077
119,47355,32570,40245,33174,25872,20323,10867,4660,1404,216470,3993,3691,4025,4809,5724,7644,7132,4234,1706,42960,129,271,460,623,1103,2099,2901,2426,1117,11136,11,24,66,137,361,982,1638,1645,911,5757,4123,3992,4557,5573,7182,10723,11671,8306,3734,59859,4778,3389,4259,3466,2923,2575,1769,1297,827,25276,56256,39941,49056,42209,35979,33625,24305,14268,5962,301606,45523,28944,37747,32499,26849,20842,11760,4869,1671,210701,2515,4023,4914,5214,6322,7984,7775,5269,2584,46595,88,506,784,923,1588,2660,3181,2798,1702,14218,0,39,108,214,600,1177,1682,1994,1445,7258,2605,4567,5802,6351,8510,11810,12634,10061,5723,68070,4399,2945,3872,3359,2993,2459,1848,1419,1444,24741,52526,36456,47425,42217,38350,35109,26240,16349,8839,303505,92881,61513,77999,65672,52719,41163,22624,9531,3075,427171,6503,7711,8943,10020,12044,15628,14907,9502,4292,89552,212,780,1248,1551,2689,4759,6080,5222,2815,25359,11,62,167,350,962,2150,3317,3644,2351,13020,6729,8559,10357,11920,15694,22537,24302,18365,9459,127926,9176,6332,8127,6833,5919,5039,3619,2717,2264,50020
120,20248,14952,23011,17938,13564,10077,5278,2195,646,107920,1551,2010,3031,3119,3151,3633,3573,2004,783,22866,50,161,401,438,565,911,1321,1081,506,5429,0,9,33,58,131,342,644,735,448,2399,1604,2177,3461,3619,3850,4886,5540,3822,1734,30693,1345,1369,1994,1465,1153,1027,726,490,320,9896,23201,18505,28465,23027,18562,15994,11551,6502,2701,148502,20122,13427,21965,17924,14945,10988,6316,2519,787,108988,1158,2583,4043,3425,3671,3971,4040,2543,1347,26778,43,339,721,595,771,1128,1538,1421,838,7393,0,15,75,98,205,447,759,841,709,3144,1198,2937,4835,4117,4651,5541,6339,4802,2888,37310,1268,1124,1897,1408,1183,1078,803,585,618,9966,22593,17481,28691,23454,20774,17608,13458,7902,4294,156267,40365,28374,44972,35867,28510,21068,11600,4717,1438,216905,2712,4596,7073,6549,6817,7607,7612,4544,2129,49638,92,504,1122,1032,1332,2035,2854,2501,1344,12819,3,21,104,156,338,785,1402,1570,1159,5545,2802,5116,8295,7741,8497,10430,11875,8617,4624,68006,2623,2492,3888,2880,2337,2105,1529,1077,936,19860
121,34204,19234,19758,25250,21576,15287,8845,3969,1054,149179,3145,3163,3389,4073,4758,5120,5202,3612,1317,33769,83,290,390,470,773,1302,1982,1789,835,7918,3,5,38,71,169,398,783,1030,606,3114,3223,3461,3818,4618,5698,6819,7966,6430,2757,44795,1752,1236,1336,1501,1415,1148,870,604,346,10200,39185,23928,24907,31365,28692,23257,17682,11000,4163,204179,33230,16856,21132,27978,23773,16678,10798,4759,1465,156677,2061,4140,4172,4639,5331,5425,5968,4388,2135,38252,74,539,701,735,1003,1399,2100,2076,1354,9991,6,28,44,120,239,478,802,1066,943,3729,2133,4707,4923,5498,6577,7302,8873,7534,4428,51972,1644,1101,1377,1621,1562,1278,1052,805,784,11224,37011,22663,27434,35097,31910,25256,20721,13097,6679,219868,67440,36091,40893,53225,45350,31965,19645,8729,2517,305851,5199,7300,7561,8713,10084,10543,11166,7997,3450,72022,155,829,1092,1208,1782,2699,4086,3869,2187,17907,3,32,86,199,406,877,1586,2099,1549,6837,5359,8163,8738,10112,12279,14125,16836,13965,7190,96769,3397,2333,2710,3119,2974,2424,1918,1412,1135,21423
122,21687,12526,11301,13400,14470,10230,5457,2520,623,92217,1914,1983,1688,2245,3076,3653,3530,2480,848,21407,61,155,156,290,479,872,1271,1306,572,5167,7,13,20,34,125,269,590,830,459,2343,1988,2148,1862,2568,3688,4789,5391,4616,1884,28922,1388,958,864,1013,1216,1015,662,430,241,7791,25064,15631,14025,16976,19374,16041,11509,7559,2746,128929,21033,10712,11258,14243,14912,10516,6249,2988,958,92875,1289,2501,2324,2771,3634,3679,3739,3010,1461,24399,37,318,332,407,708,934,1418,1488,916,6561,0,6,23,68,162,335,589,882,723,2787,1333,2833,2678,3245,4503,4939,5749,5373,3101,33751,1297,838,911,1035,1220,977,708,579,440,8003,23663,14375,14847,18526,20634,16436,12706,8939,4499,134623,42725,23234,22558,27646,29383,20747,11709,5505,1582,185083,3206,4482,4009,5016,6708,7327,7263,5486,2313,45813,103,473,489,698,1190,1799,2689,2790,1489,11725,7,21,41,99,287,605,1182,1707,1177,5135,3320,4979,4537,5813,8187,9732,11140,9989,4976,62676,2685,1789,1782,2048,2435,1994,1368,1007,681,15792
123,27433,14592,14805,15449,11692,7710,4187,1376,238,97492,3424,2909,2827,3335,3807,4299,3638,1585,368,26196,214,320,387,619,880,1540,1849,1102,249,7159,12,21,70,150,303,768,1337,912,295,3867,3643,3254,3281,4106,4989,6600,6825,3600,916,37219,2839,1599,1517,1645,1446,1128,692,441,154,11459,33916,19452,19609,21206,18125,15445,11703,5419,1305,146172,27103,13088,15149,15092,11042,7990,4334,1393,358,95557,2432,3221,3861,4099,4124,4562,4108,1881,680,28980,140,566,861,968,1411,2026,2038,1249,483,9741,8,42,131,320,648,1141,1509,1085,500,5378,2579,3832,4852,5387,6183,7724,7655,4219,1670,44107,2751,1475,1597,1610,1337,1086,762,483,343,11455,32433,18404,21602,22092,18559,16806,12758,6100,2372,151122,54533,27685,29959,30543,22737,15700,8526,2769,596,193052,5853,6136,6688,7439,7932,8863,7745,3465,1052,55180,352,886,1246,1584,2292,3565,3885,2351,739,16897,21,66,202,469,953,1905,2845,1998,792,9244,6224,7092,8136,9494,11174,14325,14480,7819,2588,81327,5590,3076,3112,3256,2782,2221,1459,929,494,22917
124,27488,15416,15934,15625,12987,9738,5531,1873,394,104990,3680,3279,3563,3914,4429,4955,4649,2202,523,31191,248,445,559,753,1102,1709,2196,1311,333,8659,12,32,83,164,370,855,1479,1096,339,4433,3940,3755,4203,4838,5902,7523,8330,4605,1192,44287,2930,1960,2124,1969,1808,1348,948,564,279,13926,34361,21135,22259,22427,20695,18613,14801,7046,1858,163198,26832,13307,15266,15069,12569,9896,6036,2128,571,101677,2662,4135,4948,4770,5046,5469,5133,2587,880,35625,192,749,1197,1251,1638,2266,2479,1590,626,11985,7,51,150,386,744,1247,1587,1245,690,6100,2857,4928,6296,6407,7427,8980,9199,5419,2199,53709,2745,1635,1980,1847,1608,1269,1018,761,606,13478,32436,19868,23544,23317,21612,20148,16254,8305,3370,168862,54324,28714,31201,30692,25560,19643,11565,4004,966,206662,6339,7412,8510,8687,9474,10426,9782,4784,1396,66816,433,1193,1754,2002,2734,3976,4673,2901,961,20638,22,84,235,550,1113,2100,3066,2343,1025,10537,6799,8682,10503,11240,13335,16504,17522,10033,3387,97992,5676,3595,4103,3814,3418,2618,1965,1327,884,27400
125,40962,26300,39218,32947,19444,13911,7280,2799,743,183598,3149,2873,3563,4368,4623,5535,4918,2817,926,32756,90,208,389,584,971,1684,2076,1515,574,8075,6,23,56,126,293,749,1185,1099,548,4072,3242,3099,4002,5076,5880,7965,8177,5429,2037,44905,4262,3002,4817,3949,2643,2024,1251,716,414,23078,48462,32400,48038,41971,27963,23899,16706,8948,3190,251582,39834,22723,35788,29338,18945,14141,7877,2945,898,172486,2138,3211,4100,4436,4817,5705,5224,3181,1416,34233,76,414,710,743,1232,1972,2185,1832,914,10078,4,23,66,200,499,995,1290,1282,855,5211,2216,3650,4876,5378,6557,8677,8702,6298,3176,49521,3977,2446,3658,3150,2164,1880,1232,815,598,19925,46029,28817,44316,37869,27662,24695,17808,10057,4676,241931,80794,49021,75011,62283,38383,28048,15157,5747,1634,356088,5285,6085,7658,8803,9439,11245,10146,5994,2337,66986,165,625,1098,1323,2204,3650,4262,3346,1484,18157,12,44,116,325,791,1744,2475,2380,1396,9287,5451,6752,8875,10454,12428,16637,16879,11726,5220,94425,8237,5451,8474,7097,4806,3906,2477,1531,1015,42999
126,15395,9824,12989,12796,9001,6977,4147,1454,492,73083,1301,1400,1659,1799,1934,2458,2367,1438,607,14959,46,102,168,186,352,567,910,756,342,3433,0,4,15,36,79,236,387,457,262,1482,1356,1507,1842,2026,2362,3265,3660,2651,1209,19881,863,613,927,806,660,584,402,297,250,5413,17609,11948,15762,15631,12028,10826,8217,4394,1960,98378,15154,8761,13533,13259,9674,7712,4817,1773,643,75332,822,1758,1816,1953,2079,2620,2608,1798,962,16413,36,217,343,273,418,698,914,904,555,4351,0,8,23,46,117,256,421,495,451,1827,859,1985,2185,2273,2610,3571,3940,3199,1976,22592,797,587,880,814,610,625,466,402,556,5739,16814,11335,16598,16348,12897,11905,9222,5375,3173,103659,30546,18593,26520,26063,18673,14690,8971,3227,1134,148415,2127,3155,3478,3756,4010,5074,4972,3234,1568,31378,81,321,507,460,769,1268,1824,1661,899,7787,0,11,46,88,195,495,808,955,717,3309,2211,3490,4029,4298,4971,6833,7596,5848,3182,42476,1660,1202,1811,1618,1274,1207,873,697,809,11146
127,42451,26687,26637,24576,20404,15509,7581,2604,610,167061,3883,3480,3390,3723,4695,6429,5244,2573,750,34156,156,249,355,595,1073,2034,2296,1471,496,8719,13,31,55,146,420,988,1446,1218,514,4831,4048,3757,3802,4460,6184,9457,8981,5259,1760,47706,4559,2855,2733,2748,2374,2183,1357,871,496,20168,51061,33293,33171,31785,28957,27154,17915,8733,2865,234934,41073,24999,27207,25361,20535,14871,7878,2593,860,165369,2503,3580,4064,4351,5512,6800,5934,3130,1167,37054,103,424,623,895,1514,2524,2572,1740,817,11215,4,41,129,254,596,1297,1503,1372,817,6022,2605,4043,4813,5501,7628,10627,10015,6250,2807,54280,4258,2474,2819,2819,2391,2078,1447,904,659,19844,47942,31513,34839,33683,30555,27572,19334,9739,4325,239498,83523,51680,53845,49935,40940,30379,15455,5195,1469,332428,6384,7054,7459,8075,10212,13236,11175,5703,1922,71204,251,670,977,1486,2586,4562,4867,3217,1308,19929,17,73,185,396,1020,2287,2950,2589,1338,10850,6655,7796,8617,9958,13812,20086,18995,11507,4565,101989,8818,5326,5549,5565,4757,4260,2803,1776,1158,40013
128,18612,10977,10008,11070,11013,8248,4733,1892,496,77048,1906,1834,1844,2291,2748,3444,3423,2066,707,20264,90,182,205,324,544,975,1434,1143,534,5434,3,9,27,47,117,370,788,843,507,2710,2006,2025,2080,2665,3408,4782,5647,4060,1744,28403,1313,856,797,913,986,803,555,366,206,6799,21933,13860,12886,14641,15403,13833,10933,6318,2445,112258,17958,9767,9846,11483,11267,8749,5244,2185,702,77212,1266,2231,2366,2836,3220,3506,3744,2581,1150,22902,74,300,441,565,767,1150,1560,1380,919,7159,0,14,51,96,209,444,747,886,756,3203,1335,2544,2856,3492,4197,5107,6048,4844,2835,33261,1182,751,758,882,942,785,653,487,442,6881,20486,13063,13459,15853,16407,14640,11948,7521,3988,117352,36578,20743,19853,22548,22286,16995,9978,4082,1201,154261,3169,4064,4212,5123,5968,6951,7169,4647,1857,43167,163,481,651,889,1308,2125,2992,2528,1454,12593,8,26,74,142,326,814,1533,1727,1266,5914,3339,4568,4937,6155,7601,9887,11695,8897,4581,61663,2501,1603,1555,1788,1921,1587,1212,854,651,13686
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,332,298,549,403,317,286,211,47,3,2443,36,100,168,154,165,184,159,43,9,1008,7,18,17,43,53,86,89,30,3,343,0,0,5,9,29,74,52,17,3,203,44,123,191,206,244,348,303,88,12,1552,262,241,426,496,450,318,137,35,3,2375,639,658,1164,1108,1010,949,648,166,19,6375,276,284,470,269,247,261,144,31,7,1986,50,143,154,127,122,155,96,21,4,870,5,47,53,43,56,79,50,19,8,347,0,5,15,19,36,55,44,12,4,196,57,192,223,186,204,284,190,56,16,1408,285,220,335,292,212,157,68,19,7,1605,616,703,1022,749,666,698,404,104,32,4997,610,587,1016,670,557,546,356,76,7,4427,89,244,317,279,285,344,254,66,12,1883,9,67,72,88,99,159,139,48,5,690,0,4,21,33,68,124,102,33,10,394,97,311,408,394,453,632,494,148,27,2966,555,462,763,794,661,469,210,54,14,3980
