SA4_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
111,15,0,3,3,11428,11440,209,3,3,14,13165,13392,6562,358,329,10,18542,25795,13340,920,1477,62,7999,23791,13364,1315,2897,154,5863,23587,13578,1063,3647,440,4144,22868,13311,732,3173,901,1730,19845,7964,311,1293,1464,511,11539,2181,52,246,1393,116,3991,70519,4757,13055,4441,63485,156252,6,4,0,0,11005,11018,372,27,11,7,12608,13019,8775,576,562,41,16254,26202,14051,1294,2103,144,7151,24749,13833,1503,4030,413,4823,24609,13904,1240,5205,1279,2933,24563,12423,716,4377,3071,1240,21827,6229,239,1919,4941,458,13781,1167,47,447,5026,206,6888,70769,5629,18649,14922,56679,166643,19,4,0,5,22431,22461,581,30,15,13,25773,26409,15339,930,887,47,34794,51995,27393,2217,3579,205,15149,48540,27195,2819,6921,571,10688,48194,27484,2300,8854,1721,7076,47431,25734,1452,7544,3973,2966,41675,14193,548,3208,6399,970,25316,3347,94,694,6420,318,10881,141280,10385,31706,19360,120160,322898
112,3,0,3,4,7058,7067,78,4,5,7,5594,5689,2767,154,170,11,9101,12195,6916,464,772,34,5999,14186,8028,814,1921,88,4982,15829,9442,924,3259,297,4008,17933,10335,811,3380,729,2038,17291,5930,257,1334,1014,468,9007,1766,56,222,1031,138,3212,45260,3492,11063,3211,39384,102417,3,0,0,0,6663,6668,170,11,3,0,5394,5582,3880,307,275,13,9094,13567,7935,767,1236,94,5773,15808,8615,1090,2818,321,4503,17344,9877,1055,4422,925,3291,19570,9457,696,4208,2199,1375,17945,4584,174,1545,3537,369,10213,981,40,378,3581,147,5124,45508,4128,14897,10680,36610,111823,9,0,5,7,13723,13741,254,18,6,11,10993,11273,6644,461,441,21,18194,25763,14856,1235,2004,130,11772,29993,16641,1897,4741,405,9486,33175,19318,1976,7679,1223,7301,37504,19794,1507,7596,2932,3410,35234,10514,430,2886,4551,833,19222,2747,96,603,4616,284,8337,90768,7621,25962,13892,75997,214236
113,17,0,0,0,5375,5390,137,17,5,4,4938,5102,3440,172,124,8,6825,10566,5625,382,459,19,2963,9448,5769,544,1009,70,2209,9598,6397,537,1392,180,1602,10113,5739,383,1196,409,752,8481,3282,137,478,609,260,4772,892,24,67,530,80,1594,31298,2202,4734,1824,25004,65059,8,4,0,0,5059,5079,254,30,4,5,4643,4933,4082,265,203,20,5818,10387,5817,539,602,71,2576,9604,5876,600,1336,233,1703,9751,6420,564,1692,568,1068,10311,5188,314,1296,1300,457,8555,2525,89,445,2099,163,5323,448,13,113,2027,51,2660,30629,2419,5684,6326,21544,66604,22,4,5,4,10435,10463,391,45,5,8,9577,10028,7525,441,326,29,12643,20957,11440,920,1059,91,5538,19057,11641,1142,2344,304,3914,19343,12819,1105,3089,749,2667,20423,10926,702,2497,1708,1204,17036,5812,227,928,2708,426,10095,1345,41,180,2556,133,4250,61923,4625,10419,8155,46542,131660
114,7,0,3,0,4330,4342,77,0,6,0,3516,3604,2362,135,101,4,5277,7883,4534,336,452,14,2734,8073,5161,488,1163,58,2328,9197,6725,501,1792,216,1858,11094,8122,472,1854,548,926,11921,5091,248,798,828,314,7274,1257,32,131,667,77,2168,33328,2221,6299,2342,21365,65553,4,0,0,3,4071,4072,118,7,0,0,3159,3294,3042,233,171,21,4399,7874,4834,419,689,44,2385,8377,5539,611,1617,188,1852,9816,7190,600,2390,559,1447,12184,7882,394,2248,1596,800,12922,3829,141,955,2509,287,7720,587,20,220,2181,92,3093,33023,2437,8297,7101,18495,69352,5,0,8,3,8399,8411,197,7,6,6,6675,6898,5405,368,269,24,9679,15749,9364,755,1140,60,5127,16449,10696,1105,2787,249,4182,19016,13913,1100,4184,776,3301,23275,16009,869,4098,2145,1726,24844,8912,392,1756,3334,599,14997,1839,58,350,2854,170,5266,66348,4658,14598,9443,39859,134907
115,9,0,4,0,9526,9541,89,4,0,0,8178,8268,4482,102,127,8,7920,12638,15005,389,644,28,2678,18740,14811,593,1219,76,1698,18399,12444,388,1310,163,954,15257,9745,309,906,347,423,11728,5028,114,357,621,162,6282,1204,27,77,643,50,2000,62813,1932,4644,1888,31589,102863,6,0,5,0,8722,8733,207,5,3,0,7206,7423,6515,195,227,14,6286,13243,16616,572,1036,53,2201,20478,15095,739,1901,195,1436,19362,12094,472,1890,599,825,15885,8766,292,1516,1579,392,12546,3552,104,646,2348,186,6844,613,20,144,2168,74,3020,63466,2401,7369,6965,27331,107538,22,0,5,0,18249,18272,294,11,5,0,15389,15695,10993,296,357,22,14210,25876,31618,962,1680,81,4880,39217,29911,1332,3118,271,3129,37757,24535,860,3198,765,1780,31141,18510,609,2420,1927,820,24274,8583,220,1000,2969,349,13127,1818,46,228,2812,121,5023,126279,4338,12013,8856,58916,210397
116,20,3,0,3,12688,12713,406,24,7,4,13562,14003,11517,445,456,23,16795,29238,25748,971,1247,49,6352,34363,16946,1136,1910,159,3968,24114,12970,953,2047,312,2400,18686,9312,620,1482,680,750,12850,4090,211,521,810,198,5840,833,30,94,559,54,1569,81854,4398,7772,2603,56756,153377,15,5,0,5,11766,11798,1011,71,26,6,11566,12680,16516,695,608,42,13114,30979,25357,1354,1831,160,5260,33967,15604,1421,2947,492,3368,23831,11950,1101,3044,1471,1844,19412,8012,641,2179,2923,650,14402,2530,164,842,2985,182,6700,369,20,196,2118,65,2770,81361,5476,11675,10203,47827,156538,39,15,0,4,24454,24508,1419,96,33,10,25128,26679,28032,1148,1060,64,29916,60222,51103,2318,3085,212,11618,68328,32551,2559,4856,650,7330,47949,24919,2058,5094,1783,4245,38101,17323,1255,3660,3606,1402,27249,6618,377,1363,3796,379,12543,1208,52,286,2679,118,4339,163213,9873,19442,12807,104584,309913
117,9,0,0,0,4981,4990,201,11,10,15,14889,15119,7921,333,663,21,39797,48734,12461,781,1876,43,16570,31732,8255,845,2285,88,9080,20560,6519,692,2502,196,5710,15617,4805,509,1813,361,2628,10108,2769,195,794,463,915,5139,853,34,117,370,200,1566,43790,3396,10064,1558,94764,153568,4,0,0,3,5176,5183,363,33,26,8,15608,16034,9608,500,941,32,36011,47081,11804,873,2112,71,12573,27437,7774,828,2661,252,6035,17551,5946,674,3002,661,3397,13673,4261,459,2373,1420,1601,10113,1976,151,996,1965,498,5585,374,27,237,1499,157,2297,42108,3550,12343,5903,81047,144949,6,0,5,5,10153,10170,559,42,30,16,30497,31157,17522,835,1607,51,75800,95819,24265,1654,3990,116,29143,59167,16034,1674,4946,339,15117,38106,12465,1368,5503,859,9099,29296,9065,959,4184,1778,4232,20220,4746,345,1782,2431,1412,10722,1227,59,353,1866,353,3864,85895,6948,22404,7462,175818,298518
118,5,0,5,0,6378,6387,61,4,6,0,7636,7711,3550,123,214,7,19823,23714,9892,424,1000,27,8163,19508,10043,580,1567,64,4279,16525,7963,463,1783,142,2788,13135,6294,364,1425,307,1571,9967,4078,173,700,554,712,6207,1443,33,173,684,223,2553,43331,2164,6863,1793,51566,105703,0,0,0,3,6047,6050,112,7,0,0,8242,8369,4856,207,357,16,21183,26626,10919,581,1306,50,7624,20477,10056,802,2313,161,4173,17501,7622,529,2463,551,2581,13750,5834,372,2265,1342,1478,11289,3078,160,1233,2509,660,7641,605,32,316,2716,317,3986,43089,2689,10260,7347,52302,115684,9,0,0,3,12428,12440,175,12,7,4,15881,16077,8404,329,571,25,41002,50336,20816,998,2305,79,15785,39986,20092,1378,3883,229,8451,34027,15585,994,4241,694,5371,26890,12132,730,3692,1653,3048,21255,7156,335,1931,3061,1371,13846,2046,68,485,3397,539,6538,86418,4851,17120,9139,103866,221391
119,29,5,6,13,17491,17534,1033,70,34,8,21262,22407,17754,738,1011,25,29518,49056,28058,1488,2290,56,10320,42209,24015,1708,3700,190,6373,35979,22463,1714,4546,401,4514,33625,16840,1166,3166,932,2196,24305,10163,506,1228,1517,859,14268,3650,90,296,1704,225,5962,123998,7471,16274,4844,92758,245348,73,3,0,8,16043,16132,2565,146,117,9,17494,20323,22869,1284,1515,63,21699,47425,28128,2091,3516,200,8274,42217,24093,2296,5776,704,5478,38350,21066,1890,6538,2018,3596,35109,14915,1053,4240,4207,1835,26240,7087,321,1673,6586,681,16349,1657,64,467,6392,257,8839,122446,9150,23837,20189,75358,250979,103,8,11,14,33535,33668,3598,210,150,17,38756,42735,40626,2026,2527,87,51215,96482,56192,3584,5804,255,18596,84427,48109,4002,9475,899,11851,74330,43526,3604,11082,2420,8115,68740,31750,2218,7403,5140,4033,50540,17246,825,2897,8103,1538,30611,5308,153,755,8097,481,14802,246451,16621,40107,25030,168122,496332
120,5,4,3,0,6864,6876,445,46,23,5,11103,11632,8171,262,464,22,19550,28465,14202,557,1166,33,7072,23027,11745,764,1760,70,4222,18562,10224,609,2102,188,2872,15994,7626,374,1656,397,1495,11551,4455,186,648,563,651,6502,1635,47,110,722,184,2701,58510,2847,7918,2005,54022,125306,5,0,5,0,6643,6655,865,63,42,0,9858,10827,10316,396,609,21,17353,28691,14276,751,1674,80,6668,23454,12227,1000,2775,220,4554,20774,9872,787,3254,677,3023,17608,7121,442,2426,1820,1654,13458,3264,155,968,2863,654,7902,743,39,265,2976,281,4294,58690,3641,12015,8648,50686,133677,10,7,3,0,13505,13528,1311,113,71,5,20966,22463,18485,659,1064,38,36901,57158,28481,1307,2842,110,13742,46480,23976,1760,4538,288,8776,39339,20092,1397,5358,863,5898,33603,14744,816,4074,2216,3151,25007,7721,339,1614,3428,1309,14410,2379,89,371,3699,474,7002,117199,6480,19934,10650,104716,258984
121,9,0,0,0,12528,12543,158,12,4,3,11205,11377,7269,178,263,8,17190,24907,22087,654,1260,41,7319,31365,21270,951,2188,92,4194,28692,17006,800,2536,220,2691,23257,13429,443,1873,541,1399,17682,8359,204,896,923,613,11000,2602,55,191,1148,166,4163,92197,3301,9212,2972,57304,164993,6,0,3,5,11729,11740,292,13,9,3,10599,10928,9980,307,560,21,16573,27434,24420,1006,2128,110,7430,35097,21995,1289,3659,338,4627,31910,16690,857,4140,869,2710,25256,12812,504,3419,2343,1646,20721,6344,190,1789,4003,778,13097,1345,50,463,4408,413,6679,93876,4215,16173,12091,56510,182860,15,0,3,4,24260,24286,454,29,9,11,21805,22306,17245,487,830,26,33760,52341,46507,1663,3390,148,14754,66457,43269,2243,5846,431,8821,60609,33697,1655,6673,1087,5400,48514,26242,948,5290,2883,3042,38403,14704,394,2684,4923,1389,24095,3948,100,659,5553,585,10839,186079,7510,25385,15063,113815,347853
122,0,0,0,0,8450,8455,89,3,6,5,7075,7175,3265,68,141,8,10536,14025,10902,386,784,19,4890,16976,13547,731,1750,80,3265,19374,11140,539,2112,195,2053,16041,8303,323,1490,396,996,11509,5562,182,752,717,353,7559,1636,23,170,840,77,2746,54442,2265,7203,2253,37701,103861,0,0,3,0,7806,7811,187,4,8,7,6359,6568,4751,164,243,12,9683,14847,12255,536,1100,50,4581,18526,13977,873,2578,211,2993,20634,10607,603,2913,590,1722,16436,7699,334,2390,1464,817,12706,4300,146,1316,2870,308,8939,821,23,347,3155,147,4499,54599,2680,10897,8365,34423,110961,5,3,3,0,16253,16263,274,9,14,5,13434,13740,8014,233,383,20,20224,28875,23161,915,1882,74,9472,35504,27524,1605,4325,291,6260,40004,21749,1144,5022,788,3777,32479,16009,660,3880,1855,1817,24219,9856,328,2065,3587,660,16501,2456,45,517,3992,225,7243,109044,4942,18098,10617,72124,214822
123,7,0,0,0,9911,9924,204,15,4,0,9306,9528,7125,345,286,14,11829,19609,14189,851,955,28,5186,21206,12010,961,1785,104,3266,18125,10565,804,2010,283,1775,15445,8472,577,1428,609,623,11703,3768,190,517,730,216,5419,717,33,88,407,56,1305,57051,3776,7076,2187,42163,112256,15,0,0,3,9358,9383,486,39,8,0,8486,9020,10251,648,494,19,10187,21602,14639,1203,1522,119,4607,22092,11506,1233,2596,358,2868,18559,10324,993,2996,1016,1472,16806,7237,577,2265,2091,586,12758,2595,120,840,2379,173,6100,365,25,160,1743,70,2372,57420,4843,10885,7743,37805,118690,25,0,0,8,19272,19300,689,48,20,3,17789,18548,17380,1001,779,31,22018,41205,28825,2049,2478,151,9788,43295,23522,2195,4377,463,6135,36693,20890,1798,5006,1303,3245,32242,15710,1148,3691,2705,1208,24464,6355,311,1355,3106,382,11516,1084,61,249,2153,131,3676,114473,8620,17962,9931,79962,230946
124,10,5,3,4,10517,10537,250,10,12,4,10308,10590,7240,385,330,8,14298,22259,13440,939,1230,38,6783,22427,12408,1109,2329,119,4733,20695,11701,948,2750,331,2888,18613,10065,639,2121,722,1255,14801,4731,239,801,906,371,7046,1038,50,144,550,84,1858,60885,4309,9723,2690,51227,128840,8,0,4,3,9867,9883,492,32,15,3,9438,9985,9599,645,583,47,12678,23544,14022,1264,1858,113,6065,23317,12524,1363,3392,401,3935,21612,11642,1060,4000,1159,2289,20148,8897,672,3286,2367,1022,16254,3346,186,1323,3101,348,8305,506,28,309,2386,145,3370,61034,5252,14770,9585,45784,136424,20,3,9,9,20378,20422,747,49,26,13,19747,20581,16837,1023,912,62,26971,45804,27460,2207,3090,150,12843,45750,24928,2476,5718,523,8659,42308,23348,2004,6751,1488,5180,38760,18963,1307,5408,3094,2280,31058,8077,422,2125,4011,720,15357,1541,76,453,2934,233,5235,121922,9564,24495,12276,97009,265262
125,20,0,4,4,13040,13071,1045,34,37,7,18211,19333,18937,685,827,32,27563,48038,29959,1301,2136,72,8505,41971,19123,1278,2619,131,4802,27963,16109,1131,3263,297,3106,23899,11707,787,2111,640,1455,16706,6456,306,741,939,510,8948,1833,40,185,1035,103,3190,105192,5557,11925,3153,77294,203119,55,3,3,4,12040,12104,2391,157,88,7,14071,16711,24194,1068,1297,46,17717,44316,26975,1751,2770,208,6165,37869,17778,1528,4085,580,3690,27662,14900,1256,4496,1630,2420,24695,10124,728,2746,3020,1191,17808,4414,206,1007,4021,409,10057,807,37,259,3411,162,4676,101641,6730,16755,12918,57858,195903,73,3,8,4,25079,25171,3438,186,124,15,32283,36044,43126,1754,2123,74,45277,92360,56934,3045,4903,281,14673,79837,36902,2808,6709,706,8494,55620,31011,2385,7757,1925,5522,48592,21828,1513,4863,3664,2642,34513,10877,510,1754,4953,913,19004,2639,81,448,4443,266,7867,206832,12289,28681,16070,135151,399020
126,8,0,0,3,5314,5321,123,3,6,0,6493,6629,5292,118,201,9,10141,15762,11240,353,705,14,3323,15631,8790,382,913,49,1884,12028,7928,338,1070,111,1378,10826,6294,223,778,232,686,8217,3275,122,348,390,263,4394,1174,37,84,568,90,1960,44123,1578,4114,1378,29575,80762,0,0,0,0,5003,5009,207,11,5,3,6103,6330,7029,194,332,16,9030,16598,11649,500,1048,49,3099,16348,8917,512,1524,144,1793,12897,8023,414,1759,499,1208,11905,5722,236,1371,1189,713,9222,2481,84,596,1877,339,5375,593,18,185,2186,196,3173,44618,1966,6822,5957,27485,86849,11,0,0,6,10313,10329,331,8,16,3,12598,12954,12326,310,535,24,19174,32358,22883,853,1756,61,6419,31980,17705,901,2441,195,3686,24919,15949,753,2823,612,2592,22731,12009,462,2150,1424,1396,17441,5755,203,949,2262,598,9771,1769,60,265,2750,287,5131,88738,3546,10930,7334,57063,167614
127,35,0,0,0,16544,16584,562,30,25,12,16080,16709,11474,661,733,29,20272,33171,20801,1354,2037,63,7525,31785,19616,1462,3118,158,4602,28957,18815,1469,3427,416,3026,27154,13205,950,1958,768,1037,17915,6391,330,687,1017,317,8733,1709,62,120,888,82,2865,92620,6313,12107,3353,69482,183872,53,3,0,0,15479,15533,1488,114,68,10,14298,15974,16888,1225,1327,63,15337,34839,22531,1950,3127,288,5789,33683,19431,1962,4559,727,3876,30555,16821,1594,4580,2059,2527,27572,10876,855,2662,3837,1111,19334,3958,217,780,4494,292,9739,699,34,199,3278,110,4325,92738,7948,17297,14756,58825,191563,81,6,0,5,32023,32117,2052,143,92,17,30378,32683,28363,1885,2057,92,35613,68011,43334,3297,5167,354,13311,65464,39051,3423,7678,888,8482,59513,35637,3063,8005,2472,5553,54724,24082,1807,4620,4607,2144,37252,10351,544,1466,5508,611,18477,2409,102,316,4167,195,7189,185353,14265,29404,18111,128311,375436
128,7,0,0,0,7225,7231,74,6,5,0,6545,6626,3684,117,166,10,8915,12886,9944,391,701,22,3587,14641,10637,633,1493,70,2569,15403,9747,468,1703,197,1717,13833,8336,344,1181,389,681,10933,4770,149,519,661,227,6318,1448,43,114,785,67,2445,48641,2133,5876,2132,31541,90325,7,0,0,0,6765,6769,130,12,9,6,6139,6287,5086,173,242,9,7943,13459,10927,541,1024,73,3292,15853,10991,748,2239,175,2243,16407,9648,560,2542,609,1283,14640,7650,380,1947,1405,567,11948,3698,108,1005,2544,166,7521,802,13,252,2809,107,3988,48948,2532,9255,7636,28506,96867,17,0,0,0,13990,14006,206,11,11,6,12687,12920,8771,289,411,22,16853,26347,20869,929,1726,91,6879,30496,21634,1383,3737,251,4811,31812,19394,1021,4239,813,3005,28471,15989,722,3127,1793,1253,22879,8464,253,1523,3209,396,13841,2251,54,362,3593,176,6432,97586,4662,15131,9766,60049,187196
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,252,253,7,5,0,0,400,411,130,50,15,0,967,1164,205,143,90,5,671,1108,192,141,178,7,493,1010,272,115,265,21,279,949,247,87,192,36,97,648,82,14,47,15,11,166,6,0,4,9,0,19,1134,554,790,89,3174,5734,0,4,0,0,278,279,10,3,0,0,406,418,139,47,31,3,805,1022,176,81,81,4,410,749,167,74,165,16,238,666,266,71,216,28,119,698,182,37,111,48,28,404,43,4,29,23,11,104,0,0,5,23,3,32,982,309,647,141,2300,4381,0,0,0,0,528,532,15,4,0,0,801,829,268,95,49,3,1774,2187,379,221,177,9,1074,1859,356,214,347,24,738,1678,539,183,478,49,400,1648,428,120,300,77,122,1055,124,13,74,36,24,277,10,0,3,31,6,49,2118,863,1431,230,5471,10112
