SA4_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
111,0,0,0,0,3,0,12,180,25,28,5,37,7,11,7,315,0,0,0,0,6,27,76,98,22,71,39,37,11,0,0,389,8,8,57,76,73,96,190,116,17,20,25,31,15,5,9,749,12,24,23,39,119,162,562,378,107,179,143,170,40,7,51,2027,4,32,156,39,13,32,23,0,0,4,4,0,0,0,15,319,6,26,43,22,10,19,31,14,3,9,8,6,0,8,6,205,8,6,24,41,86,38,56,20,7,5,4,6,3,0,13,321,442,384,113,52,85,60,152,78,10,25,20,13,10,0,52,1506,27,142,198,44,22,12,0,0,5,0,0,0,0,6,22,470,0,5,12,57,79,64,52,47,34,37,24,16,7,0,12,457,25,17,59,85,71,154,757,734,175,166,214,177,85,15,52,2786,3,17,11,11,34,46,123,60,22,39,35,36,25,4,13,478,0,0,3,3,20,16,56,105
112,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,9,11,6,0,0,0,0,0,0,30,7,8,61,98,91,105,171,110,23,27,16,36,26,3,8,800,11,17,8,11,38,27,113,66,26,14,12,16,7,0,7,373,6,17,32,11,4,6,0,3,0,0,0,0,0,0,5,74,5,16,20,6,0,3,9,7,0,0,5,5,5,3,3,82,0,15,17,26,24,30,34,15,4,4,13,3,7,0,6,201,101,233,128,92,229,186,209,86,27,27,18,36,21,0,45,1458,3,20,25,9,0,0,7,3,0,0,0,0,0,0,8,81,6,3,16,19,30,14,17,11,0,3,3,8,3,3,4,143,15,19,47,49,60,48,259,209,55,41,58,81,29,10,28,1015,0,22,14,13,15,32,44,34,9,10,10,17,14,0,12,243,0,0,3,6,23,6,11,14
113,0,0,0,0,0,0,14,53,4,13,7,19,0,0,0,114,0,0,0,0,0,4,31,59,10,12,3,8,0,0,4,133,0,0,5,19,10,23,26,10,0,5,5,3,0,0,0,107,0,4,3,4,29,35,126,87,64,81,98,146,19,4,29,735,0,9,9,5,4,8,0,0,0,0,0,0,0,0,3,40,0,3,5,0,10,16,48,50,0,3,8,8,3,5,7,165,0,0,7,14,34,51,42,53,6,25,31,60,58,84,34,492,47,76,38,26,18,10,35,7,0,0,9,8,0,0,4,281,0,12,27,8,0,0,0,8,0,0,0,0,0,0,7,62,0,0,3,11,18,7,16,6,4,5,0,4,4,0,0,81,7,4,9,24,34,169,808,705,284,276,341,399,148,17,66,3288,0,5,0,6,4,7,20,11,5,11,8,29,4,0,0,112,0,0,0,3,3,13,11,34
114,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,20,15,4,8,4,0,0,0,0,56,0,8,47,58,44,37,63,35,5,5,5,12,7,0,8,329,10,17,12,7,52,40,110,71,24,15,20,53,13,3,13,456,0,27,104,50,8,26,5,0,0,0,0,0,0,0,3,220,9,28,29,9,3,5,7,3,0,0,0,0,0,0,0,101,6,5,4,26,31,22,19,14,0,0,3,4,0,0,17,158,115,270,116,62,90,47,56,19,5,3,3,0,3,0,38,834,7,50,110,32,8,4,5,0,0,0,0,0,0,0,7,230,4,5,12,16,23,17,18,15,8,9,8,4,9,0,0,152,18,11,34,41,17,33,185,180,67,69,109,117,34,6,31,952,6,17,0,11,10,21,25,17,3,10,0,3,8,0,0,140,0,0,0,4,7,6,12,15
115,0,0,3,18,161,242,116,26,3,0,4,3,0,0,10,590,0,0,0,32,61,194,270,105,14,16,10,7,20,4,6,733,0,4,28,42,63,65,99,38,18,28,10,16,12,5,4,432,24,58,70,97,1313,2127,6167,2777,536,461,380,578,190,37,218,15034,4,42,264,83,45,41,14,3,0,0,0,0,0,0,17,513,16,36,135,86,191,135,153,142,67,70,62,51,38,16,31,1233,0,9,26,76,426,322,184,46,8,7,6,9,8,0,20,1147,134,170,107,88,89,73,100,32,11,13,8,13,9,5,39,877,3,74,170,44,12,9,3,20,0,0,0,0,0,0,20,359,5,21,46,211,870,1264,344,176,47,57,56,54,66,24,30,3273,11,18,156,280,890,2450,5244,2465,767,674,634,573,278,99,154,14697,0,16,22,100,227,450,384,100,27,23,30,21,12,3,31,1449,0,0,13,51,424,555,885,936
116,0,0,0,9,183,786,986,434,133,71,47,63,39,25,49,2827,0,0,4,13,118,621,1353,639,113,117,105,65,39,20,30,3240,0,3,13,28,36,41,70,46,8,3,16,13,3,0,6,294,5,22,36,83,681,1054,2369,1139,247,230,212,231,53,17,124,6509,3,52,378,134,63,192,38,9,0,0,0,0,0,0,20,891,11,32,179,180,325,313,437,307,45,86,38,37,7,5,39,2050,0,10,27,196,1638,2079,2122,716,162,113,155,202,74,14,114,7617,195,173,111,65,65,62,72,36,4,8,4,9,4,4,26,834,9,88,329,103,53,27,14,37,0,0,0,0,0,0,23,675,0,11,16,82,307,343,193,90,33,15,21,20,3,3,15,1156,7,3,120,237,803,3525,17932,10884,2993,3021,3461,3627,1101,213,626,48549,0,10,6,119,280,525,581,170,38,37,39,31,23,0,23,1900,0,0,4,50,191,352,541,679
117,0,0,0,0,12,25,18,15,0,0,0,3,0,28,4,108,0,0,0,10,98,302,362,198,61,69,72,66,48,14,22,1331,0,10,43,97,104,149,279,275,72,59,107,133,97,21,22,1465,16,58,71,206,1308,2124,4553,4401,1529,1809,1680,2138,867,116,467,21349,3,38,184,54,35,70,24,27,0,7,3,4,0,0,17,466,20,68,184,81,75,36,48,28,8,19,7,14,7,4,23,628,5,9,17,132,300,154,127,53,8,8,13,14,13,5,24,877,55,84,95,98,116,160,361,237,73,72,75,108,53,13,38,1638,23,528,1532,294,89,40,37,92,15,9,17,12,9,0,131,2829,5,21,69,276,649,637,474,413,138,171,133,156,149,60,63,3406,10,5,70,101,230,449,855,803,376,476,629,870,341,77,95,5382,0,7,20,176,415,1105,1625,2015,631,723,826,1047,362,20,244,9219,0,0,9,32,135,133,230,318
118,0,0,0,0,4,6,3,3,0,0,0,0,0,0,9,26,0,0,0,3,30,76,75,34,22,14,22,26,11,4,11,325,3,10,60,102,94,142,251,227,46,52,77,82,38,9,23,1215,50,116,73,135,778,900,1330,856,299,343,364,552,201,20,146,6157,3,57,118,33,27,41,17,3,0,0,3,0,0,0,13,321,65,190,220,69,58,42,34,18,7,0,3,3,6,0,27,741,3,11,17,72,149,77,54,21,3,5,4,9,16,0,16,453,149,106,132,94,123,160,378,218,71,59,69,113,37,7,58,1766,88,581,748,143,41,23,22,43,12,0,11,8,3,0,105,1820,9,23,96,236,487,444,266,208,56,58,79,69,83,36,43,2182,21,27,183,159,175,226,349,251,79,110,184,272,124,4,68,2222,7,15,35,145,405,601,469,211,64,108,91,127,62,11,62,2409,0,3,10,24,146,88,111,108
119,0,0,0,6,31,108,136,57,17,25,16,10,0,7,0,405,0,0,0,27,176,976,3737,2220,456,572,524,491,199,108,173,9647,3,9,21,53,77,67,104,66,19,9,13,21,6,0,12,488,44,160,238,698,7231,9355,14078,6871,1416,1894,1373,1456,403,80,1365,46660,3,174,770,215,108,174,50,31,4,0,0,4,0,0,53,1587,62,257,739,648,782,823,864,530,117,117,118,98,29,10,186,5382,5,12,40,343,1103,800,545,217,54,56,63,94,39,7,92,3471,167,178,147,85,119,82,158,70,22,13,12,12,3,0,49,1128,90,2131,6072,1537,402,232,178,608,85,77,47,45,21,0,745,12288,10,40,118,823,2003,2148,850,450,133,113,88,107,61,23,139,7120,8,8,144,231,517,912,2499,1781,622,786,1048,1106,275,66,190,10194,0,13,41,338,999,1633,2145,762,189,182,211,246,92,20,146,7011,0,0,11,28,87,152,191,230
120,0,0,0,0,16,15,21,15,0,0,3,0,0,0,0,75,0,0,0,6,24,69,217,117,44,41,39,33,24,5,11,634,0,9,38,80,88,95,160,107,22,24,25,42,19,10,12,736,33,161,178,335,2859,3910,7026,4150,1076,1273,1059,1181,382,45,527,24178,3,93,356,85,29,49,18,7,0,4,9,0,0,0,25,669,22,68,206,136,155,76,79,77,18,16,13,17,3,4,26,910,8,15,38,127,262,167,114,38,10,13,19,12,3,0,26,849,114,106,94,78,114,100,176,110,28,24,18,18,8,5,27,1015,25,568,1402,239,54,23,25,33,11,3,6,8,0,0,92,2499,7,35,106,485,944,874,448,327,112,113,97,96,80,22,60,3799,6,9,140,286,480,866,1860,1794,817,848,1173,1272,423,155,172,10300,4,14,20,115,190,336,463,268,103,77,107,98,40,3,38,1877,0,4,5,30,141,85,180,251
121,0,0,0,23,45,38,30,6,5,0,0,0,0,0,8,159,0,0,0,8,34,71,115,68,25,11,19,28,10,3,3,386,8,19,98,192,177,246,350,180,39,60,58,53,35,15,21,1561,92,175,180,352,3013,4956,10962,6393,1538,1295,1222,1570,721,131,462,33060,12,111,272,72,43,60,28,31,5,5,0,0,0,0,13,650,34,85,196,68,58,21,40,48,10,23,26,8,6,6,16,640,12,31,56,118,183,137,87,53,4,12,8,16,6,0,13,739,178,198,171,172,178,216,393,202,45,38,49,55,32,10,33,1972,30,127,201,49,19,12,16,19,4,6,7,0,3,0,19,524,14,98,219,794,2810,2489,1124,679,195,231,185,269,321,160,134,9732,41,53,200,368,792,1404,2841,2225,775,938,987,1043,422,149,122,12363,24,26,50,164,325,568,565,285,56,62,74,75,57,5,25,2345,0,3,54,179,761,500,986,1026
122,0,0,0,10,17,9,13,5,0,0,0,0,0,0,5,57,0,0,0,0,5,11,41,14,0,6,3,5,3,0,0,96,0,19,81,152,164,197,361,189,47,29,52,44,30,9,16,1390,24,51,43,60,606,690,1062,536,162,91,132,193,70,4,68,3780,8,85,287,100,38,145,10,3,3,0,0,0,0,4,20,717,17,48,144,41,26,20,15,18,0,0,0,0,0,0,13,346,3,20,40,50,88,40,35,18,0,0,3,5,5,0,9,319,108,176,162,122,207,202,496,247,37,55,59,84,33,14,40,2045,13,79,140,36,17,5,12,11,0,0,0,0,0,0,14,319,7,21,50,152,237,228,115,114,22,22,20,37,27,10,7,1078,19,12,89,52,137,182,501,326,125,96,152,152,42,4,41,1925,9,30,16,41,85,125,110,56,21,7,13,18,19,0,22,574,0,3,43,119,179,83,160,93
