SA4_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
111,1521,4939,15701,15934,14947,10150,1591,115,3,64907,3424,4043,4159,2974,2808,3198,1734,351,15,22708,543,606,844,726,728,852,262,34,7,4591,82,187,361,258,228,132,36,15,3,1290,5572,9767,21066,19890,18709,14324,3620,518,34,93495,306,542,794,536,595,504,76,0,0,3360,703,424,294,166,167,211,88,8,0,2053,1003,967,1088,704,769,722,165,9,0,5418,6579,10733,22150,20595,19472,15044,3785,526,34,98910,4401,1970,2399,2149,3172,6933,15171,10267,3445,49900,462,689,1245,1054,947,899,896,753,508,7441,11440,13392,25795,23791,23587,22868,19845,11539,3991,156252,690,3651,10384,8876,10021,5866,775,37,0,40312,4767,5379,7999,9296,8268,6989,1867,191,6,44763,715,764,1964,1232,807,930,280,26,3,6726,92,158,288,175,155,118,35,15,8,1041,6266,9953,20644,19588,19249,13899,2955,265,22,92841,166,239,333,274,282,162,19,0,0,1470,686,338,354,326,292,271,71,6,0,2350,854,575,694,598,571,433,91,9,0,3824
112,967,2248,6095,7913,8239,6640,1633,198,19,33947,2207,1498,2512,2439,2787,3328,1998,346,47,17169,215,185,402,410,478,592,216,21,10,2538,93,116,251,243,210,158,73,41,9,1193,3480,4050,9259,11003,11710,10713,3922,610,97,54843,151,253,341,303,348,346,44,5,0,1780,331,131,166,135,150,221,97,10,3,1237,483,384,503,437,497,566,137,15,3,3020,3961,4430,9767,11441,12203,11278,4058,625,97,57851,2591,773,1339,1523,2384,5397,12117,7658,2673,36464,507,483,1090,1222,1238,1263,1122,721,444,8099,7067,5689,12195,14186,15829,17933,17291,9007,3212,102417,383,1431,3793,4585,5968,4440,759,67,0,21426,2922,2169,4683,5987,5996,5978,2051,214,18,30025,289,235,888,674,548,635,230,29,0,3534,97,85,222,191,187,164,57,34,8,1047,3699,3926,9585,11438,12700,11213,3100,341,34,56033,103,134,207,165,183,182,14,0,0,987,309,156,230,232,274,269,61,4,0,1532,407,289,439,398,452,452,75,5,0,2515
113,1310,2675,6794,6324,6333,5536,1546,228,22,30771,1273,807,1104,869,760,1096,948,252,36,7145,92,97,199,163,147,260,118,30,6,1113,82,126,199,152,124,144,61,37,14,931,2754,3717,8290,7507,7369,7036,2671,541,77,39952,112,167,283,210,164,153,28,0,0,1114,165,99,86,49,39,72,40,3,5,551,277,267,367,255,207,220,71,3,5,1671,3027,3979,8659,7763,7571,7253,2746,548,75,41627,1980,709,1149,1035,1308,2213,5129,3807,1303,18629,381,405,765,657,721,648,601,418,212,4796,5390,5102,10566,9448,9598,10113,8481,4772,1594,65059,565,1676,3842,3714,4188,3020,559,60,4,17623,1883,1486,2954,3180,2874,3021,1077,148,17,16643,130,173,598,287,225,302,123,27,0,1864,62,87,136,90,88,84,57,29,8,636,2631,3427,7530,7259,7380,6420,1808,264,36,36765,61,91,147,129,114,62,7,0,0,610,196,95,153,105,93,83,17,0,0,745,256,185,302,239,202,142,32,0,0,1352
114,787,1641,4521,4850,5243,4149,999,142,11,22343,1155,811,1181,1059,1351,1985,1219,284,18,9057,163,89,230,255,279,416,186,20,5,1645,58,71,132,118,117,107,38,23,3,666,2163,2613,6066,6278,6998,6653,2443,470,38,33717,96,177,212,191,182,166,31,3,0,1060,154,61,72,54,54,99,59,7,0,556,247,240,285,241,235,269,91,9,6,1613,2409,2849,6353,6521,7231,6921,2528,480,40,35331,1669,523,1057,1060,1399,3599,8817,6311,1873,26314,263,235,476,486,573,571,573,476,254,3910,4342,3604,7883,8073,9197,11094,11921,7274,2168,65553,272,1019,2521,2655,3597,2508,457,58,3,13094,1533,1135,2498,3137,3253,3497,1303,163,11,16536,229,172,600,361,313,423,140,16,3,2248,65,60,104,89,90,88,35,19,3,554,2102,2381,5733,6243,7252,6524,1933,253,23,32437,47,72,107,92,101,96,12,0,0,519,152,85,106,123,109,164,23,5,0,763,200,151,208,214,208,261,40,8,0,1287
115,847,3033,7776,13393,12718,8180,1963,179,6,48090,1900,2132,1854,2109,2161,2267,1448,314,26,14215,754,875,738,808,816,808,382,68,5,5249,37,89,192,271,201,140,47,12,6,997,3540,6125,10563,16576,15898,11388,3839,583,42,68555,85,243,352,342,406,338,72,3,0,1850,447,231,86,52,66,104,96,9,0,1095,531,475,440,400,471,446,164,16,0,2940,4068,6600,11002,16973,16374,11833,4008,603,42,71501,5252,1458,1213,1249,1553,3069,7389,5345,1625,28141,227,211,424,526,471,361,336,336,338,3224,9541,8268,12638,18740,18399,15257,11728,6282,2000,102863,316,2224,6008,8894,8597,4737,833,49,5,31667,2287,2453,2929,5535,5387,4020,1517,180,9,24311,1015,927,1246,1321,1078,883,327,33,4,6830,32,73,174,195,118,97,40,9,0,747,3649,5681,10355,15947,15187,9744,2715,275,14,63553,37,116,218,281,226,137,10,0,0,1028,363,193,159,255,205,157,37,4,0,1376,400,309,379,541,433,291,43,10,0,2405
116,631,3487,13648,20797,13232,7983,1451,63,7,61298,1992,3204,4384,3675,2636,2017,839,93,8,18856,928,1576,2627,2284,1836,1501,469,38,3,11259,90,298,728,613,299,207,39,13,0,2288,3636,8565,21387,27366,18008,11708,2804,211,15,93701,242,623,896,878,633,477,83,0,0,3831,619,485,322,138,157,147,67,3,0,1933,858,1107,1220,1015,790,628,147,10,0,5763,4498,9671,22609,28381,18797,12336,2954,220,15,99466,7527,3407,4581,4195,4070,5454,9250,5204,1371,45048,692,926,2054,1791,1255,898,650,417,185,8863,12713,14003,29238,34363,24114,18686,12850,5840,1569,153377,416,3192,11371,13731,9575,5319,809,14,0,44425,2412,3311,5981,7382,4834,3144,839,45,3,27957,888,1288,2410,1994,1344,1132,273,19,0,9356,69,185,491,349,224,130,35,7,0,1496,3787,7983,20241,23461,15985,9729,1959,92,3,83233,185,373,705,681,386,243,33,3,0,2601,562,395,555,518,267,230,39,0,0,2573,747,767,1258,1194,656,477,75,3,0,5177
117,201,3861,26215,19683,11774,6390,1397,117,9,69647,859,3261,7981,4257,2679,2314,1122,246,18,22727,418,1383,2804,1412,877,730,247,37,4,7903,25,200,703,334,149,96,27,7,4,1546,1506,8701,37706,25677,15476,9526,2796,408,32,101832,51,432,1181,839,639,455,86,3,0,3688,216,594,682,214,176,170,77,9,0,2142,266,1026,1869,1056,818,626,165,15,0,5830,1770,9728,39568,26735,16295,10154,2964,417,32,107664,2946,4222,5690,2964,2913,4333,6353,4141,1296,34846,275,1174,3478,2025,1356,1134,789,580,248,11057,4990,15119,48734,31732,20560,15617,10108,5139,1566,153568,94,3803,23366,13251,8356,4377,826,48,0,54121,1158,3962,8551,5575,3560,2637,1141,147,13,26750,602,1717,3216,1822,779,567,202,27,3,8936,31,180,545,215,81,79,34,8,0,1165,1888,9663,35683,20868,12778,7661,2197,227,25,90978,23,313,941,480,407,230,21,3,0,2420,257,670,780,317,213,193,53,4,5,2498,275,988,1719,795,621,426,78,8,5,4917
118,251,2057,14022,13066,10557,6286,1799,259,19,48319,1026,1917,3424,2281,2106,2219,1609,511,67,15148,434,723,1008,662,543,496,295,85,6,4244,34,119,403,251,168,110,43,17,5,1154,1750,4819,18855,16253,13378,9113,3743,863,100,68869,38,189,486,395,402,290,59,5,5,1863,198,255,270,85,86,101,58,14,0,1064,236,442,757,478,495,385,116,11,5,2927,1985,5260,19611,16735,13866,9501,3861,876,97,71791,4094,1947,2477,1637,1858,3020,5620,4847,1961,27466,307,496,1627,1133,806,617,489,477,498,6448,6387,7711,23714,19508,16525,13135,9967,6207,2553,105703,87,2353,14818,9271,7650,4244,897,73,6,39405,1105,2232,4648,5057,4547,3553,1682,299,26,23160,640,949,1640,1364,745,619,272,58,11,6302,22,99,337,188,122,75,48,21,3,912,1860,5637,21443,15887,13058,8494,2899,452,41,69772,19,129,405,286,278,134,22,0,0,1279,201,262,325,224,187,187,53,5,0,1449,228,397,727,515,463,319,75,6,0,2728
119,593,4363,19439,19619,16099,11133,2318,171,4,73741,2281,5205,8361,5650,4485,4168,1739,290,17,32200,1299,2526,4376,3645,3362,3240,907,112,3,19469,90,449,1115,788,503,342,110,21,6,3423,4264,12539,33290,29706,24452,18886,5070,594,28,128824,232,832,1852,1369,1138,898,123,8,0,6450,594,855,709,354,262,390,129,7,0,3308,821,1688,2563,1724,1397,1294,247,17,0,9758,5083,14227,35854,31436,25845,20175,5317,614,36,138582,11527,6649,9457,7961,8099,11632,17596,12393,5010,90315,924,1532,3754,2818,2038,1818,1392,1259,914,16450,17534,22407,49056,42209,35979,33625,24305,14268,5962,245348,356,4583,16379,13224,12243,7646,1204,47,0,55682,2629,5318,9140,9334,8265,6236,1762,162,6,42856,1254,2177,3774,3099,2683,2334,603,64,7,15989,86,315,736,428,375,218,67,11,0,2245,4325,12395,30023,26080,23570,16433,3638,290,17,116769,123,438,918,615,599,481,45,3,5,3223,569,622,758,623,511,523,92,0,0,3704,698,1058,1678,1238,1112,1009,135,6,5,6931
120,268,2651,14711,14650,11376,7191,1720,153,8,52732,1163,3351,4888,2964,2411,2460,1448,292,31,19004,519,1060,1682,1144,864,896,367,56,4,6589,19,210,491,317,167,120,51,14,3,1399,1962,7271,21771,19077,14820,10666,3581,520,52,79726,51,346,819,523,519,457,74,9,0,2799,241,556,444,146,117,153,81,11,0,1748,291,906,1265,669,637,609,161,16,0,4545,2255,8174,23034,19743,15454,11277,3746,540,52,84274,4381,2724,3723,2180,2411,4075,7264,5534,2323,34615,231,732,1706,1098,692,641,539,433,331,6420,6876,11632,28465,23027,18562,15994,11551,6502,2701,125306,119,2645,13526,10406,9546,5613,1029,55,4,42940,1325,3448,5850,5526,4926,4022,1523,180,16,26824,646,1169,2090,1661,991,890,292,49,4,7795,26,128,353,218,142,100,33,11,9,1020,2117,7391,21817,17807,15612,10623,2884,292,23,78577,29,208,544,385,340,218,24,0,0,1750,253,388,444,277,248,202,57,0,0,1877,281,596,990,659,584,429,83,0,0,3624
121,381,3337,16365,23038,20348,12298,3048,410,22,79238,2209,3374,3435,3311,3187,3662,2949,921,81,23127,869,1247,1071,993,852,823,447,92,19,6419,24,93,301,316,226,128,57,23,6,1170,3482,8056,21168,27660,24613,16911,6497,1449,127,109955,64,305,599,634,699,638,105,4,0,3052,523,374,204,127,129,192,127,36,5,1714,592,678,801,765,831,829,228,42,5,4769,4073,8731,21968,28422,25440,17744,6731,1490,128,114725,8213,2314,1971,1934,2502,4878,10395,9047,3674,44924,259,341,965,1010,752,633,560,463,361,5343,12543,11377,24907,31365,28692,23257,17682,11000,4163,164993,165,3103,15317,16129,14610,8021,1572,92,11,59017,2555,3784,5006,8635,8254,6402,2879,531,31,38077,1165,1328,1969,2089,1173,1092,481,67,6,9374,34,91,275,290,168,119,39,20,9,1049,3917,8315,22578,27146,24203,15631,4968,713,52,107520,31,168,395,567,505,280,34,3,0,1988,459,275,268,404,388,325,99,8,0,2240,490,444,666,975,891,610,141,10,0,4224
122,671,2495,8705,11999,13474,8253,1738,169,15,47514,2022,2223,2384,2185,2538,2862,1826,469,35,16555,762,732,683,643,691,709,331,74,9,4636,27,80,194,208,139,94,35,13,4,798,3487,5528,11968,15038,16846,11922,3937,724,56,69496,59,141,286,265,371,331,49,3,0,1506,351,170,114,60,69,125,69,14,0,964,405,313,398,321,445,452,121,14,0,2473,3895,5835,12366,15356,17291,12374,4058,737,62,71976,4332,1111,1081,998,1504,3161,7042,6439,2377,28054,224,229,583,624,581,508,415,376,306,3836,8455,7175,14025,16976,19374,16041,11509,7559,2746,103861,195,1901,7356,7405,8955,4810,796,50,3,31470,2209,2347,3346,5958,6421,5083,1890,285,12,27543,1043,884,1371,1369,1043,865,367,53,4,7000,32,69,165,156,133,98,28,19,9,705,3483,5195,12238,14887,16551,10860,3078,411,30,66725,28,97,170,195,229,144,13,0,0,874,304,130,123,166,199,182,51,4,0,1158,333,226,300,358,431,327,64,4,0,2034
123,1039,3160,10091,12060,10252,7104,1449,74,7,45239,1788,1877,2745,2738,2271,1849,893,134,0,14307,812,1223,1914,1626,1301,1181,380,40,0,8471,80,166,405,380,247,162,46,10,0,1502,3720,6425,15158,16806,14078,10302,2765,258,6,69519,224,397,625,529,417,296,55,3,0,2544,375,183,129,81,85,101,32,10,0,996,596,578,754,610,503,407,87,7,0,3540,4317,7006,15914,17418,14581,10705,2855,266,6,73058,5130,2036,2627,2667,2686,4080,8319,4659,1089,33290,474,492,1074,1121,865,656,536,489,206,5910,9924,9528,19609,21206,18125,15445,11703,5419,1305,112256,480,2476,7237,7612,7134,4349,685,20,0,29991,2311,2393,4850,5740,4479,3520,926,65,7,24292,856,1004,2139,1554,1161,1055,264,20,0,8064,69,143,299,250,151,115,38,8,0,1074,3717,6010,14529,15160,12922,9035,1918,120,11,63419,141,254,405,336,285,168,16,0,0,1608,365,247,338,344,193,144,28,0,0,1659,501,506,744,678,475,307,50,0,0,3263
124,1246,3947,12009,13543,12158,8602,1767,119,5,53399,2129,2404,3352,3003,2700,2662,1385,230,16,17882,866,1020,1694,1355,1148,1166,429,44,9,7734,100,185,424,326,255,177,38,16,3,1516,4343,7554,17472,18224,16262,12607,3620,411,36,80530,235,445,653,462,408,406,63,0,0,2668,362,204,178,103,94,118,67,12,0,1136,590,650,829,561,502,522,127,12,0,3802,4934,8203,18305,18788,16766,13134,3743,424,37,84334,5076,1800,2659,2483,2940,4706,10414,6099,1580,37755,533,590,1291,1163,985,777,642,528,247,6749,10537,10590,22259,22427,20695,18613,14801,7046,1858,128840,551,3000,8559,8632,8851,5566,888,33,7,36078,2696,2689,5355,6342,5541,4735,1450,143,13,28970,1074,1146,2470,1726,1286,1201,370,42,0,9314,59,127,308,224,151,104,37,13,6,1025,4377,6957,16705,16921,15815,11606,2752,228,15,75383,147,252,354,302,295,219,17,0,0,1588,423,223,292,252,191,194,43,3,0,1624,571,471,646,551,484,415,59,3,0,3212
125,398,3569,19351,21219,12176,8060,1767,103,4,66650,1689,4727,7426,4705,3107,2689,1156,172,16,25694,750,1810,3554,2839,2253,1980,596,60,5,13857,66,432,1206,731,401,257,70,16,6,3192,2909,10535,31540,29500,17936,12990,3584,354,34,109389,176,753,1814,1325,909,735,113,4,0,5824,439,785,687,264,215,264,91,11,3,2759,611,1539,2501,1588,1128,998,200,14,3,8585,3517,12068,34034,31092,19057,13989,3791,376,37,117973,8795,5740,10064,7934,7053,8448,11893,7896,2686,70504,759,1519,3936,2948,1846,1463,1026,680,470,14639,13071,19333,48038,41971,27963,23899,16706,8948,3190,203119,266,3665,15477,12779,9117,5548,904,36,0,47794,2032,4593,7989,7257,5274,3801,1121,109,7,32185,747,1399,2983,2268,1578,1433,372,34,0,10823,70,296,734,441,238,188,43,14,5,2025,3112,9953,27178,22753,16209,10966,2438,196,16,92818,96,421,1185,855,497,336,29,0,0,3412,511,603,795,599,389,346,54,0,0,3295,605,1025,1977,1458,879,680,81,0,0,6701
126,158,1784,9045,10411,7683,5005,1165,108,5,35358,919,1761,2466,1879,1513,1632,991,197,23,11384,407,703,850,672,539,591,223,47,5,4027,18,97,284,204,118,88,23,4,0,851,1507,4343,12639,13164,9849,7320,2400,357,34,51614,39,179,452,417,327,256,59,0,0,1728,249,254,171,78,61,103,58,12,0,985,285,435,623,499,389,366,115,12,0,2716,1788,4776,13267,13656,10240,7682,2519,368,34,54331,3402,1612,1757,1357,1378,2757,5418,3750,1667,23093,128,238,742,616,412,391,286,274,258,3344,5321,6629,15762,15631,12028,10826,8217,4394,1960,80762,88,1478,8161,7064,5528,3384,581,32,0,26316,1145,1996,3044,3930,3213,2731,950,130,5,17147,491,789,1248,995,632,575,205,17,3,4955,13,58,175,153,67,62,19,6,5,565,1740,4322,12629,12148,9435,6754,1757,185,14,48985,22,130,379,327,222,126,13,0,0,1219,209,212,251,266,185,147,29,4,0,1299,228,342,627,591,408,271,45,4,0,2509
127,763,3985,13941,14144,11709,8662,1662,91,0,54958,2023,2991,4168,3637,3272,2688,965,119,9,19874,1068,1929,3160,2667,2643,2309,641,55,7,14478,140,308,727,533,430,308,67,7,3,2526,3990,9213,21994,20984,18056,13969,3334,279,24,91836,282,784,1242,984,856,675,93,0,0,4922,608,479,337,234,234,343,91,6,0,2327,887,1269,1586,1219,1087,1017,181,7,3,7244,4873,10477,23580,22204,19140,14983,3511,285,23,99080,10809,5234,7414,7504,8188,10608,13316,7605,2273,72947,900,1000,2181,2076,1628,1557,1092,844,570,11847,16584,16709,33171,31785,28957,27154,17915,8733,2865,183872,439,3839,11214,9452,8651,5112,733,26,0,39473,2448,3522,5860,6475,5531,3821,881,52,6,28595,1029,1616,2857,2166,1858,1514,330,31,0,11397,81,262,504,346,309,171,51,5,0,1724,3990,9232,20432,18436,16346,10623,1999,123,9,81180,140,414,648,552,535,342,31,0,0,2661,655,496,500,486,482,386,48,3,0,3055,799,909,1152,1037,1018,728,76,4,0,5716
128,821,2660,8252,10199,10376,6846,1424,116,7,40693,1673,1774,1883,1854,2004,2127,1280,275,19,12894,664,719,837,701,752,828,358,61,5,4915,29,58,194,186,123,92,39,9,3,740,3189,5215,11163,12940,13251,9889,3093,469,37,59245,80,175,280,214,280,260,33,0,0,1319,309,132,68,45,54,110,57,8,0,785,390,305,356,264,327,370,89,10,0,2104,3578,5520,11511,13198,13582,10260,3184,476,41,61351,3477,918,867,931,1341,3193,7426,5513,2109,25783,174,189,503,506,489,375,323,334,295,3188,7231,6626,12886,14641,15403,13833,10933,6318,2445,90325,275,2181,6397,6093,6979,4076,672,45,0,26731,2040,2033,3078,5486,5261,4307,1403,147,13,23762,881,834,1510,1260,1012,951,336,35,3,6821,24,46,148,118,87,79,24,5,7,546,3221,5101,11133,12959,13335,9414,2428,237,22,57853,25,90,145,126,169,100,0,3,0,658,283,105,108,144,143,157,38,4,0,970,303,195,252,266,305,256,45,3,0,1632
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,23,70,243,184,129,102,17,4,0,762,22,48,133,69,54,61,26,0,0,410,10,10,51,33,34,14,6,0,0,152,4,11,23,14,7,10,6,5,0,66,57,128,435,295,228,187,52,6,0,1388,13,36,75,70,57,33,6,0,0,285,9,15,25,13,17,23,3,0,0,106,24,49,97,83,79,56,12,0,0,392,78,181,530,377,303,237,61,4,0,1775,83,92,218,241,274,401,459,127,13,1917,90,136,412,483,435,312,131,39,8,2040,253,411,1164,1108,1010,949,648,166,19,5734,9,48,170,97,85,52,9,0,0,470,48,50,160,75,75,78,24,0,0,506,6,21,43,23,19,22,3,0,0,136,0,0,6,9,6,0,0,0,0,20,66,122,369,195,189,156,34,0,0,1128,9,16,28,37,24,12,0,0,0,135,19,19,28,24,14,19,4,0,0,124,27,37,57,62,40,30,6,0,0,252
