SA4_CODE_2021,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_3499_15_19_yrs,F_3000_3499_20_24_yrs,F_3000_3499_25_34_yrs,F_3000_3499_35_44_yrs,F_3000_3499_45_54_yrs,F_3000_3499_55_64_yrs,F_3000_3499_65_74_yrs,F_3000_3499_75_84_yrs,F_3000_3499_85ov,F_3000_3499_Tot,F_3500_more_15_19_yrs,F_3500_more_20_24_yrs,F_3500_more_25_34_yrs,F_3500_more_35_44_yrs,F_3500_more_45_54_yrs,F_3500_more_55_64_yrs,F_3500_more_65_74_yrs,F_3500_more_75_84_yrs,F_3500_more_85ov,F_3500_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot
111,813,1122,1028,971,1139,1965,3832,2753,678,14296,625,1225,1212,1207,1375,2162,4094,3623,2218,17742,579,1836,2275,1914,1970,2266,2863,1739,874,16310,348,1821,2559,2270,2125,2108,1846,945,324,14356,165,1814,3192,2507,2633,2294,1347,609,237,14798,71,1319,3607,2905,2908,2459,1147,341,86,14842,22,731,2950,2350,2197,1649,568,152,43,10664,11,308,2384,2081,1923,1335,408,148,68,8668,4,95,1544,1612,1493,953,263,85,22,6080,5,78,1626,2586,2484,1425,319,78,16,8622,0,11,193,403,417,244,70,30,14,1384,5,20,151,556,669,367,147,85,25,2025,588,668,1186,1033,950,960,1240,1523,1723,9870,11018,13019,26202,24749,24609,24563,21827,13781,6888,166643,7513,1483,1870,1685,1779,3463,2499,898,320,21504,5119,779,466,497,606,1176,1206,514,177,10541,3049,2069,1423,1142,1248,1880,2545,1442,417,15220,1399,2193,1957,1616,2033,3386,6899,5433,1495,26421,1230,2267,2116,1905,2297,3579,6771,5747,3173,29069,1447,3290,3408,2625,2830,3515,5031,3109,1221,26486
112,403,478,759,827,996,1670,3144,1948,526,10749,329,511,907,907,1132,1928,3411,2571,1537,13241,317,777,1465,1498,1533,2050,2541,1473,677,12338,189,933,1737,1660,1679,1799,1582,757,277,10617,119,772,1739,1839,1921,1978,1093,403,164,10032,25,447,1625,1736,1995,1911,828,251,84,8905,5,169,1007,1210,1390,1101,432,112,38,5469,0,58,754,1028,1167,880,304,129,52,4381,0,27,423,722,834,632,207,58,25,2918,0,19,399,1001,1258,877,248,69,19,3888,0,3,57,163,190,144,52,15,6,639,6,15,81,267,341,268,136,68,28,1209,613,518,1259,1344,1282,1364,1292,1205,1273,10149,6668,5582,13567,15808,17344,19570,17945,10213,5124,111823,4342,561,893,1042,1095,2208,1685,682,279,12784,3277,285,298,403,449,823,991,364,139,7023,1655,904,910,879,1017,1762,2183,1057,313,10682,717,854,1333,1319,1738,3017,5887,3935,1182,19978,759,927,1421,1396,1942,3373,6042,4177,2209,22247,771,1383,2173,2124,2420,3446,4689,2650,1003,20662
113,274,381,473,424,488,804,1550,1033,320,5746,218,394,593,515,582,860,1440,1348,939,6880,269,557,941,781,756,949,1024,610,304,6189,229,663,1122,1021,889,941,681,365,120,6021,140,716,1439,1205,1130,1054,560,223,97,6567,66,557,1365,1195,1122,1039,413,117,52,5924,27,272,901,767,798,661,231,49,11,3722,7,120,706,641,655,485,173,79,27,2891,8,39,425,519,551,377,101,40,12,2071,4,20,422,689,797,484,136,32,15,2596,0,4,28,100,134,82,30,16,5,404,4,10,56,142,183,148,85,47,12,679,411,404,713,691,686,752,719,688,487,5554,5079,4933,10387,9604,9751,10311,8555,5323,2660,66604,3385,504,856,648,741,1346,1011,402,134,9022,2110,271,262,210,222,393,453,224,64,4208,1058,669,634,521,564,844,1005,589,225,6101,481,634,744,675,833,1322,2791,2086,649,10227,519,631,941,772,938,1446,2543,2191,1298,11282,721,943,1319,1125,1111,1453,1856,1122,460,10122
114,224,277,422,432,538,1082,2437,1516,344,7279,197,294,535,496,619,1150,2176,1706,910,8073,177,447,802,817,876,1195,1644,1043,355,7354,131,517,974,916,920,1039,1115,632,191,6430,59,488,1031,928,1052,1054,739,387,109,5845,24,289,924,891,1087,1138,644,237,63,5289,6,159,653,611,728,668,350,115,36,3328,4,60,492,540,660,550,266,123,35,2732,0,21,300,395,466,402,158,50,10,1802,0,3,307,612,810,549,208,62,13,2564,0,6,31,115,118,111,56,30,6,475,0,5,53,161,287,223,132,60,14,931,336,235,502,522,568,674,741,774,674,5029,4072,3294,7874,8377,9816,12184,12922,7720,3093,69352,2835,360,620,627,835,1771,1483,597,251,9386,1987,177,205,234,274,630,748,377,108,4745,892,462,456,466,530,1139,1558,852,230,6593,411,501,693,685,876,1822,4366,3133,772,13273,436,520,851,748,1040,1910,3760,2917,1323,13502,540,790,1139,1149,1275,1975,2980,1826,568,12251
115,523,656,384,605,664,808,1537,1093,341,6619,367,615,457,660,751,808,1419,1306,673,7052,319,761,731,1084,1061,1059,1193,808,304,7318,206,764,905,1285,1337,1173,959,517,151,7295,112,841,1177,1493,1555,1217,819,344,99,7656,62,895,1616,1832,1878,1399,794,273,59,8805,10,605,1526,1685,1631,1169,496,137,31,7289,5,243,1496,1755,1598,1069,347,91,21,6628,0,96,1022,1511,1389,873,264,60,14,5225,0,45,1427,3206,2766,1440,346,64,26,9313,0,6,187,791,667,322,94,13,9,2096,0,11,168,1002,1037,491,122,56,23,2900,237,253,565,688,578,511,478,578,770,4648,8733,7423,13243,20478,19362,15885,12546,6844,3020,107538,8945,1444,1493,2282,2070,3047,3172,1271,465,24187,3199,697,306,498,522,826,1145,485,125,7813,1924,1299,589,699,609,1029,1664,970,279,9053,903,1189,682,816,934,1241,2669,2157,682,11264,752,1145,769,913,1001,1231,2286,2050,970,11110,877,1504,1151,1419,1474,1566,2073,1453,501,12024
116,622,982,1252,1323,1226,1721,2875,1403,331,11736,444,1053,1526,1458,1202,1408,2569,1856,900,12417,426,1398,2205,2221,1652,1362,1403,735,390,11793,253,1505,2734,2680,1918,1448,837,357,79,11810,167,1529,3240,3283,2566,1712,603,173,56,13321,84,1312,3815,3854,2804,1891,490,74,17,14350,20,723,3123,3012,2107,1260,284,22,11,10556,11,291,2411,2634,1665,947,217,43,15,8230,3,96,1529,1966,1254,627,111,9,3,5602,4,76,1786,3338,1853,821,132,3,0,8010,0,3,192,546,302,122,26,8,0,1198,4,15,136,436,275,115,47,22,4,1047,747,879,2198,2034,1355,999,897,668,531,10310,11798,12680,30979,33967,23831,19412,14402,6700,2770,156538,12735,2821,4511,4372,3146,4694,4113,1429,461,38276,3161,901,644,760,643,834,880,286,69,8180,2492,2002,1558,1512,1335,1798,1829,824,189,13546,1091,1805,2069,1995,2033,2841,5414,3029,666,20943,911,1916,2320,2091,1858,2300,4113,2868,1242,19611,1041,2739,3364,3090,2424,2156,2384,1270,542,19002
117,342,1163,1294,720,685,964,1320,941,278,7713,235,1094,1522,786,695,922,1584,1397,632,8865,232,1780,2635,1231,802,796,880,481,195,9044,163,1646,3293,1384,910,774,666,293,77,9211,89,1605,4036,1719,1069,902,616,239,65,10339,40,1620,5391,2169,1318,1022,647,188,45,12437,18,1097,5239,2049,1271,866,391,97,21,11054,7,582,4868,2218,1314,881,330,101,24,10335,0,257,3606,2151,1185,698,251,74,22,8251,6,218,6161,5050,2722,1424,419,95,26,16122,8,37,1100,1396,850,398,124,26,9,3941,3,55,1127,2496,1945,941,282,81,29,6970,332,1224,3251,1700,1016,856,733,634,560,10292,5183,16034,47081,27437,17551,13673,10113,5585,2297,144949,4580,4630,4344,2332,1699,2102,1787,827,281,22583,1544,875,575,424,405,565,490,234,72,5178,1128,1727,1258,815,861,1095,1049,680,222,8831,587,2070,2306,1373,1378,1896,2400,1914,608,14537,434,1997,2625,1363,1292,1777,2838,2171,909,15404,495,3232,4787,2067,1395,1554,1735,910,285,16475
118,289,696,468,412,514,679,1021,872,329,5287,178,592,520,478,544,682,1183,1204,745,6115,196,825,1055,743,765,775,1039,751,324,6476,136,783,1481,888,876,842,827,497,157,6486,42,815,1990,1174,1053,939,815,448,187,7474,26,954,2962,1558,1254,1188,877,418,131,9365,11,668,3201,1403,1163,1020,586,269,80,8404,5,332,3118,1554,1298,989,556,232,73,8157,5,150,2499,1506,1178,831,465,187,60,6870,7,106,4331,3663,2558,1484,620,258,91,13117,0,24,828,1247,946,486,218,112,48,3921,3,36,1045,2858,2685,1296,546,269,98,8833,328,534,1693,1145,925,684,700,888,1180,8083,6050,8369,26626,20477,17501,13750,11289,7641,3986,115684,6430,1778,1553,1635,1594,1677,1589,998,435,17694,2185,680,322,324,356,479,526,353,132,5366,1083,1307,537,491,512,722,877,750,282,6555,558,1263,846,669,831,1088,1787,1600,621,9265,379,1055,864,698,843,1099,1919,1860,1077,9793,471,1496,1799,1021,1075,1271,1756,1259,506,10651
119,797,1608,2162,2241,2563,3721,5410,3570,1141,23205,498,1646,2257,2213,2327,2989,4436,4137,2622,23127,454,2266,3529,3024,2967,2748,2398,1493,835,19721,303,2213,4136,3404,3212,2744,1553,826,313,18691,160,2179,4848,3654,3624,2757,1213,542,221,19203,74,1943,5514,3943,3636,2722,1000,293,106,19236,17,1205,4272,3013,2559,1864,585,144,68,13720,12,476,3551,2817,2267,1540,426,127,45,11265,9,179,2275,2194,1837,1185,292,58,26,8059,0,120,2883,3742,2930,1615,334,70,21,11715,0,12,344,717,630,289,71,22,7,2103,0,20,309,954,910,419,110,59,40,2818,1104,1477,3713,2862,2369,1949,1716,1760,2162,19108,16132,20323,47425,42217,38350,35109,26240,16349,8839,250979,17995,4927,7737,6334,5560,7690,6505,2886,1177,60810,4415,1617,1086,1139,1109,1651,1649,867,286,13812,3514,3556,2684,2705,2620,3794,3635,2357,890,25751,1537,3015,3744,3550,4115,6223,9946,7402,2561,42090,1090,3230,4088,3538,3682,4965,7398,6346,3790,38133,1276,4763,6362,4926,4756,4911,4422,2692,1255,35361
120,322,900,863,609,769,1023,1662,1297,479,7926,211,905,1050,703,705,1023,1786,1684,1132,9198,218,1329,1681,1113,1058,1166,1297,830,419,9111,126,1246,1993,1201,1171,1113,953,541,174,8513,65,1191,2654,1518,1371,1180,914,408,120,9415,30,1106,3268,1978,1646,1462,931,283,83,10799,13,749,3121,1726,1488,1167,577,161,30,9032,6,347,2869,1900,1526,1141,485,131,30,8441,4,135,2138,1703,1393,969,359,89,14,6806,0,91,3407,3940,3107,1932,538,116,29,13163,0,20,555,1158,999,512,144,36,19,3443,0,17,597,2104,2365,1074,269,53,27,6502,281,632,1678,1135,840,701,693,754,1055,7759,6655,10827,28691,23454,20774,17608,13458,7902,4294,133677,7248,2198,3169,2467,2104,2896,2547,1383,620,24633,2292,733,488,491,527,746,799,428,179,6678,1222,1438,986,705,766,1145,1401,899,388,8953,624,1656,1629,1045,1221,1724,2817,2597,1055,14372,435,1801,1869,1094,1135,1670,2829,2518,1574,14920,509,2813,3010,1700,1595,1953,2272,1409,639,15904
121,553,1032,635,871,896,1082,1713,1340,470,8601,359,947,714,880,914,1102,1941,1786,1117,9762,299,1118,1125,1401,1453,1438,1852,1412,700,10815,194,1015,1431,1583,1548,1469,1692,1065,424,10415,79,1086,1941,2022,1876,1690,1515,979,372,11555,50,1214,3024,2625,2363,2056,1589,823,314,14063,16,911,3213,2529,2172,1740,1107,481,201,12370,9,395,3293,2701,2282,1759,1024,464,171,12100,0,153,2480,2441,2039,1508,718,334,117,9791,3,102,4444,6345,4835,2976,1069,468,178,20419,6,29,785,1905,1621,863,342,146,69,5767,8,25,909,3942,4725,2262,790,377,155,13188,346,396,1131,1189,1023,813,877,968,1277,8026,11740,10928,27434,35097,31910,25256,20721,13097,6679,182860,13438,2152,2410,3949,3579,3952,3801,1857,941,36068,4737,1170,469,845,919,1220,1400,763,291,11814,2126,2111,746,993,1038,1425,2037,1427,541,12453,1031,1931,1106,1189,1327,1689,2847,2432,951,14505,711,1766,1190,1216,1331,1725,3035,2707,1593,15281,694,2226,1863,1935,2005,2200,3041,2355,1024,17346
122,404,476,330,475,607,767,1274,1113,425,5864,303,573,381,536,660,761,1412,1571,920,7125,310,822,726,941,1036,1159,1339,1112,512,7959,186,838,1074,1111,1276,1291,1198,782,262,8014,86,851,1323,1337,1550,1438,1033,619,224,8465,33,820,1981,1586,1860,1651,992,471,156,9548,13,454,1730,1436,1622,1319,620,252,91,7537,4,181,1627,1512,1687,1216,533,196,97,7056,7,55,1271,1280,1393,996,364,148,50,5549,8,57,1866,2895,2889,1623,507,155,63,10049,0,7,387,938,936,437,123,62,18,2906,3,12,372,1877,2296,852,297,134,46,5885,243,281,735,694,736,592,597,757,1028,5654,7811,6568,14847,18526,20634,16436,12706,8939,4499,110961,7088,875,980,1504,1736,1921,1693,1043,454,17295,3877,528,220,347,504,645,826,482,172,7610,1626,990,459,523,583,865,1260,1028,371,7697,724,957,555,655,831,1133,2124,2074,802,9872,644,1069,617,713,907,1160,2280,2372,1254,11011,842,1660,1160,1195,1357,1720,2203,1902,810,12835
123,554,721,975,1019,1021,1420,2561,1345,401,10022,421,649,1134,1124,1090,1316,2326,1613,614,10291,410,1071,1844,1703,1374,1401,1351,659,247,10061,258,1171,2086,2009,1603,1362,886,352,72,9798,140,1291,2443,2324,2061,1557,653,197,45,10700,61,959,2802,2497,2133,1603,492,84,28,10666,18,508,2197,1868,1539,1076,307,41,20,7575,3,207,1576,1538,1257,802,210,44,12,5659,6,65,1023,1150,982,550,151,18,0,3942,3,37,962,1796,1504,755,131,25,4,5224,3,0,73,260,238,105,32,4,0,713,10,5,85,237,255,149,60,24,17,829,590,536,1319,1255,933,808,800,742,665,7640,9383,9020,21602,22092,18559,16806,12758,6100,2372,118690,8779,1646,2664,2513,2122,3385,2406,773,208,24496,2810,611,532,704,490,664,736,239,70,6855,2041,1329,1189,1166,999,1447,1639,743,123,10684,932,1290,1541,1557,1584,2219,4707,2829,705,17361,935,1192,1668,1566,1602,2013,3704,2513,866,16052,1140,1876,2522,2381,1945,2062,2424,1170,380,15911
124,583,700,974,919,1015,1523,2779,1540,356,10392,475,742,1124,1096,1126,1466,2832,2204,909,11979,459,1118,2031,1692,1475,1629,1962,1032,373,11776,288,1375,2229,2013,1719,1611,1270,589,188,11276,186,1453,2721,2325,2250,1752,993,340,99,12130,82,1179,3124,2712,2481,2065,787,160,47,12629,28,664,2503,2114,1866,1430,446,80,29,9171,14,265,1952,1891,1773,1093,321,74,29,7406,7,85,1168,1414,1407,875,202,41,12,5205,0,52,1214,2246,2131,1322,254,54,12,7298,0,6,111,276,318,175,51,13,7,958,0,4,85,298,361,225,78,46,15,1104,553,686,1646,1401,1188,874,947,931,938,9149,9883,9985,23544,23317,21612,20148,16254,8305,3370,136424,8663,1455,2300,2165,2086,3506,2570,851,265,23867,3350,575,512,559,533,865,1067,332,88,7870,2278,1302,1109,1089,1027,1451,1937,917,241,11360,989,1334,1665,1470,1623,2389,4993,3107,746,18311,995,1263,1635,1584,1726,2310,4592,3370,1275,18747,1257,2001,2827,2280,2098,2508,3436,1831,552,18784
125,564,1333,1966,1843,2047,2693,3474,2179,638,16736,351,1373,2155,1813,1650,2065,2966,2463,1527,16369,367,1945,3092,2503,2025,1850,1564,973,465,14795,208,1822,3469,2752,2055,1721,1068,544,149,13789,127,1763,4212,2998,2411,1790,815,314,106,14540,76,1557,4967,3468,2481,1924,667,169,49,15359,22,1015,3934,2674,1868,1304,371,75,23,11290,5,396,3225,2497,1709,1082,277,67,24,9276,0,147,2149,1996,1354,729,192,28,13,6609,4,88,2796,3586,2140,1113,225,36,16,10009,0,11,299,627,400,188,37,15,6,1582,0,21,232,647,506,214,53,33,10,1723,899,1312,3549,2815,1780,1539,1194,986,924,15004,12104,16711,44316,37869,27662,24695,17808,10057,4676,195903,13367,3959,8459,6626,4549,5981,4919,1991,632,50483,3397,1297,1043,1112,900,1235,1186,564,157,10891,2657,2767,2458,2481,2208,2759,2566,1470,483,19848,1079,2614,3537,3042,3290,4567,6392,4540,1415,30471,782,2786,3901,2932,2813,3535,5044,3815,2157,27773,890,4153,5836,4051,3395,3265,2922,1761,714,26981
126,277,590,517,515,513,771,1143,826,347,5488,180,545,510,496,503,662,1056,1035,769,5754,146,652,864,853,728,797,850,591,355,5829,86,573,1115,919,775,733,653,399,160,5418,47,556,1302,1027,920,848,592,293,122,5721,21,637,2026,1375,1078,988,561,223,91,7013,13,441,2003,1366,983,763,352,101,45,6067,4,185,1813,1370,923,740,266,83,35,5437,4,66,1254,1159,836,623,202,49,35,4226,0,50,1826,2539,1753,1115,289,80,27,7687,0,9,250,610,502,273,68,16,16,1749,0,7,248,953,1069,463,136,49,32,2959,154,290,802,657,461,428,426,431,659,4306,5009,6330,16598,16348,12897,11905,9222,5375,3173,86849,5578,1731,2246,2149,1522,2257,2291,987,396,19156,1809,644,367,473,411,726,806,334,125,5700,1045,1188,586,574,609,882,1224,703,307,7128,497,1091,903,769,747,1213,1960,1495,700,9388,330,982,902,759,782,1072,1716,1544,1079,9156,324,1335,1535,1273,1092,1309,1472,1033,542,9913
127,744,1335,2050,2382,2773,3816,4830,2259,599,20800,541,1208,1864,2172,2366,2876,3744,2669,1379,18816,430,1668,2836,2787,2668,2322,1754,960,419,15850,332,1614,2849,2983,2788,2127,978,369,114,14148,207,1705,3516,3175,2979,2200,700,266,83,14833,73,1628,3970,3229,2724,1917,549,107,24,14219,18,940,3270,2317,1874,1185,298,44,8,9952,6,377,2489,1954,1514,849,196,37,24,7438,7,148,1542,1383,1050,556,113,17,4,4819,5,63,1646,2054,1535,681,131,30,3,6147,0,9,160,329,254,124,34,4,3,929,0,11,117,316,272,130,53,35,10,947,1026,1062,2471,2267,1787,1626,1330,1095,952,13610,15533,15974,34839,33683,30555,27572,19334,9739,4325,191563,15978,3823,5711,5129,5089,6652,4757,1933,714,49787,4579,1301,778,824,836,1003,939,357,112,10729,3835,3226,2607,2847,2923,3788,2605,1195,396,23423,1420,2491,3570,3861,4516,6507,9304,5190,1354,38203,1124,2230,3135,3534,3872,4621,6023,4007,1914,30463,1219,3120,4510,4273,4209,3899,3149,1619,619,26606
128,415,496,340,430,561,744,1429,1192,424,6032,311,480,437,543,627,888,1591,1632,946,7440,267,667,663,915,1065,1069,1384,926,448,7406,176,743,944,1160,1221,1191,1152,608,223,7415,94,886,1202,1364,1420,1316,908,408,163,7764,34,890,1795,1562,1721,1550,772,265,87,8681,7,577,1790,1408,1467,1161,460,151,63,7083,8,213,1629,1443,1477,1057,334,109,42,6307,0,90,1175,1182,1229,814,227,60,21,4807,0,46,1499,2402,2251,1279,298,74,29,7886,0,7,184,548,504,247,79,27,13,1601,3,4,223,801,781,337,102,54,21,2321,211,198,561,549,545,419,532,664,1040,4718,6769,6287,13459,15853,16407,14640,11948,7521,3988,96867,5974,793,901,1250,1203,2063,1882,849,312,15237,2906,399,201,309,354,730,938,417,146,6399,1535,863,465,421,508,903,1414,974,356,7434,695,863,543,590,803,1172,2424,2256,841,10186,655,873,678,705,887,1301,2462,2427,1364,11353,863,1300,1008,1149,1334,1567,2314,1653,707,11888
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,12,41,57,66,80,86,78,23,3,448,8,24,48,56,53,72,88,24,12,372,13,26,84,44,51,61,44,11,3,335,11,44,76,39,33,48,23,6,0,285,9,30,95,37,31,38,13,0,0,254,0,25,72,28,35,29,14,0,0,209,0,3,42,22,14,10,5,0,0,100,0,5,36,27,17,6,4,0,0,105,0,0,22,19,7,6,5,0,0,62,0,0,28,21,21,19,0,0,0,96,0,0,4,6,7,6,0,0,0,20,0,0,5,16,15,4,5,0,0,49,92,133,323,277,193,142,60,18,7,1244,279,418,1022,749,666,698,404,104,32,4381,110,62,118,99,108,160,64,9,5,733,43,17,35,30,26,54,21,3,0,230,95,75,117,99,122,114,54,13,0,689,24,82,139,179,184,190,178,52,4,1033,16,43,97,100,125,156,249,65,13,866,22,46,126,87,94,115,106,20,3,624
