CED_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
CED111,10,29,0,0,0,0,0,0,0,44,99,754,14,8,13,0,11,3,11,909,645,1544,112,107,185,117,146,78,43,2977,18,43,3,0,0,0,0,6,0,74,99,372,26,35,24,9,10,7,7,589,47,84,9,11,18,7,4,3,0,190,1488,4240,510,585,451,289,208,261,75,8105,0,9,3,0,0,0,4,0,0,20,321,314,258,218,76,62,72,60,12,1391,493,443,566,359,179,140,131,151,29,2494,1194,458,5054,574,417,390,1210,951,167,10414,35,28,40,54,22,33,47,65,3,326,81,78,76,51,51,43,78,50,10,523,24,54,22,12,11,4,11,17,10,167,54,64,56,47,25,33,53,45,64,439,4608,8513,6755,2063,1475,1137,1985,1687,433,28660,11,54,0,0,4,0,0,0,0,78,70,608,8,10,18,0,0,4,5,724,515,2152,48,163,248,65,15,34,32,3274,16,70,0,4,4,0,0,0,0,97
CED112,3,3,0,0,0,0,0,0,0,12,16,152,0,3,0,0,0,4,0,177,276,555,34,46,52,20,15,16,10,1029,3,11,0,0,5,0,0,0,0,25,42,175,10,22,13,4,7,8,6,280,32,51,3,10,9,3,0,3,0,107,752,2013,253,328,227,148,105,135,47,3997,3,6,3,0,0,0,0,0,0,16,276,266,198,211,85,72,58,68,18,1241,505,382,347,325,158,112,115,120,22,2096,1466,461,5765,745,518,507,1198,1259,217,12130,42,25,57,43,27,59,73,95,5,411,95,79,106,85,50,58,99,103,13,683,36,36,33,23,7,17,16,30,3,201,58,62,83,37,25,24,73,71,71,508,3593,4290,6896,1874,1180,1023,1760,1900,415,22929,5,38,0,4,0,0,0,0,0,49,19,104,3,0,3,0,0,0,0,132,215,859,25,70,89,31,0,12,17,1324,3,45,0,0,6,0,0,0,0,67
CED113,10,11,4,0,0,0,0,0,0,30,95,295,8,4,14,3,0,10,0,431,827,996,84,114,165,74,66,85,49,2462,12,29,5,0,3,3,5,0,0,56,164,271,17,36,41,12,6,12,10,564,76,95,13,15,18,3,5,0,4,227,1389,2442,367,413,399,206,129,239,89,5674,0,3,4,0,0,3,0,6,0,20,448,287,201,185,116,48,58,77,38,1463,605,441,378,339,209,101,96,125,30,2313,1967,509,5659,667,489,389,1252,1261,233,12426,60,30,70,60,34,35,54,82,6,444,128,69,77,64,42,42,77,87,9,590,43,42,37,15,6,11,12,20,4,192,105,67,88,26,29,38,118,98,83,647,5933,5587,7002,1943,1565,969,1875,2098,564,27535,15,26,0,4,3,0,0,0,0,45,94,287,5,8,24,0,0,0,3,426,618,1293,40,176,234,69,3,32,53,2526,27,50,4,0,10,0,0,6,0,96
CED114,3,9,0,0,0,4,0,0,0,18,24,137,5,3,3,0,0,0,0,177,271,451,40,31,49,29,41,47,11,979,7,16,0,6,0,0,0,0,0,38,70,200,16,24,9,8,13,11,3,355,43,52,7,8,8,0,0,3,0,118,1089,1962,269,269,202,103,151,252,41,4327,7,0,0,0,0,5,0,8,0,24,404,170,195,154,62,64,73,85,19,1223,496,255,326,247,94,94,162,174,43,1894,2501,408,5871,475,428,512,1555,1543,244,13538,101,13,65,33,20,45,59,100,7,448,163,34,59,42,18,56,87,114,9,585,36,17,32,16,7,10,24,24,0,172,153,44,117,31,16,40,136,202,106,852,5373,3774,7005,1331,925,953,2305,2571,503,24746,9,31,0,0,3,0,0,0,0,43,21,125,3,5,10,0,0,0,5,159,188,765,26,90,98,35,9,46,15,1278,13,44,0,5,8,5,0,4,0,71
CED115,0,3,0,0,0,0,0,0,0,12,20,116,0,9,3,0,0,0,0,154,190,749,87,81,103,67,68,47,21,1408,10,14,3,0,0,0,3,0,0,36,14,77,10,14,16,4,10,7,0,148,6,21,7,4,10,5,5,0,0,61,757,2360,538,322,656,280,397,259,104,5676,0,5,10,4,0,0,6,8,0,22,174,164,211,87,105,54,163,85,15,1063,251,245,359,196,227,140,279,143,46,1881,428,170,2171,263,322,222,788,550,120,5038,21,14,40,39,29,11,69,45,9,270,65,49,89,32,55,35,123,77,13,537,39,44,29,9,10,15,34,18,4,210,47,70,82,43,38,40,125,99,114,650,2018,4111,3639,1093,1565,882,2073,1340,447,17159,0,12,0,0,3,0,0,0,0,21,9,71,0,0,5,0,0,0,3,90,113,945,31,81,181,51,21,29,21,1474,7,16,0,5,3,0,0,0,0,28
CED116,3,11,0,0,0,0,0,0,0,23,29,181,4,0,9,0,0,4,9,234,308,658,63,41,58,24,9,30,16,1211,12,21,3,0,0,0,0,0,0,35,61,230,18,27,10,12,8,9,0,371,20,37,9,16,10,0,5,7,0,101,871,2092,259,339,182,150,54,151,59,4155,5,0,0,5,0,0,0,0,0,10,276,291,191,192,79,52,45,57,17,1201,416,312,373,334,90,58,64,92,24,1762,1612,444,5715,787,319,505,1051,1303,208,11948,52,23,57,52,21,45,51,104,4,403,83,39,77,79,35,47,61,124,13,561,28,32,32,15,8,10,12,17,0,144,83,50,114,51,15,40,71,95,56,581,3861,4415,6915,1922,826,951,1436,1991,410,22732,8,51,0,3,0,0,0,0,0,65,29,171,0,6,17,0,0,0,0,221,275,1132,18,79,85,29,4,14,8,1646,7,48,0,3,4,4,0,0,0,65
CED117,15,43,4,5,8,0,0,0,0,75,147,990,12,6,22,9,5,3,0,1190,1427,3213,192,123,367,143,45,82,67,5667,40,71,9,3,9,6,0,3,4,138,228,630,32,27,69,19,4,10,6,1029,80,176,13,14,20,9,3,8,0,325,3465,8083,801,566,1144,657,270,330,196,15504,0,0,14,0,0,4,0,0,0,22,410,519,239,114,113,120,59,82,23,1681,518,619,405,236,213,170,81,119,27,2384,745,410,1928,294,311,225,282,319,65,4582,43,54,27,27,21,27,16,25,3,245,103,128,49,52,45,53,26,47,9,516,59,92,39,15,19,18,10,10,9,268,53,85,50,23,30,35,21,44,76,424,7333,15111,3812,1505,2404,1488,819,1086,485,34048,25,99,0,4,19,0,0,0,0,139,149,1064,11,14,37,3,0,4,9,1280,1628,4371,88,250,612,144,16,32,75,7214,52,110,0,11,21,10,0,0,0,202
CED118,6,26,0,0,0,5,0,0,0,41,68,340,17,5,13,0,4,4,3,461,1587,3497,356,163,748,241,341,146,96,7165,55,134,3,0,28,8,8,4,6,257,119,293,28,22,41,23,26,14,11,578,45,82,9,7,22,0,3,7,0,174,2381,6106,975,580,1191,477,941,397,180,13222,0,0,11,0,4,0,7,0,5,33,385,394,365,210,195,110,313,138,29,2138,573,550,543,311,331,200,483,220,53,3263,1097,397,3816,402,497,375,1040,651,142,8409,45,33,52,39,32,30,75,50,5,357,129,92,104,48,73,66,118,87,7,726,70,129,53,27,37,30,79,42,12,475,89,121,80,35,54,49,96,69,116,702,6653,12186,6401,1849,3276,1611,3546,1814,669,38004,10,33,0,3,7,0,0,0,0,58,29,281,3,7,16,0,0,0,4,352,707,3082,204,478,1108,250,92,147,92,6164,22,123,0,17,41,15,8,0,0,228
CED119,6,10,0,4,0,0,0,0,0,20,55,332,11,9,13,5,0,6,0,421,815,1297,76,62,178,63,31,28,39,2595,29,39,3,0,8,4,0,0,0,81,101,243,18,22,39,14,9,10,3,454,65,79,12,12,10,8,0,5,4,187,1850,3848,440,506,628,298,147,169,84,7966,5,4,4,0,0,0,4,0,0,21,442,444,286,278,159,83,73,63,23,1847,715,560,472,348,281,188,120,80,31,2801,1662,586,5440,535,578,447,765,763,153,10932,51,26,48,27,23,34,27,28,4,268,175,83,105,50,74,66,65,91,12,727,48,63,34,12,17,11,11,18,4,221,84,68,56,35,36,27,40,39,69,451,6098,7692,6997,1909,2055,1242,1294,1284,431,29007,12,55,0,4,4,0,0,0,0,72,57,276,0,11,13,3,0,0,0,359,541,1954,29,109,309,46,4,9,24,3032,14,63,0,0,8,4,0,0,0,98
CED120,8,16,0,0,4,0,0,0,0,27,51,151,6,0,10,0,4,0,5,224,352,653,48,53,63,30,22,25,7,1247,5,14,0,0,6,0,0,0,0,38,74,194,14,25,14,6,5,4,0,330,44,48,3,27,8,0,0,0,3,144,1080,1828,297,399,263,143,124,131,58,4336,5,0,0,9,0,0,5,0,0,21,409,284,200,266,73,63,77,66,9,1440,592,347,404,379,169,125,157,139,48,2368,2374,536,7688,654,590,593,2091,1492,278,16297,72,16,55,31,26,38,75,64,4,387,167,58,108,69,50,71,134,112,4,776,41,39,40,15,16,13,21,20,5,201,111,41,117,38,24,36,110,92,94,665,5384,4222,8986,1967,1309,1126,2815,2159,518,28491,5,37,0,0,6,0,0,0,0,48,23,155,0,4,11,0,0,0,0,205,329,1300,22,99,126,28,7,9,17,1928,11,45,0,5,7,0,0,0,0,64
CED121,6,14,0,0,0,0,0,0,0,17,35,144,4,4,6,6,4,0,0,199,248,446,50,26,42,28,16,14,12,885,4,9,6,0,0,0,0,0,0,22,53,108,15,23,12,3,3,11,0,228,36,44,19,10,9,0,4,0,0,121,670,1861,261,227,167,110,102,105,36,3541,3,3,0,6,6,0,3,0,0,16,287,242,254,145,63,57,75,41,15,1178,393,350,468,262,123,101,188,106,27,2021,1508,498,7886,731,485,448,2896,1357,300,16106,39,19,101,56,34,44,115,134,5,551,68,49,89,37,29,46,141,89,11,572,27,21,25,7,4,13,24,25,4,155,71,47,91,65,24,33,140,87,88,640,3462,3859,9263,1591,1008,884,3711,1971,498,26257,4,23,0,0,0,0,0,0,0,29,23,117,3,0,7,0,0,0,0,153,182,841,21,56,92,21,4,7,6,1233,7,30,3,0,3,0,0,0,0,51
CED122,19,50,0,0,6,0,4,4,6,73,162,1173,26,10,28,5,9,5,16,1429,1452,3044,201,140,394,192,106,97,91,5726,35,72,7,9,13,9,5,7,7,154,146,296,19,17,51,15,13,4,6,570,53,88,10,11,20,3,8,3,4,194,2957,6518,950,658,1083,750,498,561,205,14175,0,7,3,0,4,0,0,9,0,30,433,391,355,176,146,144,112,138,30,1930,550,443,507,252,220,187,186,193,42,2580,984,343,3894,442,357,298,536,663,137,7655,39,28,35,44,30,32,24,36,3,274,128,87,110,61,58,77,69,72,12,680,76,123,70,28,27,34,16,30,16,429,82,110,98,50,51,36,61,84,168,737,7115,12781,6281,1897,2486,1792,1652,1900,721,36632,21,81,0,3,5,3,0,0,0,115,103,999,23,16,42,7,5,0,4,1192,1241,3698,118,257,758,268,26,54,81,6491,44,125,0,13,23,5,0,3,0,218
CED123,4,11,4,0,6,0,0,0,0,23,27,203,5,3,12,0,4,3,0,266,400,1108,117,108,196,70,119,51,30,2197,21,41,0,6,5,0,6,3,4,78,78,143,16,25,26,7,17,4,0,319,56,56,12,17,11,6,3,8,0,152,981,2436,445,489,531,241,439,214,80,5853,3,5,0,4,0,0,6,0,0,26,307,264,198,225,113,78,140,81,20,1433,526,410,433,349,262,153,311,143,42,2636,1565,525,6350,647,750,543,1998,1327,283,14005,49,31,66,50,44,38,101,79,4,460,99,53,105,71,95,56,147,110,13,745,40,47,42,10,24,14,38,23,6,248,72,60,81,50,49,44,125,81,102,666,4231,5397,7875,2063,2128,1249,3450,2134,584,29108,5,41,0,5,8,0,0,0,0,58,23,155,5,12,8,3,0,0,4,204,296,1584,45,156,292,75,36,40,28,2552,8,56,0,3,8,10,0,0,0,80
CED124,0,13,0,0,0,0,0,0,0,10,31,109,7,3,0,0,0,0,0,148,191,380,28,26,24,11,11,11,3,687,7,14,3,0,0,0,0,0,0,31,47,151,12,18,16,3,9,4,0,257,25,46,5,7,3,0,7,6,0,91,596,1581,167,194,112,74,58,69,37,2892,0,3,0,0,0,0,0,0,0,9,240,220,162,141,62,43,45,49,7,984,309,266,259,237,89,91,65,111,22,1439,1641,389,5128,727,359,442,1295,1338,209,11532,55,11,54,54,19,47,60,71,5,366,105,32,77,74,25,56,73,101,6,541,30,27,20,8,7,12,5,26,5,132,91,40,110,57,16,32,105,112,82,638,3358,3268,6033,1550,738,809,1731,1898,381,19756,6,24,0,0,0,0,0,0,0,36,17,106,0,5,5,0,0,0,0,132,167,687,6,36,61,12,0,9,15,989,6,38,0,4,3,0,0,0,0,52
CED125,10,13,0,0,3,3,0,0,0,34,31,218,12,0,11,0,4,0,0,287,575,1414,160,180,293,152,142,76,44,3032,13,60,8,8,8,4,6,4,3,119,57,168,17,24,27,16,13,8,0,328,44,61,9,6,10,3,3,0,0,147,1216,3039,635,558,695,351,509,327,115,7447,7,7,3,0,4,0,8,0,6,40,280,310,281,222,176,90,229,106,28,1725,541,452,531,373,352,236,352,222,59,3114,1277,484,5530,515,697,528,1715,1178,234,12156,47,29,50,62,46,29,104,60,11,439,109,72,108,71,81,66,186,126,16,839,35,68,63,24,19,21,44,38,11,334,73,63,109,60,52,36,130,76,135,741,4326,6444,7515,2120,2486,1530,3453,2229,667,30776,8,31,0,6,0,0,0,0,0,47,12,152,11,0,5,0,0,6,0,191,326,1790,67,255,361,134,17,48,46,3047,3,65,0,15,14,0,0,0,3,103
CED126,16,32,0,0,0,4,0,0,4,50,110,302,5,5,7,9,0,4,5,448,1185,1465,88,67,150,130,36,48,57,3216,38,49,6,0,10,0,3,0,0,99,165,264,25,16,26,26,10,7,7,548,51,65,10,11,8,6,4,4,3,157,3019,4429,586,452,524,524,224,276,137,10169,4,4,5,0,0,0,0,3,0,21,586,557,271,148,108,170,94,94,32,2071,660,544,425,195,144,189,118,116,35,2421,1563,526,4578,337,329,389,464,649,119,8956,43,34,40,18,9,41,27,42,3,258,184,143,95,70,49,88,54,75,15,781,83,83,48,14,26,14,17,11,5,294,103,91,78,25,27,31,36,49,80,524,7817,8564,6274,1367,1411,1630,1085,1371,495,30015,16,66,3,0,11,3,0,3,0,99,77,262,3,9,11,0,0,0,0,367,759,1868,41,133,280,82,10,30,32,3229,40,77,3,8,22,0,0,0,0,149
CED127,3,17,0,5,4,0,0,0,0,26,67,363,5,5,6,0,0,3,5,458,477,1023,85,61,101,36,33,35,25,1881,9,13,0,6,0,0,0,3,4,32,113,259,20,31,29,8,9,7,6,475,67,70,11,14,13,4,0,0,3,193,1085,2561,380,425,326,185,129,173,67,5327,0,0,0,4,3,3,0,0,0,11,381,348,196,214,100,68,64,49,15,1436,445,419,374,299,166,117,130,124,23,2098,1637,495,5765,514,493,437,1213,1021,192,11771,39,17,49,29,24,33,47,65,3,315,107,85,97,55,51,50,63,76,7,582,21,38,35,9,18,11,20,15,3,168,52,58,60,22,22,22,75,50,65,431,4513,5779,7085,1682,1347,978,1790,1627,417,25217,3,54,0,8,0,0,0,3,0,72,58,372,11,4,18,0,0,5,5,469,437,1936,35,127,164,39,14,27,24,2800,11,54,0,3,7,0,0,0,0,75
CED128,9,7,0,0,0,0,0,0,0,15,7,96,4,5,6,0,6,4,0,126,342,857,104,76,173,68,90,52,20,1782,14,19,4,0,4,3,0,3,0,44,29,105,12,7,23,4,10,3,0,192,15,30,6,3,3,0,4,4,0,72,899,2240,524,345,598,235,369,240,106,5557,0,7,0,3,3,3,0,0,0,22,198,176,218,106,104,66,151,82,12,1119,412,293,411,207,227,157,241,161,33,2149,730,231,3350,272,406,275,968,728,163,7120,27,26,38,26,26,30,68,42,6,291,70,44,99,43,59,50,107,79,6,555,25,43,34,14,20,10,30,29,8,213,63,54,79,33,48,22,99,55,119,562,2857,4221,4870,1140,1710,926,2136,1479,478,19820,4,27,0,0,4,0,0,0,0,35,13,82,8,8,3,0,0,0,0,117,200,1071,31,109,241,61,10,31,19,1782,4,36,0,0,7,0,3,0,0,55
CED129,16,40,4,0,5,0,0,0,4,71,120,605,15,8,25,5,7,5,3,778,2096,3601,284,109,568,253,102,69,88,7170,65,111,8,3,24,11,4,0,11,243,198,351,24,28,56,16,4,3,0,684,92,104,9,13,17,11,0,4,4,254,3549,6781,863,496,1123,612,375,322,168,14281,4,4,0,0,3,0,0,4,0,15,640,517,286,179,182,143,114,80,25,2167,762,682,453,256,275,250,128,101,45,2962,1423,497,3319,291,417,426,494,523,109,7515,55,26,36,23,28,35,24,37,0,263,202,107,104,52,77,95,57,51,5,755,83,145,43,19,30,28,21,12,7,387,123,128,54,32,45,41,33,24,109,594,9435,13707,5510,1507,2882,1919,1367,1246,580,38151,16,64,0,3,10,0,0,0,0,93,60,505,9,12,26,3,3,0,9,621,1125,3621,125,253,969,216,17,46,85,6456,41,118,3,4,26,7,0,0,0,205
CED130,3,20,0,0,0,0,0,0,0,22,68,356,8,4,9,3,5,7,4,468,227,458,43,66,39,26,22,63,11,952,3,15,0,0,4,0,0,0,0,25,73,186,11,11,24,8,4,5,10,330,28,53,3,14,11,0,0,0,0,107,856,1706,235,282,186,106,86,287,33,3771,3,0,0,0,0,0,0,0,0,8,364,158,112,147,46,46,51,70,8,1008,391,201,210,228,105,72,90,151,24,1464,1985,334,4675,529,381,448,1481,1413,167,11413,83,24,75,49,18,53,63,135,9,505,146,38,58,44,29,56,86,96,6,563,43,29,26,14,7,15,18,31,3,185,152,25,109,31,16,54,106,162,75,726,4435,3589,5573,1417,871,886,2010,2433,346,21553,6,25,0,0,3,0,0,0,0,34,52,341,8,3,18,0,0,5,0,433,192,973,36,101,73,21,0,42,9,1453,15,28,0,3,5,0,0,3,0,60
CED131,8,34,0,0,0,0,0,8,0,52,82,824,12,15,13,0,5,3,5,955,629,1533,106,108,138,66,71,47,33,2721,12,55,4,4,3,0,3,0,0,86,109,342,25,29,41,12,11,4,3,570,66,130,10,12,22,10,5,5,6,262,1612,5511,569,544,564,305,190,246,79,9615,7,0,0,6,0,0,0,0,0,16,330,361,231,134,102,73,54,53,17,1366,474,522,495,365,193,135,140,149,28,2493,1166,523,4968,807,509,460,1107,899,159,10595,44,34,49,66,33,53,72,76,6,431,72,62,69,81,40,42,67,77,3,514,20,70,26,27,15,15,24,18,8,224,68,73,82,49,21,36,44,70,78,519,4696,10071,6650,2246,1694,1203,1788,1645,431,30422,3,60,6,0,0,0,0,0,0,75,62,693,7,13,29,0,0,6,4,813,483,2153,50,155,254,50,7,29,22,3205,16,81,3,0,7,6,0,0,0,119
CED132,34,57,0,0,5,0,0,0,0,103,195,1035,11,9,25,8,0,5,13,1298,2518,4558,194,103,507,235,58,56,139,8364,78,140,0,4,16,10,0,3,10,257,281,635,23,19,76,25,6,18,12,1101,69,115,8,9,21,5,0,0,4,239,4748,9826,741,500,1245,857,186,236,268,18612,3,0,4,4,0,0,0,4,0,22,495,507,200,124,116,121,58,65,25,1708,544,539,309,145,145,185,64,102,32,2062,643,348,1345,241,192,235,124,172,51,3338,36,24,14,15,22,21,7,13,0,157,141,119,69,30,58,72,31,31,9,563,86,144,38,15,27,28,10,12,10,369,122,106,35,19,33,37,21,15,91,477,9999,18157,2990,1235,2479,1834,578,732,669,38666,19,85,3,4,19,0,0,0,6,131,160,867,13,4,47,6,0,0,8,1106,1951,4920,124,227,907,236,8,33,106,8523,55,146,4,7,22,6,0,0,10,248
CED133,7,7,0,0,0,0,3,0,0,23,46,196,10,6,9,0,6,3,0,264,188,494,42,39,42,15,9,22,0,857,6,20,5,0,3,0,0,0,3,34,64,231,14,25,9,3,5,14,7,377,32,55,7,9,5,4,3,3,0,115,804,2096,271,306,189,120,67,216,38,4105,4,0,3,3,0,0,4,0,0,17,230,190,132,162,68,50,49,61,11,949,352,269,242,310,115,89,100,150,30,1649,1626,366,4888,797,392,495,1218,1660,191,11643,64,12,59,57,29,54,65,134,8,478,100,49,59,80,29,52,69,131,13,597,40,32,20,9,3,13,11,30,5,172,101,56,91,48,20,42,86,140,95,683,3672,4076,5833,1867,913,934,1688,2574,401,21953,7,36,0,4,6,0,0,0,0,51,25,154,7,3,16,0,0,0,3,207,191,849,25,95,89,11,0,30,18,1308,9,42,0,3,6,0,0,0,3,65
CED134,0,7,0,0,0,0,0,0,0,15,14,110,0,0,0,0,0,3,0,145,186,374,56,68,60,57,31,44,13,898,9,11,4,4,0,0,0,0,0,29,65,124,16,21,8,4,0,11,8,241,35,41,8,10,5,0,0,4,0,103,853,1455,197,294,171,111,99,159,39,3386,3,6,0,0,0,0,0,0,0,16,332,137,86,183,41,28,60,38,10,917,420,184,202,241,106,70,90,86,23,1423,1957,307,4734,567,333,371,1737,1160,196,11349,93,17,43,38,19,33,78,87,11,433,151,29,51,44,20,54,105,89,16,551,34,31,29,7,3,8,23,19,6,161,148,45,113,35,27,43,153,120,90,778,4297,2866,5542,1515,786,789,2396,1829,405,20429,0,17,0,5,0,0,0,0,0,21,8,78,0,5,0,3,0,5,0,98,176,730,26,124,81,56,0,26,16,1245,3,32,0,0,3,0,0,0,0,46
