CED_CODE_2021,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
CED111,5260,196,18,5471,23,0,0,0,25,11,0,11,38,5,0,42,63,24,5,0,91,0,11,7,101,5,0,105,87,24,6,0,119,12,11,19,139,7,0,150,4213,805,257,41,5318,58,23,80,5395,209,23,5623,816,218,65,19,1120,29,8,39,1162,263,0,1424,6,0,0,10,16,0,0,0,16,0,16,32,5034,1021,322,74,6456,87,28,118,6576,469,37,7079,1119,184,53,9,1365,13,4,18,1376,62,0,1444,1222,236,61,11,1533,11,0,20,1548,64,0,1616,168,41,27,0,243,0,0,3,240,5,0,245,9,5,0,13,22,0,0,0,22,3,0,31,2516,460,145,27,3154,29,6,41,3191,130,11,3328,18,0,0,0,18,4,0,4,23,9,0,25,39,9,0,0,55,0,0,0,53,0,0,53,57,9,0,0,71,4,0,4,73,9,0,79,2574,472,149,29,3220,35,9,44,3268,131,11,3408,440,88,26,7
CED112,5101,238,15,5357,20,11,0,4,31,8,0,10,37,3,0,44,59,21,3,0,82,0,0,3,83,4,0,87,78,24,3,3,110,5,4,8,118,12,0,130,3923,883,291,69,5158,44,16,57,5224,252,15,5485,916,236,88,17,1253,30,6,40,1288,219,3,1522,8,0,0,19,22,0,0,0,22,0,26,50,4841,1122,371,103,6437,76,22,104,6533,474,45,7058,963,187,62,0,1215,18,9,26,1241,92,0,1334,1202,286,81,13,1584,13,6,12,1598,73,3,1676,215,50,47,0,315,0,0,0,324,10,0,333,10,6,5,26,50,0,0,0,51,5,4,55,2393,532,198,45,3166,40,14,44,3211,181,8,3400,16,6,0,3,29,0,0,0,25,8,0,37,18,14,0,0,34,0,0,3,34,4,0,40,36,16,0,3,59,0,0,4,58,11,0,71,2434,549,200,44,3224,38,12,49,3274,189,8,3473,447,126,39,17
CED113,5769,159,16,5953,29,3,0,0,37,3,0,3,38,4,0,42,46,4,3,0,52,7,0,5,66,5,0,67,80,9,3,0,91,11,0,17,99,13,0,113,4994,614,126,86,5815,48,7,56,5872,176,16,6062,662,105,35,14,805,8,9,17,825,162,0,989,3,0,0,11,10,0,0,0,13,4,18,35,5657,717,151,106,6641,58,13,67,6710,337,41,7082,1713,186,43,8,1947,11,3,13,1958,91,5,2052,1353,158,27,8,1550,11,6,17,1567,56,5,1620,67,7,16,4,96,0,0,0,96,4,0,100,13,0,0,29,44,0,0,0,44,6,0,52,3145,348,86,48,3632,26,4,31,3655,157,8,3823,23,0,0,0,22,8,0,8,28,0,0,28,24,0,0,0,27,5,0,4,31,4,0,38,48,0,0,0,53,4,0,10,63,4,0,59,3189,351,85,48,3681,33,6,37,3716,159,8,3888,313,66,16,0
CED114,5815,171,12,5996,24,4,0,0,28,7,0,7,39,13,0,44,54,14,0,0,68,0,0,0,71,10,0,82,83,13,0,5,94,7,0,9,107,14,0,120,5215,479,81,69,5841,58,14,74,5915,189,18,6121,853,140,32,35,1061,24,6,33,1093,175,5,1271,4,5,0,11,17,0,0,0,17,4,15,37,6078,620,120,106,6920,89,25,110,7030,365,32,7429,1395,109,21,3,1529,13,4,17,1547,58,0,1607,1611,162,26,15,1814,11,5,16,1828,55,6,1892,50,7,10,3,69,0,0,0,66,6,0,74,11,0,0,8,23,0,0,0,23,0,4,30,3070,279,55,32,3435,25,9,29,3472,123,11,3597,14,0,3,0,14,5,0,5,21,7,0,19,30,11,0,0,37,0,0,0,41,10,0,44,37,13,3,0,55,4,0,4,63,8,0,70,3107,291,58,34,3493,28,9,37,3527,131,11,3668,398,76,9,12
CED115,2598,448,13,3064,46,11,4,5,61,37,0,41,103,16,0,123,38,11,8,0,62,13,7,27,86,17,0,109,90,23,13,3,126,51,14,63,191,32,0,227,1712,469,416,59,2655,109,25,133,2790,483,16,3289,987,485,270,68,1810,117,61,174,1983,2014,21,4017,10,0,3,13,26,0,0,0,26,13,49,89,2703,950,693,146,4493,231,81,312,4804,2514,84,7405,483,75,62,3,620,23,0,22,643,125,0,764,346,160,74,5,595,13,3,16,605,130,4,741,63,27,72,0,167,0,0,3,166,37,3,203,7,7,0,18,33,0,0,0,35,6,5,50,902,267,209,35,1409,36,5,40,1452,301,16,1765,21,8,8,4,37,19,4,24,66,13,0,75,24,17,9,0,48,7,10,19,68,9,0,82,49,22,15,3,93,27,12,44,129,26,7,163,951,288,224,35,1503,66,18,82,1579,324,14,1922,498,243,157,40
CED116,4417,227,5,4650,14,6,0,0,14,10,0,7,24,4,0,33,56,9,0,0,67,6,4,8,71,0,0,72,69,18,0,0,85,13,5,16,98,4,0,104,3634,655,114,48,4459,46,10,56,4517,228,5,4753,662,155,39,19,869,27,6,31,905,202,0,1109,14,3,0,3,19,0,0,0,19,0,18,33,4307,812,157,73,5348,74,12,91,5437,433,22,5896,958,152,33,4,1149,10,7,16,1160,74,3,1238,1078,234,35,16,1356,13,3,19,1374,63,3,1437,64,13,9,0,91,0,0,0,90,8,0,101,12,0,0,16,29,0,0,0,29,0,0,27,2109,401,80,33,2623,23,13,33,2660,150,11,2814,8,5,3,0,20,0,4,4,22,0,0,20,20,0,0,0,26,9,0,12,36,8,0,38,26,6,0,0,39,12,7,18,57,7,0,66,2144,403,85,36,2665,34,18,47,2715,157,11,2880,318,87,16,15
CED117,4774,204,4,4985,52,0,5,0,60,6,0,6,64,9,0,69,42,6,0,0,51,0,0,0,50,0,0,52,93,9,3,0,107,11,0,11,112,11,0,121,4066,592,133,28,4812,69,4,77,4887,216,4,5111,632,94,39,16,774,9,4,15,790,71,6,861,3,0,0,4,7,0,0,0,7,0,4,14,4702,683,168,44,5595,78,8,89,5682,285,20,5985,1403,160,41,0,1601,18,9,24,1633,95,0,1726,853,123,31,4,1007,12,0,11,1025,42,0,1067,74,17,18,0,102,3,0,3,105,6,0,112,0,0,0,7,8,0,0,0,8,4,0,12,2326,299,91,13,2723,32,13,40,2764,150,0,2922,29,0,0,0,36,3,0,3,35,4,0,41,15,4,0,0,26,6,0,4,27,3,0,29,45,6,0,0,59,8,0,9,63,3,0,68,2373,305,92,12,2778,37,15,49,2828,157,0,2989,308,48,17,8
CED118,9363,423,27,9814,186,22,7,6,230,32,0,32,264,18,0,277,184,22,8,0,209,19,0,16,231,15,0,248,367,46,12,8,438,48,0,50,494,32,0,523,7734,1063,702,140,9645,189,23,213,9856,457,27,10338,1782,346,193,49,2362,78,15,92,2452,579,16,3052,26,6,0,48,70,4,0,4,72,3,58,128,9537,1413,893,235,12078,270,38,306,12383,1040,103,13521,2546,284,181,13,3019,62,9,65,3083,148,4,3245,1354,257,127,13,1754,21,5,26,1776,96,0,1874,215,33,84,0,331,3,0,0,333,17,0,345,16,3,0,25,43,0,0,0,43,0,7,46,4125,569,395,53,5144,82,12,96,5239,258,12,5516,89,13,0,0,102,22,6,26,132,7,0,138,79,9,0,0,92,12,0,14,110,3,0,113,165,17,5,5,191,40,10,45,240,13,0,251,4296,590,397,51,5337,114,22,140,5476,273,12,5761,819,172,84,14
CED119,6922,238,18,7181,40,7,0,0,44,3,0,3,47,6,0,53,50,3,4,3,59,0,0,3,63,10,0,67,84,11,4,3,98,7,4,12,110,8,0,121,5610,878,410,58,6951,68,15,79,7032,248,18,7296,870,161,79,14,1128,25,6,34,1165,211,9,1379,5,0,0,10,20,0,0,0,20,0,21,39,6483,1040,491,82,8097,94,20,113,8214,458,45,8716,1571,214,95,9,1884,20,0,22,1908,101,0,2009,1545,285,91,6,1928,15,0,22,1945,69,7,2021,182,63,56,3,309,3,0,6,314,11,0,324,11,3,0,12,31,0,0,0,31,3,3,41,3312,562,242,38,4153,42,0,45,4198,187,13,4395,26,7,0,0,26,3,0,3,32,0,0,35,35,3,0,0,42,0,0,0,46,9,0,49,62,9,0,0,72,3,0,3,77,8,0,82,3373,572,242,38,4222,48,0,53,4278,192,13,4478,455,73,37,13
CED120,6932,258,24,7209,25,4,5,0,28,3,0,7,38,3,0,42,57,18,3,5,85,3,0,3,88,6,0,92,77,25,11,7,120,11,0,11,123,7,0,138,5487,973,398,112,6978,66,15,78,7054,271,24,7346,1058,261,113,44,1476,33,14,41,1518,245,3,1765,14,5,9,15,33,0,0,0,33,0,35,71,6560,1239,518,171,8486,94,28,122,8608,514,58,9179,1566,216,74,7,1862,18,3,21,1890,89,0,1979,1434,312,87,15,1850,16,0,16,1863,86,0,1953,215,53,62,6,326,7,0,7,328,16,0,349,24,0,0,19,43,0,0,0,43,5,3,50,3232,587,223,40,4088,36,3,40,4124,195,9,4328,14,0,5,0,21,6,0,6,26,6,0,23,47,3,0,0,53,0,4,4,55,5,0,59,57,5,3,0,69,6,4,4,77,8,0,84,3291,599,226,42,4157,44,5,43,4204,198,9,4410,501,128,51,20
CED121,5745,197,24,5972,34,6,0,0,41,6,0,6,41,10,0,51,74,3,0,3,81,0,0,3,83,9,0,92,109,6,0,3,118,5,0,8,128,16,0,138,4879,656,206,57,5801,59,13,73,5873,211,25,6114,1080,154,46,34,1308,37,5,39,1355,232,5,1587,11,0,3,12,22,0,0,0,22,0,28,50,5965,811,254,97,7130,90,24,116,7243,441,59,7746,1181,110,36,8,1339,16,0,18,1351,66,4,1419,1411,193,59,20,1676,17,10,24,1700,68,9,1774,105,24,37,3,170,0,0,0,169,16,0,181,10,0,0,12,30,0,0,0,30,4,4,33,2702,330,131,45,3205,38,7,48,3254,152,18,3414,13,0,0,4,14,11,0,11,29,9,0,37,36,5,0,0,39,0,0,0,41,6,0,48,49,3,0,4,60,11,0,8,68,15,0,81,2752,337,128,48,3267,42,11,54,3324,161,15,3499,488,84,28,15
CED122,5472,220,9,5699,36,7,0,0,44,10,3,8,53,7,0,63,52,18,0,0,68,8,0,8,78,3,0,79,92,22,5,0,113,12,5,18,130,8,3,138,4395,847,210,57,5501,75,15,95,5601,230,13,5836,817,173,48,33,1074,28,11,37,1108,222,7,1339,9,0,0,9,20,0,0,0,20,3,20,37,5228,1021,255,91,6597,107,27,133,6726,455,38,7221,1378,196,51,0,1624,28,4,35,1659,106,0,1770,978,228,40,12,1256,18,5,22,1275,52,3,1332,116,35,24,0,183,0,0,0,180,14,0,190,0,0,0,17,23,0,0,0,23,0,0,20,2480,454,122,30,3080,52,12,57,3138,169,5,3313,21,5,0,0,24,9,0,8,34,5,0,36,34,12,0,0,44,9,4,12,48,3,0,53,56,13,0,0,70,14,3,16,83,5,0,90,2534,471,119,28,3148,61,11,76,3226,176,6,3403,420,89,24,9
CED123,6636,321,27,6984,57,19,5,0,78,17,4,16,98,8,0,105,72,18,4,6,100,3,0,3,105,14,0,118,126,38,9,7,177,18,4,25,200,21,0,220,5149,1001,465,123,6732,86,12,100,6837,340,27,7208,1324,345,152,51,1884,61,8,72,1953,365,5,2325,21,3,3,26,52,0,0,0,52,3,35,85,6493,1354,621,201,8667,153,19,171,8835,714,72,9620,1473,227,97,21,1817,35,6,36,1856,100,5,1958,1066,277,96,7,1445,15,0,15,1459,97,6,1564,211,57,70,0,335,5,0,5,346,23,0,371,19,3,4,27,50,0,0,0,50,4,0,57,2773,569,260,53,3654,52,6,52,3712,225,10,3950,29,8,0,5,42,4,0,4,45,7,0,54,54,6,3,3,64,3,0,3,72,0,0,72,81,15,0,5,104,11,0,9,114,7,0,122,2854,581,264,59,3758,63,5,64,3826,234,10,4068,651,163,85,14
CED124,4031,222,19,4268,20,3,0,0,27,10,0,10,37,0,0,42,72,11,6,3,84,5,0,6,91,9,0,101,90,11,6,5,109,20,0,18,129,8,0,142,3378,545,103,64,4100,50,16,64,4166,232,19,4410,577,156,42,26,800,26,3,30,830,247,4,1083,0,4,0,6,12,0,0,0,12,0,38,50,3956,703,144,100,4910,77,18,100,5008,479,51,5538,947,169,37,13,1165,9,0,9,1177,79,0,1257,1138,216,33,15,1403,19,5,25,1428,78,3,1509,63,11,19,0,93,3,0,0,94,3,0,102,13,4,0,33,57,0,0,0,57,3,3,58,2169,401,80,59,2713,31,8,41,2753,164,11,2930,22,0,3,0,25,3,0,3,28,4,0,30,30,5,0,3,37,4,0,9,41,9,0,51,49,5,3,3,62,11,0,9,68,11,0,82,2223,409,88,62,2779,42,5,48,2824,179,11,3010,326,81,21,15
CED125,7089,482,37,7604,80,15,4,6,102,27,0,32,135,18,0,155,146,41,15,6,198,23,5,29,234,28,0,255,225,49,23,9,306,53,9,60,364,44,0,414,5260,1172,682,117,7233,195,26,224,7454,521,38,8022,1772,514,317,85,2693,121,17,134,2831,959,6,3800,18,4,0,22,42,0,0,0,44,4,76,126,7054,1688,1001,222,9972,316,45,361,10327,1488,123,11941,1499,221,145,8,1876,37,8,48,1922,131,4,2057,1028,307,140,19,1482,28,4,28,1517,123,5,1636,198,54,98,5,350,11,0,11,361,17,0,374,12,0,5,27,48,0,0,0,48,8,16,63,2736,578,382,57,3749,74,13,92,3840,274,23,4138,44,8,0,7,57,14,0,19,77,16,0,95,65,11,5,0,83,13,4,7,96,15,0,110,113,25,9,7,142,24,3,29,174,24,0,201,2840,605,384,58,3890,102,15,117,4014,300,23,4337,846,269,134,33
CED126,6545,234,10,6786,35,0,0,0,38,5,0,5,45,5,0,45,63,0,0,0,68,4,0,4,73,3,0,75,99,3,0,0,109,10,0,10,118,8,0,126,5332,934,248,59,6571,85,8,87,6658,236,10,6910,868,156,38,17,1073,17,0,22,1097,111,8,1212,10,0,0,6,14,0,0,0,14,0,18,30,6203,1094,281,78,7658,103,5,112,7769,353,34,8155,1552,233,53,4,1849,26,5,27,1883,104,0,1984,1642,308,37,8,1988,16,3,19,2010,53,5,2070,162,47,32,0,246,3,0,3,251,12,0,270,11,4,0,13,21,0,0,0,21,6,0,29,3369,596,127,27,4115,42,10,53,4163,178,8,4353,30,5,0,0,30,5,0,5,41,5,0,36,36,0,0,0,38,0,0,0,38,0,0,40,64,5,0,0,68,5,0,5,76,5,0,80,3433,601,127,27,4185,51,10,60,4238,182,8,4434,502,68,18,10
CED127,5082,230,13,5322,17,0,0,0,18,6,0,6,24,0,0,24,33,9,0,0,46,0,0,0,46,4,0,55,51,11,0,0,70,6,0,6,70,4,0,79,3876,812,338,65,5100,37,20,52,5153,235,13,5403,909,183,57,26,1175,18,6,25,1200,154,0,1350,8,3,0,12,23,0,0,0,25,0,16,45,4794,998,398,103,6295,56,24,85,6372,388,30,6792,1146,173,64,13,1388,8,7,12,1402,99,0,1504,1161,297,61,11,1527,12,4,18,1544,88,0,1637,175,43,61,7,283,0,0,0,292,16,0,307,15,0,0,18,34,0,0,0,38,4,3,39,2495,513,187,42,3240,27,8,34,3274,207,5,3483,19,3,0,0,21,4,0,4,25,0,0,25,30,4,0,0,30,0,0,0,33,0,0,36,44,6,0,0,56,3,0,3,60,0,0,62,2540,519,191,42,3300,28,8,33,3334,210,5,3545,465,96,32,17
CED128,3782,432,20,4234,27,11,4,0,50,18,0,15,65,20,0,84,46,18,9,3,77,24,9,35,108,13,0,123,78,31,11,3,124,41,7,48,176,34,0,211,2657,570,533,74,3834,91,27,117,3955,468,20,4440,1172,433,358,80,2049,134,81,214,2259,2213,28,4504,4,0,0,32,37,0,0,0,37,18,77,136,3836,1006,897,184,5925,225,109,330,6257,2694,128,9077,848,99,97,10,1045,17,4,16,1064,109,0,1166,642,176,84,15,914,19,3,17,931,145,0,1084,126,38,85,0,249,3,0,3,253,29,0,279,11,0,0,21,32,0,0,0,32,5,6,48,1628,312,262,43,2243,31,6,37,2280,283,15,2579,30,11,0,0,34,13,3,20,52,5,0,57,22,3,3,3,37,10,11,22,60,13,0,66,47,18,8,3,71,29,15,38,109,18,0,127,1676,331,269,45,2314,54,21,74,2388,299,15,2707,646,274,212,40
CED129,9643,337,31,10014,124,16,4,0,142,29,0,29,172,4,0,176,142,30,0,0,175,15,6,19,192,10,0,205,261,42,5,9,318,46,6,50,367,16,0,381,8167,1126,417,106,9816,179,22,199,10016,352,31,10398,1753,276,131,51,2218,38,3,42,2258,356,6,2619,18,6,0,31,51,0,0,0,51,3,33,95,9946,1406,551,186,12087,213,24,245,12325,713,67,13108,2646,268,98,8,3011,67,7,70,3083,119,8,3204,1708,332,79,13,2125,27,4,34,2156,85,6,2244,244,62,67,5,383,11,0,11,389,17,0,403,15,3,0,23,44,0,0,0,46,0,9,53,4611,665,248,42,5561,102,15,106,5673,217,15,5906,71,9,0,0,77,3,0,3,85,4,0,90,69,21,4,0,92,10,0,13,105,0,0,108,141,28,4,0,177,15,0,16,193,6,0,197,4753,690,251,42,5739,110,15,122,5865,218,15,6103,939,137,57,16
CED130,4810,186,10,5008,40,8,4,0,52,12,5,12,66,5,0,66,67,8,0,4,77,5,5,10,82,5,0,89,107,20,4,4,127,16,8,20,147,11,0,158,4205,493,111,67,4880,52,28,80,4958,195,10,5165,696,137,11,21,872,37,21,56,931,259,0,1190,5,4,0,0,8,0,0,0,11,0,24,40,4910,632,122,90,5764,87,47,132,5897,450,41,6387,1356,129,34,5,1531,12,5,17,1547,70,0,1615,1178,141,26,13,1361,9,4,16,1377,69,0,1450,41,17,4,0,62,3,0,0,62,8,0,69,25,6,6,22,51,0,0,0,51,0,5,54,2606,290,55,43,3005,20,7,31,3035,147,3,3185,21,4,0,0,30,8,3,9,37,4,0,47,33,5,0,0,36,0,5,5,39,0,0,41,57,14,3,0,70,8,5,9,83,4,0,88,2658,305,59,50,3068,33,15,43,3115,156,3,3273,335,68,16,9
CED131,5510,185,8,5710,37,8,0,0,48,9,0,9,50,0,0,51,54,17,0,0,70,7,0,10,84,6,0,82,92,21,0,0,114,13,0,15,131,4,0,136,4699,685,141,32,5562,69,18,87,5646,191,11,5843,618,141,30,19,806,28,16,48,850,166,6,1025,10,0,0,5,10,0,0,0,10,0,9,22,5317,827,173,54,6374,97,32,132,6506,359,27,6894,1247,187,27,10,1468,17,5,17,1483,77,0,1559,1400,199,31,11,1643,25,5,29,1673,50,0,1726,65,10,19,0,97,6,0,6,97,0,0,99,7,0,0,3,16,0,0,0,16,0,3,19,2721,399,73,22,3224,42,9,51,3272,125,4,3405,19,6,0,0,30,0,0,0,25,0,0,25,39,11,0,0,46,0,6,6,51,0,0,53,59,14,0,0,75,5,6,7,79,0,0,86,2783,413,73,22,3296,45,12,63,3352,128,4,3483,312,55,12,8
CED132,5989,230,18,6235,89,5,0,0,96,8,0,8,108,0,0,111,66,10,0,0,80,3,0,4,85,5,0,89,161,14,0,3,180,10,0,7,187,7,0,200,5318,582,139,31,6074,91,10,109,6177,242,18,6435,1188,157,44,22,1409,28,3,32,1444,142,3,1587,13,0,0,7,14,0,0,0,16,3,20,42,6520,738,183,55,7495,122,15,140,7638,387,43,8069,1651,142,48,6,1841,42,7,48,1891,96,5,1991,1055,188,21,3,1272,16,0,22,1285,42,0,1330,89,18,18,5,124,0,0,0,124,3,0,127,18,3,0,8,23,0,0,0,27,0,3,32,2803,352,83,16,3263,58,8,68,3325,142,7,3476,49,0,0,0,53,3,0,6,59,7,0,68,31,4,0,0,38,0,0,0,36,4,0,42,83,5,0,0,87,6,0,11,95,12,0,105,2890,357,88,16,3355,65,10,74,3427,148,7,3580,628,76,10,3
CED133,4644,255,19,4916,24,6,3,6,34,0,0,3,32,8,0,40,53,11,0,0,60,9,0,7,76,3,0,76,76,7,3,6,93,6,5,15,111,7,0,115,3818,699,102,79,4699,33,16,51,4749,263,19,5036,691,180,41,48,955,21,15,41,992,214,0,1210,7,0,0,4,12,0,0,0,13,0,36,45,4516,879,140,127,5665,58,32,91,5756,474,62,6292,1099,188,25,13,1319,17,3,23,1340,95,0,1437,1235,303,32,13,1585,11,9,18,1604,118,0,1726,41,22,16,0,79,0,0,0,83,10,0,91,7,0,0,29,33,0,0,0,34,5,0,46,2381,515,74,54,3018,33,15,40,3064,226,4,3297,12,8,0,0,19,7,0,3,27,8,0,32,22,0,0,0,24,4,3,5,31,3,0,33,38,11,0,0,45,6,6,10,52,7,0,63,2415,521,74,54,3064,39,16,55,3120,236,4,3361,355,111,18,16
CED134,4879,151,9,5041,30,5,4,3,41,3,0,4,46,0,0,49,45,13,0,0,60,3,0,3,65,10,0,73,78,16,7,3,106,7,4,12,113,11,0,125,4372,389,104,80,4947,33,10,50,4995,159,9,5169,734,90,22,42,892,27,18,44,937,226,4,1165,3,4,0,10,16,0,0,0,20,3,29,47,5106,478,127,139,5851,69,27,96,5946,390,45,6381,1378,97,26,6,1504,12,3,12,1516,53,0,1577,1163,117,14,20,1316,9,0,11,1331,53,0,1386,47,9,14,0,74,3,0,3,77,5,0,81,15,0,0,25,39,0,0,0,45,0,5,46,2607,226,58,50,2937,22,5,28,2967,110,6,3084,12,0,0,0,16,3,0,3,15,0,0,15,24,6,0,0,28,0,7,6,37,6,0,39,34,5,0,0,43,0,7,6,54,6,0,53,2638,227,61,49,2978,24,15,36,3016,119,6,3144,314,41,10,24
