CED_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
CED111,98,0,2826,150,393,35,0,426,0,576,0,30,51,0,76,0,78,0,0,0,0,0,0,0,151,425,83,0,508,0,659,0,0,0,0,0,0,0,2874,514,92,0,599,4,3477,1220,40,4,0,37,0,1253,69,220,15,0,236,0,304,0,16,23,0,43,0,45,0,0,0,0,0,0,0,74,240,39,0,284,0,347,0,0,0,0,0,0,0,1287,276,43,0,318,0,1608,564,15,0,0,15,0,582,29,129,9,0,140,0,168,0,17,17,0,32,0,32,0,0,0,0,0,0,0,29,140,27,0,173,0,201,0,0,0,0,0,0,0,596,155,27,0,186,0,782,20801,736,28,4,764,4,21571,1155,3498,182,0,3686,3,4847,17,286,316,0,608,0,627,0,4,0,0,4,0,4,1175,3797,501,0,4298,3,5478,19,8,0,0,8,12,39,21996,4532,526,4,5065,28,27084
CED112,56,0,3060,95,188,6,0,192,0,288,4,10,7,0,17,0,21,0,0,0,0,0,0,0,100,200,11,0,206,0,309,0,0,0,0,0,0,0,3100,255,10,0,263,0,3367,997,15,0,0,15,0,1010,31,86,0,0,86,0,117,0,0,0,0,4,0,4,0,0,0,0,0,0,0,31,86,6,0,89,0,122,0,0,0,0,0,0,0,1029,99,6,0,105,0,1133,410,9,0,0,9,0,416,16,42,3,0,47,0,56,0,0,4,0,4,0,3,0,0,0,0,0,0,0,12,42,9,0,47,0,64,0,0,0,0,0,0,0,430,44,9,0,58,0,484,22924,553,7,0,563,32,23520,821,1674,52,0,1726,5,2551,15,95,55,0,152,0,169,0,0,0,4,4,0,5,836,1772,104,4,1880,6,2724,16,10,0,0,10,36,58,23776,2329,112,4,2447,76,26300
CED113,66,0,3089,73,200,6,0,205,0,276,0,4,0,0,3,0,3,0,0,0,0,0,0,0,73,204,3,0,210,0,281,0,0,0,0,0,6,7,3101,264,9,0,273,8,3383,787,20,0,0,20,0,803,29,83,4,0,90,0,111,0,6,0,0,0,0,3,0,0,0,0,0,0,0,23,85,4,0,89,0,118,0,0,0,0,0,0,0,811,102,4,0,107,0,920,278,4,0,0,4,0,285,6,33,0,0,31,0,40,0,7,0,0,7,0,7,0,0,0,0,0,0,0,6,33,0,0,38,0,48,0,0,0,0,0,0,0,286,39,0,0,36,0,330,22378,507,3,3,513,23,22914,750,2069,37,0,2103,0,2850,10,76,14,0,94,0,99,4,7,0,0,7,0,9,761,2149,50,0,2200,0,2962,15,10,0,0,10,47,75,23155,2665,54,3,2721,63,25944
CED114,58,0,3000,67,240,9,0,252,0,310,0,28,30,0,54,0,54,0,0,0,0,0,0,3,67,268,41,0,307,0,375,0,0,0,0,0,9,10,3003,326,46,0,366,9,3379,636,18,0,0,18,0,649,19,55,3,0,62,0,81,0,12,26,0,37,0,37,0,0,0,0,0,0,0,19,66,33,0,96,0,116,0,0,0,0,0,0,0,651,86,33,0,113,0,768,191,8,0,0,8,0,188,7,21,0,0,21,0,26,0,3,3,0,5,0,5,0,0,0,0,0,0,0,7,27,3,0,29,0,31,0,0,0,0,0,0,0,195,25,3,0,34,0,222,22572,402,15,0,424,29,23017,560,2223,99,3,2325,3,2887,14,235,182,0,421,0,434,4,0,0,0,3,0,4,568,2465,280,8,2753,3,3324,26,5,0,0,3,34,66,23164,2874,297,8,3186,60,26410
CED115,90,0,612,135,1593,310,0,1902,3,2039,15,471,777,0,1254,0,1268,0,5,6,0,8,0,9,148,2069,1088,6,3165,0,3314,6,0,0,0,0,0,6,674,2155,1093,6,3257,4,3933,267,41,0,0,39,0,308,56,1067,220,0,1289,0,1346,0,349,575,0,931,0,928,0,0,0,0,0,0,0,59,1421,791,3,2215,0,2274,0,0,0,0,0,0,0,331,1458,793,3,2253,0,2585,141,13,0,0,11,0,155,33,552,123,0,679,0,709,4,225,454,0,673,0,682,0,0,0,0,0,0,0,35,780,572,0,1356,0,1389,0,0,0,0,0,0,0,174,793,580,0,1369,0,1540,3932,682,23,0,704,9,4647,1163,13385,2088,25,15495,21,16677,69,3506,4855,13,8372,6,8442,3,16,20,14,50,0,56,1238,16900,6961,46,23915,22,25176,14,23,12,0,39,44,86,5181,17608,6998,51,24655,73,29913
CED116,33,6,2629,53,85,3,0,86,0,139,0,5,7,0,18,0,18,0,0,0,0,0,0,0,53,94,9,0,106,0,158,0,0,0,0,0,0,0,2650,124,12,0,138,6,2789,677,5,0,0,5,0,681,14,22,4,0,24,0,42,3,0,8,0,5,0,11,0,0,0,0,0,0,0,17,23,13,0,35,0,52,0,0,0,0,0,0,5,692,30,13,0,38,0,736,222,3,0,0,3,0,227,0,13,0,0,16,0,15,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,13,4,0,13,0,18,0,0,0,0,0,0,0,228,13,4,0,19,6,244,19219,360,3,0,371,33,19622,571,861,27,0,887,0,1460,4,48,37,0,84,0,94,0,0,0,0,0,0,0,576,909,60,5,970,0,1552,8,3,0,0,3,38,56,19807,1275,64,3,1346,72,21227
CED117,78,0,2019,162,315,22,0,329,0,489,0,23,26,0,56,0,56,0,0,0,0,0,0,0,162,340,49,0,387,0,546,0,0,0,0,0,0,0,2106,417,49,0,462,0,2569,979,41,0,0,41,0,1025,84,203,18,0,218,0,304,0,24,20,0,45,0,46,0,0,0,0,0,0,0,85,225,34,0,262,0,347,0,0,0,0,0,0,0,1067,272,34,0,306,0,1371,373,16,0,0,16,0,392,21,108,10,0,112,0,140,0,15,11,0,29,0,29,0,0,0,0,0,0,0,21,123,23,0,143,0,162,0,0,0,0,0,0,0,397,137,23,0,163,0,558,16023,899,6,4,906,9,16934,1626,3526,138,0,3671,7,5305,5,205,158,0,365,0,375,0,6,0,0,6,0,6,1640,3733,295,0,4036,7,5680,8,4,0,0,4,12,22,17667,4642,302,3,4947,23,22636
CED118,112,0,2237,167,2524,78,0,2600,3,2773,3,152,81,0,232,0,241,0,3,0,0,3,0,3,173,2677,153,0,2835,3,3009,0,4,0,0,4,4,3,2301,2793,157,0,2951,3,5251,934,52,0,0,52,0,984,92,1633,51,0,1692,0,1784,0,137,65,0,198,0,202,0,4,0,0,3,0,3,91,1777,119,0,1895,0,1986,0,0,0,0,0,0,0,1029,1825,119,0,1945,0,2975,377,23,0,0,23,0,401,41,928,30,0,959,0,1001,5,60,49,0,111,0,114,0,0,0,0,0,0,0,42,993,83,0,1073,0,1114,0,0,0,0,0,0,0,418,1013,83,0,1097,0,1517,16248,1060,20,0,1082,16,17344,1597,26178,651,14,26843,14,28460,35,1186,533,0,1723,3,1758,0,14,0,0,18,0,18,1630,27378,1191,20,28586,19,30232,17,49,0,0,49,42,114,17897,28494,1208,17,29719,81,47696
CED119,88,0,3382,171,612,22,0,630,4,805,3,33,14,0,48,0,48,0,0,0,0,0,0,0,176,640,33,0,674,4,854,0,0,0,0,0,0,0,3466,728,38,0,764,3,4232,1658,27,0,0,33,0,1690,86,410,14,0,435,0,519,0,20,17,0,36,0,40,0,0,0,0,0,0,0,88,435,36,0,470,0,555,0,0,0,0,0,0,0,1746,462,36,4,504,0,2242,737,32,0,0,32,0,769,37,278,13,0,294,0,329,0,11,11,0,25,0,25,0,0,0,0,0,0,0,37,291,24,0,317,0,348,0,0,0,0,0,0,0,773,325,24,0,349,0,1122,24388,898,13,5,912,4,25304,1637,5608,153,8,5768,3,7412,30,261,104,0,364,0,398,0,8,0,0,8,0,8,1664,5870,259,8,6138,3,7807,16,0,0,0,0,12,28,26070,6772,269,14,7056,26,33148
CED120,70,0,3621,128,289,12,0,303,0,428,6,11,6,0,16,0,19,0,0,0,0,0,0,0,136,303,20,0,322,0,448,0,0,0,0,0,5,3,3675,370,24,0,395,0,4075,1219,26,0,0,31,0,1247,55,176,12,0,189,0,238,0,11,6,0,16,0,16,0,0,0,0,0,0,0,55,181,16,0,202,0,256,0,0,0,0,0,4,6,1274,213,16,0,234,0,1504,420,13,0,0,13,0,434,20,79,8,0,92,0,108,0,4,7,0,9,0,9,0,0,0,0,0,0,0,20,88,13,0,99,0,123,0,0,0,0,0,0,0,441,98,13,0,115,0,560,28772,764,6,0,773,37,29574,1107,2627,106,0,2729,9,3844,20,145,65,0,214,0,236,0,8,0,0,8,0,8,1131,2783,168,0,2948,7,4089,28,8,0,0,8,49,89,29930,3550,175,0,3726,91,33754
CED121,44,5,3091,59,126,4,0,134,0,193,0,12,5,0,17,0,17,0,0,0,0,0,0,0,59,142,5,0,147,0,208,0,0,0,0,0,0,4,3105,187,9,0,191,3,3301,844,17,0,0,17,0,863,15,51,0,0,53,0,65,3,5,0,0,9,0,11,0,0,0,0,0,0,0,14,60,5,0,61,0,82,0,0,0,0,0,0,3,865,71,5,0,75,0,945,372,6,0,0,6,0,384,7,23,0,0,23,0,36,0,3,4,0,8,0,5,0,0,0,0,0,0,0,10,32,4,0,31,0,45,0,0,0,0,0,0,0,385,31,4,0,37,0,423,24761,357,19,0,372,43,25179,624,1306,39,0,1343,3,1973,18,65,37,0,100,0,123,0,0,0,4,4,0,4,649,1372,77,4,1454,3,2102,15,0,0,0,0,25,44,25430,1732,90,4,1830,72,27324
CED122,94,4,2186,190,851,33,0,883,0,1072,0,53,25,0,80,0,78,0,0,0,0,0,0,0,194,898,59,0,962,0,1159,0,0,0,0,0,0,4,2277,997,59,0,1058,4,3340,1074,61,0,0,60,0,1136,88,565,28,0,591,0,684,0,43,29,0,69,0,70,0,0,0,0,0,0,0,88,604,56,0,660,0,759,0,0,0,0,0,0,6,1166,666,60,0,719,5,1889,524,19,0,0,19,0,544,57,342,20,0,357,0,418,0,35,33,0,70,0,70,0,0,0,0,0,0,0,57,378,53,0,426,0,488,0,0,0,0,0,0,0,576,400,53,0,452,0,1032,16146,1023,10,0,1035,15,17192,2056,8000,302,5,8307,0,10365,30,448,230,0,681,0,709,0,5,0,0,4,0,4,2089,8451,529,10,8986,0,11079,8,16,0,0,16,21,45,18245,9488,543,10,10036,36,28319
CED123,100,3,2862,138,818,40,0,857,0,999,6,61,35,0,101,0,106,0,0,0,0,0,0,0,142,884,74,0,960,0,1103,0,0,0,0,0,0,0,2903,984,76,0,1061,3,3966,969,40,0,0,40,0,1009,68,518,20,0,540,0,606,0,51,16,0,64,0,67,0,0,0,0,0,0,0,65,563,37,0,603,0,673,0,0,0,0,0,0,0,1039,608,37,0,649,0,1681,426,9,0,0,8,0,435,28,267,14,0,278,0,307,0,26,17,0,41,0,41,0,0,0,0,0,0,0,29,291,31,0,317,0,353,0,0,0,0,0,0,0,456,296,28,0,331,0,779,23042,1081,12,6,1098,25,24163,1242,8609,255,7,8863,8,10115,46,508,209,0,723,0,770,0,6,0,0,8,0,10,1284,9122,469,5,9596,8,10889,28,19,0,0,17,20,58,24357,10218,477,11,10711,50,35115
CED124,20,4,2644,44,41,0,0,37,0,79,0,0,0,0,3,0,3,0,0,0,0,0,0,0,44,37,6,0,42,0,83,0,0,0,0,0,3,3,2663,59,6,0,60,13,2735,581,5,0,0,5,0,587,10,14,3,0,17,0,26,0,0,3,0,3,0,3,0,0,0,0,0,0,0,10,14,6,0,19,0,30,0,0,0,0,0,0,0,592,17,6,0,21,0,613,212,0,0,0,0,0,215,5,4,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,5,0,8,0,0,0,0,0,0,0,220,10,0,0,4,0,222,18765,198,0,4,201,31,18997,418,518,24,0,543,0,961,4,12,25,0,37,0,41,0,0,0,0,0,0,0,426,530,49,0,581,0,1007,25,0,0,0,0,40,63,19210,733,48,4,782,72,20064
CED125,126,8,2333,160,1690,95,3,1785,0,1947,6,172,75,0,248,0,253,0,4,0,0,4,0,4,167,1866,167,3,2036,0,2205,0,4,0,0,4,0,4,2375,1992,172,3,2162,6,4543,780,43,0,0,43,0,827,69,1029,62,4,1090,0,1160,6,117,50,0,165,0,167,0,0,0,0,0,0,0,76,1139,110,4,1253,0,1333,0,3,0,0,3,0,3,857,1189,110,4,1298,0,2156,350,18,0,0,18,0,367,35,566,25,0,591,0,623,0,52,47,0,104,0,108,0,0,0,0,0,0,0,34,618,77,0,696,0,733,0,0,0,0,0,0,0,387,641,77,0,713,0,1103,19470,1462,41,5,1505,39,21014,1941,17760,619,18,18391,24,20356,66,1299,530,0,1831,0,1896,0,22,0,0,22,0,23,2005,19079,1151,18,20246,24,22274,18,59,8,0,66,24,111,21495,20601,1190,21,21812,85,43395
CED126,100,0,3815,199,410,23,0,432,3,633,6,16,26,0,37,0,45,0,0,0,0,0,0,5,204,427,49,3,474,3,679,0,0,0,0,0,0,0,3923,524,49,3,571,5,4494,1883,45,0,0,46,0,1933,80,246,12,0,264,0,346,0,13,18,0,32,0,32,0,3,0,0,3,0,3,80,266,32,0,294,0,382,0,0,0,0,0,0,0,1969,310,33,0,341,0,2316,849,29,0,0,29,0,878,38,140,13,0,146,0,187,0,9,18,0,28,0,28,0,0,0,0,0,0,0,38,149,24,0,174,0,211,0,0,0,0,0,0,0,894,176,24,0,200,0,1090,25274,913,10,0,924,12,26215,1715,3546,113,4,3659,11,5380,27,108,115,0,224,0,245,3,5,0,0,4,0,11,1741,3656,224,4,3886,11,5636,9,10,0,0,10,8,28,27021,4579,237,4,4813,32,31875
CED127,66,0,3259,84,167,5,0,169,0,254,5,7,6,0,17,0,22,0,0,0,0,0,0,0,87,167,12,0,185,0,270,0,0,0,0,0,0,4,3284,231,14,0,247,0,3534,1156,14,0,0,14,0,1167,37,75,7,0,82,0,118,0,3,5,0,10,0,14,0,0,0,0,0,0,0,38,77,15,0,90,0,132,0,0,0,0,0,0,0,1190,95,15,0,106,0,1300,535,10,0,0,10,0,548,24,36,0,0,38,0,55,0,0,0,0,3,0,3,0,0,0,0,0,0,0,24,39,0,0,40,0,66,0,0,0,0,0,0,0,563,45,0,0,48,0,608,22975,576,15,0,591,17,23585,882,1295,40,0,1341,5,2227,29,69,45,0,115,0,142,0,3,0,0,6,0,6,912,1370,88,0,1458,5,2371,14,6,0,0,4,9,30,23906,1952,98,0,2052,32,25985
CED128,123,0,1327,117,1722,251,4,1980,0,2098,5,339,609,0,949,0,953,0,5,3,0,9,0,9,127,2066,868,5,2928,0,3056,0,4,0,0,4,0,4,1334,2183,872,5,3057,4,4391,512,58,0,0,61,0,572,72,1088,174,0,1266,0,1336,6,238,431,0,660,0,663,0,0,0,0,5,0,5,71,1329,608,0,1936,0,2008,0,0,0,0,0,0,0,583,1385,608,0,1994,0,2581,226,14,0,0,16,0,241,30,633,110,0,749,0,778,4,149,299,0,446,0,451,0,0,0,0,3,0,3,30,785,406,0,1192,0,1230,0,0,0,0,0,0,0,258,802,410,0,1214,0,1469,9240,1144,39,5,1187,12,10436,1337,15004,2104,23,17126,16,18477,47,2659,3870,7,6535,8,6593,0,16,8,14,41,0,44,1390,17684,5981,42,23710,26,25119,17,44,17,3,61,49,128,10642,18868,6037,50,24956,86,35683
CED129,127,0,3443,199,2086,66,0,2152,0,2353,4,130,71,0,200,0,202,0,0,0,0,0,0,0,204,2217,139,0,2352,0,2562,0,0,0,0,0,0,0,3522,2344,139,0,2482,0,6005,1755,70,0,0,70,0,1822,117,1470,63,0,1528,0,1647,3,91,55,0,148,0,151,0,0,3,0,4,0,4,119,1560,117,0,1680,0,1804,0,0,0,0,0,0,0,1873,1633,117,0,1751,0,3624,792,21,0,0,28,0,819,57,896,40,3,941,0,994,0,79,55,0,132,0,137,0,0,0,0,0,0,0,57,975,91,3,1075,0,1132,0,0,0,0,0,0,0,851,999,91,6,1094,0,1948,21341,1141,12,0,1152,17,22507,1992,20583,649,10,21236,12,23241,30,1037,522,5,1560,3,1590,7,12,5,0,18,0,24,2023,21627,1174,16,22814,20,24858,16,31,0,0,37,9,58,23382,22810,1182,14,24003,44,47427
CED130,28,5,2848,57,109,9,0,119,0,172,0,12,37,0,52,0,52,0,0,0,0,0,0,0,57,123,46,0,171,0,223,0,0,0,0,0,0,4,2876,149,45,0,194,5,3076,491,5,0,0,5,0,501,10,30,3,0,35,0,43,0,3,25,0,29,0,29,0,0,0,0,0,0,0,10,32,30,0,60,0,71,0,0,0,0,0,0,0,507,41,30,0,68,0,571,131,4,0,0,4,0,134,0,13,0,0,13,0,11,0,5,21,0,26,0,26,0,0,0,0,0,0,0,0,14,21,0,30,0,33,0,0,0,0,0,0,0,139,17,21,0,35,0,167,20152,217,6,0,222,30,20407,479,1296,78,0,1375,0,1855,9,144,214,6,366,4,379,3,0,0,0,0,0,3,485,1446,289,6,1745,4,2237,16,6,0,0,6,19,42,20656,1669,297,6,1974,55,22684
CED131,52,0,2732,88,239,18,0,258,0,345,3,44,25,0,71,0,71,0,0,0,0,0,0,0,89,280,43,0,324,0,414,0,0,0,0,0,0,0,2768,328,43,0,378,0,3146,1140,21,0,0,21,0,1154,40,133,11,0,139,0,184,0,12,13,0,28,0,28,0,0,0,0,0,0,0,40,145,20,0,171,0,209,0,0,0,0,0,0,0,1173,167,20,0,194,0,1368,479,12,0,0,12,0,490,20,62,8,0,65,0,91,0,6,8,0,22,0,22,0,0,0,0,0,0,0,20,71,17,0,85,0,109,0,0,0,0,0,0,0,506,81,17,0,91,0,599,20674,549,3,3,554,10,21241,895,2534,126,0,2661,0,3562,21,386,197,0,584,0,604,9,0,0,0,0,0,7,926,2922,324,0,3244,0,4168,8,3,0,0,3,20,27,21603,3480,327,0,3809,30,25442
CED132,66,0,2667,186,666,35,0,701,0,884,8,39,45,0,83,0,94,0,0,0,0,0,0,0,191,709,73,0,781,0,974,0,0,0,0,0,0,0,2786,773,79,0,853,0,3634,1524,38,0,0,40,0,1561,110,405,30,0,436,0,547,0,33,26,0,63,0,67,0,0,0,0,0,0,0,118,442,61,0,500,0,617,0,0,0,0,0,0,0,1640,480,56,0,534,0,2177,756,18,0,0,18,0,770,45,250,19,0,269,0,314,0,22,25,0,48,0,46,0,0,0,0,0,0,0,43,274,45,0,318,0,364,0,0,0,0,0,0,0,795,296,45,0,341,0,1133,18093,804,8,0,812,11,18911,2251,7895,287,9,8184,7,10440,17,438,243,0,679,0,701,0,9,0,0,11,0,6,2276,8336,529,10,8875,7,11150,10,16,0,0,16,19,48,20374,9159,535,11,9701,33,30110
CED133,32,0,2828,70,92,0,0,96,0,161,3,10,3,0,12,0,16,0,0,0,0,0,0,0,73,103,6,0,106,0,178,0,0,0,0,0,4,0,2867,132,7,0,138,6,3015,575,9,0,0,10,0,584,16,30,0,0,32,0,44,0,8,0,0,9,0,9,0,0,0,0,0,0,0,16,35,0,0,38,0,53,0,0,0,0,0,0,0,589,45,0,0,52,0,641,152,0,0,0,0,0,157,0,13,5,0,17,0,17,0,7,0,0,3,0,3,0,0,0,0,0,0,0,0,16,8,0,19,0,25,0,0,0,0,0,0,0,152,20,8,0,20,0,175,20339,288,5,4,295,10,20644,588,1096,64,8,1168,4,1761,27,73,30,3,103,0,125,0,3,0,0,3,0,4,610,1172,93,12,1274,4,1887,23,0,0,0,0,45,70,20975,1459,97,10,1566,62,22596
CED134,18,0,2251,31,85,3,0,91,0,119,0,0,0,0,0,0,4,0,0,0,0,0,0,0,32,89,6,0,92,0,127,0,0,0,0,0,0,0,2272,103,6,0,109,0,2380,431,3,0,0,3,0,432,7,23,0,0,23,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,0,0,29,0,33,0,0,0,0,0,0,0,441,30,0,0,30,0,470,117,0,0,0,0,0,118,0,6,0,0,6,0,6,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,10,0,0,6,0,6,0,0,0,0,0,0,0,117,8,0,0,12,0,124,19834,208,0,4,215,29,20074,399,1310,19,0,1330,0,1731,12,56,15,0,68,0,83,7,3,0,0,3,0,7,415,1372,34,0,1400,0,1822,21,4,0,0,4,23,54,20275,1585,34,4,1625,53,21953
CED135,85,0,976,112,1871,181,0,2046,0,2158,3,246,229,0,473,0,478,0,4,0,0,3,0,3,121,2118,411,0,2525,0,2645,0,4,0,0,4,0,3,1011,2197,409,0,2610,0,3625,444,35,0,0,36,3,481,72,1225,134,0,1357,0,1430,4,182,195,0,376,0,382,0,0,6,0,3,0,3,81,1406,332,0,1739,0,1813,0,0,0,0,0,0,0,517,1438,332,3,1776,3,2301,225,20,0,0,20,0,242,33,714,97,0,809,0,838,0,122,141,0,262,0,262,0,0,0,0,0,0,0,34,831,238,0,1072,0,1103,0,0,0,0,0,0,0,259,853,238,0,1091,0,1350,6950,838,20,0,856,16,7826,1390,23703,1471,21,25191,20,26603,42,2260,1577,4,3838,8,3893,0,18,17,6,44,5,45,1439,25976,3072,28,29077,33,30547,19,56,0,0,63,32,108,8410,26866,3091,37,29993,85,38482
