CED_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
CED111,565,20,6,22,589,135,0,726,0,0,0,3,4,0,0,0,8,0,8,20,3011,559,173,43,3797,52,13,69,3867,268,22,4152,810,120,40,6,973,7,6,14,984,50,0,1038,776,131,32,4,940,12,0,13,950,51,0,1006,100,30,26,0,154,0,0,0,157,0,0,162,4,6,0,13,11,0,0,0,11,0,0,16,1684,281,98,23,2086,17,7,28,2113,105,3,2221,12,0,0,0,12,5,0,5,13,0,0,15,22,8,0,0,29,0,0,4,30,0,0,30,30,8,0,0,37,3,0,5,43,0,0,45,1721,286,98,23,2123,22,7,30,2157,107,3,2266,261,50,17,3,334,9,6,20,352,103,0,454,0,5,0,0,10,0,0,0,5,3,12,17,1977,339,119,27,2465,35,15,48,2512,219,14,2740,1043,150,63,3,1263,15,9,24,1287,81,0,1367,950,162,54,10,1172,10,9,15,1183,72,0,1264
CED112,623,16,3,19,647,169,0,818,9,0,0,0,3,0,0,0,3,0,10,17,2881,673,237,58,3857,53,19,67,3927,360,16,4307,664,129,39,5,840,10,8,21,854,62,0,923,751,155,58,9,971,10,3,13,978,61,0,1044,118,34,23,0,178,0,0,0,177,8,0,187,18,0,0,11,30,0,0,0,32,5,5,41,1554,322,118,30,2018,27,9,34,2046,140,0,2193,11,3,0,0,15,0,0,0,14,5,0,20,13,6,0,0,26,0,0,0,26,0,0,26,22,12,0,0,39,0,0,0,33,5,0,43,1569,333,119,33,2052,23,9,34,2086,145,0,2235,293,76,27,13,407,9,9,13,421,118,0,542,0,0,0,4,3,0,0,0,3,4,6,12,1869,409,145,48,2468,33,13,44,2520,270,9,2791,923,187,60,5,1172,22,0,26,1192,89,0,1282,832,199,58,9,1097,11,3,11,1112,77,0,1181
CED113,394,5,0,10,405,109,0,513,0,0,0,0,0,0,0,0,0,3,13,15,3504,415,105,55,4080,37,7,47,4128,272,20,4421,1154,106,22,10,1284,5,9,15,1299,63,0,1358,768,120,25,10,919,5,0,5,924,42,5,968,44,7,10,0,60,0,0,0,67,5,0,65,11,0,0,11,24,0,0,0,24,3,3,29,1973,238,54,28,2289,18,9,19,2314,108,7,2426,13,0,0,0,14,0,0,0,17,0,0,17,10,0,0,0,16,3,0,3,16,0,0,17,26,4,0,0,28,4,0,0,31,0,0,36,1996,233,57,30,2319,17,9,23,2344,108,5,2461,191,41,8,8,246,0,0,7,252,82,0,325,0,0,0,0,0,0,0,0,0,0,7,9,2190,276,61,40,2563,19,13,33,2600,189,17,2801,1459,152,23,7,1642,13,4,13,1655,87,4,1750,875,135,28,11,1042,9,0,9,1049,50,0,1102
CED114,496,13,3,15,512,132,0,644,4,0,0,5,10,0,0,0,10,3,11,19,3512,371,68,50,3995,42,13,57,4049,266,21,4336,947,79,18,6,1051,15,0,17,1071,37,3,1110,947,104,15,16,1075,9,0,9,1086,32,4,1123,35,9,4,0,44,0,0,0,44,5,0,43,14,0,0,11,21,0,0,0,21,0,3,28,1937,191,40,29,2195,25,3,29,2223,78,8,2308,7,7,0,0,12,7,0,7,17,0,0,17,15,3,0,0,19,0,0,0,20,4,0,21,23,7,0,0,30,7,0,10,40,3,0,40,1957,200,41,29,2228,27,3,33,2266,81,8,2348,233,48,11,16,302,7,0,5,312,109,0,421,3,0,0,0,6,0,0,0,6,0,10,12,2196,251,50,47,2542,35,3,41,2581,189,17,2787,1304,101,18,5,1428,11,3,10,1442,46,7,1495,1115,136,15,17,1275,9,7,11,1290,46,6,1346
CED115,931,48,32,81,1017,1231,11,2255,4,0,0,13,15,0,0,0,15,4,32,49,1455,533,383,81,2449,114,50,167,2612,1564,57,4235,375,54,40,0,466,17,0,19,485,100,7,586,257,116,56,4,429,8,0,14,445,105,0,546,52,7,51,0,115,0,0,3,120,31,0,148,4,0,0,7,15,0,0,0,15,6,4,16,691,177,143,15,1027,28,5,34,1062,240,10,1305,14,6,0,0,20,8,0,7,27,0,0,38,12,8,3,0,25,11,8,14,41,11,0,50,25,13,3,4,47,15,7,21,67,8,0,83,718,193,145,17,1077,46,17,56,1132,248,10,1389,347,157,92,23,615,32,21,51,674,847,9,1527,0,0,0,3,5,0,0,0,5,8,9,23,1060,351,241,41,1696,78,41,114,1811,1102,25,2935,510,65,74,10,662,22,0,22,681,133,3,817,337,140,88,4,575,11,5,17,590,139,0,729
CED116,429,7,5,16,448,145,0,595,7,0,0,0,7,0,0,0,7,0,10,17,2464,495,101,49,3104,40,19,66,3167,302,17,3489,639,106,28,10,783,12,4,18,799,51,0,849,702,157,23,5,887,9,0,7,901,62,0,960,56,16,14,3,76,0,0,0,82,6,0,87,3,0,0,11,13,0,0,0,13,0,0,17,1404,289,59,21,1772,23,7,29,1802,116,6,1922,10,5,0,0,13,0,0,0,20,0,0,19,14,0,0,0,18,0,0,0,18,8,0,19,27,5,0,0,29,0,0,0,39,6,0,43,1429,290,61,29,1805,24,7,34,1839,123,6,1958,181,49,10,13,249,11,0,11,256,121,0,382,4,0,0,3,7,0,0,0,7,0,3,10,1613,338,71,43,2063,35,7,41,2105,245,6,2357,890,119,20,11,1039,0,7,10,1050,71,0,1121,847,178,25,8,1055,19,5,20,1068,78,0,1153
CED117,385,0,0,0,379,68,6,456,0,0,0,0,5,0,0,0,5,0,4,8,2681,352,105,27,3166,39,15,49,3213,227,9,3448,821,92,19,0,928,18,5,21,953,65,0,1016,480,82,17,9,586,7,0,3,591,27,0,621,52,16,18,0,86,0,0,0,86,0,0,87,0,0,0,3,3,0,0,0,3,0,0,0,1353,182,58,10,1601,21,6,33,1634,97,0,1731,25,7,0,0,29,0,0,0,30,0,0,32,11,0,0,0,8,0,0,4,18,0,0,15,34,6,0,0,39,0,0,3,44,0,0,47,1386,194,58,14,1648,19,8,32,1678,100,0,1777,188,36,13,6,235,0,0,0,241,37,4,277,0,0,0,0,0,0,0,0,0,0,0,0,1577,225,68,13,1884,21,10,34,1921,139,3,2061,970,148,41,0,1159,27,11,36,1190,89,0,1278,551,129,15,5,703,8,4,10,712,42,0,752
CED118,1094,39,5,41,1133,352,12,1500,8,0,0,16,35,0,0,0,35,0,19,57,5131,766,482,85,6460,155,27,177,6640,623,51,7318,1474,165,117,14,1765,34,0,39,1807,107,5,1913,784,158,77,9,1029,23,7,22,1055,91,0,1151,134,16,66,0,215,4,0,4,217,10,0,231,10,0,0,20,35,0,0,0,35,4,4,38,2400,342,266,47,3046,54,6,60,3114,207,10,3333,36,7,0,0,52,11,0,11,64,3,0,68,40,6,0,0,48,0,0,0,54,9,0,55,76,17,3,5,105,15,0,15,115,7,0,126,2477,355,269,49,3153,70,6,76,3234,218,10,3458,451,81,53,13,604,26,4,25,627,195,10,834,4,0,7,11,19,0,0,0,19,0,6,24,2938,439,321,71,3771,91,11,105,3874,419,26,4317,1797,251,148,9,2210,47,6,53,2256,145,4,2405,891,210,109,13,1220,20,4,23,1247,96,4,1340
CED119,590,12,0,16,603,134,0,739,6,0,0,5,11,0,0,0,11,4,11,22,3836,652,283,53,4816,61,3,68,4886,327,25,5234,1040,133,68,0,1244,22,0,21,1267,51,0,1321,991,170,57,5,1223,9,6,10,1236,39,0,1276,143,38,38,3,223,0,0,0,227,9,6,237,3,3,0,12,17,0,0,0,17,3,3,25,2185,336,163,20,2711,30,3,34,2746,107,5,2853,19,0,0,0,20,0,0,0,18,0,0,18,16,3,0,0,23,0,0,0,23,4,0,25,30,3,0,0,37,0,0,0,37,4,0,42,2216,343,162,20,2745,30,3,35,2777,106,5,2892,300,45,27,10,383,9,0,8,388,89,0,481,0,0,0,3,6,0,0,0,6,0,10,16,2521,386,193,34,3130,36,9,40,3173,195,17,3394,1388,182,81,7,1657,21,10,36,1694,92,3,1783,1164,197,92,7,1451,9,0,8,1462,60,0,1522
CED120,695,14,0,16,707,170,0,886,5,0,0,5,16,0,0,0,16,0,20,37,3796,726,279,69,4872,56,6,55,4923,376,27,5328,1096,158,64,11,1323,14,0,17,1338,55,3,1395,882,190,54,7,1142,14,0,16,1155,59,0,1207,100,22,33,0,156,3,0,3,164,7,0,169,12,0,0,17,29,5,0,5,31,5,0,34,2091,374,146,39,2649,32,3,36,2680,126,10,2819,7,0,0,0,8,0,0,7,20,0,0,19,26,3,0,3,32,5,0,3,37,7,0,45,38,4,0,3,42,4,4,14,54,7,0,59,2129,376,151,39,2696,39,6,39,2739,133,10,2874,328,71,36,18,456,0,0,0,455,126,0,586,0,0,0,4,9,0,0,0,9,0,8,17,2462,447,187,60,3157,41,6,48,3204,255,25,3477,1390,188,67,7,1655,13,5,22,1676,88,0,1763,1026,215,73,4,1315,13,0,13,1334,62,0,1397
CED121,613,14,5,21,633,165,4,801,3,0,0,9,9,0,0,0,13,0,9,20,3241,415,158,74,3892,58,14,79,3963,324,28,4317,864,97,26,4,995,6,0,6,1003,47,0,1051,884,162,34,3,1083,11,3,12,1096,67,0,1163,73,18,16,5,115,3,0,3,111,9,0,121,10,0,0,7,20,0,0,0,17,3,0,28,1834,274,77,22,2213,20,3,23,2236,122,7,2359,7,6,0,0,11,0,0,0,11,0,0,9,18,0,0,0,19,0,0,5,24,3,0,31,30,6,0,0,31,0,0,5,34,6,0,43,1867,283,79,22,2244,24,8,26,2274,127,7,2400,297,50,19,8,367,10,5,14,383,121,3,512,0,0,0,3,8,0,0,0,8,0,8,15,2159,334,93,38,2625,29,12,44,2661,246,15,2926,1040,111,26,11,1191,11,0,8,1201,68,0,1269,1025,172,32,11,1231,5,4,12,1249,62,3,1315
CED122,545,10,5,11,555,141,3,695,6,0,0,0,14,0,0,0,14,0,10,27,2958,560,148,47,3708,68,15,86,3794,319,16,4129,887,113,35,4,1040,28,7,28,1071,72,0,1143,585,146,22,0,750,11,3,12,772,28,0,800,77,18,13,0,108,0,0,0,109,7,0,118,4,0,0,5,11,0,0,0,11,0,0,11,1549,281,70,11,1909,39,10,48,1958,103,3,2065,14,0,0,0,12,3,0,3,16,4,0,26,16,0,0,0,17,4,0,4,23,3,0,29,26,0,0,0,34,4,0,4,37,10,0,47,1573,287,70,12,1944,40,10,51,1993,114,3,2109,238,59,21,6,325,6,4,9,334,95,0,426,3,0,0,4,7,0,0,0,7,0,4,15,1817,343,94,25,2276,50,11,62,2337,210,6,2550,1122,186,42,10,1357,23,4,22,1377,110,0,1491,759,183,49,6,998,17,0,17,1015,54,4,1072
CED123,916,34,5,36,957,247,4,1202,5,0,0,12,16,0,0,0,16,5,12,35,3511,751,352,84,4691,94,5,100,4794,485,30,5308,1034,141,63,11,1247,19,0,16,1261,74,0,1335,667,164,58,6,897,10,0,10,905,59,3,971,123,34,38,0,201,0,0,0,198,6,0,210,10,3,4,7,30,0,0,0,30,0,4,33,1838,344,165,27,2370,31,0,29,2397,146,5,2555,34,8,3,0,38,4,0,4,47,4,0,51,18,4,0,6,26,4,0,4,28,0,0,28,54,12,3,3,64,9,0,9,75,4,0,75,1888,351,164,29,2438,35,0,39,2470,152,5,2631,389,102,38,13,548,20,0,26,571,162,0,729,0,0,0,7,11,0,0,0,11,0,15,26,2282,458,204,51,2991,60,0,56,3052,318,22,3390,1268,170,77,7,1522,40,5,44,1574,82,0,1658,796,190,62,6,1043,10,0,10,1058,64,3,1121
CED124,443,22,3,24,471,184,4,657,4,0,0,6,8,0,0,0,8,0,6,19,2554,487,107,82,3227,63,9,70,3304,364,22,3684,727,110,12,3,861,7,0,7,866,66,3,932,715,139,23,8,894,12,0,19,910,50,3,966,53,12,5,0,77,0,0,0,72,0,0,75,11,6,0,11,27,0,0,0,27,4,0,32,1507,263,44,28,1849,19,4,26,1877,118,9,2006,9,0,0,0,12,0,0,0,12,0,0,18,19,0,0,0,19,9,0,5,31,0,0,32,27,4,0,0,32,11,0,10,38,3,0,43,1533,270,44,31,1881,27,9,35,1919,124,9,2047,205,48,10,4,265,10,0,7,274,137,0,415,0,0,0,0,3,0,0,0,3,0,17,19,1740,312,59,39,2153,37,9,44,2195,260,23,2477,864,144,39,14,1057,7,5,15,1071,63,0,1136,772,196,16,11,991,12,0,14,1008,73,0,1080
CED125,1280,57,8,63,1338,521,6,1864,8,0,0,15,21,0,0,0,21,3,19,46,3687,877,519,103,5189,162,25,189,5377,829,48,6252,975,146,104,10,1231,26,6,29,1263,95,4,1360,627,196,79,11,913,16,7,21,936,101,4,1037,118,39,58,4,209,4,0,4,215,14,0,225,11,0,3,16,32,0,0,0,28,4,6,42,1729,380,237,42,2385,45,8,55,2444,212,15,2666,30,8,3,0,43,12,3,17,56,9,0,65,19,6,0,0,30,7,0,7,39,6,0,50,52,13,11,4,75,21,3,24,95,16,0,108,1780,392,242,45,2459,66,12,73,2533,233,15,2779,461,149,89,25,728,35,5,38,764,363,0,1130,3,0,0,3,6,0,0,0,5,0,19,24,2241,541,337,79,3195,99,18,116,3309,590,34,3930,1185,177,131,10,1509,33,5,37,1544,119,12,1678,702,223,81,11,1014,16,4,24,1040,141,0,1181
CED126,594,9,6,10,606,75,0,685,8,0,0,7,16,0,0,0,16,0,6,21,3940,668,142,38,4792,57,11,69,4863,261,18,5137,1121,164,37,3,1328,25,0,30,1354,88,0,1447,1053,186,26,6,1275,14,3,19,1295,59,0,1355,117,24,12,0,156,0,0,0,157,4,0,162,11,0,0,9,13,0,0,0,13,3,3,22,2308,372,80,13,2777,36,6,46,2821,155,3,2983,13,0,0,0,13,8,0,8,18,0,0,19,25,0,0,0,28,0,0,0,28,0,0,30,40,4,0,0,41,8,0,8,49,0,0,53,2344,376,80,13,2821,43,6,50,2872,157,3,3030,307,62,12,7,390,10,0,10,400,62,0,469,5,0,0,0,10,0,0,0,10,0,4,12,2662,435,97,19,3215,54,9,64,3280,224,8,3513,1440,242,63,3,1741,32,5,37,1776,110,5,1890,1262,263,41,0,1568,21,3,20,1590,78,0,1670
CED127,607,7,0,8,625,111,0,736,0,0,0,4,11,0,0,0,11,5,7,18,3012,614,223,67,3918,36,9,49,3965,327,14,4301,802,129,45,0,979,9,0,11,989,59,0,1045,739,176,47,8,963,4,0,4,964,49,0,1016,115,32,32,0,180,0,0,0,186,7,0,195,8,6,0,8,22,0,0,0,22,0,8,27,1660,336,126,25,2142,13,5,20,2166,115,6,2281,9,3,0,0,19,0,0,0,16,0,0,16,16,0,0,0,19,0,0,0,19,3,0,22,26,9,4,0,37,0,0,0,37,3,0,37,1683,343,128,25,2176,18,5,19,2196,116,6,2319,265,61,20,12,358,10,0,12,367,105,0,479,5,0,0,0,9,0,0,0,6,0,8,14,1951,413,149,38,2543,24,7,32,2578,223,12,2810,1110,164,85,5,1373,11,0,11,1384,72,0,1456,903,201,61,7,1172,12,0,13,1183,72,4,1259
CED128,1168,67,33,106,1272,1362,18,2653,0,0,0,15,22,0,0,0,22,13,34,71,2320,598,482,104,3498,123,58,186,3680,1677,59,5426,568,70,54,8,695,17,3,16,709,97,0,806,413,110,58,5,582,10,3,13,595,96,0,698,73,20,62,0,155,0,0,0,157,31,0,184,7,0,0,5,16,0,0,0,18,7,4,21,1060,202,178,15,1443,21,7,33,1475,229,5,1712,10,4,0,0,20,4,0,7,26,7,0,30,22,4,4,0,34,9,9,14,53,9,0,59,37,10,3,0,53,11,9,25,73,18,0,90,1095,210,178,13,1499,33,19,52,1554,244,5,1800,364,168,120,32,681,46,30,76,759,932,7,1696,4,3,0,14,22,0,0,0,22,14,22,48,1463,381,300,57,2195,79,53,127,2331,1189,32,3542,792,110,86,7,994,13,6,15,1010,144,0,1151,462,139,72,0,672,14,0,15,684,112,0,796
CED129,1151,23,0,23,1180,232,0,1410,8,0,0,18,29,0,0,0,29,3,16,39,5702,834,309,69,6915,141,15,152,7069,460,32,7558,1688,191,74,4,1959,34,3,41,1997,87,5,2085,1067,193,58,8,1331,20,0,23,1350,51,0,1401,156,41,40,3,241,5,0,5,251,12,0,260,3,4,0,11,24,0,0,0,24,0,8,31,2918,427,175,36,3553,62,4,69,3621,151,8,3780,33,7,0,0,35,8,0,8,45,4,0,46,36,6,4,0,45,4,0,4,48,0,0,47,68,9,4,0,84,9,0,9,89,4,0,95,2985,440,177,35,3638,72,4,74,3712,152,8,3872,521,93,43,18,668,19,4,20,689,139,3,835,0,0,0,0,3,0,0,0,3,0,10,14,3515,531,216,57,4313,89,8,95,4411,297,21,4721,2203,245,97,12,2550,58,8,64,2617,134,0,2747,1276,273,66,10,1617,26,5,28,1645,88,0,1735
CED130,426,17,6,22,451,177,0,631,0,0,0,4,6,0,0,0,9,3,9,20,3002,373,74,62,3507,52,23,72,3578,334,17,3931,1004,91,10,7,1116,3,4,4,1122,55,0,1175,755,90,14,11,878,13,3,14,891,41,0,939,26,7,8,0,40,0,0,0,42,3,0,49,9,0,0,18,32,0,0,0,27,0,0,27,1811,194,28,36,2062,18,7,24,2089,96,3,2193,12,0,0,0,16,5,4,3,25,9,0,31,19,0,0,0,21,0,0,0,24,0,0,22,34,5,0,0,39,5,0,10,43,10,0,53,1843,199,35,36,2102,21,8,31,2138,104,3,2246,198,39,0,11,246,15,6,24,270,141,0,414,0,0,0,3,5,0,0,0,3,0,14,21,2042,236,36,41,2353,45,13,58,2410,253,18,2678,1286,93,17,0,1401,9,6,12,1414,71,0,1485,804,131,18,11,962,7,0,9,968,56,0,1022
CED131,392,15,12,29,418,91,0,519,0,4,0,4,10,0,0,0,10,0,0,8,3101,476,92,36,3696,59,23,88,3782,226,6,4010,791,101,19,0,917,8,0,8,924,47,0,976,839,141,13,7,1005,8,0,12,1011,34,0,1045,30,10,10,0,43,0,0,0,43,3,0,51,5,0,0,3,8,0,0,0,13,0,0,10,1660,254,38,12,1967,13,5,20,1991,88,0,2078,11,0,0,0,12,3,0,3,13,0,0,13,14,4,0,0,19,0,0,0,19,0,0,19,22,12,0,0,29,8,0,3,35,0,0,35,1688,262,39,12,2000,20,5,25,2025,88,0,2112,213,34,4,0,257,3,7,9,268,58,0,328,5,3,0,0,5,0,0,0,5,0,4,9,1901,303,46,16,2267,23,9,34,2300,151,0,2454,1074,134,25,0,1244,17,9,17,1262,81,0,1339,1043,182,23,11,1264,10,5,12,1278,43,0,1322
CED132,721,16,4,17,734,80,0,814,5,0,0,3,14,0,0,0,14,0,9,20,3523,437,92,30,4082,80,16,90,4173,234,12,4417,1100,125,22,3,1260,25,3,22,1282,71,5,1361,659,94,8,4,765,16,0,12,772,36,0,810,56,13,5,0,69,0,0,0,70,0,0,74,5,0,0,4,8,0,0,0,8,3,0,11,1814,231,39,12,2098,37,3,44,2141,108,10,2256,29,0,0,0,31,0,0,0,33,0,0,33,24,0,0,0,32,0,0,0,31,0,0,33,52,4,0,0,59,0,0,4,65,6,0,65,1868,239,38,12,2160,41,4,48,2201,114,10,2322,371,47,9,3,430,15,4,19,445,59,0,505,0,0,0,0,0,0,0,0,0,0,4,8,2237,284,48,18,2591,55,7,63,2653,176,9,2836,1319,161,28,3,1511,44,8,47,1559,110,3,1663,836,154,13,0,998,13,0,16,1015,37,0,1056
CED133,506,14,7,22,523,173,4,707,6,0,0,4,9,0,0,0,9,0,13,19,2782,632,92,70,3574,51,20,70,3647,412,21,4084,847,142,19,8,1014,8,5,16,1024,64,3,1096,756,180,12,17,960,11,11,19,983,49,5,1032,29,7,10,0,50,0,0,0,50,12,0,58,10,3,0,15,28,0,0,3,29,0,0,29,1639,335,40,34,2050,24,14,34,2088,125,7,2222,21,0,0,0,20,0,0,0,20,4,0,23,15,8,0,0,17,0,0,5,28,0,0,32,31,7,0,0,42,3,0,8,46,9,0,52,1675,339,40,39,2092,22,19,40,2130,132,7,2273,197,49,11,13,272,9,9,13,289,117,0,409,4,0,0,0,4,0,0,0,4,0,18,23,1877,394,51,48,2374,30,22,51,2426,247,30,2706,1004,167,21,5,1203,13,0,13,1216,96,0,1309,827,202,27,8,1065,8,4,13,1080,78,4,1157
CED134,391,23,3,25,415,146,5,568,0,0,0,0,9,0,0,0,9,3,16,26,2955,273,67,76,3374,44,21,64,3437,269,29,3735,868,80,14,3,967,7,5,9,979,33,0,1015,646,69,20,8,743,6,0,6,742,38,0,787,27,4,3,0,41,0,0,0,45,3,0,48,9,0,0,16,22,0,0,0,22,0,7,27,1552,153,43,29,1772,14,5,18,1793,79,3,1870,9,0,0,0,6,0,0,0,9,0,0,15,9,0,0,0,17,4,5,10,20,0,0,24,22,5,0,0,22,3,5,10,30,0,0,38,1569,158,43,29,1796,19,11,26,1823,82,9,1910,161,23,12,9,205,7,0,8,210,104,0,312,3,0,0,0,0,0,0,0,0,3,15,19,1726,182,52,36,2001,21,10,38,2033,184,23,2242,1041,82,22,9,1160,9,0,9,1166,47,0,1213,657,59,23,10,749,3,0,3,756,28,0,785
