UCL_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
UCL121056,0,5,0,3,4,0,0,0,0,14,3,5,0,3,0,0,0,3,0,13,7,3,36,3,9,3,3,8,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,13,67,44,26,27,3,3,13,0,200
UCL121057,0,0,0,3,3,0,0,0,0,10,0,0,0,12,0,0,0,0,0,25,7,4,45,15,11,5,10,10,0,102,0,0,0,0,3,0,0,0,0,6,0,0,0,3,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,10,36,48,34,22,15,8,17,0,209
UCL121058,3,3,3,3,0,0,0,0,0,13,0,4,3,4,0,3,0,0,0,20,13,6,60,8,10,4,17,8,0,130,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,20,37,74,24,21,11,17,14,3,215
UCL121059,9,12,0,7,10,4,0,0,0,41,12,9,6,11,12,3,0,3,0,53,13,5,65,19,42,11,25,10,4,194,0,0,0,3,4,0,0,0,0,9,0,0,0,4,5,8,0,0,0,20,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,0,0,21,59,157,77,56,90,30,27,16,6,510
UCL121060,0,0,3,0,0,0,0,0,0,3,3,3,0,6,5,0,0,0,0,16,11,7,34,13,4,7,3,3,0,87,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,39,42,17,25,7,3,8,0,154
UCL121061,3,9,3,4,11,3,0,0,0,27,6,6,0,5,7,0,0,0,0,28,24,11,47,8,12,10,17,9,3,136,0,0,0,0,0,0,0,0,0,5,0,3,0,0,5,3,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,3,10,51,86,56,21,46,20,19,14,11,318
UCL121062,9,16,7,7,5,5,0,0,0,44,6,7,4,11,4,6,0,0,0,37,19,9,46,11,18,7,14,13,0,123,0,3,0,0,3,0,0,0,0,8,0,0,0,0,3,3,0,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,58,120,60,39,39,18,20,16,3,375
UCL121063,3,3,0,3,0,0,0,0,0,12,0,3,0,3,4,0,0,0,0,17,8,6,27,12,6,8,6,12,0,86,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,9,17,29,32,30,22,14,8,18,0,162
UCL121064,0,4,3,4,0,0,3,0,0,16,0,4,3,0,0,0,0,0,0,7,3,5,18,14,13,3,10,16,0,87,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,41,29,23,20,11,14,20,0,164
UCL121065,3,0,0,0,3,0,0,0,0,8,0,0,0,5,3,0,0,0,0,15,18,7,23,12,11,9,9,8,3,96,0,0,0,0,0,0,3,0,0,5,4,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,40,24,30,24,12,10,12,5,176
UCL121066,8,9,3,4,3,0,0,4,0,25,9,0,3,7,5,0,0,0,0,31,15,10,79,19,21,11,10,11,0,182,0,0,0,3,3,0,0,0,0,7,0,3,0,5,5,4,0,0,0,20,0,0,0,3,3,0,0,0,0,4,3,0,7,3,3,0,0,0,0,12,58,79,95,56,49,24,12,26,5,391
UCL121067,4,12,3,0,0,0,0,0,0,20,4,8,0,3,3,3,0,0,0,22,10,7,21,4,5,7,4,4,0,63,0,0,0,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,29,64,29,10,24,14,7,9,0,194
UCL121068,3,3,0,0,0,0,0,0,0,10,8,4,6,4,3,0,0,0,0,26,10,4,24,7,3,4,3,4,3,63,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,65,32,21,18,9,8,5,3,210
UCL121069,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,17,10,0,34,8,7,4,18,6,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,15,16,41,19,13,9,22,13,0,144
UCL121070,0,3,0,0,0,0,0,0,0,5,3,0,0,6,0,0,0,0,0,12,7,4,21,9,3,4,9,12,3,71,0,0,0,4,0,0,0,0,0,10,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,12,16,31,20,11,9,11,13,3,127
UCL121071,4,3,0,3,3,4,0,0,0,18,7,3,3,11,3,0,0,0,0,25,3,5,28,11,5,3,3,6,0,69,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,33,65,43,33,16,15,9,19,0,228
UCL121072,0,5,5,0,5,0,0,0,0,10,3,4,0,0,0,0,0,0,0,9,7,0,23,3,8,6,4,8,0,57,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,18,40,33,10,21,5,4,3,3,143
UCL121073,0,3,0,3,3,0,0,0,0,10,0,3,0,7,3,0,0,3,0,17,11,0,31,19,7,3,17,3,0,90,0,0,0,0,0,0,3,0,0,7,0,0,0,0,8,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,20,18,34,37,38,19,6,27,14,0,190
UCL121074,0,0,4,4,0,0,0,0,0,13,0,0,0,5,0,8,0,0,0,13,0,3,38,12,8,0,11,10,0,89,0,0,0,0,0,0,0,4,0,5,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,10,26,49,24,14,9,14,23,0,165
UCL121075,3,0,3,3,3,0,0,0,0,13,6,3,8,3,0,0,0,3,0,18,6,8,33,5,9,0,5,4,0,75,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,27,59,56,23,27,7,10,16,0,217
UCL121076,5,5,0,0,0,0,0,0,0,10,3,3,0,7,6,0,0,0,0,26,4,4,55,14,8,4,10,11,3,120,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,19,39,56,30,20,8,17,13,5,214
UCL121077,0,5,0,0,3,0,0,0,0,6,5,0,0,3,3,0,0,0,0,15,12,3,18,4,8,5,10,10,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,45,29,17,21,9,9,13,0,154
UCL121078,0,3,0,4,6,0,0,0,0,19,8,3,0,9,15,3,0,0,0,35,10,8,48,12,6,9,9,3,0,108,0,0,4,0,0,0,0,0,0,5,3,0,3,4,5,3,0,0,0,16,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,23,87,61,35,38,19,11,11,7,290
UCL121079,0,0,0,0,3,0,0,0,0,10,3,3,0,5,7,0,0,0,0,21,9,3,20,6,5,6,4,6,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,23,60,23,16,22,8,3,9,3,167
UCL121080,4,5,0,8,0,0,0,0,0,20,0,0,3,8,6,0,0,3,3,24,7,5,29,13,7,3,5,12,0,95,0,0,0,0,3,0,0,3,0,10,0,0,0,9,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,41,85,41,53,31,9,9,25,5,288
UCL121081,6,3,0,3,7,3,0,0,0,24,3,4,3,3,3,4,0,0,0,28,4,8,46,13,8,3,7,6,0,99,0,0,3,0,4,3,0,0,0,7,0,0,0,0,4,0,0,3,0,8,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,42,80,65,42,29,21,8,11,3,291
UCL121082,4,3,0,0,8,0,0,0,0,21,4,3,0,4,5,4,0,0,0,26,15,5,42,4,10,5,12,8,3,98,0,0,0,3,0,0,0,0,0,3,7,0,0,0,4,0,0,0,0,14,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,15,50,53,52,24,36,15,14,17,5,263
UCL121083,6,8,4,4,3,0,0,0,0,28,3,6,0,8,11,0,0,0,0,27,14,3,38,3,16,6,3,8,3,92,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51,102,49,26,48,14,6,13,7,318
UCL121084,4,5,0,5,0,0,0,0,0,19,0,3,0,7,0,0,3,4,0,14,11,8,31,9,4,3,13,10,0,87,0,0,0,0,0,4,0,0,0,6,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,12,22,26,44,21,11,8,23,20,3,170
UCL121085,0,0,0,6,6,0,0,0,0,15,0,3,0,4,3,0,0,0,0,14,0,4,25,12,8,3,4,4,0,66,0,0,0,0,0,3,0,0,0,9,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,20,33,20,16,9,10,11,4,119
UCL121086,0,3,0,3,3,0,3,0,0,10,3,0,0,0,3,0,0,0,0,10,5,6,39,15,6,9,10,14,0,98,0,0,0,0,0,3,3,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,14,13,20,40,29,16,17,11,16,3,172
UCL121087,4,6,0,0,3,5,0,0,0,27,8,4,4,5,5,0,0,3,0,32,12,9,47,9,10,6,10,6,0,113,3,0,0,0,0,0,0,0,0,8,0,0,0,0,3,3,0,4,0,10,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,47,77,58,28,27,13,13,14,7,283
UCL121088,0,0,0,0,0,0,0,0,0,5,0,3,6,4,3,0,0,0,0,14,7,9,44,8,9,3,21,10,0,110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9,9,40,58,16,18,13,20,11,3,188
UCL121089,9,6,0,3,5,0,0,0,0,23,3,4,0,14,10,0,3,0,0,34,13,8,51,14,12,7,9,6,4,130,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,36,61,54,36,35,12,17,12,0,263
UCL121090,0,5,0,4,5,0,0,0,0,14,0,5,0,11,3,0,0,0,0,24,11,3,25,6,6,9,10,7,0,79,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,52,30,30,33,14,13,10,5,202
UCL121091,0,3,0,0,3,0,0,0,0,9,4,7,3,11,6,6,0,0,0,38,20,5,79,26,18,6,23,11,0,191,0,0,0,0,0,0,0,0,3,6,3,3,3,0,3,0,0,3,0,12,3,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,3,17,34,52,90,46,38,21,30,14,10,342
UCL121092,3,3,0,0,0,0,0,0,0,12,4,0,0,0,5,4,0,0,0,19,7,4,45,11,9,10,21,9,3,121,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,21,30,51,15,20,15,25,9,3,197
UCL121093,0,0,0,0,0,0,0,0,0,8,0,4,0,5,0,0,0,0,0,13,3,3,16,11,4,0,9,3,0,50,0,0,0,3,0,0,0,0,0,8,0,3,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,16,22,16,22,11,0,16,6,0,109
UCL121094,0,3,0,0,3,0,4,0,0,16,9,0,4,5,8,0,0,3,0,24,11,3,19,3,9,0,12,3,0,54,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,11,44,54,30,17,31,5,20,4,0,205
UCL121095,0,9,0,0,3,0,0,0,0,13,3,3,0,3,3,0,0,0,0,13,4,3,15,8,0,5,0,5,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,61,23,9,13,13,7,4,3,149
UCL121096,0,5,0,3,0,0,0,0,0,15,3,8,0,4,3,0,0,0,0,24,20,3,28,11,5,0,4,0,4,71,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35,59,33,23,23,6,6,10,7,198
UCL121097,10,7,4,0,3,0,0,0,3,28,4,12,6,6,15,0,0,0,0,42,18,4,31,8,9,7,5,8,0,88,3,0,0,0,0,0,0,0,0,3,3,0,3,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,47,102,49,29,45,13,14,11,3,300
UCL121098,0,0,3,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,8,5,4,24,7,8,8,12,8,3,67,0,0,0,0,0,0,0,3,0,8,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,33,19,12,5,15,13,3,137
UCL121099,10,10,0,5,3,0,0,0,0,27,5,5,6,4,6,0,0,5,0,27,8,7,43,9,11,10,3,10,0,100,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,98,51,28,33,15,10,27,3,303
UCL121100,0,0,0,3,0,0,0,0,0,9,4,8,4,10,3,0,0,5,0,30,21,4,78,20,11,5,19,6,4,179,3,3,0,4,0,0,0,3,0,11,3,0,3,3,3,0,3,0,0,18,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,3,0,3,3,19,45,46,94,47,27,16,20,23,8,324
UCL121101,0,4,0,3,0,0,0,0,0,14,3,0,0,3,8,0,0,3,0,20,5,3,31,9,3,3,5,8,3,79,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,25,68,38,28,23,7,5,13,8,215
UCL121102,0,0,0,3,0,3,0,0,0,6,0,6,0,0,5,0,0,0,0,21,9,3,40,18,9,10,12,9,8,106,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,3,0,16,19,36,53,27,27,17,16,13,7,202
UCL121103,0,4,0,3,0,0,0,0,0,12,0,3,3,3,3,0,0,0,0,16,5,6,37,8,7,0,4,11,0,76,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,31,41,22,15,3,5,16,0,150
UCL121104,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,12,5,3,6,13,5,0,8,10,0,48,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,8,13,23,14,16,12,7,8,16,0,106
UCL121105,0,3,0,0,3,0,0,0,0,12,3,8,0,6,3,0,0,0,0,25,4,4,24,10,14,7,3,5,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,13,50,32,27,28,19,3,9,0,175
UCL121106,0,5,0,3,0,0,0,0,0,14,7,4,3,3,3,0,0,0,0,24,9,7,38,16,11,8,8,16,3,112,0,0,0,0,3,0,0,4,0,9,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,30,42,45,29,20,11,13,22,8,217
UCL121107,3,3,0,3,0,0,0,0,0,12,0,6,0,3,3,3,0,0,0,18,4,6,34,21,8,8,3,3,0,91,0,0,0,3,0,0,0,0,0,4,3,0,0,5,3,4,0,4,0,16,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,5,18,62,34,37,20,15,8,15,3,202
UCL121108,0,11,0,0,0,0,0,0,0,13,0,3,3,0,6,5,0,4,0,18,10,3,10,9,3,7,0,3,0,46,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,35,63,11,18,19,10,3,9,3,171
UCL121109,0,6,0,0,3,0,0,0,0,13,0,6,0,4,4,0,0,0,0,16,13,3,36,16,9,9,9,10,0,96,0,0,0,0,0,3,0,3,0,11,4,0,3,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,17,20,36,37,33,26,17,9,20,0,202
UCL121110,0,3,0,0,0,3,0,0,0,5,3,4,0,3,3,0,0,0,0,11,5,3,18,12,7,3,5,9,0,66,0,0,0,0,0,0,0,4,0,6,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,16,21,26,22,16,5,10,12,5,131
UCL121111,0,3,0,0,0,0,0,0,0,0,3,3,3,6,4,0,0,0,0,18,15,0,49,20,15,10,9,16,0,135,0,0,0,0,3,0,3,0,0,6,0,0,0,4,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,3,5,0,0,0,0,0,8,25,37,52,35,35,14,13,21,3,243
UCL121112,0,0,0,0,0,3,0,0,0,5,0,0,3,3,0,0,0,0,0,10,10,3,21,3,7,0,5,5,0,59,0,0,0,0,0,0,0,0,0,7,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,16,19,26,14,13,4,11,11,0,118
UCL121113,0,4,3,5,0,0,0,0,0,15,7,3,3,3,3,0,0,0,0,21,19,5,30,4,13,16,0,4,3,82,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,73,37,18,24,22,3,5,4,211
UCL121114,0,0,0,0,0,0,0,0,0,9,3,4,0,3,0,3,0,0,0,13,5,0,19,5,3,3,3,7,3,58,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,23,22,27,17,12,10,3,19,4,128
UCL121115,3,3,3,5,5,0,0,0,0,24,11,9,5,6,10,0,3,0,0,33,21,11,62,7,24,6,19,9,0,157,0,0,0,0,3,0,0,0,0,10,3,0,0,0,8,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7,49,66,74,22,49,18,27,13,3,339
UCL121116,0,4,0,3,3,0,0,0,0,10,3,0,0,7,4,0,0,0,0,19,8,6,33,7,10,3,0,10,0,75,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,11,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,6,19,28,38,23,19,11,9,20,6,160
UCL121117,3,0,0,8,0,0,0,0,0,15,3,9,0,4,3,3,5,0,0,25,6,3,39,16,21,6,16,10,0,124,0,0,0,0,0,3,0,0,0,4,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,14,28,52,46,31,37,17,25,15,3,255
UCL121118,0,0,0,11,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,10,0,0,0,3,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,17,3,16,3,32,5,3,0,10,4,76
UCL121119,0,0,0,0,0,0,0,0,0,3,3,4,0,7,3,0,0,0,0,18,8,9,41,11,20,9,9,3,0,104,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,7,13,45,43,25,33,13,11,3,3,188
UCL121120,0,4,0,4,0,0,0,0,0,9,3,0,0,5,7,0,0,0,0,15,9,7,28,6,10,0,5,6,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,3,12,14,16,28,25,21,10,5,11,3,139
UCL121121,0,4,0,4,0,3,0,0,0,19,0,3,0,4,0,0,0,3,0,11,8,0,25,10,7,4,9,6,0,74,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,10,32,30,19,16,10,16,17,3,153
UCL121122,3,4,0,3,0,0,0,0,0,7,0,3,0,10,3,0,0,0,0,13,12,4,20,13,12,8,9,8,0,78,0,0,0,0,3,5,0,7,0,15,0,0,0,0,3,3,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,25,36,22,26,21,18,10,19,0,177
UCL121123,0,0,0,7,3,0,0,0,0,14,0,0,0,4,0,3,0,0,0,13,4,4,25,6,7,8,10,4,0,68,3,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,3,15,14,15,34,20,13,11,17,14,6,134
UCL121124,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,4,29,8,6,3,11,9,0,66,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,11,13,28,12,7,3,16,14,0,108
UCL121125,0,3,0,3,0,0,0,3,0,14,0,0,3,4,3,0,0,0,0,12,5,3,45,12,9,11,15,5,3,115,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,3,9,16,32,53,23,22,11,16,18,4,202
UCL121126,7,7,5,7,3,0,0,4,0,34,3,3,4,15,8,0,0,3,0,37,13,14,66,23,16,10,25,13,0,180,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,3,0,15,30,70,79,46,34,21,32,31,0,338
UCL122001,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,0,17,0,3,6,0,7,0,39,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,8,4,19,7,8,8,3,9,0,67
UCL122002,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,10,0,3,3,0,0,3,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,10,13,4,0,0,14,0,51
UCL122003,0,0,0,3,5,0,0,0,0,10,3,0,0,3,3,0,0,0,0,11,9,3,27,4,4,3,7,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,28,11,11,3,7,3,0,116
UCL122004,0,3,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,7,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33,7,10,5,6,0,0,0,73
UCL122005,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,6,3,3,9,3,5,0,3,4,0,27,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,13,8,4,3,5,0,61
