UCL_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
UCL112003,0,35,..,3,0,3,0,3,..,10,0,10,0,10,..,4,0,4,0,4,..,32,4,39,0,39,..,39,3,43,0,42,..,3,0,3,0,3,..,3,0,3,0,3,..,11,0,11,0,11,..,36,0,36,0,36,..,19,3,22,0,22,..,19,0,19,0,19,..,88,3,91,0,91,..,84,3,90,0,94,..,8,0,8,0,8,..,28,4,33,0,35,..,3,0,3,0,3,..,40,3,41,0,41,..,172,24,194,3,195,..,1116,99,1210,9,1215,..,30,4,35,803,842,13286,1144,105,1243,809,15338,25444,..,..,..,..,25444,..,13,0,13,0,13,..,48,4,59,0,59,..,15,0,15,0,15,..,67,20,81,0,81,..,147,26,172,3,172,..,5,8,14,0,14,..,222,46,266,3,266,..,31,6,34,0,34,..,65,4,65,0,65,..,118,3,121,0,118,..,177,3,183,0,184
UCL112004,0,14,..,12,3,12,0,12,..,5,0,5,0,5,..,3,0,3,0,3,..,8,0,11,0,15,..,0,0,0,0,0,..,7,0,3,0,3,..,9,4,17,0,17,..,7,0,7,0,7,..,3,0,3,0,3,..,15,0,15,0,15,..,5,0,5,0,5,..,30,0,30,0,30,..,38,0,35,0,35,..,3,0,3,0,3,..,18,4,18,0,18,..,3,0,5,0,5,..,12,3,14,0,14,..,97,14,108,8,117,..,652,76,729,20,744,..,29,0,31,642,671,10064,677,72,755,661,11479,18755,..,..,..,..,18755,..,20,0,17,0,17,..,30,3,32,0,37,..,0,0,0,0,0,..,33,3,43,0,40,..,60,19,80,0,80,..,6,0,6,0,6,..,95,22,125,0,122,..,11,0,13,0,13,..,41,3,45,0,44,..,60,0,61,0,61,..,95,3,100,0,100
UCL112005,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,7,0,7,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,12,0,13,0,13,..,4,0,4,0,4,..,21,0,24,0,24,..,3,0,3,0,3,..,0,0,0,0,0,..,24,11,35,0,35,..,3,0,3,0,3,..,3,0,4,0,4,..,41,12,54,3,58,..,173,47,219,7,225,..,23,0,23,653,676,10018,195,47,235,659,10920,19179,..,..,..,..,19179,..,0,0,0,0,0,..,4,0,5,0,5,..,7,0,7,0,7,..,22,8,29,0,29,..,13,3,16,0,13,..,4,0,4,0,4,..,44,6,54,0,49,..,3,0,3,0,3,..,11,0,11,0,11,..,5,0,5,0,5,..,12,3,16,0,16
UCL112006,0,11,..,3,0,4,0,4,..,4,0,4,0,4,..,6,14,26,0,26,..,20,0,20,0,20,..,20,0,19,0,19,..,7,0,7,0,7,..,8,0,11,0,11,..,40,0,43,0,43,..,10,0,12,0,12,..,61,3,57,0,63,..,17,0,17,0,17,..,123,7,129,0,129,..,75,11,86,0,87,..,5,0,5,0,5,..,49,9,61,0,61,..,4,0,4,0,4,..,19,6,26,0,31,..,425,257,681,13,694,..,1429,406,1838,34,1872,..,99,8,110,1726,1840,21526,1531,410,1949,1764,25238,41272,..,..,..,..,41272,..,48,0,48,0,48,..,113,19,129,0,129,..,27,0,27,0,27,..,49,21,75,3,77,..,73,38,114,3,117,..,17,0,22,3,18,..,142,65,207,7,211,..,8,0,13,0,13,..,67,4,68,0,68,..,108,6,115,3,118,..,178,3,186,5,191
UCL112007,0,22,..,3,0,3,0,3,..,3,0,3,0,3,..,14,0,14,0,14,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,22,3,27,0,27,..,4,3,6,0,6,..,63,4,65,0,65,..,7,0,7,0,7,..,96,8,103,0,103,..,15,0,21,0,21,..,26,0,26,0,26,..,12,3,19,0,19,..,0,0,0,0,0,..,35,0,35,0,30,..,179,31,208,0,206,..,972,126,1098,6,1103,..,42,10,53,1134,1185,15665,1014,137,1150,1142,17954,29857,..,..,..,..,29857,..,34,0,34,0,34,..,88,3,89,0,93,..,30,0,29,0,29,..,53,31,83,0,83,..,124,33,157,0,157,..,6,0,10,0,10,..,183,66,245,0,249,..,0,0,0,0,0,..,12,0,17,0,17,..,25,3,26,0,26,..,31,0,30,0,30
UCL112008,0,31,..,0,0,0,0,0,..,3,0,3,0,3,..,4,3,9,0,9,..,7,0,7,0,7,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,33,0,33,0,33,..,7,0,5,0,5,..,21,0,21,0,21,..,4,0,4,0,4,..,61,0,62,0,62,..,15,0,16,0,17,..,0,0,0,0,0,..,20,3,25,0,25,..,4,0,4,0,4,..,0,0,0,0,0,..,100,32,127,3,129,..,431,100,538,12,547,..,37,5,46,652,699,9958,473,110,583,663,11200,19411,..,..,..,..,19411,..,11,0,11,0,8,..,36,8,43,0,43,..,0,0,0,0,0,..,20,14,42,0,42,..,49,18,62,4,71,..,3,0,3,0,3,..,73,35,105,4,112,..,5,3,5,0,5,..,10,0,10,0,10,..,24,4,30,0,30,..,28,0,29,3,33
UCL112009,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,14,0,12,0,12,..,48,3,45,0,45,..,4,0,4,0,4,..,83,3,86,0,86,..,20,0,23,0,27,..,3,0,3,0,3,..,22,0,28,0,28,..,0,0,0,0,0,..,14,4,24,0,24,..,124,25,149,0,151,..,643,91,728,8,744,..,49,4,48,1039,1085,12602,684,94,781,1048,14424,24092,..,..,..,..,24092,..,13,3,18,0,18,..,11,0,11,0,11,..,58,3,61,0,62,..,24,4,26,0,26,..,55,19,75,0,75,..,3,0,4,0,3,..,82,25,107,0,110,..,3,0,3,0,3,..,23,0,28,0,28,..,51,3,53,0,53,..,88,0,88,4,86
UCL112010,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,37,6,44,0,44,..,4,0,4,57,62,959,46,6,49,59,1066,1942,..,..,..,..,1942,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,6,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0
UCL112011,0,10,..,3,3,4,0,4,..,10,0,10,0,10,..,0,0,0,0,0,..,12,0,12,0,12,..,4,4,6,0,6,..,4,0,4,0,4,..,3,0,3,0,3,..,19,0,19,0,19,..,21,0,20,0,20,..,61,0,68,0,68,..,3,0,3,0,3,..,109,0,115,0,115,..,36,4,46,0,46,..,3,0,3,0,3,..,22,8,35,0,36,..,0,0,0,0,0,..,11,7,13,0,19,..,124,22,154,3,154,..,661,114,774,12,783,..,45,3,53,1113,1164,13661,711,114,823,1119,15602,26495,..,..,..,..,26495,..,15,0,15,0,15,..,32,4,41,0,41,..,16,0,20,0,20,..,38,28,64,0,64,..,61,17,81,0,81,..,3,0,3,0,3,..,100,47,148,0,148,..,18,9,25,0,30,..,32,0,33,0,33,..,27,0,25,0,27,..,55,0,54,0,54
UCL112012,0,34,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,11,0,11,..,21,0,22,0,22,..,34,12,42,0,42,..,4,0,4,0,4,..,10,0,15,0,15,..,30,3,33,0,33,..,9,0,9,0,9,..,36,0,38,0,42,..,14,0,14,0,14,..,96,3,99,0,104,..,31,8,42,0,42,..,16,3,20,0,25,..,14,9,21,0,21,..,12,4,9,0,9,..,18,3,28,0,28,..,274,46,324,13,336,..,999,190,1188,21,1217,..,48,0,45,1147,1191,16814,1045,187,1237,1173,19218,32456,..,..,..,..,32456,..,59,0,64,0,64,..,70,8,80,0,80,..,16,0,16,0,16,..,59,33,88,0,88,..,96,38,134,0,134,..,3,3,5,0,5,..,153,76,227,0,227,..,23,7,28,4,36,..,22,0,22,0,22,..,30,0,31,0,31,..,55,4,65,0,65
UCL112013,0,23,..,3,0,3,0,3,..,7,0,7,0,7,..,3,0,4,0,4,..,12,0,12,0,9,..,16,0,16,0,16,..,3,0,3,0,3,..,6,0,8,0,8,..,35,0,37,0,38,..,6,0,6,0,6,..,38,0,44,0,44,..,0,0,0,0,0,..,86,3,90,0,88,..,47,3,52,0,52,..,3,0,3,0,3,..,29,4,35,0,35,..,4,0,4,0,4,..,25,12,30,0,30,..,133,22,156,7,157,..,810,105,916,20,929,..,72,0,71,1295,1370,21327,882,108,983,1319,23629,40409,..,..,..,..,40409,..,44,0,44,0,51,..,46,3,53,0,52,..,13,0,11,0,14,..,45,22,62,6,67,..,77,28,107,0,113,..,12,0,12,0,12,..,135,49,185,4,195,..,16,3,20,0,20,..,83,0,84,0,88,..,100,0,106,3,110,..,101,3,102,5,108
UCL112014,0,41,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,11,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,49,0,48,0,48,..,3,0,3,0,3,..,95,9,98,0,102,..,5,0,5,0,5,..,147,8,157,0,156,..,8,4,12,0,10,..,4,0,4,0,4,..,16,8,22,0,22,..,0,0,0,0,0,..,16,10,31,0,35,..,105,25,131,5,139,..,656,146,801,17,819,..,50,0,48,1229,1277,15576,703,148,850,1244,17675,29478,..,..,..,..,29478,..,45,0,45,0,45,..,38,3,39,0,39,..,22,0,26,0,26,..,52,24,77,0,79,..,124,96,213,7,220,..,6,5,5,0,5,..,179,123,301,8,309,..,0,0,0,0,0,..,14,0,14,0,9,..,33,0,33,0,33,..,28,0,28,0,28
UCL112015,0,35,..,0,0,0,0,0,..,3,0,3,0,3,..,20,6,30,0,30,..,9,0,6,0,6,..,4,0,4,0,4,..,3,0,3,0,3,..,13,0,13,0,13,..,61,3,70,0,66,..,10,0,10,0,10,..,75,0,79,0,79,..,21,3,24,0,24,..,169,4,173,0,178,..,31,3,28,0,30,..,20,3,24,0,24,..,17,3,20,0,20,..,0,0,0,0,0,..,18,9,26,0,26,..,440,110,550,6,556,..,1371,263,1630,25,1660,..,73,0,70,1178,1249,22034,1440,261,1705,1205,24943,42329,..,..,..,..,42329,..,68,0,67,0,72,..,224,29,254,0,255,..,35,0,40,4,41,..,78,35,116,0,118,..,108,92,196,0,200,..,18,12,29,0,29,..,200,137,340,0,341,..,19,0,20,0,20,..,21,0,21,0,19,..,43,0,50,0,50,..,66,3,72,0,72
UCL113001,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,19,0,19,0,19,..,8,0,13,0,13,..,0,0,0,0,0,..,18,3,16,0,16,..,3,0,3,0,3,..,7,0,7,0,7,..,53,9,62,0,63,..,274,25,303,7,310,..,21,0,20,730,748,7666,299,28,326,731,8727,14573,..,..,..,..,14573,..,9,0,9,0,9,..,7,4,12,0,12,..,0,0,0,0,0,..,11,8,12,0,12,..,23,6,36,0,37,..,3,0,3,0,3,..,40,11,54,0,51,..,6,0,7,0,7,..,10,0,10,0,11,..,22,3,30,0,30,..,45,0,45,0,44
UCL113002,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,3,3,4,0,4,..,6,0,6,0,6,..,5,0,5,0,5,..,30,3,30,0,30,..,12,0,15,0,12,..,0,0,0,0,0,..,3,3,9,0,9,..,3,0,3,0,3,..,6,0,5,0,5,..,41,4,46,0,50,..,259,30,288,5,293,..,18,0,25,393,412,5170,280,26,311,394,5874,9932,..,..,..,..,9932,..,8,0,8,0,8,..,13,5,17,0,17,..,13,0,13,0,13,..,14,3,15,0,15,..,8,0,15,0,13,..,0,0,0,0,0,..,27,3,32,0,34,..,36,11,48,3,48,..,25,0,25,0,27,..,17,0,17,0,17,..,37,3,47,0,49
UCL113003,0,0,..,0,0,0,0,0,..,7,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,19,0,20,..,0,0,0,0,0,..,17,0,20,0,20,..,5,0,5,0,5,..,41,3,45,0,44,..,4,0,4,0,4,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,43,7,45,0,45,..,200,27,220,5,227,..,23,3,26,787,814,7995,225,24,249,791,9033,15607,..,..,..,..,15607,..,11,0,11,0,8,..,6,0,6,0,8,..,28,0,30,0,30,..,3,0,3,0,3,..,13,0,14,3,14,..,0,0,0,0,0,..,15,0,16,3,20,..,9,3,11,0,11,..,3,0,3,0,3,..,7,0,7,0,7,..,14,0,15,3,18
UCL113004,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,10,0,10,0,10,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,12,3,11,3,15,..,67,7,72,3,79,..,5,0,5,187,190,2638,74,7,81,192,2906,5086,..,..,..,..,5086,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3
UCL113005,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,15,0,15,0,15,..,4,0,4,0,4,..,25,0,25,0,25,..,3,0,3,0,3,..,40,0,40,0,40,..,19,0,19,0,19,..,0,0,0,0,0,..,10,3,14,0,14,..,0,0,0,0,0,..,4,0,4,0,4,..,44,4,42,0,49,..,276,23,302,4,309,..,26,0,25,766,790,9362,304,26,328,774,10466,17835,..,..,..,..,17835,..,3,0,3,0,3,..,13,0,13,0,14,..,11,0,11,0,11,..,28,13,46,0,41,..,14,7,22,0,22,..,0,0,0,0,0,..,50,19,64,0,69,..,13,0,11,0,11,..,28,0,28,0,28,..,22,3,26,0,26,..,60,0,58,3,66
UCL113006,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,3,0,3,..,0,0,0,0,0,..,18,0,18,0,18,..,0,0,0,0,0,..,22,0,20,0,24,..,9,0,9,0,9,..,47,0,48,0,48,..,3,0,3,0,8,..,3,0,8,0,8,..,5,0,5,0,5,..,0,0,0,0,0,..,3,3,8,0,8,..,28,0,26,0,29,..,194,22,219,6,225,..,25,0,23,538,561,7883,220,22,239,546,8665,15101,..,..,..,..,15101,..,3,0,5,0,5,..,8,0,7,0,7,..,22,0,22,3,30,..,30,5,34,0,34,..,15,5,18,0,18,..,4,0,4,0,4,..,43,14,60,0,60,..,0,0,0,0,0,..,8,0,8,0,8,..,8,0,8,0,8,..,25,0,25,0,25
UCL113007,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,5,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,95,11,107,3,110,..,0,0,0,0,0,..,35,0,35,0,35,..,4,0,4,0,4,..,51,3,51,0,55,..,6,6,14,0,14,..,98,12,105,0,105,..,25,6,35,0,35,..,7,0,6,0,12,..,19,3,22,0,22,..,21,28,53,0,56,..,0,0,3,0,3,..,302,79,374,10,382,..,1651,531,2183,35,2219,..,29,10,39,829,869,6472,1684,539,2225,870,9561,12717,..,..,..,..,12717,..,36,0,40,0,40,..,29,7,32,0,32,..,4,0,4,0,4,..,41,18,54,0,59,..,57,132,193,0,193,..,3,3,8,0,8,..,95,156,251,0,257,..,0,0,0,0,0,..,7,0,7,0,7,..,7,0,10,0,10,..,20,4,20,0,20
UCL113008,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,14,0,14,0,14,..,3,0,3,0,3,..,29,0,29,0,29,..,8,0,8,0,8,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,26,6,29,0,33,..,137,25,159,3,159,..,26,0,23,593,623,4568,157,28,183,596,5355,8756,..,..,..,..,8756,..,0,0,0,0,0,..,10,0,10,0,10,..,31,8,39,3,45,..,8,3,14,0,14,..,15,20,36,0,36,..,7,3,7,0,7,..,27,21,57,0,57,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,3,0,3,..,8,0,8,0,8
UCL113009,0,3,..,15,3,14,0,14,..,8,0,8,0,8,..,3,0,4,0,4,..,9,0,6,0,6,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,4,0,4,0,0,..,11,0,10,0,10,..,24,0,22,0,22,..,3,0,3,0,3,..,21,3,19,0,19,..,0,0,0,0,0,..,0,0,4,0,4,..,43,10,54,0,54,..,302,32,334,3,334,..,15,0,15,311,330,6157,318,34,349,314,6825,12161,..,..,..,..,12161,..,19,0,19,0,19,..,20,0,21,0,21,..,0,0,0,0,0,..,19,9,29,0,29,..,25,7,38,0,38,..,0,3,7,0,7,..,54,21,73,0,73,..,19,0,19,0,19,..,26,0,22,0,22,..,17,0,17,0,17,..,67,0,71,0,71
UCL113010,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,20,0,20,..,0,0,0,0,0,..,22,0,21,0,21,..,9,0,9,0,9,..,40,0,44,0,44,..,3,0,3,3,3,..,0,0,0,0,0,..,15,0,15,0,15,..,0,0,0,0,0,..,0,3,4,0,4,..,6,4,13,3,12,..,133,18,149,9,154,..,15,0,15,538,551,7762,148,18,164,546,8472,15459,..,..,..,..,15459,..,12,0,12,0,12,..,3,3,8,0,8,..,0,0,0,0,0,..,5,3,12,0,12,..,7,0,6,0,6,..,0,0,0,0,0,..,13,3,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,14,0,14,0,14
UCL113011,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,11,0,11,..,7,0,9,0,9,..,24,0,24,0,24,..,3,0,3,0,3,..,36,3,39,0,39,..,11,0,11,0,11,..,3,0,3,0,3,..,18,0,17,0,17,..,0,0,0,0,0,..,15,3,15,0,15,..,39,8,48,3,44,..,230,44,270,3,275,..,31,0,31,477,504,5155,254,44,299,482,5929,10091,..,..,..,..,10091,..,3,0,3,0,3,..,18,5,28,0,26,..,3,0,3,0,3,..,23,10,33,0,37,..,8,9,16,0,16,..,0,0,0,0,0,..,29,25,55,0,57,..,9,0,11,0,11,..,16,0,16,0,16,..,11,0,11,0,11,..,21,0,19,0,20
UCL113012,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,9,..,11,0,8,0,8,..,25,4,25,0,25,..,8,0,8,0,8,..,14,0,15,3,17,..,0,0,0,0,0,..,11,0,11,0,11,..,4,0,4,0,4,..,35,0,33,3,32,..,38,0,45,0,45,..,3,0,3,0,3,..,12,3,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,102,14,124,0,124,..,425,57,480,10,484,..,25,0,26,401,430,8708,447,55,506,409,9626,16905,..,..,..,..,16905,..,50,3,48,0,48,..,18,0,17,0,17,..,3,0,3,0,3,..,19,5,20,4,27,..,28,10,38,0,38,..,0,0,0,0,0,..,48,15,62,4,62,..,9,0,17,0,17,..,33,0,29,0,30,..,37,0,34,0,34,..,33,0,37,3,35
