UCL_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
UCL113005,0,0,3,3,17,8,15,6,0,0,0,0,0,0,0,56,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,3,0,3,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,127,197,252,72,33,54,17,4,4,0,3,3,3,45,830,0,0,0,7,0,0,4,5,3,0,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,36,37,63,21,15,22,18,10,0,5,0,0,0,13,239,27,309,336,436,203,143,177,96,26,28,26,10,20,16,113,1974
UCL113006,0,0,0,0,0,4,3,3,3,0,0,0,0,0,0,19,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,74,74,34,26,17,18,0,3,0,0,0,0,17,304,0,0,0,11,0,6,4,4,6,3,0,0,0,0,0,34,0,0,0,0,0,0,0,12,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,4,15,29,14,10,12,14,0,0,7,3,7,0,9,124,8,80,115,161,94,101,83,120,22,35,16,26,16,6,61,954
UCL113007,0,0,0,0,3,3,16,23,9,9,4,5,0,0,3,73,0,0,0,0,3,0,4,17,0,3,0,4,4,0,0,28,0,0,0,0,0,3,8,6,0,0,0,0,3,0,0,25,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,43,16,0,0,0,3,0,0,3,88,0,19,23,42,15,7,15,20,5,13,0,6,13,5,12,210,0,0,4,0,0,6,7,0,0,0,0,3,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,20,3,0,0,5,0,0,0,36,0,6,25,30,37,79,152,59,40,39,61,52,71,38,76,783,34,360,296,208,135,303,676,687,152,193,212,199,218,137,289,4102
UCL113008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,50,56,12,7,7,0,0,4,0,0,0,0,16,170,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,16,9,8,12,5,0,0,3,4,6,9,14,94,3,36,82,106,51,59,45,30,14,16,14,19,18,28,78,601
UCL113009,0,0,6,6,11,0,29,24,0,0,0,0,3,0,0,76,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,6,5,0,0,7,0,4,0,0,22,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,77,186,270,73,62,81,85,11,9,14,6,10,0,30,922,0,0,3,8,4,10,9,6,0,0,0,4,7,3,3,56,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,9,0,15,26,68,23,14,24,15,0,0,4,8,4,3,7,211,4,170,327,449,195,168,260,200,32,37,37,35,32,10,76,2022
UCL113010,0,0,0,0,0,0,7,7,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,0,3,0,3,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,79,85,51,26,24,24,0,0,0,0,0,0,18,342,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,18,17,3,6,3,0,0,0,5,0,0,3,73,0,88,135,144,126,79,77,85,22,29,11,14,9,4,38,861
UCL113011,0,0,0,3,6,0,0,4,3,3,0,0,0,0,0,16,0,0,0,0,0,4,0,6,0,0,0,4,0,0,0,11,0,0,0,0,0,3,0,10,3,0,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,69,129,59,16,14,3,4,0,0,0,7,0,14,364,0,0,0,7,0,3,0,3,0,0,0,0,0,0,0,22,0,0,0,0,4,4,3,6,3,0,3,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,33,16,11,17,10,0,4,0,4,5,0,5,133,7,91,138,234,151,104,112,103,18,17,3,19,28,9,46,1084
UCL113012,0,3,0,13,15,13,33,27,8,0,3,0,0,0,3,123,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,11,3,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,105,165,215,71,56,45,29,8,3,7,0,3,5,48,757,0,0,3,9,10,10,17,8,7,0,0,3,0,0,5,72,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,4,8,3,0,0,0,0,0,0,22,8,21,41,93,47,60,45,55,6,10,22,12,10,4,25,468,33,273,334,498,294,315,302,225,62,45,49,49,24,22,136,2655
UCL113013,0,0,0,0,0,4,8,7,6,13,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,41,68,24,9,19,6,7,3,0,0,0,0,14,222,0,0,0,3,0,0,3,3,0,0,0,0,0,0,3,13,0,0,0,0,3,3,4,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,0,8,11,20,3,7,11,14,0,0,0,0,3,0,12,96,7,67,79,137,74,55,95,104,16,39,23,10,18,5,56,788
UCL113014,0,0,0,3,5,0,3,21,4,0,0,0,0,0,0,35,0,0,0,0,0,8,0,7,0,0,3,0,0,0,0,20,0,0,0,0,0,0,4,3,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,51,13,9,9,8,7,3,0,0,3,0,11,160,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,20,0,0,4,0,0,0,0,25,0,7,3,20,3,7,16,27,9,3,3,6,5,0,3,105,0,39,45,105,53,79,96,171,36,40,38,29,27,22,31,811
UCL113015,0,0,0,3,13,8,22,16,3,3,3,7,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,13,5,3,0,0,0,0,0,7,40,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,3,3,0,0,0,0,0,0,0,3,17,4,94,129,215,114,51,83,110,17,14,16,5,11,4,33,911,0,3,3,3,8,3,17,14,0,3,3,3,3,0,0,69,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,12,0,21,24,62,42,29,27,26,10,3,3,11,3,0,13,273,13,197,307,407,280,188,255,272,54,34,37,56,34,20,101,2262
UCL113016,0,0,0,0,7,6,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,0,5,3,26,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,58,71,84,41,19,19,16,0,0,0,3,0,0,8,324,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,11,7,28,15,16,23,19,0,0,3,3,4,0,0,142,7,125,118,172,141,123,103,98,24,14,11,16,20,6,33,1008
UCL113017,0,0,0,0,0,3,32,45,0,5,5,0,3,0,3,100,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,12,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,68,36,20,15,18,4,3,9,0,3,0,7,222,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,16,0,0,0,0,4,3,7,3,0,4,0,4,0,0,0,21,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,8,0,3,3,12,7,13,20,19,0,14,6,6,5,0,3,111,0,47,55,111,119,141,168,193,46,52,41,36,34,7,35,1103
UCL113018,0,0,0,7,11,3,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,162,247,56,24,21,11,4,0,0,0,0,0,23,610,0,3,0,10,0,7,7,3,0,0,0,8,0,0,0,35,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,13,29,64,24,14,19,9,0,0,0,0,0,0,8,193,3,164,288,423,138,106,92,42,9,9,3,9,12,3,57,1360
UCL113019,0,0,0,3,0,5,3,0,0,0,0,5,4,0,0,21,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65,122,125,33,27,37,3,4,0,3,3,7,0,19,455,0,5,0,0,7,6,12,6,0,0,0,0,0,0,3,36,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,6,10,0,0,0,0,0,0,0,22,3,8,20,45,11,9,18,24,3,6,4,3,0,0,22,175,11,143,205,248,132,125,173,150,25,41,10,26,22,14,82,1404
UCL113020,0,3,3,5,7,0,5,3,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,3,0,3,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,91,172,240,81,33,36,42,4,0,3,4,0,3,26,745,0,0,0,3,8,10,12,3,0,0,0,0,0,0,3,41,0,0,0,0,5,3,0,3,0,0,0,3,0,0,0,21,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,25,33,59,18,25,12,9,0,4,0,0,3,3,0,198,13,204,331,421,206,120,115,114,9,25,14,22,17,15,47,1675
UCL114001,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,51,47,17,14,23,14,4,0,3,4,0,0,10,206,0,0,0,3,0,7,3,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,13,13,3,13,7,0,0,0,0,0,0,4,68,12,42,97,86,62,43,66,47,5,4,10,5,0,3,25,518
UCL114002,0,0,0,3,14,0,4,6,3,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,42,86,26,16,26,17,0,3,4,0,0,0,10,251,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,16,5,6,8,8,0,0,0,0,0,0,3,69,0,64,94,144,80,51,72,52,10,8,10,0,8,5,20,615
UCL114003,0,0,0,8,11,8,5,3,0,4,0,0,0,0,0,44,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,8,3,0,0,0,3,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,34,49,95,41,49,93,56,4,14,16,17,18,11,27,511,0,0,3,9,16,12,19,12,4,3,4,4,4,6,4,97,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,5,28,25,34,45,51,19,24,27,28,41,10,20,361,3,59,108,189,199,191,268,200,51,70,75,83,93,67,101,1745
UCL114004,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,78,103,130,39,14,28,12,4,0,0,0,0,0,25,438,0,0,0,11,0,0,3,0,0,3,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,28,11,3,7,0,0,0,0,0,0,0,3,76,12,132,163,204,96,39,79,41,10,12,8,3,8,6,56,873
UCL114005,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,33,47,21,5,6,0,0,0,0,0,0,0,7,140,0,0,0,0,0,0,5,3,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,4,8,13,8,5,0,3,0,0,7,5,0,0,8,57,3,43,69,88,52,41,47,43,3,6,10,14,8,0,31,480
UCL114006,0,0,3,0,0,4,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,20,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,27,41,57,33,19,10,6,0,0,0,0,0,0,12,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,5,3,0,0,0,0,0,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,28,36,7,7,13,14,0,0,0,3,3,0,29,171,4,133,155,169,77,91,81,55,6,15,3,7,19,3,112,947
UCL114007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,36,47,5,7,3,10,0,0,0,0,0,0,7,142,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,11,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,8,0,3,0,0,0,6,3,6,0,3,51,3,46,55,75,25,32,21,28,8,9,8,16,19,3,15,369
UCL114008,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,46,33,17,7,6,0,3,0,0,0,0,0,11,143,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,5,0,3,3,0,0,0,0,0,3,0,0,28,3,60,67,55,39,30,36,32,7,14,6,11,10,3,18,387
UCL114009,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,33,49,5,7,5,0,0,0,0,0,0,0,5,134,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,3,10,9,10,3,6,18,3,0,0,0,0,0,0,0,62,10,77,64,88,29,41,55,41,3,12,3,3,4,3,30,465
UCL114010,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,23,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,28,32,11,0,9,0,0,0,0,4,0,0,13,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,3,0,0,0,10,5,0,7,6,18,20,5,7,94,3,30,53,54,20,30,56,36,8,26,23,41,34,11,37,462
UCL114011,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,21,10,9,3,3,0,0,0,0,0,0,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,11,0,0,0,0,0,0,0,28,0,24,34,41,25,37,37,38,3,21,9,9,3,4,10,297
UCL114012,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,28,51,13,8,11,3,0,0,0,0,0,0,4,127,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,9,8,6,0,3,0,0,4,0,0,51,6,18,55,83,27,25,45,27,5,15,0,6,10,3,21,349
UCL114013,0,0,0,0,3,0,10,7,4,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,22,25,6,8,9,9,0,0,0,3,0,0,10,97,0,0,0,0,0,3,4,0,0,3,0,0,0,4,0,12,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,7,14,0,3,0,0,4,0,6,45,3,28,33,41,42,28,55,61,14,26,19,11,16,10,32,427
UCL114014,0,0,0,0,3,3,4,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,32,56,38,38,56,48,7,4,10,4,0,0,10,320,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,7,14,18,12,5,4,8,0,0,0,0,87,0,23,45,87,97,92,125,105,14,9,31,14,3,0,21,670
UCL114015,0,0,0,0,4,0,8,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,29,42,6,6,4,3,0,0,0,0,0,0,11,139,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,9,6,3,13,19,7,6,4,6,7,0,0,88,3,42,52,62,43,40,50,101,28,43,34,38,39,4,36,616
UCL114016,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,30,0,3,6,0,0,3,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,4,3,8,3,5,8,14,9,15,0,0,8,3,7,87,3,65,64,59,20,40,69,86,22,37,40,41,43,16,31,643
UCL114017,0,0,3,3,3,5,12,8,0,3,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,25,61,30,28,49,44,7,12,6,0,9,0,13,284,0,0,4,5,8,4,6,7,0,3,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,3,8,17,13,11,15,14,0,0,9,5,0,0,0,103,3,25,56,116,98,99,145,121,11,22,23,13,16,3,27,774
