LGA_CODE_2016,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Turk_BP_B_OS,C11_Turk_Fa_O_B_OS,C11_Turk_Mo_O_B_OS,C11_Turk_BP_B_Aus,C11_Turk_Bplace_NS,C11_Turk_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_T_resp,C11_T_P_BP_B_OS,C11_T_P_Fa_only_bor_os,C11_T_P_Mo_O_B_OS,C11_T_P_BP_B_Aus,C11_T_P_Bplace_NS,C11_T_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus
LGA17400,114,2454,74,2814,0,3,0,169,8,179,13,6,3,12,3,35,0,0,0,0,0,0,37,16,9,25,0,85,254,174,100,2111,65,2710,17,0,3,0,0,17,13,3,0,16,0,27,54,20,14,392,11,486,3,0,0,7,0,11,4,3,0,0,0,6,3,0,3,0,0,4,54,27,35,760,27,909,42,22,4,95,3,168,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,5,4,0,7,3,0,22,16,3,5,3,0,30,9,0,0,6,0,19,3,0,0,0,0,4,69,34,33,557,20,713,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,13,3,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,4,4,21,0,46,82,32,15,62,0,194,19,17,0,162,345,542,593,334,217,5163,514,6809,14,151,81,2345
LGA17420,3496,30934,599,41196,0,4,0,64,0,72,11310,216,332,337,198,12396,869,158,75,239,30,1373,1084,318,163,421,20,2013,9685,3927,2652,23109,633,40007,2658,73,154,15,45,2940,303,53,63,229,10,657,1336,347,258,1830,40,3815,1113,250,115,660,38,2179,361,53,36,74,10,534,5758,105,99,58,102,6128,2077,899,639,8208,157,11986,3268,1025,442,2457,110,7298,2474,9,39,10,50,2579,1589,303,168,587,55,2708,108,21,5,20,0,154,1243,345,191,806,31,2629,244,47,36,19,9,364,679,236,205,72,7,1206,897,107,108,174,11,1301,447,51,33,116,6,659,2080,930,651,6108,119,9886,315,52,28,44,15,450,1278,82,72,41,8,1482,737,103,57,64,22,981,1542,38,35,13,22,1652,437,56,10,17,11,529,500,19,15,6,12,562,279,83,44,276,3,684,12393,1117,786,1042,265,15609,867,129,123,1003,3190,5308,61718,9995,6838,58066,5371,141995,1520,5154,3763,28693
LGA17550,2138,27873,854,34127,0,11,4,311,15,350,369,33,33,190,17,646,87,21,7,25,5,149,563,192,121,296,22,1200,7268,2937,2027,23106,901,36236,272,7,101,14,20,410,192,31,21,227,14,495,772,277,167,2331,59,3609,125,80,15,187,4,411,111,26,6,29,0,175,308,25,36,25,15,404,1251,675,420,8531,247,11122,515,253,100,904,41,1809,30,0,3,0,0,34,32,19,11,57,3,118,19,8,0,17,0,44,133,35,23,58,7,269,388,72,48,46,11,569,530,180,129,51,27,913,186,42,22,77,7,324,103,25,28,59,7,214,1670,664,468,6117,164,9088,27,3,0,0,0,37,156,35,21,12,0,220,110,17,13,94,5,234,19,4,10,6,0,42,15,7,0,3,0,31,23,6,7,3,0,45,259,70,41,242,10,625,1896,539,364,1074,106,3974,245,89,79,1462,3729,5606,14903,5742,4009,54714,5742,85107,476,3345,2381,29185
LGA17620,235,5825,149,6502,0,0,0,24,0,23,57,3,0,24,0,81,3,0,0,0,0,0,51,23,17,27,0,114,441,271,219,4680,153,5766,39,0,0,0,3,45,10,4,0,25,0,43,47,24,24,379,9,493,3,4,0,11,0,14,7,0,0,0,0,7,7,0,0,0,4,6,117,54,37,1235,17,1461,25,16,5,96,0,143,5,0,0,0,0,7,14,0,3,7,0,29,0,0,0,0,0,0,14,4,8,23,0,43,24,3,3,0,8,43,58,13,22,13,0,101,4,5,0,9,0,16,6,0,0,0,0,8,121,84,58,1126,24,1411,0,0,0,0,0,4,19,4,0,0,0,24,3,3,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,3,41,0,70,168,31,34,63,7,292,27,12,5,353,609,1002,1099,521,420,10795,925,13751,26,284,217,6019
LGA17640,112,2724,65,3063,0,0,0,11,0,11,15,3,0,12,0,29,13,0,0,4,0,15,33,5,11,34,4,93,297,153,106,2485,68,3105,3,4,0,3,0,11,5,0,0,18,0,24,52,6,10,153,8,229,27,10,9,5,0,46,3,3,0,5,0,16,6,0,0,0,0,6,71,34,25,1172,15,1319,19,4,0,35,3,65,0,0,0,0,0,3,0,3,0,0,0,4,5,0,0,0,0,3,13,9,0,11,0,37,3,0,0,0,0,5,13,7,3,3,0,24,7,4,0,0,3,20,3,0,0,0,0,4,91,52,34,646,26,846,3,0,0,0,0,3,8,0,0,0,0,6,6,0,0,3,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,14,0,31,85,24,11,37,5,164,12,9,3,145,270,443,667,299,201,5610,412,7192,15,161,148,3062
LGA17650,111,2556,58,2892,0,0,0,21,0,25,13,4,0,13,0,35,0,0,0,0,0,0,33,8,4,27,0,78,228,157,99,1986,47,2515,4,0,3,0,0,8,9,0,3,9,0,26,38,17,10,188,3,253,6,3,0,3,0,13,3,6,0,0,0,8,0,0,0,0,0,9,37,33,19,693,23,803,17,11,0,39,0,69,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,10,0,9,0,21,6,0,10,3,0,20,8,8,6,4,0,28,9,0,0,7,0,16,0,0,0,10,0,10,56,33,31,496,11,627,0,0,0,0,0,0,5,3,0,0,0,11,3,0,0,9,0,10,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,11,3,0,21,0,38,79,27,13,36,4,157,9,0,9,116,209,343,492,305,205,4706,323,6032,15,171,126,2618
LGA17750,1021,23902,637,27016,0,4,0,287,20,318,441,19,28,117,7,608,39,3,3,13,0,63,252,118,84,281,12,740,1547,1255,859,18790,606,23055,159,0,37,11,3,213,59,15,11,153,0,248,297,149,109,2606,38,3200,80,45,14,123,3,265,46,10,5,30,0,79,318,8,7,10,12,356,354,282,209,7165,172,8187,195,114,33,666,22,1030,48,0,0,8,0,59,13,12,7,37,0,70,4,7,0,4,0,13,49,18,13,83,3,163,49,21,7,27,11,108,122,73,55,41,10,289,87,18,15,65,3,190,31,4,3,13,0,51,430,304,258,4919,102,6013,33,3,0,0,0,35,112,16,20,8,0,160,45,3,3,66,3,115,49,0,3,3,0,55,10,0,0,0,0,6,49,0,0,0,0,49,44,24,15,151,0,238,1502,264,183,448,76,2472,130,51,46,1231,1842,3291,5776,2541,1835,46101,3207,59459,164,1409,993,23881
LGA17850,50,1336,33,1476,0,0,0,10,0,10,12,0,0,3,0,10,0,0,0,0,0,3,7,3,0,3,0,16,72,49,56,1134,25,1336,0,0,0,0,0,3,9,0,0,7,0,16,14,4,3,117,7,150,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,11,8,10,329,10,368,6,3,0,15,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,11,3,0,0,0,0,3,4,3,3,0,0,18,3,0,0,0,0,3,3,0,0,0,0,3,23,13,15,316,4,373,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,25,26,7,9,18,0,61,5,3,0,49,60,115,172,103,87,2531,125,3021,3,57,51,1330
LGA17900,89,2388,113,2712,0,3,0,353,10,368,10,0,0,26,0,39,47,0,0,0,0,51,25,4,9,11,0,50,200,87,74,1627,76,2068,38,0,0,0,3,44,11,0,0,15,0,26,63,13,6,170,0,258,16,0,4,10,3,28,23,0,3,14,0,42,14,0,4,7,0,25,55,23,14,509,9,615,14,3,0,34,0,55,5,0,0,0,0,5,5,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,25,10,3,0,3,0,19,16,4,4,3,0,24,3,0,0,0,0,6,45,19,15,348,10,435,42,7,0,0,0,50,10,0,0,0,0,14,7,0,0,3,0,17,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,6,0,0,21,3,32,169,19,16,30,10,246,35,12,0,213,517,778,805,210,153,4554,730,6453,18,108,67,2479
LGA17950,32,1258,29,1366,0,0,0,25,0,26,3,0,0,11,0,12,0,0,0,0,0,0,8,3,4,6,0,19,49,40,35,958,22,1110,0,0,0,0,0,0,0,0,0,9,0,13,12,3,0,43,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,15,364,7,414,4,0,0,10,0,14,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,3,0,0,3,0,6,3,0,0,0,3,4,4,3,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,5,23,18,11,220,3,272,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,20,0,6,15,0,45,3,0,7,86,84,183,136,76,62,2336,143,2759,0,46,19,1210
LGA18020,154,4090,111,4565,0,3,0,95,7,103,18,3,5,24,0,60,3,0,0,0,0,3,39,14,8,19,0,86,283,208,127,3288,113,4022,12,0,4,3,0,17,4,0,0,15,0,20,58,23,15,268,9,372,11,4,0,5,0,24,15,5,0,0,0,22,3,0,0,0,0,4,36,25,22,879,27,983,21,10,4,58,7,89,3,0,0,0,0,3,5,0,3,13,0,22,0,0,0,0,0,0,12,6,0,8,5,28,4,3,7,3,0,14,13,6,4,3,0,28,23,4,0,3,0,27,3,0,0,3,0,9,74,39,46,801,17,976,3,0,0,0,0,5,0,0,5,3,0,9,8,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,8,27,0,48,71,16,17,52,3,171,14,13,8,202,523,765,658,365,260,7533,769,9589,32,181,145,4006
LGA18050,1769,8212,254,13358,0,3,4,27,0,38,1326,103,109,127,34,1693,205,32,20,40,7,300,372,124,65,120,7,685,7043,1862,1247,6838,372,17365,356,3,46,8,12,419,727,71,40,129,9,983,1300,229,138,741,44,2447,844,152,62,399,34,1490,856,101,63,102,14,1126,359,31,37,13,3,444,2749,516,385,3970,136,7754,1361,301,136,554,47,2405,282,0,14,5,3,304,229,48,14,75,11,379,49,3,3,3,4,62,146,34,21,36,5,253,226,33,16,9,5,293,615,101,104,21,21,858,935,148,82,164,28,1354,1522,74,59,111,33,1798,1405,463,301,2291,68,4526,134,14,4,10,3,172,1761,146,89,16,46,2050,443,18,31,43,10,551,58,18,9,3,4,95,105,20,3,0,0,130,102,6,11,0,0,114,260,37,23,112,3,437,8441,1019,759,768,185,11176,486,62,56,282,6588,7471,29660,5066,3483,17611,7670,63485,637,2708,2105,8350
LGA18100,68,1553,49,1747,0,0,0,3,0,3,4,3,0,3,0,14,0,0,0,0,0,0,17,3,9,3,0,36,110,82,62,1327,47,1627,6,0,4,0,0,8,0,0,0,7,0,5,16,3,5,103,3,125,3,0,0,3,0,4,3,0,0,0,0,6,0,0,0,3,0,3,14,20,16,413,12,477,10,3,0,16,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,3,3,4,0,0,11,3,0,0,4,0,6,0,0,0,0,0,4,27,22,14,323,12,404,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,10,25,7,11,23,0,73,5,6,0,77,135,218,240,146,122,2926,231,3665,9,65,75,1505
LGA18200,74,2539,79,2821,0,3,8,187,7,203,3,0,0,14,0,13,15,0,0,8,0,29,25,8,16,9,0,57,183,101,105,2142,75,2607,4,0,0,0,0,3,3,8,0,12,0,25,21,14,10,346,9,399,7,3,0,11,0,27,11,3,0,3,0,20,3,0,0,0,0,5,24,20,17,554,17,637,135,29,10,160,3,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,14,0,13,7,0,0,9,0,16,13,4,3,6,0,32,6,3,0,3,0,20,0,0,0,0,0,3,35,25,25,512,16,608,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,11,0,3,13,0,32,59,23,7,45,4,132,17,4,4,143,314,481,531,230,178,5180,489,6610,18,103,76,2489
LGA18230,685,20410,632,22782,0,18,4,591,36,643,199,16,22,198,7,443,8,6,0,9,0,27,162,71,55,156,3,448,949,844,592,15709,485,18584,113,0,22,0,0,140,31,18,12,139,9,210,137,68,47,1351,30,1636,64,22,7,85,0,181,25,11,0,4,0,44,162,12,8,20,5,205,193,200,119,5204,98,5817,119,66,22,401,15,619,17,0,3,0,0,19,34,19,0,38,11,96,3,0,0,0,0,12,32,22,7,66,0,121,50,20,13,21,3,108,75,42,34,43,10,208,49,15,10,45,3,124,32,3,8,14,0,57,266,245,158,3384,62,4117,3,0,0,0,0,3,54,15,7,9,0,88,25,3,3,44,0,79,59,12,4,0,0,74,5,4,0,3,0,13,26,0,3,0,0,28,26,21,9,88,0,144,535,123,74,296,22,1056,74,29,27,1101,2409,3645,3085,1773,1216,37658,3564,47297,112,973,668,21538
LGA18250,1952,10566,211,15770,0,3,0,15,0,15,11531,201,340,204,165,12444,491,53,36,62,5,648,393,128,88,96,12,713,5222,2022,1344,8748,276,17613,687,8,59,0,14,762,268,55,35,115,4,482,704,175,119,722,26,1746,476,108,40,220,13,861,304,43,21,55,0,421,1523,19,31,29,28,1629,1145,571,369,4144,103,6330,1161,264,146,615,27,2217,2429,7,34,10,45,2520,349,75,23,84,16,547,109,16,7,7,0,141,73,18,22,48,0,162,78,6,9,3,5,104,552,131,109,22,9,816,341,51,46,59,4,506,308,21,23,33,3,393,1094,452,347,2841,52,4790,137,11,8,14,0,166,396,56,25,3,3,484,272,22,25,23,5,336,152,14,14,0,3,186,65,5,0,3,3,79,198,10,16,0,6,228,185,44,30,120,5,385,6952,590,608,510,146,8797,419,37,34,303,2795,3581,34475,4610,3586,20924,3763,67355,578,2484,2071,9749
LGA18350,1358,14239,400,18026,0,0,7,72,4,87,225,11,20,41,8,311,95,16,15,26,0,155,404,123,80,179,15,799,3816,1843,1328,11864,406,19262,80,11,26,3,3,117,76,26,8,106,7,230,480,148,104,1002,40,1772,162,41,11,117,5,342,133,18,9,20,6,191,107,7,10,3,3,134,686,428,226,4386,129,5856,427,171,66,416,31,1109,23,0,0,3,0,29,41,18,9,40,9,119,55,14,0,3,3,71,109,28,28,70,8,235,62,19,13,11,0,109,174,65,61,28,3,332,192,43,27,66,3,334,58,15,8,31,4,121,937,451,323,3463,81,5264,41,0,0,0,3,41,118,25,8,14,4,165,79,8,8,41,0,131,16,3,0,3,0,24,21,3,3,0,0,24,17,0,4,0,0,23,123,42,26,137,5,335,1131,305,248,413,56,2153,104,61,53,597,1803,2614,8380,3506,2451,27328,2728,44396,233,2027,1387,14504
LGA18400,1245,15844,369,19506,0,3,0,85,7,98,143,16,19,64,5,251,196,33,15,72,3,322,318,106,50,161,6,642,3003,1615,1181,10643,328,16768,95,10,28,5,6,141,73,14,21,70,3,185,429,130,99,827,14,1500,158,51,25,104,14,357,96,25,0,49,4,179,52,14,10,9,3,86,619,320,241,3264,78,4528,636,246,94,687,27,1684,17,0,0,3,3,17,181,29,15,37,3,264,28,10,3,8,0,50,531,148,111,389,15,1190,70,19,20,8,0,117,156,85,57,32,5,343,156,32,21,67,7,280,79,10,13,32,0,137,670,344,242,2245,53,3551,85,13,13,37,3,147,83,22,15,12,4,130,61,11,3,37,3,116,12,4,0,6,0,17,19,7,0,7,0,34,26,13,0,3,4,46,117,46,24,92,0,281,1158,284,186,366,30,2018,156,57,44,669,1517,2436,8125,3369,2296,27176,2295,43261,270,2127,1353,18158
LGA18450,5352,52370,1597,68040,0,30,24,473,25,555,3666,71,108,266,86,4199,1252,168,75,232,27,1757,1623,552,309,839,54,3378,13210,6694,5050,38670,1558,65172,937,41,180,27,53,1236,325,79,64,392,16,872,2260,687,454,3380,124,6894,1744,326,155,766,75,3055,454,90,24,102,9,677,1111,55,46,34,19,1259,2288,1342,967,13581,343,18514,5973,1374,621,3316,232,11510,232,5,12,17,0,269,1072,191,125,183,70,1643,4962,484,210,624,178,6451,898,279,123,509,42,1850,468,123,68,63,25,752,578,276,201,109,25,1188,938,182,109,290,32,1551,244,36,32,91,10,408,3771,1832,1393,10010,279,17290,1481,148,59,141,55,1885,287,59,46,17,3,415,1131,139,97,214,27,1607,196,18,12,8,4,240,949,79,43,25,39,1139,747,25,22,13,18,822,730,244,184,570,25,1754,10129,1528,1028,1659,305,14646,1261,284,182,2271,7081,11075,58372,15280,10618,96808,11335,192419,1469,8192,5917,53940
LGA18500,1557,7855,243,12358,0,0,0,11,0,10,1468,87,115,104,33,1812,148,25,14,36,3,227,355,89,51,84,10,590,5517,1748,1246,7645,289,16448,185,4,20,0,4,215,471,48,53,142,11,721,907,188,115,670,15,1891,723,187,107,498,24,1541,773,115,74,97,17,1073,414,28,24,19,18,503,1415,465,350,3961,105,6295,816,234,100,517,35,1697,156,8,4,3,5,178,168,68,53,173,12,473,24,8,4,11,0,47,79,39,11,32,3,167,86,7,3,4,0,101,462,83,59,14,11,634,835,137,80,158,29,1237,655,74,51,84,18,884,1229,454,303,2750,80,4812,130,8,12,6,0,162,1264,109,65,10,18,1464,220,25,13,35,9,306,60,3,5,7,0,79,75,0,0,0,0,84,83,3,9,3,0,95,149,20,22,99,0,291,5187,679,552,746,116,7282,263,58,42,256,5207,5831,20378,4513,3123,18114,6027,52159,512,2393,1696,8078
LGA18710,401,5548,139,6666,0,0,3,16,0,21,36,3,8,23,3,81,60,6,6,38,0,103,124,52,39,74,3,304,841,437,373,4366,113,6135,29,3,3,0,3,39,21,12,6,30,3,71,138,58,51,386,4,632,24,15,0,23,3,66,20,6,5,5,0,47,30,3,4,8,0,40,149,123,72,1622,27,1993,58,42,13,141,14,264,8,0,0,0,0,8,14,0,5,9,7,32,7,0,0,0,0,3,26,10,0,33,0,66,10,4,3,3,0,16,49,19,19,5,0,91,50,18,10,17,0,92,16,0,0,19,0,32,227,120,132,1205,32,1706,13,3,0,6,0,24,23,3,4,0,0,35,4,5,3,4,3,20,5,0,0,0,0,9,3,0,0,0,0,3,28,0,9,0,0,34,35,13,14,49,3,108,294,79,68,142,12,590,23,5,22,208,764,1029,1964,914,762,10323,1061,15020,71,577,469,6224
LGA19399,26,427,14,491,0,0,0,6,0,6,6,0,0,0,0,6,0,3,0,0,0,3,3,0,0,0,3,6,35,20,20,340,8,428,0,0,0,0,0,0,0,0,0,3,0,3,7,4,3,62,3,81,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,108,4,131,8,4,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,6,0,3,0,0,12,0,0,0,3,0,3,0,0,0,0,0,0,11,8,4,97,3,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,8,13,4,3,19,0,32,0,3,0,22,26,47,92,51,37,832,45,1057,3,23,23,438
LGA19499,239,3024,121,3832,0,7,3,115,15,138,344,7,3,21,11,386,26,4,0,3,0,35,105,18,15,23,0,164,887,303,235,2153,104,3685,61,0,6,0,3,71,45,9,4,23,3,87,125,36,23,238,9,423,48,11,6,15,3,89,15,9,3,6,0,37,106,3,0,3,5,118,254,86,48,799,30,1213,108,29,20,94,14,269,52,0,0,0,0,52,77,26,13,7,3,126,12,0,3,0,0,13,32,13,9,10,3,64,69,7,8,3,0,93,78,20,10,6,3,122,41,12,4,4,4,64,30,3,3,5,0,41,231,72,73,563,21,952,14,0,0,0,0,16,37,0,6,0,0,43,39,3,4,14,3,70,11,0,0,0,0,17,34,7,3,5,0,46,99,0,0,0,9,100,37,6,4,36,3,86,786,95,69,123,37,1113,80,7,9,147,2554,2792,3366,682,512,5475,2883,12917,70,302,198,2595
LGA19799,3,24,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,16,0,3,16,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,16,0,0,0,3,8,6,55,3,9,44,8,112,6,17,7,91
