LGA_CODE_2016,Med_age_persns_C2006,Med_age_persns_C2011,Med_age_persns_C2016,Med_mortg_rep_mon_C2006,Med_mortg_rep_mon_C2011,Med_mortg_rep_mon_C2016,Med_person_inc_we_C2006,Med_person_inc_we_C2011,Med_person_inc_we_C2016,Med_rent_weekly_C2006,Med_rent_weekly_C2011,Med_rent_weekly_C2016,Med_Famly_inc_we_C2006,Med_Famly_inc_we_C2011,Med_Famly_inc_we_C2016,Avg_num_p_per_brm_C2006,Avg_num_p_per_brm_C2011,Avg_num_p_per_brm_C2016,Med_tot_hh_inc_wee_C2006,Med_tot_hh_inc_wee_C2011,Med_tot_hh_inc_wee_C2016,Average_hh_size_C2006,Average_hh_size_C2011,Average_hh_size_C2016
LGA11300,36,35,33,1911,2167,2200,403,490,552,280,400,500,1216,1440,1725,0.9,1,1.1,1080,1308,1566,2.8,2.8,2.9
LGA11350,41,42,44,1200,1650,1733,383,477,596,250,348,400,932,1054,1389,0.8,0.8,0.8,744,882,1143,2.4,2.4,2.4
LGA11400,41,42,43,1083,1400,1517,411,522,631,110,145,180,1060,1291,1618,0.8,0.8,0.8,864,1037,1301,2.6,2.6,2.6
LGA11450,32,34,33,1800,2182,2220,566,690,821,250,360,460,1452,1869,2161,0.8,0.8,0.8,1344,1712,2043,3,3,3.1
LGA11500,32,33,34,1500,1800,1842,464,549,632,185,260,350,1172,1390,1597,0.8,0.9,0.9,1073,1248,1458,3,2.9,3
LGA11520,37,37,36,2167,2600,2500,664,782,882,335,480,565,1789,2153,2361,0.9,1,1,1453,1753,2058,2.5,2.5,2.6
LGA11570,35,35,35,1625,2000,2000,369,429,502,200,300,380,1047,1193,1437,0.9,1,1.1,884,1062,1296,2.9,2.9,3
LGA11600,38,40,40,845,902,867,422,529,681,66,80,105,1028,1149,1538,0.8,0.8,0.8,784,937,1228,2.6,2.4,2.4
LGA11650,40,41,42,1500,1820,1750,407,502,600,200,270,350,1090,1284,1560,0.8,0.8,0.8,855,1000,1256,2.5,2.5,2.5
LGA11700,39,39,39,585,442,575,310,389,460,50,65,100,653,898,1075,0.8,0.8,0.8,608,823,918,2.4,2.4,2.4
LGA11720,37,37,38,1148,1517,1517,358,472,540,160,230,280,1017,1266,1414,0.8,0.9,0.8,788,1043,1177,2.6,2.6,2.6
LGA11730,44,46,49,953,1300,1300,333,396,477,150,215,260,781,923,1133,0.8,0.8,0.8,632,774,916,2.4,2.4,2.3
LGA11750,35,35,36,900,1300,1300,455,582,706,120,140,160,1274,1558,1923,0.8,0.8,0.7,1069,1233,1462,2.6,2.4,2.4
LGA11800,41,42,44,1170,1571,1603,364,469,566,185,250,310,910,1097,1346,0.8,0.8,0.8,702,900,1104,2.5,2.4,2.4
LGA12000,40,43,44,867,1127,1083,350,447,594,80,120,150,898,1043,1418,0.8,0.8,0.8,646,849,1165,2.6,2.5,2.5
LGA12150,39,40,43,619,844,867,362,438,519,90,120,150,863,978,1218,0.8,0.8,0.7,686,807,979,2.5,2.4,2.4
LGA12350,41,45,47,953,1100,1148,359,412,509,130,155,185,910,998,1225,0.8,0.7,0.7,680,790,963,2.5,2.3,2.3
LGA12380,33,32,32,1625,2000,2000,368,433,501,220,330,400,1040,1201,1436,0.9,1.1,1.1,908,1111,1377,2.9,3,3.2
LGA12700,41,44,45,1200,1582,1662,385,484,578,145,184,242,1066,1275,1474,0.8,0.8,0.8,873,1012,1225,2.6,2.5,2.5
LGA12730,40,43,45,867,1083,1083,408,480,595,110,140,185,1023,1139,1399,0.7,0.7,0.7,763,868,1082,2.4,2.3,2.3
LGA12750,47,50,54,1083,1408,1400,344,424,512,170,220,255,769,940,1184,0.8,0.7,0.7,635,789,946,2.3,2.3,2.2
LGA12850,34,36,36,1500,1800,1800,319,369,439,180,280,350,946,1065,1263,0.9,1,1.1,871,1019,1220,3.2,3.2,3.3
LGA12870,44,46,49,1000,1300,1300,387,460,559,140,170,200,1011,1062,1299,0.8,0.7,0.7,763,864,1021,2.4,2.3,2.3
LGA12900,39,41,42,880,1127,1148,368,460,571,120,150,180,908,1015,1326,0.8,0.7,0.8,678,833,1072,2.4,2.4,2.4
LGA12930,38,37,37,1800,2167,2167,480,565,640,250,370,450,1279,1551,1817,0.9,1,1,1115,1354,1651,2.7,2.8,2.9
LGA12950,41,44,45,867,975,1083,355,419,537,100,130,160,861,930,1199,0.8,0.8,0.8,662,780,992,2.5,2.4,2.4
LGA13010,43,46,47,780,1083,1083,337,395,478,110,155,200,765,917,1111,0.8,0.7,0.7,615,744,841,2.4,2.3,2.2
LGA13310,39,41,42,1187,1517,1517,410,516,625,150,185,260,1078,1282,1505,0.8,0.8,0.8,842,983,1195,2.4,2.4,2.4
LGA13340,41,43,44,953,1200,1213,410,479,600,100,150,180,1042,1174,1439,0.8,0.8,0.8,836,949,1166,2.5,2.5,2.5
LGA13450,35,36,37,1300,1517,1495,459,531,674,160,180,220,1139,1290,1555,0.8,0.8,0.8,993,1064,1330,2.7,2.7,2.7
LGA13510,42,45,47,867,1100,1107,365,440,539,110,150,180,918,1068,1280,0.8,0.7,0.7,683,813,967,2.5,2.3,2.3
LGA13550,40,40,40,867,1300,1473,366,485,618,120,180,240,915,1200,1586,0.8,0.8,0.8,714,939,1252,2.5,2.5,2.5
LGA13660,43,45,48,695,867,981,328,387,489,60,100,120,730,904,1178,0.8,0.8,0.8,611,737,908,2.4,2.3,2.3
LGA13800,34,36,38,1626,2037,2080,527,622,728,205,280,360,1300,1595,1916,0.8,0.8,0.8,1161,1380,1664,2.8,2.8,2.8
LGA13850,39,44,46,693,999,982,404,441,587,110,129,148,983,987,1344,0.8,0.7,0.7,731,804,1081,2.5,2.4,2.3
LGA13910,40,42,44,899,1200,1200,366,438,538,125,160,200,908,1018,1261,0.8,0.8,0.7,680,798,978,2.5,2.4,2.4
LGA14000,38,39,40,2000,2400,2400,586,691,793,300,401,500,1801,2154,2372,0.8,0.9,0.9,1480,1820,2116,2.8,2.9,2.9
LGA14100,41,42,43,2700,3110,3033,704,821,977,300,390,490,2506,2716,3301,0.8,0.9,0.9,1826,2178,2463,2.6,2.6,2.7
LGA14170,36,36,36,2000,2540,2600,650,811,957,265,390,480,1653,2135,2498,0.9,1,1,1265,1648,2042,2.3,2.3,2.4
LGA14200,39,41,42,867,1200,1200,352,430,509,120,165,210,840,964,1181,0.8,0.8,0.8,643,792,948,2.5,2.5,2.4
LGA14300,36,39,40,867,1170,1200,366,473,600,105,155,200,993,1144,1410,0.8,0.8,0.8,766,898,1142,2.6,2.5,2.5
LGA14350,42,45,47,953,1300,1300,319,386,474,150,190,245,737,902,1107,0.8,0.8,0.8,617,758,896,2.4,2.4,2.4
LGA14400,43,45,47,1460,2000,2000,453,563,683,231,300,400,1235,1525,1820,0.8,0.8,0.8,1058,1228,1498,2.6,2.5,2.5
LGA14500,41,41,41,2500,3033,3000,716,814,942,420,580,650,2530,2680,3046,0.8,0.8,0.9,2139,2505,2633,2.9,2.9,2.9
LGA14550,42,45,50,780,1083,1100,305,377,460,117,170,200,705,880,1076,0.8,0.8,0.8,600,726,828,2.5,2.4,2.2
LGA14600,40,41,40,780,867,900,362,445,556,90,110,150,883,985,1279,0.8,0.8,0.8,682,845,1034,2.5,2.4,2.4
LGA14650,40,41,42,1300,1733,1733,394,520,609,185,255,320,1113,1396,1610,0.8,0.8,0.8,921,1114,1310,2.6,2.5,2.5
LGA14700,37,37,36,2167,2708,2600,811,970,1149,295,420,520,2295,2639,2971,0.8,0.9,1,1757,2174,2369,2.4,2.5,2.5
LGA14750,35,36,40,1083,1300,1300,407,479,607,135,160,195,1070,1188,1456,0.8,0.8,0.8,852,965,1190,2.6,2.5,2.5
LGA14850,38,40,43,1083,1473,1430,378,469,550,160,220,260,993,1123,1351,0.8,0.8,0.8,759,905,1064,2.5,2.4,2.4
LGA14870,40,42,45,1107,1430,1387,353,450,510,135,170,230,1028,1193,1328,0.8,0.8,0.8,741,895,987,2.4,2.3,2.3
LGA14900,32,33,33,1733,2167,2123,440,510,584,195,295,370,1173,1401,1663,0.9,1,1,1090,1296,1548,3.1,3.2,3.2
LGA14920,43,44,45,758,1127,1153,351,432,533,100,145,180,857,988,1287,0.8,0.8,0.7,667,804,1033,2.4,2.4,2.3
LGA14950,42,44,46,833,993,1000,393,452,585,80,111,150,1039,1057,1408,0.8,0.7,0.7,774,864,1109,2.6,2.5,2.5
LGA15050,35,36,36,1300,1733,1733,428,562,644,180,260,320,1175,1553,1664,0.8,0.8,0.8,1027,1292,1413,2.7,2.7,2.7
LGA15240,46,49,52,1083,1303,1324,337,396,476,160,200,255,780,912,1108,0.8,0.8,0.7,627,761,890,2.3,2.3,2.2
LGA15270,41,41,42,1083,1517,1690,353,449,547,145,200,270,936,1205,1433,0.8,0.8,0.8,704,937,1137,2.4,2.4,2.4
LGA15300,34,35,38,1083,1300,1300,471,559,669,115,140,170,1101,1256,1480,0.8,0.8,0.8,932,1030,1220,2.7,2.5,2.5
LGA15350,40,40,42,2600,3200,3000,969,1118,1295,345,480,560,2675,2839,3671,0.9,0.9,0.9,1921,2460,2507,2.3,2.3,2.4
LGA15520,43,47,49,1040,1300,1300,385,446,558,125,160,200,1004,1026,1333,0.8,0.7,0.7,759,831,1071,2.4,2.3,2.3
LGA15560,39,41,41,867,1025,900,448,488,659,100,130,150,1037,1073,1461,0.8,0.8,0.8,812,878,1190,2.5,2.5,2.5
LGA15650,34,34,35,1300,1733,1733,453,619,640,150,230,250,1229,1703,1665,0.8,0.8,0.8,1067,1413,1343,2.6,2.6,2.5
LGA15700,46,49,51,900,1226,1300,296,377,467,150,195,250,642,853,1080,0.8,0.8,0.8,564,713,845,2.3,2.3,2.3
LGA15750,37,39,40,927,1300,1395,410,520,632,110,141,200,1038,1247,1531,0.8,0.8,0.8,793,982,1247,2.5,2.5,2.5
LGA15800,41,42,44,780,1000,1007,377,454,575,100,140,170,929,1012,1349,0.8,0.8,0.7,698,799,1015,2.4,2.4,2.3
LGA15850,38,39,42,867,1083,1100,394,492,586,110,141,185,943,1082,1358,0.8,0.8,0.8,726,849,1071,2.6,2.5,2.5
LGA15900,37,37,37,1300,1776,1768,409,563,660,195,275,340,1145,1530,1778,0.8,0.8,0.8,886,1164,1366,2.3,2.4,2.4
LGA15950,35,36,37,2364,2756,2600,1010,1216,1386,350,480,575,2510,2767,3210,0.9,1,1,1802,2208,2356,1.9,2,2
LGA15990,38,39,40,2167,2800,2800,655,779,916,340,460,565,1783,2188,2528,0.9,0.9,0.9,1428,1770,2173,2.6,2.6,2.7
LGA16100,38,41,45,1127,1517,1452,436,527,611,150,180,210,1117,1266,1509,0.8,0.8,0.7,905,993,1236,2.5,2.5,2.4
LGA16150,36,36,37,1272,1625,1629,449,582,667,170,230,270,1153,1471,1655,0.8,0.8,0.8,936,1178,1296,2.5,2.5,2.5
LGA16200,38,39,41,984,1300,1300,354,456,554,120,150,200,957,1127,1412,0.8,0.8,0.8,690,889,1092,2.5,2.5,2.4
LGA16260,35,35,34,1759,2167,2167,513,620,722,245,360,440,1352,1644,1933,0.9,1,1,1171,1451,1756,2.7,2.7,2.8
LGA16350,32,34,34,1560,1993,2000,517,623,728,210,300,370,1294,1581,1858,0.8,0.9,0.8,1163,1395,1655,2.9,2.9,2.9
LGA16380,45,47,48,1276,1647,1671,361,447,540,190,250,315,891,1008,1300,0.8,0.8,0.8,678,838,1043,2.3,2.3,2.3
LGA16400,40,42,45,1300,1733,1733,388,498,571,180,250,308,1033,1246,1431,0.8,0.8,0.8,831,998,1180,2.5,2.5,2.5
LGA16490,36,37,38,1500,2080,2100,635,838,933,180,280,300,1533,2076,2303,0.8,0.8,0.8,1224,1648,1871,2.6,2.6,2.6
LGA16550,35,35,34,2150,2600,2600,593,718,834,310,440,550,1580,2066,2421,0.9,1,1,1212,1558,1910,2.4,2.4,2.5
LGA16610,41,42,44,910,1300,1300,342,407,491,145,205,250,826,956,1191,0.8,0.8,0.8,645,788,952,2.5,2.4,2.4
LGA16650,37,36,35,1820,2167,2167,457,555,666,255,370,460,1183,1443,1746,0.9,1,1.1,1039,1273,1572,2.6,2.7,2.7
LGA16700,37,36,36,1907,2310,2200,528,635,738,255,370,460,1478,1841,2106,0.9,1,1,1181,1462,1781,2.5,2.6,2.7
LGA16900,35,37,39,1500,1900,1846,391,479,579,200,250,340,1120,1345,1562,0.8,0.8,0.8,982,1125,1341,2.8,2.7,2.7
LGA16950,44,46,48,1200,1500,1517,349,426,511,166,220,280,849,984,1226,0.8,0.7,0.7,661,823,994,2.4,2.3,2.3
LGA17000,34,35,36,1408,2000,1950,487,641,684,180,260,280,1423,1933,1981,0.8,0.8,0.8,1260,1663,1682,2.8,2.7,2.7
LGA17040,40,41,43,1083,1343,1300,464,561,675,140,200,240,1112,1279,1569,0.8,0.8,0.8,964,1050,1299,2.4,2.4,2.3
LGA17080,40,42,45,1000,1300,1300,386,478,577,120,160,180,1033,1189,1418,0.8,0.8,0.8,787,929,1123,2.4,2.4,2.3
LGA17100,34,33,32,2000,2200,2167,458,558,682,280,400,470,1275,1589,1894,1,1.1,1.1,1108,1418,1777,2.9,2.9,3
LGA17150,37,39,40,1950,2400,2427,601,718,837,260,370,450,1654,2014,2312,0.8,0.9,0.9,1354,1650,1976,2.7,2.7,2.7
LGA17200,32,32,32,2150,2518,2499,717,888,953,330,465,565,1838,2274,2524,1,1.1,1.2,1237,1587,1916,1.9,1.9,2
LGA17310,38,39,40,1083,1428,1500,405,516,633,150,200,260,1046,1181,1446,0.8,0.8,0.8,818,958,1175,2.5,2.5,2.5
LGA17350,42,44,46,867,1083,1148,351,418,546,115,135,175,913,978,1329,0.8,0.8,0.7,645,785,1030,2.4,2.3,2.4
LGA17400,44,48,53,789,1083,1079,307,377,454,100,150,180,695,865,1015,0.8,0.8,0.7,584,701,770,2.3,2.3,2.1
LGA17420,35,37,38,2100,2600,2500,639,737,827,320,455,560,1900,2257,2464,0.8,0.8,0.8,1794,2120,2359,3.1,3.1,3.2
LGA17550,44,45,47,1300,1733,1733,364,442,539,210,300,340,904,1045,1332,0.8,0.8,0.8,679,842,1056,2.4,2.4,2.4
LGA17620,39,39,41,1083,1600,1688,438,552,630,120,170,220,1101,1391,1589,0.8,0.8,0.8,878,1069,1240,2.4,2.4,2.4
LGA17640,44,46,48,1070,1417,1400,374,492,609,90,144,190,962,1197,1498,0.8,0.7,0.7,725,949,1165,2.5,2.4,2.4
LGA17650,41,42,46,867,1278,1346,388,480,552,110,150,190,1007,1138,1342,0.8,0.8,0.8,780,931,1056,2.6,2.6,2.4
LGA17750,33,34,35,1127,1525,1517,463,586,696,155,220,267,1151,1419,1682,0.8,0.8,0.8,966,1148,1353,2.6,2.5,2.5
LGA17850,42,45,48,852,1040,1083,377,457,577,80,110,145,920,1081,1329,0.8,0.7,0.7,691,829,1049,2.4,2.4,2.3
LGA17900,39,41,43,615,850,750,323,386,464,70,100,145,708,955,1039,0.9,0.9,0.9,578,720,829,2.3,2.3,2.3
LGA17950,40,42,43,867,867,899,410,496,649,86,104,140,966,1117,1468,0.7,0.7,0.7,691,892,1103,2.4,2.4,2.4
LGA18020,43,45,49,693,901,923,326,379,479,100,120,160,751,867,1103,0.8,0.8,0.7,610,709,875,2.4,2.4,2.3
LGA18050,35,35,35,2341,3000,3000,765,973,1151,350,500,620,1932,2494,2917,0.9,1,1,1390,1854,2300,2.2,2.3,2.4
LGA18100,45,47,51,726,900,910,330,384,492,85,105,135,775,879,1193,0.7,0.7,0.7,601,724,904,2.3,2.3,2.2
LGA18200,39,41,44,900,1192,1200,385,474,555,105,150,160,972,1087,1308,0.8,0.8,0.8,775,875,1039,2.6,2.5,2.4
LGA18230,36,37,37,1127,1443,1500,436,548,660,148,180,250,1074,1265,1525,0.8,0.8,0.8,889,1018,1268,2.6,2.5,2.5
LGA18250,36,37,37,2383,2900,2877,728,858,946,360,490,580,2066,2478,2671,0.9,1,1,1654,1986,2267,2.5,2.6,2.7
LGA18350,42,45,47,1517,1842,1842,462,548,645,195,260,350,1165,1347,1639,0.7,0.7,0.7,993,1093,1335,2.5,2.5,2.4
LGA18400,34,36,37,1733,2141,2167,502,617,738,200,270,365,1321,1660,2032,0.8,0.8,0.8,1206,1476,1865,3,3,3
LGA18450,37,38,39,1517,1950,1950,391,489,584,180,250,320,1165,1426,1710,0.8,0.9,0.9,932,1098,1335,2.5,2.5,2.6
LGA18500,38,38,39,2800,3200,3200,976,1146,1365,390,550,650,2654,2833,3626,0.8,0.9,0.9,1922,2387,2665,2.2,2.2,2.3
LGA18710,39,40,42,1408,2000,2000,546,755,869,150,240,300,1390,1914,2214,0.8,0.8,0.8,1185,1598,1866,2.7,2.7,2.7
LGA19399,43,43,41,1083,816,1083,433,562,717,29,61,100,894,1136,1427,0.8,0.8,0.8,758,940,1217,2.4,2.4,2.5
LGA19499,35,37,39,0,0,0,344,349,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,34,64,58,0,0,0,979,490,540,5,0,0,0,0,0,0.5,0,0,624,0,0,1,0,0
