SA4_CODE_2016,C06_SH_0b_NPFH_2,C06_SH_0b_NPFH_3,C06_SH_0b_NPFH_4,C06_SH_0b_NPFH_5,C06_SH_0b_NPFH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPFH_2,C06_SH_1b_NPFH_3,C06_SH_1b_NPFH_4,C06_SH_1b_NPFH_5,C06_SH_1b_NPFH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPFH_2,C06_SH_2b_NPFH_3,C06_SH_2b_NPFH_4,C06_SH_2b_NPFH_5,C06_SH_2b_NPFH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPFH_2,C06_SH_3b_NPFH_3,C06_SH_3b_NPFH_4,C06_SH_3b_NPFH_5,C06_SH_3b_NPFH_6_mor,C06_SH_3b_Tot,C06_SH_4mb_NPFH_2,C06_SH_4mb_NPFH_3,C06_SH_4mb_NPFH_4,C06_SH_4mb_NPFH_5,C06_SH_4mb_NPFH_6_mor,C06_SH_4mb_Tot,C06_SH_NB_NS_NPFH_2,C06_SH_NB_NS_NPFH_3,C06_SH_NB_NS_NPFH_4,C06_SH_NB_NS_NPFH_5,C06_SH_NB_NS_NPFH_6_mor,C06_SH_NB_NS_T,C06_SH_Tot_NPFH_2,C06_SH_Tot_NPFH_3,C06_SH_Tot_NPFH_4,C06_SH_Tot_NPFH_5,C06_SH_Tot_NPFH_6_mor,C06_SH_T_T,C06_SDRTHT_0b_NPFH_2,C06_SDRTHT_0b_NPFH_3,C06_SDRTHT_0b_NPFH_4,C06_SDRTHT_0b_NPFH_5,C06_SDRTHT_0b_NPFH_6_mor,C06_SDRTHT_0bTotal,C06_SDRTHT_1b_NPFH_2,C06_SDRTHT_1b_NPFH_3,C06_SDRTHT_1b_NPFH_4,C06_SDRTHT_1b_NPFH_5,C06_SDRTHT_1b_NPFH_6_mor,C06_SDRTHT_1b_Tot,C06_SDRTHT_2b_NPFH_2,C06_SDRTHT_2b_NPFH_3,C06_SDRTHT_2b_NPFH_4,C06_SDRTHT_2b_NPFH_5,C06_SDRTHT_2b_NPFH_6_mor,C06_SDRTHT_2b_Tot,C06_SDRTHT_3b_NPFH_2,C06_SDRTHT_3b_NPFH_3,C06_SDRTHT_3b_NPFH_4,C06_SDRTHT_3b_NPFH_5,C06_SDRTHT_3b_NPFH_6_mor,C06_SDRTHT_3b_Tot,C06_SDRTHT_4mb_NPFH_2,C06_SDRTHT_4mb_NPFH_3,C06_SDRTHT_4mb_NPFH_4,C06_SDRTHT_4mb_NPFH_5,C06_SDRTHT_4mb_NPFH_6_mor,C06_SDRTHT_4mb_Tot,C06_SDRTHT_NB_NS_NPFH_2,C06_SDRTHT_NB_NS_NPFH_3,C06_SDRTHT_NB_NS_NPFH_4,C06_SDRTHT_NB_NS_NPFH_5,C06_SDRTHT_NB_NS_NPFH_6_mor,C06_SDRTHT_NB_NS_T,C06_SDRTHT_Tot_NPFH_2,C06_SDRTHT_Tot_NPFH_3,C06_SDRTHT_Tot_NPFH_4,C06_SDRTHT_Tot_NPFH_5,C06_SDRTHT_Tot_NPFH_6_mor,C06_SDRTHT_T_T,C06_FUA_0b_NPFH_2,C06_FUA_0b_NPFH_3,C06_FUA_0b_NPFH_4,C06_FUA_0b_NPFH_5,C06_FUA_0b_NPFH_6_mor,C06_FUA_0bTotal,C06_FUA_1b_NPFH_2,C06_FUA_1b_NPFH_3,C06_FUA_1b_NPFH_4,C06_FUA_1b_NPFH_5,C06_FUA_1b_NPFH_6_mor,C06_FUA_1b_Tot,C06_FUA_2b_NPFH_2,C06_FUA_2b_NPFH_3,C06_FUA_2b_NPFH_4,C06_FUA_2b_NPFH_5,C06_FUA_2b_NPFH_6_mor,C06_FUA_2b_Tot,C06_FUA_3b_NPFH_2,C06_FUA_3b_NPFH_3,C06_FUA_3b_NPFH_4,C06_FUA_3b_NPFH_5,C06_FUA_3b_NPFH_6_mor,C06_FUA_3b_Tot,C06_FUA_4mb_NPFH_2,C06_FUA_4mb_NPFH_3,C06_FUA_4mb_NPFH_4,C06_FUA_4mb_NPFH_5,C06_FUA_4mb_NPFH_6_mor,C06_FUA_4mb_Tot,C06_FUA_NB_NS_NPFH_2,C06_FUA_NB_NS_NPFH_3,C06_FUA_NB_NS_NPFH_4,C06_FUA_NB_NS_NPFH_5,C06_FUA_NB_NS_NPFH_6_mor,C06_FUA_NB_NS_T,C06_FUA_Tot_NPFH_2,C06_FUA_Tot_NPFH_3,C06_FUA_Tot_NPFH_4,C06_FUA_Tot_NPFH_5,C06_FUA_Tot_NPFH_6_mor,C06_FUA_T_T,C06_OD_0b_NPFH_2,C06_OD_0b_NPFH_3,C06_OD_0b_NPFH_4,C06_OD_0b_NPFH_5,C06_OD_0b_NPFH_6_mor,C06_OD_0bTotal,C06_OD_1b_NPFH_2,C06_OD_1b_NPFH_3,C06_OD_1b_NPFH_4,C06_OD_1b_NPFH_5,C06_OD_1b_NPFH_6_mor,C06_OD_1b_Tot,C06_OD_2b_NPFH_2,C06_OD_2b_NPFH_3,C06_OD_2b_NPFH_4,C06_OD_2b_NPFH_5,C06_OD_2b_NPFH_6_mor,C06_OD_2b_Tot,C06_OD_3b_NPFH_2,C06_OD_3b_NPFH_3,C06_OD_3b_NPFH_4,C06_OD_3b_NPFH_5,C06_OD_3b_NPFH_6_mor,C06_OD_3b_Tot,C06_OD_4mb_NPFH_2,C06_OD_4mb_NPFH_3,C06_OD_4mb_NPFH_4,C06_OD_4mb_NPFH_5,C06_OD_4mb_NPFH_6_mor,C06_OD_4mb_Tot,C06_OD_NB_NS_NPFH_2,C06_OD_NB_NS_NPFH_3,C06_OD_NB_NS_NPFH_4,C06_OD_NB_NS_NPFH_5,C06_OD_NB_NS_NPFH_6_mor,C06_OD_NB_NS_T,C06_OD_Tot_NPFH_2,C06_OD_Tot_NPFH_3,C06_OD_Tot_NPFH_4,C06_OD_Tot_NPFH_5,C06_OD_Tot_NPFH_6_mor,C06_OD_T_T,C06_DS_NS_NPFH_2,C06_DS_NS_NPFH_3,C06_DS_NS_NPFH_4,C06_DS_NS_NPFH_5,C06_DS_NS_NPFH_6_mor,C06_DS_NS_T,C06_Tot_NPFH_2,C06_Tot_NPFH_3,C06_Tot_NPFH_4,C06_Tot_NPFH_5,C06_Tot_NPFH_6_mor,C06_T_T,C11_SH_0b_NPFH_2,C11_SH_0b_NPFH_3,C11_SH_0b_NPFH_4,C11_SH_0b_NPFH_5,C11_SH_0b_NPFH_6_mor,C11_SH_0bTotal,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3
111,17,14,9,8,6,48,358,50,29,13,0,446,6626,1794,742,163,41,9371,19443,9777,9194,2518,684,41608,6948,5090,7373,4557,1875,25840,472,140,115,55,31,812,33863,16865,17465,7304,2638,78131,3,0,0,0,0,4,95,12,0,0,0,107,1696,277,77,20,4,2068,1395,657,356,113,36,2565,80,59,91,55,33,313,63,11,8,3,3,85,3338,1018,532,190,68,5145,9,0,0,0,0,7,304,10,3,0,0,320,1605,263,54,13,3,1939,591,250,128,39,10,1015,24,13,26,9,6,82,45,15,0,0,0,66,2579,561,214,59,26,3435,11,0,0,0,0,8,62,7,3,0,0,75,207,36,11,3,0,256,82,38,37,6,7,171,20,10,20,3,4,59,9,3,0,0,0,14,393,98,70,16,12,585,21,3,3,3,0,33,40195,18545,18278,7567,2747,87326,29,11,5,3,6,54,317,54,26,16,9,417,6263,1744,745,163,36,8953,19607,9766
112,62,13,16,7,0,97,388,68,33,13,3,506,3134,851,477,131,37,4639,12233,5269,4691,1494,479,24167,5954,3423,4419,2934,1497,18221,289,96,76,36,30,518,22068,9717,9707,4618,2048,48155,0,3,0,0,0,5,51,3,0,0,0,60,1312,270,68,12,3,1660,1795,766,413,106,28,3112,76,39,56,37,17,221,75,11,9,3,0,94,3315,1089,539,161,54,5155,9,3,0,0,0,14,117,8,6,0,0,135,1394,355,91,14,5,1858,695,306,189,41,11,1234,52,37,30,13,11,145,66,11,5,0,0,87,2332,720,315,79,29,3468,49,6,13,0,0,70,259,14,6,0,0,282,585,70,28,11,3,694,183,31,34,8,3,267,27,9,27,11,13,84,39,4,7,0,0,47,1143,137,118,30,21,1444,4,6,4,0,0,17,28871,11664,10677,4885,2148,58244,52,23,14,10,3,102,435,68,47,16,12,577,3407,775,419,102,28,4727,12534,5245
113,11,3,4,3,4,22,111,17,12,7,0,141,1874,444,208,49,20,2599,8939,3924,3410,1364,455,18098,4669,2719,3604,2548,1365,14910,248,55,46,36,25,413,15846,7163,7290,4005,1874,36180,0,0,0,0,0,0,5,0,0,0,0,7,226,43,8,8,0,285,129,58,33,15,0,235,19,8,7,10,3,51,8,0,0,0,0,9,387,112,48,28,3,580,0,0,0,0,0,0,46,6,0,0,0,52,616,158,56,20,7,858,129,68,37,8,7,252,19,15,15,4,6,57,26,4,7,0,3,37,833,257,112,32,23,1253,9,0,0,0,0,10,23,4,0,0,0,28,29,12,7,0,0,53,41,20,13,4,3,84,15,12,16,10,9,66,6,0,0,0,0,5,125,48,41,19,10,239,3,3,0,0,0,7,17192,7585,7494,4080,1909,38258,18,10,6,4,3,40,120,19,5,3,4,151,1768,371,209,53,18,2414,9061,3700
114,12,4,0,3,3,29,185,23,23,5,0,234,2230,472,211,46,16,2972,8883,3148,2655,728,222,15642,5530,2530,3416,2117,996,14584,233,57,40,25,13,376,17078,6234,6342,2923,1248,33829,0,0,0,0,0,0,15,0,0,0,0,16,305,36,6,0,0,345,349,85,59,14,3,507,57,31,34,19,12,153,12,0,0,0,0,18,735,158,99,33,18,1043,0,0,0,0,0,0,28,0,0,0,0,32,256,54,9,0,0,319,104,29,11,3,0,148,15,4,15,3,0,33,11,0,0,0,0,12,405,85,39,5,0,543,15,0,0,0,0,14,55,4,3,0,0,62,137,8,7,0,0,151,33,11,5,3,3,61,15,9,7,11,3,44,9,0,3,0,0,6,253,39,29,12,3,340,3,3,0,0,0,8,18482,6515,6507,2979,1267,35755,19,4,3,0,0,28,196,25,12,3,0,239,2102,413,196,55,14,2782,9004,3075
115,4,12,14,0,0,30,117,16,17,5,0,162,694,220,136,31,17,1102,4972,2830,2752,730,195,11471,8285,7031,11644,6006,2679,35652,147,63,81,34,21,352,14220,10174,14632,6810,2922,48766,0,3,0,0,0,3,23,3,0,0,0,23,394,64,40,7,0,509,1138,670,436,78,22,2345,175,137,170,66,25,573,14,0,3,3,0,23,1743,883,648,152,53,3474,0,0,0,0,0,3,49,4,0,0,0,47,400,65,25,3,3,495,162,75,33,11,0,292,12,10,11,0,0,31,14,0,0,0,0,16,633,150,69,19,7,883,5,0,0,0,0,8,25,3,0,0,0,26,32,7,9,3,0,50,6,12,8,6,3,36,14,3,10,7,3,31,3,0,0,0,0,8,85,22,28,12,5,155,3,3,6,0,0,9,16684,11238,15379,6998,2984,53290,14,6,16,6,0,43,143,33,22,13,3,201,725,244,117,34,18,1142,4800,2647
116,9,11,4,13,6,50,78,37,27,17,3,155,1299,455,231,67,27,2081,11612,8248,7928,3021,1443,32246,4823,5166,7692,4672,3229,25575,337,168,177,106,122,910,18156,14079,16060,7891,4833,61019,7,0,3,4,0,14,41,3,0,0,3,52,440,179,79,27,6,733,1709,1400,1120,441,250,4911,202,209,276,185,154,1015,54,32,15,20,14,137,2444,1839,1494,666,421,6868,3,0,0,0,0,4,94,3,3,0,0,102,658,451,226,54,32,1412,98,80,67,29,13,274,7,9,3,5,3,23,38,23,12,3,3,80,895,563,308,90,50,1900,0,0,0,0,0,5,27,0,0,0,0,24,104,23,3,4,3,134,30,18,13,4,3,73,0,0,7,4,3,15,8,0,0,0,0,5,172,40,26,10,5,258,12,3,3,0,0,20,21675,16527,17894,8660,5309,70060,24,22,19,15,10,89,110,51,33,14,9,224,1262,505,287,115,32,2190,11420,8299
117,6,0,3,3,0,15,144,15,11,5,0,171,1516,568,288,63,25,2452,2207,1728,1556,491,221,6210,576,589,898,601,458,3127,92,35,16,8,15,176,4549,2934,2768,1181,722,12155,20,3,0,4,0,25,482,37,8,0,0,531,3315,1039,404,51,12,4816,2292,1585,1167,297,101,5445,407,337,430,223,140,1539,92,24,16,10,10,148,6613,3024,2029,580,259,12509,408,26,3,0,0,442,4828,332,56,8,3,5222,8596,3019,1292,282,68,13251,1541,985,731,204,95,3553,90,55,74,34,28,268,255,70,40,21,10,394,15711,4479,2195,541,202,23128,9,0,0,0,0,9,41,3,0,4,0,49,88,32,27,7,3,154,26,29,27,7,4,96,7,12,10,7,9,37,3,3,0,0,4,13,169,79,61,24,18,350,34,14,11,4,3,59,27072,10528,7058,2335,1208,48202,25,3,0,3,0,31,157,17,10,6,0,196,1295,536,298,49,18,2206,2110,1542
118,13,0,3,0,0,20,116,13,4,3,0,141,1340,494,266,45,6,2150,3212,1965,2160,533,144,8017,1992,1795,3046,1986,857,9680,117,38,31,13,14,210,6785,4304,5508,2579,1021,20203,15,0,3,0,0,16,165,13,3,0,0,185,1915,640,321,47,7,2931,1998,1532,1502,358,58,5454,467,515,820,364,131,2298,64,23,21,3,0,114,4631,2722,2676,769,197,10997,107,3,0,0,0,107,2276,175,16,0,0,2470,9536,3030,1000,161,21,13757,2158,1292,944,174,47,4611,151,111,130,91,43,522,207,43,24,4,0,283,14428,4654,2125,435,110,21746,5,0,0,0,0,5,32,0,0,0,0,36,82,37,15,0,4,135,28,20,14,11,0,78,12,4,9,8,7,37,0,0,0,0,0,3,160,71,38,21,11,296,34,14,12,3,0,62,26047,11755,10363,3806,1339,53307,11,0,3,0,0,20,99,16,7,3,0,118,938,394,230,34,12,1611,2858,1629
119,27,17,18,11,13,79,176,48,26,11,17,278,5851,2288,1512,411,159,10223,14829,9997,10648,4227,2358,42053,5323,5162,7898,5768,4334,28485,576,226,225,175,203,1412,26785,17741,20326,10600,7089,82540,13,3,9,3,0,21,118,20,3,0,0,137,1942,886,516,159,47,3544,2673,2049,1898,726,331,7688,414,501,660,430,337,2347,95,64,43,29,10,242,5247,3519,3131,1357,729,13984,38,16,6,4,3,71,857,140,41,5,3,1041,9620,5974,3306,961,313,20181,1369,1314,1319,505,242,4748,70,82,109,60,71,395,317,164,104,54,33,666,12276,7690,4889,1584,655,27101,3,0,0,0,0,3,24,4,0,0,0,29,83,66,30,5,8,184,49,42,50,18,20,175,8,9,15,13,14,58,0,0,0,0,0,10,169,122,91,34,35,464,14,5,8,7,8,41,44489,29087,28445,13586,8516,124126,34,22,32,10,16,106,197,54,35,18,18,324,5067,2165,1408,468,233,9337,14143,9722
120,11,7,9,0,0,28,144,21,12,7,4,177,3146,1189,578,110,26,5048,5792,4104,4372,1295,371,15927,2170,2252,3515,2242,1286,11460,208,76,64,36,29,410,11472,7648,8542,3687,1706,33063,11,0,0,0,0,14,230,29,0,0,0,266,2529,959,371,59,11,3927,1905,1398,1153,230,73,4756,226,227,377,165,66,1057,52,16,6,3,4,83,4956,2633,1909,460,149,10105,46,13,3,0,0,56,1171,125,19,3,0,1321,6883,3002,1416,288,54,11648,1451,996,768,248,86,3548,49,37,56,27,19,190,148,85,40,5,7,281,9738,4251,2307,580,169,17041,4,3,0,0,0,10,38,4,0,0,0,40,106,44,33,4,0,196,27,34,40,15,8,118,8,8,0,8,9,30,4,0,0,0,0,11,196,93,79,29,15,409,9,0,0,0,0,12,26366,14620,12847,4750,2048,60625,18,4,4,5,4,35,181,29,19,6,4,236,2592,1086,616,125,30,4442,5630,4005
121,17,8,3,5,3,31,181,19,10,3,3,223,2333,732,401,57,20,3539,9357,5241,5995,1385,260,22233,8264,6562,11201,6534,2250,34811,200,65,65,29,16,376,20346,12628,17683,8009,2544,61209,3,0,0,0,0,8,116,10,4,0,0,135,1251,435,152,20,3,1851,1928,1141,809,150,32,4059,304,206,279,129,40,959,36,17,13,3,0,70,3643,1819,1257,302,72,7091,142,8,4,0,0,154,2488,191,33,3,0,2711,9722,3120,1149,159,38,14190,2754,1397,892,195,53,5292,145,84,98,63,18,399,169,40,22,7,4,248,15423,4826,2200,433,111,22991,3,0,0,0,0,3,35,0,0,0,0,35,65,21,9,3,0,96,40,24,25,3,0,101,17,8,19,9,3,62,3,0,0,0,0,4,161,59,54,20,6,293,15,10,3,0,0,24,39582,19343,21196,8757,2735,91614,12,6,6,0,3,27,170,29,9,5,7,217,2007,656,404,75,20,3160,8738,5046
122,9,6,3,3,3,30,177,19,8,3,3,207,1947,650,383,68,10,3055,7257,4221,4683,1092,217,17474,5332,4044,6874,4092,1643,21991,170,68,56,34,17,339,14890,9007,12011,5287,1892,43094,8,0,0,0,0,8,117,0,0,0,0,120,660,225,85,9,3,984,955,520,465,90,18,2051,133,108,181,80,39,528,28,6,3,0,0,32,1903,857,731,184,54,3725,33,3,0,0,0,35,1327,79,14,0,0,1420,5503,1852,657,96,20,8130,1069,494,343,79,18,2003,78,41,64,36,16,240,115,31,14,3,3,163,8121,2500,1090,211,65,11985,0,0,0,0,0,3,22,3,0,0,0,20,52,10,6,0,0,72,26,19,7,3,3,58,10,11,8,7,0,28,0,0,0,0,0,0,112,46,25,8,3,192,9,8,11,0,0,20,25027,12417,13862,5690,2017,59018,12,7,4,3,0,28,194,41,15,9,9,268,1616,525,377,93,18,2627,6626,3747
123,15,11,6,3,4,41,112,21,23,11,7,178,867,263,148,35,17,1337,9367,6502,5910,2021,776,24578,5737,4982,7614,4604,2587,25524,239,122,110,57,65,601,16348,11902,13815,6735,3457,52256,3,0,0,0,0,7,25,3,5,0,0,30,797,225,95,23,5,1151,1315,985,632,260,150,3340,126,91,141,95,145,588,50,28,20,11,9,117,2315,1329,888,392,310,5238,0,0,0,0,0,0,40,3,0,0,0,50,284,94,26,9,3,415,71,23,18,10,0,119,10,0,10,3,3,20,10,3,0,0,0,16,410,127,56,20,5,628,3,0,0,0,0,6,15,5,0,0,0,13,20,9,0,0,0,28,8,7,7,5,0,33,5,3,10,3,0,22,9,0,0,0,0,4,58,22,18,10,7,113,3,0,10,0,4,18,19136,13379,14783,7162,3789,58253,11,7,21,6,9,62,92,31,25,4,3,159,875,288,153,49,17,1391,9606,6167
124,19,3,6,0,4,30,203,42,30,7,3,280,2072,598,279,81,28,3053,14376,8483,7526,2358,790,33544,7011,5692,8586,5499,2848,29642,287,142,117,67,54,673,23972,14964,16555,8014,3724,67222,0,0,0,0,0,0,43,3,0,0,0,43,470,93,29,10,3,601,1455,842,484,133,60,2963,68,49,82,52,35,292,23,15,8,4,0,48,2055,993,600,198,100,3945,0,0,0,0,0,0,70,3,0,0,0,72,736,220,67,10,8,1044,172,76,50,19,3,317,16,5,7,9,0,40,27,5,0,3,0,39,1028,314,126,37,7,1521,0,0,0,0,0,0,15,3,0,0,0,17,43,12,4,0,3,68,34,10,9,3,3,62,6,4,10,6,5,31,9,0,0,0,0,7,111,33,18,11,6,184,9,4,5,0,0,20,27175,16308,17303,8259,3846,72894,14,15,3,9,6,52,204,47,33,15,5,303,2037,598,270,85,20,3009,13838,7940
125,18,11,7,9,21,68,145,42,31,9,3,225,3345,1450,971,341,142,6242,11168,7530,7602,3225,1872,31398,4443,4122,5973,4018,3269,21824,321,173,175,143,155,968,19429,13334,14759,7739,5461,60727,10,7,0,0,3,16,134,7,3,0,0,146,1136,452,250,65,24,1922,1764,1629,1431,525,287,5644,219,269,340,211,241,1277,72,42,32,10,23,175,3321,2402,2059,817,574,9186,61,19,5,3,5,88,521,89,13,0,0,628,6287,3650,1970,522,189,12619,938,830,748,338,214,3063,26,40,38,33,31,155,166,114,80,34,22,407,7987,4730,2865,926,458,16965,0,0,0,0,0,0,7,3,0,0,0,8,24,14,20,5,0,63,29,25,21,6,7,90,17,10,14,9,14,63,0,0,0,3,0,3,76,56,48,23,25,220,66,50,36,24,8,187,30887,20574,19768,9526,6523,87285,29,16,22,18,19,97,169,66,39,15,21,304,2875,1267,905,316,174,5537,10602,7338
126,10,0,0,3,0,19,54,10,6,0,0,68,1383,495,283,54,19,2229,4965,2937,3325,884,222,12327,3037,2549,4277,2534,1065,13462,108,48,44,22,14,237,9554,6038,7932,3493,1322,28339,0,0,0,0,0,0,58,0,0,0,0,56,853,291,114,20,9,1278,1123,785,681,140,35,2765,131,120,174,91,25,541,20,10,5,5,0,51,2189,1204,976,259,69,4698,13,3,0,0,0,12,458,48,8,0,0,512,2733,1302,544,87,17,4684,336,249,211,78,12,888,17,13,12,5,8,57,63,22,14,3,0,98,3624,1625,794,178,35,6253,4,0,0,0,0,4,3,0,0,0,0,3,9,8,5,0,0,22,5,17,12,4,0,38,3,4,9,7,3,20,0,0,0,0,0,0,29,27,19,13,3,88,13,9,12,3,3,41,15399,8910,9730,3939,1431,39411,6,8,4,4,3,28,63,11,0,7,4,88,1085,438,265,51,17,1857,4578,2778
127,27,20,17,16,8,91,116,28,22,19,10,195,1348,616,402,156,42,2556,10213,7624,7840,3459,1935,31067,5526,6303,9933,6542,4888,33193,412,240,309,195,179,1340,17646,14832,18518,10387,7055,68448,9,3,0,0,0,15,80,6,4,0,0,92,778,388,218,65,16,1466,1343,1267,1192,514,293,4622,205,294,422,280,234,1433,73,53,46,30,15,224,2502,2017,1885,897,562,7857,16,4,0,0,0,27,199,37,16,3,0,247,2158,1581,1093,281,71,5184,326,323,329,175,89,1244,16,18,27,23,12,96,100,57,49,20,11,232,2817,2014,1516,502,183,7035,0,0,0,0,0,0,10,0,0,0,0,11,20,4,17,0,0,44,13,9,9,7,0,40,4,14,6,7,4,36,15,3,0,0,0,15,58,34,35,19,6,150,11,13,5,0,4,32,23037,18909,21956,11802,7812,83522,27,25,31,25,32,130,117,48,32,14,28,243,1271,624,423,165,90,2572,9585,7249
128,10,0,0,0,3,22,85,15,10,4,3,112,1348,501,229,48,12,2135,7661,4259,4816,1138,244,18118,4836,4175,7068,4463,1617,22159,163,47,59,29,16,319,14107,8998,12180,5685,1891,42861,0,0,0,0,0,3,57,0,0,0,0,58,789,223,60,13,0,1081,1784,959,705,136,40,3625,116,97,127,71,40,449,26,14,4,0,0,48,2769,1294,890,220,79,5261,13,0,0,0,0,12,347,25,3,0,0,376,3703,1076,286,46,4,5117,680,337,224,46,14,1293,21,16,10,3,3,61,60,14,3,0,0,83,4818,1469,526,99,22,6942,7,0,0,0,0,7,11,0,0,0,0,19,27,9,3,0,0,41,6,12,12,3,0,34,3,3,6,4,0,14,0,0,0,0,0,3,54,30,19,3,0,114,15,3,7,0,0,23,21768,11794,13630,6007,1998,55204,3,8,3,3,3,14,100,26,9,9,5,150,1242,474,243,49,20,2030,7152,3947
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
