CED_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
CED111,11,31,0,3,0,0,0,0,0,42,62,682,12,8,7,6,0,7,0,785,491,1036,78,64,110,68,34,48,25,1968,17,36,0,0,6,0,0,0,0,63,75,376,22,26,24,4,3,3,3,556,38,62,3,16,9,0,0,4,3,132,1112,3520,354,420,382,268,134,216,70,6481,0,0,5,0,0,3,0,3,0,18,296,332,275,208,83,84,53,67,22,1414,423,412,490,307,193,120,113,115,30,2191,1118,424,5089,555,388,395,1218,971,159,10307,27,23,32,37,23,32,50,66,4,300,76,69,68,84,51,56,80,80,10,584,30,70,37,23,12,7,30,36,8,254,51,58,92,43,22,35,93,75,67,532,3821,7136,6567,1800,1315,1083,1809,1688,407,25632,9,46,0,3,0,0,0,0,0,60,45,450,9,5,12,0,0,4,3,522,329,1480,26,104,175,51,0,21,11,2197,12,57,0,3,3,0,0,0,0,80
CED112,4,9,0,0,0,0,0,0,0,14,11,97,3,0,4,0,0,0,0,118,204,373,17,20,25,12,5,6,13,679,10,10,0,0,3,3,0,0,0,27,30,139,15,19,12,3,7,3,0,223,24,35,7,3,7,0,3,3,0,83,489,1711,174,238,170,121,71,97,30,3106,5,3,0,5,4,0,0,3,0,23,280,298,174,180,96,72,55,57,16,1230,409,314,316,287,153,127,81,93,28,1802,1358,504,5698,650,466,536,1133,1254,196,11804,41,32,42,36,21,39,48,67,8,341,74,54,88,104,37,64,92,101,8,626,30,48,38,21,14,13,31,35,3,218,82,46,130,49,37,50,106,149,82,728,3047,3678,6707,1624,1036,1047,1628,1863,378,21005,3,29,0,4,0,0,0,0,0,42,13,62,3,0,3,0,0,0,0,74,113,572,15,41,55,14,3,0,7,826,3,30,0,0,5,0,0,0,0,40
CED113,0,14,0,0,3,0,0,0,0,21,91,231,6,9,15,3,0,3,3,361,554,620,43,63,147,33,15,17,39,1538,10,23,0,0,9,0,3,0,3,45,139,223,16,19,43,12,3,5,9,473,52,54,7,11,17,3,0,5,3,158,1097,1963,256,268,317,139,64,163,66,4327,5,0,0,5,3,0,0,6,0,22,397,297,186,163,118,60,44,73,23,1363,451,312,324,271,177,94,73,104,33,1829,1775,408,5148,574,480,436,1122,1226,199,11359,48,32,44,47,21,25,44,88,0,346,122,73,72,61,46,40,73,92,8,585,42,47,31,23,10,16,15,27,4,212,138,51,142,49,36,59,131,166,76,852,4924,4361,6276,1557,1437,915,1591,1978,469,23500,4,22,0,0,3,0,0,0,0,39,66,166,0,0,25,3,0,3,8,267,369,799,21,73,133,19,0,12,25,1454,12,47,0,6,13,0,0,0,3,75
CED114,3,12,0,0,0,0,0,0,0,15,19,100,0,0,3,3,3,0,0,131,191,293,15,10,28,12,14,28,0,593,5,23,0,0,0,0,0,3,0,34,65,179,23,24,19,11,3,9,0,323,22,29,0,9,11,0,0,0,0,71,905,1694,190,190,151,74,77,186,42,3503,3,3,0,0,0,4,3,0,0,18,401,239,153,131,42,64,52,80,17,1178,419,255,234,216,93,82,95,129,23,1536,2352,387,5436,404,381,501,1458,1510,203,12628,97,21,55,20,17,44,68,96,4,414,163,41,62,49,24,68,91,130,11,646,37,36,29,8,6,12,30,59,4,209,226,60,153,53,26,71,199,242,82,1120,4912,3369,6349,1106,796,936,2087,2475,392,22421,0,33,0,0,0,0,0,0,0,43,24,97,3,0,3,0,0,0,0,132,144,475,15,48,46,13,3,22,10,782,8,35,0,3,5,0,0,0,0,51
CED115,3,9,0,0,3,0,0,0,0,12,11,65,0,0,3,3,4,0,0,92,140,507,77,44,88,49,55,37,12,1014,3,18,3,0,0,0,0,0,0,25,18,65,8,4,7,3,6,8,3,123,7,18,4,5,3,0,0,0,0,41,561,2041,485,253,539,245,293,254,87,4762,7,4,5,7,0,0,4,3,3,35,198,164,294,98,93,73,152,116,21,1210,238,219,436,193,175,139,216,162,42,1814,569,213,3206,285,332,253,856,703,146,6565,25,19,52,25,35,31,63,64,9,311,75,30,106,47,62,66,149,107,21,657,44,51,67,27,30,30,69,47,6,365,42,46,148,46,36,49,147,141,107,758,1945,3459,4897,1031,1407,932,2021,1643,454,17784,0,24,0,0,0,0,0,0,0,21,3,39,0,0,0,0,0,4,0,43,87,623,18,63,124,44,7,19,18,1013,0,14,0,0,4,0,0,0,0,18
CED116,3,12,0,3,0,0,0,0,0,13,25,116,3,3,3,0,0,4,4,159,198,428,33,28,27,13,7,8,12,760,6,20,0,0,0,0,0,0,0,32,44,242,18,18,7,4,0,6,6,356,21,30,4,7,11,0,3,0,0,76,605,1730,185,219,121,89,47,103,46,3133,4,0,7,0,0,3,0,0,0,19,284,289,197,168,71,55,35,51,22,1164,314,264,333,253,98,75,64,92,28,1515,1390,381,5398,667,320,534,944,1096,175,10917,30,21,38,46,23,45,37,82,0,326,71,45,85,80,26,50,65,105,7,540,24,32,37,16,8,17,29,19,4,178,76,58,119,42,10,46,84,126,56,625,3101,3665,6465,1549,731,928,1315,1696,359,19805,0,29,0,3,3,0,0,0,0,30,17,96,0,0,3,0,0,0,4,121,148,625,10,53,57,10,0,7,7,920,3,38,0,6,10,0,0,0,0,52
CED117,15,63,0,0,5,0,0,0,0,90,128,871,7,8,23,3,0,3,3,1049,1188,2627,163,117,344,146,34,69,62,4746,34,87,3,4,12,4,3,0,0,153,206,585,26,25,63,12,14,10,3,953,62,113,11,5,27,6,0,3,0,227,2744,6931,740,627,1026,596,221,360,182,13437,4,7,3,0,0,0,0,3,0,23,408,567,260,133,128,105,60,79,30,1772,479,589,381,225,243,175,62,144,40,2339,657,413,2244,341,304,270,318,358,94,5009,47,34,32,28,18,30,18,24,0,240,108,133,72,70,52,61,39,59,11,595,64,119,46,22,30,24,9,33,10,364,68,110,91,33,32,31,43,66,104,577,6220,13235,4083,1636,2323,1475,830,1219,540,31567,14,69,0,5,10,3,0,0,0,101,129,868,4,4,32,5,0,0,4,1050,1173,3452,65,219,619,137,6,48,48,5765,52,119,0,12,16,3,0,0,0,205
CED118,5,21,0,0,0,0,4,0,0,32,44,193,9,10,13,0,3,3,3,288,874,2004,241,128,456,148,209,107,57,4221,35,69,5,0,19,3,11,4,3,151,96,228,26,17,39,16,32,7,4,463,39,42,9,6,13,7,0,3,4,123,1472,3981,757,416,907,419,603,368,118,9034,10,3,7,3,3,3,4,3,0,42,433,443,402,176,207,131,235,122,25,2175,513,497,515,258,284,204,284,174,35,2774,1082,428,4410,382,537,460,1011,780,170,9254,31,23,33,38,43,23,64,49,5,314,107,95,101,71,87,72,135,96,12,779,71,118,64,27,37,29,65,49,10,475,77,87,111,54,58,38,150,112,109,796,4897,8231,6687,1592,2710,1559,2808,1879,557,30915,5,41,0,0,7,0,0,0,0,60,13,164,3,4,12,4,0,0,0,201,348,1706,74,235,606,148,47,78,57,3287,24,80,3,9,24,7,0,4,3,144
CED119,14,13,0,0,5,0,0,0,0,34,42,269,3,3,10,3,0,0,5,337,620,1054,80,52,148,51,24,20,34,2079,21,46,0,7,11,3,0,3,4,94,96,232,15,29,37,12,3,0,6,437,48,37,4,6,14,3,4,0,0,124,1510,3295,384,438,540,309,156,143,78,6863,3,4,5,3,0,6,0,0,0,25,482,496,310,228,161,126,80,76,26,1979,594,520,420,330,273,178,93,88,34,2531,1646,632,5741,561,666,538,897,851,171,11700,46,36,38,28,31,26,32,26,0,264,123,80,105,74,103,63,96,81,12,731,56,86,40,16,36,13,20,26,12,310,70,75,56,29,32,39,46,56,84,507,5384,6886,7216,1803,2057,1368,1451,1373,470,28011,6,40,0,3,4,0,0,0,0,53,35,203,3,9,10,4,0,0,5,265,319,1380,26,84,217,47,0,12,22,2104,5,63,0,8,5,0,0,0,0,84
CED120,5,9,0,0,0,0,0,0,0,22,39,124,7,0,4,0,0,4,5,184,257,439,29,36,41,19,13,6,11,854,6,17,3,3,0,0,0,0,0,34,69,147,10,24,24,6,0,9,3,294,31,33,3,23,6,0,0,0,0,94,824,1624,203,288,198,132,83,113,50,3509,6,0,4,0,0,3,0,3,0,20,365,324,194,201,82,78,58,53,23,1379,424,308,320,368,165,95,114,99,25,1918,2067,490,6797,594,531,551,1906,1238,236,14405,47,18,49,37,30,35,67,61,3,351,116,49,97,74,42,62,146,101,13,709,45,42,44,17,8,6,26,38,4,227,123,44,155,32,32,53,142,133,65,780,4429,3672,7897,1690,1174,1058,2551,1867,449,24785,9,27,0,3,4,0,0,0,0,42,24,103,3,4,3,0,0,0,3,135,162,870,8,40,84,19,0,14,8,1204,11,34,0,3,3,0,0,0,0,47
CED121,3,8,0,0,0,0,0,0,0,9,25,121,3,0,0,0,0,0,0,151,191,343,32,11,37,17,4,12,7,655,5,9,3,3,0,0,0,0,0,18,44,108,9,4,9,3,5,8,5,203,26,33,8,3,3,4,0,0,3,82,523,1471,211,155,106,91,62,84,38,2731,0,9,3,3,0,0,3,0,0,16,256,239,228,127,60,54,69,38,26,1098,324,297,389,181,86,72,141,81,22,1588,1233,384,6882,542,425,427,2552,1213,266,13917,27,13,48,42,19,42,80,98,3,375,76,42,77,60,36,40,126,93,9,560,25,25,28,13,8,15,26,37,5,177,59,44,117,52,16,36,161,133,66,681,2822,3138,8038,1198,818,796,3239,1796,433,22269,3,17,0,0,5,0,0,0,0,29,8,85,3,0,0,0,0,0,0,96,108,518,10,29,63,8,3,6,6,760,3,23,0,3,6,0,0,0,0,32
CED122,15,38,3,0,5,0,0,0,0,63,121,1036,26,8,18,5,3,5,9,1229,1052,2310,181,129,335,183,109,90,72,4453,46,50,3,7,7,8,5,8,0,135,120,310,25,22,42,22,8,11,3,557,48,59,4,7,18,0,3,4,5,154,2314,5683,667,634,942,687,370,425,170,11892,5,5,12,0,3,3,3,3,0,36,433,452,308,200,132,148,99,92,28,1889,474,439,376,264,208,194,95,146,38,2239,903,368,3741,461,383,283,582,640,138,7490,29,25,31,39,30,29,32,29,4,252,97,77,104,79,75,90,64,86,10,672,79,120,71,31,30,44,39,30,13,451,86,86,101,59,42,54,70,83,109,690,5815,11072,5651,1946,2258,1745,1484,1644,596,32209,9,68,0,9,13,0,0,0,0,98,75,729,10,7,35,4,0,0,3,870,781,2642,64,204,591,238,14,52,54,4637,22,90,0,10,23,4,0,3,3,156
CED123,4,10,0,0,4,0,0,0,0,24,13,142,8,4,7,3,3,3,0,178,252,658,61,61,141,51,57,28,12,1326,14,21,0,3,3,5,4,0,0,51,47,119,14,18,13,9,0,4,0,231,27,47,3,9,8,3,3,0,0,104,683,1838,305,355,343,172,233,171,51,4141,3,9,0,5,3,0,6,0,0,21,287,311,212,200,128,72,128,58,24,1412,424,374,404,317,234,118,173,116,41,2202,1381,529,6294,561,732,555,1851,1202,226,13330,37,18,45,42,28,43,70,76,3,366,110,58,103,76,76,73,171,120,21,802,54,44,42,26,28,28,69,68,17,372,60,30,119,42,42,42,195,113,107,746,3392,4215,7603,1720,1795,1172,2958,1962,497,25307,4,26,0,0,4,0,0,0,0,37,9,106,3,0,7,0,0,0,0,132,161,955,17,77,186,55,8,20,18,1492,10,46,0,3,11,7,0,0,0,70
CED124,3,12,0,0,0,0,0,0,0,16,13,88,3,3,3,0,0,0,0,114,139,256,17,13,21,6,3,11,5,469,3,13,0,0,0,0,0,0,0,20,36,134,13,7,9,4,4,0,3,201,18,34,4,8,3,0,0,0,0,67,468,1373,119,123,110,69,33,56,22,2384,0,7,0,0,0,0,0,0,0,10,188,221,139,111,64,53,49,57,12,899,289,230,203,173,58,64,55,71,14,1153,1410,319,4708,455,302,491,1166,1246,158,10252,42,15,42,18,24,65,53,84,5,356,97,41,66,58,18,66,86,100,9,548,35,27,13,12,10,10,10,29,3,150,95,46,122,52,30,53,145,160,66,770,2847,2826,5446,1036,655,890,1598,1812,296,17404,4,23,0,5,0,0,0,0,0,29,4,63,0,3,0,0,0,0,0,79,91,417,4,14,46,8,3,6,5,587,6,23,0,3,7,0,0,0,0,36
CED125,3,14,0,0,0,0,0,0,0,21,21,118,8,7,5,3,0,0,3,162,257,646,93,70,158,73,87,40,17,1442,9,26,4,3,7,3,3,0,0,59,38,138,18,15,17,7,13,6,3,269,26,22,4,5,8,3,0,0,0,67,620,1830,400,329,394,218,313,236,59,4391,4,6,3,4,0,4,8,9,0,45,290,294,268,168,138,88,148,85,28,1496,361,344,397,281,225,161,219,142,34,2166,1123,447,5330,452,696,533,1656,1084,208,11530,45,17,50,40,46,36,73,69,10,388,98,60,103,72,76,75,172,112,17,782,36,61,61,22,32,29,71,36,6,353,71,48,128,50,52,46,212,144,89,839,3013,4061,6866,1528,1849,1291,2989,1955,466,24011,0,24,0,0,3,0,0,0,0,22,5,71,3,3,3,0,0,3,3,95,120,863,31,106,166,88,9,26,9,1419,4,28,0,3,9,0,0,0,0,47
CED126,20,25,0,0,0,0,0,0,0,54,107,244,5,0,11,3,0,0,10,379,861,1160,54,57,132,97,24,34,29,2456,33,44,0,3,5,0,0,3,0,86,135,241,22,17,24,9,3,11,7,462,42,54,4,11,12,3,0,0,0,132,2423,3809,447,400,484,475,181,236,129,8576,3,4,3,3,0,3,0,0,0,19,623,670,308,169,128,170,80,99,38,2281,561,491,387,195,164,197,87,97,35,2220,1667,527,4756,365,338,435,510,669,130,9395,51,43,40,27,19,39,19,32,8,278,186,156,111,76,61,106,58,52,9,819,98,101,54,25,11,25,19,29,12,365,97,94,101,32,30,53,48,59,65,579,6899,7668,6280,1388,1418,1615,1040,1310,482,28100,10,40,0,3,7,0,0,0,0,57,39,191,0,11,12,0,0,0,5,264,477,1350,34,107,240,48,4,13,28,2305,16,82,0,6,18,0,0,0,3,117
CED127,9,15,0,0,0,0,0,0,0,28,41,264,4,3,10,3,3,0,3,337,364,814,45,39,76,27,14,22,16,1425,11,21,0,0,3,0,0,0,0,33,97,275,25,29,18,9,3,4,11,471,35,50,11,13,12,3,0,0,4,130,871,2318,297,330,295,164,93,143,64,4571,3,3,3,3,0,0,3,0,0,16,369,420,245,213,106,79,50,58,5,1555,449,382,380,291,178,132,82,126,23,2047,1590,560,5864,567,483,477,1217,1056,216,12022,34,24,49,27,22,37,48,64,3,310,134,87,109,68,56,60,86,101,12,707,36,51,43,18,23,19,18,26,3,237,64,68,104,40,27,35,101,84,63,589,4104,5357,7187,1655,1304,1038,1730,1681,420,24470,12,32,0,0,4,0,0,0,0,48,29,299,4,3,14,0,0,3,3,351,282,1350,16,85,127,18,0,13,28,1913,8,47,0,3,3,0,0,0,0,62
CED128,0,6,0,0,5,0,0,0,0,12,13,67,3,0,3,0,0,0,0,94,260,710,69,44,150,79,63,43,26,1439,12,26,3,0,3,0,0,0,0,45,21,73,17,15,26,12,8,9,3,180,14,20,0,3,9,0,3,0,0,48,731,1963,479,267,582,262,321,259,92,4947,4,9,7,6,0,3,4,3,0,32,215,218,274,137,140,93,132,96,20,1335,348,282,498,181,214,156,218,139,44,2077,870,280,4461,352,513,387,1133,878,186,9049,32,23,51,27,26,41,55,56,4,310,86,53,114,72,72,62,146,93,19,709,47,72,73,17,25,25,52,54,13,381,71,48,182,39,52,43,168,129,81,804,2713,3843,6218,1163,1824,1159,2305,1767,488,21476,0,22,0,3,4,0,0,0,0,26,3,51,0,4,5,0,0,0,0,68,123,847,21,66,187,50,10,19,20,1344,5,28,0,0,6,0,0,0,0,40
CED129,16,41,3,3,7,3,0,0,0,71,63,373,9,5,22,3,6,0,3,485,1245,2190,197,69,341,167,68,45,59,4383,49,86,3,0,15,6,0,3,4,166,146,248,23,20,48,20,10,9,7,527,50,56,5,5,15,3,0,0,0,139,2455,4862,609,353,839,483,231,228,155,10220,4,6,3,4,4,3,0,4,0,27,599,577,314,168,178,183,101,78,37,2233,615,567,357,200,233,205,89,110,35,2400,1343,491,3508,302,409,463,467,518,151,7651,49,25,38,17,25,33,25,24,0,233,182,118,87,60,66,88,67,69,11,743,85,123,65,17,21,42,26,26,18,428,101,103,78,28,42,47,40,38,71,548,7005,9874,5277,1246,2257,1750,1139,1146,559,30254,13,48,0,0,7,0,0,0,0,68,29,271,7,4,18,3,0,0,4,333,548,2010,62,133,512,111,5,16,47,3445,27,67,0,3,17,0,0,0,0,121
CED130,3,3,0,0,0,0,0,0,0,6,44,382,4,3,9,0,0,4,0,451,179,349,26,19,23,18,3,46,6,669,5,14,0,3,3,0,0,0,0,31,57,198,12,7,14,5,5,3,0,305,18,31,3,7,0,0,0,3,0,73,721,1585,165,216,143,86,54,190,31,3199,3,0,6,3,3,3,0,0,0,26,392,234,118,117,55,45,50,66,14,1086,371,237,192,191,72,62,61,133,17,1339,1915,323,4733,433,315,411,1301,1338,181,10938,78,17,54,20,22,54,65,118,4,425,136,29,83,46,29,80,107,134,3,643,40,36,25,18,14,19,16,53,4,224,196,55,167,44,25,57,157,214,88,997,4151,3488,5574,1138,732,832,1821,2304,354,20400,0,23,0,0,0,0,0,3,0,31,29,272,6,4,8,0,0,3,0,326,121,595,15,37,67,15,3,23,12,890,5,27,0,0,0,0,0,0,0,36
CED131,8,29,0,3,5,0,0,0,0,43,59,677,9,9,8,0,3,3,3,771,464,1020,62,39,103,36,14,36,14,1784,17,49,4,0,0,0,0,0,0,76,73,279,22,25,25,4,8,7,8,440,40,91,6,8,9,3,3,0,0,166,1123,4498,424,388,427,218,99,175,68,7420,0,7,7,4,0,0,0,0,0,24,276,419,259,144,103,69,65,56,22,1415,361,457,388,273,190,129,104,100,31,2028,1012,481,4782,647,487,482,1075,934,141,10044,29,29,43,52,26,33,46,63,3,330,66,68,75,77,38,60,66,78,11,538,26,69,34,20,11,10,25,22,5,224,38,66,86,43,23,35,61,67,71,502,3603,8240,6199,1739,1457,1086,1558,1555,379,25814,6,47,0,3,5,0,0,0,0,60,32,477,6,6,10,3,0,0,4,544,273,1385,28,94,153,35,8,15,12,2008,16,59,0,4,6,3,0,0,3,92
CED132,34,75,3,0,5,3,0,0,3,124,170,863,15,4,19,4,0,5,18,1094,1918,3843,177,96,480,237,51,48,110,6961,57,112,3,0,10,7,0,0,8,200,248,569,27,27,54,33,9,12,16,992,60,97,9,3,16,6,0,0,3,194,4120,9165,650,487,1131,811,154,254,276,17049,3,11,3,3,3,3,0,0,0,27,540,589,220,104,124,176,40,66,28,1883,510,597,289,168,163,188,55,81,26,2075,673,367,1417,213,193,238,146,206,60,3524,28,31,27,14,14,25,7,12,4,155,138,132,55,54,47,80,31,24,15,568,113,215,44,25,25,35,15,18,7,494,93,144,51,17,31,30,13,27,76,485,8712,16800,2982,1214,2325,1869,523,760,646,35823,26,81,0,3,15,3,0,0,3,134,117,681,7,13,25,7,0,0,6,867,1388,3856,70,181,797,207,4,31,79,6612,48,135,0,3,27,8,0,0,3,228
CED133,8,6,0,0,3,0,0,0,0,18,26,166,0,0,7,3,0,0,3,208,133,319,23,21,27,8,3,18,9,543,0,19,3,0,0,0,0,0,3,21,57,193,13,20,18,3,5,3,0,317,28,36,4,5,6,3,0,3,0,91,655,1851,194,217,172,103,46,144,35,3427,8,3,3,0,0,0,0,4,0,20,223,256,122,147,78,49,49,50,12,986,268,241,200,221,123,72,55,91,17,1289,1440,310,4641,653,369,491,1164,1462,170,10704,52,19,48,42,20,52,47,127,4,417,106,45,66,73,37,60,100,139,8,619,36,37,24,9,8,10,20,37,3,186,124,56,102,41,19,56,136,186,81,804,3162,3560,5444,1453,883,902,1634,2263,337,19647,4,33,0,0,0,0,0,0,0,37,16,103,3,9,7,0,0,0,0,142,102,529,8,34,40,7,0,15,3,739,11,19,0,0,3,0,0,0,0,30
CED134,4,10,0,0,0,0,0,0,0,19,8,84,0,0,0,0,0,3,0,102,129,261,21,21,27,28,8,30,3,537,7,10,0,0,3,0,0,0,0,22,58,151,8,14,11,0,9,0,3,248,31,30,0,8,4,4,3,0,0,80,792,1401,140,188,106,89,73,120,24,2935,3,5,3,0,0,0,0,0,0,19,352,141,90,149,30,44,32,47,16,898,424,164,171,210,73,81,65,79,18,1275,1983,324,4777,456,323,466,1512,1126,184,11149,106,23,31,21,23,34,73,101,7,415,169,33,62,50,29,67,97,89,17,612,38,27,32,7,3,9,20,27,4,168,229,34,148,47,37,74,212,219,92,1091,4335,2690,5494,1189,670,887,2101,1841,366,19561,3,21,0,0,4,0,0,0,0,31,11,49,0,3,3,0,0,0,0,65,114,482,5,32,47,26,0,17,5,729,3,34,0,4,3,0,0,0,0,53
