CED_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
CED111,5138,223,10,5,235,3,5372,302,965,46,3,1015,0,1314,5,144,75,0,221,0,227,3,0,0,0,8,0,5,309,1112,116,8,1240,0,1547,9,0,3,0,3,10,22,5454,1332,129,9,1473,15,6947,5337,200,7,0,212,5,5548,303,992,35,3,1027,0,1331,4,111,73,0,185,0,186,3,0,0,0,3,0,4,309,1101,106,4,1215,0,1523,3,4,0,0,4,9,23,5649,1307,112,10,1429,15,7092,3094,105,6,0,112,3,3214,131,474,28,0,500,0,634,0,30,40,0,69,0,69,0,0,0,3,3,0,3,134,507,63,3,572,0,708,0,5,0,0,5,8,10,3236,613,71,3,687,8,3932,1886,61,0,0,57,3,1954,97,258,17,0,268,0,366,0,17,29,0,47,0,47,0,0,0,3,3,0,3,97,273,46,3,325,0,418,0,0,0,0,0,3,3,1983,333,52,0,381,3,2379,2504,93,3,3
CED112,5908,184,0,4,187,12,6108,202,303,3,0,307,0,516,9,38,14,0,46,0,57,0,0,0,0,0,0,4,214,335,22,0,361,0,570,12,0,0,0,0,6,20,6137,519,21,4,548,17,6701,6363,147,0,0,148,10,6524,217,307,13,0,316,3,534,5,25,9,0,38,0,47,3,0,0,0,4,0,6,231,334,28,0,358,3,586,3,0,0,0,0,11,18,6593,481,27,3,506,19,7130,3596,86,6,0,95,6,3697,125,174,9,0,183,0,302,0,23,3,0,20,0,20,7,0,0,3,4,0,9,130,195,7,3,203,0,336,7,0,0,0,0,10,15,3731,285,15,3,300,13,4047,2306,58,0,0,58,3,2369,65,103,3,0,111,3,174,4,8,0,0,10,0,10,0,0,0,0,0,0,0,69,110,4,0,121,3,191,3,0,0,0,0,3,11,2380,172,5,0,179,14,2566,2961,52,3,0
CED113,5249,125,0,3,131,8,5381,174,475,16,3,488,0,663,7,23,11,0,34,0,37,3,0,0,0,0,0,7,180,499,26,3,528,0,714,16,0,0,0,0,15,29,5446,628,26,8,653,23,6120,5924,134,0,0,135,16,6070,185,394,8,0,401,3,589,3,25,4,0,31,0,31,0,3,0,4,5,0,5,194,417,17,3,438,3,626,15,0,0,0,0,22,32,6128,553,18,3,573,36,6735,3488,62,0,0,65,9,3559,97,205,8,0,207,0,311,0,3,3,0,10,0,10,0,0,0,0,3,0,3,97,210,10,0,223,0,323,15,0,0,0,0,10,24,3600,271,10,4,281,17,3897,2177,41,0,0,41,9,2227,40,113,3,0,116,0,164,3,8,0,0,6,0,15,0,0,0,0,3,0,0,46,120,5,0,131,0,174,6,0,0,0,0,5,10,2232,160,5,0,169,11,2418,2953,48,0,0
CED114,6255,100,0,0,102,18,6385,143,551,28,3,578,0,727,3,76,36,0,113,0,119,0,4,0,6,11,0,11,148,632,69,12,706,0,857,12,0,0,0,0,14,27,6413,730,70,8,812,36,7264,6475,107,3,3,111,16,6604,151,473,25,0,503,0,657,0,56,49,0,108,0,106,0,7,0,8,12,0,12,154,536,76,8,622,0,774,12,0,0,0,0,12,22,6646,643,82,7,731,31,7407,3764,59,0,0,66,4,3836,90,284,14,5,302,0,391,0,19,30,3,47,0,47,0,5,0,3,3,0,3,90,302,46,9,353,0,440,11,0,0,0,3,5,23,3865,363,48,9,424,15,4297,2329,39,0,0,44,4,2373,47,129,8,0,139,0,188,0,13,30,0,46,0,46,0,0,0,7,7,0,5,45,146,42,7,193,0,235,12,0,0,0,0,3,15,2382,185,37,7,234,8,2624,2955,43,0,5
CED115,1071,262,9,3,271,5,1349,371,3594,428,17,4041,0,4414,19,882,852,7,1737,0,1759,0,38,3,21,53,0,58,388,4515,1281,39,5838,0,6226,6,4,0,0,4,21,35,1470,4784,1289,40,6114,28,7612,953,196,8,0,206,3,1162,264,3391,404,17,3812,3,4079,30,834,945,6,1784,0,1811,0,28,6,13,49,0,50,296,4254,1357,34,5644,3,5938,3,7,0,0,7,21,27,1252,4456,1368,34,5851,22,7121,604,94,3,0,99,3,708,147,1887,249,10,2141,0,2289,7,502,658,3,1170,0,1178,0,21,3,4,26,0,28,156,2406,914,19,3337,0,3488,0,7,3,0,8,13,25,758,2511,918,14,3446,19,4219,362,60,0,0,56,0,421,65,1210,165,14,1388,0,1450,7,338,486,0,827,0,828,0,9,4,5,11,0,11,72,1553,650,16,2224,0,2291,0,4,0,0,4,7,14,432,1618,653,16,2286,5,2721,554,73,3,0
CED116,4716,76,3,0,81,11,4813,147,191,0,0,193,0,336,0,11,7,0,18,0,18,0,0,0,3,3,0,3,149,200,4,6,212,0,356,13,3,0,0,3,11,26,4880,279,8,6,293,25,5196,5175,63,4,0,65,15,5257,129,143,4,3,145,0,279,0,17,9,0,21,0,20,0,0,0,0,0,0,3,135,154,6,3,169,0,298,13,0,0,0,0,8,29,5325,221,9,3,236,20,5587,3045,48,3,3,55,3,3103,73,86,6,0,87,0,161,0,5,7,0,17,0,20,0,0,0,0,0,0,0,79,94,11,0,103,0,178,9,0,0,0,0,6,18,3133,143,12,3,161,8,3298,1909,34,0,0,34,3,1941,48,37,0,0,37,0,86,0,3,7,0,6,0,7,0,0,0,0,0,0,0,48,38,8,0,45,0,97,11,0,0,0,0,3,15,1969,68,8,0,78,9,2053,2434,28,0,0
CED117,5009,360,7,4,367,8,5389,597,1284,44,3,1333,0,1934,6,89,41,0,123,0,129,3,9,0,5,9,0,17,609,1374,83,11,1464,0,2081,0,0,0,0,0,4,9,5625,1736,93,10,1838,11,7476,4342,279,3,3,286,11,4639,422,1001,36,5,1044,0,1468,10,55,37,0,94,0,101,3,8,4,0,8,0,12,434,1066,83,5,1151,0,1580,3,3,0,0,3,5,12,4777,1342,86,8,1436,13,6226,1935,94,0,0,101,3,2039,225,448,26,0,475,0,698,4,36,26,0,61,3,71,0,3,0,0,3,0,4,225,486,54,3,537,3,767,0,0,0,0,0,0,0,2168,582,52,6,634,3,2807,1115,50,0,0,52,0,1175,103,242,15,0,254,0,355,0,29,24,0,55,0,57,0,0,0,0,0,0,0,102,268,38,0,309,0,415,8,0,0,0,0,0,8,1229,320,40,0,361,3,1591,1284,74,0,0
CED118,4949,388,5,7,397,4,5352,549,5278,127,25,5432,0,5984,0,252,105,3,352,0,356,3,28,0,14,41,0,48,559,5555,232,42,5827,0,6387,3,11,0,0,11,14,30,5507,5957,236,44,6238,18,11770,4732,296,9,6,312,6,5049,396,5121,108,30,5256,5,5655,10,258,121,0,377,0,391,5,24,0,18,39,0,47,414,5399,225,50,5675,5,6087,10,7,0,0,7,5,17,5154,5702,231,52,5995,16,11158,2542,137,0,3,139,3,2685,215,2323,67,20,2414,0,2629,5,138,76,0,214,0,222,4,9,0,8,20,0,22,221,2476,143,32,2642,0,2871,3,0,0,0,0,4,6,2764,2613,142,30,2786,5,5563,1516,65,0,0,71,0,1587,102,1354,36,9,1396,0,1495,0,89,53,0,139,0,143,3,0,0,3,3,0,9,101,1444,90,11,1542,0,1644,0,0,0,0,0,0,3,1622,1512,91,14,1611,5,3235,2015,90,0,0
CED119,6234,274,0,9,279,8,6523,459,1371,33,3,1400,0,1864,6,72,10,0,85,0,95,6,4,0,0,8,0,11,470,1444,44,3,1492,0,1964,7,0,0,0,0,4,11,6713,1721,40,11,1774,9,8495,6576,267,3,3,271,9,6857,421,1299,24,8,1328,3,1757,5,55,18,0,77,0,77,4,0,0,5,6,0,9,429,1352,49,10,1414,3,1846,7,0,0,0,0,3,13,7018,1616,49,15,1682,15,8717,3640,136,3,0,134,3,3780,166,634,15,5,653,0,815,4,31,6,0,39,0,39,0,3,0,0,5,0,5,165,667,23,3,694,0,860,3,0,0,0,0,3,6,3815,800,28,8,827,6,4656,2334,74,3,0,79,0,2414,107,424,10,3,441,0,544,3,21,5,0,30,0,30,0,0,0,0,0,0,0,109,445,20,3,465,0,580,0,0,0,0,0,3,4,2449,525,25,3,549,5,2996,3045,83,0,0
CED120,6845,222,3,0,222,18,7086,296,471,10,0,482,0,783,0,35,13,0,47,0,50,0,3,0,3,7,0,9,303,508,21,3,540,0,839,17,0,0,0,0,5,19,7162,731,27,7,762,26,7945,7221,198,3,3,204,16,7439,251,465,21,0,485,0,737,0,24,9,0,31,0,35,3,4,0,3,8,3,12,256,491,26,5,522,3,786,17,0,0,0,0,13,26,7493,686,29,10,724,29,8250,4210,98,0,3,104,14,4329,131,228,12,0,241,0,371,9,13,4,0,15,0,21,0,3,0,0,3,0,4,139,241,20,0,258,0,403,11,0,0,0,0,5,18,4366,340,21,3,367,18,4747,2655,72,3,0,78,5,2736,89,150,11,0,167,0,252,0,8,0,0,8,0,8,5,0,0,3,3,0,8,89,158,11,3,173,0,262,8,0,0,0,0,0,9,2747,232,13,3,250,8,3007,3189,83,0,3
CED121,6602,102,0,8,107,8,6726,149,239,9,0,256,4,411,8,21,13,3,35,0,48,3,3,0,0,3,0,7,160,270,21,4,294,4,459,6,0,0,0,0,14,20,6775,375,25,7,407,28,7209,6465,70,0,0,74,11,6556,135,242,6,0,253,4,389,3,12,3,0,10,0,16,0,0,0,0,0,0,5,139,256,8,0,269,4,407,8,0,0,0,0,19,25,6610,327,8,3,339,35,6984,3649,40,0,0,40,9,3693,58,127,3,0,132,0,187,3,8,3,0,11,0,14,0,0,0,0,0,0,0,59,132,8,0,139,0,201,10,0,0,0,0,8,17,3715,173,8,0,182,18,3906,2469,26,0,0,26,3,2498,39,54,3,0,57,0,94,3,5,5,0,7,0,15,0,0,0,0,0,0,0,38,61,8,0,66,0,112,7,0,0,0,0,6,11,2514,84,8,0,90,12,2616,3089,26,0,0
CED122,4310,307,0,0,310,7,4622,687,2340,65,11,2408,0,3092,5,168,39,0,207,0,211,3,12,4,7,18,0,20,694,2514,101,17,2634,0,3333,7,3,0,0,5,0,9,5014,2825,101,19,2941,7,7966,3953,272,0,0,275,5,4235,510,1960,77,10,2044,0,2552,7,122,56,0,177,0,188,3,11,0,0,10,0,13,529,2091,132,9,2231,0,2759,4,3,0,0,8,8,18,4490,2361,131,10,2505,19,7013,2157,135,3,0,138,0,2299,208,940,35,0,977,0,1181,3,67,28,0,96,0,97,3,8,0,5,7,0,8,213,1016,58,5,1078,0,1290,0,0,0,0,0,5,7,2374,1152,65,5,1220,4,3596,1213,71,0,0,74,4,1287,131,532,17,3,546,0,680,3,50,35,0,77,0,82,0,0,0,0,4,0,4,135,581,49,7,632,0,766,0,0,0,0,0,0,0,1344,657,49,7,706,3,2053,1561,89,4,0
CED123,6707,285,0,8,293,6,7005,357,1679,47,6,1736,3,2092,10,95,37,0,131,0,142,0,11,5,7,18,0,18,364,1777,91,14,1886,3,2251,14,0,0,0,0,22,35,7083,2064,96,22,2180,33,9291,6242,262,0,3,267,5,6511,337,1502,38,14,1549,0,1886,6,83,35,0,119,0,132,0,9,0,3,21,0,18,346,1600,75,19,1689,0,2040,12,3,0,0,3,8,19,6598,1864,75,23,1960,8,8567,3400,111,0,0,115,5,3524,140,735,33,4,776,0,917,9,50,32,0,80,0,85,0,7,0,3,7,0,7,149,791,64,7,867,0,1012,6,3,0,0,3,3,16,3563,911,62,11,983,10,4549,2109,85,0,0,84,3,2194,99,440,20,0,458,0,561,3,30,15,0,45,0,41,0,3,3,0,7,0,7,104,473,35,0,506,0,605,3,0,0,0,0,0,3,2215,553,35,3,592,3,2806,2748,104,0,0
CED124,4339,60,0,0,59,18,4420,81,111,3,0,110,0,199,0,4,10,0,8,0,13,0,0,0,0,0,0,0,82,111,13,0,122,0,212,7,0,0,0,0,13,20,4433,173,13,3,186,32,4652,5230,67,0,0,67,31,5324,93,110,0,0,113,0,208,8,3,3,0,6,0,10,0,0,0,3,3,0,0,101,110,3,3,123,0,226,12,0,0,0,0,14,26,5339,181,3,3,186,44,5576,3074,33,0,0,33,14,3117,52,49,0,0,49,0,99,0,3,0,0,4,0,5,0,0,0,0,0,0,0,56,50,0,0,52,0,110,12,0,0,0,0,5,19,3135,84,0,0,86,23,3246,2129,22,0,0,22,8,2156,42,18,0,0,25,0,63,3,0,3,0,3,0,5,0,0,0,0,0,0,0,45,19,8,0,26,0,74,13,0,0,0,0,6,20,2182,40,8,0,48,15,2251,2732,20,0,0
CED125,5011,370,3,3,376,8,5392,504,2804,103,19,2933,7,3445,9,237,79,0,310,0,321,4,15,0,4,28,0,32,516,3053,181,32,3268,7,3791,9,4,0,0,4,11,27,5536,3429,182,34,3651,23,9203,4744,344,4,7,351,8,5100,409,2677,105,16,2799,4,3212,11,175,103,3,277,0,290,0,15,0,6,29,0,29,428,2868,207,28,3106,4,3534,6,7,9,0,14,17,41,5172,3224,212,34,3468,34,8675,2635,187,0,3,191,4,2834,155,1327,64,7,1405,0,1557,5,105,63,0,165,3,180,0,5,0,7,17,0,17,163,1439,124,17,1581,3,1749,3,4,0,0,7,12,24,2806,1636,130,20,1782,14,4601,1662,94,0,0,91,4,1760,121,851,42,10,906,0,1025,3,87,51,0,136,0,142,0,12,0,3,16,0,16,126,948,96,17,1056,0,1184,0,5,0,0,5,8,19,1788,1044,94,17,1159,14,2964,2052,100,0,0
CED126,5812,275,0,0,276,13,6104,502,941,20,4,966,3,1471,0,36,21,0,60,0,61,3,0,0,0,0,0,3,509,974,42,4,1024,3,1532,4,0,0,0,0,5,10,6327,1248,41,3,1299,26,7649,6808,236,3,3,239,10,7060,480,854,33,4,893,0,1370,4,36,27,0,59,0,70,0,0,0,0,0,0,0,486,891,57,4,956,0,1439,8,0,0,0,0,5,16,7301,1122,63,6,1194,23,8519,3795,105,0,0,105,9,3915,228,429,24,4,450,0,679,0,25,22,0,45,0,44,0,3,0,0,8,0,6,231,452,41,3,497,0,729,3,0,0,0,0,4,6,4031,555,47,3,611,13,4649,2376,67,0,0,71,3,2449,120,282,8,0,291,0,414,0,21,17,0,40,0,38,0,0,0,0,0,0,0,124,301,24,0,326,0,452,3,0,0,0,0,0,3,2499,372,23,0,398,3,2908,3149,80,0,0
CED127,5745,182,0,0,181,11,5938,230,277,12,0,293,0,521,0,15,0,0,13,0,15,3,3,0,0,3,0,5,237,292,19,0,306,0,541,8,5,0,0,5,4,15,5986,473,18,0,490,20,6495,6210,174,0,0,177,12,6399,236,279,15,4,297,4,536,4,16,12,0,30,0,38,6,0,0,0,0,0,6,241,295,28,4,333,4,579,11,0,0,0,0,6,17,6458,476,29,4,512,26,6997,3728,90,0,3,88,7,3820,103,139,0,0,142,0,247,3,19,6,0,28,0,29,0,0,0,0,0,0,0,105,158,8,0,166,0,278,7,3,0,0,3,3,10,3838,248,8,3,258,11,4104,2335,49,0,0,49,9,2394,60,103,0,0,105,0,167,0,16,5,0,20,0,20,0,0,0,0,0,0,0,62,113,10,0,120,0,181,5,0,0,0,0,3,4,2396,167,10,0,174,8,2580,3114,60,3,0
CED128,2610,489,4,0,494,3,3113,405,4275,396,34,4700,0,5104,17,650,616,13,1281,0,1297,0,24,10,17,52,0,57,416,4951,1022,59,6037,0,6455,3,11,0,0,11,14,29,3036,5451,1031,59,6543,19,9602,2546,323,9,0,330,3,2881,347,3849,400,16,4268,4,4620,5,618,737,9,1368,0,1367,3,19,0,20,43,0,43,360,4488,1141,47,5678,4,6039,3,3,0,0,4,7,14,2903,4806,1148,49,6005,17,8929,1417,139,3,3,139,0,1558,159,1881,207,14,2103,0,2263,7,333,448,5,785,0,792,3,10,0,6,15,0,17,164,2221,660,26,2904,0,3075,4,0,0,0,0,9,13,1588,2356,661,28,3049,11,4645,892,95,3,0,102,0,996,88,1211,143,9,1363,0,1460,8,191,308,6,507,0,513,3,8,3,11,20,0,21,105,1415,452,20,1891,0,1994,0,0,0,0,0,4,10,1002,1513,460,20,1991,5,2995,1125,110,0,0
CED129,4577,291,4,3,295,3,4870,537,3289,88,9,3389,0,3928,8,185,72,0,255,0,264,3,11,0,3,14,0,14,551,3483,157,13,3654,0,4206,4,0,0,0,0,4,12,5129,3768,160,20,3952,9,9091,5721,276,12,0,287,4,6015,477,3514,103,6,3622,3,4103,7,205,109,3,319,0,324,3,13,0,0,17,0,20,493,3732,208,12,3952,3,4450,5,4,0,0,4,0,8,6213,4017,222,12,4250,9,10469,3356,157,0,0,155,3,3516,210,1718,55,5,1781,0,1999,0,103,47,0,146,0,146,0,11,0,0,11,0,11,214,1829,104,5,1938,0,2156,0,3,0,0,3,0,6,3574,1991,104,9,2102,9,5684,2134,103,0,3,108,0,2242,141,1000,52,3,1058,0,1201,3,64,41,0,107,0,110,0,3,0,0,6,0,6,148,1068,93,4,1166,0,1312,7,0,0,0,0,4,6,2284,1176,96,4,1275,4,3566,2698,114,0,0
CED130,5581,66,0,0,66,16,5665,127,299,13,0,316,0,438,3,50,18,0,64,0,70,3,4,0,0,7,3,6,126,357,27,3,385,3,514,11,0,0,0,0,18,38,5725,422,27,3,447,39,6212,6088,72,3,0,79,14,6186,65,270,5,0,278,0,341,3,29,15,0,44,0,51,0,0,0,3,3,0,4,71,298,24,3,321,0,393,11,0,0,0,0,8,26,6174,369,28,3,399,25,6600,3585,39,0,0,41,11,3636,52,123,3,0,124,0,177,0,19,11,0,27,0,30,0,0,0,0,0,0,0,59,136,11,0,153,0,208,6,0,0,0,0,7,17,3646,175,18,0,193,25,3865,2196,25,0,0,25,5,2230,21,53,7,0,60,0,80,0,7,6,0,12,0,11,0,0,0,3,3,0,3,22,64,7,3,74,0,95,8,0,0,0,0,5,12,2224,90,7,3,98,11,2334,2698,34,0,0
CED131,5670,170,0,0,169,6,5842,271,614,25,6,642,3,913,7,104,35,0,138,0,144,5,3,0,0,3,0,10,273,721,58,6,789,3,1067,4,0,0,0,0,9,13,5949,890,58,5,961,19,6924,5274,148,0,0,143,11,5431,223,588,18,0,610,0,838,3,63,48,0,110,0,115,0,3,0,0,3,0,4,228,654,71,0,729,0,958,6,0,0,0,0,4,13,5509,801,71,0,877,12,6395,2927,65,0,0,69,3,3002,97,246,13,0,257,0,356,3,24,17,0,43,0,47,0,9,3,0,7,0,11,99,273,32,0,308,0,410,3,0,0,0,0,3,5,3032,340,35,0,374,7,3416,1752,41,0,0,44,3,1798,51,117,13,0,127,0,180,3,12,15,0,30,0,29,0,3,0,0,3,0,3,55,129,25,0,156,0,209,4,0,0,0,0,0,4,1807,170,27,0,202,3,2012,2362,54,0,0
CED132,4815,292,3,0,293,4,5117,796,2330,59,14,2402,0,3196,8,146,70,0,219,0,229,4,5,0,0,5,0,13,809,2487,132,16,2625,0,3438,8,4,0,0,4,3,18,5641,2779,130,13,2926,5,8573,4864,191,5,4,197,0,5061,536,1699,72,0,1771,4,2308,8,120,57,0,184,0,191,8,3,0,0,3,0,9,551,1820,137,0,1957,4,2505,3,0,0,0,0,3,11,5414,2013,140,4,2151,7,7579,2625,92,0,0,97,0,2717,214,699,35,0,729,0,946,0,50,37,0,92,0,92,9,0,0,0,0,0,4,221,747,69,0,822,0,1044,3,0,0,0,0,0,4,2843,845,69,0,919,0,3762,1524,55,0,0,53,0,1573,130,362,22,0,385,0,519,0,25,36,0,58,0,59,0,0,0,0,3,0,3,132,388,56,0,447,0,581,0,0,0,0,3,0,4,1658,446,58,0,502,0,2162,1947,71,3,3
CED133,5078,72,3,0,79,13,5167,164,260,19,0,281,0,447,9,10,5,0,15,0,21,0,0,0,3,3,0,3,176,271,27,3,299,0,472,10,0,0,0,0,19,33,5263,343,27,3,377,30,5671,5780,85,0,0,88,13,5887,143,227,15,0,243,0,389,3,9,9,0,19,0,23,0,0,0,0,3,0,3,151,244,25,3,268,0,416,15,0,0,0,0,16,29,5948,334,25,3,358,26,6337,3426,36,0,0,39,11,3472,65,95,5,0,96,0,166,0,5,10,0,12,0,12,0,0,0,4,4,0,7,69,99,10,4,112,0,186,5,0,0,0,0,11,18,3501,137,10,4,149,17,3672,2233,20,0,0,20,3,2262,40,56,0,0,63,0,103,0,3,3,0,9,0,11,0,0,0,0,0,0,0,40,60,8,0,66,0,111,8,0,0,0,0,3,14,2285,81,8,0,93,7,2385,2960,24,0,0
