SAL_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SAL10117,4,0,7,6,0,3,0,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,6,0,0,9,64,107,110,92,71,29,35,30,12,537
SAL10118,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,18,17,9,5,7,7,3,0,0,73
SAL10119,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,25,12,19,3,16,9,0,128
SAL10120,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,13,12,12,8,9,4,9,0,78
SAL10121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,5,0,6,0,7,0,0,35
SAL10122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SAL10123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,5,3,0,17
SAL10125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,11
SAL10126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,6,3,0,0,0,0,38
SAL10131,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,13,0,3,0,6,0,0,53
SAL10132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL10133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,0,3,0,0,0,0,25
SAL10134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10135,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,19
SAL10136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13
SAL10137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,10
SAL10138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,0,11
SAL10139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,4,0,0,0,0,0,24
SAL10140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9
SAL10141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7
SAL10143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,3,0,0,0,0,0,23
SAL10144,0,0,4,4,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,28,41,53,34,25,11,10,12,5,206
SAL10145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,8,9,0,0,3,4,0,6,0,44
SAL10146,3,0,7,0,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,3,12,35,61,71,35,28,16,9,16,10,283
SAL10147,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,21
SAL10148,0,0,3,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,30,17,9,0,7,10,0,121
SAL10149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10
SAL10150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,3,0,18
SAL10152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,3,0,0,9,0,19
SAL10153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,11
SAL10154,11,4,34,19,19,9,3,5,0,97,0,0,0,0,0,0,0,0,0,0,20,25,0,7,7,3,4,3,0,61,5,3,7,4,4,0,0,0,12,44,891,1425,241,221,360,188,42,52,43,3471
SAL10155,5,3,4,4,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,3,5,0,0,0,0,0,0,5,21,459,602,42,55,124,59,4,11,24,1389
SAL10156,8,3,23,16,13,4,0,5,0,80,0,0,0,0,0,0,0,0,0,3,4,10,0,3,0,0,0,0,0,14,4,0,4,0,0,0,3,0,11,34,296,692,270,224,249,90,75,66,24,1982
SAL10157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10158,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,7,3,0,4,3,0,0,41
SAL10159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10160,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,5,0,0,4,0,32
SAL10161,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,13,10,11,5,5,0,0,0,0,42
SAL10162,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,21,19,4,12,3,3,13,0,88
SAL10163,27,0,86,39,8,26,5,26,3,228,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,0,8,0,22,5,7,16,6,7,12,5,16,15,85,271,586,402,422,239,175,64,194,27,2371
SAL10164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10165,24,9,26,8,12,5,3,4,3,83,0,0,0,0,0,0,0,0,0,0,22,45,5,3,14,7,5,3,5,100,12,9,0,5,5,7,0,0,12,55,1342,2297,231,218,451,235,39,41,62,4912
SAL10166,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,4,0,0,3,0,0,0,0,19,0,5,0,0,0,0,0,0,4,13,230,432,28,21,74,35,7,9,13,850
SAL10167,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,65,54,25,31,9,19,11,0,253
SAL10168,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,22,32,48,22,23,8,12,6,0,173
SAL10169,8,0,6,0,3,5,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,10,50,54,42,46,27,7,18,31,4,274
SAL10170,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,0,12
SAL10171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,7,0,7,0,0,0,0,43
SAL10173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL10174,0,0,4,3,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,58,78,44,39,19,15,15,10,0,281
SAL10175,14,0,19,9,3,0,0,5,0,55,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,4,0,4,0,16,4,6,8,5,0,0,0,5,7,29,187,385,114,86,83,56,10,55,16,985
SAL10176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,5,0,0,0,21
SAL10177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,5,0,9,0,0,0,0,41
SAL10178,14,4,18,10,15,16,3,10,0,86,0,0,0,0,0,0,0,0,0,0,4,7,3,3,4,0,0,0,0,23,8,8,4,4,3,4,0,4,3,39,404,649,271,183,299,123,50,57,15,2047
SAL10179,6,3,11,7,13,0,6,6,0,54,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,12,0,4,9,0,8,0,0,0,6,22,172,324,124,100,170,43,51,40,22,1045
SAL10180,0,0,7,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,34,88,29,18,22,21,4,7,0,224
SAL10181,38,4,110,56,35,34,26,39,3,346,5,0,5,0,8,0,3,6,0,19,12,25,4,12,13,8,12,14,3,108,19,19,17,26,27,18,26,37,52,247,688,2307,843,973,1107,511,496,537,183,7649
SAL10182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,3,3,0,0,0,23
SAL10184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,3,5,3,0,3,0,0,52
SAL10185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
SAL10186,53,8,107,57,42,39,6,43,6,366,0,0,0,0,0,0,0,0,0,4,6,5,3,7,3,11,0,5,0,44,12,8,25,24,16,13,13,15,16,137,543,1012,791,699,557,282,155,301,87,4430
SAL10187,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
SAL10188,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,10,13,93,275,50,47,47,15,16,11,7,560
SAL10189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,3,5,0,0,0,0,31
SAL10190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
SAL10191,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,0,10,29,38,12,21,16,0,8,15,6,149
SAL10192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,38,0,0,14,4,0,0,4,98
SAL10193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10194,14,4,14,11,11,9,5,0,0,73,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,16,0,0,8,0,4,0,0,3,0,24,320,483,281,159,250,79,54,43,17,1687
SAL10195,13,4,24,10,9,5,6,5,4,76,0,0,0,0,0,0,0,0,0,0,3,5,3,5,5,0,4,6,0,34,0,12,0,4,4,3,4,3,7,35,249,696,215,250,282,111,93,85,39,2021
SAL10196,0,0,9,6,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,7,3,6,0,3,0,0,0,0,15,5,3,0,0,3,0,0,0,0,18,169,335,83,60,129,43,18,21,5,863
SAL10197,6,0,11,3,4,5,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,12,0,5,0,0,0,0,3,6,0,18,132,270,83,44,97,42,20,18,13,730
SAL10198,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,27,23,16,10,12,0,11,10,0,111
SAL10199,6,0,20,7,10,7,10,10,3,86,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,14,7,3,5,4,3,0,7,7,10,46,180,240,298,146,159,72,119,92,30,1330
SAL10200,3,0,7,0,5,0,0,4,0,29,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,6,0,3,5,3,0,0,0,9,0,21,62,82,66,38,43,20,19,50,9,386
SAL10201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,10,6,6,3,0,0,4,0,48
SAL10203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,34,13,9,7,4,0,3,4,0,78
SAL10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10205,5,0,9,11,8,0,3,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,13,65,68,149,85,82,20,53,40,5,571
SAL10206,8,0,13,7,3,4,4,6,0,50,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,8,5,0,7,5,0,0,0,5,0,23,91,105,90,77,58,21,25,56,8,525
SAL10207,7,0,7,4,0,0,0,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,0,14,52,47,33,38,16,14,15,29,0,248
SAL10208,15,0,36,26,6,4,4,14,4,111,0,0,0,0,0,0,0,0,0,6,3,0,3,0,4,0,0,3,0,14,3,5,10,13,7,4,6,17,11,65,130,289,348,309,185,78,102,128,23,1589
SAL10209,0,0,3,3,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42,76,37,19,21,8,14,14,3,233
SAL10210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,5,4,4,0,0,3,3,33
SAL10211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,8,0,0,0,0,3,30
SAL10212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7
SAL10213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,5,24,27,11,11,10,3,0,6,4,89
SAL10215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL10216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,4,0,0,0,0,10
SAL10217,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,30,24,21,12,10,6,3,14,6,114
SAL10218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10219,5,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,9,6,8,0,5,9,0,60
SAL10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10221,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,11,0,0,6,0,0,4,0,42
SAL10222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10223,0,0,13,0,6,0,5,8,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,9,3,0,0,0,0,0,0,0,4,5,51,96,83,74,50,31,28,33,4,439
SAL10224,20,4,17,10,18,10,10,5,0,95,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,3,0,4,0,19,12,7,5,6,5,6,12,3,19,74,245,545,244,202,260,120,106,95,40,1854
SAL10225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,4,0,3,4,0,0,0,0,19
SAL10227,22,9,59,28,22,18,12,20,5,188,0,0,0,0,0,0,0,0,0,5,3,12,3,3,7,0,0,4,0,41,7,8,16,6,6,4,3,5,23,84,474,985,648,516,436,197,124,176,53,3608
SAL10228,8,6,8,0,3,3,0,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,5,0,4,3,3,0,0,0,17,56,95,71,79,55,37,16,33,6,446
SAL10229,5,0,14,8,0,4,0,6,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,0,7,0,3,0,0,0,14,35,39,61,58,23,27,12,28,7,294
SAL10230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,14
SAL10231,14,5,61,28,8,16,8,15,0,152,0,0,0,3,3,0,0,0,0,11,0,7,0,4,3,0,6,8,0,22,4,6,5,0,4,7,5,8,10,48,259,719,326,373,232,162,75,144,31,2312
SAL10232,3,0,4,0,5,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,3,14,48,40,31,47,25,5,21,49,4,270
SAL10233,69,23,83,66,76,30,19,32,4,410,0,3,0,0,0,0,0,3,0,12,28,56,17,10,40,14,9,7,7,181,25,32,28,11,30,14,11,10,59,215,2625,5826,1351,1000,2068,679,327,412,214,14504
SAL10234,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,16,21,19,14,16,3,10,7,5,112
SAL10235,8,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,44,77,46,12,24,21,5,11,4,238
SAL10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10237,7,0,13,7,8,4,0,4,0,42,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,0,0,0,16,5,6,3,4,4,0,0,0,5,21,320,361,97,71,128,56,19,27,23,1105
SAL10238,14,4,32,17,19,20,3,8,0,104,0,0,0,0,0,0,0,0,0,3,12,14,4,0,4,0,4,4,0,42,8,8,9,6,12,0,3,8,3,65,686,960,351,221,393,173,66,105,35,2992
SAL10239,6,0,7,0,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,14,3,5,0,3,0,0,4,0,4,20,155,303,42,38,64,38,14,13,13,673
SAL10240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,3,0,0,0,0,14
