SSC_CODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
SSC10052,0,3,8,6,0,19,0,19
SSC10053,0,3,5,0,0,6,0,6
SSC10054,0,12,9,8,4,30,0,29
SSC10055,0,3,7,6,0,15,3,23
SSC10056,3,9,20,12,4,50,3,56
SSC10057,3,3,9,3,3,21,3,21
SSC10058,0,10,14,3,0,35,0,34
SSC10059,3,32,39,12,3,87,0,87
SSC10060,53,531,462,175,86,1310,59,1364
SSC10061,512,1743,1019,171,56,3496,107,3602
SSC10062,3,32,129,72,131,369,4,375
SSC10063,20,151,345,149,116,775,17,788
SSC10064,0,3,10,4,0,15,0,15
SSC10065,0,3,7,0,3,14,0,9
SSC10066,0,0,0,3,0,5,0,5
SSC10067,0,6,12,6,6,33,0,36
SSC10068,0,3,3,0,0,8,0,8
SSC10069,3,54,78,27,16,173,4,177
SSC10070,0,22,30,10,3,68,8,69
SSC10071,0,0,0,0,0,0,0,0
SSC10072,3,66,149,84,103,400,12,416
SSC10073,13,152,224,81,26,492,17,507
SSC10074,0,3,10,0,3,20,0,24
SSC10075,0,15,33,8,10,74,6,78
SSC10076,9,86,54,33,16,193,8,208
SSC10077,0,3,7,0,5,13,0,13
SSC10078,56,190,184,45,35,505,23,530
SSC10079,0,29,38,12,11,84,0,88
SSC10080,0,3,0,0,0,6,0,6
SSC10081,3,55,69,22,21,173,14,185
SSC10082,0,4,7,3,4,18,0,18
SSC10083,0,0,0,0,0,7,0,3
SSC10084,0,10,13,7,4,44,3,43
SSC10085,683,3232,2704,758,411,7785,298,8089
SSC10086,510,1446,928,287,132,3303,137,3440
SSC10087,0,0,0,0,0,0,0,0
SSC10088,11,169,56,7,4,239,22,258
SSC10089,7,57,81,31,16,193,10,198
SSC10090,539,1974,828,139,31,3516,75,3593
SSC10091,0,0,5,8,0,11,6,15
SSC10092,0,3,0,4,3,12,0,12
SSC10093,66,330,422,127,72,1023,30,1050
SSC10094,0,45,62,19,9,134,3,136
SSC10095,0,26,37,12,4,80,11,91
SSC10096,0,0,0,0,0,4,0,4
SSC10097,168,338,275,106,53,936,86,1022
SSC10098,1872,4130,1661,312,139,8115,428,8546
SSC10099,11,86,89,30,22,236,15,255
SSC10100,0,34,48,15,15,113,8,125
SSC10101,181,598,398,126,40,1345,78,1425
SSC10102,24,370,704,228,130,1452,29,1487
SSC10103,60,448,391,117,60,1074,20,1091
SSC10104,0,11,7,8,3,26,0,31
SSC10105,0,49,78,48,25,202,3,211
SSC10106,1453,3919,2499,901,566,9336,577,9919
SSC10107,0,6,18,15,0,37,0,41
SSC10108,29,290,398,97,49,859,19,880
SSC10109,24,179,237,145,166,749,82,830
SSC10110,0,7,17,19,4,47,0,51
SSC10111,83,897,1470,505,241,3204,93,3298
SSC10112,0,0,0,0,0,8,0,11
SSC10113,0,17,31,13,11,70,0,77
SSC10114,24,398,719,229,109,1486,38,1518
SSC10115,0,0,0,0,0,0,0,0
SSC10116,61,192,209,85,50,594,47,638
SSC10117,0,0,16,8,3,35,0,35
SSC10118,3,34,46,22,20,133,7,134
SSC10119,0,18,33,8,12,73,0,71
SSC10120,3,10,19,18,10,61,5,68
SSC10121,0,0,0,0,0,0,0,0
SSC10122,0,0,4,0,0,4,0,3
SSC10123,0,3,4,0,5,11,0,11
SSC10124,0,0,0,0,3,6,0,6
SSC10125,0,6,3,5,0,10,0,10
SSC10126,0,0,0,0,0,5,0,5
SSC10127,0,0,4,0,3,8,0,8
SSC10128,0,0,4,0,0,3,0,3
SSC10129,0,8,10,0,7,23,3,23
SSC10130,0,4,20,12,11,45,0,45
SSC10131,0,0,0,0,4,6,0,6
SSC10132,0,18,23,13,9,63,3,65
SSC10133,0,0,3,0,0,7,0,7
SSC10134,0,3,4,4,5,17,0,17
SSC10135,0,7,3,3,3,10,0,15
SSC10136,3,4,3,7,0,16,0,16
SSC10137,0,0,4,3,3,11,0,11
SSC10138,0,3,12,3,0,18,0,18
SSC10139,0,3,7,0,0,14,0,14
SSC10140,0,0,3,0,0,7,0,7
SSC10141,0,0,4,3,0,8,0,8
SSC10142,0,3,6,7,3,20,0,20
SSC10143,0,50,60,25,21,153,13,168
SSC10144,0,12,14,7,10,40,3,46
SSC10145,11,135,136,41,24,348,10,355
SSC10146,0,5,3,4,3,14,0,14
SSC10147,0,23,46,21,3,87,0,91
SSC10148,0,3,0,3,0,4,0,4
SSC10149,0,0,0,0,0,4,0,4
SSC10150,0,3,9,4,3,21,0,21
SSC10151,0,7,10,3,11,32,0,30
SSC10152,0,3,4,0,4,9,0,16
SSC10153,224,1435,1024,203,56,2938,67,3008
SSC10154,22,265,506,142,62,999,16,1018
SSC10155,112,642,792,291,127,1969,70,2036
SSC10156,0,0,4,0,0,6,0,6
SSC10157,0,7,10,13,12,34,0,39
SSC10158,0,3,6,0,0,12,0,12
SSC10159,3,9,20,8,10,54,0,59
SSC10160,0,3,18,10,3,24,0,24
SSC10161,0,9,21,13,9,58,3,59
SSC10162,510,1852,964,210,76,3610,222,3837
SSC10163,0,0,0,0,0,0,0,0
SSC10164,643,2162,1063,154,55,4077,110,4188
SSC10165,115,372,232,37,12,770,23,787
SSC10166,5,61,129,42,25,256,3,259
SSC10167,3,31,58,31,29,146,0,151
SSC10168,46,159,178,77,28,491,26,516
SSC10169,0,0,0,0,3,5,0,5
SSC10170,0,0,0,0,0,0,0,0
SSC10171,0,6,18,7,3,39,0,35
SSC10172,0,0,0,3,0,5,0,5
SSC10173,3,48,95,49,33,227,3,231
SSC10174,10,223,323,83,44,685,23,707
SSC10175,0,5,6,7,0,16,0,16
SSC10176,0,3,13,7,11,38,3,37
SSC10177,38,355,831,317,212,1753,34,1791
SSC10178,94,416,328,117,62,1015,44,1056
SSC10179,0,0,0,0,0,4,0,4
SSC10180,1322,4047,2686,748,378,9177,409,9590
SSC10181,0,0,0,0,0,0,0,0
SSC10182,0,5,7,9,0,17,0,17
SSC10183,0,6,17,14,6,45,0,43
SSC10184,0,3,4,3,0,16,0,16
SSC10185,346,2602,2245,655,287,6144,235,6378
SSC10186,0,7,3,4,0,16,3,19
SSC10187,77,166,188,46,21,493,19,511
SSC10188,10,18,0,0,4,29,3,34
SSC10189,0,0,4,3,0,13,0,13
SSC10190,25,113,104,37,29,306,13,318
SSC10191,16,31,7,0,0,52,0,57
SSC10192,0,0,0,0,0,0,0,0
SSC10193,11,149,515,265,246,1184,10,1192
SSC10194,11,133,229,51,21,450,14,462
SSC10195,62,285,262,85,49,741,22,759
SSC10196,63,252,297,89,39,746,27,779
SSC10197,4,56,75,22,25,185,15,196
SSC10198,46,363,504,248,248,1402,58,1465
SSC10199,31,230,218,75,37,594,40,636
SSC10200,0,0,0,0,0,0,0,0
SSC10201,0,30,31,6,0,69,0,67
SSC10202,5,54,55,27,12,148,13,161
SSC10203,0,0,0,0,0,0,0,0
SSC10204,9,137,224,126,69,568,17,587
SSC10205,31,228,254,90,25,622,41,665
SSC10206,48,246,182,55,30,561,49,607
SSC10207,153,769,743,265,133,2060,104,2159
SSC10208,9,73,85,36,23,238,8,241
SSC10209,3,15,17,10,5,46,3,51
SSC10210,0,15,15,3,4,41,3,40
SSC10211,0,0,0,0,0,0,0,0
SSC10212,0,0,0,0,0,0,0,0
SSC10213,0,14,25,8,8,59,0,59
SSC10214,0,0,4,0,0,3,0,3
SSC10215,0,0,3,0,4,10,0,10
SSC10216,0,41,54,28,10,134,8,148
SSC10217,0,0,0,0,0,0,0,0
SSC10218,0,13,23,12,7,55,0,62
SSC10219,0,0,0,0,0,0,0,0
SSC10220,0,5,15,9,3,31,0,29
SSC10221,0,0,4,0,3,12,0,12
SSC10222,8,17,0,0,0,33,0,33
SSC10223,7,185,200,83,41,519,43,564
SSC10224,230,826,903,397,205,2559,113,2674
SSC10225,0,0,0,0,0,0,0,0
SSC10226,0,4,9,6,4,27,0,31
SSC10227,372,1507,1659,504,245,4284,209,4492
SSC10228,64,355,204,58,19,698,33,737
SSC10229,130,327,120,37,13,629,51,678
SSC10230,0,0,0,3,3,11,0,11
SSC10231,397,1380,788,202,97,2872,111,2988
SSC10232,35,182,179,81,25,503,26,527
SSC10233,370,3692,5374,1587,807,11819,217,12039
SSC10234,0,12,29,22,16,79,6,88
SSC10235,0,113,117,35,10,278,9,284
SSC10236,0,0,0,0,0,0,0,0
SSC10237,143,475,435,197,133,1383,61,1441
SSC10238,56,528,1001,367,221,2170,56,2230
SSC10239,43,199,105,15,6,377,18,394
SSC10240,0,5,13,5,0,29,0,27
SSC10241,0,3,9,4,8,23,0,19
SSC10242,0,13,18,6,5,42,0,41
SSC10243,18,418,1261,485,240,2429,37,2473
SSC10244,3,6,20,9,5,43,0,42
SSC10245,0,10,17,21,17,65,0,71
SSC10246,0,3,9,4,3,19,0,19
SSC10247,0,12,20,8,10,48,0,46
SSC10248,3,57,97,38,9,211,5,217
SSC10249,89,836,1401,409,178,2912,41,2956
SSC10250,0,0,0,0,0,0,0,0
SSC10251,3,22,62,34,11,134,4,135
SSC10252,0,0,0,0,0,6,0,6
SSC10253,159,741,584,151,88,1728,91,1815
SSC10254,0,0,17,6,3,24,3,26
SSC10255,0,0,3,3,0,8,0,8
SSC10256,0,11,16,12,0,44,0,44
SSC10257,207,663,749,267,123,2016,66,2081
SSC10258,0,4,25,11,14,50,0,50
SSC10259,3,3,3,0,0,8,0,10
SSC10260,0,7,16,9,6,35,0,40
SSC10261,0,17,59,36,51,161,7,164
SSC10262,0,3,7,7,0,13,0,13
SSC10263,21,354,1009,478,287,2148,30,2183
SSC10264,239,666,428,111,58,1509,73,1582
SSC10265,3,8,15,11,4,37,0,35
SSC10266,3,24,49,22,9,116,11,122
SSC10267,0,4,19,11,4,42,0,41
SSC10268,27,208,277,100,53,675,36,707
SSC10269,3,84,128,50,20,274,12,287
SSC10270,11,44,34,11,10,117,8,122
SSC10271,387,1502,1358,349,161,3747,120,3867
SSC10272,0,6,12,7,8,33,0,36
SSC10273,60,594,545,112,41,1350,60,1409
SSC10274,0,10,14,11,14,42,0,42
SSC10275,0,7,3,3,0,13,0,13
SSC10276,339,1097,964,284,142,2827,114,2943
SSC10277,115,680,907,300,169,2167,60,2223
SSC10278,41,162,132,47,24,409,11,419
SSC10279,647,1755,1175,347,183,4107,149,4256
SSC10280,3,19,34,17,15,90,3,95
SSC10281,0,0,3,0,0,5,0,5
SSC10282,0,3,0,0,0,8,0,8
SSC10283,126,790,1206,399,217,2740,116,2858
SSC10284,9,63,90,33,13,218,18,238
SSC10285,0,4,14,3,9,26,3,27
SSC10286,3,12,24,16,6,63,3,62
SSC10287,0,23,16,9,0,55,7,60
SSC10288,0,12,15,4,0,31,0,37
SSC10289,12,55,60,31,21,179,4,187
SSC10290,0,19,19,4,11,52,3,56
SSC10291,3,22,36,8,4,68,0,73
SSC10292,0,3,6,10,4,25,0,24
SSC10293,0,8,16,4,4,31,3,31
SSC10294,0,0,0,0,0,9,0,9
SSC10295,0,0,3,0,0,5,0,5
SSC10296,0,0,7,3,4,7,0,7
SSC10297,6,167,379,138,94,789,10,805
SSC10298,0,9,34,17,7,67,3,66
SSC10299,337,1003,837,279,128,2591,122,2719
SSC10300,0,14,15,4,3,36,3,36
SSC10301,91,525,400,133,77,1221,35,1257
SSC10302,0,12,33,8,0,57,0,57
SSC10303,324,929,830,344,167,2593,164,2750
SSC10304,146,920,1191,397,178,2828,98,2930
SSC10305,9,47,75,69,92,291,11,302
SSC10306,0,0,0,0,0,0,0,0
SSC10307,32,273,226,64,20,623,37,657
SSC10308,35,410,679,231,112,1467,26,1492
SSC10309,3,0,0,0,0,3,0,3
SSC10310,36,507,782,248,124,1700,18,1720
SSC10311,0,15,7,3,0,25,3,30
SSC10312,11,88,64,15,7,191,9,199
SSC10313,3,41,37,12,16,107,8,115
SSC10314,0,3,7,9,7,24,3,30
SSC10315,0,4,0,7,0,10,0,10
SSC10316,8,164,161,67,32,431,27,459
SSC10317,0,4,8,3,0,8,0,8
SSC10318,30,191,136,67,43,465,26,495
SSC10319,3,6,17,13,19,67,0,67
SSC10320,0,59,113,45,21,238,9,246
SSC10321,0,4,3,0,0,11,0,11
SSC10322,47,400,360,125,71,1001,31,1028
SSC10323,0,7,5,8,3,26,0,26
SSC10324,0,4,3,4,3,14,0,14
SSC10325,0,5,13,5,12,35,0,35
SSC10326,0,3,6,3,3,14,0,14
SSC10327,0,12,19,7,5,37,0,40
SSC10328,3,9,17,21,16,59,10,70
SSC10329,3,4,5,3,0,12,3,17
SSC10330,50,270,331,86,45,787,24,809
SSC10331,331,1239,1135,365,163,3232,100,3339
SSC10332,0,3,11,3,0,24,3,23
SSC10333,3,40,71,31,10,154,14,169
SSC10334,532,2384,2014,647,303,5874,175,6049
SSC10335,157,573,433,130,62,1355,49,1397
SSC10336,0,0,4,4,5,20,0,20
SSC10337,0,8,12,4,3,30,0,32
SSC10338,0,10,14,0,12,34,4,37
SSC10339,0,0,8,0,3,14,0,14
SSC10340,244,550,279,82,30,1195,84,1281
SSC10341,0,9,14,13,8,38,0,38
SSC10342,0,6,12,0,0,19,0,20
SSC10343,0,0,4,8,3,15,3,14
SSC10344,0,8,0,3,0,8,0,8
SSC10345,0,8,13,5,8,36,3,42
SSC10346,3,28,40,14,11,91,0,94
SSC10347,0,36,47,27,23,133,3,141
SSC10348,28,369,529,174,64,1170,25,1192
SSC10349,0,37,76,32,25,174,9,182
SSC10350,0,22,51,10,8,88,3,92
SSC10351,15,227,580,219,86,1133,23,1155
SSC10352,0,0,3,3,0,11,0,11
SSC10353,0,0,0,0,0,3,0,3
SSC10354,5,13,20,3,5,46,0,49
SSC10355,3,31,27,12,7,81,0,83
SSC10356,4,10,5,8,4,24,3,26
SSC10357,0,19,27,14,8,65,0,63
SSC10358,3,48,89,49,32,221,5,222
SSC10359,0,0,0,0,0,0,0,0
SSC10360,0,3,9,7,4,27,3,25
SSC10361,0,10,18,7,3,40,4,37
SSC10362,4,71,80,46,18,216,0,216
SSC10363,0,23,38,16,20,96,0,93
SSC10364,0,0,7,3,0,12,0,14
SSC10365,62,233,179,64,30,569,28,599
SSC10366,0,7,3,0,0,9,0,9
SSC10367,0,20,39,14,6,72,0,75
SSC10368,0,3,8,3,0,10,0,10
SSC10369,0,8,24,4,7,43,3,45
SSC10370,4,24,45,31,5,107,0,109
SSC10371,0,20,21,11,6,63,0,64
SSC10372,19,100,73,33,14,244,13,259
SSC10373,0,3,19,11,4,38,3,45
SSC10374,102,622,420,71,16,1231,24,1250
SSC10375,0,6,3,0,5,11,0,14
SSC10376,0,0,11,0,3,13,0,18
SSC10377,94,330,240,89,55,803,35,835
SSC10378,0,3,3,5,0,13,3,16
SSC10379,85,314,312,103,59,872,36,905
SSC10380,0,13,28,17,17,67,4,75
SSC10381,0,10,20,18,12,60,4,65
SSC10382,0,0,12,0,0,20,0,20
SSC10383,0,0,3,0,3,7,0,7
SSC10384,12,186,135,28,11,373,9,381
SSC10385,0,25,60,44,38,163,5,166
SSC10386,0,0,0,3,3,8,0,8
SSC10387,0,23,35,28,15,101,0,104
SSC10388,0,12,21,19,3,60,3,58
SSC10389,0,18,29,7,15,70,3,74
SSC10390,55,366,374,127,66,990,49,1038
SSC10391,57,333,461,145,122,1128,49,1175
SSC10392,152,428,272,89,32,978,59,1034
SSC10393,160,895,622,147,37,1867,52,1912
SSC10394,0,0,3,3,0,5,0,5
SSC10395,6,21,15,8,9,58,3,67
SSC10396,49,314,245,76,47,728,35,763
SSC10397,1437,5877,4730,1510,710,14270,645,14915
SSC10398,0,7,13,9,3,32,0,37
SSC10399,84,309,242,62,34,725,30,752
SSC10400,13,176,327,140,90,747,20,769
SSC10401,0,27,55,13,14,112,4,113
SSC10402,0,17,16,10,7,50,0,53
SSC10403,87,499,782,314,184,1867,38,1904
SSC10404,0,9,13,5,3,24,0,24
SSC10405,0,0,6,5,0,15,0,15
SSC10406,0,27,43,9,5,85,4,86
SSC10407,113,811,1052,337,218,2523,62,2584
SSC10408,0,12,15,6,6,42,3,45
SSC10409,0,16,41,28,40,133,4,137
SSC10410,73,415,423,166,85,1163,92,1253
SSC10411,73,627,894,323,189,2106,45,2153
SSC10412,0,10,19,9,8,48,0,55
SSC10413,0,0,0,0,0,0,0,0
SSC10414,37,160,158,42,12,417,18,431
SSC10415,66,696,828,300,127,2015,80,2094
SSC10416,5,54,26,5,0,98,3,101
SSC10417,0,0,0,0,0,0,0,0
SSC10418,0,0,4,3,5,8,0,7
SSC10419,0,4,12,7,7,22,0,22
SSC10420,7,27,30,9,0,74,5,73
SSC10421,13,124,233,90,66,525,21,550
SSC10422,43,736,794,219,77,1869,58,1923
SSC10423,0,3,8,5,0,22,0,22
SSC10424,0,9,24,12,6,42,3,44
SSC10425,3,92,157,44,24,318,19,334
SSC10426,0,0,3,0,0,7,0,7
SSC10427,0,24,23,4,0,55,0,52
SSC10428,0,3,10,4,5,27,3,29
SSC10429,0,35,39,25,32,136,5,142
SSC10430,0,0,3,3,0,5,0,5
SSC10431,0,0,0,0,0,0,0,0
SSC10432,0,14,24,4,3,48,0,52
SSC10433,0,7,3,8,0,18,0,18
SSC10434,9,86,110,45,32,281,10,296
SSC10435,3,3,7,4,9,30,0,29
SSC10436,0,6,11,7,4,31,0,31
SSC10437,0,0,0,3,0,4,0,4
SSC10438,3,23,30,9,12,82,5,87
SSC10439,40,402,467,112,46,1071,55,1128
SSC10440,3,7,14,5,0,36,0,36
SSC10441,49,106,80,19,23,282,7,285
SSC10442,15,152,130,69,35,405,20,423
SSC10443,0,0,0,0,0,0,0,0
SSC10444,0,6,22,7,8,48,0,52
SSC10445,0,7,14,3,0,27,4,29
SSC10446,0,3,8,3,0,18,0,18
SSC10447,0,11,8,3,4,29,0,26
SSC10448,0,6,11,6,3,36,0,36
SSC10449,59,309,255,77,31,731,24,755
SSC10450,5,83,152,64,36,342,6,347
SSC10451,11,194,443,179,103,930,15,948
SSC10452,0,0,0,0,0,0,0,0
SSC10453,207,1158,853,245,115,2573,122,2696
SSC10454,0,0,3,0,0,3,0,5
SSC10455,23,194,203,71,40,527,26,549
SSC10456,0,14,15,13,0,37,0,42
SSC10457,3,15,69,21,7,116,4,121
SSC10458,0,14,13,8,5,37,0,41
SSC10459,0,24,41,24,14,98,4,100
SSC10460,0,3,5,7,8,19,3,22
SSC10461,0,0,5,3,0,14,0,14
SSC10462,0,3,12,0,0,11,0,11
SSC10463,10,60,50,14,0,140,10,148
SSC10464,930,1882,810,131,44,3795,194,3992
SSC10465,1222,2287,873,130,36,4550,199,4745
SSC10466,0,0,0,0,0,0,0,0
SSC10467,997,1791,556,74,30,3450,167,3615
SSC10468,35,473,516,176,81,1287,51,1335
SSC10469,3,130,376,144,64,714,10,725
SSC10470,25,360,501,142,63,1089,19,1114
SSC10471,201,810,791,406,169,2374,89,2465
SSC10472,50,391,726,410,275,1849,55,1901
SSC10473,0,7,14,8,3,36,0,41
SSC10474,5,203,356,147,103,825,18,841
SSC10475,3,13,19,10,6,51,3,56
SSC10476,0,7,5,9,3,23,3,28
SSC10477,63,273,163,48,14,560,26,588
SSC10478,0,7,23,14,6,54,0,51
SSC10479,0,10,3,0,0,8,0,8
SSC10480,0,0,0,0,0,0,0,0
SSC10481,0,12,16,3,4,38,0,38
SSC10482,32,140,145,48,31,399,13,416
SSC10483,0,0,0,3,0,3,0,3
SSC10484,0,7,8,4,4,31,0,31
SSC10485,0,0,0,0,0,0,0,0
SSC10486,0,5,5,4,0,21,0,22
SSC10487,7,47,47,3,4,101,6,109
SSC10488,0,0,13,4,3,19,0,16
SSC10489,3,20,23,15,9,68,0,69
SSC10490,0,4,8,0,0,11,0,11
SSC10491,0,0,0,3,0,6,0,5
SSC10492,0,4,6,3,0,17,0,13
SSC10493,0,3,0,0,0,9,0,9
SSC10494,0,16,21,3,0,39,0,34
SSC10495,37,204,145,40,24,449,26,478
SSC10496,0,30,52,31,25,132,4,134
SSC10497,0,0,3,0,0,5,0,5
SSC10498,0,3,3,0,0,4,0,11
SSC10499,0,6,16,5,3,24,3,28
SSC10500,0,7,5,0,0,12,0,12
SSC10501,0,54,152,42,8,256,5,261
SSC10502,0,0,7,5,0,11,0,11
SSC10503,34,222,234,93,53,636,32,668
SSC10504,0,10,27,13,3,57,0,58
SSC10505,0,0,0,0,0,0,0,0
SSC10506,0,8,11,4,4,32,0,28
SSC10507,0,5,16,6,7,35,0,37
SSC10508,0,9,3,3,0,12,0,12
SSC10509,0,9,14,6,7,34,0,41
SSC10510,0,0,0,0,0,0,0,0
SSC10511,0,0,12,17,6,34,0,33
SSC10512,3,25,18,19,12,73,4,73
SSC10513,0,18,63,37,23,141,0,140
SSC10514,0,0,12,5,6,20,0,24
SSC10515,215,1061,1504,773,461,4006,136,4148
SSC10516,0,9,16,12,7,47,5,48
SSC10517,283,1336,1415,346,149,3526,127,3652
SSC10518,0,5,20,5,0,31,0,29
SSC10519,0,3,5,0,0,10,0,10
SSC10520,0,0,0,0,0,0,0,0
SSC10521,0,0,3,3,0,7,0,7
SSC10522,85,243,172,37,25,566,52,614
SSC10523,11,277,481,135,60,967,20,982
SSC10524,3,13,19,11,0,50,0,52
SSC10525,0,3,9,0,0,16,0,16
SSC10526,12,123,215,84,54,483,12,494
SSC10527,0,8,13,9,13,35,0,35
SSC10528,7,105,240,87,52,494,19,508
SSC10529,136,269,204,77,17,699,39,739
SSC10530,0,0,3,0,0,7,0,9
SSC10531,0,13,31,3,0,50,0,48
SSC10532,0,6,6,4,3,21,0,21
SSC10533,0,0,3,0,0,4,0,4
SSC10534,0,11,18,9,3,39,0,37
SSC10535,4,50,84,43,28,205,7,209
SSC10536,179,1678,1466,446,193,3963,141,4103
SSC10537,31,199,120,41,22,415,23,440
SSC10538,0,0,0,0,0,0,0,0
SSC10539,8,45,82,44,72,254,14,266
SSC10540,0,3,7,4,3,20,0,19
SSC10541,0,14,25,22,14,71,3,79
SSC10542,0,10,9,8,0,27,3,30
SSC10543,186,1106,1065,371,149,2882,90,2970
SSC10544,0,5,10,4,3,24,0,26
SSC10545,3,38,78,23,10,150,3,152
SSC10546,0,5,6,3,0,13,0,10
SSC10547,25,224,203,76,49,575,41,617
SSC10548,0,33,92,35,54,216,4,220
SSC10549,21,157,277,114,84,653,31,680
SSC10550,3,17,38,22,10,88,4,97
SSC10551,0,3,5,3,0,9,0,9
SSC10552,19,121,98,29,11,285,12,293
SSC10553,0,7,11,3,3,22,0,22
SSC10554,0,17,21,9,10,58,3,59
SSC10555,0,4,11,7,4,30,0,30
SSC10556,0,0,11,4,0,19,0,19
SSC10557,60,782,721,130,36,1729,21,1747
SSC10558,0,0,0,0,0,3,0,3
SSC10559,5,31,39,22,9,108,0,105
SSC10560,0,4,15,4,3,26,0,24
SSC10561,0,13,23,12,7,53,0,52
SSC10562,0,4,4,0,0,10,0,10
SSC10563,93,134,69,21,14,337,34,369
SSC10564,0,8,17,7,12,43,3,50
SSC10565,0,3,0,0,0,3,0,3
SSC10566,0,17,16,12,12,56,4,60
SSC10567,0,10,31,12,14,65,3,66
SSC10568,0,35,48,14,14,112,3,117
SSC10569,428,1510,880,238,106,3155,127,3284
SSC10570,7,104,142,54,26,324,3,330
SSC10571,0,0,0,0,0,0,0,0
SSC10572,3,4,8,4,3,24,0,24
SSC10573,0,3,3,3,0,10,0,9
SSC10574,0,0,0,0,0,0,0,0
SSC10575,13,110,213,127,213,674,22,693
SSC10576,0,3,0,3,0,14,0,14
SSC10577,3,9,13,16,6,40,0,37
SSC10578,66,300,206,52,29,644,25,666
SSC10579,0,8,21,11,5,41,0,45
SSC10580,3,87,92,51,6,241,9,252
SSC10581,0,0,7,4,7,14,0,14
SSC10582,0,0,3,7,0,6,0,6
SSC10583,3,21,51,21,12,113,5,114
SSC10584,0,22,28,9,6,61,5,65
SSC10585,0,0,5,0,0,13,0,13
SSC10586,0,6,8,5,0,25,0,25
SSC10587,0,0,0,0,0,4,0,4
SSC10588,0,6,6,5,0,18,0,18
SSC10589,3,66,81,37,9,202,8,207
SSC10590,0,42,63,44,13,166,11,178
SSC10591,3,22,44,17,5,92,3,97
SSC10592,692,2939,2270,644,261,6802,418,7216
SSC10593,0,3,20,7,4,41,0,39
SSC10594,255,1061,838,158,55,2378,68,2444
SSC10595,0,0,3,4,0,8,0,8
SSC10596,0,18,21,12,11,66,3,71
SSC10597,0,4,5,4,0,19,0,24
SSC10598,0,21,40,15,13,82,5,85
SSC10599,15,90,91,27,26,247,26,269
SSC10600,0,0,0,0,0,0,0,0
SSC10601,129,606,411,64,31,1245,43,1285
SSC10602,0,0,7,3,0,11,0,11
SSC10603,14,40,41,10,0,100,8,109
SSC10604,0,0,4,0,0,6,0,6
SSC10605,0,3,17,3,5,24,0,30
SSC10606,0,13,30,9,7,67,0,67
SSC10607,0,3,12,5,6,28,0,28
SSC10608,28,307,230,57,23,636,32,669
SSC10609,0,11,35,17,20,89,3,89
SSC10610,0,7,11,4,4,33,0,33
SSC10611,0,3,0,4,0,10,0,10
