SSC_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,3,20,12,20,5,0,0,60
SSC10202,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,10,26,29,33,25,8,0,0,133
SSC10203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10204,0,0,12,21,16,3,0,0,0,55,3,0,5,9,5,8,3,0,0,31,66,76,187,196,183,133,13,0,0,848
SSC10205,4,4,3,7,4,4,0,0,0,29,0,0,4,10,8,5,4,0,0,34,45,61,143,160,166,145,42,6,3,774
SSC10206,0,0,0,0,7,3,3,0,0,14,3,3,0,0,4,4,0,0,0,16,18,20,79,57,96,99,33,13,4,415
SSC10207,7,17,33,20,15,11,6,0,0,99,5,9,17,19,20,16,0,0,0,93,123,269,550,454,478,373,52,6,3,2307
SSC10208,0,0,3,0,0,0,0,0,0,4,4,0,3,7,0,0,0,0,0,15,22,29,29,78,71,53,10,0,0,300
SSC10209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,6,10,9,10,3,0,0,50
SSC10210,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,3,0,0,0,7,0,0,0,8,13,25,3,0,0,43
SSC10211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,13,13,23,20,6,0,0,82
SSC10214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7
SSC10215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,10
SSC10216,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,3,4,14,26,36,32,20,3,0,141
SSC10217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10218,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,14,8,19,16,5,0,0,72
SSC10219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,18,7,0,0,0,47
SSC10221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,15
SSC10222,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,0,0,18
SSC10223,3,3,3,0,3,0,0,0,0,14,0,3,3,3,8,5,0,0,0,17,38,60,95,110,131,111,17,0,0,568
SSC10224,4,23,34,31,26,20,0,0,0,146,14,35,55,48,46,31,3,0,0,244,170,400,718,741,713,445,96,5,0,3291
SSC10225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SSC10226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,3,0,0,0,24
SSC10227,3,28,49,50,46,28,6,3,0,218,13,22,35,32,44,28,6,0,0,192,327,446,1027,1087,1106,952,182,8,4,5133
SSC10228,0,0,3,3,3,5,0,0,0,20,0,3,0,0,8,3,0,0,0,25,34,46,76,103,156,141,25,0,0,588
SSC10229,0,3,9,4,3,6,3,0,0,24,0,4,9,5,7,3,0,0,0,31,24,28,88,75,85,85,28,4,0,415
SSC10230,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,0,0,0,18
SSC10231,7,17,30,15,16,20,9,0,0,116,9,17,23,16,16,13,9,3,3,104,157,541,807,479,558,465,133,19,6,3164
SSC10232,4,0,7,0,0,4,0,0,0,15,0,9,4,3,5,12,6,0,0,45,21,33,110,87,108,135,44,6,0,551
SSC10233,26,54,119,164,148,112,31,4,0,664,26,60,154,195,190,97,37,6,0,768,854,1498,3573,5054,4088,2558,776,69,9,18490
SSC10234,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,3,4,4,15,19,29,32,8,0,0,117
SSC10235,0,0,0,3,3,0,0,0,0,12,0,3,0,4,3,3,0,0,0,13,18,14,40,34,76,66,14,5,0,254
SSC10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10237,4,4,7,13,17,10,3,3,0,63,0,4,4,13,18,25,16,3,0,79,69,127,148,225,350,325,159,34,4,1439
SSC10238,8,22,29,34,38,21,6,0,0,160,6,17,36,51,61,19,12,3,0,213,237,344,558,913,1009,612,158,18,0,3861
SSC10239,0,0,13,11,5,0,0,0,0,30,0,0,18,9,5,3,3,0,0,35,11,47,249,179,102,68,11,0,0,666
SSC10240,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,4,6,6,3,0,0,24
SSC10241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,3,13,4,0,37
SSC10242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,9,27,10,0,0,53
SSC10243,10,16,17,45,43,19,4,0,0,155,16,20,27,67,58,24,4,0,0,220,302,409,671,1407,1210,594,126,15,0,4725
SSC10244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,11,13,8,15,8,0,0,57
SSC10245,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,4,0,10,15,27,30,11,3,0,103
SSC10246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,10,0,0,0,26
SSC10247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,19,20,11,7,4,0,70
SSC10248,0,0,3,3,4,0,0,0,0,11,0,0,0,3,3,0,3,0,0,11,12,21,24,52,64,58,17,3,0,245
SSC10249,10,12,14,26,31,25,7,0,0,114,0,17,29,40,46,28,3,0,3,176,228,428,532,973,1152,880,278,45,7,4530
SSC10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10251,0,3,3,3,3,0,0,0,0,19,0,0,0,5,0,0,0,0,0,11,12,17,43,26,37,44,10,0,0,204
SSC10252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
SSC10253,5,9,15,11,8,9,3,0,0,56,4,9,3,8,3,8,3,3,4,47,126,175,329,336,417,355,90,19,6,1854
SSC10254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,13,9,10,3,5,3,56
SSC10255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,3,0,0,0,12
SSC10256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,11,14,4,4,0,50
SSC10257,8,10,31,38,43,18,3,3,0,151,3,16,31,41,48,18,4,0,0,165,111,257,594,648,690,361,88,7,0,2766
SSC10258,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,4,9,23,29,20,11,4,0,0,93
SSC10259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10
SSC10260,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,8,24,15,12,3,0,0,61
SSC10261,0,0,3,3,3,5,3,0,0,22,0,0,0,4,4,5,0,0,0,21,20,24,59,51,77,60,17,0,0,302
SSC10262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,13
SSC10263,7,18,24,21,45,27,8,0,0,149,15,15,22,48,42,44,6,0,0,190,228,528,628,800,1066,790,174,8,0,4223
SSC10264,5,13,14,17,11,17,0,0,0,79,3,5,11,8,10,7,7,3,0,68,88,172,325,298,306,231,37,4,0,1464
SSC10265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,7,4,16,4,6,3,0,47
SSC10266,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,8,4,7,34,27,24,44,16,0,0,154
SSC10267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,12,16,8,0,0,50
SSC10268,7,3,6,12,14,4,0,0,0,51,0,8,6,6,0,3,0,0,0,28,68,79,179,185,173,106,11,0,0,804
SSC10269,0,3,7,0,3,0,0,0,0,15,0,0,0,3,4,3,0,0,0,12,19,39,81,65,80,48,14,0,0,341
SSC10270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,16,26,20,13,3,0,76
SSC10271,3,14,41,31,30,19,12,0,0,145,6,11,77,48,60,36,36,9,0,281,105,401,1390,1206,1066,769,446,73,11,5466
SSC10272,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,8,11,3,6,0,44
SSC10273,0,5,9,12,7,9,0,0,0,44,5,0,10,11,11,10,4,0,0,52,71,64,206,330,355,328,69,13,0,1437
SSC10274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,10,32,10,3,0,0,69
SSC10275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,0,0,18
SSC10276,9,10,20,20,37,16,3,3,0,115,6,16,10,14,24,21,4,3,0,98,174,295,522,539,728,479,105,14,0,2852
SSC10277,18,20,17,30,25,16,0,0,0,131,3,14,13,22,22,15,0,3,0,95,198,318,503,607,691,406,40,12,0,2784
SSC10278,0,4,7,7,14,5,0,0,0,30,0,0,0,3,5,4,0,0,0,17,27,48,51,78,126,73,17,0,0,427
SSC10279,3,18,41,58,46,29,4,0,0,202,13,36,79,83,67,44,11,0,0,338,200,511,1415,1193,1097,651,135,8,0,5220
SSC10280,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,0,3,0,0,10,13,12,18,18,25,22,11,0,0,117
SSC10281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,3,3,4,0,0,0,16
SSC10282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10283,9,18,20,35,52,39,9,0,0,183,16,11,21,54,53,23,7,0,0,185,296,310,417,946,1118,579,223,27,0,3917
SSC10284,0,0,0,0,0,0,0,0,0,3,5,3,0,0,3,6,0,0,0,20,19,7,18,43,61,62,15,4,0,226
SSC10285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,13,10,8,0,0,42
SSC10286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,11,11,13,17,3,0,71
SSC10287,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,8,6,15,10,3,0,0,45
SSC10288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,3,11,4,0,0,31
SSC10289,0,0,3,3,0,0,0,0,0,9,0,3,3,0,3,3,0,0,0,16,13,20,33,31,43,60,11,3,0,219
SSC10290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,9,17,12,6,0,0,65
SSC10291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,18,10,12,8,0,0,68
SSC10292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,13,0,0,0,30
SSC10293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,12,9,14,7,0,0,53
SSC10294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11
SSC10295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,4,5,6,3,0,27
SSC10297,7,3,6,12,12,17,0,0,0,59,4,8,9,13,13,5,5,0,0,54,98,97,203,306,318,262,45,0,0,1326
SSC10298,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,3,8,8,8,18,20,8,3,0,85
SSC10299,3,15,35,27,25,14,7,0,0,124,9,21,116,56,70,44,13,0,0,333,119,407,1125,784,733,508,91,6,0,3780
SSC10300,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,11,13,12,3,0,0,50
SSC10301,3,4,15,15,11,12,3,0,0,52,3,5,9,7,6,4,0,0,0,37,72,122,346,251,268,168,27,0,0,1258
SSC10302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,9,25,19,22,3,0,0,79
SSC10303,10,17,37,29,28,23,6,0,0,148,7,17,46,31,30,21,3,3,0,153,166,300,652,546,621,498,51,11,0,2843
SSC10304,7,19,55,35,40,35,4,0,0,196,12,17,41,24,39,16,8,3,0,166,247,363,886,831,846,617,116,8,0,3916
SSC10305,0,12,3,0,10,10,0,0,0,36,0,3,10,0,4,7,0,0,0,29,45,76,100,104,119,93,17,4,0,557
SSC10306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10307,0,3,4,6,6,12,0,0,0,23,3,3,0,7,9,4,0,0,0,26,26,31,65,85,123,141,33,3,0,513
SSC10308,9,5,13,16,28,10,0,0,0,80,9,7,13,23,20,24,4,0,0,90,175,216,336,583,709,428,89,3,0,2537
SSC10309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
SSC10310,3,7,14,23,32,21,3,0,0,106,4,5,21,25,20,17,3,0,0,94,173,187,364,771,727,435,107,7,0,2764
SSC10311,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,6,3,0,0,0,19
SSC10312,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,7,13,21,32,17,32,59,5,0,0,183
SSC10313,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,17,14,14,25,36,3,0,0,115
SSC10314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,14,7,5,4,0,41
SSC10315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,3,3,0,0,12
SSC10316,0,3,3,3,0,3,0,0,0,19,0,3,3,5,0,11,0,0,0,25,21,39,95,110,148,135,22,3,0,579
SSC10317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,0,0,21
SSC10318,3,3,0,3,3,0,3,0,0,19,0,3,3,5,4,7,4,0,0,28,23,37,73,79,112,116,48,12,0,489
SSC10319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,26,11,33,22,5,4,0,114
SSC10320,3,3,0,0,3,7,0,0,0,10,0,0,3,7,4,7,3,0,0,21,13,18,18,69,90,67,28,8,0,309
SSC10321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC10322,0,3,10,11,6,9,0,0,0,42,0,0,3,7,13,6,0,0,0,29,35,63,142,195,224,247,78,12,4,998
SSC10323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,5,7,7,0,0,36
SSC10324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
SSC10325,0,4,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,5,5,5,8,13,14,6,0,0,60
SSC10326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,5,8,5,0,0,0,26
SSC10327,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,3,5,11,11,5,0,0,42
SSC10328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,10,17,28,10,4,0,78
SSC10329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,18
SSC10330,0,3,9,6,10,11,3,0,0,44,0,0,12,6,16,10,0,0,0,44,35,107,242,279,267,173,31,4,0,1137
SSC10331,3,18,37,41,33,22,6,0,0,163,7,29,56,41,62,38,9,3,0,246,170,474,1089,971,1002,668,158,13,0,4551
SSC10332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,12,5,0,0,0,37
SSC10333,0,0,0,3,0,0,3,0,0,6,0,0,0,7,3,0,3,0,0,14,14,13,40,39,65,55,13,0,0,247
SSC10334,15,27,76,84,68,55,16,0,0,338,9,45,112,98,76,67,19,0,0,431,359,788,1965,2103,1760,1285,269,14,4,8550
SSC10335,0,3,6,29,15,13,6,3,0,77,4,12,20,18,20,12,3,0,0,89,72,141,394,471,415,233,64,8,0,1794
SSC10336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,10,7,3,5,0,41
SSC10337,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,5,14,10,4,0,0,38
SSC10338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,12,8,4,5,0,54
SSC10339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,10,0,0,0,20
SSC10340,4,9,8,5,7,6,0,0,0,30,6,18,25,17,22,17,8,0,0,115,67,133,241,187,171,129,33,0,0,961
SSC10341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,15,15,9,0,0,53
SSC10342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,13,3,0,0,0,25
SSC10343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,6,9,0,9,0,0,32
SSC10344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,11
SSC10345,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,3,0,5,3,6,7,4,17,21,0,3,0,65
SSC10346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,7,8,27,28,12,5,0,89
SSC10347,0,0,5,3,0,3,0,0,0,7,0,0,4,0,0,0,0,0,0,11,15,9,29,40,36,41,10,3,0,182
SSC10348,0,0,9,13,8,6,3,0,0,38,3,10,19,14,10,7,0,3,0,72,83,123,255,318,345,305,67,13,0,1501
SSC10349,3,4,3,4,4,0,0,0,0,15,0,0,7,0,0,0,0,0,0,14,27,23,41,44,79,52,22,3,3,292
SSC10350,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,10,3,8,13,18,23,36,16,0,0,119
SSC10351,7,3,12,14,20,10,4,0,0,73,3,6,9,25,29,15,9,0,0,94,77,97,179,404,486,415,130,9,0,1796
SSC10352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,6,0,0,0,24
SSC10353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5
SSC10354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,13,16,0,0,0,53
SSC10355,0,0,0,3,4,4,0,0,0,11,0,0,0,0,3,0,0,0,0,3,7,3,4,23,31,20,3,3,0,93
SSC10356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,7,7,0,0,0,20
SSC10357,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,5,3,5,20,36,16,0,0,0,86
SSC10358,6,5,3,3,0,3,0,0,0,20,0,0,3,3,9,0,0,0,0,15,13,20,32,60,98,60,26,3,0,318
SSC10359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,11,3,0,4,0,35
SSC10361,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,6,6,12,11,7,0,0,0,48
SSC10362,0,0,3,3,3,0,0,0,0,13,0,0,0,0,3,0,0,0,0,5,7,10,39,48,54,51,25,4,0,241
SSC10363,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,7,4,3,22,16,15,28,22,3,3,107
SSC10364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,16
SSC10365,0,0,0,3,0,0,0,0,0,6,0,0,0,3,3,3,0,0,0,14,26,26,60,65,121,94,38,10,0,439
SSC10366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,9
SSC10367,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,6,3,23,21,5,0,0,77
SSC10368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,17
SSC10369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,10,10,22,5,4,0,0,66
SSC10370,0,0,0,0,4,3,0,0,0,8,0,0,0,3,0,3,0,0,0,6,7,8,16,26,34,44,6,0,0,147
SSC10371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,14,13,24,12,3,0,0,84
SSC10372,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,10,3,9,9,30,47,39,18,3,0,155
SSC10373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,14,19,12,13,3,0,76
SSC10374,4,3,12,4,8,4,0,0,0,27,3,3,8,20,15,14,11,0,0,75,43,92,262,437,439,317,136,11,0,1741
SSC10375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,14
SSC10376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,3,0,0,25
SSC10377,3,4,10,4,4,3,0,0,0,29,0,4,12,10,3,3,0,0,0,30,53,201,252,141,139,95,3,0,0,878
SSC10378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,12,0,0,16
SSC10379,3,10,16,12,15,5,6,0,0,59,8,17,27,18,18,14,4,0,0,101,51,151,298,213,247,221,33,0,0,1218
SSC10380,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,8,11,15,20,27,33,5,0,0,117
SSC10381,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,8,15,8,31,16,5,7,3,93
SSC10382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,20
SSC10383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC10384,0,4,0,0,3,0,0,0,0,5,0,0,0,0,0,3,4,0,0,12,15,17,31,59,59,63,12,3,0,259
SSC10385,0,0,0,6,3,0,5,0,0,10,3,0,0,3,4,0,0,0,0,10,19,14,26,47,64,67,15,0,0,255
SSC10386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,15
SSC10387,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,9,6,5,19,32,31,28,10,3,0,148
SSC10388,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,10,0,13,30,20,16,3,0,0,92
SSC10389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,7,6,18,10,22,16,14,0,0,84
SSC10390,3,9,5,15,8,8,7,0,0,53,0,6,7,11,5,7,3,0,0,42,80,111,246,232,260,197,41,3,0,1163
SSC10391,5,9,27,17,17,14,0,0,0,75,8,8,10,10,19,8,0,0,0,59,135,149,303,313,380,242,32,3,3,1565
SSC10392,3,4,14,6,3,4,0,0,0,37,16,14,24,16,16,5,3,0,0,87,72,116,228,217,224,132,22,0,0,1010
SSC10393,4,3,11,16,19,11,3,0,0,67,3,12,13,9,13,16,12,0,0,73,50,103,257,345,470,454,141,21,4,1839
SSC10394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,8
SSC10395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,21,19,3,0,0,56
SSC10396,0,0,4,6,6,4,0,0,0,21,3,0,7,6,8,6,3,0,0,30,53,58,120,151,207,131,18,3,0,747
SSC10397,26,84,210,164,148,85,24,0,0,740,46,135,408,306,264,145,27,6,6,1346,864,2125,6319,4968,3787,2409,424,30,5,20937
SSC10398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,17,10,9,0,0,40
SSC10399,3,8,9,3,5,5,3,0,0,33,0,3,7,8,10,4,3,0,0,40,40,63,142,170,179,122,40,4,0,763
SSC10400,3,7,14,8,4,3,4,0,0,41,3,12,14,21,14,8,0,0,0,76,84,148,314,334,325,232,27,0,0,1464
SSC10401,0,0,3,0,0,4,0,0,0,10,0,3,7,4,0,0,0,0,0,16,13,32,51,33,39,25,8,0,0,191
SSC10402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,3,13,14,15,3,8,0,69
SSC10403,7,10,12,18,30,19,12,0,0,103,4,18,21,29,33,26,3,0,0,141,141,288,428,605,735,502,153,21,5,2871
SSC10404,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,7,7,9,3,0,0,31
