SA2_CODE_2021,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650more,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R1_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650more,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R1_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650more,C11_Tot_R_NS,C11_Tot_R_Tot,C16_Neg_Ni_inc_R1_74,C16_Neg_Ni_inc_R75_99,C16_Neg_Ni_inc_R100_149,C16_Neg_Ni_inc_R150_199,C16_Neg_Ni_inc_R200_224,C16_Neg_Ni_inc_R225_274,C16_Neg_Ni_inc_R275_349,C16_Neg_Ni_inc_R350_449,C16_Neg_Ni_inc_R450_549,C16_Neg_Ni_inc_R550_649,C16_Neg_Ni_inc_R650more,C16_Neg_Ni_inc_R_NS,C16_Neg_Ni_inc_R_Tot,C16_1_149_R1_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_199,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650more,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R1_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R200_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650more,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R1_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650more,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R1_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650more,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R1_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650more,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R1_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650more,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R1_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650more,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R1_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650more,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R1_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650more,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R1_74,C16_1500_1999_R75_99,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650more,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R1_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650more,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R1_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649
101031016,0,8,3,0,0,10,0,45,0,0,0,5,0,4,0,0,6,0,5,3,24,5,7,47,91,69,85,82,75,33,34,175,50,760,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,6,0,0,0,0,0,0,3,0,9,0,0,0,8,6,0,0,0,0,0,3,0,27,0,0,4,8,3,3,6,4,0,0,7,4,33,0,0,5,15,5,7,6,4,0,0,12,0,54,0,0,5,11,11,14,11,9,5,4,9,4,71,0,5,0,13,7,11,7,0,0,3,4,4,52,0,0,0,7,12,9,9,12,0,0,8,8,61,0,0,4,3,7,12,16,20,0,3,12,3,88,0,0,3,3,13,19,21,29,6,4,23,4,127,0,0,4,7,8,13,14,19,9,8,27,3,100,0,0,5,0,0,0,4,13,0,7
101041017,15,11,10,0,0,0,0,52,4,6,7,9,6,3,0,3,0,0,0,7,43,26,51,97,133,111,220,182,81,12,0,12,25,939,0,0,5,0,0,4,4,0,0,0,0,6,8,0,0,4,6,0,0,0,0,0,0,0,0,12,3,5,13,3,10,12,4,3,0,0,0,4,54,0,0,19,11,5,7,7,0,0,0,0,4,56,0,0,19,21,17,20,13,4,0,0,0,4,102,0,0,6,15,16,23,19,10,0,0,0,7,91,0,0,7,12,16,30,28,18,3,0,0,0,120,0,0,0,13,12,16,32,12,0,0,0,0,85,0,0,0,9,5,11,36,27,4,0,0,4,100,0,0,0,10,4,24,34,19,6,0,0,0,93,0,0,0,0,5,9,26,27,0,0,3,0,71,0,0,0,0,0,3,9,10,4,0,0,3,35,0,0,0,0,0,0,3,6,4,0
101041018,14,18,8,0,0,0,0,58,0,0,0,4,4,3,0,0,0,0,0,10,23,8,9,58,122,107,220,227,89,7,0,12,29,886,0,0,4,0,0,0,4,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,3,7,0,0,6,0,0,0,0,26,0,0,9,8,9,11,9,0,0,0,0,0,43,0,0,7,10,9,23,20,7,0,0,0,0,85,0,0,0,6,14,27,23,12,0,0,0,0,85,0,0,0,10,7,20,37,16,0,0,0,0,95,0,0,3,12,4,19,34,23,0,0,0,0,91,0,0,0,10,8,23,36,29,0,0,0,0,107,0,0,0,4,4,13,27,29,4,0,0,0,84,0,0,0,0,0,8,23,26,4,0,0,7,73,0,0,0,4,0,3,3,28,0,0,0,0,48,0,0,0,0,0,0,5,11,0,0
101041019,16,10,3,0,0,0,8,61,0,4,5,8,4,0,3,0,0,0,0,4,30,26,61,87,186,128,163,107,28,3,0,10,40,834,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,6,0,0,0,0,0,8,0,0,3,0,3,10,0,0,0,0,0,3,31,0,6,17,15,4,4,3,0,0,0,0,4,55,0,9,25,13,16,20,9,6,0,0,0,3,100,0,0,7,13,11,18,26,8,0,0,0,0,75,0,0,6,16,16,13,25,8,0,0,0,0,89,0,0,3,4,11,20,34,14,0,0,0,0,84,0,0,0,9,5,17,46,15,0,0,0,5,102,0,0,3,0,4,21,30,15,0,0,0,0,72,0,0,0,3,6,12,36,26,0,0,0,4,89,0,0,0,0,0,9,12,13,0,0,0,0,43,0,0,0,0,0,3,4,5,0,0
101041020,3,3,0,0,0,0,0,27,0,0,0,0,3,0,0,0,0,0,0,0,7,26,16,83,103,66,49,33,4,0,0,0,31,413,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,4,17,0,0,5,5,4,0,3,0,0,0,0,0,21,6,0,17,12,3,9,0,0,0,0,0,3,49,0,0,3,0,5,14,4,3,0,0,0,6,38,5,0,4,4,6,13,7,0,0,0,0,0,42,0,0,5,3,4,6,4,0,0,0,0,0,30,0,0,0,5,4,7,11,3,0,0,0,4,36,0,0,3,0,4,12,3,0,0,0,0,0,24,5,0,6,3,5,4,8,9,0,0,0,0,31,0,0,0,0,5,5,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
101041021,4,3,0,0,0,0,0,26,0,0,0,0,0,3,0,0,0,0,0,3,9,3,5,29,49,48,74,47,17,5,0,3,10,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,4,8,3,7,0,4,0,0,0,0,35,0,0,0,0,4,4,0,0,0,0,0,0,19,0,0,0,4,0,6,9,5,0,0,0,0,37,0,0,0,6,6,9,7,7,0,0,0,0,28,0,0,0,0,0,7,9,0,0,0,0,4,23,0,0,0,0,0,3,6,9,0,0,0,0,20,0,0,0,0,3,7,13,10,0,0,0,0,39,0,0,0,0,0,0,3,7,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,11,8,0,0,0,0,0,29,0,0,4,0,3,0,0,0,0,0,0,0,13,5,35,73,103,45,94,60,7,0,0,3,21,458,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,7,4,0,9,4,0,3,0,0,0,0,0,0,28,0,0,14,8,0,3,5,0,0,0,0,0,32,0,0,21,14,13,7,9,0,0,0,0,0,59,0,0,0,12,5,8,3,0,0,0,0,0,31,0,0,0,7,6,20,12,4,0,0,0,0,50,0,0,4,3,4,7,10,0,0,0,0,3,35,0,0,0,3,3,5,13,7,0,0,0,0,44,0,0,0,0,0,6,11,4,0,0,0,0,23,0,0,5,0,3,9,8,8,0,0,0,0,27,0,0,0,0,4,3,6,0,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0
101041024,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,55,36,22,28,12,8,0,0,6,17,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,11,0,0,3,0,3,6,5,0,0,0,0,0,23,0,0,0,3,3,8,0,0,0,0,0,0,12,0,0,3,7,0,0,4,0,0,0,0,0,16,4,0,0,8,0,0,0,0,0,0,0,0,20,0,0,4,0,5,0,4,3,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,4,10,0,0,0,3,7,0,3,9,0,0,0,4,16,0,0,0,0,0,4,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0
101041025,15,16,8,5,0,0,0,52,3,0,0,10,0,4,0,0,0,0,0,10,30,18,29,67,212,137,201,215,81,12,5,14,46,1033,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,4,0,0,0,0,0,0,10,0,4,3,9,3,5,3,3,0,0,0,3,33,0,0,7,14,9,5,11,0,0,0,0,5,41,0,0,13,35,25,12,12,9,0,0,6,0,112,0,0,5,14,23,38,19,6,0,0,0,0,113,0,0,7,11,20,18,24,18,0,0,0,4,99,0,0,8,6,12,22,23,17,0,0,0,10,92,0,0,3,8,8,20,36,25,3,0,0,0,114,0,0,0,12,10,12,25,36,4,0,0,3,93,0,0,0,3,6,11,18,48,7,0,3,5,98,0,0,0,5,0,6,17,21,4,0,0,6,66,0,0,0,0,0,0,4,11,0,0
101041026,24,5,5,0,0,0,3,54,0,3,4,0,5,5,3,0,0,0,0,5,29,20,41,103,131,111,175,89,21,0,0,8,28,720,0,0,0,0,0,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,3,5,3,3,0,0,0,0,0,35,0,0,16,10,7,8,4,0,0,0,0,6,49,3,0,14,25,17,15,14,5,0,0,0,0,91,0,0,4,14,9,13,17,0,0,0,0,0,62,0,0,0,8,13,25,26,6,0,0,0,6,83,0,0,7,12,10,21,31,12,4,0,0,0,88,0,0,0,13,5,24,23,7,0,0,0,0,82,0,0,0,5,0,9,23,12,0,0,0,0,44,0,0,0,3,0,13,22,18,0,0,0,0,57,0,0,0,0,0,0,12,10,0,0,0,0,33,0,0,0,0,0,7,3,5,0,0
