SA2_CODE_2021,C21_1PF_Cu15DS_MR_4000over,C21_1PF_Cu15DS_MR_NS,C21_1PF_Cu15DS_Tot,C21_1PF_CU15_NDS_MR_0_299,C21_1PF_CU15_NDS_MR_300_449,C21_1PF_CU15_NDS_MR_450_599,C21_1PF_CU15_NDS_MR_600_799,C21_1PF_CU15_NDS_MR_800_999,C21_1PF_CU15_NDS_MR_1000_1399,C21_1PF_CU15_NDS_MR_1400_1799,C21_1PF_CU15_NDS_MR_1800_2399,C21_1PF_CU15_NDS_MR_2400_2999,C21_1PF_CU15_NDS_MR_3000_3999,C21_1PF_CU15_NDS_MR_4000over,C21_1PF_CU15_NDS_MR_NS,C21_1PF_CU15_NDS_Tot,C21_1PF_NCu15DS_MR_0_299,C21_1PF_NCu15DS_MR_300_449,C21_1PF_NCu15DS_MR_450_599,C21_1PF_NCu15DS_MR_600_799,C21_1PF_NCu15DS_MR_800_999,C21_1PF_NCu15DS_MR_1000_1399,C21_1PF_NCu15DS_MR_1400_1799,C21_1PF_NCu15DS_MR_1800_2399,C21_1PF_NCu15DS_MR_2400_2999,C21_1PF_NCu15DS_MR_3000_3999,C21_1PF_NCu15DS_MR_4000over,C21_1PF_NCu15DS_MR_NS,C21_1PF_NCu15DS_Tot,C21_1PF_NDCO_MR_0_299,C21_1PF_NDCO_MR_300_449,C21_1PF_NDCO_MR_450_599,C21_1PF_NDCO_MR_600_799,C21_1PF_NDCO_MR_800_999,C21_1PF_NDCO_MR_1000_1399,C21_1PF_NDCO_MR_1400_1799,C21_1PF_NDCO_MR_1800_2399,C21_1PF_NDCO_MR_2400_2999,C21_1PF_NDCO_MR_3000_3999,C21_1PF_NDCO_MR_4000over,C21_1PF_NDCO_MR_NS,C21_1PF_NDCO_Tot,C21_1PF_Tot_MR_0_299,C21_1PF_Tot_MR_300_449,C21_1PF_Tot_MR_450_599,C21_1PF_Tot_MR_600_799,C21_1PF_Tot_MR_800_999,C21_1PF_Tot_MR_1000_1399,C21_1PF_Tot_MR_1400_1799,C21_1PF_Tot_MR_1800_2399,C21_1PF_Tot_MR_2400_2999,C21_1PF_Tot_MR_3000_3999,C21_1PF_Tot_MR_4000over,C21_1PF_Tot_MR_NS,C21_1PF_Tot_Tot,C21_Tot_MR_0_299,C21_Tot_MR_300_449,C21_Tot_MR_450_599,C21_Tot_MR_600_799,C21_Tot_MR_800_999,C21_Tot_MR_1000_1399,C21_Tot_MR_1400_1799,C21_Tot_MR_1800_2399,C21_Tot_MR_2400_2999,C21_Tot_MR_3000_3999,C21_Tot_MR_4000over,C21_Tot_MR_NS,C21_Tot_Tot
101041020,0,0,8,0,0,7,3,5,7,11,3,5,4,3,0,51,0,0,0,4,3,3,0,4,0,0,3,0,18,4,5,5,5,5,7,5,4,0,0,0,0,42,7,6,13,14,16,19,16,17,4,4,6,7,118,61,38,31,52,87,192,162,182,55,49,15,48,969
101041021,0,0,7,0,0,0,0,0,0,4,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,4,5,5,0,0,0,0,14,0,3,0,4,3,6,14,12,3,0,5,0,53,14,10,9,10,13,49,53,69,37,29,20,19,321
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,5,5,0,0,0,0,22,15,11,0,0,12,43,55,46,16,10,10,13,231
101041024,0,0,5,0,0,0,4,0,3,4,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,0,0,0,0,0,12,0,0,0,4,0,8,12,8,0,0,0,0,37,30,7,13,19,16,50,47,57,25,13,13,15,315
101041025,0,0,11,3,4,0,0,3,12,18,4,0,7,0,6,58,0,4,0,3,4,0,3,4,0,0,0,0,25,0,0,0,0,0,3,3,4,0,0,0,5,26,3,5,3,3,10,20,30,18,8,13,3,3,122,42,27,17,33,54,163,192,228,96,61,47,50,1013
101041026,0,4,13,0,0,0,6,0,3,11,8,0,0,0,3,34,0,0,0,0,0,4,4,3,0,0,0,3,11,0,0,0,0,6,11,0,7,0,0,0,3,27,4,0,3,7,8,24,19,12,0,3,0,12,88,38,27,25,31,45,132,153,157,57,36,23,39,748
101041027,0,0,10,3,0,0,0,3,10,4,6,3,5,0,4,34,0,0,0,0,0,6,0,0,0,0,0,0,9,4,0,0,3,4,9,3,0,0,0,0,3,31,8,0,0,4,12,24,9,5,9,4,0,7,82,48,29,17,45,41,112,137,131,44,35,22,40,690
101051539,0,0,18,0,0,3,0,10,38,31,32,5,3,3,10,136,0,0,3,0,3,7,13,10,0,0,0,0,42,11,6,0,9,10,25,25,10,10,0,5,0,106,8,6,3,10,24,76,71,55,15,10,4,16,306,81,30,39,67,132,393,528,600,223,134,76,96,2397
101051540,0,0,6,0,3,0,0,3,11,10,12,5,3,4,5,58,0,0,0,0,0,4,3,4,0,0,0,0,18,4,0,3,0,6,8,3,3,3,0,0,3,35,8,5,5,0,4,27,21,22,4,6,4,10,120,57,31,19,50,61,232,240,314,191,130,74,90,1492
101061541,0,0,9,0,0,0,0,3,3,13,11,3,0,0,0,35,0,0,0,5,0,3,3,0,3,0,0,0,18,4,0,0,3,6,6,10,5,5,0,0,3,37,4,3,0,9,3,13,24,20,8,4,0,4,97,26,14,11,28,29,104,174,243,98,77,32,37,865
101061542,0,0,20,0,0,0,4,6,14,12,8,3,7,7,4,68,0,0,0,0,0,3,4,5,7,4,5,0,28,5,0,5,0,0,4,10,9,0,4,4,4,42,6,0,5,6,7,19,22,28,19,18,16,6,154,73,19,20,45,47,176,223,328,284,365,247,89,1915
101061543,0,0,22,4,0,0,3,10,16,11,4,0,0,0,3,56,0,0,7,0,3,7,4,6,0,0,0,0,27,3,0,0,3,3,5,12,0,0,0,0,4,31,5,0,8,12,21,37,29,15,0,3,0,11,131,39,11,26,74,109,259,192,150,53,36,22,47,1010
101061544,0,0,5,0,0,4,8,3,5,4,0,0,3,0,0,26,0,0,0,0,0,6,3,0,0,0,0,0,12,0,9,6,0,4,10,3,0,0,0,0,0,27,5,10,3,5,8,19,9,0,0,3,0,4,75,50,22,23,61,57,142,98,68,21,23,20,45,626
102011028,0,0,12,0,0,0,0,0,3,0,11,10,8,0,6,42,0,0,0,0,0,4,3,0,4,4,0,0,23,0,0,0,0,0,3,6,5,0,4,0,3,25,0,0,3,3,3,9,13,24,17,13,4,7,96,38,18,12,24,28,66,94,177,158,204,131,61,1013
102011029,0,0,9,0,0,0,0,0,11,8,7,5,6,3,4,46,0,0,0,0,0,4,3,5,4,4,0,0,21,5,0,0,0,0,5,3,7,3,3,0,3,36,9,3,0,4,7,29,19,17,15,14,7,8,117,66,23,15,26,41,136,132,264,206,208,178,84,1383
102011030,7,0,3,0,0,0,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,4,0,0,0,0,0,18,4,0,0,0,0,5,4,5,8,3,9,7,43,23,3,4,10,16,46,57,55,66,58,84,39,460
102011031,0,0,18,3,0,0,0,4,4,11,17,4,7,5,8,57,0,0,0,0,4,4,9,6,0,0,4,4,34,4,0,0,3,4,13,11,10,4,3,6,0,59,7,0,5,10,11,22,27,34,21,12,13,6,176,68,15,26,33,58,140,148,295,249,242,234,104,1616
102011032,0,0,19,0,0,3,9,5,7,16,16,12,8,0,5,82,0,0,0,0,3,12,11,13,6,3,0,0,56,3,0,0,0,8,11,23,15,3,4,4,7,82,3,3,5,11,16,26,65,42,23,16,11,23,241,53,27,26,36,59,176,323,492,274,166,104,88,1825
102011033,0,0,13,0,0,0,0,3,4,12,10,7,3,0,3,39,0,0,0,0,3,0,7,3,0,0,0,0,15,0,4,0,0,0,9,12,4,8,0,0,0,35,3,4,4,4,7,18,29,18,12,4,3,3,107,37,15,14,18,28,97,148,249,182,117,46,69,1014
102011034,0,0,14,0,0,0,0,0,6,3,10,3,3,0,4,34,0,0,0,0,0,3,3,7,0,0,0,0,20,0,0,0,0,4,11,10,6,5,3,0,4,36,0,0,3,0,6,17,27,29,11,9,0,7,106,32,16,11,24,26,77,120,217,135,122,59,61,901
102011035,0,0,15,3,0,5,0,0,0,8,10,3,6,0,5,53,0,0,0,0,3,0,5,7,3,0,0,0,15,0,0,3,0,0,8,7,13,4,4,0,5,42,4,0,6,0,7,11,22,36,12,12,0,8,128,34,15,16,25,29,96,171,289,145,132,35,53,1049
102011036,0,0,26,0,0,0,0,0,9,12,20,7,0,0,0,53,3,0,0,0,5,3,0,4,0,4,0,6,28,0,0,0,4,3,4,6,7,0,4,0,5,50,3,0,14,5,11,26,33,39,8,9,0,9,156,39,19,19,25,44,132,169,294,185,167,77,69,1239
102011037,0,0,8,0,0,0,0,0,7,11,5,3,4,0,0,35,0,0,0,0,0,5,3,3,6,0,0,0,14,0,0,0,0,4,6,8,7,0,0,0,4,26,0,0,0,3,6,11,16,18,7,3,0,5,83,27,14,12,21,38,76,121,203,124,114,34,36,826
102011038,0,0,4,0,0,0,0,3,3,3,19,12,8,4,0,51,0,0,0,0,0,0,4,5,0,0,3,0,11,0,3,6,0,3,7,10,6,5,6,0,0,45,4,3,6,0,9,13,15,38,16,9,0,7,109,38,15,11,12,35,79,113,248,183,142,80,57,1015
102011039,3,0,24,6,0,0,0,0,8,4,15,7,8,5,3,54,0,0,0,0,0,0,6,14,0,3,4,4,39,9,0,0,0,4,5,9,9,6,0,3,5,53,13,0,4,4,5,17,19,38,19,19,12,14,169,78,26,20,35,37,132,153,308,277,346,292,92,1792
102011040,0,6,23,0,0,0,6,0,14,26,34,16,15,3,8,113,0,0,0,4,9,8,5,13,5,4,0,3,56,7,0,0,0,8,28,24,18,7,11,0,14,118,13,4,6,8,19,51,57,71,32,27,8,26,311,101,38,28,51,68,190,269,507,410,292,148,120,2209
102011041,3,7,18,3,0,0,0,0,3,11,12,8,3,3,4,54,0,0,0,0,0,5,5,9,10,6,0,0,25,0,0,5,0,0,0,4,3,0,3,0,4,29,3,7,5,6,3,13,22,27,23,18,10,8,130,58,16,18,19,30,100,134,247,209,256,233,78,1400
102011042,0,0,15,4,0,6,0,0,6,22,27,3,8,0,0,77,0,3,0,0,0,6,5,6,4,4,0,0,31,8,5,5,3,3,6,10,10,10,4,4,10,79,12,6,4,10,6,22,35,46,22,15,4,16,207,52,29,18,36,43,119,196,322,217,165,82,72,1344
102011043,0,0,11,0,0,0,0,4,17,17,12,6,0,0,4,66,0,0,0,0,0,8,9,5,0,0,0,0,27,3,4,3,3,5,11,22,10,3,5,0,10,72,5,4,3,6,14,45,48,34,13,7,3,15,187,42,14,18,25,59,169,235,421,235,103,37,73,1433
102021044,0,5,52,3,3,0,3,8,24,22,40,25,5,7,20,162,0,0,0,0,4,18,16,12,4,4,0,3,63,8,0,0,9,17,22,34,28,12,0,3,19,147,13,4,3,12,21,73,82,97,40,10,8,39,409,105,42,36,70,98,291,394,760,478,276,128,159,2845
102021045,0,0,20,6,0,0,3,10,21,23,29,12,0,0,4,113,0,0,0,5,0,7,10,0,3,3,0,3,31,5,6,0,0,8,28,21,20,3,0,0,4,91,8,10,4,10,19,62,57,55,16,3,4,12,257,40,17,15,33,57,204,329,430,110,38,20,75,1372
102021046,0,0,13,0,0,6,5,0,17,18,21,10,4,0,5,74,3,3,0,0,0,5,10,0,0,0,0,0,24,0,9,0,0,8,10,12,14,0,0,0,6,64,3,7,9,4,9,33,42,38,11,3,0,10,169,38,21,25,34,44,152,226,317,96,60,30,57,1081
102021047,0,0,32,10,0,0,0,5,11,20,29,15,3,5,6,106,0,0,0,0,3,4,8,15,4,6,3,0,49,11,0,3,7,0,17,22,18,12,4,3,5,106,19,6,3,7,14,41,55,71,32,17,15,16,293,89,34,23,50,82,226,376,628,361,230,117,120,2340
102021048,0,5,35,0,0,0,7,15,21,40,37,9,9,4,7,147,0,0,0,5,3,12,15,5,0,3,0,0,54,9,3,5,9,21,35,35,26,9,0,0,7,155,15,4,7,17,37,73,98,73,20,17,6,18,390,78,33,49,66,114,295,516,625,214,101,44,125,2256
102021049,0,0,6,0,0,0,0,0,4,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5,3,3,0,16,0,0,0,0,0,4,3,0,4,5,8,0,39,17,6,8,9,12,34,45,61,71,110,100,30,498
102021050,0,0,16,5,0,0,3,9,15,16,18,3,0,0,12,79,0,0,0,0,0,6,0,3,0,0,0,0,19,6,4,5,4,4,8,12,16,0,5,0,8,65,11,4,3,11,11,36,36,44,10,4,0,18,180,47,16,20,28,56,148,227,310,116,60,25,81,1131
102021051,0,0,10,0,0,0,0,0,0,6,4,3,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,0,12,3,0,0,0,4,4,0,3,6,4,5,3,35,3,0,0,4,4,10,13,10,16,3,5,9,75,26,9,7,19,29,80,92,144,90,83,64,36,680
102021052,0,3,5,0,0,0,0,4,5,8,15,9,3,0,4,40,0,0,0,0,0,6,0,4,4,0,0,0,11,0,0,0,0,0,9,5,8,7,0,0,6,39,3,0,0,0,4,20,19,28,16,4,0,6,104,29,11,9,21,28,91,173,219,114,60,17,56,824
102021053,0,0,10,0,0,0,0,0,12,19,18,5,4,5,3,66,0,0,0,3,0,6,9,6,3,0,4,0,36,3,0,8,0,0,7,13,11,7,4,0,4,59,10,7,8,10,0,22,40,38,16,7,3,7,171,48,16,22,15,30,110,168,265,168,147,94,55,1145
102021054,0,0,3,0,0,0,0,0,11,6,9,0,4,0,0,42,0,0,0,0,0,0,5,0,0,0,0,0,12,0,3,4,6,0,9,4,4,4,0,0,4,42,7,4,4,6,9,25,18,12,6,3,0,8,100,30,21,5,21,35,108,128,242,123,66,49,48,880
102021055,0,0,6,0,0,0,0,4,0,4,0,5,0,3,4,27,0,0,0,0,0,0,5,3,3,3,0,0,17,4,7,0,0,3,3,11,13,0,0,0,0,40,5,7,0,7,9,8,18,14,10,3,3,9,95,33,9,10,17,20,64,110,166,83,60,28,33,636
102021056,0,6,32,8,0,0,0,0,13,21,36,14,14,0,11,123,0,0,0,0,6,3,6,19,0,3,0,0,38,4,0,0,3,5,12,11,25,13,5,4,13,85,10,3,5,8,11,30,51,84,31,25,4,21,282,43,26,17,51,53,184,324,765,533,277,103,126,2500
102021057,0,0,10,0,3,0,5,0,4,10,15,3,5,0,4,49,0,0,3,0,0,7,3,5,0,0,0,0,16,8,0,0,3,0,12,23,7,4,0,0,7,52,6,4,3,7,4,24,37,24,7,6,0,7,136,31,11,10,25,31,145,198,209,85,55,24,49,864
103011059,0,0,32,3,0,3,3,3,18,16,29,6,5,0,4,86,0,0,0,0,3,8,6,8,0,0,0,0,28,6,0,4,4,6,9,16,10,0,0,0,4,58,7,4,5,6,16,40,51,49,7,6,4,14,201,36,25,14,38,56,175,317,449,176,89,44,63,1475
103011060,0,0,10,0,0,0,5,4,9,0,11,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,3,0,0,0,4,0,3,0,0,25,3,0,4,6,6,7,10,25,4,6,3,0,70,35,10,25,37,36,99,115,186,98,107,58,59,869
103011061,0,0,5,0,0,0,6,0,11,6,6,0,0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,4,0,0,0,0,13,0,0,6,5,6,13,12,7,0,0,0,6,56,10,4,11,18,22,92,85,89,27,21,15,32,440
103011612,0,0,10,0,0,0,4,0,7,8,3,6,0,0,0,24,0,0,0,0,0,5,6,0,0,0,0,0,19,0,0,0,0,0,6,5,5,0,0,0,6,25,0,0,0,4,3,19,17,12,3,6,0,6,73,23,12,18,15,25,110,129,94,31,23,20,27,527
103011613,0,0,24,0,0,0,4,0,27,34,19,8,0,5,3,106,3,0,0,3,6,14,7,6,3,0,0,0,45,0,0,4,3,3,10,12,15,7,5,0,4,59,11,6,6,9,18,49,67,45,17,3,3,9,234,58,16,20,34,69,244,393,432,169,102,64,82,1686
103021062,0,0,4,0,0,0,7,4,4,0,0,0,0,0,5,20,0,0,0,3,0,0,0,0,0,0,0,0,7,6,0,0,4,3,8,0,0,0,0,0,0,16,8,4,3,7,8,12,0,0,0,0,0,9,52,60,18,24,46,55,82,37,39,8,9,20,45,448
103021063,0,0,11,0,0,0,4,10,16,9,8,0,0,0,0,54,0,0,0,0,0,7,3,0,0,0,0,0,11,3,5,0,5,0,11,5,0,0,0,0,4,35,0,4,4,4,18,30,20,5,0,0,0,6,111,29,21,17,47,107,200,164,104,29,12,12,43,777
103021064,0,0,9,0,0,0,4,4,4,0,5,0,0,0,0,19,0,0,0,4,0,0,5,0,0,0,0,0,10,0,4,5,3,3,0,0,0,0,0,0,3,23,4,4,7,9,4,14,7,6,0,0,0,0,56,30,22,31,34,38,117,87,49,32,25,26,20,511
103021065,0,0,15,0,0,0,6,10,17,0,6,4,0,0,0,58,0,4,0,6,4,0,5,0,0,0,0,3,17,5,4,4,5,0,12,5,3,0,0,0,3,36,6,7,7,14,21,34,14,11,6,0,0,6,126,54,16,25,68,103,209,164,130,43,26,30,55,928
103021066,0,0,4,0,0,0,5,0,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,4,3,4,0,0,0,0,0,0,12,7,4,0,7,9,7,0,0,0,0,0,0,34,33,26,11,30,32,60,35,27,12,6,5,18,291
103021067,0,0,16,0,0,4,9,13,24,4,14,0,8,0,0,84,0,0,0,0,5,4,3,0,0,6,0,0,18,3,0,0,4,8,13,3,0,0,0,0,6,39,4,5,3,15,26,48,11,15,0,9,0,10,152,38,16,23,69,117,326,209,172,47,44,21,57,1131
103021068,0,0,5,0,0,3,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,0,0,4,7,3,0,0,0,0,25,27,10,19,20,24,38,29,31,20,7,15,20,249
103021069,0,0,6,0,0,3,0,0,7,0,0,0,0,0,3,27,3,0,0,0,0,3,0,0,0,0,0,0,13,3,0,4,0,0,0,0,0,0,0,0,0,14,11,3,10,8,5,18,3,4,0,0,0,0,64,42,17,27,37,51,114,60,58,15,14,12,31,490
103031070,0,0,8,4,0,4,5,12,15,10,4,5,0,0,6,68,0,0,0,0,0,7,3,0,0,0,0,0,16,9,6,5,7,0,17,10,4,9,3,3,5,66,11,6,7,10,15,40,26,16,5,5,3,7,158,40,18,22,39,59,231,215,186,102,54,25,50,1032
103031071,0,0,10,0,0,0,3,8,5,9,12,0,0,0,3,35,0,0,0,0,0,5,3,4,3,0,0,0,22,6,0,0,3,4,6,8,3,0,3,0,0,39,3,0,4,8,16,21,23,20,9,3,0,3,102,24,37,17,35,71,167,169,169,85,78,45,44,945
103031072,0,0,14,0,0,0,0,9,17,14,15,4,0,0,3,68,0,0,0,0,0,4,3,0,0,0,0,0,14,0,4,0,0,4,12,12,8,0,0,0,0,41,0,7,6,0,13,26,35,28,11,0,6,4,132,35,26,23,28,60,173,265,363,136,80,59,56,1299
103031073,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,5,0,4,0,7,3,9,3,4,0,0,0,0,26,11,15,10,19,23,42,30,29,5,9,14,14,227
103031074,0,0,9,0,0,0,3,0,10,18,4,5,0,4,3,49,0,0,3,0,0,0,0,0,0,0,0,0,7,4,0,0,8,4,9,4,4,0,0,0,3,34,4,6,3,5,5,15,20,10,5,8,7,6,97,50,25,32,49,59,197,217,231,113,110,72,73,1226
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,0,0,12,5,0,0,3,4,5,6,3,0,0,0,4,44,0,0,0,0,0,4,3,0,0,0,0,0,13,4,0,0,4,0,10,3,0,0,0,0,4,32,4,5,0,8,16,30,16,6,3,0,0,7,96,39,15,15,32,59,169,149,140,63,64,53,39,828
103041077,0,4,28,0,3,4,7,10,26,30,17,6,0,0,5,110,0,0,0,0,5,10,8,3,0,0,4,0,32,5,0,0,3,3,17,19,11,0,0,0,0,67,3,7,6,14,22,62,58,32,7,0,3,12,234,45,23,22,61,98,333,419,304,86,70,46,71,1582
103041078,0,0,30,0,0,0,8,9,17,39,27,6,4,3,3,117,0,0,0,0,4,8,18,8,4,6,0,6,54,4,0,3,0,8,16,18,18,4,3,4,5,79,7,8,6,6,18,48,79,57,15,17,7,16,278,66,27,36,75,97,340,605,772,295,202,127,123,2777
