SA2_CODE_2021,C16_C_Lat_Da_Saint_0_14,C16_C_Lat_Da_Saint_15_24,C16_C_Lat_Da_Saint_25_34,C16_C_Lat_Da_Saint_35_44,C16_C_Lat_Da_Saint_45_54,C16_C_Lat_Da_Saint_55_64,C16_C_Lat_Da_Saint_65_74,C16_C_Lat_Da_Saint_75_84,C16_C_Lat_Da_Saint_85ov,C16_C_Lat_Da_Saint_Tot,C16_C_Luthe_0_14,C16_C_Luthe_15_24,C16_C_Luthe_25_34,C16_C_Luthe_35_44,C16_C_Luthe_45_54,C16_C_Luthe_55_64,C16_C_Luthe_65_74,C16_C_Luthe_75_84,C16_C_Luthe_85ov,C16_C_Luthe_Tot,C16_C_Ori_Orth_0_14,C16_C_Ori_Orth_15_24,C16_C_Ori_Orth_25_34,C16_C_Ori_Orth_35_44,C16_C_Ori_Orth_45_54,C16_C_Ori_Orth_55_64,C16_C_Ori_Orth_65_74,C16_C_Ori_Orth_75_84,C16_C_Ori_Orth_85ov,C16_C_Ori_Orth_Tot,C16_C_Oth_Prot_0_14,C16_C_Oth_Prot_15_24,C16_C_Oth_Prot_25_34,C16_C_Oth_Prot_35_44,C16_C_Oth_Prot_45_54,C16_C_Oth_Prot_55_64,C16_C_Oth_Prot_65_74,C16_C_Oth_Prot_75_84,C16_C_Oth_Prot_85ov,C16_C_Oth_Prot_Tot,C16_C_Pentec_0_14,C16_C_Pentec_15_24,C16_C_Pentec_25_34,C16_C_Pentec_35_44,C16_C_Pentec_45_54,C16_C_Pentec_55_64,C16_C_Pentec_65_74,C16_C_Pentec_75_84,C16_C_Pentec_85ov,C16_C_Pentec_Tot,C16_C_Pres_Ref_0_14,C16_C_Pres_Ref_15_24,C16_C_Pres_Ref_25_34,C16_C_Pres_Ref_35_44,C16_C_Pres_Ref_45_54,C16_C_Pres_Ref_55_64,C16_C_Pres_Ref_65_74,C16_C_Pres_Ref_75_84,C16_C_Pres_Ref_85ov,C16_C_Pres_Ref_Tot,C16_C_Sal_Army_0_14,C16_C_Sal_Army_15_24,C16_C_Sal_Army_25_34,C16_C_Sal_Army_35_44,C16_C_Sal_Army_45_54,C16_C_Sal_Army_55_64,C16_C_Sal_Army_65_74,C16_C_Sal_Army_75_84,C16_C_Sal_Army_85ov,C16_C_Sal_Army_Tot,C16_C_Sev_day_Adv_0_14,C16_C_Sev_day_Adv_15_24,C16_C_Sev_day_Adv_25_34,C16_C_Sev_day_Adv_35_44,C16_C_Sev_day_Adv_45_54,C16_C_Sev_day_Adv_55_64,C16_C_Sev_day_Adv_65_74,C16_C_Sev_day_Adv_75_84,C16_C_Sev_day_Adv_85ov,C16_C_Sev_day_Adv_Tot,C16_C_Unit_Chur_0_14,C16_C_Unit_Chur_15_24,C16_C_Unit_Chur_25_34,C16_C_Unit_Chur_35_44,C16_C_Unit_Chur_45_54,C16_C_Unit_Chur_55_64,C16_C_Unit_Chur_65_74,C16_C_Unit_Chur_75_84,C16_C_Unit_Chur_85ov,C16_C_Unit_Chur_Tot,C16_Chr_Ch_nfd_0_14,C16_Chr_Ch_nfd_15_24,C16_Chr_Ch_nfd_25_34,C16_Chr_Ch_nfd_35_44,C16_Chr_Ch_nfd_45_54,C16_Chr_Ch_nfd_55_64,C16_Chr_Ch_nfd_65_74,C16_Chr_Ch_nfd_75_84,C16_Chr_Ch_nfd_85ov,C16_Chr_Ch_nfd_Tot,C16_Chr_Oth_Ch_0_14,C16_Chr_Oth_Ch_15_24,C16_Chr_Oth_Ch_25_34,C16_Chr_Oth_Ch_35_44,C16_Chr_Oth_Ch_45_54,C16_Chr_Oth_Ch_55_64,C16_Chr_Oth_Ch_65_74,C16_Chr_Oth_Ch_75_84,C16_Chr_Oth_Ch_85ov,C16_Chr_Oth_Ch_Tot,C16_Chr_Tot_0_14,C16_Chr_Tot_15_24,C16_Chr_Tot_25_34,C16_Chr_Tot_35_44,C16_Chr_Tot_45_54,C16_Chr_Tot_55_64,C16_Chr_Tot_65_74,C16_Chr_Tot_75_84,C16_Chr_Tot_85ov,C16_Chr_Tot_Tot,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85ov,C16_OR_AusAborTrade_Tot,C16_OR_Sikh_0_14,C16_OR_Sikh_15_24,C16_OR_Sikh_25_34,C16_OR_Sikh_35_44,C16_OR_Sikh_45_54,C16_OR_Sikh_55_64,C16_OR_Sikh_65_74,C16_OR_Sikh_75_84,C16_OR_Sikh_85ov,C16_OR_Sikh_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_OR_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_OthRel_Tot_0_14,C16_OthRel_Tot_15_24,C16_OthRel_Tot_25_34,C16_OthRel_Tot_35_44,C16_OthRel_Tot_45_54,C16_OthRel_Tot_55_64,C16_OthRel_Tot_65_74,C16_OthRel_Tot_75_84,C16_OthRel_Tot_85ov,C16_OthRel_Tot_Tot,C16_SBOSB_N_RA_0_14,C16_SBOSB_N_RA_15_24,C16_SBOSB_N_RA_25_34,C16_SBOSB_N_RA_35_44,C16_SBOSB_N_RA_45_54,C16_SBOSB_N_RA_55_64,C16_SBOSB_N_RA_65_74,C16_SBOSB_N_RA_75_84,C16_SBOSB_N_RA_85ov,C16_SBOSB_N_RA_Tot
117031329,0,0,0,0,0,0,0,0,0,7,3,0,18,4,0,7,7,0,0,46,0,0,4,0,0,0,0,0,0,4,0,5,9,14,9,0,6,0,0,47,0,3,18,0,9,0,0,0,0,29,4,8,20,16,24,20,9,7,0,108,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,0,0,0,0,9,4,4,17,17,15,9,9,4,0,81,8,11,41,29,18,11,5,3,0,134,0,0,0,0,0,0,0,0,0,9,169,240,998,593,467,384,268,130,31,3288,4,14,79,27,8,4,4,0,0,140,0,16,37,12,9,7,6,0,0,87,11,4,55,37,9,34,22,11,0,185,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,14,8,11,4,0,0,0,46,0,6,21,10,11,4,0,0,0,55,233,482,1829,978,685,424,251,51,11,4946
117031330,0,0,6,3,0,0,0,0,0,10,4,0,6,8,6,0,0,0,0,37,0,0,7,3,0,0,0,0,0,8,4,3,15,6,9,4,0,0,0,43,4,12,16,16,3,0,0,0,0,53,12,16,34,31,26,18,14,4,3,155,0,0,0,0,0,0,0,0,0,11,6,0,5,3,0,0,0,0,0,11,25,16,46,37,30,25,7,4,0,187,18,20,66,37,16,4,6,0,0,169,0,0,0,0,0,0,0,0,0,4,513,335,1358,1053,698,403,239,116,37,4758,13,4,44,25,11,6,3,0,0,110,10,6,40,21,7,5,4,0,0,100,15,18,29,30,19,21,8,3,0,141,7,4,4,5,0,0,0,0,0,19,0,0,5,0,0,5,0,0,0,10,0,0,9,8,7,4,0,0,0,32,3,4,14,17,7,9,0,0,0,57,965,886,3109,1837,1080,524,190,59,13,8675
117031331,9,0,4,0,3,0,0,0,0,10,5,3,3,16,10,0,6,4,0,45,3,0,9,6,3,5,0,0,0,22,3,10,12,7,3,3,7,3,0,47,10,18,34,18,17,15,4,0,0,106,11,27,47,28,30,32,30,7,3,213,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,3,4,0,0,17,23,29,34,35,46,46,24,13,0,256,23,38,84,39,28,24,13,8,0,263,0,0,0,0,3,3,4,0,0,14,615,683,1323,941,802,773,559,270,92,6061,15,23,95,31,9,8,6,3,0,185,22,62,85,27,25,8,8,7,0,252,11,9,36,14,11,11,4,0,3,99,8,0,5,0,0,0,0,0,0,19,0,5,12,10,0,0,0,0,0,26,0,10,21,23,23,21,10,0,0,110,11,13,37,27,23,21,13,0,0,153,813,1851,2804,1419,903,780,530,118,38,9254
117031333,0,3,3,5,0,0,0,0,0,9,0,0,13,15,3,15,10,12,4,68,0,0,4,4,0,0,0,0,0,11,0,0,20,6,5,0,3,5,0,44,5,9,33,13,11,6,3,0,0,75,4,8,39,35,46,37,41,19,12,251,0,0,0,0,0,0,0,0,0,5,0,4,10,3,0,5,0,0,0,13,3,7,32,24,30,29,23,13,13,173,4,27,99,40,31,27,14,12,3,251,0,0,3,0,0,4,0,0,0,14,255,470,1791,1043,858,805,666,338,236,6450,9,17,92,35,15,8,5,0,0,175,3,29,71,37,14,3,10,0,0,171,17,11,83,41,20,45,43,38,27,316,5,0,0,5,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,10,0,7,15,15,6,10,5,0,0,60,5,11,18,25,6,10,5,0,0,77,349,743,3040,1654,1047,811,470,180,92,8394
117031336,0,0,0,0,0,0,0,0,0,4,0,0,4,7,4,4,8,5,0,32,0,0,6,5,0,0,0,0,0,12,0,4,14,9,6,3,0,0,0,41,0,15,25,10,0,3,0,0,0,58,0,13,40,29,24,17,17,8,7,161,0,0,0,0,3,0,0,0,0,6,0,8,3,0,0,6,0,0,0,11,0,16,36,17,20,21,11,3,3,140,13,29,74,25,14,21,9,5,6,198,0,3,3,0,5,0,0,0,0,16,228,370,1412,832,620,458,316,224,156,4607,3,24,95,17,12,7,8,0,0,173,7,27,106,39,15,11,4,0,0,209,3,8,45,26,6,12,9,14,14,145,3,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,13,0,0,19,11,11,3,0,0,6,48,5,0,22,13,12,3,0,0,6,64,388,757,2924,1476,892,537,246,145,27,7390
117031638,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,13,3,0,3,4,0,0,0,30,0,6,7,0,4,0,0,0,0,22,8,36,25,15,9,13,5,3,0,108,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6,9,27,18,8,11,5,4,0,0,84,3,42,23,9,6,5,0,4,0,93,0,0,4,5,0,0,0,0,0,10,186,821,500,307,243,173,124,72,28,2453,0,56,28,3,3,0,0,0,0,97,0,66,42,9,3,5,3,0,0,135,8,14,11,7,3,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,10,0,9,19,9,5,0,0,0,0,43,3,18,20,10,4,0,0,0,0,58,402,2105,1536,715,400,230,116,21,4,5526
117031639,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,9,0,9,17,3,6,0,0,0,0,35,0,31,20,4,4,6,0,0,0,64,0,15,34,9,10,5,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,22,19,19,3,0,0,0,0,66,5,82,59,16,5,3,5,0,0,175,0,0,0,0,0,0,0,0,0,5,43,440,603,209,117,85,58,20,9,1587,4,58,67,9,6,0,0,0,0,142,9,75,72,16,4,0,5,0,0,182,0,4,13,0,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,8,0,7,10,3,3,0,0,0,0,20,0,14,14,3,5,0,0,0,0,32,124,1912,1526,391,214,142,67,20,3,4396
117031640,0,0,0,3,0,4,0,0,0,10,0,0,5,4,8,5,4,0,0,17,0,6,0,0,5,0,0,0,0,5,8,8,16,13,6,6,0,3,0,58,4,10,19,14,3,0,0,0,0,49,9,16,38,19,17,13,7,10,4,138,0,0,3,5,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,10,7,9,20,25,30,13,9,3,0,125,18,35,56,28,30,11,12,6,0,195,0,0,4,3,0,7,3,0,0,19,401,429,944,674,562,384,257,176,63,3896,12,35,45,25,8,3,0,0,0,134,12,30,36,20,8,8,4,0,0,122,19,23,22,18,7,9,4,0,0,112,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,8,6,11,17,12,15,4,7,0,0,71,6,17,26,12,14,5,7,0,0,82,832,1222,2720,1543,1005,584,242,56,12,8209
117031641,0,0,5,5,0,0,0,0,0,13,3,0,9,8,8,0,5,0,0,25,4,0,11,6,3,3,0,0,0,25,0,6,26,9,3,3,0,0,0,47,10,8,22,16,6,6,0,0,0,81,6,12,33,27,17,21,15,6,0,149,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,9,16,15,48,32,30,12,19,12,0,181,26,30,76,35,32,21,15,0,0,224,0,0,0,3,5,0,0,0,0,10,404,398,1243,810,533,537,385,139,38,4491,38,43,182,56,20,12,7,0,0,360,18,31,80,40,11,8,0,0,0,181,9,0,11,6,3,13,19,5,0,52,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,3,0,0,24,8,6,17,14,3,4,0,0,0,42,8,5,28,12,3,4,3,0,0,66,501,693,1744,955,497,399,253,83,18,5152
117031642,3,3,0,3,0,0,0,0,0,18,0,5,3,3,4,3,6,0,4,25,0,0,0,5,0,0,0,0,0,8,0,5,14,8,8,6,0,0,0,35,11,11,26,15,10,0,3,4,0,83,3,15,24,21,16,28,18,9,4,133,0,0,0,0,0,4,3,0,0,6,0,5,5,0,0,3,0,0,0,19,8,12,23,15,26,25,21,8,0,138,13,19,61,26,17,23,16,7,3,179,0,0,0,0,0,0,3,0,0,3,329,339,1001,645,614,538,428,271,93,4249,16,18,61,34,13,5,6,0,0,158,15,42,78,35,20,12,10,10,5,223,14,5,36,26,22,22,18,31,6,181,0,0,0,0,0,4,0,0,0,9,0,0,9,0,0,0,0,0,0,8,5,4,11,7,13,10,5,8,0,61,7,3,17,14,18,13,5,8,0,74,490,842,2303,1090,758,498,252,136,33,6400
117031643,0,0,6,0,0,0,0,0,0,7,5,4,3,5,0,0,0,0,0,21,0,9,5,9,8,0,0,0,0,23,0,0,9,0,0,7,0,0,0,25,3,10,43,13,4,7,5,0,0,82,3,8,30,23,17,12,7,0,0,110,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,4,18,15,6,10,6,0,0,56,18,22,49,30,17,8,5,0,0,143,0,0,0,0,0,0,0,0,0,9,489,405,838,596,473,310,248,201,74,3630,13,6,37,23,10,5,3,0,0,96,34,26,53,43,21,23,11,0,0,211,14,20,16,20,27,29,20,4,0,148,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,3,8,5,3,5,0,0,0,25,4,3,10,5,5,3,0,0,0,28,310,718,1003,413,258,164,74,23,11,2978
117031644,4,0,9,0,0,0,0,0,0,15,3,0,5,0,0,4,3,0,0,25,4,0,8,0,0,0,0,0,0,20,0,0,7,6,4,0,0,0,0,18,5,0,15,9,9,4,0,0,0,41,0,3,28,21,18,14,25,8,3,135,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,5,0,4,8,19,19,26,16,10,6,115,3,29,42,15,9,17,10,0,0,131,0,0,0,0,0,6,0,0,0,8,119,240,576,416,372,369,313,158,47,2620,20,18,190,53,19,13,5,4,0,321,17,17,46,22,9,4,0,0,0,122,3,3,8,0,6,14,17,10,0,69,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,10,0,3,6,3,5,4,0,0,0,22,0,3,11,5,5,5,4,0,0,37,116,312,731,414,310,268,159,53,20,2372
117031645,0,5,6,0,4,0,0,0,0,17,0,0,0,4,0,3,0,0,0,17,0,0,3,0,0,0,0,0,0,6,7,27,29,8,8,5,0,0,0,82,10,16,38,37,0,0,7,0,0,119,22,44,86,36,17,16,9,4,5,242,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,15,40,75,26,14,13,6,0,3,191,20,202,233,58,12,14,6,5,0,566,0,0,5,0,0,0,0,0,0,4,213,927,1452,559,268,220,170,60,29,3887,16,78,229,57,18,7,4,0,0,407,31,70,131,45,17,4,3,0,0,310,7,0,6,8,7,0,0,3,0,38,0,0,0,0,0,0,0,0,0,0,4,0,16,5,0,0,0,0,0,22,9,8,23,16,7,3,0,0,0,55,6,7,38,17,7,3,4,0,0,81,342,1991,2491,688,417,311,159,43,20,6454
117031646,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,12,12,4,0,0,4,0,0,26,0,15,9,10,0,0,0,0,0,40,5,21,22,15,6,5,4,3,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,13,16,3,15,8,0,0,0,57,6,36,42,20,6,8,0,0,0,127,0,0,0,0,0,0,0,0,0,0,86,408,484,227,123,98,68,25,10,1543,9,72,96,16,4,6,0,0,0,203,14,81,77,26,5,10,4,0,0,214,0,9,6,5,0,0,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,5,4,3,4,0,0,0,29,0,16,6,4,3,6,0,0,0,36,150,2150,1286,349,201,138,88,58,18,4451
117031647,0,3,8,0,0,0,0,0,0,14,0,0,6,3,0,9,7,0,0,23,0,0,0,0,0,0,4,0,0,12,0,3,11,4,4,4,3,0,0,36,9,232,149,30,7,5,3,5,0,449,7,19,48,23,23,25,9,10,3,166,0,0,0,0,0,0,3,0,0,3,0,0,4,4,6,5,0,0,0,24,9,12,26,24,13,21,15,15,0,141,24,43,92,46,29,29,19,14,3,302,0,0,4,0,0,0,0,0,0,4,327,618,1448,718,506,488,424,239,62,4830,19,17,55,32,9,5,4,0,0,145,46,32,90,37,13,17,20,0,0,261,4,7,28,22,9,21,53,61,18,229,0,0,0,3,0,0,0,0,0,5,0,0,6,5,0,0,0,0,0,10,0,9,17,19,6,3,0,0,0,44,0,8,22,21,6,5,0,0,0,65,404,1385,2249,910,467,337,260,136,28,6174
117031648,0,0,4,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,7,7,4,6,6,0,0,0,29,13,46,67,27,12,3,0,3,0,175,14,18,28,28,11,13,9,5,0,127,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,4,6,8,20,11,9,7,0,0,0,64,17,39,87,31,13,7,0,0,0,195,0,0,0,0,0,0,0,0,0,0,319,351,1031,523,282,142,84,35,3,2778,4,6,26,14,0,0,0,0,0,65,23,22,84,21,12,4,0,0,0,176,13,8,18,18,9,7,25,6,0,112,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,0,0,5,6,0,4,0,0,0,18,0,0,16,8,0,4,0,0,0,28,328,1967,1898,485,241,132,53,12,6,5116
118011339,0,0,3,4,0,0,0,0,0,8,4,3,8,4,4,3,3,0,0,34,0,0,3,6,0,3,0,0,0,12,0,5,18,12,3,0,0,5,0,51,5,7,15,10,5,5,6,0,0,51,9,11,24,32,37,35,22,22,4,196,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,20,9,32,35,30,22,21,15,0,184,19,20,48,36,23,16,10,4,6,176,0,0,0,0,3,7,3,0,0,12,1083,590,1573,1169,893,606,533,321,131,6907,5,4,26,17,4,0,3,0,0,60,7,8,21,10,5,3,0,0,0,61,275,159,206,176,182,202,195,133,75,1591,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,4,14,8,7,0,0,0,0,34,0,4,13,4,11,0,0,0,0,41,1104,639,2100,1392,873,458,262,113,48,6998
118011340,0,0,4,0,0,0,0,0,0,5,13,4,9,15,7,0,6,0,0,54,0,0,6,8,0,0,0,0,0,9,6,4,8,17,4,4,0,3,0,44,9,3,20,15,3,0,0,0,0,55,21,10,38,34,36,23,17,15,6,203,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,13,10,9,23,35,19,10,14,8,0,124,25,20,44,33,14,12,4,0,0,164,0,0,3,0,0,4,6,0,0,9,938,483,1771,1259,771,508,391,259,117,6491,8,0,25,15,6,0,0,0,0,59,3,8,17,18,0,5,0,0,0,53,643,257,363,400,307,282,256,134,88,2736,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,12,5,4,9,7,11,5,0,0,0,37,3,3,16,9,10,6,0,0,0,50,1190,722,2733,1632,845,438,238,82,32,7907
118011341,0,0,0,0,0,0,0,0,0,8,3,5,5,10,4,0,3,5,3,39,5,0,0,0,4,0,0,0,0,11,5,4,14,0,4,3,4,0,0,38,5,9,10,6,15,0,0,0,0,44,8,22,27,26,27,33,34,25,14,210,0,0,0,0,0,0,0,0,0,5,0,0,7,3,3,0,0,0,0,12,14,10,15,20,17,33,16,14,9,155,18,14,56,39,19,23,11,4,11,205,0,0,0,0,0,0,0,0,0,4,941,529,1353,991,865,606,556,447,256,6546,15,3,40,22,5,5,0,0,0,92,8,14,25,18,9,8,4,0,0,87,279,132,128,187,156,164,200,147,106,1504,0,0,0,0,0,0,0,0,0,0,3,4,10,4,0,0,0,0,0,19,0,0,6,5,10,5,0,5,0,33,3,4,17,14,9,5,0,5,0,49,915,672,1376,1022,686,442,265,120,57,5557
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011344,0,0,0,0,0,0,4,0,0,6,0,0,6,4,0,0,3,3,0,14,0,0,0,3,0,0,0,0,0,3,0,4,9,3,5,0,0,0,0,20,3,0,6,8,0,0,6,0,0,17,5,3,9,14,15,12,10,15,8,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,6,14,10,5,6,7,65,10,18,16,18,11,12,10,0,0,83,0,0,0,0,0,0,0,0,0,0,495,238,396,530,406,286,248,148,96,2853,4,0,5,9,4,9,5,9,0,41,15,0,15,11,4,3,5,0,0,55,948,504,348,578,602,545,414,193,120,4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,7,4,6,3,0,3,0,33,0,0,7,4,11,3,0,5,0,38,479,222,457,493,269,198,106,51,30,2299
118011345,0,0,3,0,0,0,0,0,0,8,0,6,8,6,11,8,8,0,3,49,0,0,0,0,0,0,0,0,0,6,5,0,6,10,0,4,4,7,0,31,6,10,22,7,0,4,0,0,0,57,9,17,31,40,33,25,56,14,13,232,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,8,12,13,28,32,34,26,20,12,4,174,16,19,46,23,19,13,14,3,0,152,0,0,4,0,0,0,0,0,0,12,865,541,1303,1066,848,607,604,296,125,6251,4,6,24,14,12,8,0,0,0,78,5,3,22,14,3,3,0,0,0,53,55,34,55,52,54,48,61,16,5,378,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,5,3,11,11,3,3,0,0,36,0,5,10,8,11,6,3,0,0,43,783,628,1779,1098,741,522,365,142,37,6091
118011346,0,0,0,0,0,0,0,0,0,0,4,4,0,3,7,7,6,3,0,42,0,0,0,0,4,0,0,3,0,13,0,0,0,0,3,0,0,0,0,13,13,0,6,8,0,4,4,0,0,40,24,17,10,16,30,23,28,17,8,188,3,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,6,17,21,9,5,15,3,16,4,5,98,25,13,11,26,15,7,3,5,0,115,4,4,0,0,0,0,0,0,0,3,1121,654,367,631,823,504,498,308,159,5067,11,12,7,9,10,3,0,3,0,56,9,9,12,7,11,4,5,4,0,57,449,294,180,249,298,367,352,147,89,2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,4,3,0,4,0,0,0,31,4,8,12,3,8,4,0,0,0,35,586,441,360,428,406,290,176,86,30,2808
118011347,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,4,17,0,0,6,3,0,0,0,0,0,3,0,0,0,8,0,4,0,0,0,11,4,0,8,4,4,0,0,0,0,22,0,3,18,12,19,30,29,17,7,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,10,17,13,13,18,11,5,103,24,3,8,16,10,5,9,5,0,82,0,0,0,0,0,0,0,0,0,0,486,245,485,456,424,378,411,249,143,3272,17,0,8,4,9,8,7,0,4,55,4,0,4,4,0,0,0,0,0,17,83,43,81,53,43,84,104,58,60,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,7,0,0,0,0,19,0,0,3,5,8,0,0,3,0,22,421,245,568,435,336,252,189,88,20,2560
118011649,0,0,0,0,0,0,0,0,0,0,4,6,3,5,7,4,0,3,0,33,0,0,0,0,4,0,0,0,0,9,0,5,4,9,0,9,0,0,0,26,12,3,16,3,12,5,8,0,0,47,24,26,32,22,46,34,30,20,15,243,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,19,19,13,15,21,17,19,9,3,135,16,22,31,22,22,21,8,3,4,146,0,0,0,0,0,5,0,0,0,6,906,617,838,774,779,610,541,268,146,5481,13,8,9,17,11,3,7,0,0,68,6,0,13,10,3,4,0,0,0,35,509,262,270,298,284,460,435,217,103,2842,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,3,10,4,8,0,0,0,0,0,26,0,11,4,9,9,0,0,0,0,41,746,569,962,660,555,346,265,92,44,4240
118011650,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,9,6,4,4,30,0,0,4,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,26,4,4,3,5,6,4,4,0,0,32,10,5,19,14,18,19,43,33,17,186,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,4,0,0,5,0,10,14,17,10,23,19,14,8,116,11,6,22,15,15,7,10,14,0,99,0,0,0,0,0,3,0,0,0,10,444,314,831,537,499,490,570,396,232,4310,5,5,7,15,3,3,8,3,0,47,15,3,13,17,5,0,4,0,0,57,70,41,106,72,56,133,220,140,96,939,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,5,9,6,9,7,0,0,31,4,0,7,5,3,9,7,0,0,34,398,269,848,508,340,310,253,103,57,3089
