SA2_CODE_2021,C21_450_549_1PF_CU15_DS,C21_450_549_1PF_CU15_NDS,C21_450_549_1PFnoCU15_DS,C21_450_549_1PF_NDCO,C21_450_549_Tot,C21_550_649_1PF_CU15_DS,C21_550_649_1PF_CU15_NDS,C21_550_649_1PFnoCU15_DS,C21_550_649_1PF_NDCO,C21_550_649_Tot,C21_650_749_1PF_CU15_DS,C21_650_749_1PF_CU15_NDS,C21_650_749_1PFnoCU15_DS,C21_650_749_1PF_NDCO,C21_650_749_Tot,C21_750_849_1PF_CU15_DS,C21_750_849_1PF_CU15_NDS,C21_750_849_1PFnoCU15_DS,C21_750_849_1PF_NDCO,C21_750_849_Tot,C21_850_949_1PF_CU15_DS,C21_850_949_1PF_CU15_NDS,C21_850_949_1PFnoCU15_DS,C21_850_949_1PF_NDCO,C21_850_949_Tot,C21_950over_1PF_CU15_DS,C21_950over_1PF_CU15_NDS,C21_950over_1PFnoCU15_DS,C21_950over_1PF_NDCO,C21_950over_Tot,C21_Rns_1PF_CU15_DS,C21_Rns_1PF_CU15_NDS,C21_Rns_1PFnoCU15_DS,C21_Rns_1PF_NDCO,C21_Rns_Tot,C21_Tot_1PF_CU15_DS,C21_Tot_1PF_CU15_NDS,C21_Tot_1PFnoCU15_DS,C21_Tot_1_pa_f_NDCO,C21_Tot_Tot
101041024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,4,24
101041025,5,9,4,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13,84,19,45,162
101041026,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,10,64,8,39,126
101041027,3,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,13,81,8,27,129
101051539,4,30,3,9,40,0,3,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,21,49,397,57,159,661
101051540,0,5,0,0,10,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,8,10,66,11,22,108
101061541,0,10,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,66,18,25,118
101061542,0,3,0,3,11,0,3,0,0,4,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,10,21,3,14,50
101061543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,6,24,167,19,65,284
101061544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,57,10,18,87
102011028,8,13,11,10,42,9,7,5,0,22,0,3,0,0,6,3,0,0,4,8,3,0,0,0,7,0,0,0,0,0,0,0,0,6,3,24,49,23,25,122
102011029,0,11,4,7,25,0,12,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,45,10,28,89
102011030,0,6,3,3,10,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,9,12,56
102011031,8,21,4,11,40,3,20,8,15,42,5,7,0,0,16,7,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,31,96,26,73,221
102011032,12,84,21,39,153,9,26,8,14,56,4,8,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,4,8,59,353,92,241,751
102011033,7,17,0,5,29,3,19,4,6,26,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,71,12,35,137
102011034,9,16,7,9,32,4,10,4,0,13,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,68,18,28,130
102011035,3,13,8,6,30,0,10,3,0,15,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,59,23,38,130
102011036,6,21,0,9,39,4,8,0,3,11,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,63,10,34,120
102011037,0,10,0,10,19,4,4,4,5,17,0,4,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,55,15,37,113
102011038,0,9,0,12,23,3,8,0,5,15,0,7,0,4,13,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,0,0,6,47,8,23,91
102011039,9,44,15,19,90,7,25,5,10,45,5,12,6,3,28,0,5,5,0,9,5,0,0,0,9,0,0,4,5,4,0,0,0,3,10,34,113,49,47,246
102011040,26,117,24,54,214,10,39,3,21,73,3,16,0,3,23,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,7,15,59,400,74,217,754
102011041,5,25,3,9,36,0,9,0,3,14,3,5,0,0,10,4,3,0,5,7,0,0,0,0,0,0,3,0,0,3,0,4,0,0,6,21,57,10,28,112
102011042,5,48,9,37,98,3,12,0,8,25,3,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,3,13,30,224,40,158,445
102011043,12,31,7,12,59,0,16,3,0,16,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,44,135,36,83,299
102021044,19,70,13,28,134,3,26,10,12,50,3,16,0,7,24,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,13,0,3,18,54,302,62,170,590
102021045,8,57,17,24,109,0,8,0,3,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,10,32,271,46,99,445
102021046,5,27,0,9,43,0,4,0,0,12,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,141,22,85,264
102021047,3,48,7,17,72,3,17,3,12,34,0,10,4,0,13,0,3,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,8,7,23,158,29,83,285
102021048,11,67,7,33,113,9,20,3,4,29,0,6,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,9,0,0,19,59,447,85,209,798
102021049,0,0,0,0,0,0,3,0,3,10,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,3,21
102021050,3,30,0,7,42,0,3,0,3,9,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,11,13,130,16,52,220
102021051,0,13,0,4,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,37,6,20,80
102021052,4,15,0,11,31,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,14,77,14,35,142
102021053,10,64,9,30,118,3,7,4,5,19,3,8,0,7,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,11,14,30,301,65,204,604
102021054,5,31,3,3,47,0,6,0,0,7,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,25,170,34,73,304
102021055,3,24,0,7,35,0,8,7,0,13,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,69,20,44,144
102021056,40,152,37,66,296,16,58,5,22,103,0,10,3,0,16,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,6,0,0,17,68,319,70,121,584
102021057,7,42,6,11,67,5,5,0,3,14,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,13,28,220,35,109,389
103011059,10,24,3,4,39,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,42,175,29,55,299
103011060,5,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,10,33
103011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,3,51,3,21,83
103011612,3,10,3,0,19,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,23,193,39,85,341
103011613,7,29,0,6,42,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,13,42,201,32,76,356
103021062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,10,69,8,26,111
103021063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,15,19,172,17,47,257
103021064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,9,34,6,20,59
103021065,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,14,129,15,50,211
103021066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,21,7,5,39
103021067,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,163,19,48,264
103021068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,35,0,14,52
103021069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,9,14,55
103031070,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,16,29,189,33,83,344
103031071,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,73,6,36,126
103031072,9,32,5,9,57,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,12,19,203,19,74,321
103031073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,4,14,51
103031074,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,10,77,12,19,115
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,77,9,27,123
103041077,10,22,5,5,43,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,7,16,47,344,38,122,549
103041078,13,57,4,20,90,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,19,55,315,35,100,499
103041079,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,58,11,20,86
104011080,0,24,5,9,38,0,4,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,18,56,414,48,141,663
104011081,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,19,91,16,23,140
104011082,8,25,8,12,53,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,9,32,184,37,107,358
104021083,10,8,3,0,25,0,7,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,72,17,22,143
104021084,16,60,16,29,118,4,17,3,7,35,0,5,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,26,45,328,55,177,606
104021085,11,38,10,15,74,4,12,4,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,32,182,36,103,352
104021086,0,6,0,3,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,0,7,39
104021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,11,41
104021088,4,42,6,10,61,0,7,4,3,18,3,11,0,0,14,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,101,25,32,172
104021089,9,47,14,12,87,3,26,4,4,42,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,13,27,39,303,49,154,545
104021090,0,12,3,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,55,13,26,98
104021091,9,44,3,19,77,3,18,4,7,26,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,172,31,85,306
105011092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,14,64,7,25,104
105011093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,6,10,70
105011094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,81,0,25,124
105011095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,63,6,23,92
105011096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,13,13,80,5,36,135
105021097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,31,265,30,85,406
105021098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,39,4,22,64
105031099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,9,13,76,18,25,126
105031100,0,0,0,0,4,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,7,20,205,23,76,321
105031101,3,18,4,8,35,0,7,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,4,6,11,40,301,47,110,498
105031102,5,10,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,11,21,175,11,63,275
105031103,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,28,4,4,44
105031104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,72,9,17,108
105031105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,19,76,8,26,132
105031106,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,16,20,130,13,41,206
106011107,4,30,7,0,38,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,24,129,13,36,206
106011108,3,18,0,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,8,0,10,20,93,509,53,218,871
106011109,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,58,7,14,94
106011110,0,0,0,3,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,59,12,28,117
106011111,7,56,8,15,91,4,9,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,11,0,3,12,53,406,48,145,651
106011112,4,25,3,10,37,0,7,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,213,24,93,362
106011113,3,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,37,5,10,42
106021114,9,35,4,6,55,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,143,33,55,246
106021116,0,10,4,0,22,4,0,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,7,62,11,16,104
106021614,26,36,9,17,85,0,8,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,4,25,56,279,39,126,500
106021615,15,55,6,19,96,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,9,17,61,296,41,88,486
106021616,8,29,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,26,151,28,81,289
106021617,9,23,6,0,41,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,10,30,173,45,56,298
106021618,11,73,9,17,112,3,23,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,8,34,190,27,63,315
106031119,3,12,6,7,29,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,44,9,26,93
106031120,7,13,0,4,22,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,102,14,56,189
106031121,16,44,18,21,105,6,21,5,12,41,6,3,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,21,51,250,52,125,481
106031122,3,28,8,17,54,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,13,60,354,42,150,598
106031123,0,5,0,0,3,0,3,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,6,22
106031124,0,3,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,10,23,76
106031125,4,39,8,15,64,3,9,0,0,15,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,32,139,26,46,237
106041126,0,12,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,12,35,242,24,85,390
106041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,26,10,18,56
106041128,0,6,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,7,78,14,32,133
106041129,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,12,64,3,22,102
107011131,17,73,19,22,133,5,21,3,4,35,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,19,53,325,65,162,609
107011132,10,46,14,15,81,8,23,3,3,43,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,20,102,19,39,184
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,8,24,10,11,50,5,5,0,8,17,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,10,29,138,38,86,291
107011545,11,31,10,26,76,0,9,3,4,17,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,0,5,15,43,243,36,140,465
107011546,8,25,7,12,50,0,7,3,0,18,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,11,33,193,34,99,368
107011547,0,13,0,5,21,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,39,16,17,83
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,14,78,10,26,131,11,38,4,9,64,0,4,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,13,37,175,34,63,306
107031137,8,35,11,15,65,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,9,112,23,52,200
107031138,5,19,3,9,32,13,14,3,3,30,0,4,0,0,4,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,58,13,28,119
107031139,0,12,7,6,25,0,4,0,0,4,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,24,15,16,60
107031140,5,9,0,17,27,0,9,0,5,15,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,3,30,67
107031141,14,54,16,17,100,15,37,13,20,77,8,8,4,6,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,39,163,51,67,325
107031142,13,43,9,26,94,0,9,0,8,21,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,25,128,16,83,256
107031143,13,92,20,53,173,0,21,5,6,31,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,18,0,8,34,71,434,77,252,839
107041144,3,55,12,45,119,3,19,6,7,39,0,6,0,6,19,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,5,3,6,16,33,201,55,160,446
