SA2_CODE_2021,C21_AP_75_79_NCB_4,C21_AP_75_79_NCB_5,C21_AP_75_79_NCB_6mor,C21_AP_75_79_NCB_NS,C21_AP_75_79_Tot,C21_AP_80_84_NCB_0,C21_AP_80_84_NCB_1,C21_AP_80_84_NCB_2,C21_AP_80_84_NCB_3,C21_AP_80_84_NCB_4,C21_AP_80_84_NCB_5,C21_AP_80_84_NCB_6mor,C21_AP_80_84_NCB_NS,C21_AP_80_84_Tot,C21_AP_85over_N_c_b_0,C21_AP_85over_N_c_b_1,C21_AP_85over_N_c_b_2,C21_AP_85over_N_c_b_3,C21_AP_85over_N_c_b_4,C21_AP_85over_N_c_b_5,C21_AP_85over_N_c_b_6mor,C21_AP_85over_N_c_b_NS,C21_AP_85over_Tot,C21_AP_Tot_NCB_0,C21_AP_Tot_NCB_1,C21_AP_Tot_NCB_2,C21_AP_Tot_NCB_3,C21_AP_Tot_NCB_4,C21_AP_Tot_NCB_5,C21_AP_Tot_N_ch_b_6mor,C21_AP_Tot_NCB_NS,C21_AP_Tot_Tot
102011041,14,3,4,12,207,7,5,65,34,7,0,4,16,150,11,9,18,31,21,8,8,15,123,1149,407,1435,881,239,66,30,210,4414
102011042,30,12,7,43,441,35,28,86,61,39,16,10,30,303,46,30,102,103,37,13,11,51,398,1771,907,1752,986,379,121,73,482,6477
102011043,25,13,3,16,278,26,20,66,50,33,7,3,32,238,26,30,89,65,28,13,9,57,323,1325,599,1398,786,303,118,67,340,4936
102021044,55,20,4,63,512,24,26,102,85,46,14,13,74,396,45,18,119,108,72,26,29,197,607,2289,1100,2897,1697,654,197,126,805,9762
102021045,26,9,8,13,159,8,14,35,20,16,6,5,11,106,8,7,15,30,13,8,9,12,98,1214,571,1176,784,347,124,77,237,4535
102021046,27,11,10,26,260,11,8,43,60,33,13,7,11,193,10,8,31,33,19,14,10,21,145,977,499,1190,775,301,104,66,279,4196
102021047,30,12,0,32,329,11,15,56,58,27,17,5,40,237,17,17,56,48,38,18,7,56,262,1709,781,1969,1254,451,134,57,376,6731
102021048,62,23,11,73,569,28,24,86,97,51,19,24,83,415,37,25,116,93,69,29,23,147,541,2425,1104,2509,1724,696,239,154,891,9728
102021049,5,0,0,4,43,0,0,10,10,0,0,0,0,31,0,0,0,4,0,0,0,3,14,411,152,375,265,102,30,8,68,1419
102021050,54,13,9,58,474,17,20,58,85,34,12,3,45,270,10,16,44,44,36,19,13,34,214,978,514,1496,995,393,112,57,361,4912
102021051,14,3,0,4,82,0,5,3,9,4,0,3,0,28,0,6,6,12,4,4,3,4,40,588,227,595,359,127,35,19,94,2038
102021052,20,3,0,18,149,8,7,28,19,13,5,8,10,88,3,0,13,18,8,8,0,6,60,586,297,857,519,189,44,34,155,2682
102021053,51,6,4,33,406,14,22,74,84,39,5,8,47,292,27,20,78,69,48,17,17,40,322,1755,861,2009,1242,485,114,78,581,7133
102021054,27,16,0,28,305,11,10,67,50,33,4,12,28,216,21,28,70,46,40,23,20,37,276,953,491,1246,785,334,97,69,322,4296
102021055,7,0,3,7,84,5,7,18,8,5,0,0,7,56,0,4,6,12,8,7,3,5,45,632,266,634,364,143,28,28,114,2209
102021056,44,12,5,35,326,18,14,48,54,24,16,9,47,232,11,20,34,42,20,11,12,106,262,2114,922,2224,1388,562,173,97,538,8018
102021057,22,5,6,15,172,4,10,29,19,8,0,5,11,94,4,0,21,15,18,8,10,9,81,1040,442,938,582,270,104,63,329,3768
103011059,23,15,6,26,197,9,3,30,38,18,10,5,16,129,19,9,37,42,24,11,8,22,176,1239,534,1334,923,390,128,81,317,4939
103011060,17,5,3,3,114,8,0,11,14,10,4,0,4,57,0,5,0,10,12,6,3,6,42,634,259,742,531,234,61,43,200,2703
103011061,17,3,4,17,126,3,0,16,15,14,0,5,8,71,0,4,12,13,4,6,13,10,60,381,180,466,368,178,42,49,233,1900
103011612,31,12,4,30,265,23,16,53,52,31,11,9,22,221,38,16,73,69,56,17,27,30,323,1571,487,999,621,299,108,85,323,4497
103011613,22,13,3,9,185,16,9,42,41,23,10,11,13,161,12,16,41,29,21,6,9,14,149,1576,655,1684,1040,403,123,88,328,5885
103021062,18,5,0,21,121,8,4,13,26,20,6,5,22,100,11,12,21,21,15,19,13,27,134,457,212,521,502,280,123,62,364,2520
103021063,34,13,11,20,240,14,13,34,49,28,14,12,30,202,10,21,34,59,46,16,13,24,226,866,405,943,768,375,129,119,321,3929
103021064,20,8,8,12,145,6,4,21,28,16,3,9,17,105,6,4,11,15,8,7,9,11,68,479,215,544,479,248,85,53,278,2389
103021065,36,19,5,28,226,15,7,34,44,30,17,17,26,177,4,6,29,40,34,22,22,34,189,838,338,941,852,410,155,89,428,4044
103021066,17,5,0,12,111,0,0,10,12,17,3,0,9,65,8,5,12,16,15,7,7,4,75,306,115,332,341,174,46,40,126,1482
103021067,34,17,7,22,235,14,8,40,57,31,18,15,14,196,19,5,36,44,36,18,17,23,215,1040,414,1101,908,420,167,114,313,4475
103021068,10,4,5,0,52,4,0,7,14,9,0,3,5,41,0,0,10,6,9,10,13,8,61,238,94,271,239,162,46,45,141,1245
103021069,16,13,0,19,105,7,5,8,31,28,9,9,14,107,4,10,9,20,18,13,8,26,115,436,197,454,476,253,103,56,246,2219
103031070,37,17,10,44,360,20,14,60,60,35,22,12,27,252,31,15,63,58,33,11,19,23,258,1254,544,1418,937,395,139,121,402,5213
103031071,18,4,8,16,172,10,5,15,24,14,0,8,10,82,8,7,18,18,14,11,6,9,89,825,335,919,642,272,84,52,300,3435
103031072,36,8,4,21,273,12,13,29,51,38,12,11,18,192,22,10,34,43,34,33,19,41,233,1306,553,1333,923,422,145,79,352,5114
103031073,23,5,0,18,121,4,8,15,10,14,0,0,9,54,4,11,11,9,9,3,3,6,56,266,142,361,272,144,40,32,154,1409
103031074,30,9,6,28,216,12,3,32,20,19,7,6,23,129,12,7,23,21,14,13,12,14,114,858,393,1115,917,383,117,80,468,4323
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,27,10,4,22,151,5,3,16,14,17,15,6,15,90,14,8,15,13,19,16,6,9,96,722,291,777,549,295,107,47,233,3037
103041077,58,18,14,44,407,32,18,83,91,46,27,19,34,356,32,17,88,99,65,35,24,65,440,2243,862,1989,1351,646,235,151,663,8137
103041078,40,20,5,27,355,11,6,50,53,38,11,14,20,211,8,14,38,39,35,15,11,38,199,2503,1004,2425,1674,653,203,137,516,9114
103041079,28,7,10,19,219,4,3,32,38,17,9,10,17,121,9,6,18,25,21,15,9,25,126,1016,414,1228,1026,448,113,69,376,4688
104011080,48,18,9,34,512,41,15,96,98,49,29,28,37,393,31,32,131,106,81,31,29,56,505,1791,840,2212,1579,763,241,184,648,8256
104011081,47,12,11,27,337,15,11,32,27,32,12,9,17,157,6,3,26,34,32,6,16,12,143,1395,641,1764,1234,621,196,116,708,6680
104011082,75,25,10,45,598,25,25,102,97,64,25,17,57,404,41,27,89,86,72,36,25,43,430,1628,783,2297,1508,646,206,130,571,7760
104021083,16,4,0,5,121,4,7,28,14,17,0,5,12,82,8,4,22,17,7,9,3,15,78,662,282,762,403,189,56,28,229,2618
104021084,50,15,13,41,451,28,22,97,84,46,15,16,38,340,15,26,65,74,49,19,15,60,322,2085,877,2039,1330,579,189,151,631,7877
104021085,29,7,7,54,329,20,12,59,83,37,18,7,53,288,14,21,64,63,44,26,18,148,405,1355,569,1222,820,343,125,87,620,5140
104021086,3,5,0,5,51,0,0,10,5,15,3,0,6,36,5,0,0,5,0,0,0,5,11,390,185,420,250,124,48,22,145,1589
104021087,9,3,4,7,69,5,3,21,14,8,7,0,8,66,0,0,7,13,12,0,3,3,52,305,144,358,245,130,36,29,150,1393
104021088,20,4,5,8,167,5,10,24,31,17,3,0,4,101,0,11,21,18,15,0,10,6,77,1035,515,1365,779,271,58,28,201,4258
104021089,56,21,5,47,482,36,16,81,76,63,24,14,31,344,31,20,73,91,51,28,15,54,369,2003,927,2475,1715,624,218,140,521,8617
104021090,16,8,0,14,133,8,6,14,19,15,3,4,9,85,6,10,39,19,15,9,11,6,116,461,245,606,394,181,56,41,181,2155
104021091,44,15,5,19,289,7,10,56,53,36,12,10,17,200,17,14,37,44,38,17,10,34,212,1480,676,1817,1082,467,131,52,422,6129
105011092,8,0,4,6,43,0,3,8,9,4,3,6,7,34,0,0,5,10,7,4,8,3,37,307,137,235,200,109,55,49,273,1376
105011093,13,7,0,21,72,0,0,11,15,8,6,3,10,47,0,4,8,3,5,4,12,7,45,338,134,361,268,141,53,37,281,1607
105011094,6,8,4,18,69,0,3,7,18,10,3,0,13,57,4,6,14,3,11,3,5,8,55,333,147,308,273,151,61,61,243,1573
105011095,26,7,3,15,116,6,0,17,20,15,0,9,20,98,6,6,5,16,16,7,10,42,108,399,155,438,357,203,49,50,223,1878
105011096,13,9,10,24,100,8,0,5,14,4,7,3,20,66,4,5,5,5,4,0,5,13,40,428,170,390,299,160,74,68,623,2210
105021097,39,15,6,54,418,18,9,70,87,44,27,9,49,316,15,16,67,75,72,26,18,93,388,1743,786,2063,1276,610,185,115,737,7516
105021098,0,0,4,7,36,0,0,0,0,4,0,3,5,18,0,0,0,7,0,0,0,4,20,200,79,167,155,66,34,41,186,915
105031099,30,12,7,43,206,6,3,24,24,24,16,9,32,138,0,5,22,31,31,13,13,36,167,600,245,767,615,330,124,102,540,3322
105031100,13,6,8,23,166,5,6,28,26,18,9,12,11,106,7,0,18,20,15,12,14,23,109,1093,466,1030,708,354,124,95,426,4304
105031101,59,15,10,39,354,22,16,66,83,57,27,23,42,322,21,21,60,54,66,38,26,63,344,2401,916,1932,1369,674,184,135,689,8311
105031102,33,14,9,8,198,8,5,29,47,31,17,3,18,158,6,3,22,31,20,11,19,15,123,964,440,1001,765,323,114,93,389,4089
105031103,21,5,0,11,85,0,5,11,10,14,5,0,10,48,4,3,4,5,3,3,6,4,32,456,200,617,472,218,63,42,246,2311
105031104,20,6,0,15,94,8,5,16,23,15,4,7,13,88,4,7,14,17,8,7,0,13,72,334,154,414,388,190,58,44,226,1806
105031105,29,9,3,20,139,3,5,16,25,14,11,3,26,99,4,0,11,23,10,13,3,29,93,489,190,597,487,258,100,56,377,2552
105031106,24,11,8,20,182,14,3,25,19,26,7,6,20,118,7,12,25,26,24,6,12,18,135,699,294,676,598,344,125,114,449,3303
106011107,17,11,5,17,163,5,4,25,11,15,7,3,3,64,0,0,20,11,4,5,9,4,53,1393,579,1428,893,313,96,68,239,5016
106011108,48,20,10,44,408,23,12,85,79,52,13,22,65,347,19,38,121,88,45,17,19,82,428,2288,1022,2539,1636,746,243,170,674,9309
106011109,13,9,3,11,121,4,9,16,26,12,3,3,0,71,4,0,15,12,7,3,3,7,54,997,423,1046,660,254,70,48,207,3698
106011110,19,4,0,11,181,9,9,37,32,24,11,0,8,136,7,6,24,27,21,5,11,16,112,917,369,1151,793,329,83,42,218,3911
106011111,35,17,9,27,288,12,10,39,39,27,16,7,23,172,13,13,55,45,37,11,14,25,217,2123,1039,2330,1439,580,194,137,462,8305
106011112,50,10,11,13,238,8,5,31,41,38,12,12,11,146,15,11,24,43,35,24,20,10,189,1614,709,1746,1209,555,156,132,346,6477
106011113,11,10,0,10,64,0,3,6,10,0,5,0,4,28,0,0,3,5,0,7,0,0,26,486,223,568,370,162,51,28,209,2083
106021114,13,5,4,21,95,8,0,11,20,12,5,3,14,77,16,4,17,15,17,10,6,38,122,1053,435,909,549,205,59,44,198,3448
106021116,24,0,0,3,138,10,5,28,25,15,7,8,3,97,5,7,20,19,19,5,10,8,88,952,336,1130,691,222,72,46,126,3571
106021614,38,17,12,30,316,14,13,52,50,28,16,15,30,204,16,18,52,50,47,18,13,50,252,2063,865,2139,1303,499,169,104,440,7577
106021615,41,12,8,24,303,19,4,48,41,21,18,10,15,171,19,15,43,54,30,7,23,30,215,1840,826,2109,1317,469,142,103,353,7158
106021616,16,3,3,6,109,8,6,17,8,9,5,5,6,60,0,0,17,17,7,4,4,7,63,930,440,765,526,248,82,69,199,3256
106021617,36,3,7,14,265,14,14,49,50,26,12,7,12,188,8,6,40,40,25,10,5,9,145,1125,483,1233,817,344,96,78,186,4359
106021618,15,3,5,9,141,0,3,18,19,17,8,4,4,78,3,6,10,10,8,0,9,0,52,1844,753,1970,1016,314,81,57,192,6220
106031119,20,5,3,27,236,5,7,37,36,15,6,6,11,127,3,9,6,13,8,5,6,14,64,535,259,960,561,195,50,32,210,2802
106031120,20,4,6,20,211,16,9,27,23,13,0,3,9,95,6,7,27,29,10,4,10,8,87,577,316,863,574,256,64,41,195,2888
106031121,88,23,7,72,863,32,38,195,121,65,30,7,69,558,38,46,118,129,85,39,21,135,609,2208,1018,3250,1833,725,191,88,693,10020
106031122,38,14,0,36,257,10,11,45,43,26,19,10,17,183,4,6,39,37,34,13,10,19,168,1474,628,1523,1073,463,202,121,464,5953
106031123,8,4,0,3,69,5,0,7,15,3,3,3,0,36,0,6,8,5,6,4,0,3,32,585,191,705,478,167,46,28,90,2284
106031124,32,8,3,37,334,12,4,56,46,32,7,0,35,200,12,12,35,34,21,7,11,57,185,469,255,830,597,206,59,32,260,2712
106031125,31,10,4,23,286,6,12,37,33,16,7,6,5,133,6,0,22,23,18,4,6,4,86,1355,617,1861,1184,436,107,65,288,5920
106041126,27,10,7,11,162,3,3,18,30,27,6,3,12,106,3,11,22,23,25,9,11,20,122,1113,458,1191,904,404,124,120,358,4681
106041127,10,7,0,8,76,4,0,8,13,5,3,3,0,35,0,0,5,7,11,5,3,3,46,408,135,435,327,136,36,26,140,1649
106041128,15,4,0,10,132,6,4,18,28,17,9,4,10,102,12,6,23,23,16,7,16,22,131,641,241,668,503,181,71,29,147,2483
106041129,26,5,11,13,144,12,3,32,29,15,8,5,12,119,7,10,18,23,11,12,12,19,114,811,301,828,673,303,98,57,293,3371
107011131,54,16,7,31,589,17,23,131,107,62,24,11,38,414,26,22,107,107,58,42,24,45,427,2483,1160,3076,1904,718,216,129,504,10206
107011132,13,3,6,6,125,0,7,25,34,14,6,5,5,94,3,3,14,23,8,4,0,0,62,1370,567,1501,831,251,76,48,147,4793
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,23,3,7,27,282,15,16,68,52,28,9,16,31,220,21,16,92,72,37,11,8,81,336,1711,643,2071,1115,427,106,83,354,6511
107011545,39,17,11,18,244,5,18,60,66,49,14,8,24,244,9,12,52,71,25,31,16,18,235,1550,598,1455,1003,491,192,138,373,5807
107011546,17,10,10,14,198,8,13,60,51,27,11,6,22,200,10,21,91,58,27,15,10,20,253,1005,489,1109,663,250,112,78,347,4052
107011547,24,10,0,15,160,5,3,28,37,9,8,3,11,107,3,3,26,24,4,4,0,17,91,397,174,583,343,118,32,23,147,1811
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,19,12,3,16,215,5,5,35,40,32,12,3,25,160,3,7,20,35,19,14,10,63,176,2108,918,2288,1355,430,146,57,343,7655
107031137,21,8,4,4,149,5,5,19,34,20,9,5,6,105,4,12,40,36,23,10,13,16,149,748,321,892,539,203,87,38,153,2983
107031138,33,14,3,36,283,25,5,56,45,25,7,4,15,192,15,12,60,47,34,8,5,64,249,945,374,1245,768,245,72,33,268,3945
107031139,13,0,0,7,111,3,4,20,16,8,5,0,4,65,9,7,14,16,10,3,3,4,79,559,234,911,497,140,22,17,113,2505
107031140,19,9,4,14,210,14,12,42,45,16,0,5,17,146,16,27,33,44,27,12,3,10,172,885,335,1041,757,250,70,29,192,3550
107031141,27,11,5,23,282,15,12,54,40,21,10,6,11,168,5,10,29,28,16,14,8,13,128,2121,771,2667,1393,453,122,45,330,7917
107031142,18,6,3,16,212,13,9,51,33,36,10,10,19,184,8,11,44,45,28,8,10,34,188,1230,512,1355,834,306,91,55,268,4652
107031143,76,17,18,51,516,12,25,119,104,46,15,16,75,415,7,11,80,58,56,22,16,69,323,2026,929,2454,1575,704,230,155,697,8779
107041144,63,18,7,51,492,26,36,103,119,44,30,16,50,422,17,22,112,91,49,17,20,67,406,2827,994,2617,1488,486,160,95,571,9235
107041145,42,9,5,34,314,14,11,63,65,38,10,13,27,231,10,20,88,74,30,15,17,37,283,2043,799,1963,1124,412,127,83,414,6961
107041146,42,8,5,21,395,30,37,95,84,25,6,4,22,306,17,26,106,93,38,19,9,68,372,3113,986,2753,1440,437,133,82,551,9492
107041147,12,5,0,15,110,0,4,16,14,10,0,0,19,70,3,0,19,14,3,3,3,38,83,983,381,1146,607,182,53,23,193,3564
107041148,15,11,6,10,178,8,13,33,24,8,8,6,10,112,9,10,33,31,21,3,9,14,129,1442,537,1567,834,242,69,31,190,4913
107041150,39,19,4,35,402,19,20,79,80,44,14,6,22,275,22,31,123,115,58,26,12,68,443,2308,925,2829,1582,492,140,58,424,8751
107041548,37,4,3,19,348,22,23,77,62,28,11,0,25,248,16,17,58,62,27,8,5,90,283,3616,771,1511,714,277,65,35,531,7518
107041549,23,9,3,18,230,16,11,76,64,19,8,3,15,212,8,16,51,40,14,13,13,32,180,2926,823,1512,828,288,94,58,476,7005
108011151,22,7,8,14,121,3,4,18,17,17,11,3,8,79,8,0,14,15,17,12,11,4,84,426,192,617,401,209,73,37,206,2166
108011152,53,12,4,69,605,28,23,134,100,51,19,13,58,420,42,38,123,102,69,23,14,113,526,1383,663,2023,1360,529,134,73,630,6798
108011153,28,0,4,18,164,10,4,19,17,16,4,0,10,78,4,3,12,22,6,0,5,3,54,608,266,855,572,252,62,29,269,2905
108011154,23,11,0,33,310,10,14,52,63,37,11,9,34,239,26,19,61,53,35,13,12,89,308,594,338,897,604,230,74,37,296,3076
108021155,43,14,12,45,365,17,11,48,61,46,25,9,39,249,19,14,51,53,63,27,23,48,305,1373,634,1484,1143,615,234,182,700,6375
108021156,25,10,4,24,188,3,7,35,19,10,11,14,18,111,7,7,25,23,16,8,4,15,101,829,430,1019,725,315,122,59,394,3895
108021157,19,8,5,11,162,6,6,30,23,13,3,0,12,98,12,6,23,25,27,8,3,17,125,451,245,627,453,207,61,35,170,2249
108021158,26,8,3,25,276,10,18,48,39,37,12,8,21,199,30,18,51,49,33,16,5,22,227,692,354,868,541,296,98,62,298,3219
108021159,28,0,7,18,159,11,0,29,28,20,5,0,15,107,5,4,15,19,13,7,0,10,67,739,336,902,673,283,79,61,326,3401
108021160,18,4,3,9,194,4,7,42,27,30,8,0,15,130,11,14,21,26,14,9,8,11,112,515,256,773,502,194,64,28,178,2515
108031161,0,0,0,3,14,0,0,0,4,0,0,0,0,10,0,0,0,7,0,0,0,0,3,61,25,50,29,4,0,0,22,193
108041162,79,26,14,39,756,34,25,110,147,58,22,19,46,466,42,41,103,112,72,31,31,33,462,1720,838,2664,1773,632,181,112,410,8322
108041164,63,18,17,59,737,33,40,134,123,53,27,20,70,492,49,60,136,133,85,16,26,140,646,2649,1067,2647,1644,663,203,111,743,9727
108041165,14,5,0,9,95,4,0,15,19,9,7,0,8,58,0,6,3,9,3,5,5,7,28,491,224,586,432,173,48,25,178,2155
108041166,45,11,17,14,305,19,10,45,51,34,9,8,21,193,16,0,57,49,27,21,29,22,228,1317,516,1540,1049,445,159,98,310,5439
108041619,26,3,10,17,265,11,4,37,39,35,11,4,15,165,11,14,43,32,32,9,4,9,159,1439,625,1467,847,354,92,38,273,5139
108041620,60,11,7,38,603,47,33,137,107,58,24,7,20,442,65,38,151,98,64,29,28,44,518,1836,845,2549,1367,517,160,69,322,7666
108051167,28,3,3,11,168,9,7,27,26,12,10,4,10,112,13,3,46,30,17,12,8,20,148,434,194,663,510,198,75,50,200,2328
108051168,50,10,0,31,385,15,18,54,62,30,11,3,22,221,9,28,39,53,29,14,12,17,197,1029,519,1734,1126,442,120,56,380,5403
108051169,65,30,21,68,570,37,28,117,103,91,33,27,65,502,44,29,123,119,89,43,25,111,585,2050,873,2311,1682,859,306,227,890,9200
108051170,57,11,8,37,417,10,14,46,52,31,0,16,20,191,3,10,36,29,22,4,8,21,132,1099,543,1664,1143,501,135,89,431,5606
108051171,24,15,3,6,146,7,8,20,20,14,3,4,13,90,6,6,29,20,19,12,4,18,112,474,226,657,458,211,63,44,193,2329
109011172,43,12,16,27,318,7,14,49,49,34,17,9,27,208,12,9,33,51,33,20,21,30,209,2109,824,1964,1313,491,130,102,352,7280
109011173,27,17,3,16,209,12,12,27,42,22,13,6,12,145,6,7,36,40,28,20,12,18,168,1231,487,1169,714,327,120,90,373,4517
109011174,27,9,4,23,246,22,11,48,53,27,17,12,22,212,15,22,66,55,38,20,18,29,258,1384,506,1170,864,309,101,76,308,4723
109011175,29,17,4,25,225,13,5,20,32,21,12,6,18,136,11,7,24,28,27,21,9,21,133,1083,390,1213,1032,482,167,114,482,4953
