SA3_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
10402,7965,7451,3232,173,18823,5089,801,24717,455,221,321,19,1007,1055,80,2143,360,201,206,10,778,536,85,1406,816,422,527,31,1790,1596,160,3543,341,187,327,28,876,1204,145,2220,55,43,41,3,139,169,26,334,88,22,23,3,124,151,14,301,0,0,0,0,3,11,3,9,478,248,384,26,1145,1533,183,2863,67,8,6,0,83,167,3,255,90,24,23,3,135,222,16,371,15,0,5,0,18,31,0,45,15,9,3,0,23,10,7,40,182,42,38,8,265,430,27,720,96,60,28,0,184,123,23,328,9538,8223,4207,235,22200,8773,1196,32171
10501,2084,1904,1099,111,5198,2234,204,7641,20,6,9,0,34,57,3,92,3,0,0,0,8,3,0,8,29,6,9,0,42,60,3,98,43,13,28,9,88,268,11,371,5,0,3,0,12,17,0,27,0,0,0,0,0,11,0,11,3,0,0,0,3,0,0,3,50,14,31,9,100,299,13,408,19,0,0,0,20,54,3,76,0,0,4,0,6,4,0,13,31,18,8,0,62,86,9,156,20,6,3,0,27,21,3,50,69,29,10,0,111,163,13,286,37,24,20,4,80,57,4,142,2266,1978,1167,127,5537,2809,242,8581
10502,2018,1639,1100,82,4837,2503,191,7530,21,14,17,3,55,112,0,170,3,0,8,0,10,0,0,16,25,17,21,3,63,118,4,185,20,11,7,0,33,157,6,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,7,0,32,157,6,197,3,0,3,0,10,10,0,16,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,0,4,4,0,10,10,0,8,0,13,22,0,37,11,4,5,0,23,16,0,42,2078,1678,1130,84,4973,2818,202,7995
10503,6310,6434,2968,270,15983,5029,541,21553,189,92,122,15,421,595,55,1071,14,4,3,3,25,34,9,63,200,96,127,18,445,626,62,1135,272,87,80,12,445,879,49,1376,4,0,0,0,9,13,3,17,0,0,0,0,3,15,0,13,0,0,0,0,0,0,0,0,274,87,79,15,454,899,57,1411,19,5,0,0,22,39,3,66,4,4,0,0,13,7,0,17,0,3,0,0,3,3,0,6,87,77,34,6,203,87,12,297,118,90,34,6,242,139,11,393,46,36,12,0,93,69,7,168,6950,6745,3227,310,17223,6767,680,24663
10601,7767,9397,3662,277,21109,5663,634,27400,287,153,279,13,726,873,57,1662,47,24,56,3,128,243,25,403,335,172,331,17,860,1119,82,2059,57,37,62,6,169,405,21,596,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,63,37,63,11,173,404,21,601,13,8,0,0,28,39,0,70,8,5,3,0,19,13,3,29,14,4,3,0,20,14,0,31,6,3,7,0,14,19,0,38,41,22,15,0,84,82,4,171,44,51,20,0,113,69,4,189,8253,9682,4099,306,22338,7334,745,30417
10602,6347,8921,3020,238,18520,3732,519,22775,437,164,267,26,885,927,59,1872,76,43,74,5,194,310,23,524,517,200,334,30,1079,1236,82,2399,55,20,58,9,149,402,21,567,0,0,0,0,0,0,0,0,6,0,0,0,12,22,3,32,0,0,0,0,0,0,0,3,65,20,64,9,157,426,18,602,0,3,7,0,14,31,0,40,0,0,0,0,0,3,0,3,3,3,3,0,6,3,0,11,19,8,9,0,30,13,3,54,19,18,17,0,56,53,3,109,81,18,19,5,118,255,3,379,7020,9179,3449,275,19926,5702,627,26258
10603,7079,6676,2349,172,16275,4197,463,20932,470,140,283,15,912,1031,52,1994,519,286,265,10,1079,472,71,1619,989,433,545,23,1992,1496,120,3610,94,19,43,0,157,279,16,456,63,13,20,0,96,101,6,204,107,16,26,3,153,157,16,328,0,4,5,0,10,13,0,16,263,60,93,7,421,548,36,1002,82,3,8,3,102,143,14,254,82,11,17,0,106,168,9,284,11,6,0,0,15,3,0,23,15,12,7,0,38,18,3,60,182,31,33,8,256,335,23,616,35,18,13,0,66,58,7,132,8543,7209,3037,211,19001,6637,647,26292
10604,2835,3102,1174,75,7181,2309,268,9758,80,50,56,0,185,313,20,513,12,12,17,0,41,99,8,154,94,59,78,0,227,410,31,666,37,21,18,0,83,200,12,293,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,20,19,0,82,205,12,300,4,0,0,0,3,28,0,37,10,0,0,0,10,31,0,45,0,3,0,0,5,4,0,9,7,0,0,0,9,4,0,14,27,4,0,0,34,64,3,100,27,33,6,0,72,28,3,95,3026,3218,1274,80,7596,3012,320,10929
10701,6013,8566,3298,254,18132,4247,439,22823,327,99,161,21,610,801,30,1445,151,112,166,6,436,262,26,723,480,210,326,23,1045,1068,53,2164,158,101,150,20,429,781,49,1259,23,23,33,7,83,188,3,275,3,0,3,0,7,36,0,39,0,7,4,0,11,15,3,26,189,135,187,22,532,1019,57,1604,4,0,0,0,4,7,8,20,0,5,5,0,13,8,0,23,0,0,0,0,0,3,0,0,12,24,16,0,50,12,0,61,20,28,21,3,69,35,10,114,20,13,12,0,45,32,5,83,6711,8953,3850,305,19818,6398,570,26788
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10703,7273,10150,3186,201,20807,3753,414,24973,493,199,307,22,1018,823,49,1888,615,412,360,19,1407,792,95,2297,1107,614,669,42,2431,1613,147,4193,243,105,193,21,557,690,43,1295,35,10,4,0,46,44,0,90,61,3,3,0,73,120,3,192,0,0,0,0,0,3,0,4,339,113,195,18,674,853,50,1583,13,9,4,0,21,49,0,79,70,8,16,3,95,156,3,260,0,0,0,0,0,0,0,0,18,11,11,0,42,21,11,67,106,22,31,3,162,231,11,407,54,25,8,0,88,69,27,173,8884,10914,4094,268,24163,6518,647,31327
10704,7565,12043,3048,292,22947,4649,960,28556,504,322,360,31,1212,1200,162,2573,937,846,654,54,2490,1625,296,4414,1440,1167,1018,87,3704,2822,457,6985,829,510,471,62,1869,1993,419,4276,566,270,219,41,1091,1233,386,2704,1255,420,260,71,2004,1366,477,3850,3,3,3,0,10,11,3,22,2654,1196,944,171,4969,4600,1279,10849,27,16,17,8,66,123,6,196,0,0,6,0,9,15,0,19,0,0,0,0,0,0,0,4,34,39,29,3,104,65,18,181,64,50,50,6,174,201,22,395,100,47,22,3,168,200,15,384,11815,14503,5086,558,31964,12470,2737,47170
10801,3582,2148,1037,78,6849,2280,255,9381,490,75,143,11,714,766,45,1526,68,23,40,3,135,88,6,231,555,96,177,11,843,860,54,1756,88,35,94,3,221,386,26,634,57,19,41,3,113,177,18,307,125,25,52,4,203,181,18,405,0,0,0,0,0,0,0,0,273,71,183,14,539,744,64,1344,14,3,0,0,21,44,0,68,64,8,12,0,88,115,6,212,3,0,0,0,3,3,3,11,7,7,10,0,27,19,5,53,92,21,26,0,142,187,15,343,29,11,13,0,51,42,0,98,4529,2351,1437,108,8428,4103,387,12919
10802,5208,3631,2324,175,11345,4227,500,16075,102,28,55,9,199,395,24,608,15,16,16,0,48,53,3,107,122,42,74,6,243,450,29,718,111,41,105,6,266,483,23,776,18,10,9,0,41,39,3,83,8,0,0,0,8,27,0,34,0,0,0,0,0,7,0,10,145,52,117,6,317,554,28,898,46,7,6,0,57,98,0,154,74,5,7,8,91,146,8,242,3,7,0,0,9,12,3,22,12,11,6,3,34,30,3,67,140,23,24,10,195,277,17,490,46,32,17,0,99,66,4,173,5661,3777,2549,195,12191,5574,579,18344
10803,44,31,4,0,90,43,7,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,31,4,0,90,43,7,132
10804,8246,6642,2524,157,17577,4491,587,22650,831,183,343,24,1379,1551,116,3047,286,108,171,12,570,372,36,982,1115,291,513,33,1953,1921,154,4026,320,70,183,10,583,1118,73,1781,99,23,71,9,199,296,39,532,308,53,70,3,437,465,71,973,0,0,0,0,0,0,0,4,733,147,323,22,1227,1883,187,3293,81,11,7,10,106,208,4,321,87,5,9,3,102,192,10,308,0,0,0,0,3,13,0,16,11,9,10,0,32,23,3,60,183,19,29,11,249,440,22,706,46,28,16,0,96,80,11,189,10329,7140,3412,220,21096,8819,950,30864
10805,6343,4479,2307,171,13301,4281,491,18079,304,56,122,9,492,791,32,1311,70,24,35,0,124,76,10,215,375,78,149,10,620,868,41,1526,112,41,84,15,254,593,40,892,9,0,0,0,13,30,0,45,0,0,0,0,0,5,0,10,0,0,0,0,0,3,0,7,127,44,88,11,270,638,40,944,25,6,6,0,39,55,0,92,61,8,12,0,79,109,6,194,6,0,0,0,10,15,0,25,15,13,9,0,32,23,7,67,109,23,28,0,161,200,13,371,48,31,16,0,94,52,7,152,7006,4661,2593,197,14445,6039,591,21079
10901,5699,5935,2216,141,13990,4506,636,19140,439,240,273,23,981,1813,162,2956,69,26,37,3,132,245,34,416,509,270,307,27,1116,2058,196,3374,32,21,21,8,79,230,23,333,11,11,0,0,18,38,0,52,7,0,0,0,4,16,0,29,0,0,0,0,0,0,0,3,43,32,22,8,109,283,26,416,9,6,3,0,15,19,0,35,10,3,3,0,17,25,0,42,0,0,0,0,0,0,0,4,11,6,9,0,26,15,4,42,27,16,9,0,58,57,6,121,24,17,7,0,46,42,3,95,6308,6266,2557,185,15316,6951,869,23140
10902,1315,1190,421,36,2963,1028,72,4057,9,5,10,0,22,53,3,76,3,0,0,0,5,0,0,5,12,5,8,0,26,53,3,79,40,7,20,0,69,126,9,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,7,20,0,69,126,9,208,19,4,3,0,23,34,3,59,11,0,0,0,14,8,3,23,3,0,0,0,5,3,0,7,9,6,0,0,12,6,4,27,37,14,3,0,49,52,5,108,14,6,3,0,28,19,0,43,1410,1224,457,38,3133,1274,94,4502
10903,4996,3703,1329,111,10135,3883,300,14322,128,16,26,6,171,332,16,519,8,3,4,0,10,5,0,18,133,16,27,6,182,340,16,530,147,46,64,5,264,583,40,887,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,147,46,64,5,264,587,40,892,19,4,0,0,28,51,3,78,59,8,7,0,71,93,8,179,3,0,0,0,4,6,0,7,35,22,0,0,60,29,4,96,113,35,8,0,158,178,15,358,27,18,8,0,58,36,3,101,5412,3828,1438,119,10794,5026,374,16202
11001,3489,3290,1322,117,8217,2851,419,11492,128,95,70,8,302,415,63,789,18,8,12,6,45,85,12,141,148,104,85,12,347,506,76,930,74,37,32,9,151,350,39,544,8,3,0,0,16,29,3,46,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,87,41,32,9,171,384,45,589,8,0,0,0,10,9,0,21,7,4,0,0,7,19,0,30,3,3,0,0,6,3,0,11,12,0,0,0,14,7,0,24,28,9,4,0,42,37,0,78,32,29,9,0,68,44,0,117,3780,3467,1453,146,8845,3821,546,13211
11002,4433,3180,1568,133,9309,3761,362,13436,43,20,17,3,82,165,3,256,4,4,5,0,8,12,0,27,47,23,19,3,91,180,3,278,57,26,47,3,131,402,10,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,26,47,3,131,400,10,543,29,3,3,0,35,43,0,81,7,3,4,0,16,33,0,50,6,3,3,0,12,9,0,23,9,10,3,0,30,10,3,42,53,25,11,0,92,92,9,187,57,45,16,0,117,72,8,191,4638,3298,1659,143,9745,4507,388,14635
