SA2_MAINCODE_2016,C11_2500_2999_R650m,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R0_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650mo,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000m_R0_74,C11_4000m_R75_99,C11_4000m_R100_149,C11_4000m_R150_199,C11_4000m_R200_224,C11_4000m_R225_274,C11_4000m_R275_349,C11_4000m_R350_449,C11_4000m_R450_549,C11_4000m_R550_649,C11_4000m_R650m,C11_4000m_R_NS,C11_4000m_R_Tot,C11_PI_S_R0_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650m,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R0_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650m,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R0_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650m,C11_Tot_R_NS,C11_Tot_R_Tot,C16_N_inc_R0_74,C16_N_inc_R75_99,C16_Ne_Ni_inc_R100_149,C16_Ne_Ni_inc_R150_199,C16_Ne_Ni_inc_R200_224,C16_Ne_Ni_inc_R225_274,C16_Ne_Ni_inc_R275_349,C16_Ne_Ni_inc_R350_449,C16_Ne_Ni_inc_R450_549,C16_Ne_Ni_inc_R550_649,C16_Ne_Ni_inc_R650m,C16_Ne_Nil_inc_R_NS,C16_N_inc_R_Tot,C16_1_149_R0_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_149,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650m,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R0_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R150_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650m,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R0_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650m,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R0_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650m,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R0_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650m,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R0_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650m,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R0_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650m,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R0_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650m,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R0_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650m,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R0_74,C16_1500_1999_R75_99
107041148,7,5,100,0,0,0,0,0,6,4,13,16,4,5,0,50,0,0,0,0,0,0,0,0,6,0,8,0,21,0,0,0,0,0,3,13,20,16,0,3,0,54,0,0,0,0,0,0,0,0,0,0,0,13,21,47,17,26,32,28,73,133,220,130,46,35,29,820,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,0,3,3,0,0,0,0,15,0,3,6,0,0,3,0,7,0,0,0,3,27,0,0,10,0,0,4,0,6,0,0,0,0,25,0,0,3,0,3,3,6,6,5,0,3,0,31,0,0,0,0,3,3,4,13,8,0,0,0,34,0,0,0,0,0,3,5,9,7,0,3,0,33,4,0,0,0,0,3,14,12,12,8,0,0,51,0,0,0,4,3,0,9,11,17,9,4,3,56,7,0
107041150,0,0,68,3,0,0,0,0,7,0,10,15,3,0,0,38,0,0,0,0,0,0,0,5,5,0,6,0,16,4,3,6,8,5,5,28,29,8,3,0,3,105,3,15,4,3,3,3,0,0,3,0,0,19,48,106,238,151,173,107,153,340,283,100,23,22,79,1769,0,0,7,3,0,0,0,0,3,0,0,3,24,4,0,3,0,4,0,0,0,0,0,0,6,21,11,10,26,3,0,4,4,4,7,0,0,0,73,7,5,80,6,10,3,7,7,0,0,0,0,116,10,10,64,15,5,19,17,9,3,5,0,6,168,4,0,17,15,16,6,16,16,5,0,0,3,104,7,3,13,30,18,31,27,31,8,0,3,3,167,0,0,9,4,18,18,21,23,14,0,0,0,118,0,0,5,4,4,12,30,42,22,0,4,3,137,0,0,0,5,3,10,22,40,28,8,0,5,118,5,0
107041548,13,6,190,0,0,0,3,0,3,27,17,24,13,9,0,101,0,0,0,3,0,0,3,5,13,11,5,0,40,5,3,9,3,6,27,47,37,40,19,6,5,211,3,13,6,4,4,7,16,17,6,0,4,23,116,137,225,133,278,236,441,839,522,293,133,61,86,3382,0,0,11,0,3,9,15,22,20,15,9,5,116,0,0,6,3,0,0,3,8,5,0,0,0,34,21,8,29,10,3,9,20,24,6,3,3,4,141,4,5,77,13,4,10,11,15,5,3,4,10,167,6,3,66,22,17,32,49,37,12,5,3,13,252,10,0,15,7,9,33,42,34,14,7,0,4,177,4,0,7,14,12,38,46,34,11,3,3,3,184,5,0,3,12,3,24,87,82,21,5,0,6,250,4,0,6,11,10,25,89,91,43,20,3,4,311,3,0,0,7,0,19,88,102,30,7,3,3,269,0,0
107041549,4,0,85,0,0,0,0,0,7,9,13,10,5,0,0,43,0,0,0,0,0,3,3,10,8,0,0,0,23,5,3,3,11,4,14,34,36,19,0,0,10,148,14,10,6,10,6,6,6,3,0,0,0,21,86,170,217,192,295,237,390,483,406,124,34,31,87,2666,4,3,14,10,3,0,16,20,23,8,3,8,112,3,5,3,4,0,3,5,8,4,3,0,3,38,33,10,36,13,4,9,28,18,9,0,0,4,168,14,3,85,25,9,14,12,7,3,3,0,5,181,12,3,61,28,26,25,36,19,11,3,3,6,240,3,3,20,26,12,28,48,26,8,4,7,4,190,3,4,9,18,22,21,66,27,21,3,3,3,204,3,0,9,20,13,32,74,44,24,8,4,3,237,3,3,4,4,16,27,90,65,36,10,4,4,263,0,0,3,7,5,15,52,79,40,9,0,3,222,3,0
108011151,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,11,5,0,0,0,0,0,0,31,0,0,0,0,3,0,0,0,0,0,0,3,9,53,9,45,94,67,40,23,7,0,0,7,28,366,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,0,0,0,0,0,14,8,0,6,10,7,9,0,0,0,0,0,0,41,3,0,3,3,6,8,4,0,0,0,0,0,33,3,0,3,8,3,9,10,0,0,0,0,0,36,3,0,0,3,0,3,12,0,0,0,0,0,23,12,0,0,0,7,4,8,0,0,0,0,3,40,0,0,3,4,3,3,4,0,0,0,0,4,24,0,0
108011152,3,0,40,0,0,0,0,0,3,3,5,4,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,15,9,13,36,16,4,0,0,7,99,3,7,9,7,3,4,9,3,0,0,0,3,50,73,40,157,341,140,302,382,164,22,10,8,42,1671,0,0,3,0,0,3,5,0,0,0,0,0,22,3,0,0,3,0,0,5,4,0,0,0,0,17,3,4,12,13,7,12,7,6,0,0,0,3,70,3,0,20,32,9,10,11,8,0,0,0,4,93,6,0,29,58,25,36,28,10,0,0,0,8,211,3,0,3,19,21,36,40,17,5,0,0,0,145,11,3,6,23,23,43,53,44,6,0,0,3,209,4,0,0,20,20,33,48,48,5,0,3,3,193,4,0,5,14,11,24,61,47,7,0,0,0,169,3,0,3,5,3,17,37,55,11,0,0,4,137,6,0
108011153,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,11,0,0,0,0,3,34,0,0,3,3,0,3,0,0,0,0,0,3,8,46,5,39,86,55,91,75,21,8,0,5,19,443,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,15,3,0,3,3,0,3,0,0,0,0,0,0,20,12,0,3,3,3,7,7,0,0,0,0,0,35,3,0,0,6,0,15,12,6,0,0,0,0,46,3,0,0,5,3,11,14,6,0,0,0,6,51,4,0,0,0,7,11,13,9,0,0,0,0,47,3,0,0,0,3,9,14,14,0,0,0,0,42,3,0,0,0,3,4,5,5,0,0,0,0,27,3,0
108011154,0,0,7,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,7,13,0,0,0,0,3,33,4,0,0,10,0,0,3,0,0,0,0,11,33,43,52,81,224,102,142,135,26,3,3,12,33,853,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,3,0,0,0,0,0,11,3,4,4,7,0,8,3,0,0,0,0,3,30,0,0,19,6,10,13,11,3,0,0,0,5,67,6,0,21,30,18,23,13,3,0,0,0,0,129,0,0,7,21,11,23,11,4,0,0,0,0,86,0,3,3,17,20,32,22,18,4,0,0,3,111,3,0,0,7,20,19,24,17,0,0,0,5,86,0,0,0,3,10,14,20,14,3,0,0,3,66,3,0,0,7,3,7,14,16,4,3,0,0,54,3,0
108021155,0,3,18,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,30,24,12,13,0,0,0,0,6,115,3,4,6,11,11,5,3,0,0,0,0,8,57,102,95,253,474,284,261,82,19,3,3,8,55,1646,0,0,0,3,3,3,0,0,0,0,0,0,15,0,0,0,8,3,3,3,0,0,0,0,0,25,6,5,6,17,5,18,8,3,0,0,0,3,81,8,8,32,42,18,18,9,3,0,0,0,0,134,4,0,36,52,32,31,18,9,0,0,0,4,182,4,0,11,29,24,48,31,10,0,0,0,3,166,11,0,18,24,34,46,40,8,0,0,0,5,187,9,3,9,16,22,39,41,8,0,0,0,0,142,4,0,4,23,12,53,45,9,0,0,0,4,147,4,0,0,7,6,27,32,14,0,0,3,0,98,4,0
108021156,0,3,21,0,0,0,0,0,0,0,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,10,6,7,0,0,0,0,3,35,3,0,5,9,6,3,0,0,0,0,0,3,25,105,11,112,141,96,121,64,27,8,3,5,34,736,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,4,4,5,4,0,0,0,0,0,0,30,7,0,3,17,6,4,7,0,0,0,0,0,46,5,0,15,19,10,10,5,0,0,0,0,3,74,5,0,4,12,7,20,13,0,0,0,0,6,69,9,0,0,11,7,17,23,3,0,0,0,3,73,4,0,8,9,4,19,15,5,0,0,0,3,76,3,0,3,4,8,4,20,0,0,0,0,4,56,0,0,0,7,9,11,18,6,0,0,0,0,52,6,0
108021157,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,3,0,0,0,0,25,0,0,5,0,0,0,0,0,0,0,0,4,15,28,24,74,81,77,95,57,18,0,0,0,15,479,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,4,0,8,0,0,0,0,0,21,0,0,17,8,8,13,13,0,0,0,3,3,70,0,0,7,10,3,6,9,6,0,0,0,0,49,6,0,4,8,8,3,15,9,0,0,0,3,52,0,0,0,0,4,4,13,9,0,0,0,0,47,5,0,6,0,3,13,16,5,0,0,0,0,43,3,0,0,5,0,9,9,10,0,0,0,0,36,3,0
108021158,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,5,13,7,3,0,0,0,7,54,0,3,9,9,0,11,0,0,0,0,0,13,42,56,94,168,215,114,181,158,34,6,4,7,36,1069,0,0,3,0,0,3,3,0,0,0,0,0,10,0,0,0,3,0,3,3,0,0,0,0,0,13,3,0,14,14,10,10,3,0,0,0,0,0,53,0,0,38,26,14,11,11,0,0,0,0,3,105,3,4,45,42,23,19,18,4,3,0,0,3,154,4,0,6,21,8,19,16,12,0,0,0,3,91,4,4,14,26,22,28,33,9,0,0,3,0,144,6,0,3,8,15,19,29,5,0,0,5,0,93,0,0,4,7,9,13,31,14,0,0,0,6,88,0,0,3,0,0,10,23,15,3,0,3,4,70,0,0
108021159,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,6,5,6,9,0,0,0,0,0,39,0,0,0,5,3,0,0,0,0,0,0,3,7,84,17,88,87,81,67,59,17,4,0,0,14,520,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,3,0,0,6,0,0,0,0,0,28,6,0,7,7,4,6,0,0,0,0,0,0,31,10,3,14,14,3,11,6,4,0,0,0,0,63,0,0,3,3,8,4,13,8,0,0,0,0,46,6,0,7,10,3,9,8,5,0,0,0,3,60,5,0,3,8,7,5,17,6,0,0,0,0,53,0,0,4,6,6,16,11,3,0,0,0,3,46,7,0,4,3,3,7,9,8,0,0,0,3,42,7,0
108021160,3,0,25,0,0,0,0,0,3,7,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,9,16,3,0,0,0,0,39,0,0,3,3,3,11,0,3,0,0,0,5,22,28,6,42,139,94,175,118,38,24,0,8,23,694,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,3,4,0,0,0,0,16,0,0,3,3,3,3,3,3,0,0,0,3,23,3,3,6,15,7,15,7,8,3,0,0,0,64,0,0,4,13,11,21,24,4,3,0,0,0,76,6,0,0,10,10,18,18,5,0,0,3,0,69,3,0,0,3,4,17,29,5,3,3,0,3,67,0,0,0,6,6,21,15,16,3,0,0,0,68,0,0,0,0,3,9,16,7,3,0,0,0,37,0,0
108031161,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,9,5,6,4,3,3,0,0,0,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,6,0,0
108041162,0,0,24,0,0,0,0,0,0,6,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,16,26,21,3,0,0,3,85,0,3,4,7,7,0,3,0,0,0,0,4,38,62,54,76,204,137,265,342,167,19,3,14,44,1389,3,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,3,3,0,0,0,3,11,5,0,0,7,0,4,8,0,0,0,0,5,32,5,0,9,16,12,15,14,8,0,0,0,3,91,7,4,28,30,19,29,34,14,0,0,0,0,156,3,5,4,28,8,34,31,29,3,0,0,3,141,6,0,4,9,11,24,44,34,4,0,0,4,152,3,0,5,13,8,37,41,39,3,0,0,0,152,8,0,0,11,4,17,50,38,8,0,0,0,134,0,0,3,6,3,4,37,48,12,3,0,0,118,4,0
108041163,8,8,140,0,0,0,0,0,0,11,24,11,3,3,3,53,3,0,0,0,0,0,0,0,7,4,0,0,17,0,0,3,23,11,29,56,48,9,3,0,13,198,5,0,6,7,8,8,4,5,3,0,0,23,77,101,109,148,427,278,546,761,578,133,19,31,96,3211,5,3,7,3,3,3,5,10,3,3,0,3,49,4,0,0,0,0,3,0,4,3,0,0,0,15,4,7,18,15,9,15,15,4,0,0,0,3,89,9,3,38,26,18,32,20,16,3,0,0,3,171,15,0,44,29,28,48,37,30,3,0,3,8,252,4,4,14,19,19,69,77,57,4,3,0,4,269,12,0,14,18,27,62,88,73,12,3,0,4,319,5,0,8,18,19,55,92,93,19,3,3,9,324,12,0,11,11,15,44,92,129,31,4,0,9,349,6,0,3,5,7,22,72,137,32,3,3,3,294,12,0
108041164,0,3,48,0,0,0,0,0,0,3,7,6,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,9,8,25,23,20,3,0,3,3,98,6,8,4,11,4,5,7,3,0,0,0,18,74,111,176,191,254,196,317,423,255,44,8,15,92,2089,3,0,6,0,0,3,0,3,0,0,0,4,22,0,0,6,0,0,0,0,0,0,0,0,3,16,7,10,23,3,8,9,8,9,0,0,0,6,72,8,0,56,31,7,8,13,5,0,0,0,0,131,10,9,74,25,18,35,43,26,7,0,0,6,249,4,6,21,12,14,38,55,31,10,0,0,10,188,8,0,12,28,19,31,61,55,9,0,0,8,231,3,0,15,8,17,40,52,68,6,0,0,3,216,3,0,7,8,10,14,58,72,15,0,5,3,196,0,0,3,4,3,22,70,72,18,3,0,5,204,4,0
108041165,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,5,75,7,34,54,32,34,36,24,6,3,4,14,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,0,3,5,3,5,5,3,0,0,0,0,26,3,0,6,5,3,3,3,4,0,0,0,0,35,5,0,0,3,3,4,3,3,3,0,0,0,26,9,0,3,3,0,3,10,0,0,0,0,0,29,10,0,0,3,5,0,3,3,0,0,0,0,29,7,0,0,0,3,4,7,10,0,0,0,0,27,9,0,0,0,0,0,8,4,3,0,0,0,29,3,0
108041166,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,4,7,5,8,4,0,0,0,0,41,0,0,0,4,0,3,0,0,0,0,0,9,19,44,42,103,112,97,174,203,87,10,5,5,34,910,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,4,6,4,0,0,0,0,28,3,0,8,10,4,6,6,6,0,0,0,0,51,0,3,19,13,15,17,17,9,0,0,0,5,88,3,0,4,8,5,19,24,15,3,0,0,0,85,4,0,5,19,12,15,30,21,0,0,0,0,110,4,0,4,8,12,14,38,31,0,0,0,0,114,3,0,0,4,9,13,43,25,10,0,0,3,97,4,0,3,0,4,3,23,19,3,0,0,3,62,4,0
108051167,0,0,21,3,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,7,10,4,0,0,0,0,3,34,0,3,7,0,0,0,0,0,0,0,0,0,16,76,18,100,104,66,60,44,9,0,0,3,23,504,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,3,0,0,0,0,0,0,11,0,0,8,5,3,6,8,0,0,0,0,0,31,8,0,28,21,7,6,6,3,0,0,0,0,73,0,0,8,15,3,15,6,0,0,0,0,0,44,5,0,3,7,6,10,14,3,0,0,0,0,53,3,0,4,5,10,10,14,0,0,0,0,4,55,5,0,3,9,4,13,15,0,0,0,0,3,49,5,0,0,3,7,3,16,0,0,0,0,0,37,8,0
108051168,0,3,23,0,0,0,0,0,6,3,3,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,4,5,12,20,10,0,0,0,0,62,0,0,3,0,0,3,0,0,0,0,0,3,12,45,13,45,146,113,241,215,71,0,5,8,24,931,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,7,4,3,6,3,0,0,0,3,32,0,0,4,9,8,8,7,3,0,0,0,4,39,5,0,3,13,4,24,18,7,3,0,0,0,76,3,0,4,25,10,19,26,13,6,0,0,0,99,9,0,3,4,0,26,36,12,3,0,0,3,98,3,0,3,5,4,16,37,17,0,0,0,0,86,0,0,0,3,3,19,36,20,3,0,0,3,88,0,0,3,3,4,9,24,18,0,0,0,0,60,8,0
108051169,0,0,25,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,3,0,0,0,0,7,9,0,9,32,22,43,17,4,0,0,0,7,148,5,8,19,26,12,13,3,0,0,0,0,16,109,137,179,383,688,313,503,254,48,7,0,20,94,2621,3,5,3,4,5,8,3,4,0,0,0,4,42,0,0,6,3,0,11,8,0,0,0,0,4,37,9,8,29,45,18,15,20,3,0,0,0,4,167,5,5,63,75,26,28,10,7,0,0,0,9,232,6,11,72,112,43,72,43,0,0,0,0,16,372,3,3,16,48,34,74,68,16,0,0,0,5,266,4,0,17,47,41,102,89,20,3,0,0,8,340,8,4,10,39,40,70,88,21,0,0,0,7,282,3,0,11,30,40,64,100,15,0,0,0,7,270,3,0,8,15,16,30,69,28,3,0,0,0,182,10,0
108051170,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,9,6,4,12,0,0,0,0,3,51,3,0,3,3,3,3,0,0,0,0,0,7,26,117,16,108,170,112,165,108,18,0,3,13,37,861,0,0,0,0,0,3,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,5,4,3,5,6,0,0,0,0,0,31,5,5,5,11,7,8,4,0,0,0,0,6,48,16,0,14,18,12,18,19,8,0,0,0,3,110,13,3,11,15,12,14,18,13,0,0,0,0,92,10,3,3,12,16,21,30,13,0,0,0,3,113,4,0,3,11,14,10,25,12,0,0,0,0,84,6,0,7,10,9,11,25,9,0,0,0,4,81,10,0,0,5,3,8,13,11,0,0,0,0,55,10,0
108051171,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,16,3,0,0,0,0,0,31,3,0,0,8,0,8,0,0,0,0,0,5,20,30,19,81,102,71,136,30,9,0,0,0,10,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,3,0,10,0,0,0,0,0,0,23,0,0,10,9,4,3,4,0,0,0,0,0,35,0,0,6,14,13,9,7,0,0,0,0,0,51,3,0,4,14,3,13,12,3,0,0,0,3,56,0,0,3,20,4,13,17,0,0,0,0,0,55,0,0,3,5,3,9,22,3,0,0,0,0,50,0,0,0,7,8,13,17,7,0,0,0,0,52,3,0,0,0,0,7,15,3,0,0,0,0,39,0,0
109011172,0,3,60,0,0,0,0,0,0,10,12,4,0,0,3,36,0,0,0,0,0,0,0,4,0,0,0,0,12,3,3,8,8,9,21,13,15,0,0,0,0,85,0,3,8,4,0,0,4,0,0,0,0,7,22,41,41,160,196,147,243,235,144,20,11,6,34,1281,0,0,0,0,5,0,3,0,0,0,0,0,10,0,0,0,3,0,0,3,0,0,0,0,0,8,0,3,7,14,5,4,4,0,0,0,0,0,35,3,0,9,23,3,10,4,0,0,0,0,6,58,3,3,19,28,12,21,10,11,0,0,0,0,103,4,0,3,17,10,16,15,18,0,0,0,0,90,0,0,6,18,14,39,34,16,3,0,0,3,135,0,0,8,18,13,37,46,25,0,0,3,0,158,4,0,7,18,16,44,39,30,0,0,0,0,157,3,0,3,13,10,27,36,36,6,0,0,3,147,0,0
109011173,0,0,17,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,10,4,16,17,6,3,0,0,3,75,3,4,5,3,0,3,3,0,0,0,0,5,33,49,74,213,205,136,211,163,43,3,3,4,32,1143,0,0,3,6,4,3,0,0,0,0,0,0,22,3,0,4,5,0,3,0,0,0,0,0,0,22,11,5,20,7,6,5,3,0,0,0,0,0,55,0,3,29,13,5,6,10,0,0,0,0,5,71,0,3,40,43,10,31,16,0,0,0,0,3,150,0,0,14,25,14,28,9,3,0,0,0,4,99,3,5,6,35,29,28,24,0,0,0,0,3,134,0,0,5,20,12,41,17,16,0,0,0,6,120,3,0,8,20,16,25,35,13,0,0,0,8,130,3,0,0,11,3,32,42,10,0,0,0,0,112,7,0
109011174,0,0,55,5,0,0,5,0,0,10,3,4,0,0,0,30,0,0,0,0,0,0,3,3,0,4,0,0,8,0,3,6,9,10,18,14,20,6,0,3,3,88,0,5,8,3,7,3,3,0,0,0,0,9,42,79,131,321,281,180,252,211,84,21,11,18,57,1636,4,0,11,3,0,0,0,3,0,0,0,3,21,0,0,4,3,0,0,0,0,0,0,0,3,14,12,3,32,15,3,7,4,3,0,0,0,5,76,4,6,57,31,12,11,7,0,0,0,0,0,124,5,6,51,48,9,16,10,4,0,0,0,0,148,3,5,22,44,20,27,14,0,0,0,0,4,142,0,0,17,35,27,39,27,10,0,0,0,5,154,0,5,17,33,13,30,16,4,3,0,0,0,136,5,0,10,22,17,42,27,8,0,0,0,5,141,4,0,8,12,20,43,31,14,0,0,0,0,133,3,0
