SA2_MAINCODE_2016,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPFH_2,C11_SDRTHT_0b_NPFH_3,C11_SDRTHT_0b_NPFH_4,C11_SDRTHT_0b_NPFH_5,C11_SDRTHT_0b_NPFH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPFH_2,C11_FUA_0b_NPFH_3,C11_FUA_0b_NPFH_4,C11_FUA_0b_NPFH_5,C11_FUA_0b_NPFH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPFH_2,C11_FUA_1b_NPFH_3,C11_FUA_1b_NPFH_4,C11_FUA_1b_NPFH_5,C11_FUA_1b_NPFH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPFH_2,C11_FUA_2b_NPFH_3,C11_FUA_2b_NPFH_4,C11_FUA_2b_NPFH_5,C11_FUA_2b_NPFH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPFH_2,C11_FUA_3b_NPFH_3,C11_FUA_3b_NPFH_4,C11_FUA_3b_NPFH_5,C11_FUA_3b_NPFH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPFH_2,C11_FUA_4mb_NPFH_3,C11_FUA_4mb_NPFH_4,C11_FUA_4mb_NPFH_5,C11_FUA_4mb_NPFH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPFH_2,C11_FUA_NB_NS_NPFH_3,C11_FUA_NB_NS_NPFH_4,C11_FUA_NB_NS_NPFH_5,C11_FUA_NB_NS_NPFH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPFH_2,C11_FUA_Tot_NPFH_3,C11_FUA_Tot_NPFH_4,C11_FUA_Tot_NPFH_5,C11_FUA_Tot_NPFH_6_mor,C11_FUA_T_T,C11_OD_0b_NPFH_2,C11_OD_0b_NPFH_3,C11_OD_0b_NPFH_4,C11_OD_0b_NPFH_5,C11_OD_0b_NPFH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_T_T,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_T,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_T_T,C16_SH_0b_NPFH_2,C16_SH_0b_NPFH_3,C16_SH_0b_NPFH_4,C16_SH_0b_NPFH_5,C16_SH_0b_NPFH_6_mor,C16_SH_0bTotal,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_T,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5
107031138,124,39,5,676,300,151,172,105,31,758,4,0,0,0,0,10,756,299,309,149,38,1547,0,0,0,0,0,0,5,0,0,0,0,5,79,12,3,0,0,90,122,33,19,4,0,186,10,5,9,3,0,29,0,3,0,0,0,3,216,51,29,15,3,309,0,0,0,0,0,0,11,0,0,0,0,12,98,7,3,0,0,113,39,6,9,0,0,53,0,0,0,0,0,4,7,0,0,0,0,7,162,12,8,4,0,188,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,8,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,14,0,0,0,0,0,0,1135,371,351,168,40,2062,0,0,0,0,0,0,0,0,0,0,0,3,61,23,5,0,3,94,358,103,101,34,9,606,325,162,173,110,43,807,14,0,3,0,0,15,757,286,277,141
107031139,142,55,4,721,264,165,209,121,41,796,13,0,0,0,0,14,674,340,357,171,44,1595,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,21,9,3,0,0,32,0,0,0,0,0,3,0,0,0,0,0,0,36,11,3,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,21,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,728,355,364,170,44,1666,0,0,0,0,0,0,3,0,0,0,0,9,34,4,3,0,0,44,318,142,134,35,8,636,290,147,234,130,40,845,4,4,3,0,0,11,648,295,381,170
107031140,143,51,12,742,315,153,241,147,66,921,7,3,0,0,0,11,825,296,399,201,84,1796,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,15,12,4,8,0,0,25,0,3,0,0,0,3,0,0,0,0,0,0,26,9,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,4,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,35,3,4,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,11,3,0,0,0,18,0,0,0,0,0,0,897,311,408,200,81,1897,0,0,0,0,0,0,11,0,3,0,0,16,82,17,11,0,4,106,419,135,131,41,13,738,358,166,240,159,81,1004,17,0,4,0,0,23,882,322,391,197
107031141,215,51,20,921,583,396,718,378,145,2221,13,3,4,3,0,16,1089,608,936,429,168,3235,0,0,0,0,0,0,0,0,0,0,0,3,68,17,3,0,0,86,96,47,32,5,6,181,7,9,13,6,3,37,4,0,0,0,0,5,169,77,48,14,6,309,0,0,0,0,0,0,4,0,0,0,0,5,52,6,0,0,0,61,35,15,14,0,0,66,5,0,4,3,0,13,0,0,0,0,0,0,98,31,20,3,3,153,0,0,0,0,0,0,4,0,0,0,0,4,8,0,3,0,0,14,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,17,0,5,0,3,24,0,0,0,0,0,0,1376,715,1012,444,173,3721,0,0,0,0,0,0,0,0,3,0,0,5,47,10,8,0,0,60,445,208,226,49,15,937,717,508,941,431,189,2778,9,4,3,3,4,30,1211,742,1181,483
107031142,248,57,16,1116,255,229,324,167,94,1072,6,4,0,4,0,15,881,529,580,233,118,2343,0,0,0,0,0,0,0,0,0,0,0,0,74,8,0,0,0,87,63,42,22,4,0,132,3,3,7,3,0,16,3,0,0,0,0,3,145,50,34,12,0,239,0,0,0,0,0,0,3,3,0,0,0,5,35,5,0,0,0,38,10,4,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,6,53,18,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,1084,600,616,241,113,2660,0,0,0,0,0,0,6,3,3,0,0,9,76,11,10,3,0,96,521,237,221,59,25,1057,314,247,275,176,99,1109,18,6,12,7,0,38,924,509,517,239
107031143,587,189,73,3075,425,341,340,223,158,1491,28,10,6,3,9,56,2086,1142,957,417,238,4848,0,0,0,0,0,0,5,0,0,0,0,5,146,36,12,3,0,198,78,40,20,13,0,150,3,3,3,3,3,16,3,0,0,0,0,4,241,82,34,15,6,369,0,0,0,0,0,0,12,0,0,0,0,12,74,25,4,5,0,111,15,7,8,0,0,31,0,0,0,0,3,8,0,0,0,0,0,0,100,34,8,9,5,156,0,0,0,0,0,0,6,0,0,0,0,6,61,10,0,0,0,77,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,0,0,3,80,10,0,0,0,97,0,0,0,0,0,0,2509,1273,999,441,243,5469,0,0,0,0,0,3,16,4,0,0,0,16,120,34,18,5,3,178,1390,731,514,192,69,2892,426,304,350,243,161,1483,45,19,11,3,3,82,1995,1094,891,442
107041144,486,108,37,2075,465,310,504,304,108,1695,13,3,8,3,0,29,1750,883,1047,422,150,4254,0,0,0,0,0,0,10,0,0,0,0,13,147,52,16,4,0,218,159,68,51,17,3,292,0,3,9,3,3,22,6,0,0,0,0,8,318,126,75,23,11,552,0,0,0,0,0,4,38,3,0,0,0,41,170,45,26,7,0,252,37,21,8,4,3,71,0,3,0,3,0,4,3,3,3,0,0,6,250,71,43,10,3,382,0,0,0,0,0,0,3,0,0,0,0,3,13,5,3,0,0,24,8,6,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,7,33,11,5,0,0,47,0,0,0,0,0,0,2349,1092,1164,460,160,5231,0,0,0,0,0,0,12,3,3,0,0,16,250,84,46,6,3,389,857,466,425,105,27,1889,502,345,516,356,137,1857,35,8,12,6,5,64,1662,909,1003,477
107041145,363,111,22,1571,249,205,272,160,96,980,17,6,4,0,0,25,1171,641,669,280,120,2881,0,0,0,0,0,0,5,0,0,0,0,11,192,52,18,3,0,257,208,122,87,38,12,463,16,9,14,11,5,56,5,3,3,0,0,14,430,189,117,47,18,792,0,0,0,0,0,0,15,3,0,0,0,12,184,53,17,0,0,255,16,8,4,6,3,37,0,4,0,0,0,4,3,0,0,0,0,0,218,67,18,10,3,313,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,3,1823,897,803,340,141,4009,0,0,0,0,0,0,6,0,0,0,0,6,160,38,25,3,0,235,651,331,335,95,18,1434,268,193,331,189,81,1059,14,10,6,7,3,41,1101,581,693,291
107041146,498,128,28,2185,606,414,619,348,142,2131,27,7,9,3,3,43,1849,950,1148,482,177,4607,0,0,0,0,0,0,4,0,0,0,0,5,78,12,5,0,0,102,97,53,38,14,4,199,3,0,0,0,0,5,3,0,0,0,0,5,184,72,42,11,7,318,3,0,0,0,0,3,25,0,0,0,0,26,80,29,23,6,3,138,28,4,12,6,6,47,0,0,0,0,0,4,0,0,0,0,0,0,130,42,33,7,7,225,0,0,0,0,0,0,11,0,0,0,0,11,32,8,0,0,0,38,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,46,8,0,3,0,56,0,0,0,0,0,3,2213,1073,1226,510,187,5209,3,0,0,0,0,3,3,0,7,0,0,13,107,33,15,7,0,164,938,448,455,118,41,2002,651,438,700,369,178,2341,22,0,5,5,3,34,1725,917,1185,504
107041147,302,60,13,917,187,169,312,213,71,952,10,0,0,0,0,15,589,432,650,273,90,2029,0,0,0,0,0,0,0,0,0,0,0,0,47,10,3,5,0,61,20,22,10,0,0,51,7,0,0,0,0,7,0,0,0,0,0,0,76,32,12,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,22,14,10,8,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,35,13,5,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,695,480,662,285,90,2213,0,0,3,0,0,3,9,0,0,0,0,10,64,34,21,3,0,117,334,194,283,50,13,880,203,202,358,199,69,1037,4,3,8,3,0,17,612,443,662,263
107041148,270,68,18,1097,259,175,316,201,96,1043,8,5,3,0,0,15,921,498,630,277,117,2441,0,0,0,0,0,0,4,0,0,0,0,4,61,12,6,0,0,86,60,36,23,6,0,127,12,3,8,0,0,22,3,0,0,0,0,3,136,58,42,12,0,241,0,0,0,0,0,0,7,0,0,0,0,7,53,14,6,0,0,75,23,11,14,0,0,46,3,3,0,0,0,8,0,0,0,0,0,0,88,29,19,3,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,581,685,289,121,2816,0,0,0,0,0,3,10,3,0,0,0,13,149,50,35,12,0,247,508,250,270,72,14,1115,306,204,396,213,80,1201,14,6,3,0,0,24,994,516,700,292
107041150,432,108,29,1907,396,357,566,323,142,1784,21,9,3,0,0,29,1507,890,1040,443,171,4056,0,0,0,0,0,0,6,0,0,0,0,6,217,50,17,3,0,289,211,125,62,19,0,422,5,6,11,7,0,32,10,3,0,0,0,11,453,190,93,27,3,766,0,0,0,0,0,0,9,0,0,0,0,8,113,24,11,0,0,146,24,7,3,3,0,43,0,0,0,0,0,0,4,0,0,0,0,4,150,35,17,3,0,199,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,3,0,5,3,0,0,0,0,3,2105,1115,1150,484,175,5030,3,0,0,0,0,7,8,0,0,0,0,14,153,50,37,5,0,245,812,364,467,143,29,1809,456,352,673,360,136,1977,18,8,7,8,3,45,1447,779,1192,515
107041548,50,18,10,234,29,24,37,24,16,135,4,0,0,0,0,6,165,109,101,45,24,445,0,0,0,0,0,0,0,0,0,0,0,0,49,8,9,0,0,61,59,30,8,6,0,102,7,3,3,4,0,13,0,0,0,0,0,3,115,42,17,11,0,182,3,0,0,3,0,9,86,11,0,0,0,95,874,214,74,16,0,1176,435,135,76,12,0,663,14,6,14,3,0,39,15,3,4,0,0,21,1423,369,175,30,4,2002,0,0,0,0,0,0,3,0,0,0,0,3,7,3,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,13,3,3,0,0,15,0,4,0,0,0,3,1715,514,291,91,35,2652,0,0,0,0,0,0,4,0,0,0,0,8,31,20,5,3,0,61,88,39,36,15,4,194,28,31,25,22,25,139,0,0,0,0,0,7,154,92,77,41
107041549,305,89,35,1244,185,143,233,134,63,764,9,9,0,0,0,19,925,518,563,234,106,2347,0,0,0,0,0,3,8,0,0,0,0,14,115,44,16,0,0,183,174,92,73,20,14,360,6,14,4,8,11,42,9,4,0,0,0,10,312,154,92,29,18,610,4,0,0,0,0,0,48,5,0,0,0,57,296,132,56,11,0,496,40,29,8,11,3,90,4,3,0,0,0,13,13,3,0,0,0,12,400,180,72,19,7,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,7,0,0,0,0,0,0,1642,857,734,280,127,3644,3,0,0,0,0,3,7,3,0,0,0,11,164,57,16,4,0,242,479,259,252,87,36,1113,217,152,236,145,86,837,14,6,6,4,3,34,877,479,510,241
108011151,124,41,12,653,162,71,91,60,37,415,3,6,0,0,0,9,625,249,232,105,51,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,11,0,0,0,0,0,3,640,253,234,109,51,1282,0,0,0,0,0,0,11,0,3,0,0,12,106,32,18,0,5,166,336,155,100,33,8,627,167,74,85,53,25,401,17,3,0,0,0,27,641,262,206,90
108011152,232,83,23,1588,606,184,208,147,56,1212,18,8,0,0,0,27,1757,488,452,235,75,3013,0,0,0,0,0,0,5,0,0,0,0,3,125,25,3,0,0,154,167,26,21,8,3,219,3,5,0,0,3,13,9,0,0,0,0,9,307,58,27,11,3,404,0,0,0,0,0,0,7,0,0,0,0,12,122,25,8,3,0,155,108,29,11,4,0,149,3,0,3,0,0,7,7,0,0,0,0,10,242,55,22,6,0,328,0,0,0,0,0,0,12,0,0,0,0,12,21,0,0,0,0,23,4,3,3,0,0,8,4,0,0,0,0,3,3,0,0,0,0,3,37,7,3,0,0,48,3,0,0,0,0,3,2347,608,513,250,83,3798,0,0,0,0,0,0,7,0,0,0,0,7,140,28,8,3,0,185,948,285,194,59,27,1511,648,207,223,116,73,1270,34,8,6,3,0,57,1783,523,440,177
108011153,106,44,12,672,265,92,132,63,46,599,13,4,0,0,0,16,773,272,255,107,65,1465,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,10,10,6,3,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,18,5,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,14,0,0,0,0,17,15,0,0,0,0,19,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,3,0,44,0,0,0,0,0,0,844,279,260,110,62,1552,6,0,0,0,0,3,8,0,0,3,0,13,127,34,11,3,0,174,409,127,111,30,13,690,279,118,121,87,45,650,17,4,3,8,0,34,845,279,247,134
108011154,70,30,4,594,147,57,56,26,19,311,9,3,0,0,0,15,638,151,128,58,30,1000,0,0,0,0,0,0,5,0,0,0,0,5,93,20,7,0,0,118,151,28,18,0,0,202,4,3,3,0,0,10,8,0,0,0,0,11,258,57,22,3,0,337,0,0,0,0,0,0,8,0,0,0,0,8,95,20,3,0,4,117,18,11,3,3,0,31,0,0,0,0,0,0,3,0,0,0,0,3,125,27,6,4,4,163,0,0,0,0,0,0,11,0,0,0,0,11,49,3,0,0,0,52,5,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,64,3,0,6,0,73,0,0,0,0,0,3,1086,238,158,69,32,1577,0,0,0,0,0,0,4,0,0,0,0,4,99,6,6,0,0,114,368,90,75,21,4,559,178,57,53,29,14,338,17,3,0,0,0,20,668,159,135,48
108021155,278,120,72,1797,343,200,203,147,132,1026,27,8,0,3,10,40,1489,705,518,295,219,3222,0,0,0,0,0,0,7,0,0,0,0,7,22,9,3,0,0,34,35,20,18,3,3,83,27,6,17,9,8,69,0,0,0,0,0,0,93,31,45,13,11,192,0,0,0,0,0,0,3,0,0,0,0,3,40,8,0,3,0,52,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,47,13,0,4,3,62,3,0,0,0,0,3,8,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,3,20,3,0,0,0,0,3,1636,756,562,317,238,3504,3,0,0,0,0,6,22,3,0,3,0,27,220,68,21,4,6,319,868,395,313,117,65,1753,362,233,220,153,144,1112,29,10,7,3,8,58,1503,706,567,280
108021156,188,56,37,1147,275,138,127,98,80,719,13,3,0,3,4,18,1250,446,355,164,121,2336,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,11,0,3,3,0,21,3,0,0,7,0,14,0,0,0,0,0,0,24,8,4,8,0,51,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0,0,0,27,4,0,0,0,0,7,11,0,0,0,0,11,8,0,0,0,0,13,3,3,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,20,7,4,0,3,39,0,0,0,0,0,0,1308,466,365,178,128,2450,8,0,3,0,0,15,48,4,3,0,0,60,254,56,21,8,3,347,597,230,180,63,31,1102,257,159,119,105,74,707,19,3,9,4,0,39,1186,456,336,187
108021157,99,34,17,606,163,74,68,64,31,396,18,0,0,0,0,19,634,218,175,102,46,1170,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,3,0,0,5,0,0,0,0,0,3,3,0,0,0,0,3,8,0,3,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,0,0,0,0,0,0,665,217,177,102,46,1209,0,0,0,0,0,4,10,0,0,0,0,13,82,18,12,7,0,114,333,105,103,31,9,581,194,68,68,59,29,423,13,10,3,0,0,30,627,202,189,99
108021158,97,41,19,706,169,91,100,55,31,440,16,3,0,0,0,16,815,257,207,92,54,1432,0,0,0,0,0,0,10,0,0,0,0,11,42,6,0,0,0,50,33,7,3,0,0,49,0,0,0,0,0,0,3,0,0,0,0,0,84,13,3,0,0,109,0,0,0,0,0,0,13,0,0,0,0,14,64,6,3,0,0,72,34,8,3,0,0,46,0,3,0,0,0,6,0,0,0,0,0,0,106,23,7,3,0,140,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,25,8,6,0,0,0,16,3,0,0,0,0,0,3,0,0,0,0,3,35,3,4,0,0,42,0,0,0,0,0,0,1043,303,223,102,62,1727,0,0,0,0,0,0,4,0,0,0,0,6,182,28,6,0,3,222,414,161,76,37,14,702,182,89,84,69,32,451,9,0,6,0,0,16,791,275,172,112
108021159,150,66,25,976,254,105,150,101,71,685,10,4,3,0,0,13,1074,339,333,175,107,2022,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,0,4,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,8,3,4,0,0,19,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,4,0,0,9,0,0,0,0,0,0,1099,340,337,178,110,2057,4,0,0,0,0,3,37,10,7,0,0,50,186,37,19,5,0,251,507,192,150,59,33,945,268,114,149,90,70,678,28,8,4,4,0,44,1020,355,334,160
108021160,79,34,9,720,202,68,66,52,21,410,10,0,0,0,0,11,790,209,150,94,32,1277,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,33,13,4,0,0,0,17,0,3,0,0,7,8,0,0,0,0,0,0,41,8,3,0,4,60,0,0,0,0,0,0,0,0,0,0,0,0,17,3,4,0,0,28,17,11,3,3,0,31,3,0,0,0,0,3,0,0,0,0,0,0,38,9,10,0,0,60,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,876,230,160,97,33,1398,4,0,0,0,0,4,3,0,0,0,0,3,87,14,6,3,0,107,457,121,69,29,8,685,245,64,75,50,27,457,9,5,3,0,0,12,795,202,149,84
108031161,10,0,0,43,13,7,7,0,0,26,0,0,0,0,0,0,45,14,22,3,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,17,22,3,0,87,0,0,0,0,0,0,8,0,0,0,0,11,9,3,0,0,0,13,16,10,7,0,0,31,12,9,4,4,0,30,0,0,0,0,0,0,51,20,14,6
