region_id,C06_F_u_a_a_h_FH_One_PFam,C06_F_u_a_a_h_FH_oth_fa,C06_F_u_a_a_h_FH_Tot,C06_F_u_a_a_h_LP_H,C06_F_u_a_a_h_GH,C06_F_u_a_a_h_OH,C06_F_u_a_a_h_Tot,C06_F_u_a_T_FH_CF_no_ch,C06_F_u_a_T_FH_CF_w_ch,C06_F_u_a_T_FH_One_PFam,C06_F_u_a_T_FH_oth_fa,C06_F_u_a_T_FH_Tot,C06_F_u_a_T_LP_H,C06_F_u_a_T_GH,C06_F_u_a_T_OH,C06_F_u_a_T_Tot,C06_OD_C_c_hb_FH_CF_no_ch,C06_OD_C_c_hb_FH_CF_w_ch,C06_OD_C_c_hb_FH_One_PFam,C06_OD_C_c_hb_FH_oth_fa,C06_OD_C_c_hb_FH_Tot,C06_OD_C_c_hb_LP_H,C06_OD_C_c_hb_GH,C06_OD_C_c_hb_OH,C06_OD_C_c_hb_Tot,C06_OD_Ih_t_s_FH_CF_no_ch,C06_OD_Ih_t_s_FH_CF_w_ch,C06_OD_Ih_t_s_FH_One_PFam,C06_OD_Ih_t_s_FH_oth_fa,C06_OD_Ih_t_s_FH_Tot,C06_OD_Ih_t_s_LP_H,C06_OD_Ih_t_s_GH,C06_OD_Ih_t_s_OH,C06_OD_Ih_t_s_Tot,C06_OD_H_f_so_FH_CF_no_ch,C06_OD_H_f_so_FH_CF_w_ch,C06_OD_H_f_so_FH_One_PFam,C06_OD_H_f_so_FH_oth_fa,C06_OD_H_f_so_FH_Tot,C06_OD_H_f_so_LP_H,C06_OD_H_f_so_GH,C06_OD_H_f_so_OH,C06_OD_H_f_so_Tot,C06_OD_T_FH_CF_no_ch,C06_OD_T_FH_CF_w_ch,C06_OD_T_FH_One_PFam,C06_OD_T_FH_oth_fa,C06_OD_T_FH_Tot,C06_OD_Tot_LP_H,C06_OD_Tot_GH,C06_OD_Tot_OH,C06_OD_T_T,C06_DS_ns_FH_CF_no_ch,C06_DS_ns_FH_CF_w_ch,C06_DS_ns_FH_One_PFam,C06_DS_ns_FH_oth_fa,C06_DS_ns_FH_Tot,C06_DS_ns_LP_H,C06_DS_ns_GH,C06_DS_ns_OH,C06_DS_NS_T,C06_T_FH_CF_no_ch,C06_T_FH_CF_w_ch,C06_T_FH_One_PFam,C06_T_FH_oth_fa,C06_T_FH_Tot,C06_Tot_LP_H,C06_Tot_GH,C06_Tot_OH,C06_T_T,C11_S_h_FH_CF_no_ch,C11_S_h_FH_CF_w_ch,C11_S_h_FH_One_PFam,C11_S_h_FH_oth_fa,C11_S_h_FH_Tot,C11_S_h_LP_H,C11_S_h_GH,C11_S_h_OH,C11_S_h_Tot,C11_Sd_r_t_1_FH_CF_no_ch,C11_Sd_r_t_1_FH_CF_w_ch,C11_Sd_r_t_1_FH_One_PFam,C11_Sd_r_t_1_FH_oth_fa,C11_Sd_r_t_1_FH_Tot,C11_Sd_r_t_1_LP_H,C11_Sd_r_t_1_GH,C11_Sd_r_t_1_OH,C11_Sd_r_t_1_Tot,C11_Sd_r_t_2m_FH_CF_no_ch,C11_Sd_r_t_2m_FH_CF_w_ch,C11_Sd_r_t_2m_FH_One_PFam,C11_Sd_r_t_2m_FH_oth_fa,C11_Sd_r_t_2m_FH_Tot,C11_Sd_r_t_2m_LP_H,C11_Sd_r_t_2m_GH,C11_Sd_r_t_2m_OH,C11_Sd_r_t_2m_Tot,C11_Sd_r_t_T_FH_CF_no_ch,C11_Sd_r_t_T_FH_CF_w_ch,C11_Sd_r_t_T_FH_One_PFam,C11_Sd_r_t_T_FH_oth_fa,C11_Sd_r_t_T_FH_Tot,C11_Sd_r_t_T_LP_H,C11_Sd_r_t_T_GH,C11_Sd_r_t_T_OH,C11_Sd_r_t_T_Tot,C11_F_u_a_1_2_FH_CF_no_ch,C11_F_u_a_1_2_FH_CF_w_ch,C11_F_u_a_1_2_FH_One_PFam,C11_F_u_a_1_2_FH_oth_fa,C11_F_u_a_1_2_FH_Tot,C11_F_u_a_1_2_LP_H,C11_F_u_a_1_2_GH,C11_F_u_a_1_2_OH,C11_F_u_a_1_2_Tot,C11_F_u_a_3_FH_CF_no_ch,C11_F_u_a_3_FH_CF_w_ch,C11_F_u_a_3_FH_One_PFam,C11_F_u_a_3_FH_oth_fa,C11_F_u_a_3_FH_Tot,C11_F_u_a_3_LP_H,C11_F_u_a_3_GH,C11_F_u_a_3_OH,C11_F_u_a_3_Tot,C11_F_u_a_4m_FH_CF_no_ch,C11_F_u_a_4m_FH_CF_w_ch,C11_F_u_a_4m_FH_One_PFam,C11_F_u_a_4m_FH_oth_fa,C11_F_u_a_4m_FH_Tot,C11_F_u_a_4m_LP_H,C11_F_u_a_4m_GH,C11_F_u_a_4m_OH,C11_F_u_a_4m_Tot,C11_F_u_a_a_h_FH_CF_no_ch,C11_F_u_a_a_h_FH_CF_w_ch,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa
LGA17620,0,0,0,0,0,0,0,34,15,24,3,76,161,15,16,268,12,3,0,0,15,63,0,13,91,0,0,0,0,0,0,0,3,3,3,4,3,0,10,3,3,0,16,15,7,3,0,25,66,3,16,110,3,0,3,0,6,0,0,0,6,1491,1506,480,39,3516,1348,134,200,5198,1474,1528,480,31,3513,1172,141,193,5019,21,15,15,0,51,51,4,4,110,0,0,0,0,0,0,0,4,4,21,15,15,0,51,51,4,8,114,29,13,11,3,56,112,14,18,200,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,3,13,0,0,0,0,0,10,0,0,10,33,13,11,3,60,128,14,21,223,16,4,0,0,20,66,0,31,117,0,0,0,0,0,0,0,5,5,5,3,3,0,11,8,0,5,24,21,7,3,0,31,74,0,41,146,3,3,0,0,6,3,0,3,12,1552,1566,509,34
LGA17640,0,0,0,0,0,0,0,0,3,3,0,6,5,0,0,11,6,3,0,0,9,13,3,4,29,0,0,0,0,0,0,0,0,0,3,0,3,0,6,7,3,0,16,9,3,3,0,15,20,6,4,45,6,3,0,0,9,4,0,0,13,870,807,216,25,1918,673,42,129,2762,923,763,241,29,1956,722,28,106,2812,8,5,0,0,13,25,0,3,41,0,0,0,0,0,0,0,0,0,8,5,0,0,13,25,0,3,41,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,6,3,0,0,0,3,11,0,0,14,7,0,0,0,7,7,0,5,19,0,0,0,0,0,0,0,3,3,6,6,0,0,12,8,0,0,20,13,6,0,0,19,15,0,8,42,3,0,0,0,3,0,0,0,3,950,774,241,29
LGA17650,0,0,3,0,0,0,3,4,3,7,0,14,42,3,3,62,5,0,0,0,5,15,0,4,24,0,0,0,0,0,3,0,0,3,0,4,0,0,4,4,0,0,8,5,4,0,0,9,22,0,4,35,0,0,0,0,0,0,0,0,0,624,714,219,25,1582,519,56,65,2222,684,700,200,22,1606,455,38,60,2159,0,0,3,0,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,8,7,0,9,3,19,38,4,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,3,19,38,4,3,64,3,3,0,0,6,11,0,12,29,0,0,0,0,0,3,0,0,3,5,5,0,0,10,3,0,0,13,8,8,0,0,16,17,0,12,45,0,0,0,0,0,0,0,0,0,699,708,212,25
LGA17700,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,160,134,41,5,340,140,7,22,509,156,112,34,4,306,131,6,21,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,156,112,34,4
LGA17750,0,0,3,10,0,3,16,281,89,177,42,589,1368,214,144,2315,14,11,5,0,30,32,4,39,105,3,3,3,0,9,4,0,0,13,9,16,3,5,33,17,8,9,67,26,30,11,5,72,53,12,48,185,0,0,0,0,0,0,0,0,0,5197,6534,2568,254,14553,5158,914,562,21187,5173,6291,2328,216,14008,3653,745,373,18779,191,77,44,12,324,404,37,45,810,35,13,13,4,65,74,22,18,179,226,90,57,16,389,478,59,63,989,370,105,176,34,685,1239,173,98,2195,21,3,0,0,24,49,5,14,92,9,0,0,0,9,25,0,8,42,6,3,3,0,12,9,0,0,21,406,111,179,34,730,1322,178,120,2350,11,0,0,0,11,40,0,60,111,3,5,0,0,8,3,0,3,14,12,10,7,0,29,27,15,9,80,26,15,7,0,48,70,15,72,205,3,3,3,0,9,12,0,0,21,5834,6510,2574,266
LGA17800,0,0,0,0,0,0,0,14,3,4,0,21,64,3,8,96,3,3,3,3,12,4,3,17,36,0,0,0,0,0,5,0,0,5,5,3,0,0,8,3,0,0,11,8,6,3,3,20,12,3,17,52,0,0,0,0,0,0,0,0,0,554,500,95,19,1168,391,33,94,1686,533,389,105,7,1034,323,25,94,1476,3,0,0,0,3,8,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,0,11,16,0,4,0,20,59,0,11,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,20,59,0,11,90,5,0,0,4,9,11,0,24,44,0,0,0,0,0,3,0,0,3,3,5,0,0,8,3,0,3,14,8,5,0,4,17,17,0,27,61,4,0,0,0,4,0,0,0,4,564,394,109,11
LGA17850,0,0,0,0,0,0,0,3,0,3,0,6,30,0,3,39,0,3,0,0,3,3,0,8,14,4,0,0,0,4,3,0,3,10,0,6,0,0,6,5,0,0,11,4,9,0,0,13,11,0,11,35,0,0,0,0,0,0,0,0,0,415,367,91,10,883,327,23,36,1269,419,316,91,11,837,299,12,31,1179,3,3,0,0,6,5,0,3,14,0,0,0,0,0,3,0,0,3,3,3,0,0,6,8,0,3,17,3,0,3,0,6,27,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,27,0,3,36,0,0,3,0,3,8,0,12,23,0,0,3,0,3,0,0,0,3,3,0,0,0,3,4,0,0,7,3,0,6,0,9,12,0,12,33,0,0,0,0,0,0,0,0,0,428,319,100,11
LGA17900,0,0,0,5,0,3,8,18,4,16,3,41,92,4,22,159,39,14,21,3,77,137,14,114,342,10,7,5,0,22,54,0,36,112,4,4,3,0,11,14,0,3,28,53,25,29,3,110,205,14,153,482,0,0,0,0,0,0,0,3,3,612,621,318,32,1583,987,93,411,3074,522,501,284,31,1338,702,72,208,2320,7,3,0,0,10,8,3,3,24,0,0,0,0,0,0,0,0,0,7,3,0,0,10,8,3,3,24,8,0,16,0,24,67,10,24,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,16,0,24,70,10,24,128,32,15,10,0,57,113,5,171,346,6,5,0,0,11,30,0,15,56,5,3,4,0,12,15,0,3,30,43,23,14,0,80,158,5,189,432,7,0,3,0,10,4,0,3,17,587,527,317,31
LGA17950,0,0,0,0,0,0,0,0,4,0,0,4,15,0,0,19,8,0,4,0,12,11,0,7,30,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,6,8,3,4,0,15,11,3,7,36,0,0,0,0,0,0,0,0,0,317,303,118,13,751,304,24,43,1122,303,290,108,6,707,279,19,29,1034,8,0,3,0,11,13,0,4,28,0,0,3,0,3,3,0,0,6,8,0,6,0,14,16,0,4,34,3,3,3,3,12,31,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,12,31,3,0,46,0,0,0,0,0,16,0,9,25,0,0,0,0,0,0,0,3,3,0,3,3,0,6,0,3,0,9,0,3,3,0,6,16,3,12,37,0,0,0,0,0,0,0,0,0,314,296,120,9
LGA18000,30,0,155,100,15,6,276,4276,1965,1171,197,7609,6292,1098,1413,16412,15,8,0,0,23,28,0,9,60,0,0,5,0,5,4,0,0,9,19,25,13,0,57,35,9,9,110,34,33,18,0,85,67,9,18,179,0,4,0,0,4,3,0,0,7,12830,17528,4411,555,35324,11246,1868,2159,50597,7356,15782,2915,292,26345,3759,576,682,31362,211,155,77,5,448,456,39,36,979,546,660,243,24,1473,630,72,78,2253,757,815,320,29,1921,1086,111,114,3232,889,518,285,44,1736,2045,216,232,4229,2585,1504,784,117,4990,3254,659,498,9401,1223,528,260,46,2057,1293,230,250,3830,40,41,22,0,103,75,10,10,198,4737,2591,1351,207,8886,6667,1115,990,17658,5,7,5,0,17,30,0,0,47,0,0,0,0,0,0,0,0,0,20,21,14,0,55,22,13,9,99,25,28,19,0,72,52,13,9,146,3,18,0,0,21,10,5,4,40,12878,19234,4605,528
LGA18020,0,0,4,0,0,0,4,9,6,12,0,27,83,3,3,116,6,5,3,0,14,20,0,44,78,0,0,0,0,0,4,0,4,8,5,7,3,0,15,6,0,3,24,11,12,6,0,29,30,0,51,110,0,0,0,0,0,0,0,0,0,1183,1006,379,39,2607,1077,76,189,3949,1127,884,364,43,2418,948,78,177,3621,3,0,3,0,6,13,3,3,25,0,0,0,0,0,0,0,0,0,3,0,3,0,6,13,3,3,25,11,0,10,0,21,88,8,11,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,21,88,8,11,128,7,0,0,0,7,17,0,42,66,3,5,0,0,8,7,0,0,15,6,6,0,0,12,12,3,3,30,16,11,0,0,27,36,3,45,111,3,5,0,0,8,6,0,0,14,1160,900,377,43
LGA18050,0,0,26,18,8,12,64,3494,1420,874,227,6015,5476,1770,3529,16790,0,0,0,0,0,0,3,0,3,0,0,0,0,0,19,0,0,19,30,36,13,4,83,44,14,38,179,30,36,13,4,83,63,17,38,201,4,3,0,0,7,0,0,3,10,5679,5304,1679,364,13026,7417,2362,4583,27388,1097,2456,384,50,3987,714,243,331,5275,539,796,218,28,1581,499,190,175,2445,544,979,223,25,1771,446,187,180,2584,1083,1775,441,53,3352,945,377,355,5029,820,470,244,53,1587,1157,518,604,3866,1596,671,338,90,2695,2209,863,911,6678,1706,671,307,85,2769,2476,742,914,6901,3,3,3,0,9,7,4,6,26,4125,1815,892,228,7060,5849,2127,2435,17471,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,5,8,33,32,8,3,76,50,23,29,178,33,35,8,3,79,53,23,34,189,13,19,3,0,35,15,8,4,62,6351,6100,1728,334
LGA18100,0,0,0,0,0,0,0,9,0,3,0,12,51,3,3,69,0,0,0,0,0,4,0,5,9,0,0,0,0,0,0,0,0,0,7,4,0,0,11,0,0,0,11,7,4,0,0,11,4,0,5,20,0,0,0,0,0,0,0,0,0,472,403,118,13,1006,456,29,31,1522,495,358,137,13,1003,370,32,36,1441,10,6,0,0,16,16,0,0,32,0,0,0,0,0,0,0,0,0,10,6,0,0,16,16,0,0,32,4,0,3,3,10,43,0,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,3,3,10,47,0,7,64,3,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,512,364,140,16
LGA18150,0,0,0,0,0,0,0,11,0,14,3,28,86,3,10,127,3,3,5,0,11,14,0,17,42,0,0,0,0,0,0,0,0,0,11,7,0,0,18,11,4,0,33,14,10,5,0,29,25,4,17,75,0,0,0,0,0,0,0,0,0,856,794,452,43,2145,856,47,146,3194,827,778,392,44,2041,765,59,118,2983,8,0,18,0,26,31,0,0,57,0,0,3,0,3,0,0,0,3,8,0,21,0,29,31,0,0,60,9,0,8,0,17,83,3,9,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,8,0,17,86,3,9,115,0,0,0,0,0,6,0,19,25,0,5,0,0,5,0,0,0,5,6,4,3,0,13,8,0,3,24,6,9,3,0,18,14,0,22,54,0,0,0,0,0,0,0,4,4,850,787,424,44
LGA18200,0,0,0,0,0,0,0,15,7,10,0,32,58,5,7,102,21,6,3,3,33,47,0,80,160,0,0,0,0,0,7,0,6,13,0,0,3,0,3,3,0,0,6,21,6,6,3,36,57,0,86,179,0,0,0,0,0,0,0,0,0,754,780,265,28,1827,584,54,183,2648,760,693,229,19,1701,503,43,126,2373,3,3,0,0,6,17,0,4,27,3,0,0,0,3,3,0,0,6,6,3,0,0,9,20,0,4,33,15,3,11,0,29,51,3,10,93,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,9,0,0,0,0,0,0,0,0,0,18,3,11,0,32,54,6,10,102,24,3,0,0,27,38,0,124,189,0,0,0,0,0,0,0,3,3,9,0,0,0,9,16,0,0,25,33,3,0,0,36,54,0,127,217,0,3,3,0,6,0,0,3,9,817,705,243,19
LGA18250,7,0,23,21,0,3,47,2548,1500,778,298,5124,3295,847,1182,10448,4,3,0,0,7,4,0,4,15,0,0,0,0,0,0,0,0,0,15,12,11,4,42,23,3,11,79,19,15,11,4,49,27,3,15,94,0,0,0,0,0,0,3,0,3,6010,8056,2013,500,16579,5639,1319,1692,25229,2786,6275,1072,141,10274,1726,293,362,12655,229,330,75,15,649,244,33,36,962,247,361,101,19,728,207,57,45,1037,476,691,176,34,1377,451,90,81,1999,403,246,113,26,788,541,122,96,1547,730,556,244,67,1597,959,246,190,2992,1677,1244,562,187,3670,2003,479,559,6711,6,3,0,0,9,10,0,5,24,2816,2049,919,280,6064,3513,847,850,11274,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,14,9,6,3,32,16,3,7,58,14,12,6,3,35,16,3,7,61,0,3,3,0,6,0,0,0,6,6092,9030,2176,458
LGA18350,4,0,14,21,0,3,38,73,29,29,0,131,315,15,39,500,23,8,4,0,35,66,3,22,126,0,0,3,0,3,3,0,3,9,3,11,3,0,17,9,0,0,26,26,19,10,0,55,78,3,25,161,0,3,0,0,3,0,0,0,3,4907,4772,1633,103,11415,3793,352,660,16220,5042,4563,1635,111,11351,3445,278,540,15614,239,136,99,8,482,525,15,42,1064,56,19,16,3,94,74,6,8,182,295,155,115,11,576,599,21,50,1246,45,5,17,0,67,185,5,17,274,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,10,3,3,0,0,6,21,3,4,34,51,8,17,0,76,210,11,21,318,11,3,0,3,17,43,0,22,82,3,3,0,0,6,0,0,6,12,11,3,3,0,17,21,5,0,43,25,9,3,3,40,64,5,28,137,8,3,0,0,11,7,0,3,21,5421,4738,1770,125
LGA18400,4,0,21,16,0,0,37,26,13,12,3,54,88,3,4,149,6,10,4,0,20,30,3,8,61,4,11,0,0,15,3,0,0,18,11,9,9,0,29,16,0,0,45,21,30,13,0,64,49,3,8,124,0,0,3,0,3,0,0,0,3,3337,5988,1297,88,10710,2007,177,491,13385,3457,6102,1464,99,11122,1849,219,380,13570,133,27,33,7,200,197,8,13,418,3,3,3,0,9,4,0,0,13,136,30,36,7,209,201,8,13,431,26,15,15,0,56,108,10,10,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,8,3,32,20,0,0,52,40,22,23,3,88,128,10,10,236,12,5,5,0,22,56,0,8,86,3,4,3,0,10,6,0,3,19,4,9,6,0,19,5,0,5,29,19,18,14,0,51,67,0,16,134,0,0,0,0,0,0,0,0,0,3652,6172,1537,109
LGA18450,14,0,74,84,11,20,189,2139,956,1070,174,4339,5864,1057,1079,12339,223,36,40,4,303,392,18,77,790,3,4,0,0,7,23,0,0,30,25,27,24,5,81,66,16,31,194,251,67,64,9,391,481,34,108,1014,7,10,6,3,26,8,0,8,42,17338,22071,8157,707,48273,17468,2591,2929,71261,13665,20251,6259,520,40695,9133,1277,1196,52301,886,461,543,54,1944,1735,127,135,3941,949,817,824,59,2649,1492,306,162,4609,1835,1278,1367,113,4593,3227,433,297,8550,914,444,559,80,1997,3125,501,334,5957,570,232,255,47,1104,1429,365,257,3155,896,283,169,39,1387,1152,387,376,3302,29,13,17,0,59,85,18,12,174,2409,972,1000,166,4547,5791,1271,979,12588,138,14,33,10,195,302,13,55,565,0,0,0,0,0,6,0,89,95,32,40,27,3,102,105,25,18,250,170,54,60,13,297,413,38,162,910,9,3,7,0,19,21,8,3,51,18088,22558,8693,812
LGA18500,3,0,9,8,0,4,21,2774,1125,624,153,4676,4668,925,1865,12134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,18,32,19,11,0,62,47,7,23,139,32,19,11,0,62,60,7,28,157,11,5,4,0,20,22,3,5,50,5296,4643,1319,274,11532,6547,1478,2920,22477,1188,2443,368,57,4056,747,116,399,5318,207,221,78,12,518,230,52,71,871,1079,1109,288,64,2540,871,387,396,4194,1286,1330,366,76,3058,1101,439,467,5065,393,310,129,28,860,513,145,204,1722,1068,446,270,83,1867,1371,391,528,4157,1587,514,287,73,2461,2770,454,846,6531,6,0,0,0,6,3,0,0,9,3054,1270,686,184,5194,4657,990,1578,12419,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,15,14,4,0,33,18,4,16,71,15,14,4,0,33,18,4,22,77,9,4,4,5,22,18,8,3,51,5552,5061,1428,322
LGA18550,16,0,23,41,0,4,68,465,127,224,20,836,1669,80,198,2783,213,24,42,3,282,584,34,74,974,0,0,3,0,3,5,0,3,11,17,16,8,0,41,31,3,9,84,230,40,53,3,326,620,37,86,1069,7,4,0,0,11,5,0,3,19,14088,15542,7279,409,37318,13534,1461,1781,54094,12857,15231,7069,442,35599,9953,1216,1321,48089,808,357,494,36,1695,1697,97,91,3580,332,294,361,11,998,580,61,69,1708,1140,651,855,47,2693,2277,158,160,5288,364,87,197,15,663,1481,67,91,2302,79,43,72,8,202,193,15,68,478,141,55,83,8,287,240,38,79,644,16,5,10,0,31,55,8,6,100,600,190,362,31,1183,1969,128,244,3524,86,25,56,0,167,411,22,138,738,0,3,0,0,3,4,0,69,76,17,18,21,4,60,37,4,9,110,103,46,77,4,230,452,26,216,924,3,3,7,4,17,11,0,3,31,14703,16121,8370,528
LGA18710,0,0,0,0,0,0,0,15,4,5,0,24,72,5,0,101,6,11,0,0,17,21,0,22,60,4,7,0,0,11,5,0,21,37,4,5,3,0,12,7,0,0,19,14,23,3,0,40,33,0,43,116,0,0,0,0,0,0,0,3,3,1482,1731,388,25,3626,951,78,178,4833,1612,1945,396,22,3975,850,83,210,5118,27,12,16,0,55,97,5,8,165,4,0,0,0,4,0,3,0,7,31,12,16,0,59,97,8,8,172,6,7,5,0,18,30,7,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,6,7,5,3,21,30,7,5,63,9,5,3,0,17,14,0,25,56,7,3,3,0,13,0,0,0,13,3,4,0,0,7,0,0,0,7,19,12,6,0,37,14,0,25,76,0,0,0,0,0,0,0,0,0,1668,1976,423,25
LGA18750,0,0,6,8,0,0,14,37,23,24,4,88,137,13,14,252,6,0,3,0,9,18,3,21,51,0,0,0,0,0,3,0,0,3,4,5,0,0,9,6,0,6,21,10,5,3,0,18,27,3,27,75,0,0,0,0,0,0,0,0,0,1218,1374,510,48,3150,1206,101,117,4574,1211,1302,504,41,3058,993,92,172,4315,29,9,12,0,50,121,4,10,185,0,3,0,0,3,0,0,0,3,29,12,12,0,53,121,4,10,188,17,8,22,3,50,158,4,18,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,17,8,22,3,50,162,4,18,234,6,0,0,0,6,14,0,7,27,0,0,0,0,0,0,0,4,4,0,0,0,0,0,7,0,0,7,6,0,0,0,6,21,0,11,38,3,3,0,0,6,0,0,0,6,1266,1325,538,44
LGA19399,0,0,3,3,0,0,6,14,3,0,0,17,17,0,4,38,0,0,0,0,0,7,0,15,22,0,0,0,0,0,10,0,8,18,0,3,0,0,3,0,0,0,3,0,3,0,0,3,17,0,23,43,0,0,0,0,0,0,0,0,0,138,124,24,6,292,124,11,54,481,108,119,20,3,250,94,9,31,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,8,0,0,14,3,3,0,0,6,11,0,3,20,7,0,0,0,7,7,0,41,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,0,0,0,7,7,0,46,60,0,0,0,0,0,0,0,3,3,118,122,20,3
