region_id,C01_SH_0b_NPFH_2,C01_SH_0b_NPFH_3,C01_SH_0b_NPFH_4,C01_SH_0b_NPFH_5,C01_SH_0b_NPFH_6_mor,C01_SH_0bTotal,C01_SH_1b_NPFH_2,C01_SH_1b_NPFH_3,C01_SH_1b_NPFH_4,C01_SH_1b_NPFH_5,C01_SH_1b_NPFH_6_mor,C01_SH_1b_Tot,C01_SH_2b_NPFH_2,C01_SH_2b_NPFH_3,C01_SH_2b_NPFH_4,C01_SH_2b_NPFH_5,C01_SH_2b_NPFH_6_mor,C01_SH_2b_Tot,C01_SH_3b_NPFH_2,C01_SH_3b_NPFH_3,C01_SH_3b_NPFH_4,C01_SH_3b_NPFH_5,C01_SH_3b_NPFH_6_mor,C01_SH_3b_Tot,C01_SH_4mb_NPFH_2,C01_SH_4mb_NPFH_3,C01_SH_4mb_NPFH_4,C01_SH_4mb_NPFH_5,C01_SH_4mb_NPFH_6_mor,C01_SH_4mb_Tot,C01_SH_NB_NS_NPFH_2,C01_SH_NB_NS_NPFH_3,C01_SH_NB_NS_NPFH_4,C01_SH_NB_NS_NPFH_5,C01_SH_NB_NS_NPFH_6_mor,C01_SH_NB_NS_T,C01_SH_Tot_NPFH_2,C01_SH_Tot_NPFH_3,C01_SH_Tot_NPFH_4,C01_SH_Tot_NPFH_5,C01_SH_Tot_NPFH_6_mor,C01_SH_T_T,C01_SDRTHT_0b_NPFH_2,C01_SDRTHT_0b_NPFH_3,C01_SDRTHT_0b_NPFH_4,C01_SDRTHT_0b_NPFH_5,C01_SDRTHT_0b_NPFH_6_mor,C01_SDRTHT_0bTotal,C01_SDRTHT_1b_NPFH_2,C01_SDRTHT_1b_NPFH_3,C01_SDRTHT_1b_NPFH_4,C01_SDRTHT_1b_NPFH_5,C01_SDRTHT_1b_NPFH_6_mor,C01_SDRTHT_1b_Tot,C01_SDRTHT_2b_NPFH_2,C01_SDRTHT_2b_NPFH_3,C01_SDRTHT_2b_NPFH_4,C01_SDRTHT_2b_NPFH_5,C01_SDRTHT_2b_NPFH_6_mor,C01_SDRTHT_2b_Tot,C01_SDRTHT_3b_NPFH_2,C01_SDRTHT_3b_NPFH_3,C01_SDRTHT_3b_NPFH_4,C01_SDRTHT_3b_NPFH_5,C01_SDRTHT_3b_NPFH_6_mor,C01_SDRTHT_3b_Tot,C01_SDRTHT_4mb_NPFH_2,C01_SDRTHT_4mb_NPFH_3,C01_SDRTHT_4mb_NPFH_4,C01_SDRTHT_4mb_NPFH_5,C01_SDRTHT_4mb_NPFH_6_mor,C01_SDRTHT_4mb_Tot,C01_SDRTHT_NB_NS_NPFH_2,C01_SDRTHT_NB_NS_NPFH_3,C01_SDRTHT_NB_NS_NPFH_4,C01_SDRTHT_NB_NS_NPFH_5,C01_SDRTHT_NB_NS_NPFH_6_mor,C01_SDRTHT_NB_NS_T,C01_SDRTHT_Tot_NPFH_2,C01_SDRTHT_Tot_NPFH_3,C01_SDRTHT_Tot_NPFH_4,C01_SDRTHT_Tot_NPFH_5,C01_SDRTHT_Tot_NPFH_6_mor,C01_SDRTHT_T_T,C01_FUA_0b_NPFH_2,C01_FUA_0b_NPFH_3,C01_FUA_0b_NPFH_4,C01_FUA_0b_NPFH_5,C01_FUA_0b_NPFH_6_mor,C01_FUA_0bTotal,C01_FUA_1b_NPFH_2,C01_FUA_1b_NPFH_3,C01_FUA_1b_NPFH_4,C01_FUA_1b_NPFH_5,C01_FUA_1b_NPFH_6_mor,C01_FUA_1b_Tot,C01_FUA_2b_NPFH_2,C01_FUA_2b_NPFH_3,C01_FUA_2b_NPFH_4,C01_FUA_2b_NPFH_5,C01_FUA_2b_NPFH_6_mor,C01_FUA_2b_Tot,C01_FUA_3b_NPFH_2,C01_FUA_3b_NPFH_3,C01_FUA_3b_NPFH_4,C01_FUA_3b_NPFH_5,C01_FUA_3b_NPFH_6_mor,C01_FUA_3b_Tot,C01_FUA_4mb_NPFH_2,C01_FUA_4mb_NPFH_3,C01_FUA_4mb_NPFH_4,C01_FUA_4mb_NPFH_5,C01_FUA_4mb_NPFH_6_mor,C01_FUA_4mb_Tot,C01_FUA_NB_NS_NPFH_2,C01_FUA_NB_NS_NPFH_3,C01_FUA_NB_NS_NPFH_4,C01_FUA_NB_NS_NPFH_5,C01_FUA_NB_NS_NPFH_6_mor,C01_FUA_NB_NS_T,C01_FUA_Tot_NPFH_2,C01_FUA_Tot_NPFH_3,C01_FUA_Tot_NPFH_4,C01_FUA_Tot_NPFH_5,C01_FUA_Tot_NPFH_6_mor,C01_FUA_T_T,C01_OD_0b_NPFH_2,C01_OD_0b_NPFH_3,C01_OD_0b_NPFH_4,C01_OD_0b_NPFH_5,C01_OD_0b_NPFH_6_mor,C01_OD_0bTotal,C01_OD_1b_NPFH_2,C01_OD_1b_NPFH_3,C01_OD_1b_NPFH_4,C01_OD_1b_NPFH_5,C01_OD_1b_NPFH_6_mor,C01_OD_1b_Tot,C01_OD_2b_NPFH_2,C01_OD_2b_NPFH_3,C01_OD_2b_NPFH_4,C01_OD_2b_NPFH_5,C01_OD_2b_NPFH_6_mor,C01_OD_2b_Tot,C01_OD_3b_NPFH_2,C01_OD_3b_NPFH_3,C01_OD_3b_NPFH_4,C01_OD_3b_NPFH_5,C01_OD_3b_NPFH_6_mor,C01_OD_3b_Tot,C01_OD_4mb_NPFH_2,C01_OD_4mb_NPFH_3,C01_OD_4mb_NPFH_4,C01_OD_4mb_NPFH_5,C01_OD_4mb_NPFH_6_mor,C01_OD_4mb_Tot,C01_OD_NB_NS_NPFH_2,C01_OD_NB_NS_NPFH_3,C01_OD_NB_NS_NPFH_4,C01_OD_NB_NS_NPFH_5,C01_OD_NB_NS_NPFH_6_mor,C01_OD_NB_NS_T,C01_OD_Tot_NPFH_2,C01_OD_Tot_NPFH_3,C01_OD_Tot_NPFH_4,C01_OD_Tot_NPFH_5,C01_OD_Tot_NPFH_6_mor,C01_OD_T_T,C01_DS_NS_NPFH_2,C01_DS_NS_NPFH_3,C01_DS_NS_NPFH_4,C01_DS_NS_NPFH_5,C01_DS_NS_NPFH_6_mor,C01_DS_NS_T,C01_Tot_NPFH_2,C01_Tot_NPFH_3,C01_Tot_NPFH_4,C01_Tot_NPFH_5,C01_Tot_NPFH_6_mor,C01_T_T,C06_SH_0b_NPFH_2,C06_SH_0b_NPFH_3,C06_SH_0b_NPFH_4,C06_SH_0b_NPFH_5,C06_SH_0b_NPFH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPFH_2,C06_SH_1b_NPFH_3,C06_SH_1b_NPFH_4,C06_SH_1b_NPFH_5,C06_SH_1b_NPFH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPFH_2,C06_SH_2b_NPFH_3,C06_SH_2b_NPFH_4,C06_SH_2b_NPFH_5,C06_SH_2b_NPFH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPFH_2,C06_SH_3b_NPFH_3
LGA11450,0,3,3,0,3,9,21,7,0,4,3,35,173,72,36,9,5,295,1814,1123,1053,304,122,4416,1440,1295,2121,1147,513,6516,20,19,11,6,7,63,3468,2519,3224,1470,653,11334,3,3,0,0,0,6,10,3,0,0,0,13,112,8,3,0,0,123,109,45,31,7,6,198,8,5,9,3,6,31,3,0,0,0,0,3,245,64,43,10,12,374,3,0,0,0,0,3,9,0,0,0,0,9,27,3,0,0,0,30,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,43,3,0,0,0,46,0,0,0,0,3,3,13,0,3,0,0,16,16,6,0,0,0,22,4,0,3,0,0,7,3,3,0,0,0,6,0,0,0,0,0,0,36,9,6,0,3,54,4,7,3,0,3,17,3796,2602,3276,1480,671,11825,0,3,0,0,0,3,27,0,5,0,0,32,159,52,35,11,7,264,1792,1108
LGA11500,5,4,3,3,0,15,45,16,5,6,3,75,489,156,80,26,13,764,5942,4855,5127,1961,806,18691,2016,2151,3398,2500,1564,11629,71,40,63,29,30,233,8568,7222,8676,4525,2416,31407,0,0,0,3,0,3,12,3,3,0,0,18,747,246,117,28,10,1148,1220,1110,735,315,163,3543,54,68,84,81,128,415,25,21,10,6,14,76,2058,1448,949,433,315,5203,0,0,0,0,0,0,36,6,0,0,0,42,171,77,42,6,0,296,23,22,16,4,4,69,4,3,5,3,7,22,10,0,0,0,3,13,244,108,63,13,14,442,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,3,3,3,0,0,9,0,0,0,0,3,3,0,0,0,0,0,0,6,6,3,0,3,18,78,52,48,29,17,224,10954,8836,9739,5000,2765,37294,4,4,7,3,3,21,42,15,10,4,5,76,437,148,78,16,8,687,6257,4642
LGA11520,3,0,0,0,0,3,24,6,7,0,3,40,1063,369,201,41,4,1678,1896,1387,1521,447,112,5363,524,535,954,654,355,3022,26,19,9,5,5,64,3536,2316,2692,1147,479,10170,0,0,0,0,0,0,16,3,0,0,0,19,501,177,52,13,0,743,362,269,218,52,6,907,24,26,38,14,8,110,5,0,4,3,0,12,908,475,312,82,14,1791,0,0,0,0,0,0,90,10,4,3,0,107,1522,382,127,17,7,2055,667,310,224,37,11,1249,23,13,19,11,3,69,16,5,8,0,0,29,2318,720,382,68,21,3509,0,0,0,0,0,0,7,3,3,0,0,13,23,13,5,3,0,44,8,9,15,3,4,39,3,0,3,3,0,9,3,0,0,0,0,3,44,25,26,9,4,108,64,21,13,5,3,106,6870,3557,3425,1311,521,15684,0,3,0,0,0,3,30,3,3,0,0,36,925,336,151,42,3,1457,1890,1314
LGA11550,13,3,3,3,0,22,43,12,10,3,3,71,1858,792,528,160,65,3403,3310,2747,3003,1350,899,11309,732,861,1314,1107,1077,5091,83,52,51,30,27,243,6039,4467,4909,2653,2071,20139,0,0,0,0,0,0,30,3,4,0,0,37,443,270,168,44,14,939,250,271,236,126,69,952,33,48,58,45,36,220,7,9,10,4,0,30,763,601,476,219,119,2178,17,6,3,0,3,29,285,70,25,3,3,386,3163,2455,1618,594,228,8058,222,264,281,136,97,1000,12,14,16,16,12,70,87,62,41,19,11,220,3786,2871,1984,768,354,9763,0,0,0,0,0,0,12,6,3,0,0,21,33,25,17,7,4,86,11,18,20,12,8,69,4,4,6,6,6,26,3,0,3,0,0,6,63,53,49,25,18,208,93,61,51,27,16,248,10744,8053,7469,3692,2578,32536,10,4,7,3,3,27,28,10,7,3,0,48,1619,651,487,129,51,2937,3395,2604
LGA11600,0,0,0,0,0,0,5,0,0,0,0,5,41,12,3,3,0,59,169,75,95,37,21,397,108,64,68,57,28,325,0,0,0,0,0,0,323,151,166,97,49,786,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,9,3,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,3,0,18,0,3,0,0,0,3,5,0,0,0,0,5,0,3,0,0,0,3,6,0,3,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,14,6,3,0,0,23,0,0,0,0,0,0,353,166,169,100,49,837,0,0,0,0,0,0,3,0,0,3,0,6,36,10,4,0,0,50,140,75
LGA11700,0,0,0,0,0,0,14,3,0,0,0,17,48,13,7,3,0,71,91,50,33,21,17,212,61,31,35,17,25,169,4,0,0,3,3,10,218,97,75,44,45,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,10,228,100,78,44,45,495,0,0,0,0,0,0,7,0,0,0,0,7,30,6,7,0,0,43,99,34
LGA11720,7,3,5,0,0,15,67,10,7,6,0,90,1245,373,159,47,17,1841,2694,1656,1665,645,232,6892,592,455,692,523,288,2550,36,19,18,7,6,86,4641,2516,2546,1228,543,11474,0,0,0,0,0,0,5,0,0,0,0,5,40,9,4,0,0,53,20,10,7,3,0,40,3,3,4,3,0,13,3,0,3,0,0,6,71,22,18,6,0,117,3,0,0,0,0,3,15,4,0,0,0,19,43,8,7,3,0,61,11,7,5,0,0,23,0,3,3,0,0,6,0,0,0,0,0,0,72,22,15,3,0,112,5,0,3,0,0,8,7,3,0,3,3,16,11,4,3,3,0,21,6,3,3,4,3,19,4,3,4,3,0,14,0,0,0,0,0,0,33,13,13,13,6,78,53,12,7,6,0,78,4870,2585,2599,1256,549,11859,3,3,5,0,0,11,74,13,11,4,0,102,1134,277,160,24,12,1607,2989,1561
LGA11730,17,5,7,0,0,29,109,20,6,6,0,141,930,232,151,42,7,1362,3203,1260,1220,447,169,6299,1105,612,772,575,353,3417,29,6,7,7,4,53,5393,2135,2163,1077,533,11301,0,0,0,0,0,0,9,0,0,0,0,9,141,28,8,0,3,180,118,58,25,5,3,209,18,7,7,10,0,42,3,0,3,0,0,6,289,93,43,15,6,446,3,0,0,0,0,3,17,3,0,0,0,20,150,37,11,3,0,201,60,34,13,4,0,111,12,5,4,3,0,24,5,0,0,0,0,5,247,79,28,10,0,364,9,0,3,3,0,15,62,5,4,0,0,71,104,13,12,5,3,137,36,15,14,6,3,74,17,7,3,3,0,30,6,3,0,0,0,9,234,43,36,17,6,336,32,3,3,5,3,46,6195,2353,2273,1124,548,12493,13,3,3,3,3,25,89,28,10,6,3,136,1031,208,125,25,12,1401,3332,1248
LGA11750,0,0,0,0,0,0,6,0,0,0,3,9,55,13,4,6,3,81,288,131,144,54,17,634,126,74,119,94,49,462,3,0,3,0,0,6,478,218,270,154,72,1192,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,5,0,3,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,14,3,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,0,3,5,0,0,0,0,5,3,3,0,0,0,6,0,0,0,0,0,0,14,6,0,0,0,20,4,3,0,3,0,10,512,230,276,157,72,1247,4,0,0,0,0,4,10,0,0,3,0,13,52,14,7,3,3,79,292,132
LGA11800,10,3,0,0,3,16,97,15,14,5,3,134,778,234,112,29,9,1162,3547,1656,1579,547,184,7513,1433,906,1230,855,437,4861,46,10,12,3,0,71,5911,2824,2947,1439,636,13757,0,0,0,3,0,3,15,4,0,0,0,19,461,112,25,4,0,602,321,153,92,27,7,600,20,10,14,8,3,55,7,0,0,0,0,7,824,279,131,42,10,1286,3,3,0,0,0,6,50,4,3,0,0,57,427,104,30,7,3,571,121,49,32,13,3,218,15,12,7,4,4,42,4,4,0,3,3,14,620,176,72,27,13,908,18,3,3,0,0,24,63,6,7,3,0,79,143,24,14,0,0,181,60,17,17,5,5,104,9,3,4,3,3,22,12,0,0,0,0,12,305,53,45,11,8,422,32,8,3,0,0,43,7692,3340,3198,1519,667,16416,8,3,3,0,0,14,100,5,12,0,0,117,758,185,94,25,6,1068,3779,1660
LGA11860,0,0,0,0,0,0,4,0,0,0,0,4,29,3,3,0,0,35,96,34,55,17,12,214,86,38,46,45,17,232,3,0,3,3,0,9,218,75,107,65,29,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,6,218,78,107,68,32,503,0,0,0,0,0,0,3,0,0,0,0,3,19,3,6,0,0,28,91,44
LGA12000,0,0,0,0,0,0,6,0,0,0,0,6,79,14,5,6,0,104,255,103,106,44,24,532,99,61,80,64,58,362,4,0,3,0,0,7,443,178,194,114,82,1011,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,12,3,0,0,3,0,6,0,0,0,0,0,0,6,3,0,6,3,18,3,0,0,0,0,3,463,181,194,120,85,1043,0,0,0,0,0,0,0,3,3,3,0,9,83,21,7,0,3,114,282,81
LGA12050,0,0,3,0,0,3,30,0,0,0,0,30,183,44,21,3,3,254,597,241,253,99,35,1225,294,127,226,140,66,853,8,0,0,0,0,8,1112,412,503,242,104,2373,0,0,0,0,0,0,3,0,0,0,0,3,6,3,0,0,0,9,3,3,3,0,0,9,0,0,3,0,0,3,0,0,0,0,3,3,12,6,6,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,23,7,3,3,0,0,13,0,3,0,0,0,3,0,0,0,0,0,0,27,9,3,0,0,39,0,3,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,6,0,3,0,12,0,0,0,0,0,0,1154,433,512,245,107,2451,0,0,0,0,0,0,27,5,0,0,0,32,179,36,21,3,0,239,674,249
LGA12150,3,0,0,0,0,3,10,3,0,0,0,13,98,25,15,3,3,144,250,104,117,53,30,554,137,91,70,90,58,446,4,0,3,0,0,7,502,223,205,146,91,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,3,0,17,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,6,4,0,0,0,0,4,3,3,0,0,0,6,0,0,0,0,0,0,13,6,0,0,0,19,3,0,3,0,0,6,532,232,208,149,91,1212,0,0,0,0,0,0,6,0,0,0,0,6,85,21,10,4,0,120,256,101
LGA12200,3,0,0,0,0,3,6,0,0,0,0,6,134,33,16,5,0,188,572,210,211,87,18,1098,227,110,138,110,51,636,4,3,3,0,0,10,946,356,368,202,69,1941,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,3,3,12,0,0,0,0,3,3,0,0,0,0,0,0,6,0,3,3,6,18,0,0,0,0,0,0,974,356,371,205,75,1981,0,0,0,0,3,3,4,0,3,0,0,7,147,29,17,3,0,196,582,199
LGA12300,4,3,0,0,0,7,9,3,0,0,0,12,212,30,19,4,0,265,844,284,278,115,42,1563,297,142,203,140,70,852,12,3,0,0,0,15,1378,465,500,259,112,2714,0,0,0,0,0,0,3,0,0,0,0,3,32,3,0,0,0,35,11,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,46,6,0,0,0,52,0,0,0,0,0,0,8,0,0,0,0,8,52,3,3,0,0,58,6,4,3,3,0,16,4,0,0,0,0,4,0,0,0,0,0,0,70,7,6,3,0,86,0,0,0,0,0,0,5,0,0,0,0,5,21,0,0,0,0,21,5,0,0,3,0,8,0,0,4,0,0,4,0,0,0,0,0,0,31,0,4,3,0,38,14,0,3,0,0,17,1539,478,513,265,112,2907,0,3,0,0,0,3,12,0,0,0,4,16,210,35,8,7,0,260,898,294
LGA12350,0,0,0,0,0,0,20,3,0,0,3,26,237,60,31,7,4,339,880,327,343,137,65,1752,357,180,240,174,116,1067,8,7,0,0,0,15,1502,577,614,318,188,3199,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,21,9,3,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,29,7,0,0,0,36,0,0,0,0,0,0,5,0,0,0,0,5,26,8,0,3,0,37,5,3,0,0,0,8,3,0,0,0,0,3,0,3,0,0,0,3,39,14,0,3,0,56,0,0,0,0,0,0,3,0,0,0,0,3,5,4,0,0,0,9,6,3,0,0,3,12,0,0,3,0,0,3,0,0,0,0,0,0,14,7,3,0,3,27,4,3,3,3,3,16,1588,608,620,324,194,3334,0,4,0,0,0,4,33,0,0,0,0,33,220,48,15,14,3,300,911,333
LGA12500,3,0,0,0,0,3,6,0,3,0,0,9,99,26,11,0,0,136,544,289,198,81,21,1133,177,115,146,109,58,605,12,4,3,0,0,19,841,434,361,190,79,1905,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,9,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,67,10,4,0,0,81,6,3,3,3,0,15,0,0,0,3,0,3,0,0,0,0,0,0,73,13,7,6,0,99,0,0,0,0,0,0,5,0,0,0,0,5,7,4,0,0,0,11,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,19,7,3,3,0,0,13,942,463,371,196,79,2051,0,3,0,0,0,3,6,0,0,0,0,6,95,11,10,3,0,119,555,232
LGA12600,5,0,0,0,0,5,22,5,5,0,0,32,353,105,63,16,3,540,1892,1044,985,370,128,4419,1072,655,996,668,383,3774,21,8,8,4,4,45,3365,1817,2057,1058,518,8815,0,0,0,0,0,0,4,0,0,0,0,4,158,37,7,0,0,202,48,18,15,5,0,86,9,3,0,3,0,15,0,0,0,0,0,0,219,58,22,8,0,307,4,0,0,0,0,4,21,3,0,0,0,24,211,46,18,4,3,282,24,7,3,3,3,40,0,0,0,0,0,0,6,0,3,0,0,9,266,56,24,7,6,359,3,0,0,0,0,3,17,4,0,0,0,21,16,4,6,0,0,26,22,0,3,8,3,36,3,0,3,0,0,6,0,0,0,0,0,0,61,8,12,8,3,92,20,3,6,3,4,36,3931,1942,2121,1084,531,9609,0,0,0,0,0,0,24,0,0,4,3,31,350,111,34,8,3,506,1942,951
LGA12700,5,0,0,0,0,5,18,4,0,0,0,22,192,44,34,13,3,286,505,241,240,79,24,1089,203,110,156,139,67,675,10,0,3,0,0,13,933,399,433,231,94,2090,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,10,4,3,3,0,3,13,3,0,0,0,0,3,0,0,0,0,0,0,11,6,6,0,3,26,6,4,0,3,0,13,956,418,439,234,97,2144,0,0,7,0,0,7,18,6,0,0,0,24,157,47,23,9,0,236,554,224
LGA12750,11,0,3,0,0,14,84,8,12,4,3,111,767,177,101,18,4,1067,2524,825,695,260,81,4385,1033,432,532,334,226,2557,34,5,5,3,3,50,4453,1447,1348,619,317,8184,3,0,0,0,0,3,4,0,0,0,0,4,148,20,3,3,0,174,131,43,20,14,0,208,15,6,0,0,0,21,3,0,3,0,0,6,304,69,26,17,0,416,0,0,0,0,0,0,11,0,0,0,0,11,88,22,8,3,0,121,53,16,7,3,3,82,12,3,3,3,0,21,0,3,0,0,0,3,164,44,18,9,3,238,10,3,3,0,0,16,36,3,0,0,0,39,81,13,9,0,0,103,20,14,6,0,3,43,7,3,0,0,3,13,3,0,0,0,0,3,157,36,18,0,6,217,21,6,4,4,3,38,5099,1602,1414,649,329,9093,9,3,0,0,0,12,84,7,4,6,0,101,776,169,76,21,3,1045,2650,850
LGA12850,10,11,6,5,6,38,72,15,18,8,11,124,1181,559,421,156,60,2377,5332,4620,5102,2599,1578,19231,1874,2312,3935,2902,2747,13770,138,98,103,69,75,483,8607,7615,9585,5739,4477,36023,4,3,0,0,0,7,96,10,3,0,0,109,409,259,158,55,20,901,584,761,831,422,239,2837,64,76,104,74,96,414,26,21,15,8,9,79,1183,1130,1111,559,364,4347,9,3,0,3,0,15,204,48,15,4,4,275,1149,895,686,229,89,3048,80,109,135,63,46,433,7,6,18,5,9,45,41,21,21,4,3,90,1490,1082,875,308,151,3906,0,0,0,0,0,0,19,3,0,0,0,22,28,15,8,8,4,63,6,8,7,8,3,32,0,0,5,3,4,12,3,0,0,0,0,3,56,26,20,19,11,132,53,42,45,27,27,194,11389,9895,11636,6652,5030,44602,16,17,10,11,8,62,91,25,12,9,0,137,1022,513,329,130,47,2041,5417,4387
LGA12900,3,0,0,0,0,3,13,4,0,3,0,20,171,41,31,4,0,247,655,286,276,107,34,1358,230,158,198,153,69,808,9,0,3,4,3,19,1081,489,508,271,106,2455,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,3,0,0,6,3,0,3,0,0,6,0,0,0,0,0,0,13,0,6,0,0,19,0,0,0,0,0,0,6,0,0,0,0,6,27,12,3,0,0,42,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,33,15,6,0,0,54,3,0,0,0,0,3,3,0,0,0,0,3,5,3,0,0,0,8,9,0,0,0,0,9,3,0,3,3,0,9,0,0,0,0,0,0,23,3,3,3,0,32,0,4,3,3,0,10,1150,511,526,277,106,2570,0,0,0,0,0,0,8,4,3,0,0,15,157,32,15,3,0,207,637,276
LGA12950,0,0,0,0,0,0,4,0,0,0,0,4,94,29,15,4,0,142,268,115,111,55,20,569,150,91,88,73,47,449,3,0,3,0,0,6,519,235,217,132,67,1170,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,12,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,18,0,0,0,0,0,0,3,3,0,0,0,6,0,0,3,0,0,3,4,0,3,0,0,7,0,0,0,3,3,6,0,0,0,0,0,0,7,3,6,3,3,22,5,0,0,3,0,8,549,241,223,138,70,1221,0,0,0,0,0,0,8,0,0,0,0,8,92,26,7,3,3,131,293,103
LGA13010,3,0,0,0,0,3,13,3,0,0,0,16,186,38,22,5,3,254,670,242,216,92,27,1247,248,127,124,116,54,669,9,3,0,3,0,15,1129,413,362,216,84,2204,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,0,6,19,0,3,0,0,22,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,25,6,3,0,0,34,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,3,5,3,0,0,0,8,4,0,0,0,0,4,3,0,0,0,0,3,16,3,3,0,0,22,0,3,0,0,0,3,1175,425,368,216,84,2268,0,3,0,0,0,3,25,0,3,0,0,28,179,46,17,3,6,251,694,216
