region_id,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_Lat_Da_Saint_0_14,C06_C_Lat_Da_Saint_15_24,C06_C_Lat_Da_Saint_25_34,C06_C_Lat_Da_Saint_35_44,C06_C_Lat_Da_Saint_45_54,C06_C_Lat_Da_Saint_55_64,C06_C_Lat_Da_Saint_65_74,C06_C_Lat_Da_Saint_75_84,C06_C_Lat_Da_Saint_85ov,C06_C_Lat_Da_Saint_Tot,C06_C_Luthe_0_14,C06_C_Luthe_15_24,C06_C_Luthe_25_34,C06_C_Luthe_35_44,C06_C_Luthe_45_54,C06_C_Luthe_55_64,C06_C_Luthe_65_74,C06_C_Luthe_75_84,C06_C_Luthe_85ov,C06_C_Luthe_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_To,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Sev_day_Adv_0_14,C06_C_Sev_day_Adv_15_24,C06_C_Sev_day_Adv_25_34,C06_C_Sev_day_Adv_35_44,C06_C_Sev_day_Adv_45_54,C06_C_Sev_day_Adv_55_64,C06_C_Sev_day_Adv_65_74,C06_C_Sev_day_Adv_75_84,C06_C_Sev_day_Adv_85oe,C06_C_Sev_day_Adv_Tot,C06_C_Unit_Chur_0_14,C06_C_Unit_Chur_15_24,C06_C_Unit_Chur_25_34,C06_C_Unit_Chur_35_44,C06_C_Unit_Chur_45_54,C06_C_Unit_Chur_55_64,C06_C_Unit_Chur_65_74,C06_C_Unit_Chur_75_84,C06_C_Unit_Chur_85ov,C06_C_Unit_Chur_Tot,C06_C_Christi_nfd_0_14,C06_C_Christi_nfd_15_24,C06_C_Christi_nfd_25_34,C06_C_Christi_nfd_35_44,C06_C_Christi_nfd_45_54,C06_C_Christi_nfd_55_64,C06_C_Christi_nfd_65_74,C06_C_Christi_nfd_75_84,C06_C_Christi_nfd_85ov,C06_C_Christi_nfd_Tot,C06_C_Oth_Chris_0_14,C06_C_Oth_Chris_15_24,C06_C_Oth_Chris_25_34,C06_C_Oth_Chris_35_44,C06_C_Oth_Chris_45_54,C06_C_Oth_Chris_55_64,C06_C_Oth_Chris_65_74,C06_C_Oth_Chris_75_84,C06_C_Oth_Chris_85ov,C06_C_Oth_Chris_Tot,C06_Christia_Tot_0_14,C06_Christia_Tot_15_24,C06_Christia_Tot_25_34,C06_Christia_Tot_35_44,C06_Christia_Tot_45_54,C06_Christia_Tot_55_64,C06_Christia_Tot_65_74,C06_Christia_Tot_75_84,C06_Christia_Tot_85ov,C06_Christ_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_AusAborTrad_0_14,C06_OR_AusAborTrad15_24,C06_OR_AusAborTrad25_34,C06_OR_AusAborTrad35_44,C06_OR_AusAborTrad45_54,C06_OR_AusAborTrad55_64,C06_OR_AusAborTrad65_74,C06_OR_AusAborTrad75_84,C06_OR_AusAborTrad85oe,C06_OR_AusAborTrade_Tot,C06_OR_Ot_Re_Gr_0_14,C06_OR_Ot_Re_Gr_15_24,C06_OR_Ot_Re_Gr_25_34,C06_OR_Ot_Re_Gr_35_44,C06_OR_Ot_Re_Gr_45_54,C06_OR_Ot_Re_Gr_55_64,C06_OR_Ot_Re_Gr_65_74,C06_OR_Ot_Re_Gr_75_84,C06_OR_Ot_Re_Gr_85ov,C06_OR_Ot_Re_Gr_Tot,C06_OthRel_T_0_14,C06_OthRel_T_15_24,C06_OthRel_T_25_34,C06_OthRel_T_35_44,C06_OthRel_T_45_54,C06_OthRel_T_55_64,C06_OthRel_T_65_74,C06_OthRel_T_75_84,C06_OthRel_T_85ov,C06_OthRel_T_T,C06_NoRel_0_14,C06_NoRel_15_24,C06_NoRel_25_34,C06_NoRel_35_44,C06_NoRel_45_54,C06_NoRel_55_64,C06_NoRel_65_74,C06_NoRel_75_84,C06_NoRel_85ov,C06_NoRel_Tot
LGA16550,7,17,35,17,24,33,15,15,9,172,32,27,31,29,15,10,0,0,4,148,51,67,102,105,62,80,64,37,19,587,16,22,47,28,26,40,32,12,0,223,19,67,53,32,16,14,7,5,4,217,115,203,173,111,97,58,17,6,3,783,217,370,506,452,385,310,227,211,89,2767,7,6,4,16,11,15,8,8,0,75,7,18,17,5,15,8,4,3,0,77,193,357,404,321,274,229,121,99,53,2051,136,296,251,154,130,64,34,24,8,1097,7,10,26,14,14,9,5,5,0,90,10309,9594,11652,10812,8924,7411,5607,4743,1587,70639,85,207,215,132,84,51,44,8,0,826,375,441,410,273,167,89,36,14,7,1812,931,412,533,710,561,475,281,232,100,4235,0,6,0,5,0,0,0,0,0,11,33,83,116,73,48,36,8,4,0,401,33,89,116,78,48,36,8,4,0,412,2933,4290,5213,3464,2416,1480,590,392,121,20899
LGA16610,36,16,9,18,16,15,15,9,3,137,0,3,0,0,0,4,0,0,0,7,3,3,0,5,20,12,14,5,0,62,0,0,0,0,0,0,0,0,0,0,3,3,3,3,5,3,3,0,0,23,90,44,31,43,43,19,14,3,0,287,183,113,115,214,266,254,241,192,59,1637,35,14,17,16,24,18,16,4,0,144,20,12,8,15,12,5,9,6,0,87,197,122,86,148,210,204,216,127,41,1351,107,58,23,55,56,40,14,13,6,372,28,14,6,16,0,10,0,0,0,74,3137,1844,1408,2151,2395,2203,1896,1227,428,16689,4,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,0,0,9,0,4,0,0,0,7,0,0,0,11,3,0,0,5,0,0,0,0,0,8,3,4,10,4,13,10,6,0,0,50,6,4,10,9,13,10,6,0,0,58,939,396,369,353,375,213,132,62,16,2855
LGA16650,21,22,34,36,24,27,17,11,5,197,59,48,35,43,30,21,10,0,0,246,20,23,35,27,35,50,30,28,6,254,268,145,165,161,171,117,79,38,10,1154,31,38,44,39,41,19,14,18,4,248,137,91,139,131,91,56,21,8,0,674,152,112,207,208,267,200,154,209,119,1628,39,37,36,34,36,33,45,42,32,334,19,23,24,21,10,12,17,5,0,131,246,170,227,231,244,255,171,240,159,1943,169,111,177,159,102,71,29,9,9,836,25,34,26,33,27,20,8,5,4,182,9141,5965,8279,8444,7328,7039,5571,4244,1834,57845,198,310,619,199,112,65,25,14,3,1545,2714,1779,1950,1171,678,361,156,53,20,8882,23,16,28,30,26,36,20,18,7,204,0,0,0,0,0,0,0,0,0,0,57,74,106,70,48,27,5,9,3,399,57,74,106,70,48,27,5,9,3,399,1734,1553,2035,1850,1512,893,432,246,98,10353
LGA16700,29,23,35,37,27,25,8,10,3,197,23,7,26,20,10,6,5,11,3,111,41,48,43,62,66,57,53,45,12,427,271,240,188,234,231,220,164,93,14,1655,37,44,58,50,35,28,11,15,9,287,200,133,197,170,91,61,21,15,4,892,454,387,483,484,631,452,286,343,147,3667,20,16,22,16,23,4,19,7,0,127,22,17,26,17,22,23,16,14,0,157,506,417,437,486,503,392,289,326,126,3482,242,274,280,263,194,125,80,62,16,1536,24,15,8,21,22,15,13,5,5,128,10358,7347,8192,9194,8366,6748,4916,4399,1677,61197,376,304,505,361,258,131,81,36,4,2056,425,338,408,305,192,107,42,22,4,1843,59,33,59,57,49,57,50,35,5,404,0,0,3,0,0,0,0,0,0,3,84,96,124,107,69,37,23,17,3,560,84,96,127,107,69,37,23,17,3,563,2743,3457,3164,2937,2289,1252,593,394,107,16936
LGA16900,71,41,55,47,45,41,26,19,5,350,18,9,10,12,5,5,4,0,0,63,80,42,51,75,125,83,98,97,14,665,0,0,3,0,3,3,0,0,0,9,17,6,16,13,8,16,7,0,0,83,136,94,63,76,84,49,36,13,0,551,196,173,151,305,323,294,214,143,43,1842,63,46,34,35,31,34,18,17,4,282,11,10,3,5,9,3,3,3,3,50,606,468,235,385,435,332,221,133,48,2863,209,149,100,95,114,51,21,6,0,745,3,3,3,10,9,7,5,0,0,40,9274,5705,5215,6706,6431,5076,3633,2134,491,44665,0,7,6,3,7,10,4,3,0,40,131,69,86,85,45,44,22,3,0,485,0,0,0,0,3,3,3,0,0,9,0,0,0,0,5,0,0,0,0,5,22,28,25,29,19,17,4,3,0,147,22,28,25,29,24,17,4,3,0,152,2889,1293,1283,1188,884,502,237,130,28,8434
LGA16950,98,54,50,76,68,70,47,20,15,498,33,39,13,18,27,22,13,7,0,172,39,16,35,56,73,80,103,82,12,496,3,3,3,3,0,0,0,0,0,12,18,11,7,14,18,23,17,4,6,118,277,184,101,115,162,110,44,25,12,1030,418,283,244,463,590,724,695,521,150,4088,61,41,26,32,45,48,45,19,7,324,16,11,9,9,13,13,21,3,3,98,776,467,308,509,638,748,633,480,142,4701,414,249,132,235,232,125,74,31,10,1502,3,8,4,9,9,15,11,4,6,69,10867,6100,4911,7573,8786,9304,8050,5478,1467,62536,24,4,15,22,13,6,3,0,0,87,34,11,20,22,13,8,3,0,0,111,5,0,3,9,11,12,14,6,4,64,3,0,3,5,4,3,0,0,3,21,63,35,47,82,53,38,12,4,0,334,66,35,50,87,57,41,12,4,3,355,3869,1990,1659,1811,1951,1447,881,489,118,14215
LGA17000,14,6,6,12,3,6,5,0,0,52,6,0,8,5,3,4,0,0,0,26,6,4,8,16,16,8,6,3,0,67,0,0,0,3,3,0,0,0,0,6,9,3,0,6,5,6,0,3,0,32,57,29,21,28,19,11,0,3,0,168,54,39,60,136,130,97,71,37,17,641,18,14,5,4,9,5,3,3,0,61,7,5,6,8,9,11,0,0,3,49,288,174,161,259,262,196,123,66,25,1554,91,43,32,55,33,20,11,3,0,288,13,4,8,10,4,15,9,3,0,66,3996,2265,2129,2736,2507,1788,958,651,218,17248,0,0,0,0,0,4,0,0,0,4,5,8,3,10,3,0,0,0,0,29,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,18,8,11,16,8,3,0,0,0,64,18,8,11,16,8,3,0,0,0,64,782,444,452,354,278,157,51,21,7,2546
LGA17050,15,13,6,9,17,9,0,0,0,69,8,3,0,6,0,0,0,0,0,17,15,10,14,14,19,39,33,8,0,152,0,0,0,6,0,0,0,0,0,6,6,7,6,6,3,5,0,0,0,33,39,28,11,19,15,7,3,0,0,122,26,63,33,68,124,95,53,12,4,478,9,6,0,4,8,5,0,0,0,32,18,33,21,9,23,8,4,0,0,116,134,112,115,148,138,104,51,18,3,823,55,87,49,35,21,11,4,3,3,268,3,8,3,7,3,3,3,0,0,30,2086,1833,1416,1787,1662,1223,588,213,46,10854,0,4,0,0,5,0,0,0,0,9,13,10,4,8,3,0,0,0,0,38,11,3,14,14,11,12,9,0,0,74,0,0,0,0,0,0,0,0,0,0,14,18,9,10,9,0,0,0,0,60,14,18,9,10,9,0,0,0,0,60,664,919,689,553,468,355,109,19,3,3779
LGA17100,12,11,16,11,7,15,7,9,3,91,9,9,7,5,6,0,3,0,0,39,6,5,9,18,7,10,14,17,12,98,70,49,37,33,50,27,11,10,5,292,11,12,14,6,10,12,3,6,3,77,32,61,66,35,46,18,7,3,0,268,269,208,212,208,197,119,75,55,35,1378,4,0,3,4,0,6,0,3,0,20,32,19,15,23,22,6,6,0,3,126,179,133,163,142,138,94,72,67,34,1022,46,71,54,61,42,29,15,3,3,324,24,0,10,9,4,0,7,0,0,54,3256,2644,2398,2426,2400,1805,1303,1114,486,17832,626,571,687,466,471,246,119,73,22,3281,390,245,228,185,139,66,14,6,0,1273,0,4,6,8,9,5,8,5,5,50,0,0,0,0,0,0,0,0,0,0,42,56,61,28,30,21,3,0,0,241,42,56,61,28,30,21,3,0,0,241,601,916,723,608,568,249,144,81,41,3931
LGA17150,53,50,40,53,47,33,39,23,8,346,53,43,50,33,30,39,12,4,7,271,86,92,85,145,133,145,119,80,24,909,149,103,89,100,93,68,42,12,0,656,114,93,120,102,120,101,54,55,29,788,409,412,309,284,318,155,58,23,11,1979,492,399,585,895,1075,993,683,702,191,6015,153,91,65,92,90,72,59,40,10,672,30,18,27,22,13,14,10,6,3,143,1887,1452,922,1255,1529,1252,759,757,269,10082,536,416,338,360,332,193,100,49,16,2340,43,38,40,40,45,36,20,14,5,281,29579,20317,19075,22637,22298,18133,10762,8737,2749,154287,130,115,119,157,112,80,35,18,3,769,343,274,205,212,206,108,38,12,5,1403,33,32,37,37,34,52,16,14,5,260,3,0,0,0,0,0,0,0,0,3,71,87,111,102,90,36,21,7,3,528,74,87,111,102,90,36,21,7,3,531,5938,4020,4403,3901,3800,2328,994,644,165,26193
LGA17200,8,30,53,25,32,28,9,5,0,190,24,45,36,29,30,12,3,0,0,179,36,124,257,152,109,111,64,45,13,911,16,22,46,23,8,12,5,6,0,138,3,64,97,45,23,25,13,4,0,274,81,362,375,131,98,56,20,10,4,1137,118,427,801,495,447,352,170,125,61,2996,3,23,31,17,26,21,14,5,0,140,21,28,45,26,19,15,11,3,0,168,146,551,860,581,441,364,181,114,28,3266,98,443,549,231,189,85,57,20,5,1677,3,23,41,32,36,16,15,7,0,173,4224,9832,17637,11049,7811,6481,3928,2517,828,64307,60,324,542,137,74,53,12,6,4,1212,231,521,703,283,192,136,47,17,3,2133,149,200,423,223,248,262,240,236,66,2047,5,7,11,6,12,3,0,0,0,44,53,203,382,194,133,63,21,11,3,1063,58,210,393,200,145,66,21,11,3,1107,2515,7051,12766,7261,4406,2731,1069,497,125,38421
LGA17310,65,46,32,45,37,17,19,13,0,274,17,16,11,4,14,15,9,4,5,95,22,21,25,28,30,22,26,17,4,195,0,0,0,3,0,0,0,0,0,3,8,9,5,7,22,4,0,5,0,60,74,56,52,48,76,38,27,0,0,371,292,198,259,361,524,478,347,286,90,2835,77,40,33,37,43,29,17,12,5,293,5,10,10,16,14,29,17,5,5,111,591,362,285,440,501,474,371,255,94,3373,252,117,86,117,131,72,47,25,7,854,9,5,3,3,7,11,8,3,0,49,8853,5448,4764,5807,6359,5437,3862,2621,864,44015,14,0,16,12,7,0,0,0,0,49,16,3,13,17,3,4,0,0,0,56,0,0,0,0,6,0,0,0,0,6,0,3,0,0,6,0,0,0,0,9,20,14,18,28,14,6,8,0,0,108,20,17,18,28,20,6,8,0,0,117,1565,886,721,625,628,422,180,78,53,5158
LGA17350,3,4,3,3,9,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,97,34,29,44,58,44,32,20,14,372,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,17,4,0,4,7,0,0,0,0,32,29,24,27,36,49,58,49,53,21,346,3,3,0,0,3,5,3,3,0,20,3,0,3,9,0,4,3,0,0,22,70,45,37,55,61,77,47,46,11,449,10,9,3,7,6,3,3,0,0,41,0,0,0,0,0,0,0,0,0,0,989,468,447,609,710,658,498,356,137,4872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,6,151,77,52,64,40,39,20,11,4,458
LGA17400,11,6,13,10,4,8,7,7,3,69,0,0,0,0,0,0,0,0,0,0,3,6,3,3,3,15,3,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,23,3,14,9,9,6,9,0,3,76,23,15,35,36,72,70,60,59,9,379,25,0,7,6,9,16,4,4,0,71,8,0,5,6,6,7,7,0,4,43,64,55,20,51,80,69,58,32,23,452,27,16,6,12,33,21,10,0,0,125,6,0,3,0,0,0,0,0,0,9,885,429,445,583,769,776,553,337,118,4895,3,0,4,3,0,0,0,0,0,10,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,4,7,5,4,4,0,0,0,28,4,7,7,5,4,4,0,0,0,31,281,86,103,99,154,105,54,21,5,908
LGA17420,62,54,48,59,75,36,16,10,0,360,245,128,101,107,86,57,18,22,4,768,97,72,62,143,129,155,109,60,24,851,164,116,95,101,116,60,36,13,3,704,137,103,45,104,128,50,22,9,4,602,964,946,606,640,551,286,81,28,3,4105,705,480,470,777,898,797,407,220,71,4825,49,37,24,44,46,48,36,11,4,299,143,67,106,118,104,102,47,27,9,723,1633,1084,772,1038,1235,1184,553,319,171,7989,453,370,280,311,324,239,80,30,11,2098,86,54,45,59,54,38,17,5,6,364,24732,16416,13077,16986,17071,14813,6885,3565,1124,114669,830,549,442,734,685,295,125,67,13,3740,787,516,412,520,401,211,72,35,10,2964,25,26,23,29,35,36,6,12,0,192,0,0,0,0,0,0,0,0,0,0,285,311,237,281,286,131,66,28,3,1628,285,311,237,281,286,131,66,28,3,1628,4492,3183,2633,3323,3091,1889,733,306,66,19716
LGA17450,6,4,3,5,3,4,0,3,0,28,0,0,0,0,0,0,0,0,0,0,5,3,4,6,9,4,3,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,13,5,7,3,6,5,3,0,0,42,23,7,18,40,50,45,45,28,6,262,10,3,0,3,3,0,4,0,0,23,7,0,0,0,3,0,3,0,0,13,53,9,16,43,31,23,32,11,4,222,15,0,0,9,4,5,0,3,0,36,0,0,0,0,0,4,0,0,0,4,488,198,232,340,400,354,276,161,50,2499,0,0,3,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,6,130,60,72,45,56,64,17,13,6,463
LGA17500,5,11,7,3,10,9,4,5,0,54,3,0,0,3,0,0,0,0,0,6,14,0,13,10,15,4,15,15,3,89,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,3,3,15,14,11,4,12,8,6,9,5,0,69,26,23,33,35,88,82,67,41,16,411,4,3,0,3,0,0,0,0,0,10,4,3,4,7,5,5,3,5,0,36,80,50,40,67,92,87,55,41,19,531,35,8,13,10,18,14,14,3,0,115,0,0,0,0,0,0,0,0,0,0,1702,878,940,1196,1253,1121,764,569,191,8614,3,0,0,4,0,0,3,0,0,10,3,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,3,0,0,16,0,0,3,4,6,0,3,0,0,16,365,154,171,154,148,88,37,19,3,1139
LGA17550,122,92,93,84,97,78,51,30,4,651,13,14,18,7,23,15,13,14,0,117,47,33,26,47,70,73,105,57,15,473,0,0,0,0,0,0,0,6,0,6,13,17,14,18,22,26,7,9,0,126,139,119,63,89,107,74,48,17,3,659,268,232,218,445,661,723,814,683,193,4237,44,20,14,34,48,37,40,29,3,269,140,68,68,91,82,58,91,39,17,654,580,358,250,473,607,636,697,630,169,4400,327,212,118,206,225,157,91,66,11,1413,7,7,4,7,10,14,11,6,6,72,8646,5395,4206,6768,7753,7788,7809,6050,1656,56071,103,50,42,61,73,30,0,6,3,368,10,4,15,9,18,9,10,3,0,78,19,3,9,16,6,11,4,9,5,82,6,3,3,7,0,0,0,0,0,19,74,65,73,102,83,57,19,9,3,485,80,68,76,109,83,57,19,9,3,504,3716,1792,1757,1845,2015,1438,820,541,168,14092
LGA17620,10,5,0,5,9,6,0,0,5,40,3,3,3,3,3,0,0,0,0,15,7,5,5,0,5,3,7,4,0,36,3,0,0,0,3,3,0,0,0,9,0,0,0,0,0,3,0,0,0,3,4,5,3,3,4,0,5,0,0,24,35,23,45,65,104,88,63,44,11,478,15,4,9,5,9,3,3,0,0,48,0,3,0,0,3,6,5,0,0,17,121,96,74,113,129,122,87,61,21,824,16,15,9,15,13,7,3,0,0,78,0,0,0,0,0,0,3,0,0,3,1972,1240,1144,1405,1594,1360,944,628,216,10503,3,0,3,10,0,0,0,0,0,16,3,3,5,5,0,0,0,0,0,16,0,0,0,0,3,5,0,0,0,8,3,0,0,0,0,0,0,0,0,3,3,3,3,0,8,0,0,0,0,17,6,3,3,0,8,0,0,0,0,20,403,195,174,163,161,121,41,16,3,1277
LGA17640,3,0,0,3,3,4,0,0,0,13,0,0,0,0,4,0,0,0,0,4,0,0,0,3,3,8,3,3,0,20,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,4,5,4,6,0,0,0,0,29,17,7,9,31,35,43,17,23,3,185,0,0,6,0,0,0,5,0,0,11,0,3,0,3,4,0,3,3,0,16,66,55,46,81,69,94,101,49,18,579,7,7,0,12,5,16,5,0,0,52,0,0,0,0,0,0,0,0,4,4,1109,499,455,772,821,842,638,344,92,5572,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,3,0,0,22,0,0,0,6,10,3,3,0,0,22,159,43,79,93,84,89,38,14,6,605
LGA17650,23,3,5,14,5,5,0,3,3,61,0,0,0,0,0,0,0,0,0,0,5,3,0,6,3,5,3,0,3,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,10,5,6,9,0,8,0,0,0,0,28,18,23,21,43,56,71,34,23,3,292,18,6,10,5,12,3,4,3,0,61,0,0,0,0,0,0,6,4,0,10,69,25,20,45,40,52,32,19,8,310,37,12,5,19,17,12,8,0,0,110,3,3,0,0,0,3,0,0,3,12,881,470,361,605,683,609,402,194,71,4276,0,0,4,0,0,0,0,0,0,4,3,3,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,7,10,0,0,0,0,31,6,3,5,7,10,0,0,0,0,31,210,94,89,117,128,102,27,18,5,790
LGA17700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,3,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,3,8,10,17,15,16,10,3,87,0,0,0,0,0,0,5,0,0,5,0,0,0,4,0,0,0,0,0,4,29,13,14,31,25,23,22,4,3,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,65,85,148,163,137,117,54,18,1000,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,6,40,10,20,15,16,15,5,0,0,121
LGA17750,30,35,16,21,38,16,13,3,0,172,21,17,10,7,4,4,3,3,0,69,243,166,99,131,141,102,69,47,21,1019,31,23,9,14,10,5,0,0,0,92,5,14,14,14,7,3,0,0,0,57,152,123,88,80,95,53,16,4,6,617,506,447,414,560,613,567,470,339,119,4035,51,33,19,34,38,15,16,8,4,218,32,26,7,19,19,17,12,9,6,147,525,691,350,474,591,432,300,214,78,3655,201,166,93,103,87,40,35,23,4,752,0,7,3,3,3,5,0,3,0,24,9532,7696,5425,6148,6208,4627,3171,2161,740,45708,34,27,38,31,11,4,4,0,0,149,33,43,39,24,16,9,0,0,0,164,3,10,5,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,3,9,39,21,16,12,3,0,3,4,107,9,39,21,16,15,3,0,3,4,110,1917,1784,1126,764,695,379,130,82,21,6898
LGA17800,0,3,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,4,6,5,3,3,3,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,3,3,3,0,0,3,26,17,9,4,20,44,38,39,16,5,192,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,3,87,60,39,68,99,88,57,59,15,572,11,5,5,6,7,4,4,0,0,42,0,0,0,0,0,0,0,0,0,0,528,261,209,409,516,422,356,247,56,3004,0,0,6,0,0,0,0,0,0,6,0,3,7,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,7,3,3,0,3,0,3,0,0,0,12,6,3,0,3,0,7,0,0,0,19,230,93,79,114,106,62,33,17,4,738
LGA17850,6,6,5,10,3,5,8,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,40,19,31,60,81,66,74,36,16,423,4,0,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,12,4,3,16,9,10,4,3,0,61,4,3,3,0,4,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,513,242,253,370,408,405,242,157,63,2653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,30,32,47,39,26,13,6,0,285
