SUA_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
1010,0,0,0,6,5,39,135,92,23,300,0,0,3,15,8,19,30,13,14,100,0,0,0,12,8,3,7,7,5,39,0,6,37,204,7,0,0,0,0,253,0,4,8,43,35,63,148,135,67,505,12,82,136,651,585,621,495,236,80,2892,0,0,0,0,0,10,3,0,0,16,0,11,9,37,8,13,8,0,4,90,0,0,4,31,45,45,24,5,4,161,5,66,95,659,312,342,200,47,18,1743,0,0,0,86,38,29,58,20,17,242,0,0,0,5,7,6,0,3,0,27,3,14,26,93,100,164,230,187,86,912,0,15,3,36,26,26,24,3,0,138,8,42,76,307,224,170,143,83,21,1079,0,7,3,50,26,19,21,6,3,141,0,13,0,30,15,10,5,0,0,75,3,35,42,322,143,80,22,4,0,654,0,0,0,13,15,18,9,4,0,59,4,42,70,207,105,95,78,26,3,635
1011,0,0,0,0,0,5,13,4,0,18,0,0,3,0,0,0,0,0,0,3,0,14,44,132,24,16,7,6,0,234,0,0,5,40,0,0,0,0,0,42,0,0,0,9,5,23,34,30,11,112,0,20,29,119,91,126,102,61,15,564,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,18,0,0,5,14,18,18,10,0,6,60,0,9,13,116,50,61,36,12,0,294,0,0,0,6,8,3,10,0,0,36,0,0,4,0,7,0,3,0,0,14,0,0,7,14,17,18,37,34,12,137,0,3,0,5,0,4,0,0,0,13,7,6,13,56,50,27,32,13,6,207,0,0,0,11,0,0,4,0,0,21,0,0,0,58,0,5,0,0,0,66,0,17,23,39,31,14,12,4,0,127,5,0,0,0,0,0,3,0,0,6,0,16,16,43,21,11,27,4,0,141
1012,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,14,21,305,4,5,7,0,0,344,0,0,0,0,0,4,13,5,3,27,0,6,7,42,24,21,19,3,4,135,0,0,0,0,0,0,4,0,0,4,0,3,6,51,0,0,0,0,0,65,0,0,3,0,4,6,3,0,0,13,0,10,22,97,33,17,11,9,0,203,0,0,0,7,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,5,0,26,0,5,0,0,0,0,0,0,0,6,0,14,7,26,7,3,0,4,4,66,0,12,8,44,11,5,4,4,0,88,0,0,0,23,0,0,0,0,0,25,0,6,0,14,6,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4,13,3,0,3,0,0,24
1013,0,0,0,0,0,6,3,4,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,0,0,0,0,0,40,0,0,0,0,0,3,11,10,3,32,0,0,0,16,16,32,46,24,8,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,33,21,12,16,4,0,82,0,0,0,0,0,3,5,5,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,17,19,4,58,0,0,0,0,0,0,3,0,0,11,0,3,0,3,7,0,10,3,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,14,8,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,12,0,0,26
1014,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,55,6,0,0,0,0,71,0,0,0,0,0,0,12,8,0,18,0,5,6,23,24,22,23,5,5,117,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,14,0,0,0,0,0,4,0,0,0,7,0,9,7,48,15,11,19,0,0,116,0,0,0,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,12,3,29,0,0,0,0,0,0,0,0,0,4,0,0,0,8,6,0,3,0,0,15,0,0,0,5,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,9,0,0,0,13,15,3,0,0,0,35,0,0,0,0,0,0,0,0,0,6,0,0,4,3,10,7,5,0,0,26
1015,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,5,5,0,23,0,0,0,8,17,19,6,7,8,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,6,0,0,0,34,11,19,9,0,0,68,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,6,0,24,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,5,0,15,0,0,0,0,5,3,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,4,8,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,4,0,0,22
1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,5,0,29,33,85,15,15,9,4,0,180,0,0,0,0,0,0,0,0,0,0,0,9,15,30,3,0,0,0,0,59,0,0,0,0,3,0,0,0,0,3,6,18,8,85,26,30,12,0,0,190,0,0,0,0,0,0,0,0,0,0,0,10,25,16,24,10,3,0,0,95,0,0,0,5,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,3,6,7,15,11,6,0,0,0,52,0,3,0,7,4,0,3,0,0,14,5,0,8,65,0,0,0,0,0,75,0,0,0,11,5,4,4,0,0,24,0,0,5,8,16,5,4,0,0,36,0,0,0,7,6,3,0,0,0,16
1017,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,10,0,3,0,6,10,17,4,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,4,5,36,11,16,12,5,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,4,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9
1018,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,20,0,0,0,0,4,5,9,7,0,28,0,3,10,35,38,43,31,14,0,174,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,13,0,0,0,0,5,0,0,0,0,18,0,9,13,47,20,28,16,4,0,138,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,4,4,5,28,0,0,0,0,3,3,0,0,0,8,0,0,3,14,13,4,0,5,0,48,0,4,0,7,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,11,6,0,6,15,15,3,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,4,3,18,8,9,8,3,0,54
1019,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,5,11,0,17,0,0,3,15,14,11,16,13,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,9,0,0,3,23,11,18,11,0,0,56,0,0,0,0,4,0,7,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,10,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,0,0,0,12,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,15,7,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13
1020,0,0,0,0,0,3,5,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,21,0,0,6,9,23,18,8,0,0,65,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,3,13,9,4,6,0,0,39,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,9,3,0,27,0,0,0,0,0,0,0,0,0,0,0,3,6,12,5,3,0,0,0,31,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,10,9,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,0,0,23
1021,0,0,0,0,0,0,8,0,0,14,0,0,0,0,0,7,4,3,0,16,0,0,0,0,3,0,0,0,0,6,0,0,0,9,0,0,0,0,0,9,0,0,0,7,0,9,19,21,9,60,0,15,13,57,48,60,64,46,23,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,7,0,0,25,0,0,5,36,17,25,8,0,0,103,0,0,0,4,0,0,6,0,3,18,0,0,0,7,0,4,0,0,0,18,0,0,3,4,3,13,10,15,12,59,0,0,0,0,0,0,0,0,0,5,0,6,3,23,15,11,15,11,0,88,0,0,0,0,4,5,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,17,11,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,5,11,12,7,6,9,8,0,53
1022,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,23,0,0,0,0,0,0,4,3,4,12,0,0,7,14,11,10,12,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,9,11,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,10,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,16
