SUA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
1010,5,5,0,6,0,0,5,221,0,0,9,5,0,24,4,3,0,3,0,0,0,0,0,53,4,40,180,155,216,116,241,137,17,6,7,5,0,0,25,1154,46,313,299,79,22,24,40,36,0,15,9,10,0,0,43,937,0,8,4,18,28,76,111,49,15,6,6,10,8,3,12,351,0,4,0,30,116,126,318,133,21,12,18,14,3,0,17,808,5,24,60,54,29,23,22,9,0,0,0,5,3,0,10,238,4,16,53,76,99,48,71,56,11,18,14,19,8,0,19,519,0,0,0,0,0,10,106,102,62,82,115,43,3,0,12,533,76,396,137,69,66,43,66,32,6,7,4,0,0,0,39,941,38,70,457,1126,1335,1045,893,335,70,78,39,70,38,31,183,5815,0,0,17,14,6,5,0,0,0,0,0,0,0,0,0,45,0,0,5,7,14,9,38,65,20,11,9,19,0,0,4,204
1011,4,0,0,0,0,0,0,18,0,0,0,0,0,6,3,3,9,82,144,111,20,4,3,389,0,4,18,18,6,18,37,24,3,0,0,4,0,0,4,139,3,40,29,9,0,4,9,7,5,0,6,9,0,0,11,124,0,0,0,0,0,14,29,22,0,6,12,20,5,0,5,111,0,0,0,0,4,4,9,9,3,0,8,13,0,0,0,62,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,19,0,5,17,17,6,12,17,32,44,40,46,72,25,0,20,353,0,0,0,0,4,0,13,10,8,26,16,13,6,0,0,94,15,97,28,18,18,4,9,4,0,0,0,3,0,0,7,209,8,19,94,218,212,141,180,71,18,3,5,11,7,10,35,1030,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,11,9,0,0,5,0,0,0,33
1012,3,0,5,6,0,0,0,19,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,3,3,3,0,6,10,0,0,0,3,0,0,0,36,0,16,8,0,5,0,0,0,0,0,0,3,0,0,3,31,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,5,10,8,3,7,0,0,0,4,4,43,0,3,3,6,3,5,0,4,5,0,0,0,0,0,0,29,0,0,0,3,7,0,7,0,5,0,0,7,0,0,4,36,0,0,0,0,0,3,125,190,117,144,72,32,3,0,10,703,3,24,3,4,4,0,3,4,0,0,0,0,0,0,4,55,5,4,30,35,48,41,53,39,0,0,7,0,0,3,11,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,18,57,23,15,13,17,10,0,8,162
1013,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,14,6,10,3,0,4,0,0,0,0,0,0,0,44,3,18,10,3,0,0,0,0,0,0,0,0,0,0,0,46,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,10,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,11,0,0,9,0,0,0,8,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,14,20,9,15,13,11,0,0,0,75,7,35,13,0,5,4,0,0,0,0,0,0,0,0,0,72,3,9,45,58,46,38,23,0,0,0,0,0,4,0,21,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
1014,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,8,0,0,9,3,0,3,8,3,0,0,0,3,0,0,0,32,0,15,7,5,0,0,0,3,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,7,0,0,0,0,0,4,9,15,0,0,9,9,3,0,6,48,0,0,0,0,6,0,6,7,3,0,0,0,0,0,12,25,0,0,0,9,5,0,10,0,3,0,0,0,0,0,0,32,0,0,0,0,0,3,32,38,11,18,20,21,0,0,0,144,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,34,0,5,26,55,51,26,25,13,0,0,0,9,0,7,10,239,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,9,0,0,0,3,3,0,0,26
1015,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,7,16,3,0,5,0,5,0,0,0,0,0,0,0,0,42,0,0,11,31,39,18,15,7,0,3,0,0,0,0,8,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5
1016,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,11,5,0,0,0,3,5,0,0,30,93,286,163,29,10,6,7,16,4,3,9,8,3,0,62,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,23,32,58,65,33,11,8,0,240,0,0,0,0,0,4,4,0,3,6,0,0,0,0,0,22,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,14,4,0,0,6,37,80,107,65,8,4,3,20,0,0,17,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,58,9,12,27,11,9,4,12,172
1017,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,11,5,13,3,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,11,29,32,10,11,7,0,0,0,0,0,0,15,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,0,3,0,0,0,0,0,0,0,0,21,15,40,13,0,7,7,6,5,0,0,0,4,0,0,4,99,0,0,0,0,0,6,19,5,0,0,6,0,0,0,0,39,0,0,0,0,0,8,7,3,0,5,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,3,0,4,8,6,0,4,0,4,0,0,0,38,0,0,0,0,0,0,3,3,11,0,10,18,0,0,0,49,0,25,3,3,4,0,9,0,0,0,0,0,0,0,0,51,0,5,22,62,84,51,49,27,0,4,3,8,0,0,15,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,5,0,0,5,0,0,0,29
1019,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,4,0,0,0,0,0,0,0,5,15,0,8,10,3,0,0,0,0,0,0,0,0,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,3,12,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,3,5,8,0,3,5,0,0,0,23,9,12,9,4,0,0,0,0,0,0,0,0,0,0,0,36,0,4,14,37,19,16,12,7,7,0,0,0,0,0,13,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,13
1020,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,3,0,0,0,0,0,20,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,11,5,0,0,0,0,5,0,0,0,0,3,32,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,20,8,8,4,0,0,0,0,0,0,0,0,0,0,45,0,0,15,29,45,17,25,3,0,0,0,0,0,0,9,147,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
1021,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,13,4,0,7,9,0,3,0,0,0,0,4,54,0,20,8,0,0,6,0,0,0,0,0,3,0,0,3,43,0,0,0,0,0,4,5,0,0,0,0,0,4,0,0,15,0,0,0,3,8,0,9,0,0,0,0,0,0,0,0,28,0,3,3,3,3,0,0,0,0,0,0,0,0,0,4,19,0,0,0,5,10,6,7,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,9,6,41,15,8,6,3,5,0,0,0,0,0,0,0,4,95,20,31,95,126,116,79,82,29,0,4,0,14,0,4,32,632,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9
1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,5,4,0,0,0,0,0,0,3,23,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,5,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,13,3,10,4,6,0,0,0,47,0,11,4,0,5,0,0,0,0,0,0,0,0,0,0,24,0,0,11,30,23,9,10,16,0,7,0,0,0,0,6,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
