SUA_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
1010,1284,3237,9765,11811,11961,8562,1575,116,8,48324,2628,2371,3079,2805,2949,3173,1597,293,21,18925,793,857,1225,1093,1096,1129,424,53,4,6671,90,147,346,259,244,144,43,31,6,1310,4795,6605,14423,15968,16253,13004,3635,491,44,75234,259,437,631,451,523,468,53,4,0,2821,495,194,147,128,118,184,77,7,0,1344,754,631,776,578,640,651,131,9,0,4173,5547,7237,15204,16548,16889,13652,3767,509,50,79400,4382,1589,2206,2188,3176,6401,13998,10353,3203,47496,467,461,1076,995,1060,945,928,897,661,7492,10394,9285,18485,19731,21128,20998,18693,11760,3916,134395,447,2340,6315,6723,8101,5275,768,44,0,30012,3216,2841,5227,7057,6828,6249,1757,183,4,33374,1141,1135,2175,1681,1450,1348,395,51,4,9379,78,104,250,216,195,123,46,26,14,1056,4883,6422,13971,15684,16570,12997,2969,303,21,73819,153,226,269,227,297,201,21,6,4,1402,512,198,255,278,259,276,51,3,0,1847,671,421,523,506,558,486,77,8,3,3249
1011,291,685,2138,2435,2466,1718,370,26,3,10131,708,453,734,660,678,810,490,58,11,4596,68,52,111,104,113,141,49,4,0,635,12,37,78,74,47,31,16,3,5,296,1082,1226,3060,3264,3298,2704,927,97,11,15665,57,88,139,110,120,100,9,0,0,623,104,46,76,44,38,58,13,0,0,380,161,132,211,154,163,159,31,0,0,1003,1241,1354,3270,3416,3462,2862,953,98,12,16667,798,276,454,464,602,1498,3448,2222,747,10509,115,104,314,287,269,226,211,195,134,1860,2147,1740,4035,4171,4331,4588,4612,2516,896,29035,122,506,1340,1568,1914,1199,177,11,0,6828,942,587,1434,1684,1576,1602,481,34,0,8341,72,52,222,149,111,177,65,4,0,850,19,34,81,44,46,31,10,6,0,288,1149,1184,3072,3451,3654,3019,734,53,6,16310,44,45,62,66,71,45,3,0,0,337,121,35,63,82,71,81,19,0,0,479,168,81,129,148,141,126,16,0,0,809
1012,251,609,2097,1619,1377,1143,291,33,5,7416,351,152,362,241,194,233,168,45,6,1757,26,17,76,51,55,43,27,3,0,300,15,27,70,33,29,19,8,0,0,198,641,805,2613,1943,1651,1437,491,85,10,9672,44,39,57,49,49,25,3,0,0,268,36,18,22,11,10,15,9,0,0,119,75,63,76,59,59,35,18,0,0,389,719,864,2690,2000,1715,1476,508,85,10,10058,393,156,218,187,239,431,1014,817,280,3728,118,123,291,212,193,152,123,85,46,1345,1234,1140,3199,2401,2146,2055,1646,982,337,15128,117,541,1392,1118,1103,812,132,11,0,5224,452,288,916,769,562,576,228,28,0,3832,29,38,203,81,52,74,25,0,0,503,11,23,61,35,14,13,0,3,0,168,612,896,2567,2009,1735,1474,389,45,0,9730,13,23,35,24,28,15,6,0,0,136,47,25,31,30,12,14,3,0,0,172,64,47,67,49,42,29,4,0,0,306
1013,74,125,347,438,494,417,113,13,3,2023,149,97,124,142,160,234,125,26,5,1065,8,9,15,12,30,34,22,0,0,135,11,10,9,20,12,17,3,7,0,90,241,240,496,621,697,706,266,47,10,3318,23,23,37,33,28,35,0,0,0,188,15,7,4,3,15,18,5,0,0,64,36,32,37,38,41,54,7,0,0,247,279,266,540,661,737,761,265,47,8,3565,162,60,105,128,218,578,1620,1224,436,4530,25,23,48,43,62,72,117,122,79,585,456,349,691,832,1022,1413,2004,1393,524,8684,27,102,250,295,357,287,51,4,0,1369,195,113,271,342,385,468,184,20,0,1991,20,11,37,30,46,62,12,3,0,223,9,10,16,7,14,13,10,4,0,82,258,239,576,669,803,831,255,27,0,3663,16,11,14,9,19,13,0,0,0,73,12,5,15,4,13,28,5,0,0,90,23,23,27,19,27,40,5,0,0,164
1014,134,370,1014,908,786,711,124,15,0,4062,177,142,185,130,143,210,131,27,0,1145,12,17,31,43,38,54,19,0,0,205,5,16,40,23,14,11,9,0,0,117,329,540,1272,1106,988,981,285,43,0,5536,23,36,47,28,36,32,3,0,0,213,22,18,11,5,11,4,0,0,0,82,50,48,58,37,49,44,8,0,0,291,375,591,1332,1145,1031,1021,288,44,0,5831,257,146,306,245,315,415,902,677,235,3500,42,48,108,74,84,74,74,42,26,573,677,788,1746,1456,1436,1508,1264,756,261,9895,61,272,601,601,599,417,68,5,0,2624,254,174,474,415,413,424,134,8,0,2296,26,24,107,41,42,68,23,0,0,326,9,13,21,13,11,4,4,0,0,88,342,481,1211,1068,1068,917,226,18,0,5332,13,14,19,16,23,11,0,0,0,89,22,10,31,28,24,22,3,0,0,135,36,15,44,43,44,31,3,0,0,225
1015,63,230,538,523,522,448,80,10,0,2417,178,103,146,115,137,151,83,20,3,927,23,7,24,22,18,38,11,5,0,142,8,11,30,19,10,8,5,0,0,93,267,345,740,676,684,651,172,37,5,3581,33,37,51,24,35,33,4,0,0,218,25,15,16,17,9,14,0,0,0,100,66,57,62,36,43,48,4,0,0,318,332,405,808,715,724,697,176,37,5,3899,235,72,117,152,217,393,888,611,232,2923,44,47,93,73,75,69,61,54,31,546,610,521,1012,939,1020,1160,1130,711,269,7370,36,159,315,364,400,294,50,5,0,1626,175,158,323,322,326,316,88,10,0,1728,10,13,63,33,28,29,10,0,0,186,10,9,16,11,9,9,3,3,0,75,227,345,725,728,765,645,155,18,0,3613,14,25,25,29,22,10,3,0,0,117,27,13,17,9,19,16,0,0,0,101,40,33,44,41,37,19,5,0,0,221
1016,127,357,1064,969,809,693,182,18,4,4230,153,102,174,110,118,133,98,25,0,927,12,3,22,18,16,18,3,4,0,101,10,20,41,26,17,13,3,0,4,138,311,476,1304,1128,958,869,294,47,4,5392,19,21,46,22,17,14,3,0,0,139,21,12,11,10,10,8,0,0,0,67,35,31,57,31,27,22,9,0,0,205,344,509,1360,1154,983,883,303,47,4,5592,227,75,142,124,156,208,432,402,152,1929,37,49,138,94,88,74,54,52,62,644,611,632,1646,1372,1230,1165,791,500,217,8167,64,239,687,531,556,365,60,0,0,2508,250,134,414,457,346,352,137,21,0,2112,12,13,70,32,27,25,16,0,0,206,4,13,23,15,13,5,3,3,0,94,334,399,1197,1032,936,757,214,33,0,4910,12,11,25,18,11,4,0,0,0,74,10,7,23,18,11,4,0,0,0,74,25,16,43,37,21,4,3,0,0,147
1017,68,148,332,307,360,281,73,7,0,1575,108,65,122,92,107,130,75,11,5,705,7,8,16,14,17,18,15,3,0,98,11,9,21,17,16,10,0,0,0,87,199,228,483,429,492,443,163,20,5,2468,17,36,40,35,25,34,0,0,0,183,11,11,19,7,11,12,4,0,0,80,30,48,62,43,39,45,8,0,0,265,228,277,544,471,532,480,171,20,5,2729,242,189,423,340,288,425,726,448,132,3211,50,41,55,74,72,81,51,45,19,493,516,504,1022,891,885,983,948,516,154,6426,39,107,184,261,278,190,34,6,0,1097,144,101,232,214,237,273,87,12,0,1292,19,17,37,30,21,31,13,3,0,170,4,7,12,14,9,5,0,0,0,58,202,230,464,518,550,494,136,16,0,2617,15,9,20,24,15,18,0,0,0,92,29,12,18,12,15,23,0,0,0,119,47,22,35,34,28,44,0,0,0,218
1018,136,330,925,912,892,765,147,8,0,4115,287,206,323,262,288,289,152,31,5,1841,18,20,31,35,31,51,20,0,0,207,13,13,28,32,19,12,6,6,0,122,454,566,1310,1237,1225,1114,324,45,6,6281,19,48,63,38,41,52,4,0,0,266,55,25,16,18,13,23,7,0,0,169,73,76,77,62,62,73,14,0,0,442,526,639,1388,1298,1289,1190,341,45,6,6721,330,152,213,191,325,575,1119,686,259,3855,63,77,136,106,112,90,80,48,38,748,913,869,1732,1601,1726,1854,1542,780,303,11319,49,229,568,581,699,597,71,4,0,2807,360,285,585,617,594,530,193,13,0,3183,23,25,99,58,52,58,24,3,0,348,6,9,17,23,18,12,0,4,0,95,447,551,1267,1285,1368,1193,292,28,4,6429,12,24,22,17,22,22,0,0,0,119,48,25,38,32,25,33,6,0,0,218,65,48,57,48,48,53,9,0,0,337
1019,56,151,373,326,380,321,60,9,0,1681,70,57,84,76,74,94,46,15,0,514,16,14,29,14,24,28,7,0,0,134,5,12,11,10,7,6,3,0,0,53,151,237,499,422,491,443,116,23,5,2383,7,13,22,36,30,21,5,0,0,136,7,8,13,6,11,12,3,0,0,61,19,24,39,36,34,34,8,0,0,199,167,262,535,456,527,481,124,24,5,2578,147,75,190,146,161,322,629,431,122,2226,24,17,58,56,47,53,59,36,12,375,343,354,787,662,735,855,821,491,137,5185,24,84,206,163,249,192,31,3,0,951,81,90,209,204,203,231,49,6,0,1076,15,22,60,22,28,38,13,0,0,199,8,0,6,11,0,5,0,0,0,41,122,199,480,401,485,466,98,9,0,2265,4,5,13,15,11,3,0,0,0,57,21,10,8,8,6,12,0,0,0,65,29,15,21,23,13,15,0,0,0,119
1020,81,203,506,634,665,443,83,3,0,2622,136,83,91,80,103,111,72,12,0,686,33,20,23,22,30,55,14,0,0,200,9,8,17,12,21,9,4,0,0,74,252,307,640,746,819,614,171,20,3,3580,12,17,20,20,24,20,4,0,0,116,22,21,5,0,5,11,3,0,0,62,35,38,27,21,30,28,3,0,0,185,292,344,667,769,854,644,176,24,3,3766,194,57,55,80,110,294,644,394,55,1886,15,26,36,35,56,46,42,29,14,301,504,427,758,878,1023,980,865,451,72,5951,44,100,258,325,372,213,39,0,3,1351,185,135,258,361,369,271,69,7,3,1654,27,27,71,47,34,34,10,0,0,254,7,11,12,13,10,7,0,0,0,45,257,267,603,744,778,526,117,4,3,3308,7,13,7,10,10,14,0,0,0,65,27,7,10,8,9,8,5,0,0,75,36,26,24,24,17,19,5,0,0,137
1021,116,361,850,849,907,678,130,16,0,3910,178,185,234,212,219,264,141,31,0,1471,60,43,73,80,63,80,37,3,0,427,10,12,28,25,20,19,3,0,0,122,360,603,1188,1170,1212,1036,311,49,0,5927,28,40,53,37,36,49,8,0,0,255,41,20,13,9,15,12,10,4,0,120,75,60,63,49,48,63,14,4,0,369,434,660,1250,1218,1259,1101,319,52,0,6294,297,144,170,158,270,511,1292,1063,423,4338,23,46,71,72,49,64,69,70,29,492,757,845,1495,1446,1585,1678,1687,1180,455,11126,50,205,470,433,614,414,69,5,0,2266,243,221,513,495,525,491,152,16,4,2650,60,59,148,101,88,81,26,4,0,560,12,9,31,9,11,10,4,0,0,96,365,493,1162,1037,1236,1000,250,25,4,5575,13,20,22,26,23,16,3,0,0,115,50,33,25,16,19,22,4,0,0,170,60,48,49,42,37,33,6,0,0,284
1022,90,221,622,554,491,341,84,9,0,2410,86,48,61,66,64,90,53,20,3,488,16,3,35,25,18,21,7,0,0,126,0,3,16,12,11,7,0,3,0,60,199,276,735,654,575,456,145,32,5,3088,16,9,12,20,12,11,3,0,0,71,11,0,3,8,0,8,0,0,0,31,23,9,15,21,13,17,4,0,0,105,221,283,750,675,589,477,153,35,5,3192,138,29,54,53,87,160,367,297,110,1299,20,13,51,55,39,34,40,23,8,282,376,333,859,786,713,667,554,357,127,4777,39,126,320,244,287,180,26,4,0,1212,152,83,298,316,263,229,62,9,0,1407,20,11,66,43,18,21,4,3,0,193,3,3,14,10,14,9,0,3,3,49,213,226,693,606,577,431,91,26,0,2871,5,11,12,11,3,5,0,0,0,44,14,3,18,8,14,7,3,0,0,65,19,14,28,15,14,15,3,0,0,110
1023,63,189,539,509,469,358,59,7,0,2193,102,53,95,58,57,54,29,3,0,464,4,5,21,18,18,23,5,0,0,109,6,9,23,23,6,4,5,0,0,70,176,259,675,611,559,440,101,12,0,2837,17,21,40,17,22,21,0,0,0,137,23,8,6,3,0,5,5,0,0,53,36,29,45,24,22,30,7,0,0,191,213,290,718,635,579,471,106,12,0,3022,180,55,154,167,139,223,372,208,50,1538,29,20,80,47,61,36,28,24,3,334,422,367,952,843,779,726,506,243,60,4897,43,115,315,234,282,142,29,0,0,1162,121,92,231,233,206,165,48,3,0,1107,12,15,50,29,23,26,6,5,0,155,6,6,10,11,7,3,3,0,0,41,180,224,609,508,511,339,80,10,0,2460,4,3,15,18,10,10,0,0,0,64,13,13,26,13,11,13,3,0,0,89,18,15,41,28,25,24,3,0,0,148
1024,116,224,534,712,976,752,138,15,0,3482,242,141,192,159,204,386,207,55,0,1592,60,34,50,47,59,95,36,6,0,391,8,16,23,25,18,14,5,3,0,103,435,418,802,937,1261,1253,389,80,0,5566,16,27,26,35,42,43,10,0,0,200,27,9,16,4,12,20,11,0,0,98,47,33,38,39,56,70,22,0,0,299,483,457,832,980,1316,1317,404,79,0,5875,281,70,146,118,215,700,1909,1453,369,5262,35,25,59,45,75,101,105,139,61,653,801,557,1040,1141,1608,2116,2417,1668,434,11779,28,138,294,362,619,421,50,9,0,1927,269,218,334,533,655,670,214,26,0,2915,74,60,94,73,88,98,31,0,0,516,9,9,17,7,5,11,4,0,0,64,379,413,744,980,1367,1207,292,32,0,5421,10,5,18,13,27,13,0,0,0,85,18,11,21,30,22,40,4,0,0,151,31,17,39,43,48,54,4,0,0,239
1025,2122,6707,21106,20993,19262,13024,2027,139,7,85380,4411,4808,5253,3711,3504,3880,2073,393,30,28062,653,699,1089,928,952,1063,329,49,7,5768,116,249,492,355,285,186,51,23,7,1767,7302,12457,27942,25982,24005,18151,4489,606,49,120981,467,724,1093,725,769,613,99,0,0,4498,906,508,377,199,212,256,100,5,0,2557,1370,1231,1470,927,978,870,200,8,0,7060,8677,13687,29408,26909,24983,19023,4683,612,49,128038,5900,2556,3558,3367,4429,8899,19068,12197,3845,63813,617,841,1695,1419,1268,1203,1137,908,584,9667,15194,17084,34662,31694,30679,29120,24889,13719,4479,201522,985,4875,13486,11764,12737,7369,922,41,0,52178,6227,6610,10698,12021,10546,8643,2231,215,3,57190,949,973,2640,1603,1052,1182,344,28,4,8780,118,207,384,240,200,161,49,24,12,1382,8276,12663,27214,25622,24538,17353,3543,307,16,119533,235,352,488,354,394,232,18,0,0,2072,871,435,495,469,389,362,81,8,0,3105,1108,787,980,830,779,592,101,8,4,5181
1026,183,517,1413,1198,1186,876,133,15,0,5522,341,257,349,242,247,356,162,31,0,1985,32,26,62,52,59,67,29,5,0,337,9,17,46,22,28,17,3,5,0,156,571,816,1872,1511,1521,1316,326,49,5,7990,31,65,76,63,49,36,0,0,0,325,53,29,28,15,17,19,10,0,0,168,81,97,104,82,59,53,15,0,0,491,651,908,1975,1599,1584,1362,345,55,5,8482,429,228,554,519,449,785,1621,1118,396,6096,96,75,193,157,161,120,91,70,28,1006,1180,1214,2721,2277,2195,2271,2055,1242,426,15583,84,357,776,716,749,497,65,8,0,3251,445,343,734,757,699,604,191,14,0,3783,42,53,169,75,63,66,16,6,0,483,14,15,27,23,21,12,5,3,0,123,575,771,1702,1575,1534,1174,272,28,4,7638,18,19,25,32,26,22,6,0,0,147,58,31,42,33,26,35,6,0,0,228,75,53,59,71,48,56,8,0,0,373
1027,240,594,1878,1740,1582,1104,237,19,0,7393,359,191,302,242,242,272,235,52,4,1907,37,19,71,52,51,49,18,5,0,304,5,31,54,22,30,10,9,0,0,167,645,831,2302,2063,1899,1438,503,83,6,9768,27,57,37,42,50,30,0,0,0,243,50,25,22,15,12,13,11,0,0,155,74,84,61,58,64,49,17,0,0,394,713,918,2361,2122,1962,1483,518,85,6,10167,562,163,183,218,301,527,1243,928,341,4463,65,89,159,146,136,114,111,77,59,960,1337,1167,2702,2495,2396,2127,1873,1087,401,15589,100,447,1296,1123,1206,760,113,0,0,5049,498,348,791,933,688,627,237,28,0,4149,38,36,204,108,52,70,27,0,0,534,11,8,36,19,13,16,9,3,0,117,647,842,2328,2190,1960,1467,389,29,0,9852,16,32,24,21,22,13,0,0,0,125,46,26,41,48,14,26,6,0,0,211,58,56,66,70,35,42,6,0,0,334
1028,155,480,1337,1623,1713,1135,242,15,0,6705,537,299,408,385,417,558,313,70,8,2999,34,38,59,61,77,96,38,5,0,407,14,29,33,23,25,27,8,4,0,161,744,853,1828,2087,2231,1818,604,93,11,10270,39,50,76,53,55,54,14,0,0,346,88,38,37,15,21,37,16,0,0,249,125,88,119,71,76,86,30,5,0,592,870,935,1949,2161,2312,1901,632,99,11,10859,525,199,251,254,374,901,2461,2031,710,7708,59,65,137,124,105,131,141,141,120,1030,1452,1197,2336,2541,2791,2937,3230,2263,842,19600,99,366,923,1004,1416,899,129,4,0,4833,668,526,806,1062,1003,1020,315,36,0,5439,63,57,167,95,78,115,42,6,0,628,6,29,22,23,24,16,12,8,5,142,839,983,1916,2187,2520,2045,495,52,8,11039,12,20,35,25,42,29,0,0,0,165,84,35,25,43,45,61,18,4,0,308,99,60,57,68,85,86,16,4,0,476
1029,240,429,920,738,764,513,88,5,5,3696,181,94,116,91,73,83,54,14,0,707,19,13,30,25,28,46,14,0,0,175,7,15,25,12,17,3,0,0,0,87,455,552,1094,864,880,647,151,20,5,4664,29,19,26,24,21,13,0,0,0,125,43,6,3,0,6,11,5,0,0,73,68,31,27,24,17,17,5,0,0,197,519,575,1127,888,903,667,158,20,5,4862,169,40,91,66,109,247,476,289,110,1609,80,98,98,66,48,60,32,23,3,508,771,714,1315,1021,1061,976,672,336,117,6976,44,177,439,321,402,204,31,4,0,1616,212,154,329,392,340,239,54,6,0,1729,26,38,88,51,34,22,3,0,0,267,4,4,16,17,7,0,0,0,0,58,288,376,869,779,794,465,86,5,0,3673,11,15,11,10,10,8,0,0,0,62,26,12,21,16,26,16,0,0,0,101,35,17,30,24,33,20,0,0,0,162
1030,83,196,552,583,559,382,72,0,0,2430,83,85,120,130,181,250,101,20,0,978,20,19,22,38,37,52,23,0,0,209,3,14,23,14,12,12,6,0,0,77,187,310,712,762,784,710,208,27,0,3698,25,36,41,28,28,23,0,0,0,176,23,3,7,7,5,6,5,0,0,59,53,35,44,33,33,24,12,0,0,233,237,347,760,797,815,735,215,27,0,3934,220,43,96,130,214,549,1359,898,246,3748,38,30,59,67,73,79,85,67,24,522,490,423,919,990,1105,1361,1653,993,264,8198,37,117,301,316,437,270,32,0,0,1523,159,117,294,396,383,388,131,10,3,1877,17,11,74,51,46,62,15,0,0,278,4,4,13,9,10,4,5,0,0,54,216,255,688,777,877,724,179,11,0,3729,10,15,23,16,10,12,0,0,0,81,16,16,13,13,14,25,4,0,0,97,25,29,33,25,27,36,4,0,0,181
1031,7888,43664,191734,215812,171747,110447,24330,2120,125,767869,23302,39910,58331,43791,36549,35129,19347,4208,359,260927,10415,17355,26750,21234,18224,17028,5984,858,82,117928,761,2754,7304,5405,3380,2273,684,187,51,22799,42371,103687,284120,286249,229906,164879,50343,7370,617,1169526,1808,5803,11492,9115,7941,6471,1055,51,3,43741,5478,5546,4388,1986,1780,2411,1072,151,10,22833,7286,11347,15881,11102,9725,8881,2131,201,17,66572,49649,115037,300003,297355,239624,173761,52471,7572,627,1236097,84202,40955,55273,45695,48060,72608,125763,87270,30728,590559,6010,9592,24145,19280,13980,11671,8911,7364,5163,106108,139863,165583,379419,362330,301667,258035,187148,102203,36517,1932765,3717,39988,164193,142754,124360,71937,12265,619,33,559861,27857,43649,74695,87108,74334,57110,19664,2444,159,387026,12152,17094,30544,24418,17149,14872,4634,539,42,121449,640,2048,5200,3537,2325,1601,524,165,58,16090,44371,102776,274627,257819,218164,145517,37091,3774,291,1084428,1018,3386,7369,5942,4936,3147,304,17,0,26127,5347,4796,5667,4827,3783,3348,729,47,5,28554,6367,8188,13035,10769,8721,6493,1038,59,10,54677
1032,276,630,1885,1648,1452,1157,266,16,0,7329,420,211,365,243,227,274,220,49,0,2017,32,25,59,49,54,56,20,8,3,311,13,25,57,28,20,14,5,12,3,177,739,898,2367,1969,1754,1500,516,77,7,9833,40,60,89,63,65,43,3,0,0,353,62,30,29,23,13,19,9,7,0,195,101,91,116,86,76,66,11,7,0,552,841,982,2487,2050,1826,1565,530,82,7,10382,603,174,277,281,295,551,1345,1065,351,4949,114,100,238,183,185,127,115,119,82,1262,1564,1263,3001,2511,2309,2244,1988,1270,442,16589,146,465,1307,1063,1134,777,116,8,0,5011,502,332,784,776,679,686,254,31,0,4049,29,38,171,88,57,81,25,0,0,507,21,18,35,23,12,8,3,0,4,121,700,847,2299,1958,1882,1552,402,49,4,9693,25,35,63,33,41,25,3,0,0,226,71,30,54,41,33,33,9,0,0,267,93,67,119,74,72,53,10,0,0,491
1033,115,240,638,608,631,617,120,16,0,2983,187,146,202,174,201,219,136,18,3,1295,20,22,33,25,32,39,23,0,4,191,10,10,36,19,16,19,4,0,0,115,333,420,905,823,883,890,288,38,3,4584,23,46,80,57,48,55,7,0,0,317,35,22,17,12,23,13,9,0,0,132,60,70,98,69,69,64,11,0,0,448,398,493,1007,891,958,948,297,38,3,5036,297,123,210,217,310,607,1274,1011,326,4368,66,62,108,114,107,144,106,108,59,870,756,678,1316,1222,1367,1701,1680,1157,391,10275,53,177,396,389,519,381,63,0,0,1972,266,167,422,420,447,500,117,13,0,2358,23,31,47,41,37,43,15,0,0,231,11,10,19,18,17,7,3,4,0,99,346,382,881,867,1024,933,199,20,0,4657,21,26,40,23,27,25,4,0,0,162,37,33,30,34,23,28,4,0,0,201,59,59,74,61,50,52,7,0,0,363
1034,75,125,370,495,482,346,77,6,0,1974,134,74,134,136,174,217,148,19,0,1032,14,10,24,24,22,39,14,3,0,156,16,3,8,10,10,14,5,0,0,67,243,211,537,667,691,615,245,25,0,3230,6,16,18,20,13,18,0,0,0,101,12,13,12,3,5,14,8,0,0,60,22,25,36,27,21,31,12,0,0,165,258,232,569,691,713,643,254,26,3,3394,143,45,72,99,130,468,1131,777,221,3079,20,17,41,52,59,72,60,47,28,392,423,299,681,840,903,1185,1445,852,249,6862,24,80,192,220,323,208,42,0,0,1087,186,98,282,378,377,428,121,9,0,1883,23,10,67,40,27,49,12,0,0,235,4,5,11,12,6,19,3,4,3,72,240,195,551,658,730,704,178,19,4,3278,3,3,12,11,9,10,0,0,0,59,9,4,10,15,7,22,3,0,0,74,11,12,23,24,20,34,5,0,0,130
