SUA_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
1010,10,0,7,4,0,0,0,0,3,74,0,100,0,0,0,0,0,3,0,3,0,17,0,24,0,0,0,0,0,0,0,10,0,18,0,26,0,0,0,0,0,0,0,3,3,24,0,36,3,5,5,3,0,8,5,21,8,62,0,108,0,10,3,0,0,13,0,37,17,74,0,159,3,11,0,16,0,41,9,98,32,211,5,425,11,27,15,21,6,104,12,117,36,248,0,599,19,62,15,54,19,264,42,192,76,352,3,1100,43,180,35,258,89,478,104,266,106,392,10,1960,54,201,49,404,139,500,122,227,83,314,6,2101,149,200,63,613,180,515,116,198,83,240,5,2354,721,449,112,1739,472,1022,276,335,145,385,11,5662,951,385,107,1983,531,577,192,211,60,196,0,5195,1089,274,77,1698,399,530,139,154,42,115,3,4517,1007,130,49,1018,288,209,80,59,28,57,5,2932,2826,271,78,2228,519,877,137,136
1011,0,0,4,0,0,0,0,4,0,15,0,27,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,37,0,48,5,0,0,0,0,3,0,9,0,16,0,35,3,12,0,3,0,9,0,31,3,61,0,129,0,15,0,11,0,35,6,39,3,58,4,180,14,38,3,33,3,74,5,54,9,81,0,311,28,54,4,130,14,115,11,68,16,85,3,529,42,52,0,152,13,91,5,40,7,57,0,463,66,55,3,204,31,72,11,29,10,45,0,514,272,99,11,442,52,129,22,48,16,73,6,1167,255,69,13,419,54,81,12,31,6,38,3,982,246,34,9,275,33,46,9,16,3,20,0,693,219,21,3,160,24,23,6,11,0,11,0,473,479,49,10,263,32,87,18,15
1012,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,6,0,13,0,4,0,6,0,5,0,14,0,20,0,51,3,7,0,4,0,25,0,5,0,15,0,65,3,8,0,23,0,52,0,27,3,31,0,143,14,21,5,53,14,65,8,11,6,26,0,221,21,9,6,100,6,64,7,16,3,14,0,250,47,18,4,119,15,57,4,5,0,5,0,281,196,29,10,262,34,101,12,18,7,30,0,696,211,23,4,230,48,28,7,8,0,9,0,573,206,12,7,154,33,32,3,5,3,4,0,452,164,8,0,98,28,11,5,6,3,0,0,315,338,10,6,191,34,42,3,4
1013,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,0,0,0,6,0,4,0,5,0,0,0,5,0,13,0,25,0,0,0,6,0,9,0,14,0,19,0,47,0,7,3,13,0,14,0,21,3,26,0,85,0,15,0,31,4,22,4,11,0,24,0,111,5,11,0,41,4,14,5,10,3,13,0,114,10,13,4,43,4,18,0,7,0,15,0,121,51,23,5,92,11,22,0,12,9,11,0,229,35,10,0,75,3,9,6,4,0,10,0,153,51,3,0,40,3,3,0,3,0,3,0,117,29,3,3,22,4,0,0,0,0,4,0,70,61,7,7,55,8,4,4,0
1014,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,0,0,9,0,15,0,0,0,0,0,9,0,7,3,14,0,38,4,7,0,0,0,11,0,8,0,9,0,46,0,4,0,3,0,18,0,12,5,21,0,63,4,11,0,36,6,39,0,14,5,22,0,136,7,12,5,38,6,48,3,14,3,13,0,156,28,7,0,64,12,25,0,3,0,15,0,157,87,8,4,158,23,74,11,8,4,17,0,387,103,8,0,132,29,18,11,5,4,11,0,337,100,0,4,96,16,25,5,6,0,8,0,267,93,7,0,67,9,11,4,3,0,6,0,198,176,11,4,81,16,30,8,0
1015,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,8,0,10,0,0,0,0,0,0,0,8,4,17,0,32,4,0,0,0,0,15,0,4,5,17,0,48,0,9,0,8,4,34,3,16,6,29,4,112,4,10,3,31,6,32,4,9,0,29,0,135,12,13,3,45,13,30,0,9,3,14,0,143,19,5,0,46,3,23,5,3,0,7,0,125,68,15,0,105,15,38,9,5,5,15,0,279,79,8,0,70,8,16,3,6,0,7,0,207,50,7,0,45,4,12,0,0,0,3,0,122,42,0,7,19,7,6,0,0,0,4,0,83,52,3,3,30,6,12,4,0
1016,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,19,0,0,0,6,0,30,0,0,0,3,0,21,0,8,3,10,0,57,0,0,0,14,0,42,0,8,0,22,0,91,13,13,3,44,3,40,3,16,4,22,4,158,19,9,5,53,0,41,3,11,0,11,0,147,42,8,0,57,9,32,5,7,3,13,0,172,121,11,6,169,20,50,3,8,3,20,0,416,97,8,0,170,19,32,3,5,0,3,3,347,73,7,0,75,17,21,4,5,0,6,0,205,71,0,0,50,7,13,0,0,0,0,0,150,157,7,0,100,7,18,3,4
1017,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,6,0,16,0,18,0,0,0,3,0,8,0,11,4,14,0,40,0,0,0,8,0,17,0,15,5,25,5,80,11,8,0,18,3,12,0,19,3,27,0,105,8,4,0,29,7,16,0,9,5,10,0,91,6,10,0,30,0,13,0,11,0,17,0,92,39,18,0,79,7,33,4,10,6,12,0,208,43,10,5,56,0,13,3,3,0,10,3,153,39,3,0,38,6,9,5,0,0,0,0,107,23,0,0,11,6,4,0,0,0,0,0,48,53,4,0,28,8,0,0,3
1018,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,3,0,9,0,4,0,13,0,0,0,0,0,0,0,10,0,13,0,30,0,7,0,4,0,11,0,12,3,30,0,70,4,8,0,16,0,35,3,17,4,23,0,122,15,24,5,51,0,47,4,19,4,44,0,201,16,27,0,60,8,41,0,8,0,13,0,180,30,19,0,72,14,38,4,10,3,21,0,213,111,39,0,208,29,59,14,11,6,31,0,510,113,20,4,136,18,29,8,10,3,12,0,355,95,12,0,87,12,22,3,8,5,4,0,249,68,0,3,47,9,3,0,4,0,5,0,137,104,11,3,70,9,16,0,0
1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,6,0,15,0,20,0,0,0,0,0,3,0,6,0,10,0,25,0,9,0,0,4,13,0,4,3,14,0,51,4,4,5,12,3,16,4,7,4,12,0,63,4,4,0,8,3,10,0,9,0,11,0,55,0,8,0,38,0,12,0,0,3,4,0,73,23,6,0,54,11,28,8,12,0,7,3,156,34,3,4,62,8,10,6,5,0,5,0,126,31,6,0,38,8,6,0,0,7,4,0,97,30,0,0,21,5,5,0,0,0,3,0,61,64,0,0,58,16,25,0,3
1020,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,4,4,7,0,21,5,0,0,0,0,10,0,6,0,14,0,29,0,0,0,6,0,13,0,5,0,16,0,45,3,4,0,21,6,30,0,3,4,18,0,97,5,4,5,26,4,27,0,4,5,15,0,99,11,6,0,42,6,23,0,12,6,11,0,116,41,14,0,133,17,64,4,11,5,7,0,306,62,15,6,97,22,44,6,4,0,6,0,269,78,4,3,109,16,19,14,6,7,3,0,261,59,3,0,50,18,13,4,0,0,0,0,149,134,3,0,84,13,18,4,0
1021,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,8,0,4,3,0,0,3,0,5,0,3,0,18,0,0,0,0,0,3,3,5,0,19,0,30,0,5,0,0,0,10,3,22,0,25,0,68,3,7,3,7,0,25,5,10,6,28,0,98,3,11,5,22,5,49,6,16,12,31,0,167,9,16,6,44,7,34,8,22,6,24,0,175,16,20,5,49,16,44,7,7,3,21,0,192,73,47,11,161,24,97,9,27,4,34,0,494,100,21,4,166,41,25,16,7,7,13,0,397,81,14,5,131,25,26,7,9,6,10,0,317,92,6,5,79,19,17,9,9,0,11,0,233,185,14,5,125,28,38,6,12
1022,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,7,0,10,0,13,0,0,0,0,0,4,0,5,3,11,0,24,0,3,0,0,0,7,3,4,0,7,0,32,0,5,0,14,5,13,0,8,0,12,0,59,9,0,0,17,3,16,0,5,0,7,0,62,15,5,0,44,5,20,0,7,0,9,0,87,35,8,0,97,15,54,3,5,9,5,0,234,44,6,6,91,14,28,3,3,4,4,0,195,52,3,3,72,10,16,6,0,0,0,0,165,30,0,0,45,4,3,0,0,0,0,0,93,100,13,0,105,21,26,5,0
1023,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,3,0,5,0,12,0,14,0,0,0,0,0,0,0,3,0,13,0,19,3,0,0,4,0,12,4,7,0,16,0,47,0,4,0,13,0,13,4,6,0,9,0,60,0,3,0,26,3,28,3,4,3,6,0,86,5,0,0,25,4,34,0,6,3,5,0,89,30,3,0,55,8,62,4,11,0,6,0,175,36,4,0,87,11,25,3,0,0,6,0,168,44,3,0,54,12,21,4,3,3,0,0,149,37,7,0,32,3,0,0,0,0,0,0,85,109,0,0,60,11,26,3,0
1024,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,4,7,0,7,0,0,0,0,0,4,0,3,0,3,0,16,0,0,0,0,0,4,0,8,0,11,0,22,0,6,0,5,0,9,0,12,3,12,0,42,4,13,0,14,0,22,0,17,8,33,0,111,7,7,4,28,0,25,6,25,9,35,3,145,8,16,3,46,8,27,5,18,3,16,4,147,10,7,3,54,8,34,6,15,3,26,0,170,72,39,0,144,14,60,7,19,4,34,6,406,69,18,3,144,17,37,8,4,0,15,0,322,66,15,0,124,6,23,4,10,0,12,3,255,63,9,4,65,0,11,0,0,0,9,0,162,140,16,4,130,30,51,3,7
1025,3,0,4,6,0,8,3,3,0,103,4,136,3,0,0,0,0,6,0,0,5,21,0,36,0,0,0,0,0,0,0,11,0,36,0,55,0,0,0,0,0,0,0,5,0,24,0,40,0,6,0,6,0,5,0,25,3,90,0,137,0,7,0,8,0,12,0,53,14,118,5,228,10,29,0,18,3,53,0,123,20,275,3,536,14,54,3,34,8,135,9,166,29,311,10,782,22,102,12,113,19,374,38,279,72,518,0,1558,91,233,26,464,66,675,53,305,68,511,12,2500,121,228,25,768,116,754,63,281,55,354,6,2769,277,231,37,1085,147,667,56,209,41,297,6,3056,1320,549,80,2996,475,1503,176,369,134,535,18,8156,1730,376,92,3476,540,736,195,208,71,249,5,7663,1924,339,73,3070,472,666,123,163,41,189,8,7062,1789,156,58,1881,393,272,91,73,27,82,6,4828,5061,335,126,4102,653,1091,158,181
1026,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,6,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,5,0,4,0,8,0,21,0,5,0,6,0,8,0,20,0,30,0,68,0,6,0,0,0,24,0,15,9,34,0,88,0,11,0,23,0,40,3,24,7,74,0,188,13,30,0,69,10,72,11,33,4,53,0,297,16,20,0,77,14,75,3,20,0,36,0,261,29,32,4,102,15,66,6,19,3,29,0,305,136,38,9,253,24,108,14,17,8,27,0,632,148,25,5,180,36,61,10,10,8,16,0,498,111,15,5,134,29,20,4,5,5,10,0,328,104,9,0,82,16,9,0,3,3,9,0,233,200,14,4,128,23,40,5,12
1027,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,4,0,5,0,19,0,4,0,6,0,11,0,3,5,25,0,54,0,5,0,8,0,11,0,9,0,18,0,61,0,14,0,12,5,26,3,16,5,31,0,119,11,14,0,61,5,50,0,14,7,32,0,201,21,11,0,68,12,72,0,14,5,22,0,233,36,20,8,83,19,53,5,13,5,18,0,254,170,32,8,266,38,118,6,10,8,26,0,675,207,26,13,278,46,48,11,11,3,12,0,660,196,17,0,210,38,57,4,7,4,8,4,539,164,3,0,142,25,20,10,3,0,3,0,370,464,15,9,281,56,64,5,10
1028,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,5,0,9,0,18,0,10,0,3,0,4,0,16,0,21,0,55,0,10,0,11,0,12,0,27,0,36,0,106,12,21,0,14,0,32,3,29,0,46,0,164,13,40,0,82,6,62,8,35,5,58,0,318,16,34,5,88,9,57,5,24,4,23,3,266,30,19,0,105,12,56,8,22,4,16,0,283,148,62,10,267,35,90,10,30,5,38,3,705,196,37,4,277,28,49,14,10,6,21,0,649,174,27,5,234,29,42,7,10,3,18,0,544,150,16,3,114,14,13,5,0,5,3,0,332,396,35,9,238,39,66,7,10
1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,4,0,0,0,3,3,10,0,20,0,0,0,0,0,4,0,0,0,10,0,18,0,5,0,3,0,15,0,6,0,14,0,44,6,5,4,11,0,24,0,9,0,11,0,74,4,3,0,27,0,38,3,6,3,7,0,89,0,5,0,32,4,40,3,6,5,13,0,104,43,0,0,107,17,79,3,21,8,15,0,298,53,3,0,134,16,43,12,4,0,3,0,267,63,3,8,91,13,38,6,3,4,3,0,243,46,3,3,71,16,22,3,0,0,0,0,177,187,6,3,153,29,67,6,0
1030,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,5,0,10,0,0,0,0,0,0,0,5,0,3,0,13,0,0,0,5,0,0,0,11,0,16,0,39,0,3,0,3,0,7,0,7,0,13,0,29,0,5,0,6,5,18,4,14,3,21,0,71,4,26,0,25,4,41,4,18,4,26,0,143,7,14,0,45,3,35,4,18,5,15,0,151,20,10,0,54,5,35,5,6,8,11,0,153,40,24,0,107,12,54,4,13,6,30,0,288,54,16,3,92,15,13,4,6,3,9,0,210,50,9,0,56,7,15,0,0,0,6,0,153,39,4,7,27,3,6,0,0,0,3,0,90,73,3,3,44,16,20,0,3
1031,57,20,51,56,17,125,10,95,101,3201,42,3770,13,13,8,11,4,29,8,62,36,533,3,719,7,19,10,15,7,28,15,153,79,996,9,1339,5,12,6,4,3,37,3,220,102,881,12,1284,17,46,32,14,4,120,27,456,196,2197,42,3155,14,76,33,48,14,241,23,989,398,2819,51,4710,49,208,107,114,32,840,100,1681,768,5454,67,9417,81,477,212,238,80,2131,227,2384,1219,5879,103,13029,259,1005,471,814,220,4743,490,3468,1825,8268,130,21694,607,1938,882,2466,744,6644,1000,4093,2188,8310,162,29035,894,1644,786,3410,1064,7397,1074,3261,1779,6099,98,27507,1952,2037,833,4829,1472,7508,1225,2784,1519,5451,120,29726,9184,4594,1990,14268,4684,18487,2926,5176,2594,9193,222,73313,13059,3943,1696,17128,5602,8586,2406,3298,1581,5757,130,63186,15906,3058,1229,16984,5219,9511,1848,2452,1142,4149,118,61614,16145,2133,816,12393,4166,4491,1234,1505,675,2206,71,45837,80805,6312,2050,49442,13900,27543,2653,4320
1032,4,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,13,0,0,0,0,0,0,0,3,0,3,0,9,0,5,0,0,0,4,0,9,0,25,0,42,0,0,0,9,0,21,0,23,0,27,0,83,6,9,0,21,0,60,0,21,4,51,0,167,13,16,0,59,8,78,6,26,9,52,0,264,32,17,5,86,16,73,6,21,6,22,4,282,65,24,3,112,13,83,6,10,6,21,0,340,258,31,10,242,50,97,10,28,11,36,0,778,228,16,8,211,45,49,9,18,4,16,3,593,179,14,3,170,27,27,4,5,5,5,0,435,129,3,0,97,12,8,4,0,0,0,0,253,275,7,0,152,21,42,3,0
1033,0,0,0,0,0,0,0,0,4,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,8,0,10,0,0,0,5,0,0,0,7,0,5,0,19,5,0,0,0,0,4,0,8,0,35,0,56,0,9,0,10,0,15,0,16,4,30,0,74,3,14,0,9,0,29,0,25,3,53,0,139,8,18,0,52,6,48,4,28,6,53,0,222,12,8,0,49,7,31,5,17,0,27,0,154,33,12,4,72,9,40,0,14,3,15,0,210,100,14,3,150,10,42,7,13,3,33,0,374,100,10,0,94,17,18,11,5,3,10,0,259,64,9,0,57,5,10,3,0,0,0,0,160,43,9,0,30,9,8,3,0,0,5,0,99,54,4,0,38,6,13,0,0
1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,6,0,9,0,0,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,3,0,4,0,10,0,21,0,3,0,0,0,3,0,3,0,9,0,26,4,8,0,15,3,18,0,12,0,13,0,75,11,15,0,24,0,21,0,12,3,28,0,119,0,21,0,43,4,20,0,12,4,13,0,121,9,10,6,51,10,17,0,12,0,11,0,112,37,27,0,119,11,31,9,12,0,20,0,283,39,13,3,82,18,13,4,11,0,9,0,200,41,12,0,59,10,9,4,0,5,0,0,138,29,7,0,26,7,3,0,6,0,0,0,76,50,5,0,35,13,18,5,0
1035,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,28,0,29,0,0,0,4,0,0,0,7,0,14,0,24,0,5,0,0,0,5,0,17,0,41,0,70,0,0,0,11,0,27,0,27,3,25,0,103,7,12,0,25,0,61,6,26,13,62,0,208,17,26,0,80,10,89,3,35,4,59,0,321,21,14,5,106,10,74,3,23,5,24,5,286,64,26,3,160,23,62,0,18,3,28,0,397,224,33,10,397,51,144,15,23,8,37,0,939,262,24,3,346,45,63,9,14,6,3,0,784,271,24,5,287,33,52,10,7,9,15,0,711,241,11,4,170,29,13,7,8,3,4,0,483,575,22,5,302,44,82,6,4
