SUA_CODE_2021,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
1010,309,75,53,0,440,8,0,8,444,41,0,480,21,0,0,22,52,0,0,0,52,3,0,59,3973,842,302,48,5165,73,13,82,5242,357,11,5610,30,3,0,0,43,6,0,12,48,5,0,58,37,17,4,0,60,5,0,4,63,5,0,69,70,20,4,0,96,14,5,15,111,7,0,124,4042,867,305,48,5266,82,15,95,5355,361,11,5736,646,149,50,12,862,19,7,28,893,211,3,1108,3,0,0,0,6,0,0,0,6,3,8,22,4694,1015,357,63,6133,100,27,127,6259,576,24,6856,760,116,52,0,926,12,3,17,942,76,4,1012,634,142,42,3,820,8,0,8,830,62,0,892,93,20,24,0,137,0,0,0,139,9,0,150,3,0,0,3,11,0,0,0,11,0,0,7,1488,280,118,5,1892,22,3,25,1920,148,3,2070,12,3,0,0,17,0,0,0,17,3,0,18,20,3,0,0,25,0,0,0
1011,14,3,0,0,24,0,0,0,24,3,0,23,8,0,0,10,16,0,0,0,16,0,0,20,896,183,20,17,1121,8,4,13,1125,74,0,1205,5,3,0,0,5,0,0,0,10,0,0,10,10,4,0,4,17,0,0,0,17,5,0,17,17,5,0,4,24,0,0,0,24,5,0,32,911,188,25,18,1144,11,4,13,1151,77,0,1235,64,29,0,5,101,6,7,7,106,55,0,158,0,0,0,4,0,0,0,0,0,0,4,5,978,218,26,22,1246,14,7,22,1263,131,6,1397,124,22,8,0,150,0,0,0,152,4,0,157,71,20,0,0,101,0,0,0,101,4,0,105,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,200,45,3,5,253,3,0,3,256,12,0,269,0,0,0,0,0,4,0,4,4,0,0,4,3,0,0,0,3,0,0,0
1012,13,0,0,0,11,0,0,0,13,0,0,13,0,0,0,3,3,0,0,0,3,0,0,6,510,50,16,5,583,3,0,3,588,18,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,515,50,16,5,584,3,0,3,589,20,0,610,49,3,3,0,53,0,0,4,54,11,0,65,0,0,0,0,0,0,0,0,0,0,0,0,567,56,17,5,641,5,0,4,641,30,0,682,77,0,0,0,83,0,0,0,83,3,0,89,30,6,0,0,39,0,0,0,39,0,0,40,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,112,8,0,0,128,0,0,0,128,4,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,6,4,0,0,6,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,5,0,5,164,45,5,7,217,4,0,4,221,23,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,45,5,7,217,5,0,5,222,23,0,246,11,10,0,0,21,4,0,4,22,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,174,54,5,7,238,6,0,6,243,25,0,271,15,0,0,0,15,0,0,0,15,0,0,15,16,3,0,0,21,0,0,0,21,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,39,0,0,0,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
1014,9,0,0,0,5,0,0,0,9,3,0,14,0,0,0,0,3,0,0,0,3,0,0,3,257,30,9,7,299,3,0,3,299,22,0,323,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,10,0,0,0,6,0,0,11,267,30,9,7,307,3,0,3,313,22,0,334,30,3,5,0,40,0,0,0,40,11,0,50,0,0,0,0,0,0,0,0,0,0,0,0,295,38,11,7,349,3,0,3,349,32,4,389,43,0,0,0,46,0,0,0,46,6,0,51,22,0,0,0,22,0,0,0,22,3,0,18,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,64,0,0,0,64,6,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,4,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,175,27,10,4,215,3,0,3,216,20,0,236,0,0,0,0,3,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,6,0,0,0,13,0,0,13,181,27,10,4,219,3,0,6,224,20,0,249,18,4,0,0,28,0,0,0,28,15,0,44,0,0,0,0,0,0,0,0,0,0,0,0,202,35,10,3,243,3,0,9,254,33,0,289,17,0,0,0,15,0,0,0,15,0,0,15,16,4,0,0,17,0,0,0,17,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,37,0,0,0,37,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,3,6,0,0,0,6,0,0,6,304,25,0,11,343,0,4,6,340,17,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,8,0,0,0,3,0,0,0,3,0,0,3,306,25,0,11,344,0,4,6,350,17,0,368,39,10,0,3,51,0,0,0,53,9,0,67,0,0,0,0,0,0,0,0,0,0,0,0,350,38,0,12,399,0,4,3,406,34,4,434,35,3,0,0,40,0,0,0,45,3,0,42,37,0,0,0,37,0,0,0,37,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,0,0,77,0,0,0,74,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,9,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,140,22,3,0,159,0,0,0,166,26,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,139,22,3,0,162,0,3,5,169,26,0,187,11,4,0,0,21,0,0,0,23,9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,152,25,3,0,181,3,3,3,190,31,0,215,18,7,3,0,24,0,0,0,24,5,0,27,7,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,3,0,34,0,0,0,34,5,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,8,6,0,0,17,0,0,0,17,0,0,18,0,0,0,5,7,0,0,0,7,0,0,7,291,58,10,4,370,3,0,3,370,19,0,393,0,4,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,9,0,0,9,9,4,0,0,5,0,3,5,9,0,0,10,300,61,10,4,380,4,3,6,382,21,0,404,37,8,0,0,47,0,0,4,46,15,0,61,0,0,0,0,0,0,0,0,0,0,0,0,336,70,10,4,421,3,4,11,436,32,0,470,41,4,0,0,47,0,0,0,47,0,0,47,29,6,0,0,38,0,0,0,38,0,0,42,6,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,78,12,0,0,94,0,0,0,94,6,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,8,0,0,0,8,0,0,0,8,0,0,8,4,0,0,3,4,0,0,0,4,0,0,4,124,11,3,3,139,0,0,3,142,9,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,124,11,3,3,139,4,0,4,147,12,0,153,24,4,0,0,28,0,0,0,28,9,0,34,0,0,0,0,0,0,0,0,0,0,0,0,145,13,3,3,171,4,0,4,170,17,0,189,14,0,3,0,18,0,0,0,23,0,0,23,16,4,0,0,18,0,0,0,18,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,6,3,0,41,0,0,0,42,4,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,10,0,0,0,8,0,0,0,8,0,0,8,5,0,0,0,6,0,0,0,6,0,0,6,231,17,6,6,263,3,0,3,259,22,0,283,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,8,0,0,8,238,17,6,8,265,3,0,3,268,22,0,286,32,4,0,0,33,0,0,0,33,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,268,17,9,8,295,5,0,5,303,25,0,328,43,8,0,0,46,0,0,0,50,0,0,53,36,6,0,0,43,0,0,0,45,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,13,0,0,92,0,0,3,93,9,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,18,3,3,0,24,0,0,0,24,0,0,24,0,0,0,0,4,0,0,0,4,0,0,4,322,62,17,3,396,5,0,4,404,18,3,418,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,6,0,0,0,4,0,0,4,0,3,0,0,4,0,0,0,3,0,0,3,317,62,17,3,400,5,0,6,410,18,3,426,48,11,0,0,59,0,3,3,63,19,0,84,0,0,0,0,0,0,0,0,0,0,4,4,363,74,19,3,463,5,3,8,470,34,3,515,75,8,0,0,82,0,0,0,82,3,0,87,56,4,0,0,63,0,0,0,63,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,15,5,0,141,0,0,0,141,5,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,6,0,0,0,7,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,168,14,4,0,185,6,0,6,187,7,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,168,14,4,0,188,6,0,6,189,7,0,203,13,4,4,0,23,3,0,3,21,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,186,20,4,0,207,3,0,3,215,15,0,231,14,0,0,0,16,0,0,0,16,0,0,14,13,3,0,0,16,0,0,0,16,0,0,19,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,34,0,0,0,34,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,4,0,0,0,4,0,0,3,180,16,3,0,197,3,0,3,199,11,0,210,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,7,0,0,9,4,0,0,0,7,0,0,0,7,0,0,9,180,12,3,0,199,3,0,3,202,12,0,217,25,4,0,0,31,3,0,3,34,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,207,20,5,0,235,6,0,6,236,16,0,255,17,3,0,0,20,0,0,0,20,0,0,20,11,3,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,0,0,29,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,6,0,0,0,12,0,0,0,15,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,326,52,8,0,392,7,0,7,396,27,0,424,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,6,0,0,0,10,0,0,10,11,0,0,0,10,0,0,0,13,0,0,13,344,52,8,0,404,7,0,7,410,27,0,440,36,8,0,0,48,0,0,0,44,12,0,55,0,0,0,0,0,0,0,0,0,0,3,3,377,59,8,0,448,7,0,6,461,41,3,503,39,9,0,0,46,3,0,3,49,3,0,50,46,13,0,0,61,0,0,0,60,0,0,60,0,0,0,0,4,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,86,19,0,0,117,3,0,3,121,3,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,153,39,45,3,240,6,0,5,246,18,0,263,19,0,3,26,48,0,0,0,48,3,6,56,6535,936,222,68,7756,86,30,115,7873,392,19,8282,35,3,0,0,35,12,0,12,50,10,0,62,72,9,4,0,85,8,0,8,93,7,0,100,101,15,3,0,124,16,0,16,145,16,0,159,6633,948,223,70,7879,107,30,132,8013,407,19,8437,783,146,38,16,979,23,10,35,1016,257,0,1275,7,5,0,0,11,0,0,0,14,0,8,18,7419,1096,264,90,8868,127,42,169,9038,669,19,9728,1269,135,30,0,1443,16,0,18,1460,92,0,1555,1157,174,31,4,1368,17,0,15,1387,68,0,1458,59,4,18,0,85,0,0,4,85,6,0,93,0,4,0,9,10,0,0,0,10,0,0,12,2490,317,82,14,2904,32,9,36,2941,170,4,3119,10,0,0,0,7,9,0,9,14,0,0,18,24,4,0,0,34,0,0,0
1026,8,0,0,0,15,0,0,0,15,0,0,15,0,0,0,4,5,0,0,0,5,0,0,5,464,47,4,10,522,3,5,6,530,35,0,565,3,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,10,0,0,0,9,0,0,11,7,0,0,0,9,0,0,0,7,0,0,14,474,47,4,10,534,0,5,8,541,39,0,580,59,21,3,0,79,3,0,5,88,34,0,117,3,0,0,0,3,0,0,0,3,0,0,0,528,70,4,10,619,5,7,14,627,68,0,702,43,10,0,0,48,0,0,0,48,0,0,57,49,7,0,0,58,3,0,3,55,3,0,56,4,0,0,0,6,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,93,14,0,0,114,3,0,3,111,9,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,8,5,0,0,6,0,0,0,6,0,0,10,4,0,0,4,5,0,0,0,8,0,0,8,576,79,10,8,671,4,4,3,676,29,0,707,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,8,0,0,8,5,3,0,0,7,0,0,0,12,0,0,12,582,82,13,8,677,4,3,6,684,29,0,715,62,10,5,0,76,0,0,0,80,14,0,97,0,0,0,0,0,0,0,0,0,0,3,3,641,89,13,6,758,4,3,6,761,43,5,812,89,9,0,0,89,0,0,0,89,3,0,93,46,10,0,0,58,0,0,0,60,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,16,0,3,153,0,0,0,155,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,19,3,5,0,24,0,0,0,23,0,0,23,8,0,0,4,9,0,0,0,9,0,0,14,710,148,21,7,888,4,0,8,891,56,0,950,0,4,0,0,4,4,0,4,11,0,0,11,3,0,0,0,6,0,0,0,6,0,0,7,9,0,0,0,14,4,0,4,15,7,0,19,719,153,25,8,898,4,0,9,905,56,0,963,58,23,0,4,83,0,0,0,83,18,0,104,0,0,0,0,4,0,0,0,4,0,0,4,773,173,24,9,982,4,0,9,991,79,0,1066,88,9,4,0,99,3,0,3,99,8,0,106,60,17,0,0,83,0,0,0,83,6,0,91,0,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,152,25,9,0,187,3,0,3,189,9,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,229,20,6,0,263,0,0,0,259,14,0,284,0,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,12,0,0,0,7,0,0,0,7,0,0,7,240,22,6,0,268,0,0,0,267,14,0,290,48,7,0,6,59,4,0,3,64,5,0,66,0,0,0,0,0,0,0,0,0,0,0,0,287,30,6,8,327,5,0,5,338,22,0,359,28,3,0,0,31,0,0,0,31,3,0,38,29,0,0,0,32,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,5,6,0,69,0,0,0,69,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,4,0,0,0,4,0,0,4,186,27,7,3,224,0,0,6,226,12,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,30,7,3,222,0,0,6,227,12,0,243,32,6,0,0,36,0,0,0,40,15,0,52,0,0,0,0,0,0,0,0,0,0,0,0,214,33,10,3,262,0,0,3,267,29,0,297,17,0,0,0,21,0,0,0,21,4,0,23,11,9,0,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,9,0,0,39,0,0,0,39,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,3139,797,1401,36,5371,70,23,88,5455,459,10,5927,188,54,41,337,623,14,0,15,635,86,42,764,55792,10370,4979,739,71880,1330,235,1561,73445,6025,147,79615,657,127,57,17,857,176,23,196,1057,138,0,1189,694,179,57,23,954,120,71,194,1148,159,0,1305,1351,297,118,41,1808,297,97,392,2199,291,0,2496,57138,10670,5099,776,73690,1629,331,1955,75644,6317,144,82106,12109,3208,1858,403,17570,598,218,818,18391,9549,75,28013,70,15,13,81,186,3,0,3,191,48,202,438,69316,13892,6973,1265,91440,2228,551,2779,94224,15911,424,110562,17565,2572,1155,102,21397,447,104,545,21941,2000,16,23958,11539,3182,968,77,15763,275,65,344,16105,1531,7,17647,1851,475,957,24,3312,44,14,61,3371,354,0,3727,105,36,20,226,387,8,3,17,401,59,20,484,31059,6270,3100,433,40866,774,188,964,41828,3944,45,45817,373,80,46,3,505,134,12,151,655,90,0,743,368,110,60,5,549,82,56,139
1032,9,0,7,0,12,0,0,0,12,0,0,18,0,3,0,0,6,0,0,0,6,0,0,6,576,51,17,0,647,4,3,10,650,34,0,689,3,0,0,0,10,0,0,0,10,0,0,12,0,0,0,0,5,0,0,0,4,4,0,8,3,3,0,0,8,0,0,0,13,3,0,12,587,54,17,0,659,4,0,7,663,37,0,701,49,11,0,0,67,3,4,5,69,19,0,93,0,0,0,0,0,0,0,0,0,0,0,0,636,66,17,9,721,8,3,10,736,57,0,794,64,5,0,0,68,0,0,0,65,0,0,71,40,3,0,0,43,0,0,0,47,3,0,50,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,102,7,0,0,116,0,6,6,119,4,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,4,0,0,0,9,0,0,0,9,0,0,9,0,0,0,3,7,0,0,0,7,0,0,4,216,41,10,7,268,4,0,4,273,19,0,290,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,6,0,0,0,11,0,0,11,7,0,0,0,7,0,0,0,9,0,0,8,221,41,10,6,277,6,0,6,288,18,0,304,35,9,0,4,47,0,0,0,47,27,0,74,0,0,0,0,0,0,0,0,0,0,0,0,253,53,10,9,324,6,0,6,329,49,0,380,26,5,0,0,29,0,0,0,29,0,0,28,20,8,0,0,20,0,0,0,26,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,8,0,0,49,0,0,0,55,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,5,5,0,0,0,5,0,0,5,178,39,5,5,219,0,0,0,221,14,0,238,0,4,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,3,0,0,0,8,0,0,8,179,38,5,5,227,0,0,0,228,14,0,247,16,3,0,3,18,0,0,0,21,9,0,33,0,0,0,0,0,0,0,0,0,0,0,0,195,47,5,5,250,4,0,5,253,30,0,278,20,3,0,0,25,0,0,0,25,0,0,27,21,6,0,0,32,0,0,0,32,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,12,0,0,61,0,0,0,61,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
