LGA_CODE_2021,A0_14_SEO_B_05,A0_14_SEO_05_10,A0_14_SEO_11_15,A0_14_SEO_16,A0_14_SEO_17,A0_14_SEO_18,A0_14_SEO_19,A0_14_SEO_20,A0_14_SEO_21,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_UOLSE_VWW_B_05,A0_14_UOLSE_VWW_05_10,A0_14_UOLSE_VWW_11_15,A0_14_UOLSE_VWW_16,A0_14_UOLSE_VWW_17,A0_14_UOLSE_VWW_18,A0_14_UOLSE_VWW_19,A0_14_UOLSE_VWW_20,A0_14_UOLSE_VWW_21,A0_14_UOLSE_VWW_YNS,A0_14_UOLSE_VWW_T,A0_14_UOLSE_NWNAA_B_05,A0_14_UOLSE_NWNAA_05_10,A0_14_UOLSE_NWNAA_11_15,A0_14_UOLSE_NWNAA_16,A0_14_UOLSE_NWNAA_17,A0_14_UOLSE_NWNAA_18,A0_14_UOLSE_NWNAA_19,A0_14_UOLSE_NWNAA_20,A0_14_UOLSE_NWNAA_21,A0_14_UOLSE_NWNAA_YNS,A0_14_UOLSE_NWNAA_T,A0_14_UOLSE_PinE_NS_B_05,A0_14_UOLSE_PinE_NS_05_10,A0_14_UOLSE_PinE_NS_11_15,A0_14_UOLSE_PinE_NS_16,A0_14_UOLSE_PinE_NS_17,A0_14_UOLSE_PinE_NS_18,A0_14_UOLSE_PinE_NS_19,A0_14_UOLSE_PinE_NS_20,A0_14_UOLSE_PinE_NS_21,A0_14_UOLSE_PinE_NS_YNS,A0_14_UOLSE_PinE_NS_T,A0_14_UOLSE_T_B_05,A0_14_UOLSE_T_05_10,A0_14_UOLSE_T_11_15,A0_14_UOLSE_T_16,A0_14_UOLSE_T_17,A0_14_UOLSE_T_18,A0_14_UOLSE_T_19,A0_14_UOLSE_T_20,A0_14_UOLSE_T_21,A0_14_UOLSE_T_YNS,A0_14_UOLSE_T_T,A0_14_L_PinE_NS_B_05,A0_14_L_PinE_NS_05_10,A0_14_L_PinE_NS_11_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_17,A0_14_L_PinE_NS_18,A0_14_L_PinE_NS_19,A0_14_L_PinE_NS_20,A0_14_L_PinE_NS_21,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B_05,A0_14_T_05_10,A0_14_T_11_15,A0_14_T_16,A0_14_T_17,A0_14_T_18,A0_14_T_19,A0_14_T_20,A0_14_T_21,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B_05,A15_24_SEO_05_10,A15_24_SEO_11_15,A15_24_SEO_16,A15_24_SEO_17,A15_24_SEO_18,A15_24_SEO_19,A15_24_SEO_20,A15_24_SEO_21,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_UOLSE_VWW_B_05,A15_24_UOLSE_VWW_05_10,A15_24_UOLSE_VWW_11_15,A15_24_UOLSE_VWW_16,A15_24_UOLSE_VWW_17,A15_24_UOLSE_VWW_18,A15_24_UOLSE_VWW_19,A15_24_UOLSE_VWW_20,A15_24_UOLSE_VWW_21,A15_24_UOLSE_VWW_YNS,A15_24_UOLSE_VWW_T,A15_24_UOLSE_NWNAA_B_05,A15_24_UOLSE_NWNAA_05_10,A15_24_UOLSE_NWNAA_11_15,A15_24_UOLSE_NWNAA_16,A15_24_UOLSE_NWNAA_17,A15_24_UOLSE_NWNAA_18,A15_24_UOLSE_NWNAA_19,A15_24_UOLSE_NWNAA_20,A15_24_UOLSE_NWNAA_21,A15_24_UOLSE_NWNAA_YNS,A15_24_UOLSE_NWNAA_T,A15_24_UOLSE_PinE_NS_B_05,A15_24_UOLSE_PinE_NS_05_10,A15_24_UOLSE_PinE_NS_11_15,A15_24_UOLSE_PinE_NS_16,A15_24_UOLSE_PinE_NS_17,A15_24_UOLSE_PinE_NS_18,A15_24_UOLSE_PinE_NS_19,A15_24_UOLSE_PinE_NS_20,A15_24_UOLSE_PinE_NS_21,A15_24_UOLSE_PinE_NS_YNS,A15_24_UOLSE_PinE_NS_T,A15_24_UOLSE_T_B_05,A15_24_UOLSE_T_05_10,A15_24_UOLSE_T_11_15,A15_24_UOLSE_T_16,A15_24_UOLSE_T_17,A15_24_UOLSE_T_18,A15_24_UOLSE_T_19,A15_24_UOLSE_T_20,A15_24_UOLSE_T_21,A15_24_UOLSE_T_YNS,A15_24_UOLSE_T_T,A15_24_L_PinE_NS_B_05,A15_24_L_PinE_NS_05_10,A15_24_L_PinE_NS_11_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_17,A15_24_L_PinE_NS_18,A15_24_L_PinE_NS_19,A15_24_L_PinE_NS_20,A15_24_L_PinE_NS_21,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B_05,A15_24_T_05_10,A15_24_T_11_15,A15_24_T_16,A15_24_T_17,A15_24_T_18,A15_24_T_19,A15_24_T_20,A15_24_T_21,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B_05,A25_34_SEO_05_10,A25_34_SEO_11_15,A25_34_SEO_16,A25_34_SEO_17,A25_34_SEO_18,A25_34_SEO_19,A25_34_SEO_20,A25_34_SEO_21,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_UOLSE_VWW_B_05,A25_34_UOLSE_VWW_05_10,A25_34_UOLSE_VWW_11_15,A25_34_UOLSE_VWW_16,A25_34_UOLSE_VWW_17,A25_34_UOLSE_VWW_18,A25_34_UOLSE_VWW_19,A25_34_UOLSE_VWW_20,A25_34_UOLSE_VWW_21,A25_34_UOLSE_VWW_YNS,A25_34_UOLSE_VWW_T,A25_34_UOLSE_NWNAA_B_05,A25_34_UOLSE_NWNAA_05_10,A25_34_UOLSE_NWNAA_11_15,A25_34_UOLSE_NWNAA_16,A25_34_UOLSE_NWNAA_17,A25_34_UOLSE_NWNAA_18,A25_34_UOLSE_NWNAA_19,A25_34_UOLSE_NWNAA_20,A25_34_UOLSE_NWNAA_21,A25_34_UOLSE_NWNAA_YNS,A25_34_UOLSE_NWNAA_T,A25_34_UOLSE_PinE_NS_B_05,A25_34_UOLSE_PinE_NS_05_10,A25_34_UOLSE_PinE_NS_11_15,A25_34_UOLSE_PinE_NS_16,A25_34_UOLSE_PinE_NS_17,A25_34_UOLSE_PinE_NS_18,A25_34_UOLSE_PinE_NS_19,A25_34_UOLSE_PinE_NS_20,A25_34_UOLSE_PinE_NS_21,A25_34_UOLSE_PinE_NS_YNS,A25_34_UOLSE_PinE_NS_T,A25_34_UOLSE_T_B_05,A25_34_UOLSE_T_05_10
LGA10800,..,0,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,13,0,6,4,0,0,0,0,0,0,0,10,0,3,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,6,0,9,0,0,0,25,0,7,8,0,0,0,0,0,0,0,23,0,0,11,6,5,3,9,0,0,0,26,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA10850,..,5,9,0,0,0,0,0,0,4,15,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,5,9,0,0,0,0,0,0,4,15,4,6,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,14,3,4,6,5,0,0,4,0,0,0,15,0,4,4,0,0,6,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA10900,..,61,107,16,15,11,15,4,5,9,245,..,5,32,10,13,24,24,6,0,4,118,..,0,0,0,0,4,6,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,5,32,10,13,26,24,7,0,6,129,..,0,0,0,0,0,0,0,0,0,0,..,71,145,24,26,37,44,13,7,10,371,82,123,31,3,5,9,0,0,0,9,263,11,37,22,15,14,15,23,7,0,5,136,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11,35,30,15,15,17,27,7,0,5,147,0,0,0,0,0,0,0,0,0,0,0,92,159,57,13,15,19,24,7,0,15,409,192,51,87,32,20,13,12,3,8,11,428,67,43,114,46,42,56,32,11,0,5,391,4,0,0,3,0,5,7,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,64,43
LGA10950,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,10,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,10,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,13,7,0,4,0,0,0,0,0,0,0,14,0,0,4,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11150,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,0,6,3,4,4,3,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA11200,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,0,0,0,0,6,..,0,0,0,0,0,4,0,4,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,4,0,4,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,4,0,4,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,..,9,13,10,0,3,7,3,0,0,43,..,0,3,0,4,5,6,5,0,0,31,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,4,5,8,8,6,0,32,..,0,0,0,0,0,0,0,0,0,0,..,7,15,8,3,7,13,14,0,0,75,0,9,6,0,0,0,0,0,0,0,16,0,6,3,0,4,5,3,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,5,3,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,5,3,0,4,0,39,12,6,4,4,5,0,4,0,0,3,41,3,5,13,5,8,14,9,3,3,0,69,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5
LGA11300,..,15,44,7,12,8,19,11,4,5,129,..,21,106,48,42,46,50,14,4,6,337,..,0,0,7,3,10,21,6,0,12,68,..,0,0,0,0,0,0,0,0,0,0,..,21,104,61,43,63,69,23,3,14,404,..,0,0,0,0,0,0,0,0,0,0,..,41,145,62,55,62,88,40,7,25,532,49,37,37,14,19,34,37,7,5,6,240,116,187,295,209,443,967,711,209,11,80,3225,13,5,15,18,38,51,69,25,0,11,232,0,0,0,0,4,3,0,3,0,7,14,128,193,301,229,481,1020,780,232,9,85,3469,0,0,0,0,0,0,0,4,0,9,12,177,228,337,241,504,1057,817,243,16,106,3722,159,64,108,38,34,48,52,19,5,17,544,388,637,1092,382,473,640,627,160,18,76,4485,41,55,182,97,141,171,119,29,0,31,862,3,0,4,0,0,0,3,0,0,3,12,426,696
LGA11350,..,35,70,22,20,26,17,29,6,15,236,..,11,33,6,9,13,6,8,0,5,98,..,0,0,0,0,0,0,3,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,11,33,6,14,15,12,14,0,5,104,..,0,0,0,0,0,0,0,0,0,0,..,46,104,30,31,33,25,44,11,19,340,43,57,16,6,10,16,21,19,3,9,207,10,32,21,6,5,15,39,18,0,3,160,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,32,21,6,5,15,45,19,0,3,158,0,0,0,0,0,0,0,0,0,0,5,52,89,39,15,16,35,67,42,3,13,367,127,68,166,52,62,73,85,49,3,25,708,35,32,173,87,87,146,188,77,5,25,836,0,0,3,0,4,9,9,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,35,32
LGA11400,..,4,12,0,11,0,0,0,0,3,30,..,0,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,4,12,0,11,0,0,0,0,8,36,3,9,6,0,5,0,0,0,0,0,30,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,13,8,0,6,0,6,0,0,0,35,10,0,5,0,0,0,0,0,0,0,29,5,0,4,3,0,5,3,4,0,0,33,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,8
LGA11450,..,56,200,48,47,48,26,25,11,24,481,..,90,325,79,84,68,53,16,19,19,755,..,0,4,0,3,5,6,6,0,4,36,..,0,0,0,0,0,0,5,0,0,6,..,91,322,82,90,76,63,22,19,26,790,..,0,0,0,0,0,0,0,0,0,3,..,150,525,126,137,119,88,47,26,47,1281,168,209,115,14,28,18,15,4,3,10,574,154,361,271,57,51,46,72,34,8,13,1067,0,0,3,0,5,6,0,0,3,4,22,0,0,0,0,0,0,0,0,0,0,0,154,361,277,57,55,53,70,34,16,14,1094,0,0,0,0,0,0,0,0,0,5,8,325,573,391,74,79,65,83,38,14,33,1674,605,171,247,44,49,34,27,18,8,27,1231,822,787,912,140,165,133,119,34,12,35,3162,0,25,62,19,11,18,9,7,0,0,141,0,0,0,0,0,0,0,0,0,0,4,827,812
LGA11500,..,100,354,103,69,82,62,38,24,49,881,..,217,807,255,213,178,164,39,21,59,1954,..,0,19,0,15,10,45,22,23,3,131,..,0,4,0,0,0,0,0,3,0,15,..,218,829,253,234,188,203,66,44,64,2104,..,0,0,0,0,0,0,0,0,3,11,..,317,1186,357,309,268,267,101,73,118,2987,286,427,181,26,30,29,26,15,8,52,1074,488,1127,753,155,189,211,231,104,27,41,3330,9,7,11,11,4,8,24,9,8,3,91,0,0,0,0,0,0,6,0,0,0,3,500,1137,766,169,200,222,259,111,32,46,3424,0,0,0,0,6,5,0,0,0,16,28,790,1562,948,185,233,248,282,127,35,115,4530,883,276,270,52,68,74,63,18,7,59,1770,1486,1724,2110,476,418,419,374,113,47,106,7279,19,62,142,39,45,52,70,11,7,9,468,4,0,4,0,0,0,0,0,0,0,10,1510,1788
LGA11520,..,54,140,38,40,50,52,29,16,23,432,..,35,178,77,71,69,80,54,23,13,590,..,0,8,9,0,10,27,15,15,3,84,..,0,0,0,0,0,7,3,4,0,16,..,35,180,83,79,81,111,69,36,21,694,..,0,0,0,0,0,0,0,0,0,3,..,86,318,119,117,133,167,96,56,45,1133,122,140,55,19,18,26,24,14,3,16,446,128,209,311,144,251,344,322,112,10,25,1861,0,0,15,3,15,15,32,5,5,0,92,0,0,0,0,0,3,0,0,0,0,4,130,209,328,153,263,367,352,121,11,28,1960,0,0,0,0,0,3,0,0,0,4,10,253,348,381,172,280,392,381,134,16,46,2414,430,167,359,107,101,102,97,27,18,26,1429,791,1109,1541,451,478,482,511,160,42,76,5629,17,45,95,39,63,54,69,16,7,13,409,0,0,4,0,0,0,0,0,0,0,9,812,1157
LGA11570,..,123,400,98,103,104,105,49,17,66,1069,..,355,1514,522,510,513,450,153,46,153,4218,..,4,33,30,50,98,147,91,73,49,576,..,0,8,0,0,8,15,12,6,11,60,..,361,1555,549,560,618,616,257,131,204,4850,..,0,3,0,0,0,0,0,4,4,16,..,480,1955,648,668,721,715,308,156,281,5936,379,463,187,52,64,80,80,33,14,54,1401,1092,1734,1801,719,880,1063,1166,407,66,184,9120,14,15,103,63,83,133,168,51,35,33,698,3,3,3,0,0,8,3,0,0,0,17,1108,1750,1905,783,962,1202,1338,454,99,222,9837,0,3,0,0,0,4,0,0,0,66,73,1486,2220,2090,830,1031,1287,1420,488,115,345,11311,1148,397,668,147,197,169,154,57,9,99,3039,3027,3723,5412,1430,1672,1925,1684,416,94,376,19753,104,569,1205,295,405,407,359,101,57,120,3617,4,7,16,7,7,7,13,0,0,3,63,3129,4302
LGA11600,..,0,0,0,0,0,0,3,0,0,6,..,0,0,0,0,8,0,3,3,0,16,..,0,0,0,0,0,0,0,0,3,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,8,7,5,4,3,23,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,8,7,7,4,3,29,0,6,0,0,0,0,3,3,0,0,10,0,0,3,3,0,3,3,0,0,0,23,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,5,7,0,0,39,5,4,8,3,7,0,7,0,0,0,43,0,9,7,3,6,12,27,15,6,0,89,0,0,0,0,0,0,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9
LGA11650,..,215,530,147,105,79,87,63,28,54,1307,..,74,306,86,88,76,87,41,12,22,783,..,0,6,9,5,5,15,10,16,0,70,..,0,0,0,0,0,0,0,0,0,0,..,74,309,91,95,81,100,52,30,22,858,..,0,0,0,0,0,0,0,0,5,11,..,290,842,235,194,160,186,113,67,78,2172,403,714,276,28,40,34,36,17,5,36,1591,107,251,230,63,57,86,107,32,7,19,967,4,0,0,0,0,8,9,3,4,0,28,0,0,0,0,0,0,0,0,0,0,7,111,252,234,66,59,90,115,38,13,20,1002,0,0,0,0,0,0,0,0,0,3,8,517,969,504,95,103,123,153,50,23,62,2603,991,391,467,120,124,66,89,53,19,48,2373,284,388,863,257,245,258,204,78,22,47,2650,6,19,39,11,15,20,25,3,3,9,146,0,0,0,0,0,0,0,0,0,0,5,285,409
LGA11700,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,..,18,27,8,5,11,5,10,0,0,78,..,0,21,0,6,3,6,4,0,5,47,..,0,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,21,0,6,3,11,4,0,4,53,..,0,0,0,0,0,0,0,0,0,0,..,18,44,5,5,15,16,14,4,5,128,23,48,21,0,5,8,3,0,0,0,111,0,17,21,9,8,3,6,0,0,0,67,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,17,21,9,8,9,9,4,0,0,72,0,0,0,0,0,0,0,0,0,14,14,27,67,40,3,13,16,12,4,0,17,202,84,35,50,4,4,6,9,3,3,5,210,13,43,63,25,21,32,35,4,4,6,247,8,0,9,0,3,3,14,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,21,45
LGA11730,..,11,46,11,8,4,3,7,9,3,104,..,5,16,10,8,5,3,5,4,0,58,..,0,0,0,0,0,0,3,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,5,16,10,8,5,6,11,3,0,61,..,0,0,0,0,0,0,0,0,0,0,..,21,56,15,15,13,11,11,7,7,168,10,20,12,0,9,0,6,0,0,3,56,0,13,8,3,3,5,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,3,3,5,3,0,0,0,43,0,0,0,0,0,0,0,0,0,18,18,12,32,23,3,11,5,8,0,0,19,115,37,20,32,7,10,13,13,6,5,8,136,14,28,45,15,21,24,16,5,0,0,165,0,0,4,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,28
LGA11750,..,0,0,4,0,0,4,0,0,0,5,..,0,0,0,0,3,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,4,0,3,4,0,0,3,15,3,4,0,0,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,0,3,0,4,20,7,8,9,0,3,0,4,0,0,0,32,0,9,16,6,12,6,6,3,0,0,64,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12
LGA11800,..,51,103,23,35,23,16,7,6,17,278,..,23,90,43,67,79,89,18,4,22,438,..,0,6,0,4,14,35,11,0,6,75,..,0,0,0,0,0,5,0,0,0,3,..,23,99,43,67,94,127,27,5,35,514,..,0,0,0,0,0,0,0,0,5,3,..,67,206,59,103,121,145,37,7,50,795,61,127,43,13,11,18,14,9,7,12,304,18,62,114,41,56,56,84,14,4,13,469,0,4,5,3,7,12,22,5,0,0,68,0,0,0,0,0,0,0,0,0,0,3,20,65,127,46,63,74,101,26,5,13,545,0,0,0,0,0,0,5,0,0,0,4,79,197,166,55,77,85,119,31,13,22,852,149,65,107,33,20,25,37,11,9,13,485,42,139,230,78,93,118,175,49,37,19,982,15,6,35,19,33,62,112,20,7,7,312,0,0,0,0,0,0,0,0,5,5,11,59,147
LGA12000,..,0,4,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,3,0,0,0,0,9,3,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,11,3,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA12150,..,0,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,7,0,5,3,7,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12160,..,3,0,3,4,0,0,0,0,0,19,..,0,0,0,0,0,8,0,3,0,14,..,0,0,0,0,5,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,4,0,4,0,13,..,0,0,0,0,0,0,0,0,0,0,..,3,5,3,3,3,4,0,4,0,33,0,0,5,0,0,0,0,0,0,0,8,0,0,9,6,0,0,11,0,6,0,22,0,0,0,0,0,0,6,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,9,0,8,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,12,3,8,0,43,11,5,5,0,0,0,0,0,0,0,22,0,7,13,3,10,6,12,0,11,0,65,0,0,0,0,0,0,21,8,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,7
LGA12350,..,3,0,0,3,0,0,0,0,0,16,..,0,9,5,0,5,8,0,0,0,23,..,0,0,0,3,0,6,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,9,5,5,5,12,0,0,0,30,..,0,0,0,0,0,0,0,0,0,0,..,3,12,5,6,5,11,0,0,0,44,7,4,0,0,0,0,0,0,0,0,17,0,5,3,0,4,9,12,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,7,10,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,7,8,3,5,4,7,12,0,0,0,49,15,0,5,4,4,0,3,0,0,0,33,0,5,17,8,12,10,7,5,0,0,60,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA12380,..,105,313,95,110,114,123,34,28,49,970,..,310,1384,544,566,605,588,223,99,136,4454,..,7,25,26,34,83,154,93,86,41,545,..,0,3,0,0,11,5,14,10,3,57,..,313,1419,568,605,701,748,333,188,177,5049,..,0,0,0,0,3,3,0,0,15,31,..,417,1734,662,716,814,872,370,214,247,6050,271,321,111,28,54,94,96,36,6,28,1053,945,1640,1389,520,1030,2056,1875,582,60,199,10298,40,21,61,45,126,294,179,37,33,40,863,4,5,0,0,5,8,9,0,0,4,27,990,1662,1449,565,1156,2359,2055,615,91,243,11188,0,4,0,0,4,10,6,0,0,22,53,1267,1983,1563,592,1212,2467,2158,655,97,294,12296,726,262,368,127,127,144,151,42,17,72,2031,2626,3424,5392,1715,2203,2753,2646,620,143,345,21876,142,761,1058,316,479,572,417,110,35,162,4053,5,8,12,7,7,9,3,0,0,10,53,2780,4194
