LGA_CODE_2021,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
LGA10800,198,3,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,178,9,3,11,193,3,0,3,198,3,0,201,32,7,0,0,34,0,0,0,34,9,0,43,0,0,0,0,0,0,0,0,0,0,3,3,203,11,3,11,227,3,0,3,232,13,3,244,50,0,0,0,60,0,0,0,59,0,0,59,66,7,0,0,75,0,0,0,77,4,0,80,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,4,0,0,0,4,0,0,4,128,9,0,4,141,4,0,4,138,4,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,9,3,4,145,4,0,4,143,4,0,148,17,4,0,4
LGA10850,264,4,0,271,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,237,23,9,0,271,0,0,0,270,4,0,279,48,7,5,0,65,0,0,0,60,10,0,73,0,0,0,0,0,0,0,0,0,0,3,5,290,35,7,8,331,0,0,3,340,15,3,357,87,11,0,0,100,0,3,4,101,0,0,105,70,4,0,0,79,0,0,0,76,5,0,88,7,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,165,13,4,0,184,0,3,5,187,11,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,163,16,4,0,182,0,3,5,191,15,0,202,24,3,0,0
LGA10900,2745,127,10,2878,10,0,0,0,14,3,0,3,13,0,0,13,17,8,0,0,27,0,0,0,27,0,0,24,24,7,0,0,35,3,0,3,40,0,0,43,2145,438,147,27,2752,16,9,28,2778,131,10,2916,468,95,29,6,596,14,0,13,605,79,0,692,0,0,0,4,4,0,0,0,4,0,3,7,2617,540,168,31,3355,30,12,40,3394,209,9,3613,643,92,35,5,780,5,3,9,785,64,0,847,607,170,29,3,806,4,4,8,812,47,0,864,81,20,14,0,113,0,0,3,117,4,0,124,4,0,0,7,17,0,0,0,10,0,3,15,1340,282,78,18,1713,12,7,18,1727,118,4,1852,3,0,0,0,5,0,0,0,5,0,0,7,19,0,0,0,20,0,0,0,20,0,0,20,26,0,0,0,31,0,0,0,31,0,0,34,1363,283,81,18,1744,12,7,18,1758,118,4,1878,248,41,12,5
LGA10950,88,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,6,6,91,0,0,0,93,0,0,96,20,3,0,0,20,4,0,4,17,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,97,4,6,6,110,0,0,0,113,3,0,118,24,0,0,0,27,0,0,0,27,0,0,24,25,0,3,0,30,0,0,0,30,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,7,0,52,0,0,0,52,3,0,55,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,53,0,7,0,52,0,0,0,55,3,0,58,7,0,0,0
LGA11150,72,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,72,0,0,0,72,0,0,73,10,0,0,0,10,3,0,3,13,7,0,17,0,0,0,4,4,0,0,0,4,0,4,6,81,0,0,4,78,3,0,3,86,3,4,95,20,0,0,0,22,0,0,0,25,0,0,24,16,0,0,0,16,0,0,0,16,0,0,16,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,8,8,0,0,0,8,0,0,8,41,0,0,8,43,0,0,0,48,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,8,43,0,0,0,48,0,0,48,0,0,0,0
LGA11200,25,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,25,0,0,0,22,0,0,26,6,0,0,0,9,0,0,0,9,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,28,0,0,0,27,11,0,41,0,0,0,0,6,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,12,0,0,8,0,5,0,0
LGA11250,345,20,0,370,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,10,10,0,0,0,10,0,0,0,10,0,0,12,301,34,7,5,354,3,7,7,358,23,0,380,84,12,4,0,93,3,8,8,106,19,0,126,0,0,0,4,4,0,0,0,4,0,0,5,383,47,14,14,454,7,6,17,464,44,3,513,102,11,5,0,113,0,0,0,113,8,0,123,88,6,5,0,101,0,0,0,106,8,0,107,6,0,3,0,10,0,0,0,10,0,0,10,0,0,0,3,3,0,0,0,3,0,0,3,190,14,13,7,227,0,0,4,232,17,0,242,0,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,3,0,0,0,3,0,0,9,6,4,0,0,4,0,0,0,4,0,0,8,193,21,13,7,231,0,0,4,236,15,0,254,35,5,5,0
LGA11300,742,61,0,806,3,0,0,0,5,0,0,0,10,0,0,10,11,3,0,0,14,0,0,6,18,0,0,18,15,4,0,0,26,0,3,8,26,0,0,30,542,151,41,21,750,15,11,23,774,64,0,831,190,46,35,11,284,11,3,16,296,96,5,398,0,0,0,0,0,0,0,0,0,0,8,12,732,195,82,31,1030,26,10,36,1070,154,17,1243,178,30,11,0,215,4,0,9,221,19,0,246,137,60,11,3,215,12,0,12,222,18,0,239,17,7,9,0,33,0,0,0,33,5,0,34,3,0,0,4,4,0,0,0,4,3,0,5,332,98,23,13,464,10,0,15,486,45,0,526,5,0,0,0,5,0,0,0,5,0,0,5,3,0,4,0,7,0,0,0,5,0,0,12,9,0,4,0,14,0,0,0,17,0,0,14,343,98,28,13,483,10,3,19,499,47,0,545,86,19,19,8
LGA11350,986,67,3,1053,0,7,0,0,7,0,0,0,13,0,0,13,10,3,5,0,17,0,0,0,17,0,0,17,10,11,5,0,24,0,0,0,22,0,0,22,689,266,30,23,1010,3,0,8,1015,67,3,1082,138,46,4,3,204,11,0,11,211,34,4,243,0,0,0,0,5,0,0,0,5,0,13,11,830,318,28,30,1211,18,0,17,1225,97,18,1342,139,39,8,0,186,0,0,0,186,10,3,204,246,108,13,0,359,6,4,6,369,17,0,388,10,3,5,3,19,0,0,0,19,0,0,18,5,0,0,5,3,0,0,0,6,0,0,8,396,150,22,12,574,0,4,4,577,31,3,613,0,3,0,0,8,0,0,0,8,0,0,8,7,3,0,0,15,0,0,0,10,0,0,14,6,10,0,0,12,0,0,0,17,0,0,16,406,157,21,12,587,0,3,5,597,37,3,632,58,26,4,3
LGA11400,623,5,0,626,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,10,0,0,0,9,0,0,0,9,0,0,9,557,49,12,5,629,3,0,3,631,5,0,635,81,10,0,0,93,0,0,0,93,6,0,101,0,0,0,0,0,0,0,0,0,0,0,0,642,60,12,9,719,3,0,3,724,15,0,741,150,19,3,3,172,0,0,0,172,3,0,173,184,13,10,4,202,0,0,3,211,5,0,210,3,0,0,0,6,0,0,0,6,0,0,8,5,0,0,0,7,0,0,0,7,0,0,7,344,29,10,6,390,0,0,3,389,6,0,400,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,6,0,0,0,6,0,0,6,354,29,10,6,399,0,0,3,396,6,0,410,39,7,0,0
LGA11450,5734,224,20,5982,49,5,7,3,57,15,0,15,76,4,0,76,65,13,8,7,92,8,5,13,101,11,0,109,113,17,10,10,146,22,5,28,168,14,0,187,4437,886,399,91,5803,87,15,98,5909,237,20,6165,1018,260,110,33,1417,49,4,48,1468,306,5,1783,7,0,0,12,20,0,0,0,20,0,29,50,5456,1153,504,138,7245,136,13,149,7395,549,58,7999,1229,156,67,0,1453,13,5,19,1472,59,0,1535,914,245,64,9,1232,21,0,21,1252,62,0,1319,182,50,49,6,287,6,0,9,295,14,0,312,10,0,3,12,21,0,0,0,21,3,5,38,2335,451,181,29,2996,46,7,53,3048,137,5,3193,26,3,5,3,28,6,0,6,36,5,0,41,38,0,0,0,47,0,0,0,47,4,0,54,65,6,4,5,76,6,0,10,87,11,0,98,2399,462,187,27,3070,55,9,61,3134,145,5,3289,460,128,45,13
LGA11500,5188,430,34,5647,68,15,7,0,90,16,0,21,111,15,0,126,135,40,14,5,189,22,4,28,218,31,0,246,202,51,20,4,278,42,10,52,330,48,0,378,3804,847,571,91,5314,177,25,204,5519,477,33,6026,1507,464,298,91,2362,110,24,131,2494,912,12,3417,14,4,0,15,32,0,0,0,35,4,62,103,5325,1315,870,198,7706,286,51,339,8049,1390,112,9546,1069,170,127,14,1368,39,6,48,1414,129,5,1547,732,228,119,15,1096,21,7,29,1118,109,4,1240,133,45,82,0,263,0,0,0,268,14,0,281,13,5,0,25,36,0,0,0,36,7,5,51,1935,440,332,54,2761,60,15,73,2839,262,16,3120,41,11,4,0,58,11,0,13,72,13,0,86,53,15,6,0,73,12,0,17,91,15,0,108,95,27,7,5,137,23,6,28,160,31,0,189,2029,469,343,55,2896,87,20,103,3005,292,16,3309,734,235,134,34
LGA11520,2844,123,4,2974,28,8,0,0,39,0,0,4,36,0,0,39,26,0,0,0,34,4,0,5,34,5,0,36,57,8,0,0,66,3,3,6,71,3,0,74,2309,389,111,47,2855,51,8,56,2917,129,4,3052,493,109,36,13,651,10,0,11,662,104,0,775,3,0,0,9,9,0,0,0,9,0,13,26,2805,503,147,61,3513,65,10,73,3589,236,23,3848,761,86,22,5,874,23,0,23,891,59,0,957,535,146,18,0,697,8,3,16,710,21,0,733,57,21,20,0,102,4,0,4,105,10,0,108,6,0,0,10,14,0,0,0,15,3,0,19,1357,255,58,15,1685,32,3,40,1720,93,5,1820,9,0,0,0,8,0,0,0,8,0,0,8,18,0,0,0,19,3,0,0,28,0,0,29,24,4,0,0,35,3,0,0,38,0,0,38,1385,260,63,15,1717,40,4,41,1759,91,5,1858,257,49,20,0
LGA11570,8004,960,48,9017,75,25,8,3,108,36,3,38,147,34,0,176,121,49,20,4,192,46,17,63,258,37,0,301,192,74,31,9,304,84,16,104,407,73,0,479,5456,1357,1195,131,8133,225,57,275,8412,1035,53,9495,2579,1205,871,191,4854,368,100,467,5317,3691,58,9058,16,12,8,55,102,3,0,3,105,30,146,280,8055,2577,2078,379,13084,597,153,746,13833,4750,259,18835,1576,237,211,16,2042,44,14,56,2101,268,0,2370,1284,470,216,18,1990,30,10,45,2031,288,8,2321,232,99,267,4,597,14,0,14,611,80,0,698,11,9,0,43,64,0,0,0,64,22,3,86,3104,815,698,77,4689,91,23,112,4804,656,10,5471,47,7,4,0,61,20,0,19,77,23,0,98,64,19,15,0,99,25,13,39,136,35,0,176,107,28,16,0,156,44,15,58,218,58,0,277,3211,844,713,76,4841,136,36,174,5022,710,12,5749,1270,661,424,107
LGA11600,96,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0,4,0,0,4,100,4,0,0,102,0,0,0,102,3,0,103,20,0,0,0,20,0,0,0,20,0,0,20,3,0,0,0,3,0,0,0,3,0,0,3,128,4,0,0,126,0,0,0,126,3,0,128,24,0,0,0,26,0,0,0,26,0,0,26,33,5,0,0,36,0,0,0,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,5,0,0,57,0,0,0,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,56,5,0,0,59,0,0,0,61,0,0,61,4,0,0,0
LGA11650,10866,510,28,11402,41,23,0,4,68,15,0,18,86,8,0,96,127,32,4,5,167,4,7,9,175,11,0,190,164,54,4,5,231,14,4,24,254,25,0,279,8379,1828,628,153,10984,103,31,141,11123,539,28,11685,1899,438,157,44,2537,57,14,70,2609,405,11,3023,16,3,0,21,38,0,0,0,38,4,47,87,10291,2265,786,217,13555,162,49,212,13766,944,82,14793,2034,385,114,7,2543,30,9,40,2584,193,0,2776,2512,579,159,18,3267,31,11,37,3305,155,5,3464,396,104,91,3,593,4,0,8,603,32,0,631,23,14,5,47,86,4,0,0,94,8,9,104,4972,1075,362,85,6496,71,22,89,6578,382,16,6979,33,10,0,3,49,5,5,13,57,8,0,63,44,22,7,0,74,6,0,3,77,9,0,83,77,31,6,0,122,12,8,15,138,14,0,149,5048,1109,373,84,6610,80,26,103,6719,395,16,7124,933,220,73,28
LGA11700,20,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,20,4,0,24,11,3,0,0,13,0,0,0,15,16,0,29,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,35,0,0,0,39,20,0,57,3,0,0,0,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,8,7,0,0,0
LGA11720,1843,80,13,1933,15,0,0,0,17,0,0,3,20,0,0,23,24,0,0,0,26,0,0,0,25,6,0,33,39,4,0,0,45,0,3,8,42,5,0,49,1562,212,69,21,1857,23,3,31,1891,83,15,1984,423,66,16,18,520,18,5,27,548,93,0,634,0,0,0,0,4,0,0,0,4,0,6,12,1984,277,84,40,2385,43,6,58,2440,173,22,2634,382,36,20,4,437,11,0,14,447,26,0,481,504,58,21,8,594,5,0,7,601,33,0,636,42,10,8,0,60,0,0,0,60,7,0,67,3,0,0,4,11,0,0,0,10,0,4,9,932,102,47,15,1097,14,5,19,1117,74,4,1193,7,0,0,0,7,0,0,3,6,0,0,10,8,0,0,0,8,0,0,0,14,9,0,18,12,0,0,0,17,0,0,0,14,3,0,24,944,102,47,15,1112,18,4,24,1133,81,4,1219,174,37,8,0
LGA11730,1239,87,12,1336,12,0,3,6,14,0,0,0,14,3,0,20,18,0,0,0,21,3,0,4,28,0,0,28,25,3,3,6,41,3,0,4,43,3,0,44,1039,187,27,23,1272,8,4,13,1280,91,12,1379,207,54,8,7,287,14,7,23,308,76,5,389,3,0,0,0,4,0,0,0,4,0,17,17,1251,236,41,36,1562,18,12,31,1599,166,27,1786,291,50,8,5,348,3,0,3,349,30,0,377,322,67,0,3,397,3,3,4,401,44,0,447,8,6,5,0,24,0,0,0,24,0,0,24,3,0,0,6,7,0,0,0,9,3,0,15,622,126,14,11,771,9,3,9,780,71,0,855,4,5,0,0,9,4,0,4,10,3,0,17,3,0,0,0,3,4,0,4,4,0,0,4,9,5,0,0,8,9,0,9,17,3,0,23,629,127,14,11,779,17,3,13,794,78,0,878,89,36,11,0
LGA11750,120,0,0,123,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,8,0,0,0,8,0,0,8,100,5,14,6,129,0,0,0,126,0,0,129,24,0,0,0,24,0,0,0,24,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,125,5,14,6,148,0,0,0,154,0,0,159,34,0,0,0,38,0,0,0,38,0,0,38,24,3,0,0,23,0,0,0,23,0,0,30,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,3,3,0,0,0,3,0,0,3,60,8,4,0,68,0,0,0,68,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,8,4,0,71,0,0,0,71,0,0,71,12,0,0,0
LGA11800,2441,119,3,2563,17,0,0,0,19,4,0,4,22,0,0,24,24,0,0,0,27,4,4,8,35,5,0,44,47,6,0,0,53,5,4,7,57,9,0,67,1957,395,67,39,2456,23,16,42,2493,128,3,2630,298,95,17,14,423,21,8,29,454,160,3,620,8,4,0,8,12,0,0,0,12,0,12,19,2259,493,83,60,2891,46,28,69,2966,286,21,3267,577,101,8,9,691,9,5,13,704,44,0,750,622,159,17,7,812,5,0,6,815,51,0,869,26,11,6,0,35,0,0,0,35,0,0,35,8,5,0,5,13,0,0,0,13,0,0,15,1237,266,33,13,1556,16,5,19,1571,89,3,1668,12,0,0,0,12,8,0,8,17,0,0,18,15,0,0,0,17,0,0,0,17,4,0,19,27,0,0,0,26,8,0,8,34,6,0,40,1260,272,33,19,1578,23,5,27,1606,97,3,1708,148,59,8,11
LGA12000,188,0,0,191,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,169,13,0,0,184,0,0,0,190,0,0,195,27,3,0,0,25,0,0,0,25,14,0,41,0,0,0,0,0,0,0,0,0,0,0,0,199,22,0,0,215,0,0,0,217,17,0,228,38,6,4,0,46,0,0,0,46,0,0,48,33,4,0,0,41,0,0,0,41,0,0,37,0,0,3,0,6,0,0,0,6,0,0,6,0,0,0,4,4,0,0,0,4,0,0,4,73,13,5,5,91,0,0,0,91,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,13,5,5,91,0,0,0,91,0,0,92,18,0,0,0
LGA12150,76,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,64,9,0,0,75,0,0,0,75,4,0,79,16,12,0,0,28,0,0,0,32,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,82,21,6,0,100,0,0,0,104,11,0,115,21,3,0,0,23,0,0,0,26,0,0,26,13,6,0,0,23,0,0,0,23,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,10,0,0,47,0,0,0,47,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,10,0,0,47,0,0,0,47,3,0,47,14,5,0,0
LGA12160,329,14,0,343,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,10,0,0,0,10,0,0,0,9,0,0,9,291,35,5,7,337,4,0,4,341,14,0,359,48,6,0,3,58,0,0,0,62,22,0,85,0,0,0,0,0,0,0,0,0,0,0,0,346,40,5,10,396,4,0,5,401,38,0,441,73,4,4,0,77,0,0,0,77,3,0,83,87,13,0,0,103,0,0,0,103,5,0,104,5,0,0,0,4,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,169,18,0,3,191,0,0,0,191,6,0,198,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,5,0,0,5,8,0,0,3,10,0,0,0,10,0,0,10,175,18,0,3,198,0,0,0,198,6,0,211,37,4,0,0
LGA12350,314,12,0,328,6,0,3,0,5,3,0,3,9,0,0,9,4,0,0,0,4,0,0,0,4,0,0,4,6,0,3,0,11,3,0,3,14,0,0,14,287,31,10,4,327,3,0,3,333,12,0,343,47,11,0,0,57,0,0,3,61,23,0,78,3,0,0,0,3,0,0,0,3,0,0,3,335,36,8,4,386,6,0,7,394,28,0,430,82,9,7,0,98,0,0,0,100,0,0,99,76,15,0,0,89,0,0,0,89,8,0,97,3,6,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,164,30,9,6,198,0,0,0,196,10,0,210,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,8,0,0,0,8,0,0,8,172,30,9,6,206,0,6,6,203,10,0,216,31,5,0,0
