LGA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
LGA13340,9,24,32,795,881,1677,0,0,0,62,65,129,0,0,0,1176,1150,2324,5,6,10,3,7,9,14,12,21,5,3,11,442,403,852,0,0,0,4,7,18,77,89,161,205,212,417,5,12,18,17,13,29,226,260,493,150,162,313,0,0,0,3198,3282,6478,24,18,35,11,4,16,0,0,3,0,0,0,3,0,4,0,15,11,5,11,13,1820,1624,3442,15,3,21,0,10,10,1838,1633,3473,579,525,1110,5657,5492,11157
LGA13450,70,106,176,1349,1565,2920,0,0,3,90,113,199,43,39,82,4888,5094,9983,10,8,18,21,23,35,38,51,86,76,72,145,43,34,80,14,10,23,75,67,143,163,192,354,267,314,586,13,20,36,128,151,272,461,602,1059,225,279,505,4,5,12,7903,8638,16544,724,606,1330,431,303,732,0,6,9,4,0,4,500,417,917,26,17,47,527,438,964,2678,2269,4949,18,22,42,10,9,14,2707,2305,5007,1232,1090,2323,13591,13494,27086
LGA13550,22,27,49,1382,1527,2906,0,0,0,57,62,123,0,0,0,1398,1548,2940,0,0,0,9,11,18,6,9,15,6,0,4,15,13,31,0,0,0,11,13,22,52,59,108,238,250,492,14,21,33,13,15,31,202,214,419,102,112,212,0,0,7,3505,3854,7357,13,9,22,8,7,13,0,0,0,0,0,0,12,0,8,5,14,15,12,16,29,2217,1954,4174,6,6,13,0,3,5,2226,1969,4192,653,613,1264,6438,6495,12929
LGA13660,4,8,16,813,837,1650,0,0,0,16,12,22,0,0,0,428,510,939,0,0,0,4,5,0,0,0,4,0,0,0,18,13,32,0,0,0,6,3,3,9,10,15,139,143,281,16,13,25,5,6,19,74,85,158,37,43,78,0,0,3,1558,1676,3240,0,0,3,4,5,7,0,0,3,0,0,0,0,0,0,0,7,5,4,7,8,617,532,1152,8,0,5,0,0,0,622,534,1162,247,229,479,2447,2465,4910
LGA13800,154,277,427,5990,7003,12997,3,3,4,492,595,1084,104,124,232,8570,8886,17458,31,45,76,327,325,649,132,171,305,75,64,141,60,76,134,12,10,27,74,104,179,317,361,676,537,546,1079,35,47,81,74,76,150,763,964,1720,712,768,1479,31,19,43,18334,20187,38513,221,195,418,195,176,371,30,30,55,0,5,4,159,148,306,68,109,170,232,261,490,12033,10640,22678,85,88,176,36,58,96,12157,10792,22951,2141,1840,3982,33461,33755,67207
LGA13850,3,8,15,290,338,624,0,0,0,13,23,36,0,0,0,366,430,796,0,0,0,4,6,14,0,0,0,0,0,4,4,0,3,0,0,0,5,0,8,10,12,19,68,71,137,0,0,0,0,3,3,38,54,90,14,12,21,0,0,0,805,948,1758,9,11,19,5,4,9,0,0,0,0,0,0,8,5,17,7,0,12,18,12,26,406,295,700,0,0,0,0,0,0,409,297,699,195,163,358,1448,1436,2882
LGA13910,29,33,66,1910,2093,4004,0,0,0,59,76,135,57,62,118,2749,3003,5748,0,0,3,29,40,69,21,28,51,4,8,13,24,36,58,0,0,0,23,14,34,20,25,44,235,251,488,29,33,64,15,18,36,338,360,704,145,153,297,8,6,11,5659,6209,11869,27,22,46,261,263,527,0,0,3,0,0,5,15,15,36,8,23,28,31,39,69,2566,2352,4912,11,6,18,10,16,26,2590,2371,4959,871,839,1709,9469,9787,19254
LGA14000,2099,2856,4953,8603,9977,18581,6,5,17,1565,1886,3450,80,80,167,13784,15291,29074,87,90,172,725,782,1506,113,124,234,95,97,193,161,198,361,206,193,403,335,415,751,711,779,1494,1569,1809,3380,67,75,142,355,466,821,1894,2414,4312,1924,2207,4128,56,73,131,32342,36976,69315,5083,5107,10190,1506,1464,2972,194,228,418,4,0,3,399,376,771,340,403,743,742,777,1521,28492,26127,54621,273,235,508,94,152,251,28859,26524,55377,3530,3534,7055,74360,77455,151811
LGA14100,78,139,217,715,831,1549,0,0,0,30,28,54,0,0,0,2248,2414,4657,3,4,10,302,290,600,7,13,22,0,0,0,18,15,29,35,52,91,22,18,38,37,55,88,104,147,252,3,0,4,11,16,26,101,131,234,92,86,184,0,10,13,3733,4107,7845,64,60,133,81,90,176,28,27,54,0,0,0,11,9,21,20,28,46,28,37,73,2080,1912,3990,15,11,26,11,21,29,2104,1945,4047,471,549,1016,6597,6962,13559
LGA14170,2474,3585,6059,4843,5735,10577,10,15,29,426,478,905,0,0,0,17535,19878,37412,22,20,39,3638,4072,7714,141,176,316,31,41,73,118,178,293,141,152,303,195,242,433,260,324,586,815,988,1801,34,40,69,44,72,117,756,974,1724,1115,1379,2496,52,34,84,30176,34794,64968,2078,1679,3751,1337,1159,2497,436,494,933,25,25,46,63,64,130,384,403,787,471,494,963,45536,45362,90898,717,686,1405,169,304,470,46420,46356,92773,5771,5101,10877,89169,93648,182818
LGA14220,24,32,61,1893,2148,4043,0,0,0,45,53,103,0,0,0,1604,1745,3351,15,18,30,12,7,18,33,42,79,5,6,8,11,19,27,0,0,0,39,23,59,79,102,182,418,412,827,57,89,149,24,35,58,323,388,715,254,280,533,14,16,27,4817,5397,10211,32,19,50,13,6,23,5,6,10,3,12,11,5,3,8,11,19,30,18,33,48,2783,2585,5364,14,11,29,7,13,21,2813,2603,5415,1059,970,2032,8780,9072,17853
LGA14300,14,14,25,589,615,1205,0,0,0,42,48,98,0,0,0,838,880,1718,0,0,0,4,8,10,0,0,3,8,6,9,5,15,21,4,5,3,23,6,28,14,14,27,107,111,218,5,8,16,3,4,9,104,92,193,31,38,71,0,0,0,1786,1844,3628,10,4,10,15,9,24,0,0,0,0,0,0,0,0,5,5,7,16,5,13,17,793,686,1481,5,6,5,0,0,0,795,688,1489,1037,184,1221,3664,2756,6415
LGA14350,70,102,177,2479,2804,5282,0,0,0,102,99,200,0,0,0,2657,3015,5674,7,8,8,34,27,60,89,130,219,12,9,20,17,29,41,0,0,3,34,47,79,91,120,214,309,336,651,48,67,121,228,257,481,580,785,1368,254,263,512,0,4,9,6940,7999,14940,36,21,61,21,15,37,3,7,8,11,21,35,10,11,18,34,56,85,55,81,139,6028,5485,11512,32,33,66,31,35,64,6085,5553,11644,2207,1479,3685,15426,15262,30688
LGA14400,55,89,147,1868,2177,4042,0,0,0,98,125,221,0,0,3,2387,2686,5076,5,6,9,95,95,193,49,62,110,6,7,13,29,34,69,4,8,11,32,20,53,36,56,94,247,282,528,15,7,19,4,4,9,408,532,943,189,243,431,4,8,12,5466,6368,11836,27,30,59,24,27,50,21,11,34,0,7,8,0,0,0,16,27,41,16,33,50,4847,4578,9427,38,19,54,23,30,57,4907,4627,9539,705,660,1365,11220,11851,23074
LGA14500,1500,2290,3793,8645,10168,18807,4,9,12,647,823,1466,6,5,0,9590,11014,20600,45,37,79,635,663,1292,37,66,103,33,40,70,119,184,304,179,183,369,256,269,525,390,485,873,1461,1616,3073,32,31,61,172,211,382,1937,2665,4608,1182,1423,2604,47,58,108,25401,29939,55345,1494,1520,3012,605,651,1251,1461,1449,2912,0,0,0,286,258,546,256,290,552,542,549,1095,25969,24716,50683,212,184,396,50,99,148,26231,25005,51233,2612,2820,5432,59850,64222,124076
LGA14550,51,62,109,606,648,1254,0,0,0,50,47,96,0,3,5,670,736,1407,0,3,5,7,11,19,27,21,48,5,8,11,13,14,25,0,0,0,9,15,20,58,62,124,188,183,366,10,6,13,24,28,55,228,278,508,108,135,239,8,6,13,2015,2197,4212,8,16,28,8,0,12,6,6,7,3,0,4,4,5,11,19,39,60,30,50,73,1901,1781,3681,23,25,48,17,22,34,1939,1823,3768,598,554,1154,4648,4708,9359
LGA14600,0,9,11,572,642,1215,0,0,0,10,9,22,88,90,179,733,776,1506,0,0,0,3,0,3,3,5,9,0,0,0,8,9,16,0,0,0,8,3,19,12,25,38,164,149,311,4,4,3,5,7,15,191,190,382,71,79,149,0,0,0,1884,1994,3880,24,18,46,10,6,15,0,0,0,0,0,3,3,3,8,4,0,10,11,7,18,720,594,1313,0,4,5,0,0,0,717,597,1317,398,412,809,3046,3048,6094
LGA14650,616,949,1563,15144,18436,33576,4,0,4,1855,2134,3987,61,65,131,17766,20835,38599,37,70,106,765,752,1522,359,467,820,177,189,368,167,240,411,37,40,78,477,565,1038,1307,1478,2783,2119,2486,4603,293,414,707,1577,1861,3437,3595,5112,8705,2535,2930,5467,242,272,515,48526,58336,106860,620,560,1183,426,391,814,55,66,123,19,27,43,130,104,232,203,335,536,345,468,809,47265,42641,89901,377,277,660,153,259,411,47795,43173,90967,5932,5585,11513,104311,109529,213845
LGA14700,433,650,1089,1836,2183,4015,0,9,7,139,173,314,4,4,10,4728,5043,9777,9,18,27,327,400,722,14,20,33,8,5,20,42,55,100,73,87,155,52,72,128,111,123,241,276,317,596,4,8,9,13,22,34,248,355,607,300,412,711,7,19,27,8206,9321,17530,664,633,1292,290,294,582,185,198,386,0,0,0,46,56,107,103,112,207,147,176,319,8244,7663,15910,76,84,164,26,39,68,8355,7784,16138,1025,1081,2104,19305,20130,39438
LGA14750,24,39,61,808,961,1770,0,0,0,29,34,63,71,75,145,1810,1918,3725,3,4,12,17,17,39,15,10,23,0,4,4,25,31,61,0,0,0,18,13,33,58,82,136,255,309,561,12,20,34,9,15,32,164,183,347,72,66,144,7,6,11,3386,3746,7133,27,23,54,46,46,101,0,0,0,0,0,0,86,83,166,11,9,22,92,94,189,1502,1322,2823,11,7,18,5,0,9,1513,1330,2849,543,525,1077,5643,5808,11452
LGA14850,220,313,535,2324,2764,5085,0,0,0,144,176,316,0,0,3,3803,4308,8119,11,17,29,36,42,77,75,92,165,25,26,55,26,29,57,3,5,12,64,59,117,184,230,413,747,822,1570,35,46,80,152,143,295,715,849,1561,530,607,1138,84,80,162,8951,10304,19259,82,80,159,70,70,141,24,18,45,6,10,19,67,61,128,145,248,387,220,322,540,9899,9212,19112,96,93,191,67,83,143,10056,9385,19450,2135,2079,4212,21758,22573,44334
LGA14870,68,106,175,1637,1850,3485,0,0,0,127,138,262,86,81,172,2152,2279,4437,0,0,0,37,35,68,32,39,70,13,23,37,13,12,19,0,0,0,38,40,78,65,76,147,300,338,636,28,33,63,27,29,58,453,572,1031,170,157,323,11,17,25,5196,5716,10912,57,49,101,42,28,71,11,11,21,0,3,6,5,13,20,35,53,94,42,69,118,3860,3454,7313,40,31,75,17,31,41,3919,3516,7428,1198,815,2017,10529,10313,20842
LGA14900,6045,7364,13410,5650,6417,12072,1262,1379,2639,1422,1573,2995,19,21,38,29343,30994,60330,51,57,105,6519,6715,13235,463,536,998,499,524,1018,98,109,206,1524,1494,3022,525,567,1096,1411,1547,2953,830,952,1779,58,51,106,251,306,559,729,842,1573,4429,4661,9089,144,151,293,55199,58909,114109,6234,6302,12539,17871,17427,35297,28,24,54,4,6,12,657,562,1223,3655,3639,7292,4319,4208,8525,17320,14436,31750,157,107,264,97,102,199,17574,14647,32216,8895,8392,17288,116163,117283,233446
LGA14920,8,12,20,1056,1135,2195,0,0,0,17,15,35,0,0,0,699,798,1506,0,0,0,0,4,9,32,29,56,0,6,5,3,4,9,5,4,7,3,5,9,23,20,47,101,88,185,4,6,8,3,3,7,133,145,275,44,52,99,3,6,6,2134,2311,4443,16,9,24,4,0,4,0,0,0,11,12,25,0,0,0,9,11,22,22,27,45,1095,946,2042,8,9,13,0,0,4,1106,956,2058,507,448,956,3789,3761,7551
LGA14950,0,5,6,232,241,474,0,0,0,13,12,21,0,0,0,424,514,943,0,0,0,0,0,0,0,0,0,0,0,0,66,70,135,0,0,0,5,6,3,27,28,49,83,87,170,3,6,10,0,0,3,133,131,262,47,43,88,0,0,0,1033,1137,2169,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,4,3,6,448,374,824,0,0,5,0,0,0,445,382,829,164,147,310,1649,1669,3319
LGA15050,201,299,496,7571,8932,16505,0,0,0,638,679,1318,98,92,196,9659,11026,20682,28,39,68,148,149,293,82,136,210,72,99,171,39,64,102,13,18,38,227,305,531,326,419,747,917,1067,1985,141,173,311,93,105,200,1277,1784,3063,898,1039,1934,29,24,47,22251,26153,48402,340,307,647,289,247,537,14,29,44,3,10,19,161,133,295,86,181,266,255,326,575,17863,16508,34371,125,107,229,49,75,122,18027,16692,34721,2529,2267,4804,43917,46310,90226
LGA15240,249,409,658,10207,11592,21798,3,0,3,791,837,1628,3,0,4,7570,8611,16183,33,49,86,132,123,258,277,361,635,77,104,176,81,92,176,21,16,34,193,228,424,190,261,457,1340,1533,2873,163,230,388,142,189,328,1577,2180,3759,966,1170,2132,23,39,57,23793,27612,51404,162,155,316,104,106,211,36,31,66,40,28,68,36,33,70,92,138,237,167,204,370,18241,16687,34922,114,92,203,80,120,199,18428,16894,35324,4149,4080,8235,47086,49495,96579
LGA15270,37,78,117,2662,2941,5603,0,0,0,92,108,207,0,0,0,3000,2998,6000,0,0,0,39,27,71,33,53,91,8,9,8,17,24,39,0,0,0,17,26,44,80,87,169,346,370,709,20,32,54,13,20,33,303,374,679,172,212,384,8,10,16,6811,7289,14098,47,38,83,29,24,48,8,4,13,5,4,8,23,25,51,27,39,67,56,68,123,4687,4140,8827,34,33,72,11,13,27,4738,4191,8931,1217,1080,2296,12945,12766,25713
LGA15300,27,34,63,1282,1422,2701,0,0,0,35,54,90,0,0,0,1359,1452,2807,3,6,3,24,21,45,12,24,36,6,8,10,31,21,54,3,0,3,11,12,28,31,51,75,191,199,390,28,30,60,22,18,39,135,145,282,126,126,250,3,9,6,3289,3583,6873,31,17,51,16,10,31,0,0,0,19,15,36,5,0,10,3,5,14,30,34,60,1557,1315,2872,5,6,9,4,3,9,1568,1328,2888,1416,1370,2784,6376,6369,12751
LGA15350,132,269,403,2268,2632,4903,0,0,0,66,80,145,0,0,0,2865,3682,6552,3,4,9,277,344,620,15,20,36,9,7,16,38,58,99,24,22,48,47,48,96,41,63,105,257,311,568,5,4,4,3,14,17,214,294,504,146,230,375,12,13,24,6284,7833,14114,145,144,293,86,72,154,109,128,232,0,0,0,10,12,16,44,50,87,53,58,112,5430,5917,11352,66,55,119,20,39,67,5518,6018,11536,715,772,1485,13033,15294,28329
LGA15520,51,52,99,921,1047,1969,0,0,0,62,63,119,0,5,6,1369,1488,2854,8,23,34,9,16,27,4,14,21,0,4,4,26,37,60,0,0,0,16,9,27,7,9,18,162,174,334,12,7,19,0,3,7,368,472,842,67,61,129,0,0,0,3036,3436,6473,12,14,25,18,10,31,0,3,3,0,0,0,8,7,19,6,6,8,13,14,27,2673,2381,5056,3,4,9,4,3,6,2683,2386,5069,590,532,1127,6409,6441,12850
LGA15560,5,4,6,321,363,677,0,0,0,6,3,8,0,0,0,469,424,894,0,0,0,0,0,0,0,0,0,0,4,4,7,6,12,0,0,0,0,3,7,8,11,20,76,62,138,0,0,0,9,9,20,113,107,220,24,23,45,0,0,0,1031,1007,2037,6,9,21,13,8,12,0,0,0,0,0,0,5,6,4,4,3,4,9,4,13,497,404,903,6,0,5,0,0,0,499,411,908,185,163,350,1751,1601,3353
LGA15650,46,71,117,1954,2219,4172,0,0,0,87,110,198,3,5,4,1674,1725,3395,0,0,3,14,15,30,28,39,72,8,3,11,7,3,13,10,6,17,16,20,30,31,32,59,169,154,316,7,15,13,15,23,39,177,219,390,135,125,257,7,12,15,4330,4714,9044,41,30,69,32,21,59,5,5,10,6,0,0,20,18,42,11,20,31,36,37,73,3000,2474,5474,14,11,31,8,15,25,3022,2510,5530,894,562,1457,8397,7957,16357
LGA15700,77,112,189,1506,1722,3226,0,0,0,59,70,126,0,0,0,1682,1827,3513,0,4,4,14,22,40,119,142,260,10,9,19,9,24,37,0,0,0,24,23,55,95,132,228,322,404,733,60,85,144,50,73,118,256,374,626,172,224,393,5,4,15,4394,5136,9529,45,49,93,14,6,24,9,12,25,15,19,33,32,30,61,37,54,88,87,95,185,4235,4008,8237,35,31,69,22,37,58,4291,4074,8359,1017,977,1998,9937,10463,20407
LGA15750,17,27,40,1617,1698,3316,0,0,0,23,10,32,0,0,0,1359,1478,2839,0,0,3,5,3,8,8,12,15,0,4,9,10,15,26,0,0,0,11,15,24,45,49,99,227,228,453,10,15,27,13,20,27,146,160,308,137,151,288,4,0,4,3615,3858,7474,18,17,41,10,14,25,0,0,0,0,0,0,0,0,5,5,15,24,11,15,25,1934,1684,3613,4,6,12,3,5,9,1941,1693,3632,779,682,1456,6397,6307,12703
LGA15800,10,15,31,544,574,1115,0,0,0,10,16,25,0,0,0,648,716,1369,0,0,0,0,0,3,8,15,20,3,5,0,16,22,36,5,0,4,6,4,12,38,43,78,69,86,156,0,3,6,0,11,17,191,173,364,45,60,100,5,4,4,1587,1732,3316,10,8,23,12,5,24,0,0,0,4,0,0,0,0,0,7,10,20,9,13,24,858,813,1676,11,13,23,0,4,3,868,826,1699,310,274,585,2823,2873,5698
LGA15850,4,8,6,648,721,1367,0,0,0,33,30,65,0,0,0,811,785,1592,0,0,3,0,0,3,0,6,6,0,4,0,3,3,13,0,0,0,9,3,11,15,16,30,89,67,160,3,0,4,51,58,101,213,242,452,52,65,123,0,3,0,1934,2007,3939,17,8,19,0,0,0,0,0,0,5,7,16,4,0,3,0,0,0,8,8,17,764,645,1411,7,3,11,5,0,0,770,649,1427,486,466,946,3218,3144,6360
LGA15900,793,1036,1830,9512,11333,20849,0,0,0,1097,1216,2315,34,25,56,14851,17110,31964,42,43,79,1317,1370,2687,123,172,299,93,100,195,98,115,220,47,46,94,500,534,1039,682,821,1502,1376,1551,2926,195,229,427,202,235,443,2016,2817,4833,1958,2323,4285,60,71,136,34218,40116,74336,1007,833,1839,1618,1209,2830,80,74,148,27,15,40,182,137,326,208,302,506,414,457,873,38929,36674,75597,420,356,781,123,234,359,39473,37262,76738,5377,4896,10279,82975,85893,168873
LGA15950,627,1178,1806,3425,4074,7502,4,3,4,196,238,437,0,0,0,6181,7898,14075,10,12,29,421,540,968,28,32,59,16,23,39,73,100,170,51,56,107,100,140,238,121,192,313,490,564,1057,11,13,22,14,24,41,456,632,1086,453,667,1121,15,20,35,12058,15232,27294,929,869,1796,287,280,565,341,361,704,4,3,6,72,64,134,104,150,262,176,219,399,15641,15797,31437,192,178,366,67,110,177,15905,16080,31980,2125,2282,4403,32443,36505,68950
LGA15990,1470,2162,3634,17518,20679,38199,34,41,70,1088,1195,2282,4,5,10,28356,31835,60196,35,34,69,1897,2104,4002,304,363,665,139,181,319,310,397,707,497,538,1033,468,502,965,930,1114,2043,1936,2273,4214,68,100,166,71,105,177,2336,3065,5394,2366,2781,5142,56,74,128,58412,67379,125789,1208,1009,2221,689,624,1308,423,474,909,4,6,9,302,264,562,337,453,788,643,726,1366,58671,54930,113606,457,339,796,245,412,663,59379,55684,115057,6707,6571,13274,128929,134623,263554
LGA16100,4,20,23,455,465,917,0,0,0,16,16,33,0,0,0,768,804,1573,0,0,4,24,19,45,4,3,11,0,4,4,11,11,20,0,0,5,0,3,7,20,24,43,55,54,115,0,0,0,31,29,57,101,108,214,44,50,85,5,3,8,1539,1603,3145,22,19,39,19,12,28,4,4,10,0,0,0,4,3,10,6,4,10,12,7,21,836,658,1497,11,9,12,0,4,4,843,667,1512,474,331,806,2915,2662,5580
LGA16150,159,193,353,3089,3738,6826,0,0,0,233,290,527,119,132,257,5411,6005,11418,13,20,40,94,97,186,67,82,148,26,26,53,40,36,73,17,8,27,239,250,487,224,315,541,439,483,925,23,43,64,26,32,63,905,1155,2056,541,599,1139,7,3,11,11506,13332,24839,263,228,494,149,129,278,21,8,29,4,4,9,64,46,118,47,79,131,125,130,255,7397,6768,14163,59,46,101,18,29,50,7468,6845,14314,1488,1463,2951,21178,22333,43512
LGA16200,28,41,65,1408,1562,2968,3,5,3,160,169,331,37,29,65,1719,1860,3581,0,0,0,10,3,13,0,5,12,3,6,9,31,40,70,3,3,8,14,16,23,73,97,170,240,266,505,9,13,23,13,13,33,369,451,821,180,209,384,4,5,14,4287,4747,9036,33,26,53,21,9,31,0,0,0,6,0,5,5,0,6,11,13,27,15,20,36,2099,1765,3865,10,6,21,8,3,10,2117,1782,3894,656,584,1237,7154,7208,14361
LGA16260,4345,5904,10251,7217,8317,15530,55,70,125,2207,2490,4694,210,256,474,23056,25369,48420,122,137,257,2002,2049,4051,170,230,393,252,256,507,148,152,303,658,671,1329,700,775,1468,1037,1288,2326,3701,4199,7902,79,96,177,219,242,466,2059,2498,4557,3229,3711,6941,60,89,153,47186,52894,100076,17848,15354,33204,7407,6795,14205,103,85,184,10,10,19,1416,1187,2597,843,910,1749,2267,2100,4369,39716,36491,76207,347,272,612,141,204,344,40198,36965,77169,9377,7899,17271,128734,127995,256729
LGA16350,1013,1422,2438,13068,15539,28607,94,103,194,954,1024,1977,227,205,425,30137,32408,62548,106,111,217,1802,1793,3597,286,359,650,379,410,788,176,203,380,571,538,1105,518,591,1105,1332,1534,2868,1622,1951,3574,107,194,295,216,279,495,1368,1664,3037,2901,3210,6108,72,76,148,55943,62174,118115,3655,3590,7248,3456,3195,6656,34,33,69,20,20,38,1379,1304,2681,285,392,679,1689,1714,3402,33140,29822,62961,299,246,544,96,169,266,33531,30237,63770,8254,7717,15969,107583,110085,217664
LGA16380,242,364,602,7682,9331,17013,0,0,0,402,477,880,0,5,7,8045,9689,17733,17,28,46,106,125,231,160,208,370,35,42,78,89,121,208,24,27,50,317,339,661,312,391,702,1131,1311,2437,106,160,262,196,263,457,1295,1791,3084,967,1203,2169,19,30,54,20907,25535,46445,203,191,392,102,103,207,26,32,61,8,3,12,51,34,82,93,166,260,153,204,354,16912,15777,32683,150,100,246,47,130,185,17105,16011,33113,2840,2746,5586,41576,45188,86762
LGA16400,188,331,523,6909,7955,14866,0,0,0,580,676,1259,0,0,5,6931,7872,14806,30,44,80,226,215,445,90,118,211,31,47,80,77,84,158,13,5,18,142,163,306,409,506,919,857,1025,1886,71,111,184,58,76,142,1282,1569,2847,766,857,1627,17,14,28,18512,21343,39852,132,103,235,114,80,196,19,19,47,12,4,18,30,22,50,58,113,172,97,144,244,15353,13767,29119,119,83,198,40,81,118,15510,13927,29436,2482,2267,4751,37059,38218,75276
LGA16490,248,309,556,3769,4358,8123,0,0,0,224,223,451,103,103,209,7326,7853,15176,4,9,14,807,761,1565,41,64,112,53,52,105,133,164,293,22,24,46,106,101,211,214,263,472,463,539,1000,54,44,98,51,39,87,556,638,1195,754,810,1559,25,21,41,14697,16065,30768,796,656,1450,467,393,861,29,18,51,8,6,12,406,327,732,90,133,225,499,469,968,12817,11457,24271,134,113,239,39,46,81,12986,11610,24597,2140,1917,4051,31861,31441,63304
LGA16550,1218,1856,3073,4660,5818,10476,47,59,106,305,376,681,3,9,12,16984,19068,36054,17,18,29,3551,4105,7657,83,122,204,48,37,84,104,134,241,138,168,302,175,204,379,288,408,692,792,876,1666,13,21,35,28,46,77,452,529,985,931,1129,2054,17,26,46,28627,33148,61776,869,720,1591,1007,882,1888,2609,2864,5467,5,15,24,60,78,137,157,205,356,220,295,513,24784,24226,49013,280,202,485,94,174,267,25156,24603,49767,5664,4510,10175,65376,68869,134252
LGA16610,45,56,100,1935,2181,4121,0,0,0,121,145,263,8,4,11,2389,2671,5063,4,0,4,20,21,39,62,59,122,0,4,9,15,17,38,0,0,0,24,24,54,77,130,206,523,570,1095,38,37,72,31,47,79,370,492,862,259,302,564,43,42,93,5922,6756,12677,25,25,48,10,13,23,7,0,12,4,3,8,0,4,5,38,48,84,42,49,96,4159,3732,7892,26,24,54,8,23,35,4199,3785,7982,1377,1254,2633,11631,11941,23565
LGA16700,2195,3234,5427,3963,4586,8548,51,65,123,962,1155,2127,49,59,105,13845,15763,29605,39,43,74,1500,1562,3057,90,126,212,40,45,84,79,100,176,790,834,1625,312,365,678,479,598,1071,1607,1914,3523,20,30,45,95,130,222,944,1190,2132,1670,1913,3576,41,41,80,26570,30497,57071,2918,2648,5577,2184,1867,4052,228,228,457,5,0,6,248,246,492,255,294,549,503,540,1045,24355,23003,47361,206,150,356,72,106,183,24635,23266,47899,3809,3797,7604,63042,66080,129123
LGA16900,174,337,509,5321,6533,11857,3,0,3,262,315,578,0,0,0,8879,10073,18951,29,37,63,1366,1338,2702,195,245,444,44,53,97,123,174,298,61,48,103,69,95,165,314,338,645,561,696,1249,48,84,132,26,48,76,746,1022,1769,1059,1156,2215,13,17,30,19114,22265,41380,124,138,267,433,460,890,13,15,28,8,7,13,21,24,47,75,128,207,110,162,266,14724,13241,27973,96,87,183,49,56,105,14871,13379,28252,2427,2255,4677,37265,39006,76271
LGA16950,355,538,894,9151,10662,19817,0,0,0,798,939,1733,3,0,3,9083,10429,19514,38,46,86,394,342,731,226,285,514,62,77,135,132,133,261,13,16,24,119,133,256,309,398,715,1242,1447,2689,108,118,223,56,63,123,1236,1643,2887,1102,1261,2364,21,31,50,24102,28021,52124,292,243,537,171,147,311,45,75,121,21,18,35,55,43,97,143,210,353,216,269,483,23315,21348,44661,173,122,289,86,126,211,23570,21591,45161,4975,3930,8902,53719,54813,108531
