SED_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
SED10011,323,7,5,10,330,46,0,370,0,0,0,3,3,0,0,0,3,0,0,3,1567,206,29,23,1826,11,8,23,1852,110,3,1959,349,49,3,3,397,4,3,5,405,27,0,436,417,60,4,7,490,4,0,5,494,13,0,503,13,0,3,0,16,0,0,0,16,3,0,17,3,0,0,0,7,0,0,0,7,0,0,7,781,104,15,11,906,7,3,16,920,38,0,965,13,0,0,0,13,0,0,0,13,0,0,9,19,0,0,0,22,0,0,0,23,0,0,23,33,0,0,0,29,0,0,0,34,5,0,34,810,108,15,10,940,10,3,12,958,46,0,997,152,19,3,0,176,3,0,4,179,39,0,218,0,0,0,0,0,0,0,0,0,0,0,4,961,130,18,9,1116,14,4,19,1134,82,0,1215,478,65,11,3,553,7,3,8,565,45,0,604,558,88,9,3,657,0,4,3,665,31,0,701
SED10012,638,14,19,30,671,310,3,985,6,0,0,4,6,0,0,0,8,0,22,29,1163,305,14,41,1526,63,38,107,1633,408,28,2063,267,21,0,0,292,7,8,18,313,23,3,333,185,77,5,0,268,16,4,19,289,33,0,322,7,0,0,0,5,0,0,0,5,3,0,12,3,0,0,9,16,0,0,0,16,0,0,20,467,95,5,14,582,24,15,41,619,54,3,681,11,0,0,0,8,10,0,14,21,0,0,24,18,19,0,0,34,10,13,18,55,3,0,63,24,19,0,3,46,19,15,32,80,10,0,92,495,114,6,12,628,47,24,75,701,67,3,769,288,119,14,6,429,14,14,30,454,203,3,657,0,0,0,3,5,0,0,0,7,0,7,11,786,235,21,21,1062,66,36,99,1164,266,14,1438,414,52,0,6,464,13,5,20,490,60,3,552,249,90,3,4,347,14,9,20,366,46,0,414
SED10013,532,11,3,21,553,65,0,615,0,3,0,3,8,0,0,0,9,0,7,14,2562,232,31,68,2897,34,7,43,2943,121,15,3082,654,28,11,4,704,3,0,4,704,28,0,742,633,58,10,5,704,8,0,9,711,19,0,733,24,0,11,0,36,0,0,0,36,0,0,34,12,0,0,18,22,0,0,0,22,0,0,22,1321,90,28,26,1464,8,0,16,1477,51,0,1527,9,0,0,0,9,0,0,0,9,3,0,16,26,4,0,0,37,0,0,0,36,0,0,40,37,4,0,3,45,0,0,0,45,3,0,49,1357,90,26,31,1511,13,0,12,1526,57,0,1585,272,26,7,9,314,3,0,3,315,41,0,365,0,0,0,0,0,0,0,0,0,0,0,0,1632,125,28,36,1824,16,3,19,1845,96,4,1944,827,52,9,9,893,6,0,13,902,39,0,944,723,70,14,8,807,12,0,14,821,18,0,834
SED10014,512,22,7,31,545,161,3,711,3,0,0,0,3,0,0,0,4,0,6,11,1385,229,19,40,1677,52,18,77,1748,268,12,2025,317,30,4,3,359,3,0,8,361,27,0,390,307,43,3,3,357,3,3,6,361,23,0,381,14,3,4,0,21,0,0,0,21,0,0,21,3,0,0,0,8,0,0,0,8,7,0,17,649,80,7,7,744,12,8,14,757,53,0,813,25,3,0,0,26,4,0,4,25,0,0,28,16,3,0,0,22,0,0,0,30,3,0,29,41,9,0,0,48,3,0,5,55,7,0,59,689,83,7,9,792,14,6,22,813,60,0,876,240,56,7,10,311,14,3,21,329,112,0,449,0,0,0,0,0,0,0,0,7,0,10,15,928,140,13,20,1101,32,14,47,1149,169,16,1336,442,43,9,4,504,18,3,19,521,48,0,568,341,59,6,11,414,6,5,12,425,35,0,463
SED10015,488,12,4,21,505,117,3,627,0,0,0,3,3,0,0,0,3,0,15,20,1504,309,23,39,1879,41,21,57,1938,206,21,2165,353,39,3,10,396,5,3,11,408,27,0,428,303,63,6,0,375,11,0,8,388,26,3,411,3,0,5,0,15,0,0,0,15,0,0,15,7,0,0,9,12,0,0,0,12,0,0,12,662,107,13,14,799,16,4,19,817,50,4,872,11,0,0,0,12,0,0,0,14,0,0,14,20,3,0,0,28,0,4,3,32,0,0,33,31,3,0,0,40,0,4,6,41,3,0,43,697,107,13,16,837,15,8,21,859,51,4,915,200,71,7,15,300,6,0,6,300,83,0,383,0,0,0,0,0,0,0,0,0,0,5,8,900,184,22,33,1132,23,10,31,1161,132,6,1305,496,56,3,9,559,11,3,10,572,49,0,621,399,108,11,3,515,3,0,9,524,44,0,568
SED10016,581,9,0,15,591,42,0,633,5,0,0,0,3,0,0,0,3,0,7,12,2832,227,13,39,3111,51,6,60,3174,109,13,3300,720,49,7,3,781,16,0,16,795,19,0,814,676,64,6,5,750,12,0,10,769,20,4,789,22,0,3,0,25,0,0,0,25,0,0,25,15,0,0,8,22,0,0,0,22,0,3,25,1428,122,12,19,1582,27,0,32,1609,33,3,1656,21,0,0,0,22,5,0,5,25,0,0,27,35,5,0,0,43,0,3,4,49,0,0,50,59,8,0,0,64,5,3,4,72,0,0,70,1486,127,12,19,1643,37,7,40,1680,40,3,1727,301,31,3,6,348,4,4,3,352,20,0,371,0,0,0,0,3,0,0,0,3,0,0,5,1789,156,17,26,1988,40,8,43,2033,53,6,2099,1021,69,17,4,1107,12,0,12,1122,36,0,1164,881,108,9,3,993,25,3,27,1017,27,0,1044
SED10017,370,15,0,20,391,114,0,510,5,0,0,0,5,0,0,0,5,0,0,9,1436,182,39,32,1693,58,0,64,1757,193,3,1956,306,23,9,0,340,9,0,13,349,22,0,373,384,49,9,3,437,8,0,7,446,21,0,470,15,3,3,0,16,0,0,0,16,3,0,20,6,3,0,9,13,0,0,0,13,0,0,13,702,84,17,15,814,19,0,17,834,43,0,879,7,0,0,0,13,3,0,3,16,3,0,21,11,3,0,0,17,4,0,4,22,4,0,26,22,5,0,0,28,6,0,6,36,4,0,45,728,85,17,15,845,25,0,25,867,49,0,918,192,15,9,4,229,10,3,15,237,82,0,314,3,0,0,0,4,0,0,0,4,0,3,8,925,106,22,27,1073,32,4,36,1112,129,3,1245,444,32,8,3,478,15,4,18,495,28,0,524,471,49,14,11,539,10,0,10,551,35,0,586
SED10018,260,6,0,6,267,75,0,345,3,0,0,3,3,0,0,0,3,0,3,6,1493,183,27,20,1729,38,3,44,1768,140,3,1913,322,43,5,0,370,7,3,6,385,27,0,403,469,61,8,3,537,3,4,9,544,18,0,566,17,5,0,0,17,0,0,0,17,0,0,24,3,0,0,6,6,0,0,0,6,0,0,6,811,106,13,7,938,13,3,12,954,44,0,998,9,4,0,0,9,0,0,0,9,0,0,14,16,0,0,0,15,0,0,0,15,3,0,19,25,3,0,0,26,0,0,0,24,6,0,29,834,109,13,7,969,15,3,16,985,54,0,1032,105,10,0,0,121,9,0,9,126,33,0,168,0,0,0,0,3,0,0,0,3,0,5,11,938,124,12,14,1093,17,3,23,1113,88,5,1204,472,62,12,3,546,17,0,17,561,28,0,591,585,67,3,3,657,11,0,11,668,28,0,697
SED10019,269,6,4,10,282,106,0,387,3,0,0,0,5,0,0,0,5,0,5,10,1084,248,24,14,1373,34,9,47,1413,187,6,1611,249,46,3,0,299,3,4,9,300,18,0,326,277,77,7,6,370,12,4,13,384,28,0,405,10,10,3,0,16,0,0,0,17,0,0,19,3,0,0,6,10,3,0,3,10,0,0,10,539,129,17,13,694,15,8,22,714,45,0,765,0,4,0,0,9,8,0,8,14,3,0,14,5,3,0,0,11,3,0,3,13,0,0,13,9,9,0,0,14,10,0,10,26,3,0,26,548,135,18,13,709,20,8,29,740,51,0,790,136,33,4,9,172,7,0,7,177,64,0,248,0,0,0,0,0,0,0,0,0,0,3,3,683,166,17,20,883,29,8,36,917,121,3,1036,361,51,4,4,424,8,0,8,434,27,0,465,374,92,8,9,479,13,7,13,494,45,0,536
SED10020,216,11,0,11,228,73,0,304,3,0,0,0,3,0,0,0,3,0,6,9,1217,214,29,28,1488,42,9,55,1537,155,16,1709,298,44,3,0,349,8,3,12,359,22,0,388,325,49,5,9,382,7,3,15,400,38,0,437,11,0,0,0,6,0,0,0,6,0,0,7,3,0,0,3,8,0,0,0,8,0,0,3,636,92,11,13,746,16,5,26,770,64,0,834,5,0,0,0,9,7,0,7,12,0,0,12,12,0,0,0,13,3,0,3,20,7,0,27,19,0,0,0,26,8,0,6,29,7,0,36,651,97,11,13,769,27,9,29,804,65,0,869,116,22,4,5,142,8,0,10,156,50,0,209,3,0,0,0,3,0,0,0,3,0,3,10,767,119,12,18,919,31,5,40,960,117,3,1087,434,57,6,6,494,12,0,12,511,32,0,544,402,91,7,6,507,9,3,7,517,42,0,556
SED10021,253,8,0,7,265,28,0,290,4,0,0,0,4,0,0,0,4,0,0,3,1383,121,15,16,1533,35,0,34,1572,71,6,1648,325,30,0,0,361,4,0,4,365,20,0,388,288,30,0,0,324,3,0,4,329,4,0,335,5,0,0,0,6,0,0,0,6,0,0,7,3,0,0,4,12,0,0,0,12,0,0,15,623,62,3,4,698,11,0,12,708,29,0,742,4,0,0,0,4,0,0,0,4,0,0,7,9,0,0,0,13,0,0,0,16,0,0,16,20,0,0,0,17,0,0,0,20,0,0,20,644,67,3,4,722,8,0,11,730,27,0,762,129,9,3,0,149,3,0,3,151,11,0,167,0,0,0,0,0,0,0,0,0,0,0,0,774,77,4,9,868,11,0,15,884,44,0,928,377,50,7,3,438,13,0,11,453,22,0,474,390,51,0,3,444,3,0,3,449,10,0,464
SED10022,280,16,5,19,304,87,5,399,3,0,0,3,3,0,0,0,3,0,5,6,1468,185,27,41,1721,44,6,46,1772,145,7,1925,322,33,0,7,365,7,3,8,372,22,0,399,363,46,8,5,411,0,3,3,417,29,0,448,10,0,3,0,18,0,0,0,18,0,0,18,7,0,0,5,11,0,0,0,11,0,0,17,698,78,8,18,807,8,8,12,821,57,0,873,5,3,0,0,6,0,0,0,8,5,0,19,6,0,0,0,13,3,0,3,12,0,0,12,12,3,0,3,16,4,0,4,24,5,0,25,714,80,14,19,823,11,8,17,841,58,0,904,100,16,3,5,123,8,4,10,138,60,0,201,3,0,0,0,3,0,0,0,3,0,3,9,817,97,13,24,956,18,10,32,983,120,3,1110,372,38,5,10,424,10,0,6,432,26,0,458,412,68,11,11,499,4,0,4,499,21,0,524
SED10023,307,3,0,5,311,17,0,330,3,0,0,0,3,0,0,0,3,0,4,5,1910,130,29,31,2106,22,3,22,2126,52,4,2180,410,19,6,4,439,3,0,3,449,12,0,464,588,45,4,9,649,7,0,7,654,7,0,661,7,3,9,0,16,0,0,0,16,0,0,19,3,0,0,4,11,0,0,0,11,0,0,11,1008,75,20,12,1115,11,0,8,1126,26,0,1148,8,0,0,0,8,0,0,0,3,0,0,4,13,0,3,3,23,0,0,0,26,3,0,24,21,0,3,3,29,3,0,3,29,0,0,33,1024,76,24,18,1143,11,0,14,1155,26,0,1183,162,16,0,5,181,0,0,3,186,11,0,201,3,0,0,0,3,0,0,0,3,0,3,6,1189,90,24,23,1326,9,3,15,1337,40,3,1384,576,43,5,0,623,9,3,10,630,22,0,654,728,71,16,8,818,11,0,11,831,20,0,850
SED10024,538,13,3,16,556,46,0,606,3,0,0,0,4,0,0,0,4,0,3,9,2591,211,23,25,2845,57,10,71,2918,120,10,3043,583,70,0,0,653,10,0,10,665,43,0,712,668,39,4,8,719,13,0,13,732,14,3,748,11,4,0,0,11,0,0,0,11,0,0,11,5,0,0,3,11,0,0,0,11,0,0,14,1272,113,7,15,1402,22,0,22,1421,61,0,1490,17,0,0,0,13,0,0,0,16,3,0,21,35,0,0,0,37,3,0,3,42,0,0,42,48,3,0,0,50,7,0,7,55,3,0,60,1319,115,7,15,1456,22,0,28,1478,63,0,1542,311,30,3,0,344,10,0,10,357,22,0,382,3,0,0,0,4,0,0,0,4,0,3,6,1635,144,16,17,1800,32,0,36,1837,84,7,1926,883,91,8,6,982,20,0,20,1006,54,0,1057,919,70,10,8,1003,20,0,20,1025,30,0,1051
SED10025,302,3,0,3,302,36,7,342,0,0,0,0,0,0,0,0,0,0,0,0,1492,149,20,16,1679,39,5,42,1724,84,9,1816,355,35,3,0,391,16,0,11,410,14,0,428,342,43,0,0,389,3,3,4,393,15,0,403,8,0,3,0,13,0,0,0,13,0,0,14,3,0,0,5,10,0,0,0,10,0,0,10,708,80,6,8,797,13,4,15,821,34,0,854,11,4,0,0,11,0,0,0,11,3,0,13,14,0,0,0,14,4,0,8,15,0,0,15,24,4,0,0,25,4,0,8,31,3,0,33,728,81,6,8,823,22,6,25,848,33,0,884,121,20,3,5,145,0,0,0,148,14,0,165,0,0,0,3,5,0,0,0,5,0,0,3,849,100,6,16,975,20,6,27,1001,51,0,1050,475,45,9,5,532,8,3,8,540,28,0,570,424,49,3,8,483,6,0,7,488,25,0,514
SED10026,290,14,3,16,306,85,0,390,4,0,0,0,4,0,0,0,4,0,9,13,1554,129,25,21,1735,47,7,56,1791,130,13,1939,390,20,3,3,417,10,0,10,424,24,0,447,347,51,9,5,409,4,0,4,412,20,0,431,14,0,4,0,18,0,0,0,17,0,0,22,5,3,0,3,9,0,0,0,9,0,0,9,754,73,20,14,851,14,0,13,867,39,0,911,6,0,0,0,8,0,0,0,8,0,0,10,3,0,0,0,3,0,0,0,3,3,0,9,15,0,0,0,18,0,0,0,18,4,0,16,765,71,20,14,869,14,0,13,881,43,0,924,137,19,3,0,159,8,0,7,169,50,3,216,0,0,0,0,0,0,0,0,0,0,0,0,902,96,16,16,1025,24,6,25,1053,91,5,1146,535,39,7,3,586,3,0,3,591,33,5,622,409,46,10,8,476,10,3,11,486,17,0,507
SED10027,571,17,4,24,590,135,0,731,3,0,0,0,3,0,0,0,3,3,8,14,1711,267,26,32,2036,53,15,70,2107,210,17,2330,387,41,5,4,442,8,0,10,449,30,0,480,372,66,5,6,446,3,0,7,451,27,0,474,10,3,3,0,11,0,0,0,11,0,0,11,4,0,0,6,13,0,0,0,13,0,0,21,774,108,12,21,913,14,3,15,932,49,0,985,14,0,0,0,14,3,0,3,15,0,0,21,20,7,0,0,26,3,0,4,31,0,0,35,36,6,0,3,44,4,0,9,46,3,0,55,803,117,12,21,953,18,4,24,979,53,3,1041,233,58,5,4,311,12,3,18,320,75,5,399,0,0,0,0,3,0,0,0,4,0,0,4,1038,174,24,27,1265,33,10,40,1306,133,6,1447,536,66,5,3,622,9,3,17,635,32,0,665,466,82,4,16,556,6,3,6,563,29,0,594
SED10028,524,13,3,15,538,60,0,595,0,0,0,0,4,0,0,0,4,0,0,9,2176,211,16,32,2435,67,9,75,2515,114,4,2632,521,38,7,0,565,8,3,13,582,28,0,612,566,58,0,4,622,11,5,15,638,16,0,647,5,0,0,0,5,0,0,0,5,0,0,5,6,0,0,0,7,0,0,0,11,0,0,11,1100,95,5,5,1206,21,4,34,1239,40,0,1281,12,0,0,0,15,4,0,4,18,0,0,19,32,4,0,0,35,0,0,0,37,0,0,37,46,4,0,0,47,0,0,0,52,0,0,52,1144,102,5,5,1260,27,4,33,1293,45,0,1335,282,42,0,7,335,11,5,11,346,39,0,388,0,0,0,0,0,0,0,0,0,0,3,3,1431,142,5,13,1591,32,11,46,1636,79,6,1727,880,50,10,7,949,26,3,27,976,28,0,1003,794,115,7,4,915,21,3,20,935,28,0,962
SED10029,692,33,26,63,757,528,10,1296,3,0,0,3,9,0,0,0,9,6,39,53,1049,394,13,43,1505,66,48,115,1620,649,56,2329,225,32,0,4,264,7,0,8,272,25,0,299,168,50,0,3,222,3,4,9,230,29,0,263,4,0,3,0,7,0,0,0,7,0,0,11,3,0,0,14,15,0,3,4,22,3,0,21,396,90,4,21,508,14,11,23,529,64,0,590,12,3,0,0,18,9,0,9,22,3,0,27,12,10,3,0,30,8,3,14,37,12,0,47,27,13,3,0,45,11,5,18,61,14,0,78,425,105,3,19,549,28,13,41,593,72,0,664,274,147,3,14,437,18,18,41,473,359,3,837,3,0,0,3,7,0,0,0,7,3,19,25,696,250,10,33,999,47,34,76,1075,431,19,1526,323,39,6,5,375,4,0,10,380,40,0,424,215,82,0,8,316,11,4,16,332,45,0,378
SED10030,289,15,3,14,306,49,0,359,0,0,0,0,0,0,0,0,0,0,0,5,1236,159,22,26,1440,35,6,41,1480,100,4,1586,241,25,3,0,268,3,3,6,278,21,0,302,311,43,5,10,369,4,0,5,376,12,0,390,3,4,3,0,15,0,0,0,15,0,0,15,0,0,0,3,6,0,0,0,6,0,0,6,556,72,13,14,659,13,7,15,674,37,0,710,10,0,0,0,9,0,0,0,16,0,0,13,19,3,0,0,20,0,0,3,24,4,0,23,29,4,0,4,32,3,0,6,37,3,0,41,582,76,13,16,686,15,5,19,708,40,0,748,130,21,4,4,155,9,0,9,168,38,0,207,3,0,0,0,3,0,0,0,3,0,5,8,715,97,21,22,845,25,5,27,873,79,5,963,366,38,8,0,411,8,0,13,423,26,0,454,420,59,5,3,492,7,0,7,497,21,0,519
SED10031,331,6,0,9,335,54,0,388,8,0,0,0,8,0,0,0,8,0,0,11,1667,210,38,39,1948,24,6,34,1982,104,3,2095,393,43,3,4,442,7,0,7,451,19,0,467,396,50,0,8,452,3,0,3,460,26,0,479,17,8,10,0,31,0,0,0,32,0,0,35,4,3,0,5,14,0,0,0,14,0,0,15,817,100,13,22,953,13,0,8,960,41,0,1003,7,0,0,0,5,0,0,4,6,0,0,8,11,0,0,0,12,0,0,0,15,3,0,16,15,0,0,0,17,0,3,3,20,3,0,21,828,99,13,22,964,11,4,17,984,42,0,1023,145,13,4,4,166,3,0,3,173,41,0,213,3,0,0,0,3,0,0,0,3,0,0,3,978,117,22,27,1136,14,4,13,1153,86,3,1245,560,58,16,7,642,5,0,10,653,31,0,685,482,63,6,11,555,3,3,9,566,20,0,589
SED10032,725,36,22,61,789,312,5,1105,3,0,0,8,11,0,0,0,11,0,16,26,1401,348,21,73,1847,81,37,119,1964,408,21,2402,264,34,3,0,299,10,6,14,321,36,0,352,228,52,8,9,292,4,0,11,300,21,0,329,12,0,3,0,15,0,0,0,15,0,0,15,0,0,0,6,7,0,0,0,7,3,0,14,504,91,10,17,620,14,6,23,646,60,0,709,10,0,3,0,18,3,0,3,18,3,0,19,20,7,0,0,30,0,0,4,34,3,0,36,33,9,4,0,44,6,3,11,55,8,0,56,536,100,12,16,668,21,11,35,697,70,0,770,293,107,7,25,426,12,8,27,455,194,0,648,3,0,0,4,4,0,0,0,4,0,10,16,833,211,20,41,1101,40,22,58,1160,261,10,1432,385,35,4,3,433,11,7,22,452,50,0,498,303,73,4,7,391,0,4,6,396,33,0,430
SED10033,418,14,4,14,434,54,3,485,0,7,0,0,8,0,0,0,8,0,6,12,1921,175,33,34,2160,24,3,28,2189,96,8,2293,451,50,8,4,511,3,0,3,517,16,0,528,521,61,3,12,593,0,0,0,597,10,0,602,8,0,0,0,16,0,0,0,16,4,0,18,4,0,0,8,14,0,0,0,14,0,0,16,995,111,13,18,1134,5,0,7,1135,25,0,1167,5,0,0,0,7,0,0,0,11,0,0,10,16,0,0,0,15,0,0,0,15,0,0,20,25,0,0,0,24,0,0,0,29,3,0,29,1014,114,13,18,1157,4,0,10,1163,29,0,1196,209,23,3,4,242,4,0,5,248,33,0,282,4,0,0,0,7,0,0,0,7,0,3,9,1232,137,17,27,1407,14,4,12,1424,58,6,1492,630,48,3,0,686,5,0,4,691,28,0,724,632,77,6,5,727,8,0,8,733,23,3,757
SED10034,309,3,0,3,312,23,0,327,0,0,0,0,0,0,0,0,0,0,0,0,2078,141,18,37,2269,14,7,22,2292,59,4,2352,473,43,10,3,526,3,3,9,534,9,0,549,645,37,3,3,697,7,3,5,704,16,0,724,10,0,0,0,14,0,0,0,14,0,0,14,0,0,0,3,5,0,0,0,7,0,0,7,1133,82,18,13,1244,8,6,13,1257,25,0,1284,10,0,0,0,9,0,0,0,11,3,0,12,20,0,0,0,25,0,0,0,25,0,0,25,28,3,0,0,34,0,0,0,35,3,0,39,1163,86,18,13,1271,9,6,17,1290,31,0,1322,159,8,3,3,177,0,0,0,177,13,0,193,0,0,0,0,0,0,0,0,0,0,0,3,1318,91,19,15,1452,15,6,17,1471,46,0,1511,649,46,8,11,719,9,0,9,720,26,3,753,794,65,6,11,877,5,0,10,890,19,0,906
SED10035,210,4,0,5,215,41,0,261,4,0,0,3,6,0,0,0,6,0,3,8,948,144,19,15,1121,25,5,29,1148,74,6,1234,258,25,3,3,289,4,0,5,297,17,0,309,197,29,3,0,231,0,0,0,228,13,0,242,3,0,3,0,5,0,0,0,5,0,0,7,4,0,0,4,11,0,0,0,11,0,0,11,465,57,11,5,534,6,3,5,539,27,0,573,3,0,0,0,3,0,0,3,11,0,0,11,12,0,0,0,14,0,0,0,15,0,0,15,18,0,0,0,16,3,0,4,23,0,0,23,484,53,11,5,552,9,4,9,566,27,0,599,105,15,3,0,118,0,0,0,123,16,0,133,3,0,0,0,6,0,0,0,6,0,0,4,591,69,12,11,682,7,4,13,691,50,0,737,353,42,0,3,391,5,0,3,399,23,3,428,237,38,3,0,273,3,3,8,284,21,0,301
