SA4_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
111,0,0,0,76,103,3363,35,29,8,4,3,7,6,3,241,3699,773,10,4,0,0,0,0,0,0,107,896,356,4,0,0,0,0,0,0,0,36,392,159,6,0,0,0,0,0,0,0,28,194,3,0,0,0,0,0,0,0,0,3,10,517,8,0,0,0,0,0,0,0,70,598,35,0,0,0,0,0,0,0,0,113,142,1322,16,11,0,0,0,0,3,0,285,1634,16781,1917,2094,479,547,355,369,403,232,852,24019,5750,1493,2604,562,779,761,885,915,566,444,14770,997,137,227,58,98,141,235,262,271,240,2666,43,19,16,5,6,3,4,8,4,25,126,6792,1653,2845,621,875,910,1124,1184,842,711,17555,78,4,3,0,0,0,4,0,0,263,357,23654,3571,4940,1100,1419,1267,1496,1587,1077,1823,41933
112,0,0,0,10,39,2826,93,37,9,0,5,4,3,3,162,3148,916,25,4,3,0,3,3,0,0,114,1066,145,3,3,0,0,0,0,0,0,26,174,51,3,0,0,0,0,0,0,0,7,62,6,0,0,0,0,0,0,0,0,4,12,202,7,3,0,0,0,0,0,0,33,244,13,0,0,0,0,0,0,0,0,17,35,1129,28,7,3,3,3,3,0,0,162,1348,16566,1950,1821,355,346,283,250,234,145,993,22937,2530,755,1143,245,256,277,252,235,120,244,6070,186,51,67,15,14,32,27,55,56,49,545,41,8,8,4,3,6,0,4,0,17,89,2757,814,1221,262,270,315,283,291,181,305,6707,68,0,3,0,0,0,0,4,0,62,142,19392,2768,3045,621,616,603,529,527,325,1362,29781
113,0,0,0,4,6,1016,19,8,3,3,3,0,0,4,72,1124,201,0,0,0,0,0,0,0,0,30,235,145,0,0,0,0,0,0,0,0,20,171,103,0,0,0,0,0,0,0,0,24,129,3,0,0,0,0,0,0,0,0,0,3,255,0,5,0,0,0,0,0,0,44,301,0,0,0,0,0,0,0,0,0,3,3,458,0,5,0,0,0,0,0,0,76,539,4208,571,592,143,132,124,110,131,52,297,6355,1830,718,1515,301,546,502,436,437,181,274,6734,464,107,191,54,114,130,142,191,155,241,1791,20,15,13,0,3,0,3,3,0,9,77,2312,835,1723,359,665,631,575,631,335,523,8606,8,0,0,3,0,0,0,0,0,176,188,6532,1407,2325,502,795,754,689,761,390,999,15146
114,0,0,0,5,18,2791,38,24,5,0,0,0,0,3,101,2968,626,7,6,0,3,0,0,0,0,79,721,123,0,0,0,0,0,0,0,0,18,148,37,0,0,0,0,0,0,3,0,13,52,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,3,0,30,200,3,0,0,0,0,0,0,0,0,0,3,788,5,4,0,3,0,0,3,0,110,922,12631,812,736,152,120,87,112,93,43,594,15387,2370,313,614,74,104,120,161,140,84,149,4135,252,26,49,20,22,17,31,64,75,50,600,23,0,4,0,0,0,0,0,0,7,38,2644,343,659,94,131,141,192,205,156,204,4769,49,0,0,0,0,0,0,0,0,154,208,15322,1159,1397,247,252,222,305,299,202,959,20364
115,0,0,0,36,43,3157,174,139,33,22,18,14,15,10,161,3749,500,16,3,0,0,3,0,3,0,37,570,345,17,8,0,3,0,0,3,0,31,406,249,17,8,0,3,0,4,3,0,29,326,3,0,0,0,0,0,0,0,0,3,12,600,33,17,5,6,3,4,3,0,59,738,8,0,0,0,0,0,0,0,0,73,79,1114,45,27,5,5,6,4,7,0,171,1383,16980,3051,2736,499,556,485,474,477,297,626,26176,21110,7325,6162,921,953,870,942,823,519,602,40228,2456,691,961,228,264,245,313,338,240,402,6135,125,37,25,3,0,0,3,5,4,23,241,23693,8050,7148,1154,1221,1113,1262,1175,763,1021,46596,34,4,4,0,0,4,0,0,0,127,180,40707,11105,9889,1651,1779,1599,1735,1649,1057,1779,72960
116,0,0,0,13,30,4484,267,206,20,32,27,26,13,25,198,5297,422,4,3,0,0,3,0,0,0,40,477,653,14,15,0,0,3,0,0,0,39,718,607,25,24,0,5,4,0,4,3,61,727,23,0,0,0,0,0,0,0,0,3,26,1278,32,37,0,9,5,3,4,3,102,1468,5,0,0,0,0,0,0,0,0,22,23,1701,41,41,0,5,4,3,4,3,164,1972,18665,3786,3360,565,649,641,541,523,332,966,30021,38144,16818,20493,2726,3011,3035,3012,2701,1615,1727,93290,5590,1406,1852,420,563,587,606,663,627,752,13067,375,142,150,25,25,30,34,35,22,50,881,44112,18361,22495,3169,3593,3658,3652,3396,2262,2533,107235,74,8,28,8,4,6,6,10,5,369,515,62851,22162,25878,3739,4247,4305,4201,3926,2602,3867,137773
117,0,0,0,13,18,4672,129,85,21,18,6,3,12,4,278,5239,291,0,3,0,0,0,3,0,0,27,335,391,5,5,0,0,0,3,0,0,87,490,758,25,9,0,0,3,0,0,0,127,922,6,0,0,0,0,0,0,0,0,14,24,1156,29,14,4,0,3,5,0,0,230,1438,5,0,0,0,0,0,0,0,0,8,11,1458,31,12,4,3,4,3,3,0,264,1786,20635,4950,5994,1791,2037,2085,2458,2808,1859,1493,46119,19991,7435,11916,3011,3963,5033,6655,8730,5662,2924,75317,6872,964,1362,375,634,929,1447,2031,1549,1799,17963,189,59,59,13,21,23,34,51,41,69,558,27049,8459,13336,3396,4620,5985,8133,10808,7250,4796,93832,41,10,16,10,0,5,9,6,21,105,222,47728,13416,19352,5193,6661,8073,10600,13628,9128,6392,140171
118,0,0,0,26,34,5111,181,100,20,15,21,9,8,5,181,5663,1031,37,16,0,6,4,0,0,0,50,1152,981,9,6,0,3,0,0,0,0,44,1039,473,13,7,0,0,0,0,0,0,36,532,11,0,0,0,0,0,0,0,0,0,11,1468,16,9,0,0,0,0,0,0,84,1584,9,0,0,0,0,0,0,0,0,10,22,2504,58,27,0,4,4,0,0,0,148,2755,24009,5957,6940,2040,2060,2136,2072,2159,1234,1235,49840,17261,4135,5839,1510,2037,2642,3405,4518,3222,1498,46061,2771,343,422,102,151,239,374,668,639,529,6240,137,14,21,4,7,11,14,18,15,24,270,20171,4499,6276,1615,2200,2887,3793,5207,3876,2055,52571,55,8,6,0,4,0,3,3,7,459,554,44232,10460,13230,3658,4266,5018,5870,7368,5120,3746,102966
119,0,0,0,21,37,14638,508,382,46,54,59,49,56,32,818,16638,888,12,0,0,0,0,0,0,0,116,1020,1610,12,13,0,0,0,0,0,0,164,1809,2451,88,57,4,9,3,7,3,0,365,2980,40,0,0,0,0,0,0,0,0,24,70,4107,99,62,4,11,3,9,4,0,561,4861,7,0,0,0,0,0,0,0,0,11,21,5005,112,71,4,11,3,9,4,0,681,5892,22555,3535,3323,734,690,780,723,725,487,1285,34846,77270,20250,26998,4342,5236,6650,7430,7271,4302,4338,164082,29820,5010,6275,1318,1739,2379,2304,2664,1964,3079,56555,705,139,169,37,37,62,51,53,47,174,1473,107791,25402,33441,5706,7017,9091,9788,9990,6314,7591,222118,92,23,31,9,11,5,11,17,20,178,386,130440,28956,36788,6446,7715,9877,10520,10731,6819,9063,257357
120,0,0,0,10,12,7212,168,133,23,29,15,17,23,18,346,7993,438,8,11,0,3,0,0,0,0,70,532,1049,6,4,0,0,3,0,0,3,86,1150,1482,32,23,0,0,0,0,0,3,144,1691,16,0,0,0,0,0,0,0,0,3,16,2548,41,28,0,0,4,0,3,3,234,2858,7,0,0,0,0,0,0,0,0,18,23,2987,49,40,4,3,7,3,3,4,318,3413,18574,3517,3701,902,876,880,844,860,508,946,31610,28870,8080,12743,2424,3179,3969,4482,4653,2704,1868,72969,9284,1529,2086,516,717,908,1149,1372,922,1406,19884,242,49,82,10,29,23,35,36,26,40,582,38397,9658,14913,2958,3925,4900,5668,6061,3650,3321,93436,44,8,5,4,3,4,3,0,4,102,177,57010,13183,18615,3860,4803,5780,6512,6926,4166,4363,125222
121,0,0,0,7,22,6730,292,223,46,31,29,39,37,18,231,7681,1436,44,24,4,3,0,0,0,3,137,1659,796,16,8,0,0,0,0,3,0,62,887,444,34,16,0,4,3,3,3,0,48,562,19,0,0,0,0,0,0,0,0,3,18,1262,44,24,3,3,3,3,10,0,114,1471,18,0,0,0,0,0,0,0,0,21,31,2714,89,54,12,9,6,5,10,3,266,3158,37559,8472,8205,1896,1764,1737,1723,1823,1044,1585,65813,30332,11715,14309,2884,3274,3535,3738,4097,2312,1533,77740,4626,1349,1928,487,615,770,936,1315,940,1108,14068,189,40,84,21,19,5,27,21,15,32,452,35154,13113,16315,3389,3909,4311,4701,5434,3269,2674,92254,59,6,10,3,0,3,3,8,6,58,160,72765,21588,24528,5289,5680,6054,6426,7261,4318,4322,158225
122,0,0,0,33,50,3906,130,73,5,9,15,6,23,4,186,4356,962,23,7,3,5,3,3,4,0,93,1105,398,5,5,0,0,0,0,4,0,49,456,193,10,4,0,0,0,0,0,0,20,231,9,0,0,0,0,0,0,0,0,0,9,599,12,7,0,0,0,0,5,0,69,696,13,0,0,0,0,0,0,0,0,110,118,1576,39,19,3,5,8,3,11,0,268,1925,24600,6276,6239,1376,1332,1290,1182,1013,537,1113,44944,10451,3293,4319,810,901,1056,1242,1232,661,578,24548,1429,244,335,59,80,111,197,224,239,207,3113,101,27,23,6,3,10,11,4,5,17,192,11981,3564,4668,875,986,1174,1447,1460,905,801,27851,52,6,10,4,0,3,4,3,0,199,274,36635,9841,10913,2245,2316,2468,2630,2470,1439,2108,73076
123,0,0,0,8,24,2998,90,78,8,7,5,6,8,8,125,3333,426,0,3,0,0,0,0,0,0,70,496,200,3,4,0,0,0,0,0,0,27,237,166,10,4,3,0,3,0,3,0,13,207,9,0,0,0,0,0,0,0,0,5,14,374,17,10,3,0,3,0,3,0,46,455,7,0,0,0,0,0,0,0,0,11,12,801,14,12,3,4,3,0,3,0,122,972,17879,1917,1543,336,336,373,274,280,142,888,23967,17038,5406,6466,1032,997,1014,910,880,519,746,34998,2542,477,641,149,137,199,174,196,160,258,4937,186,45,49,10,11,9,14,7,4,29,367,19770,5931,7151,1193,1143,1220,1098,1083,685,1033,40297,63,13,8,3,3,3,0,0,4,60,157,37711,7853,8702,1531,1476,1597,1372,1368,834,1980,64423
124,0,0,0,18,33,4035,72,42,7,12,7,5,8,7,186,4386,763,7,6,0,0,0,0,3,0,103,877,343,4,5,0,0,0,0,0,0,25,378,161,0,4,0,0,0,0,3,0,25,194,3,0,0,0,0,0,0,0,0,3,3,509,9,11,0,0,0,0,3,0,49,582,8,0,0,0,0,0,0,0,0,10,14,1280,16,9,0,0,0,0,3,0,156,1469,24608,2299,1812,349,440,296,275,269,135,963,31448,12455,3179,4132,689,737,806,729,617,399,585,24322,1449,288,381,67,91,122,151,149,129,235,3049,107,21,37,10,6,10,0,10,3,18,220,14010,3493,4547,763,830,936,882,773,524,837,27595,52,7,6,0,0,0,0,0,0,368,438,38670,5791,6370,1113,1267,1229,1159,1040,668,2169,59480
