UCL_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
UCL112006,0,17,0,249,3,0,0,8,3,0,0,4,3,11,160,188,3,4,0,3,4,0,0,0,0,27,33,79,991,170,28,596,61,300,39,217,35,1099,210,3732
UCL112007,0,10,0,33,0,0,0,0,0,0,0,0,0,8,26,38,0,0,0,0,0,0,0,0,0,7,13,21,114,51,7,91,7,46,12,82,14,506,42,966
UCL112008,0,25,0,102,3,3,0,0,0,0,0,3,0,18,104,125,0,4,4,0,0,0,0,0,0,50,33,90,229,128,12,251,24,135,31,268,21,1965,169,3241
UCL112009,0,8,0,156,0,0,4,0,0,0,0,0,0,10,73,87,4,0,3,0,0,0,0,0,3,18,17,45,513,120,28,368,50,214,18,142,25,898,98,2476
UCL112010,0,16,0,108,0,0,3,0,0,6,0,0,0,8,62,80,7,0,0,5,0,0,0,0,0,22,27,56,529,105,17,319,35,169,17,127,18,586,111,2029
UCL112011,4,5,0,78,0,0,0,0,0,0,0,0,0,10,62,76,0,0,0,0,0,5,0,0,0,15,10,38,394,72,16,271,52,165,31,113,23,717,84,1932
UCL112012,0,9,0,98,0,0,0,3,6,0,0,0,3,9,67,81,8,0,3,3,0,0,0,0,0,15,10,42,480,149,14,385,34,224,38,199,32,983,98,2629
UCL112013,0,4,0,32,0,0,0,0,0,0,0,0,0,0,14,22,0,0,0,0,0,0,0,0,0,0,0,3,69,15,0,30,7,21,0,13,0,98,18,285
UCL112014,4,15,0,129,4,0,3,3,0,0,0,0,0,6,75,92,0,0,0,0,0,0,0,0,0,29,17,46,334,136,21,284,53,168,28,191,44,1318,103,2682
UCL112015,0,7,0,121,0,0,0,0,0,0,0,3,0,11,112,130,0,3,0,0,0,0,0,0,0,38,23,69,494,125,18,460,69,238,40,230,46,1549,156,3424
UCL112016,6,22,0,325,5,0,5,3,0,0,0,0,0,9,138,159,3,0,0,0,0,0,0,4,0,30,22,63,963,155,12,559,63,349,19,269,40,1289,181,3899
UCL112017,0,45,0,350,4,4,4,4,0,4,0,6,3,18,168,210,0,8,0,0,0,0,0,0,0,41,31,85,842,311,37,654,59,383,56,485,68,3182,234,6314
UCL112018,0,21,0,192,0,0,0,3,0,4,0,0,0,9,123,146,0,0,0,0,0,0,0,0,0,28,24,57,773,158,20,483,62,305,29,235,42,1301,175,3576
UCL112019,0,33,0,325,4,0,0,6,4,4,0,0,0,24,204,242,0,0,0,3,0,0,0,4,3,30,29,76,1136,210,30,749,75,395,45,370,64,1692,255,5022
UCL113001,4,21,0,113,0,0,0,0,0,0,0,3,0,11,67,83,0,0,4,0,0,0,0,6,0,30,18,57,271,144,29,276,29,127,33,178,26,1250,103,2478
UCL113002,0,13,0,61,0,0,0,4,0,4,0,0,0,10,48,72,0,3,0,0,0,0,0,0,0,19,14,36,152,72,14,171,12,103,25,141,20,952,79,1743
UCL113003,3,8,0,86,0,0,0,0,0,6,0,0,0,8,100,117,3,3,3,0,0,4,0,0,0,32,13,55,348,59,13,214,39,188,18,125,33,752,127,1925
UCL113004,0,24,0,150,0,0,0,0,0,0,0,0,0,4,53,59,0,0,3,0,0,0,0,0,0,3,0,9,140,141,14,165,21,68,22,121,10,305,58,1065
UCL113005,0,10,0,71,0,0,0,4,0,0,0,0,0,5,50,66,0,0,0,0,0,0,0,0,0,23,5,33,256,74,12,228,13,126,8,136,16,797,71,1758
UCL113006,0,9,0,23,0,0,0,0,0,0,0,0,3,0,28,39,0,0,0,0,0,0,0,0,0,8,13,23,107,59,7,84,17,63,3,73,29,427,55,926
UCL113007,4,27,0,192,0,0,0,0,0,0,0,0,0,0,52,58,0,0,4,0,0,4,0,0,0,15,4,23,201,74,9,226,50,132,21,161,41,1147,66,2124
UCL113008,0,7,0,66,0,0,0,0,0,3,0,0,0,11,36,51,0,0,0,0,0,0,0,0,0,19,12,29,163,36,5,137,19,94,17,90,18,576,68,1210
UCL113009,0,5,0,65,0,0,0,0,0,0,0,0,0,0,35,43,0,0,0,0,0,0,0,0,0,4,7,16,188,40,3,146,26,99,15,89,17,404,48,1062
UCL113010,0,6,0,122,0,0,0,0,0,0,0,3,0,3,48,55,0,0,0,0,0,0,0,0,0,11,8,20,278,46,12,203,34,109,9,69,9,381,57,1211
UCL113011,4,6,0,98,0,0,0,0,4,0,0,0,0,3,47,59,0,0,3,0,0,0,0,0,0,10,6,19,216,21,3,153,21,122,3,56,18,373,60,1062
UCL113012,4,31,0,158,0,0,0,0,0,0,0,3,0,5,65,92,4,0,0,0,0,0,0,0,0,24,11,41,173,95,20,209,24,138,36,179,30,1217,90,2211
UCL113013,0,6,0,43,0,0,0,0,0,0,0,0,0,4,47,45,0,0,0,5,0,0,0,0,0,13,7,24,203,45,13,172,29,134,14,89,22,501,60,1293
UCL113014,3,9,0,147,4,0,0,0,0,0,0,0,0,0,74,85,0,0,0,0,0,0,0,0,0,8,3,13,308,42,10,195,30,151,9,75,26,445,81,1391
UCL113015,0,9,0,48,0,0,0,0,0,0,0,0,0,12,47,61,0,0,0,0,0,0,0,0,0,21,13,37,141,67,16,126,21,106,7,115,19,890,70,1580
UCL113016,0,7,0,48,0,0,0,0,0,0,0,0,0,12,50,73,0,0,0,0,0,0,0,0,0,38,12,59,225,83,12,202,33,121,23,154,29,967,90,1935
UCL113017,0,22,0,99,0,0,0,0,0,0,0,0,0,9,50,65,0,0,0,0,0,0,0,0,0,25,15,46,171,129,11,191,10,101,19,171,30,1259,86,2185
UCL113018,0,0,0,12,0,0,0,0,0,0,0,0,0,0,13,21,0,0,0,0,0,0,0,0,0,8,7,13,45,16,3,36,6,29,0,28,7,179,29,374
UCL114001,0,0,0,25,0,0,0,0,0,0,0,0,0,0,13,21,0,0,0,0,0,0,0,0,0,0,8,4,70,29,0,74,9,35,16,52,13,369,23,695
UCL114002,0,8,0,26,0,0,0,0,0,0,0,0,0,13,40,50,0,0,0,0,0,0,0,0,0,15,6,28,73,51,10,92,10,68,4,112,15,1122,58,1611
UCL114003,0,0,0,7,0,0,0,0,0,0,0,0,0,6,33,41,0,0,0,0,0,0,0,0,0,14,7,26,133,48,10,119,15,66,7,77,13,511,58,1054
UCL114004,0,8,0,50,0,0,0,0,0,0,0,0,0,0,40,39,0,0,0,0,0,0,0,0,0,7,8,18,140,23,3,90,10,76,8,55,14,260,45,736
UCL114005,0,4,4,28,0,0,0,0,0,0,0,0,0,3,23,28,0,0,0,0,0,0,0,0,0,9,6,17,93,26,10,78,7,63,6,56,10,419,43,807
UCL114006,0,0,0,25,0,0,0,0,0,0,0,0,0,4,27,35,0,0,0,4,0,0,0,0,0,13,9,22,98,29,4,99,7,54,4,57,15,353,38,768
UCL114007,0,0,0,25,0,0,0,0,0,0,0,0,0,4,34,36,3,0,0,0,0,0,0,0,0,14,14,32,135,33,8,115,8,78,5,71,8,408,60,938
UCL114008,0,3,0,32,0,0,0,0,0,0,0,0,0,0,35,50,0,0,0,0,0,0,0,0,0,11,11,23,147,39,4,103,17,64,3,71,12,287,54,806
UCL114009,0,3,0,44,0,0,0,0,0,0,0,0,0,0,30,24,0,0,0,0,0,0,0,0,0,0,0,6,186,22,5,89,13,46,7,22,0,123,31,546
UCL114010,0,6,0,37,0,0,0,0,0,0,0,4,0,7,36,53,0,0,0,0,0,0,0,0,0,8,5,16,152,29,4,104,8,57,3,57,7,324,46,791
UCL114011,0,0,0,10,0,0,0,0,0,0,0,3,0,3,34,34,0,0,0,0,0,0,0,0,0,9,4,13,75,23,4,57,9,44,4,48,8,278,42,597
UCL114012,0,0,0,155,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0,4,0,278,7,9,51,20,47,4,11,4,57,13,503
UCL114013,0,0,0,59,0,0,0,0,0,0,0,0,0,0,29,32,0,0,0,0,0,0,0,0,0,10,8,17,180,33,0,117,11,80,8,45,10,263,47,788
UCL114014,0,3,0,73,0,0,0,0,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,0,0,3,0,4,132,21,13,69,21,42,15,36,10,176,16,543
UCL114015,0,3,0,18,0,0,0,4,0,0,0,0,0,4,23,35,0,0,0,0,0,0,0,0,0,18,11,26,172,45,11,133,16,58,14,70,12,422,36,985
UCL114016,0,0,0,37,0,0,0,0,0,0,0,0,0,0,24,27,0,0,0,0,0,3,0,0,0,9,4,15,187,34,7,113,8,67,4,48,3,254,31,757
UCL114017,0,4,0,106,0,0,0,0,0,0,0,0,0,0,27,33,0,0,0,0,0,0,0,0,0,7,0,13,123,74,8,149,11,65,15,75,10,284,28,846
UCL114018,0,17,0,72,0,0,0,0,0,0,0,0,0,0,46,56,0,0,0,0,0,0,0,0,0,13,6,18,151,73,9,131,14,68,16,120,14,728,60,1382
UCL114019,0,5,0,47,0,0,0,0,0,0,0,0,0,4,29,42,0,0,0,0,0,0,0,0,0,14,12,22,184,21,7,116,11,54,3,41,7,165,45,646
UCL114020,0,11,0,68,0,0,0,0,3,0,0,0,0,3,28,35,0,0,0,0,0,0,0,0,0,11,8,19,161,51,4,113,19,91,12,91,19,426,41,1036
UCL114021,0,4,0,15,0,0,0,0,0,0,0,0,0,3,29,37,0,0,0,0,0,0,0,0,0,8,9,18,131,47,6,147,13,61,11,91,4,443,45,985
UCL114022,0,4,0,13,0,0,0,0,0,0,0,0,0,0,25,21,0,0,0,0,0,0,0,0,0,3,11,23,59,47,8,60,4,43,5,78,9,490,46,844
UCL114023,0,4,0,34,0,0,0,0,0,4,0,0,0,0,20,24,0,0,3,0,0,0,0,0,0,12,4,24,148,20,9,81,11,49,3,27,9,190,39,586
UCL114024,0,0,0,52,0,0,0,0,0,4,0,0,0,0,44,45,0,0,0,0,0,0,0,0,0,3,5,15,211,27,0,157,7,102,9,74,9,383,55,1031
UCL114025,0,0,0,32,0,0,0,0,0,0,0,0,0,6,26,25,0,0,0,0,0,0,0,0,0,0,0,7,77,37,3,78,12,46,5,70,12,416,34,791
UCL114026,0,9,0,36,0,0,0,0,3,0,0,0,0,0,15,21,0,0,0,0,0,0,0,0,0,0,6,8,108,17,6,61,28,46,15,34,5,272,21,608
UCL114027,0,16,0,61,0,0,0,0,0,0,0,0,0,5,33,35,0,0,0,0,0,0,0,4,0,5,10,21,77,46,6,81,3,39,10,72,13,540,45,930
UCL114028,0,7,0,38,0,0,0,0,0,0,0,0,0,4,18,21,0,0,0,0,0,0,0,0,0,7,0,12,127,18,4,74,10,68,3,40,7,195,23,572
UCL114029,0,0,0,47,0,0,0,0,0,0,0,0,0,3,18,21,0,0,0,0,0,0,0,0,0,0,0,3,125,20,8,76,23,54,10,28,11,118,20,489
UCL114030,0,9,0,40,0,0,0,0,0,0,0,0,0,3,20,27,0,0,5,0,0,0,0,0,0,9,4,16,62,41,10,68,13,31,10,84,14,595,35,966
UCL114031,0,5,0,41,0,0,0,0,0,0,0,0,0,0,19,25,0,0,0,0,0,0,0,0,0,4,9,8,97,29,9,88,18,55,16,63,15,442,35,859
UCL114032,0,0,0,18,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,6,0,4,87,22,3,50,18,40,10,21,8,167,5,433
UCL114033,0,3,0,35,0,0,0,0,0,0,0,0,0,3,34,40,0,0,0,0,0,0,0,0,0,8,8,18,117,29,5,115,6,74,10,61,10,269,49,734
UCL114034,0,0,0,13,0,0,0,0,0,0,0,0,0,3,22,29,0,0,0,0,0,0,0,0,0,7,12,26,130,34,3,101,5,59,0,70,9,454,38,919
UCL114035,0,8,0,31,0,0,0,0,0,0,0,0,0,0,21,28,0,0,0,0,0,0,0,0,0,8,3,14,82,41,7,70,10,46,4,51,9,352,33,691
UCL114036,4,10,0,45,0,0,0,0,0,0,0,0,0,3,43,49,0,0,0,0,0,0,0,0,0,4,3,12,89,55,3,79,5,54,10,78,14,628,53,1082
UCL114037,0,0,0,43,0,0,0,0,0,0,0,3,0,3,9,19,0,0,3,0,0,0,0,0,0,5,7,13,117,22,6,72,14,52,4,47,5,234,22,598
UCL114038,0,3,0,23,0,0,0,0,0,0,0,0,0,3,32,43,0,0,0,0,0,0,0,0,0,9,3,18,130,30,4,71,8,66,10,58,10,346,46,772
UCL115001,0,0,0,6,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,3,5,6,41,10,0,36,0,15,0,12,0,94,14,232
UCL115002,4,0,0,29,0,0,0,0,0,0,0,0,0,0,17,15,0,0,0,0,0,0,0,0,0,0,0,7,49,17,4,76,11,41,8,49,12,215,19,502
UCL115003,0,0,0,18,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,4,3,49,7,6,29,5,27,0,6,4,61,10,213
UCL115004,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,3,7,10,24,17,4,17,0,20,0,32,0,139,17,276
UCL115005,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,20,7,0,20,4,12,0,10,0,39,11,119
UCL115006,0,3,0,29,0,0,0,0,0,3,0,0,0,0,11,18,0,0,0,0,0,0,0,0,0,0,0,4,25,23,0,40,0,9,0,26,3,48,10,197
UCL115007,0,0,0,19,5,0,0,0,0,5,0,0,0,0,17,22,0,0,0,0,0,0,0,0,0,4,5,8,56,8,4,47,12,33,6,20,8,150,23,358
UCL115008,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,3,6,10,16,9,4,18,0,13,0,14,9,91,13,184
UCL115009,0,5,0,13,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,0,0,7,10,17,32,9,3,26,3,17,0,24,5,112,23,262
UCL115010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,13,0,0,10,0,13,0,13,0,73,13,142
UCL115011,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,3,3,29,5,0,24,8,9,0,18,3,107,5,208
UCL115012,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,6,0,21,0,12,3,5,0,54,6,139
UCL115013,0,5,0,26,0,3,0,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,0,0,0,4,9,10,70,24,3,58,8,41,6,35,7,200,23,465
UCL115014,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,3,0,3,32,26,3,47,3,20,4,28,6,105,12,284
UCL115015,0,0,0,6,0,0,0,0,0,0,0,0,0,5,11,16,0,0,0,0,0,0,0,0,0,0,3,9,19,17,4,27,4,17,8,39,9,158,18,305
UCL115016,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,20,5,4,17,0,12,0,9,4,36,10,111
UCL115017,0,7,0,29,0,0,0,0,0,0,0,0,0,0,17,21,0,0,0,0,0,0,0,0,0,8,0,4,43,20,0,29,5,25,9,34,6,246,22,431
UCL115018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,6,11,9,0,19,0,15,0,7,0,87,16,165
UCL115019,0,3,0,56,0,0,0,0,0,0,0,0,0,0,33,34,0,0,0,0,0,0,0,0,0,3,0,9,62,49,9,54,10,61,13,62,23,260,41,636
UCL115020,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,21,0,0,0,0,0,0,0,0,0,3,0,3,77,12,3,36,0,29,0,24,9,117,15,321
UCL115021,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,3,0,5,24,5,0,20,9,9,0,7,0,54,8,141
UCL115022,0,0,0,25,0,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,0,0,0,0,0,3,0,0,46,18,0,52,5,16,0,40,3,227,21,434
UCL115023,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,5,0,9,32,11,0,19,3,9,3,13,3,77,6,181
UCL115024,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,23,8,4,18,0,16,0,3,0,26,14,105
UCL115025,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,3,31,5,13,3,7,0,29,0,129
UCL115026,0,0,0,21,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,4,4,30,13,0,20,7,17,0,15,5,66,19,194
UCL115027,0,0,0,24,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,4,0,5,73,4,0,49,6,29,0,17,6,102,17,297
UCL115028,0,0,0,21,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,0,3,4,11,39,17,4,28,6,21,4,26,0,190,17,356
UCL115029,0,0,0,10,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0,6,0,6,30,20,4,24,3,10,0,12,0,58,15,171
UCL115030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,4,3,11,3,4,24,6,8,0,14,0,86,6,162
UCL115031,0,3,0,35,0,0,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,6,5,8,35,26,5,40,7,27,0,40,4,263,15,481
UCL115032,0,6,0,43,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,33,17,0,21,4,30,13,19,4,136,7,291
UCL115033,0,0,0,88,0,0,0,0,3,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,139,22,5,59,16,28,0,33,8,86,14,415
UCL115034,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,4,29,8,3,34,12,25,8,9,6,32,4,170
UCL115035,0,0,0,33,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,5,0,5,122,12,0,49,3,31,5,21,11,134,11,409
UCL115036,0,0,0,31,0,0,0,0,0,0,0,0,0,3,14,21,0,0,0,0,0,0,0,0,0,5,0,3,51,21,5,38,5,28,3,47,0,260,23,487
UCL115037,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,3,19,9,0,14,0,6,5,9,3,66,6,144
UCL115038,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,3,17,9,0,27,0,12,0,10,0,84,14,175
UCL115039,0,0,0,27,0,0,0,0,0,0,0,0,0,0,22,20,0,0,0,0,0,0,0,0,0,3,3,8,73,7,4,53,6,38,3,23,3,70,20,312
UCL115040,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,32,8,0,24,3,9,0,16,5,58,12,169
UCL115041,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,3,7,47,16,0,36,0,16,0,19,0,83,21,243
UCL115042,0,0,0,11,0,0,0,0,0,3,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,43,8,0,27,0,23,0,10,3,88,11,220
UCL115043,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,28,14,0,32,0,16,3,22,0,115,7,242
UCL115044,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,4,13,40,17,3,22,3,17,0,14,0,62,13,188
UCL115045,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,5,5,14,6,4,5,6,9,3,4,0,53,6,112
UCL115046,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,4,30,11,0,28,3,20,0,19,0,72,10,200
UCL115047,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,6,5,9,40,3,0,41,0,24,0,10,3,135,14,283
UCL115048,0,8,0,38,0,0,0,0,0,0,0,0,0,0,12,18,0,0,0,0,0,0,0,0,0,6,4,7,57,23,5,57,16,29,6,43,10,269,28,542
UCL115049,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,4,3,6,8,0,0,8,3,3,0,4,6,66,5,121
UCL115050,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,39,10,0,31,0,14,7,22,0,65,8,198
UCL115051,0,0,0,14,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,7,4,4,19,19,0,35,0,20,0,37,0,188,19,340
UCL115052,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,0,4,3,3,28,8,0,15,0,13,3,13,5,78,7,171
UCL115053,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,4,3,5,10,16,0,15,0,5,0,16,0,72,7,153
UCL115054,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,3,6,19,0,12,4,5,4,39,7,115
UCL115055,0,0,0,16,0,0,0,0,0,0,0,4,0,0,12,15,0,0,0,0,0,0,0,0,0,0,3,5,26,21,4,28,0,13,3,31,5,124,17,273
UCL115056,0,0,0,10,0,0,0,0,0,0,0,0,0,3,22,22,0,0,0,0,0,0,0,0,0,0,8,15,43,25,0,48,3,35,4,38,9,200,31,439
UCL115057,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,18,0,0,0,0,0,0,0,0,0,7,7,13,50,21,3,31,7,26,3,42,3,211,26,417
UCL115058,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,6,0,3,8,17,0,17,5,16,0,23,12,221,15,331
UCL115059,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,3,10,22,11,6,38,4,19,0,23,3,92,8,232
UCL115060,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,4,4,48,5,0,32,0,19,3,14,0,40,15,173
UCL115061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,15,5,0,22,0,9,0,10,0,78,4,137
UCL115062,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,22,5,18,3,10,8,39,5,142
UCL115063,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,12,4,15,3,8,0,41,5,108
