UCL_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
UCL115031,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,12,0,15,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,54,0,57,0,0,0,0,0,0,0,5,0,40,0,41,0,0,0,0,0,5,0,5,0,41,0,59,0,4,0,0,0,4,0,14,0,30,0,57,0,4,0,4,0,0,0,0,0,15,0,27,4,0,0,3,0,0,0,0,0,8,0,23,10,6,5,11,0,6,0,4,0,15,0,51,6,3,0,6,0,0,0,0,4,5,0,27,5,0,0,6,0,3,0,0,0,4,0,20,0,0,0,7,0,0,0,0,0,0,0,10,11,3,0,3,3,9,0,4
UCL115032,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,23,0,24,0,0,0,0,0,0,0,0,0,18,0,28,0,0,0,0,0,4,0,0,0,14,0,24,0,8,0,0,0,0,0,4,0,20,0,28,0,0,0,0,0,0,4,3,0,5,0,16,0,0,0,0,0,0,0,5,0,4,0,15,3,3,0,3,0,4,5,0,0,16,0,33,0,0,0,0,0,3,0,4,0,6,0,14,5,0,0,3,0,5,0,0,0,5,0,19,5,0,0,5,0,0,3,0,0,0,0,12,21,0,0,12,4,5,0,0
UCL115033,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,3,0,16,0,23,0,0,0,0,0,0,0,11,0,9,0,20,0,0,0,0,0,0,0,3,0,17,0,26,0,3,0,3,0,0,0,5,0,7,0,18,0,4,0,0,0,0,0,0,0,5,0,19,5,5,0,8,0,0,0,0,0,4,0,20,16,5,0,5,0,8,0,4,3,10,0,50,19,0,3,13,0,0,0,3,0,0,0,43,23,0,0,5,0,3,0,0,0,5,0,45,19,0,0,0,0,0,0,0,0,0,0,30,53,0,0,18,5,11,0,0
UCL115034,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,0,0,3,0,4,0,4,0,16,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,10,3,0,0,12,0,3,0,0,0,0,0,19,8,5,0,8,4,4,0,0,0,0,0,33,6,0,0,4,4,0,0,0,0,0,0,16,6,0,0,4,0,3,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0
UCL115035,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,7,0,5,0,12,0,0,0,0,0,0,0,0,0,27,0,36,0,0,0,0,0,5,0,5,0,16,0,26,0,0,0,0,0,4,0,4,0,27,0,38,0,0,0,3,0,4,0,4,0,14,0,34,0,0,0,0,0,7,0,0,0,8,0,23,15,3,0,3,0,3,0,3,0,6,0,32,34,0,0,15,3,7,0,6,0,6,0,63,30,0,0,10,0,3,0,0,0,0,0,47,15,0,0,4,0,0,0,0,0,0,0,25,6,0,0,3,0,0,0,0,0,0,0,12,22,0,0,4,0,0,0,0
UCL115036,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,3,0,14,0,18,0,0,0,0,0,0,0,10,0,52,0,64,0,0,0,0,0,3,0,9,0,38,0,56,0,3,0,0,0,4,0,13,0,49,0,68,0,4,0,5,0,4,0,5,0,33,0,55,0,0,0,5,0,4,0,4,0,3,0,18,4,0,0,3,0,5,0,0,0,10,0,25,9,3,0,6,3,4,0,0,0,8,0,41,8,0,0,6,0,3,0,4,0,9,0,25,10,6,0,4,3,0,0,0,0,6,0,23,7,0,0,0,0,3,0,0,0,0,0,11,12,3,0,5,0,6,0,0
UCL115037,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,3,0,15,0,17,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,7,0,0,0,0,0,12,5,0,0,9,3,0,0,0,0,0,0,16,8,0,0,3,0,0,0,0,0,0,0,9,5,3,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0
UCL115038,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,34,0,38,0,0,0,0,0,0,0,0,0,18,0,21,0,3,0,0,0,0,0,0,0,5,0,10,4,0,0,3,0,3,0,0,0,11,0,20,3,0,0,4,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,4,0,14,0,0,0,5,0,0,0,0,0,0,0,7,5,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
UCL115039,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,26,0,31,0,0,0,0,0,0,0,5,0,3,0,12,0,0,0,0,0,3,0,4,0,6,0,19,0,0,0,4,0,6,0,3,0,5,0,22,0,0,0,6,0,0,0,0,0,0,0,11,7,4,0,4,0,7,0,0,0,6,0,21,14,3,0,11,0,12,0,0,0,0,0,43,16,0,0,18,0,0,0,0,0,0,0,35,16,0,0,5,4,3,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,16,19,0,0,6,0,0,0,4
UCL115040,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,21,0,24,0,0,0,3,0,0,0,4,0,8,0,15,0,0,0,0,0,0,0,0,0,6,0,11,0,5,0,0,0,0,0,4,0,6,0,19,0,0,0,0,0,3,0,0,0,5,0,9,0,0,0,4,0,0,0,0,0,0,0,10,7,0,0,7,0,0,0,0,4,0,0,22,6,0,0,10,0,0,0,6,0,0,0,25,8,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
UCL115041,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,34,0,41,0,3,0,0,0,0,0,3,0,8,0,15,0,0,0,0,0,3,0,0,0,9,0,22,3,3,0,3,0,5,0,0,0,8,0,16,3,0,0,4,0,5,0,0,0,0,0,11,3,0,0,8,0,0,0,0,0,4,0,17,8,0,0,10,0,0,0,0,0,3,0,24,3,0,0,5,0,0,0,0,0,0,0,16,11,0,0,0,0,3,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0
UCL115042,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,26,0,31,0,0,0,0,0,0,0,4,0,11,0,19,0,0,0,3,0,5,0,0,0,10,0,24,0,0,0,3,0,4,0,0,0,12,0,23,0,0,0,5,0,0,0,0,0,3,0,5,5,0,0,3,0,3,0,0,0,4,0,14,17,0,0,3,0,3,0,0,0,0,0,31,3,0,0,10,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
UCL115043,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,36,0,43,0,0,0,0,0,0,0,6,0,18,0,26,0,0,0,0,0,4,0,3,0,19,0,28,0,0,0,7,0,0,0,5,0,16,0,35,0,5,0,3,0,4,0,0,0,0,0,16,5,0,0,3,0,3,0,0,0,0,0,16,3,4,0,8,0,0,0,0,0,3,0,19,5,0,0,5,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,4,0,6,7,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,3,0,0
UCL115044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,22,0,30,0,0,0,0,0,0,0,3,0,8,0,12,0,3,0,0,0,0,0,0,0,4,0,10,0,4,0,5,0,4,0,0,0,8,6,28,6,0,0,0,0,3,0,0,0,0,0,15,0,4,0,3,0,0,0,0,0,0,0,10,12,0,0,4,4,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,9,7,5,0,0,0,0,0,0
UCL115045,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,24,0,31,0,0,0,0,0,3,0,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,4,0,0,0,0,0,0,0,9,6,0,0,3,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,26,0,28,0,0,0,3,0,0,0,4,0,11,3,19,0,5,0,0,0,9,0,0,0,10,0,30,0,3,0,3,0,0,0,0,0,8,0,15,0,0,0,4,0,0,0,0,0,0,0,12,3,0,0,5,0,0,0,0,0,0,0,14,7,0,0,3,0,0,0,3,0,0,0,16,10,0,0,8,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0
UCL115047,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,45,0,53,0,0,0,0,0,0,0,3,0,21,0,23,0,0,0,4,0,3,0,0,0,12,0,20,0,0,0,3,0,0,0,0,0,16,0,23,6,0,0,5,0,4,0,0,0,4,0,19,5,7,0,5,0,0,0,0,0,3,0,26,10,0,0,13,0,10,0,4,0,6,0,43,5,0,0,6,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115048,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,7,0,88,0,94,0,0,0,0,0,4,0,13,0,27,0,41,0,0,0,0,0,6,0,5,0,31,0,53,0,7,0,15,4,6,0,0,3,38,6,66,0,3,0,6,3,0,0,8,0,15,0,36,6,6,0,6,0,5,0,6,0,8,0,32,12,3,0,12,3,0,5,8,0,13,0,54,11,0,0,5,0,3,0,0,0,3,0,30,6,0,0,3,0,3,0,0,0,3,0,21,5,0,0,0,0,0,0,0,0,0,0,13,10,6,0,9,0,0,0,0
UCL115049,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,3,5,11,0,16,0,0,0,5,0,3,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,4,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,21,0,0,0,0,0,0,0,4,0,13,0,21,0,4,0,0,0,0,0,3,0,10,0,18,0,0,0,4,0,0,0,3,0,9,0,15,0,0,0,4,0,0,0,8,0,5,0,19,0,0,0,6,0,0,0,0,0,0,0,8,6,0,0,4,0,5,0,0,0,8,0,27,11,0,0,5,0,0,0,0,0,4,0,18,8,0,0,0,0,4,0,0,0,0,0,16,5,0,0,4,0,0,0,0,0,0,0,7,3,0,0,6,0,3,0,0
UCL115051,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,0,0,0,0,4,0,10,0,9,0,0,0,0,0,0,0,0,0,50,0,59,0,0,0,0,0,0,0,8,0,25,0,39,0,0,0,0,0,0,0,4,0,17,0,31,0,0,0,7,0,4,0,0,0,25,0,36,0,3,0,4,0,0,0,0,0,14,0,21,0,4,0,3,0,5,0,0,0,6,0,19,7,3,0,11,0,3,0,3,0,6,0,30,9,0,0,5,0,0,0,7,0,4,0,20,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,4,0,0
UCL115052,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,15,0,17,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,4,0,0,0,14,0,17,0,3,0,5,0,4,0,3,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,10,10,0,0,0,0,0,0,0,0,0,0,11,12,0,0,5,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0
UCL115053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,0,23,0,3,0,0,0,0,0,0,0,14,0,22,0,0,0,6,0,0,0,3,0,9,0,19,3,0,0,3,0,0,0,0,0,16,0,20,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,6,3,0,0,4,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115054,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,3,0,0,0,0,0,15,5,0,0,3,0,4,0,0,5,3,0,20,0,0,0,9,0,0,0,0,0,0,0,11,5,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0
UCL115055,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,45,0,45,0,0,0,3,0,0,0,5,0,19,0,25,0,0,0,0,0,6,0,5,0,16,0,34,6,4,0,5,0,0,0,3,0,20,0,37,0,5,0,0,0,0,0,5,0,0,0,11,0,0,0,4,0,3,0,3,0,0,0,17,9,5,0,9,0,3,0,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4
UCL115056,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,19,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,8,0,60,0,72,0,4,0,3,0,4,0,3,0,28,0,44,0,4,0,0,0,11,0,8,4,21,0,43,6,8,0,4,0,4,3,3,0,27,0,53,3,0,0,6,0,5,0,0,0,4,0,25,4,0,0,4,0,4,0,6,0,5,0,27,6,3,0,12,0,4,0,3,0,4,0,38,3,0,0,5,0,4,0,0,0,3,3,24,5,0,0,0,0,0,0,0,0,0,0,10,3,0,0,4,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0
